county,state,percentCollege,percentCollegeBucket,year
Floyd,IA,19.8,261,2019
Franklin,IA,18,208,2019
Fremont,IA,18.9,236,2019
Greene,IA,18.7,230,2019
Grundy,IA,27.9,404,2019
Guthrie,IA,19.8,261,2019
Hamilton,IA,24.3,360,2019
Hancock,IA,23.8,352,2019
Hardin,IA,20.8,284,2019
Harrison,IA,19.5,254,2019
Henry,IA,19.6,257,2019
Howard,IA,15.8,141,2019
Humboldt,IA,21.2,296,2019
Ida,IA,18.6,226,2019
Iowa,IA,18.8,233,2019
Jackson,IA,19.2,244,2019
Jasper,IA,18.8,233,2019
Jefferson,IA,31.5,439,2019
Johnson,IA,52.8,505,2019
Jones,IA,19.5,254,2019
Keokuk,IA,18.3,217,2019
Kossuth,IA,17.5,194,2019
Lee,IA,16.4,161,2019
Linn,IA,33.1,451,2019
Louisa,IA,14.9,116,2019
Lucas,IA,17,177,2019
Lyon,IA,20.7,282,2019
Madison,IA,24.5,363,2019
Mahaska,IA,22,313,2019
Marion,IA,28.8,414,2019
Marshall,IA,18.8,233,2019
Mills,IA,24.1,357,2019
Mitchell,IA,19,239,2019
Monona,IA,15.3,126,2019
Monroe,IA,17.4,192,2019
Montgomery,IA,18.5,224,2019
Muscatine,IA,21.5,302,2019
O'Brien,IA,18.8,233,2019
Osceola,IA,17.9,204,2019
Page,IA,20.2,271,2019
Palo Alto,IA,25.5,380,2019
Plymouth,IA,23.2,340,2019
Pocahontas,IA,15,118,2019
Polk,IA,36.7,472,2019
Pottawattamie,IA,21.5,302,2019
Poweshiek,IA,26.1,386,2019
Ringgold,IA,21.4,300,2019
Sac,IA,20,266,2019
Scott,IA,31.8,441,2019
Shelby,IA,22.2,318,2019
Sioux,IA,29.1,418,2019
Story,IA,51.6,504,2019
Tama,IA,15.8,141,2019
Taylor,IA,14.5,102,2019
Union,IA,18,208,2019
Van Buren,IA,14.4,100,2019
Wapello,IA,18.8,233,2019
Warren,IA,31.9,442,2019
Washington,IA,21.8,309,2019
Wayne,IA,12.7,55,2019
Webster,IA,19.9,264,2019
Winnebago,IA,21.8,309,2019
Winneshiek,IA,30.6,431,2019
Woodbury,IA,23.1,338,2019
Worth,IA,17.5,194,2019
Wright,IA,17.2,185,2019
Allen,KS,20.3,273,2019
Anderson,KS,18.1,211,2019
Atchison,KS,22,313,2019
Barber,KS,20.7,282,2019
Barton,KS,20.9,287,2019
Bourbon,KS,21.7,306,2019
Brown,KS,21.2,296,2019
Butler,KS,29.8,424,2019
Chase,KS,25.5,380,2019
Chautauqua,KS,15.9,145,2019
Cherokee,KS,19.6,257,2019
Cheyenne,KS,28.9,415,2019
Clark,KS,26.1,386,2019
Clay,KS,26.7,393,2019
Cloud,KS,24,355,2019
Coffey,KS,24.5,363,2019
Comanche,KS,16,147,2019
Cowley,KS,21.8,309,2019
Crawford,KS,29.9,425,2019
Decatur,KS,22.5,324,2019
Dickinson,KS,22.9,334,2019
Doniphan,KS,21.1,293,2019
Douglas,KS,49.6,502,2019
Edwards,KS,18.1,211,2019
Elk,KS,15.6,134,2019
Ellis,KS,36.3,471,2019
Ellsworth,KS,19.5,254,2019
Finney,KS,17.1,181,2019
Ford,KS,17.7,198,2019
Franklin,KS,20.4,275,2019
Geary,KS,23.2,340,2019
Gove,KS,19.7,259,2019
Graham,KS,24.7,367,2019
Grant,KS,14.9,116,2019
Gray,KS,20.2,271,2019
Greeley,KS,27.2,399,2019
Greenwood,KS,19.9,264,2019
Hamilton,KS,18.7,230,2019
Harper,KS,16.2,155,2019
Harvey,KS,33.2,452,2019
Haskell,KS,17.1,181,2019
Hodgeman,KS,30.8,433,2019
Jackson,KS,20.2,271,2019
Jefferson,KS,23.2,340,2019
Jewell,KS,19.3,247,2019
Johnson,KS,56,508,2019
Kearny,KS,14.7,109,2019
Kingman,KS,24.4,361,2019
Kiowa,KS,28.1,407,2019
Labette,KS,18.7,230,2019
Lane,KS,23.1,338,2019
Leavenworth,KS,31.5,439,2019
Lincoln,KS,22.8,331,2019
Linn,KS,16.2,155,2019
Logan,KS,16.6,167,2019
Lyon,KS,27.5,401,2019
McPherson,KS,28,405,2019
Marion,KS,25,372,2019
Marshall,KS,18.9,236,2019
Meade,KS,20.3,273,2019
Miami,KS,29.8,424,2019
Mitchell,KS,26.1,386,2019
Montgomery,KS,19.5,254,2019
Morris,KS,21.4,300,2019
Morton,KS,17.3,189,2019
Nemaha,KS,25.4,379,2019
Neosho,KS,18.1,211,2019
Ness,KS,19.4,250,2019
Norton,KS,18.8,233,2019
Osage,KS,19.2,244,2019
Osborne,KS,23.6,348,2019
Ottawa,KS,24.5,363,2019
Pawnee,KS,19.6,257,2019
Phillips,KS,21.8,309,2019
Pottawatomie,KS,33.8,457,2019
Pratt,KS,30.3,428,2019
Rawlins,KS,24.1,357,2019
Reno,KS,20.9,287,2019
Republic,KS,25.5,380,2019
Rice,KS,22.8,331,2019
Riley,KS,45.6,496,2019
Rooks,KS,23.1,338,2019
Rush,KS,23.7,350,2019
Russell,KS,23.1,338,2019
Saline,KS,27.3,400,2019
Scott,KS,25.1,374,2019
Sedgwick,KS,30.9,434,2019
Seward,KS,11,24,2019
Shawnee,KS,30.9,434,2019
Sheridan,KS,22,313,2019
Sherman,KS,21.8,309,2019
Smith,KS,22.3,320,2019
Stafford,KS,25.2,375,2019
Stanton,KS,19,239,2019
Stevens,KS,13.7,80,2019
Sumner,KS,23.3,343,2019
Thomas,KS,22.6,326,2019
Trego,KS,24.8,368,2019
Wabaunsee,KS,24.2,359,2019
Wallace,KS,32.4,446,2019
Washington,KS,20.3,273,2019
Wichita,KS,20.6,280,2019
Wilson,KS,16.5,163,2019
Woodson,KS,17.2,185,2019
Wyandotte,KS,18.1,211,2019
Adair,KY,15.7,137,2019
Allen,KY,16.1,151,2019
Anderson,KY,20.2,271,2019
Ballard,KY,15.9,145,2019
Barren,KY,16.3,158,2019
Bath,KY,14.5,102,2019
Bell,KY,9.2,8,2019
Boone,KY,32.1,443,2019
Bourbon,KY,19.4,250,2019
Boyd,KY,19.4,250,2019
Boyle,KY,25.2,375,2019
Bracken,KY,13.2,67,2019
Breathitt,KY,15.2,123,2019
Breckinridge,KY,11.9,38,2019
Bullitt,KY,14.7,109,2019
Butler,KY,13.9,86,2019
Caldwell,KY,15.3,126,2019
Calloway,KY,28.5,411,2019
Campbell,KY,36.3,471,2019
Carlisle,KY,14.9,116,2019
Carroll,KY,8.2,2,2019
Carter,KY,12.6,53,2019
Casey,KY,12.8,58,2019
Christian,KY,18.1,211,2019
Clark,KY,20.1,268,2019
Clay,KY,9.8,12,2019
Clinton,KY,10.3,17,2019
Crittenden,KY,13.1,64,2019
Cumberland,KY,13.3,70,2019
Daviess,KY,22.9,334,2019
Edmonson,KY,10.3,17,2019
Elliott,KY,9.7,12,2019
Estill,KY,9.9,14,2019
Fayette,KY,43.6,492,2019
Fleming,KY,12.9,60,2019
Floyd,KY,11.3,28,2019
Franklin,KY,29.9,425,2019
Fulton,KY,13.4,73,2019
Gallatin,KY,11.6,34,2019
Garrard,KY,17.6,196,2019
Grant,KY,12.9,60,2019
Graves,KY,17.4,192,2019
Grayson,KY,10.5,19,2019
Green,KY,13.2,67,2019
Greenup,KY,17.1,181,2019
Hancock,KY,11.4,30,2019
Hardin,KY,22,313,2019
Harlan,KY,10.8,22,2019
Harrison,KY,14.6,105,2019
Hart,KY,11.4,30,2019
Henderson,KY,18.2,214,2019
Henry,KY,13.1,64,2019
Hickman,KY,15.8,141,2019
Hopkins,KY,16.5,163,2019
Jackson,KY,13.8,83,2019
Jefferson,KY,33.4,454,2019
Jessamine,KY,29.5,421,2019
Johnson,KY,16.3,158,2019
Kenton,KY,31.7,440,2019
Knott,KY,14.9,116,2019
Knox,KY,14.2,94,2019
Larue,KY,12.4,48,2019
Laurel,KY,14.4,100,2019
Lawrence,KY,9.8,12,2019
Lee,KY,8.3,3,2019
Leslie,KY,8.7,4,2019
Letcher,KY,12.1,41,2019
Lewis,KY,9.1,7,2019
Lincoln,KY,13,63,2019
Livingston,KY,11.8,36,2019
Logan,KY,16.4,161,2019
Lyon,KY,16.9,175,2019
McCracken,KY,24.2,359,2019
McCreary,KY,7.2,0,2019
McLean,KY,13.5,75,2019
Madison,KY,30.8,433,2019
Magoffin,KY,9.5,10,2019
Marion,KY,12.6,53,2019
Marshall,KY,19.2,244,2019
Martin,KY,11.7,35,2019
Mason,KY,19.5,254,2019
Meade,KY,19.4,250,2019
Menifee,KY,11.2,26,2019
Mercer,KY,18.5,224,2019
Metcalfe,KY,13,63,2019
Monroe,KY,14.4,100,2019
Montgomery,KY,15.7,137,2019
Morgan,KY,12.5,51,2019
Muhlenberg,KY,12.6,53,2019
Nelson,KY,18,208,2019
Nicholas,KY,8.9,6,2019
Ohio,KY,13.6,77,2019
Oldham,KY,42.4,490,2019
Owen,KY,10.9,23,2019
Owsley,KY,16.2,155,2019
Pendleton,KY,13.2,67,2019
Perry,KY,14.4,100,2019
Pike,KY,13,63,2019
Powell,KY,15.9,145,2019
Pulaski,KY,16.5,163,2019
Robertson,KY,16.3,158,2019
Rockcastle,KY,11.4,30,2019
Rowan,KY,25.1,374,2019
Russell,KY,14.7,109,2019
Scott,KY,28.4,410,2019
Shelby,KY,24.9,370,2019
Simpson,KY,14.2,94,2019
Spencer,KY,20.3,273,2019
Taylor,KY,19.6,257,2019
Todd,KY,13.2,67,2019
Trigg,KY,16.6,167,2019
Trimble,KY,14.1,91,2019
Union,KY,11.1,25,2019
Warren,KY,32.2,444,2019
Washington,KY,18.8,233,2019
Wayne,KY,12.3,46,2019
Webster,KY,10,14,2019
Whitley,KY,20.4,275,2019
Wolfe,KY,8.7,4,2019
Woodford,KY,33.8,457,2019
Acadia,LA,13.3,70,2019
Allen,LA,11.3,28,2019
Ascension,LA,26.4,391,2019
Assumption,LA,9.6,10,2019
Avoyelles,LA,12.3,46,2019
Beauregard,LA,17.8,202,2019
Bienville,LA,12.8,58,2019
Bossier,LA,25.2,375,2019
Caddo,LA,23.5,346,2019
Calcasieu,LA,22.3,320,2019
Caldwell,LA,13.8,83,2019
Cameron,LA,12.7,55,2019
Catahoula,LA,13.8,83,2019
Claiborne,LA,12.8,58,2019
Concordia,LA,14.1,91,2019
De Soto,LA,14.8,112,2019
East Baton Rouge,LA,34.9,462,2019
East Carroll,LA,8.9,6,2019
East Feliciana,LA,12.7,55,2019
Evangeline,LA,11.6,34,2019
Franklin,LA,12,40,2019
Grant,LA,8.5,3,2019
Iberia,LA,13.6,77,2019
Iberville,LA,13.9,86,2019
Jackson,LA,14,88,2019
Jefferson,LA,26.8,394,2019
Jefferson Davis,LA,16.9,175,2019
Lafayette,LA,33,450,2019
Lafourche,LA,16.9,175,2019
LaSalle,LA,13.6,77,2019
Lincoln,LA,35.6,466,2019
Livingston,LA,19.7,259,2019
Madison,LA,12.8,58,2019
Morehouse,LA,13,63,2019
Natchitoches,LA,19,239,2019
Orleans,LA,37.6,475,2019
Ouachita,LA,24.2,359,2019
Plaquemines,LA,19.1,242,2019
Pointe Coupee,LA,14.9,116,2019
Rapides,LA,20.9,287,2019
Red River,LA,13.9,86,2019
Richland,LA,13.2,67,2019
Sabine,LA,13.3,70,2019
St. Bernard,LA,11.6,34,2019
St. Charles,LA,25.3,377,2019
St. Helena,LA,16.7,170,2019
St. James,LA,16.3,158,2019
St. John the Baptist,LA,15.9,145,2019
St. Landry,LA,14.8,112,2019
St. Martin,LA,14.5,102,2019
St. Mary,LA,10.2,16,2019
St. Tammany,LA,33.8,457,2019
Tangipahoa,LA,20,266,2019
Tensas,LA,11.4,30,2019
Terrebonne,LA,15.6,134,2019
Union,LA,17.2,185,2019
Vermilion,LA,14.2,94,2019
Vernon,LA,17.5,194,2019
Washington,LA,11.6,34,2019
Webster,LA,15.4,128,2019
West Baton Rouge,LA,22,313,2019
West Carroll,LA,11.7,35,2019
West Feliciana,LA,24.2,359,2019
Winn,LA,13.9,86,2019
Androscoggin,ME,22.8,331,2019
Aroostook,ME,19.2,244,2019
Cumberland,ME,47.6,499,2019
Franklin,ME,24.8,368,2019
Hancock,ME,34.1,458,2019
Kennebec,ME,28.1,407,2019
Knox,ME,33.5,455,2019
Lincoln,ME,33.5,455,2019
Oxford,ME,19.2,244,2019
Penobscot,ME,27.7,402,2019
Piscataquis,ME,18.4,220,2019
Sagadahoc,ME,36.4,472,2019
Somerset,ME,16.5,163,2019
Waldo,ME,31.4,437,2019
Washington,ME,22,313,2019
York,ME,32.5,447,2019
Allegany,MD,18.9,236,2019
Anne Arundel,MD,41.7,487,2019
Baltimore,MD,39.4,480,2019
Calvert,MD,32.4,446,2019
Caroline,MD,18.4,220,2019
Carroll,MD,36.4,472,2019
Cecil,MD,23.9,353,2019
Charles,MD,28.9,415,2019
Dorchester,MD,21.2,296,2019
Frederick,MD,41.4,487,2019
Garrett,MD,20.9,287,2019
Harford,MD,36.7,472,2019
Howard,MD,62.6,511,2019
Kent,MD,35.1,463,2019
Montgomery,MD,58.9,509,2019
Prince George's,MD,33.1,451,2019
Queen Anne's,MD,36.5,472,2019
St. Mary's,MD,31.9,442,2019
Somerset,MD,14.4,100,2019
Talbot,MD,40.6,484,2019
Washington,MD,21.9,311,2019
Wicomico,MD,27.2,399,2019
Worcester,MD,29,417,2019
Baltimore City,MD,31.9,442,2019
Barnstable,MA,43.4,491,2019
Berkshire,MA,33.6,455,2019
Bristol,MA,28.7,413,2019
Dukes,MA,44.9,494,2019
Essex,MA,39.9,482,2019
Franklin,MA,37.3,474,2019
Hampden,MA,27.1,397,2019
Hampshire,MA,48.3,500,2019
Middlesex,MA,56.3,508,2019
Nantucket,MA,52.8,505,2019
Norfolk,MA,53.6,506,2019
Plymouth,MA,37.6,475,2019
Suffolk,MA,46.1,497,2019
Worcester,MA,36.4,472,2019
Alcona,MI,16.9,175,2019
Alger,MI,17.4,192,2019
Allegan,MI,22.6,326,2019
Alpena,MI,18,208,2019
Antrim,MI,28.8,414,2019
Arenac,MI,12.6,53,2019
Baraga,MI,15.8,141,2019
Barry,MI,21.1,293,2019
Bay,MI,19.3,247,2019
Benzie,MI,30.3,428,2019
Berrien,MI,27.8,403,2019
Branch,MI,14.4,100,2019
Calhoun,MI,21,290,2019
Cass,MI,19.2,244,2019
Charlevoix,MI,31.1,436,2019
Cheboygan,MI,20.7,282,2019
Chippewa,MI,21.2,296,2019
Clare,MI,12.6,53,2019
Clinton,MI,32.1,443,2019
Crawford,MI,19.4,250,2019
Delta,MI,21,290,2019
Dickinson,MI,25.7,382,2019
Eaton,MI,27.8,403,2019
Emmet,MI,33.4,454,2019
Genesee,MI,21.2,296,2019
Gladwin,MI,13.5,75,2019
Gogebic,MI,19.4,250,2019
Grand Traverse,MI,36,469,2019
Gratiot,MI,15.4,128,2019
Hillsdale,MI,17.3,189,2019
Houghton,MI,32.6,448,2019
Huron,MI,16,147,2019
Ingham,MI,38.9,479,2019
Ionia,MI,16.4,161,2019
Iosco,MI,15.9,145,2019
Iron,MI,18.5,224,2019
Isabella,MI,29.1,418,2019
Jackson,MI,22.2,318,2019
Kalamazoo,MI,38.8,479,2019
Kalkaska,MI,11.9,38,2019
Kent,MI,35.7,467,2019
Keweenaw,MI,32,442,2019
Lake,MI,11.9,38,2019
Lapeer,MI,18.3,217,2019
Leelanau,MI,44.7,494,2019
Lenawee,MI,21,290,2019
Livingston,MI,35.4,465,2019
Luce,MI,18.4,220,2019
Mackinac,MI,23.3,343,2019
Macomb,MI,24.9,370,2019
Manistee,MI,20.3,273,2019
Marquette,MI,32.9,449,2019
Mason,MI,23.1,338,2019
Mecosta,MI,22.7,327,2019
Menominee,MI,16.3,158,2019
Midland,MI,35.2,463,2019
Missaukee,MI,14,88,2019
Monroe,MI,20.5,278,2019
Montcalm,MI,13.3,70,2019
Montmorency,MI,13.7,80,2019
Muskegon,MI,19.7,259,2019
Newaygo,MI,16.6,167,2019
Oakland,MI,47.2,498,2019
Oceana,MI,19.5,254,2019
Ogemaw,MI,12.2,44,2019
Ontonagon,MI,16.5,163,2019
Osceola,MI,14.2,94,2019
Oscoda,MI,10.6,20,2019
Otsego,MI,23.6,348,2019
Ottawa,MI,34.1,458,2019
Presque Isle,MI,17.9,204,2019
Roscommon,MI,15.5,131,2019
Saginaw,MI,20.8,284,2019
St. Clair,MI,18.6,226,2019
St. Joseph,MI,16.2,155,2019
Sanilac,MI,14.2,94,2019
Schoolcraft,MI,15.6,134,2019
Shiawassee,MI,17,177,2019
Tuscola,MI,13.5,75,2019
Van Buren,MI,21.7,306,2019
Washtenaw,MI,55.9,508,2019
Wayne,MI,23.9,353,2019
Wexford,MI,18.2,214,2019
Aitkin,MN,18.1,211,2019
Anoka,MN,30.5,430,2019
Becker,MN,25,372,2019
Beltrami,MN,29.2,419,2019
Benton,MN,23.6,348,2019
Big Stone,MN,15.4,128,2019
Blue Earth,MN,34.8,461,2019
Brown,MN,22.2,318,2019
Carlton,MN,22.1,315,2019
Carver,MN,48.9,500,2019
Cass,MN,23.2,340,2019
Chippewa,MN,19,239,2019
Chisago,MN,21.5,302,2019
Clay,MN,34.2,459,2019
Clearwater,MN,17.1,181,2019
Cook,MN,40.4,483,2019
Cottonwood,MN,20,266,2019
Crow Wing,MN,24.7,367,2019
Dakota,MN,42.2,489,2019
Dodge,MN,25.7,382,2019
Douglas,MN,26,385,2019
Faribault,MN,18.6,226,2019
Fillmore,MN,22.2,318,2019
Freeborn,MN,17.1,181,2019
Goodhue,MN,26,385,2019
Grant,MN,18.8,233,2019
Hennepin,MN,50.1,503,2019
Houston,MN,24.8,368,2019
Hubbard,MN,27.4,401,2019
Isanti,MN,18.5,224,2019
Itasca,MN,23.1,338,2019
Jackson,MN,22.6,326,2019
Kanabec,MN,14.7,109,2019
Kandiyohi,MN,23.3,343,2019
Kittson,MN,25.9,384,2019
Koochiching,MN,15.5,131,2019
Lac qui Parle,MN,18.8,233,2019
Lake,MN,28.8,414,2019
Lake of the Woods,MN,16.7,170,2019
Le Sueur,MN,23,335,2019
Lincoln,MN,19.3,247,2019
Lyon,MN,26.1,386,2019
McLeod,MN,17.6,196,2019
Mahnomen,MN,13.2,67,2019
Marshall,MN,19.1,242,2019
Martin,MN,20.5,278,2019
Meeker,MN,19.5,254,2019
Mille Lacs,MN,14.7,109,2019
Morrison,MN,17.3,189,2019
Mower,MN,22.2,318,2019
Murray,MN,20.7,282,2019
Nicollet,MN,33.8,457,2019
Nobles,MN,15.3,126,2019
Norman,MN,19.1,242,2019
Olmsted,MN,44.9,494,2019
Otter Tail,MN,24.9,370,2019
Pennington,MN,19.3,247,2019
Pine,MN,14.9,116,2019
Pipestone,MN,21.3,297,2019
Polk,MN,25.3,377,2019
Pope,MN,22.9,334,2019
Ramsey,MN,42.3,489,2019
Red Lake,MN,16.2,155,2019
Redwood,MN,19.1,242,2019
Renville,MN,15.2,123,2019
Rice,MN,28.3,409,2019
Rock,MN,23.8,352,2019
Roseau,MN,20.3,273,2019
St. Louis,MN,29.3,420,2019
Scott,MN,39.9,482,2019
Sherburne,MN,26.6,392,2019
Sibley,MN,16.4,161,2019
Stearns,MN,27.5,401,2019
Steele,MN,26,385,2019
Stevens,MN,30.5,430,2019
Swift,MN,19.6,257,2019
Todd,MN,15.1,121,2019
Traverse,MN,17.5,194,2019
Wabasha,MN,23.7,350,2019
Wadena,MN,13.8,83,2019
Waseca,MN,21.4,300,2019
Washington,MN,44.3,493,2019
Watonwan,MN,15.5,131,2019
Wilkin,MN,23.8,352,2019
Winona,MN,30.1,426,2019
Wright,MN,29.6,422,2019
Yellow Medicine,MN,17.2,185,2019
Adams,MS,17.4,192,2019
Alcorn,MS,17.1,181,2019
Amite,MS,12.6,53,2019
Attala,MS,13.9,86,2019
Benton,MS,11.5,32,2019
Bolivar,MS,23.6,348,2019
Calhoun,MS,11.8,36,2019
Carroll,MS,12.2,44,2019
Chickasaw,MS,12.4,48,2019
Choctaw,MS,19.1,242,2019
Claiborne,MS,24,355,2019
Clarke,MS,12.5,51,2019
Clay,MS,20.4,275,2019
Coahoma,MS,16.5,163,2019
Copiah,MS,14.5,102,2019
Covington,MS,14.7,109,2019
DeSoto,MS,25,372,2019
Forrest,MS,27.8,403,2019
Franklin,MS,12,40,2019
George,MS,13.8,83,2019
Greene,MS,9.7,12,2019
Grenada,MS,21.3,297,2019
Hancock,MS,22,313,2019
Harrison,MS,23.1,338,2019
Hinds,MS,29,417,2019
Holmes,MS,10.2,16,2019
Humphreys,MS,12.8,58,2019
Issaquena,MS,3.2,0,2019
Itawamba,MS,13.2,67,2019
Jackson,MS,21.1,293,2019
Jasper,MS,15.1,121,2019
Jefferson,MS,15.9,145,2019
Jefferson Davis,MS,14.1,91,2019
Jones,MS,20.8,284,2019
Kemper,MS,14.7,109,2019
Lafayette,MS,45.6,496,2019
Lamar,MS,34.1,458,2019
Lauderdale,MS,19.7,259,2019
Lawrence,MS,17.6,196,2019
Leake,MS,14.3,96,2019
Lee,MS,24.4,361,2019
Leflore,MS,18.5,224,2019
Lincoln,MS,16.2,155,2019
Lowndes,MS,23.4,344,2019
Madison,MS,48.4,500,2019
Marion,MS,12.3,46,2019
Marshall,MS,13.8,83,2019
Monroe,MS,16.7,170,2019
Montgomery,MS,19.3,247,2019
Neshoba,MS,11.6,34,2019
Newton,MS,16.4,161,2019
Noxubee,MS,15.6,134,2019
Oktibbeha,MS,42.6,490,2019
Panola,MS,14.9,116,2019
Pearl River,MS,16.7,170,2019
Perry,MS,10.7,21,2019
Pike,MS,16.6,167,2019
Pontotoc,MS,18.1,211,2019
Prentiss,MS,12.4,48,2019
Quitman,MS,10.3,17,2019
Rankin,MS,29,417,2019
Scott,MS,11.4,30,2019
Sharkey,MS,19.5,254,2019
Simpson,MS,16.2,155,2019
Smith,MS,12.2,44,2019
Stone,MS,15.8,141,2019
Sunflower,MS,15.4,128,2019
Tallahatchie,MS,10.3,17,2019
Tate,MS,15.8,141,2019
Tippah,MS,15.2,123,2019
Tishomingo,MS,11.4,30,2019
Tunica,MS,16.9,175,2019
Union,MS,13.4,73,2019
Walthall,MS,14.4,100,2019
Warren,MS,22.4,322,2019
Washington,MS,17.9,204,2019
Wayne,MS,15.3,126,2019
Webster,MS,18.5,224,2019
Wilkinson,MS,13.7,80,2019
Winston,MS,14.7,109,2019
Yalobusha,MS,13.8,83,2019
Yazoo,MS,13.4,73,2019
Adair,MO,31,435,2019
Andrew,MO,24.9,370,2019
Atchison,MO,23.1,338,2019
Audrain,MO,14.7,109,2019
Barry,MO,14.6,105,2019
Barton,MO,19.9,264,2019
Bates,MO,16.1,151,2019
Benton,MO,13,63,2019
Bollinger,MO,8.9,6,2019
Boone,MO,46.1,497,2019
Buchanan,MO,21.1,293,2019
Butler,MO,13.3,70,2019
Caldwell,MO,18.1,211,2019
Callaway,MO,23.1,338,2019
Camden,MO,21.1,293,2019
Cape Girardeau,MO,31.5,439,2019
Carroll,MO,16.7,170,2019
Carter,MO,15.5,131,2019
Cass,MO,26.3,389,2019
Cedar,MO,13.6,77,2019
Chariton,MO,17.2,185,2019
Christian,MO,28.6,412,2019
Clark,MO,12.8,58,2019
Clay,MO,33.2,452,2019
Clinton,MO,21.6,304,2019
Cole,MO,33.3,453,2019
Cooper,MO,22.1,315,2019
Crawford,MO,11.5,32,2019
Dade,MO,12.7,55,2019
Dallas,MO,12.9,60,2019
Daviess,MO,18.5,224,2019
DeKalb,MO,13.8,83,2019
Dent,MO,15.3,126,2019
Douglas,MO,10.8,22,2019
Dunklin,MO,13.8,83,2019
Franklin,MO,20.9,287,2019
Gasconade,MO,19.2,244,2019
Gentry,MO,19.1,242,2019
Greene,MO,30.5,430,2019
Grundy,MO,17.1,181,2019
Harrison,MO,16.5,163,2019
Henry,MO,15.9,145,2019
Hickory,MO,9,7,2019
Holt,MO,19.7,259,2019
Howard,MO,25.2,375,2019
Howell,MO,18,208,2019
Iron,MO,10.8,22,2019
Jackson,MO,31.6,439,2019
Jasper,MO,23.6,348,2019
Jefferson,MO,20.4,275,2019
Johnson,MO,28.9,415,2019
Knox,MO,17.2,185,2019
Laclede,MO,14.6,105,2019
Lafayette,MO,20.3,273,2019
Lawrence,MO,16,147,2019
Lewis,MO,13.6,77,2019
Lincoln,MO,16.8,172,2019
Linn,MO,16.9,175,2019
Livingston,MO,18.8,233,2019
McDonald,MO,11.5,32,2019
Macon,MO,16.3,158,2019
Madison,MO,15.6,134,2019
Maries,MO,15.8,141,2019
Marion,MO,22.4,322,2019
Mercer,MO,18.9,236,2019
Miller,MO,19.4,250,2019
Mississippi,MO,11.5,32,2019
Moniteau,MO,20.5,278,2019
Monroe,MO,12.4,48,2019
Montgomery,MO,14,88,2019
Morgan,MO,13.3,70,2019
New Madrid,MO,12.1,41,2019
Newton,MO,20,266,2019
Nodaway,MO,28.6,412,2019
Oregon,MO,14.6,105,2019
Osage,MO,18.9,236,2019
Ozark,MO,11,24,2019
Pemiscot,MO,12.7,55,2019
Perry,MO,17.7,198,2019
Pettis,MO,18,208,2019
Phelps,MO,29.1,418,2019
Pike,MO,15.6,134,2019
Platte,MO,43.1,491,2019
Polk,MO,19.9,264,2019
Pulaski,MO,28.3,409,2019
Putnam,MO,19.3,247,2019
Ralls,MO,14.9,116,2019
Randolph,MO,15.1,121,2019
Ray,MO,14.6,105,2019
Reynolds,MO,13.7,80,2019
Ripley,MO,10.2,16,2019
St. Charles,MO,38.9,479,2019
St. Clair,MO,13.9,86,2019
Ste. Genevieve,MO,19.7,259,2019
St. Francois,MO,14.3,96,2019
St. Louis,MO,36.3,471,2019
Saline,MO,19.4,250,2019
Schuyler,MO,12.6,53,2019
Scotland,MO,14.2,94,2019
Scott,MO,16.3,158,2019
Shannon,MO,14.9,116,2019
Shelby,MO,18.1,211,2019
Stoddard,MO,13.3,70,2019
Stone,MO,18.6,226,2019
Sullivan,MO,11.7,35,2019
Taney,MO,19.9,264,2019
Texas,MO,13.5,75,2019
Vernon,MO,18.9,236,2019
Warren,MO,19.1,242,2019
Washington,MO,9.9,14,2019
Wayne,MO,9.6,10,2019
Webster,MO,16.8,172,2019
Worth,MO,20,266,2019
Wright,MO,10.2,16,2019
Beaverhead,MT,35.4,465,2019
Big Horn,MT,18.1,211,2019
Blaine,MT,22.9,334,2019
Broadwater,MT,27.1,397,2019
Carbon,MT,30.4,429,2019
Carter,MT,20.2,271,2019
Cascade,MT,25.7,382,2019
Chouteau,MT,28.3,409,2019
Custer,MT,24.6,365,2019
Daniels,MT,24,355,2019
Dawson,MT,22.2,318,2019
Deer Lodge,MT,20.4,275,2019
Fallon,MT,19,239,2019
Fergus,MT,29.1,418,2019
Flathead,MT,31,435,2019
Gallatin,MT,50.1,503,2019
Garfield,MT,14.3,96,2019
Glacier,MT,21.4,300,2019
Golden Valley,MT,22.7,327,2019
Granite,MT,28.9,415,2019
Hill,MT,25.4,379,2019
Jefferson,MT,35,463,2019
Judith Basin,MT,26.6,392,2019
Lake,MT,29.6,422,2019
Lewis and Clark,MT,40.1,483,2019
Liberty,MT,15.2,123,2019
Lincoln,MT,19.6,257,2019
McCone,MT,17.2,185,2019
Madison,MT,31.2,436,2019
Meagher,MT,29.3,420,2019
Mineral,MT,16.1,151,2019
Missoula,MT,43,491,2019
Musselshell,MT,16.3,158,2019
Park,MT,31.5,439,2019
Petroleum,MT,32.6,448,2019
Phillips,MT,17.2,185,2019
Pondera,MT,24,355,2019
Powder River,MT,24.4,361,2019
Powell,MT,20.4,275,2019
Prairie,MT,22.2,318,2019
Ravalli,MT,27.8,403,2019
Richland,MT,18.9,236,2019
Roosevelt,MT,17.4,192,2019
Rosebud,MT,17.8,202,2019
Sanders,MT,17.9,204,2019
Sheridan,MT,23.9,353,2019
