county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Dallas,IA,88.63,251,2019
Davis,IA,93.15,468,2019
Decatur,IA,88.63,251,2019
Delaware,IA,87.23,176,2019
Des Moines,IA,93.15,468,2019
Dickinson,IA,88.32,237,2019
Dubuque,IA,87.23,176,2019
Emmet,IA,88.32,237,2019
Fayette,IA,87.23,176,2019
Floyd,IA,91.2,398,2019
Franklin,IA,91.2,398,2019
Fremont,IA,88.63,251,2019
Greene,IA,88.32,237,2019
Grundy,IA,87.23,176,2019
Guthrie,IA,88.32,237,2019
Hamilton,IA,88.32,237,2019
Hancock,IA,91.2,398,2019
Hardin,IA,91.2,398,2019
Harrison,IA,88.63,251,2019
Henry,IA,93.15,468,2019
Howard,IA,87.23,176,2019
Humboldt,IA,88.32,237,2019
Ida,IA,88.32,237,2019
Iowa,IA,93.15,468,2019
Jackson,IA,87.23,176,2019
Jasper,IA,93,462,2019
Jefferson,IA,93.15,468,2019
Johnson,IA,93.15,468,2019
Jones,IA,87.23,176,2019
Keokuk,IA,93.15,468,2019
Kossuth,IA,91.2,398,2019
Lee,IA,93.15,468,2019
Linn,IA,87.23,176,2019
Louisa,IA,93.15,468,2019
Lucas,IA,93.15,468,2019
Lyon,IA,88.32,237,2019
Madison,IA,88.63,251,2019
Mahaska,IA,93.15,468,2019
Marion,IA,93,462,2019
Marshall,IA,91.2,398,2019
Mills,IA,88.63,251,2019
Mitchell,IA,91.2,398,2019
Monona,IA,88.32,237,2019
Monroe,IA,93.15,468,2019
Montgomery,IA,88.63,251,2019
Muscatine,IA,93.15,468,2019
O'Brien,IA,88.32,237,2019
Osceola,IA,88.32,237,2019
Page,IA,88.63,251,2019
Palo Alto,IA,88.32,237,2019
Plymouth,IA,88.32,237,2019
Pocahontas,IA,88.32,237,2019
Polk,IA,93,462,2019
Pottawattamie,IA,88.63,251,2019
Poweshiek,IA,91.2,398,2019
Ringgold,IA,88.63,251,2019
Sac,IA,88.32,237,2019
Scott,IA,93.15,468,2019
Shelby,IA,88.32,237,2019
Sioux,IA,88.32,237,2019
Story,IA,91.2,398,2019
Tama,IA,91.2,398,2019
Taylor,IA,88.63,251,2019
Union,IA,88.63,251,2019
Van Buren,IA,93.15,468,2019
Wapello,IA,93.15,468,2019
Warren,IA,93,462,2019
Washington,IA,93.15,468,2019
Wayne,IA,93.15,468,2019
Webster,IA,88.32,237,2019
Winnebago,IA,91.2,398,2019
Winneshiek,IA,87.23,176,2019
Woodbury,IA,88.32,237,2019
Worth,IA,91.2,398,2019
Wright,IA,88.32,237,2019
Allen,KS,89.83,343,2019
Anderson,KS,89.83,343,2019
Atchison,KS,88.79,264,2019
Barber,KS,89.1,290,2019
Barton,KS,89.1,290,2019
Bourbon,KS,89.83,343,2019
Brown,KS,88.79,264,2019
Butler,KS,87.85,209,2019
Chase,KS,87.85,209,2019
Chautauqua,KS,87.85,209,2019
Cherokee,KS,89.83,343,2019
Cheyenne,KS,89.1,290,2019
Clark,KS,89.1,290,2019
Clay,KS,88.79,264,2019
Cloud,KS,88.79,264,2019
Coffey,KS,87.85,209,2019
Comanche,KS,89.1,290,2019
Cowley,KS,87.85,209,2019
Crawford,KS,89.83,343,2019
Decatur,KS,89.1,290,2019
Dickinson,KS,88.79,264,2019
Doniphan,KS,88.79,264,2019
Douglas,KS,90.05,352,2019
Edwards,KS,89.1,290,2019
Elk,KS,87.85,209,2019
Ellis,KS,89.1,290,2019
Ellsworth,KS,88.79,264,2019
Finney,KS,89.1,290,2019
Ford,KS,89.1,290,2019
Franklin,KS,90.05,352,2019
Geary,KS,88.79,264,2019
Gove,KS,89.1,290,2019
Graham,KS,89.1,290,2019
Grant,KS,89.1,290,2019
Gray,KS,89.1,290,2019
Greeley,KS,89.1,290,2019
Greenwood,KS,87.85,209,2019
Hamilton,KS,89.1,290,2019
Harper,KS,87.85,209,2019
Harvey,KS,87.85,209,2019
Haskell,KS,89.1,290,2019
Hodgeman,KS,89.1,290,2019
Jackson,KS,88.79,264,2019
Jefferson,KS,88.79,264,2019
Jewell,KS,88.79,264,2019
Johnson,KS,90.05,352,2019
Kearny,KS,89.1,290,2019
Kingman,KS,87.85,209,2019
Kiowa,KS,89.1,290,2019
Labette,KS,89.83,343,2019
Lane,KS,89.1,290,2019
Leavenworth,KS,90.05,352,2019
Lincoln,KS,88.79,264,2019
Linn,KS,89.83,343,2019
Logan,KS,89.1,290,2019
Lyon,KS,87.85,209,2019
McPherson,KS,87.85,209,2019
Marion,KS,87.85,209,2019
Marshall,KS,88.79,264,2019
Meade,KS,89.1,290,2019
Miami,KS,90.05,352,2019
Mitchell,KS,88.79,264,2019
Montgomery,KS,89.83,343,2019
Morris,KS,87.85,209,2019
Morton,KS,89.1,290,2019
Nemaha,KS,88.79,264,2019
Neosho,KS,89.83,343,2019
Ness,KS,89.1,290,2019
Norton,KS,89.1,290,2019
Osage,KS,88.79,264,2019
Osborne,KS,89.1,290,2019
Ottawa,KS,88.79,264,2019
Pawnee,KS,89.1,290,2019
Phillips,KS,89.1,290,2019
Pottawatomie,KS,88.79,264,2019
Pratt,KS,89.1,290,2019
Rawlins,KS,89.1,290,2019
Reno,KS,87.85,209,2019
Republic,KS,88.79,264,2019
Rice,KS,87.85,209,2019
Riley,KS,88.79,264,2019
Rooks,KS,89.1,290,2019
Rush,KS,89.1,290,2019
Russell,KS,89.1,290,2019
Saline,KS,88.79,264,2019
Scott,KS,89.1,290,2019
Sedgwick,KS,84.88,73,2019
Seward,KS,89.1,290,2019
Shawnee,KS,88.79,264,2019
Sheridan,KS,89.1,290,2019
Sherman,KS,89.1,290,2019
Smith,KS,89.1,290,2019
Stafford,KS,89.1,290,2019
Stanton,KS,89.1,290,2019
Stevens,KS,89.1,290,2019
Sumner,KS,87.85,209,2019
Thomas,KS,89.1,290,2019
Trego,KS,89.1,290,2019
Wabaunsee,KS,88.79,264,2019
Wallace,KS,89.1,290,2019
Washington,KS,88.79,264,2019
Wichita,KS,89.1,290,2019
Wilson,KS,89.83,343,2019
Woodson,KS,89.83,343,2019
Wyandotte,KS,90.05,352,2019
Adair,KY,93.25,473,2019
Allen,KY,93.25,473,2019
Anderson,KY,88.89,273,2019
Ballard,KY,88.93,277,2019
Barren,KY,93.25,473,2019
Bath,KY,93.73,489,2019
Bell,KY,93.25,473,2019
Boone,KY,88.89,273,2019
Bourbon,KY,88.89,273,2019
Boyd,KY,93.73,489,2019
Boyle,KY,88.89,273,2019
Bracken,KY,88.89,273,2019
Breathitt,KY,93.73,489,2019
Breckinridge,KY,89.32,312,2019
Bullitt,KY,83.7,42,2019
Butler,KY,93.25,473,2019
Caldwell,KY,88.93,277,2019
Calloway,KY,88.93,277,2019
Campbell,KY,88.89,273,2019
Carlisle,KY,88.93,277,2019
Carroll,KY,88.89,273,2019
Carter,KY,93.73,489,2019
Casey,KY,93.25,473,2019
Christian,KY,88.93,277,2019
Clark,KY,88.89,273,2019
Clay,KY,93.25,473,2019
Clinton,KY,93.25,473,2019
Crittenden,KY,88.93,277,2019
Cumberland,KY,93.25,473,2019
Daviess,KY,89.32,312,2019
Edmonson,KY,93.25,473,2019
Elliott,KY,93.73,489,2019
Estill,KY,88.89,273,2019
Fayette,KY,88.89,273,2019
Fleming,KY,88.89,273,2019
Floyd,KY,93.73,489,2019
Franklin,KY,88.89,273,2019
Fulton,KY,88.93,277,2019
Gallatin,KY,88.89,273,2019
Garrard,KY,88.89,273,2019
Grant,KY,88.89,273,2019
Graves,KY,88.93,277,2019
Grayson,KY,89.32,312,2019
Green,KY,93.25,473,2019
Greenup,KY,93.73,489,2019
Hancock,KY,89.32,312,2019
Hardin,KY,89.32,312,2019
Harlan,KY,93.25,473,2019
Harrison,KY,88.89,273,2019
Hart,KY,93.25,473,2019
Henderson,KY,89.32,312,2019
Henry,KY,83.7,42,2019
Hickman,KY,88.93,277,2019
Hopkins,KY,88.93,277,2019
Jackson,KY,93.25,473,2019
Jefferson,KY,83.7,42,2019
Jessamine,KY,88.89,273,2019
Johnson,KY,93.73,489,2019
Kenton,KY,88.89,273,2019
Knott,KY,93.73,489,2019
Knox,KY,93.25,473,2019
Larue,KY,89.32,312,2019
Laurel,KY,93.25,473,2019
Lawrence,KY,93.73,489,2019
Lee,KY,93.73,489,2019
Leslie,KY,93.73,489,2019
Letcher,KY,93.73,489,2019
Lewis,KY,88.89,273,2019
Lincoln,KY,88.89,273,2019
Livingston,KY,88.93,277,2019
Logan,KY,93.25,473,2019
Lyon,KY,88.93,277,2019
McCracken,KY,88.93,277,2019
McCreary,KY,93.25,473,2019
McLean,KY,89.32,312,2019
Madison,KY,88.89,273,2019
Magoffin,KY,93.73,489,2019
Marion,KY,89.32,312,2019
Marshall,KY,88.93,277,2019
Martin,KY,93.73,489,2019
Mason,KY,88.89,273,2019
Meade,KY,89.32,312,2019
Menifee,KY,93.73,489,2019
Mercer,KY,88.89,273,2019
Metcalfe,KY,93.25,473,2019
Monroe,KY,93.25,473,2019
Montgomery,KY,93.73,489,2019
Morgan,KY,93.73,489,2019
Muhlenberg,KY,88.93,277,2019
Nelson,KY,89.32,312,2019
Nicholas,KY,88.89,273,2019
Ohio,KY,89.32,312,2019
Oldham,KY,83.7,42,2019
Owen,KY,88.89,273,2019
Owsley,KY,93.73,489,2019
Pendleton,KY,88.89,273,2019
Perry,KY,93.73,489,2019
Pike,KY,93.73,489,2019
Powell,KY,88.89,273,2019
Pulaski,KY,93.25,473,2019
Robertson,KY,88.89,273,2019
Rockcastle,KY,93.25,473,2019
Rowan,KY,93.73,489,2019
Russell,KY,93.25,473,2019
Scott,KY,88.89,273,2019
Shelby,KY,83.7,42,2019
Simpson,KY,93.25,473,2019
Spencer,KY,83.7,42,2019
Taylor,KY,93.25,473,2019
Todd,KY,88.93,277,2019
Trigg,KY,88.93,277,2019
Trimble,KY,83.7,42,2019
Union,KY,89.32,312,2019
Warren,KY,93.25,473,2019
Washington,KY,89.32,312,2019
Wayne,KY,93.25,473,2019
Webster,KY,89.32,312,2019
Whitley,KY,93.25,473,2019
Wolfe,KY,93.73,489,2019
Woodford,KY,88.89,273,2019
Acadia,LA,88.32,237,2019
Allen,LA,88.32,237,2019
Ascension,LA,83.87,46,2019
Assumption,LA,90.33,358,2019
Avoyelles,LA,88.32,237,2019
Beauregard,LA,88.32,237,2019
Bienville,LA,91.7,420,2019
Bossier,LA,91.7,420,2019
Caddo,LA,91.7,420,2019
Calcasieu,LA,88.32,237,2019
Caldwell,LA,91.7,420,2019
Cameron,LA,88.32,237,2019
Catahoula,LA,88.32,237,2019
Claiborne,LA,91.7,420,2019
Concordia,LA,88.32,237,2019
De Soto,LA,91.7,420,2019
East Baton Rouge,LA,83.87,46,2019
East Carroll,LA,91.7,420,2019
East Feliciana,LA,83.87,46,2019
Evangeline,LA,88.32,237,2019
Franklin,LA,91.7,420,2019
Grant,LA,88.32,237,2019
Iberia,LA,88.32,237,2019
Iberville,LA,83.87,46,2019
Jackson,LA,91.7,420,2019
Jefferson,LA,88.93,277,2019
Jefferson Davis,LA,88.32,237,2019
Lafayette,LA,88.32,237,2019
Lafourche,LA,90.33,358,2019
LaSalle,LA,88.32,237,2019
Lincoln,LA,91.7,420,2019
Livingston,LA,83.87,46,2019
Madison,LA,91.7,420,2019
Morehouse,LA,91.7,420,2019
Natchitoches,LA,91.7,420,2019
Orleans,LA,91.64,416,2019
Ouachita,LA,91.7,420,2019
Plaquemines,LA,91.64,416,2019
Pointe Coupee,LA,83.87,46,2019
Rapides,LA,88.32,237,2019
Red River,LA,91.7,420,2019
Richland,LA,91.7,420,2019
Sabine,LA,91.7,420,2019
St. Bernard,LA,91.64,416,2019
St. Charles,LA,90.33,358,2019
St. Helena,LA,83.87,46,2019
St. James,LA,90.33,358,2019
St. John the Baptist,LA,90.33,358,2019
St. Landry,LA,88.32,237,2019
St. Martin,LA,88.32,237,2019
St. Mary,LA,90.33,358,2019
St. Tammany,LA,83.87,46,2019
Tangipahoa,LA,83.87,46,2019
Tensas,LA,91.7,420,2019
Terrebonne,LA,90.33,358,2019
Union,LA,91.7,420,2019
Vermilion,LA,88.32,237,2019
Vernon,LA,88.32,237,2019
Washington,LA,83.87,46,2019
Webster,LA,91.7,420,2019
West Baton Rouge,LA,83.87,46,2019
West Carroll,LA,91.7,420,2019
West Feliciana,LA,83.87,46,2019
Winn,LA,88.32,237,2019
Androscoggin,ME,85.95,105,2019
Aroostook,ME,85.13,79,2019
Cumberland,ME,87.2,172,2019
Franklin,ME,85.95,105,2019
Hancock,ME,81.51,18,2019
Kennebec,ME,83.4,38,2019
Knox,ME,85.51,90,2019
Lincoln,ME,85.51,90,2019
Oxford,ME,85.95,105,2019
Penobscot,ME,85.53,90,2019
Piscataquis,ME,85.53,90,2019
Sagadahoc,ME,85.51,90,2019
Somerset,ME,83.4,38,2019
Waldo,ME,85.51,90,2019
Washington,ME,81.51,18,2019
York,ME,85.71,91,2019
Allegany,MD,87.32,179,2019
Anne Arundel,MD,85.39,85,2019
Baltimore,MD,86.83,160,2019
Calvert,MD,86.59,146,2019
Caroline,MD,81.04,15,2019
Carroll,MD,85.2,81,2019
Cecil,MD,81.04,15,2019
Charles,MD,86.59,146,2019
Dorchester,MD,86.59,146,2019
Frederick,MD,87.32,179,2019
Garrett,MD,87.32,179,2019
Harford,MD,81.04,15,2019
Howard,MD,85.2,81,2019
Kent,MD,81.04,15,2019
Montgomery,MD,87.97,213,2019
Prince George's,MD,92.9,458,2019
Queen Anne's,MD,81.04,15,2019
St. Mary's,MD,86.59,146,2019
Somerset,MD,86.59,146,2019
Talbot,MD,81.04,15,2019
Washington,MD,87.32,179,2019
Wicomico,MD,86.59,146,2019
Worcester,MD,86.59,146,2019
Baltimore City,MD,92.7,458,2019
Barnstable,MA,89.51,322,2019
Berkshire,MA,89.51,322,2019
Bristol,MA,89.51,322,2019
Dukes,MA,89.51,322,2019
Essex,MA,89.51,322,2019
Franklin,MA,89.51,322,2019
Hampden,MA,89.51,322,2019
Hampshire,MA,89.51,322,2019
Middlesex,MA,89.51,322,2019
Nantucket,MA,89.51,322,2019
Norfolk,MA,89.51,322,2019
Plymouth,MA,89.51,322,2019
Suffolk,MA,89.51,322,2019
Worcester,MA,89.51,322,2019
Alcona,MI,85.99,108,2019
Alger,MI,85.45,89,2019
Allegan,MI,88.93,277,2019
Alpena,MI,85.99,108,2019
Antrim,MI,85.99,108,2019
Arenac,MI,86.67,151,2019
Baraga,MI,85.45,89,2019
Barry,MI,87.88,212,2019
Bay,MI,86.67,151,2019
Benzie,MI,85.99,108,2019
Berrien,MI,87.88,212,2019
Branch,MI,87.88,212,2019
Calhoun,MI,87.88,212,2019
Cass,MI,87.88,212,2019
Charlevoix,MI,85.99,108,2019
Cheboygan,MI,85.99,108,2019
Chippewa,MI,85.45,89,2019
Clare,MI,86.67,151,2019
Clinton,MI,86.67,151,2019
Crawford,MI,85.99,108,2019
Delta,MI,85.45,89,2019
Dickinson,MI,85.45,89,2019
Eaton,MI,86.67,151,2019
Emmet,MI,85.99,108,2019
Genesee,MI,86.25,122,2019
Gladwin,MI,86.67,151,2019
Gogebic,MI,85.45,89,2019
Grand Traverse,MI,85.99,108,2019
Gratiot,MI,86.67,151,2019
Hillsdale,MI,86.67,151,2019
Houghton,MI,85.45,89,2019
Huron,MI,86.67,151,2019
Ingham,MI,86.67,151,2019
Ionia,MI,86.67,151,2019
Iosco,MI,85.99,108,2019
Iron,MI,85.45,89,2019
Isabella,MI,86.67,151,2019
Jackson,MI,86.67,151,2019
Kalamazoo,MI,87.88,212,2019
Kalkaska,MI,85.99,108,2019
Kent,MI,88.93,277,2019
Keweenaw,MI,85.45,89,2019
Lake,MI,88.93,277,2019
Lapeer,MI,86.25,122,2019
Leelanau,MI,85.99,108,2019
Lenawee,MI,84.89,73,2019
Livingston,MI,84.89,73,2019
Luce,MI,85.45,89,2019
Mackinac,MI,85.45,89,2019
Macomb,MI,87.6,190,2019
Manistee,MI,85.99,108,2019
Marquette,MI,85.45,89,2019
Mason,MI,88.93,277,2019
Mecosta,MI,86.67,151,2019
Menominee,MI,85.45,89,2019
Midland,MI,86.67,151,2019
Missaukee,MI,85.99,108,2019
Monroe,MI,84.89,73,2019
Montcalm,MI,86.67,151,2019
Montmorency,MI,85.99,108,2019
Muskegon,MI,88.93,277,2019
Newaygo,MI,86.67,151,2019
Oakland,MI,89.55,327,2019
Oceana,MI,88.93,277,2019
Ogemaw,MI,85.99,108,2019
Ontonagon,MI,85.45,89,2019
Osceola,MI,86.67,151,2019
Oscoda,MI,85.99,108,2019
Otsego,MI,85.99,108,2019
Ottawa,MI,88.93,277,2019
Presque Isle,MI,85.99,108,2019
Roscommon,MI,85.99,108,2019
Saginaw,MI,86.67,151,2019
St. Clair,MI,86.25,122,2019
St. Joseph,MI,87.88,212,2019
Sanilac,MI,86.25,122,2019
Schoolcraft,MI,85.45,89,2019
Shiawassee,MI,86.67,151,2019
Tuscola,MI,86.67,151,2019
Van Buren,MI,87.88,212,2019
Washtenaw,MI,84.89,73,2019
Wayne,MI,85.71,91,2019
Wexford,MI,85.99,108,2019
Aitkin,MN,81.85,21,2019
Anoka,MN,86.26,126,2019
Becker,MN,81.85,21,2019
Beltrami,MN,81.85,21,2019
Benton,MN,83.9,50,2019
Big Stone,MN,87.16,172,2019
Blue Earth,MN,87.16,172,2019
Brown,MN,87.16,172,2019
Carlton,MN,81.85,21,2019
Carver,MN,86.26,126,2019
Cass,MN,83.9,50,2019
Chippewa,MN,87.16,172,2019
Chisago,MN,83.9,50,2019
Clay,MN,83.9,50,2019
Clearwater,MN,81.85,21,2019
Cook,MN,81.85,21,2019
Cottonwood,MN,87.16,172,2019
Crow Wing,MN,83.9,50,2019
Dakota,MN,86.26,126,2019
Dodge,MN,87.16,172,2019
Douglas,MN,83.9,50,2019
Faribault,MN,87.16,172,2019
Fillmore,MN,87.16,172,2019
Freeborn,MN,87.16,172,2019
Goodhue,MN,87.16,172,2019
Grant,MN,83.9,50,2019
Hennepin,MN,87.15,166,2019
Houston,MN,87.16,172,2019
Hubbard,MN,81.85,21,2019
Isanti,MN,83.9,50,2019
Itasca,MN,81.85,21,2019
Jackson,MN,87.16,172,2019
Kanabec,MN,83.9,50,2019
Kandiyohi,MN,87.16,172,2019
Kittson,MN,81.85,21,2019
Koochiching,MN,81.85,21,2019
Lac qui Parle,MN,87.16,172,2019
Lake,MN,81.85,21,2019
Lake of the Woods,MN,81.85,21,2019
Le Sueur,MN,87.16,172,2019
Lincoln,MN,87.16,172,2019
Lyon,MN,87.16,172,2019
McLeod,MN,87.16,172,2019
Mahnomen,MN,81.85,21,2019
Marshall,MN,81.85,21,2019
Martin,MN,87.16,172,2019
Meeker,MN,87.16,172,2019
Mille Lacs,MN,83.9,50,2019
Morrison,MN,83.9,50,2019
Mower,MN,87.16,172,2019
Murray,MN,87.16,172,2019
Nicollet,MN,87.16,172,2019
Nobles,MN,87.16,172,2019
Norman,MN,81.85,21,2019
Olmsted,MN,87.16,172,2019
Otter Tail,MN,83.9,50,2019
Pennington,MN,81.85,21,2019
Pine,MN,83.9,50,2019
Pipestone,MN,87.16,172,2019
Polk,MN,81.85,21,2019
Pope,MN,83.9,50,2019
Ramsey,MN,83.16,37,2019
Red Lake,MN,81.85,21,2019
Redwood,MN,87.16,172,2019
Renville,MN,87.16,172,2019
Rice,MN,87.16,172,2019
Rock,MN,87.16,172,2019
Roseau,MN,81.85,21,2019
St. Louis,MN,81.85,21,2019
Scott,MN,86.26,126,2019
Sherburne,MN,83.9,50,2019
Sibley,MN,87.16,172,2019
Stearns,MN,83.9,50,2019
Steele,MN,87.16,172,2019
Stevens,MN,83.9,50,2019
Swift,MN,87.16,172,2019
Todd,MN,83.9,50,2019
Traverse,MN,83.9,50,2019
Wabasha,MN,87.16,172,2019
Wadena,MN,83.9,50,2019
Waseca,MN,87.16,172,2019
Washington,MN,86.26,126,2019
Watonwan,MN,87.16,172,2019
Wilkin,MN,83.9,50,2019
Winona,MN,87.16,172,2019
Wright,MN,83.9,50,2019
Yellow Medicine,MN,87.16,172,2019
Adams,MS,96.28,508,2019
Alcorn,MS,92.13,434,2019
Amite,MS,96.28,508,2019
Attala,MS,97.69,511,2019
Benton,MS,92.13,434,2019
Bolivar,MS,97.69,511,2019
Calhoun,MS,92.13,434,2019
Carroll,MS,97.69,511,2019
Chickasaw,MS,92.13,434,2019
Choctaw,MS,94.68,494,2019
Claiborne,MS,96.28,508,2019
Clarke,MS,94.68,494,2019
Clay,MS,94.68,494,2019
Coahoma,MS,97.69,511,2019
Copiah,MS,90.69,378,2019
Covington,MS,91.37,411,2019
DeSoto,MS,92.13,434,2019
Forrest,MS,91.37,411,2019
Franklin,MS,96.28,508,2019
George,MS,90.61,369,2019
Greene,MS,91.37,411,2019
Grenada,MS,97.69,511,2019
Hancock,MS,90.61,369,2019
Harrison,MS,90.61,369,2019
Hinds,MS,90.69,378,2019
Holmes,MS,97.69,511,2019
Humphreys,MS,97.69,511,2019
Issaquena,MS,97.69,511,2019
Itawamba,MS,92.13,434,2019
Jackson,MS,90.61,369,2019
Jasper,MS,94.68,494,2019
Jefferson,MS,96.28,508,2019
Jefferson Davis,MS,91.37,411,2019
Jones,MS,91.37,411,2019
Kemper,MS,94.68,494,2019
Lafayette,MS,92.13,434,2019
Lamar,MS,91.37,411,2019
Lauderdale,MS,94.68,494,2019
Lawrence,MS,96.28,508,2019
Leake,MS,94.68,494,2019
Lee,MS,92.13,434,2019
Leflore,MS,97.69,511,2019
Lincoln,MS,96.28,508,2019
Lowndes,MS,94.68,494,2019
Madison,MS,90.69,378,2019
Marion,MS,91.37,411,2019
Marshall,MS,92.13,434,2019
Monroe,MS,92.13,434,2019
Montgomery,MS,97.69,511,2019
Neshoba,MS,94.68,494,2019
Newton,MS,94.68,494,2019
Noxubee,MS,94.68,494,2019
Oktibbeha,MS,94.68,494,2019
Panola,MS,92.13,434,2019
Pearl River,MS,90.61,369,2019
Perry,MS,91.37,411,2019
Pike,MS,96.28,508,2019
Pontotoc,MS,92.13,434,2019
Prentiss,MS,92.13,434,2019
Quitman,MS,97.69,511,2019
Rankin,MS,90.69,378,2019
Scott,MS,94.68,494,2019
Sharkey,MS,97.69,511,2019
Simpson,MS,90.69,378,2019
Smith,MS,94.68,494,2019
Stone,MS,90.61,369,2019
Sunflower,MS,97.69,511,2019
Tallahatchie,MS,97.69,511,2019
Tate,MS,92.13,434,2019
Tippah,MS,92.13,434,2019
Tishomingo,MS,92.13,434,2019
Tunica,MS,97.69,511,2019
Union,MS,92.13,434,2019
Walthall,MS,96.28,508,2019
Warren,MS,97.69,511,2019
Washington,MS,97.69,511,2019
Wayne,MS,91.37,411,2019
Webster,MS,94.68,494,2019
Wilkinson,MS,96.28,508,2019
Winston,MS,94.68,494,2019
Yalobusha,MS,92.13,434,2019
Yazoo,MS,97.69,511,2019
Adair,MO,85.77,97,2019
Andrew,MO,82.63,25,2019
Atchison,MO,82.63,25,2019
Audrain,MO,85.77,97,2019
Barry,MO,85.84,102,2019
Barton,MO,85.84,102,2019
Bates,MO,85.84,102,2019
Benton,MO,85.84,102,2019
Bollinger,MO,87.82,205,2019
Boone,MO,85.77,97,2019
Buchanan,MO,82.63,25,2019
Butler,MO,87.82,205,2019
Caldwell,MO,82.63,25,2019
Callaway,MO,85.77,97,2019
Camden,MO,85.77,97,2019
Cape Girardeau,MO,87.82,205,2019
Carroll,MO,85.77,97,2019
Carter,MO,87.82,205,2019
Cass,MO,82.63,25,2019
Cedar,MO,85.84,102,2019
Chariton,MO,85.77,97,2019
Christian,MO,85.84,102,2019
Clark,MO,85.77,97,2019
Clay,MO,82.63,25,2019
Clinton,MO,82.63,25,2019
Cole,MO,85.77,97,2019
Cooper,MO,85.77,97,2019
Crawford,MO,87.82,205,2019
Dade,MO,85.84,102,2019
Dallas,MO,85.84,102,2019
Daviess,MO,82.63,25,2019
DeKalb,MO,82.63,25,2019
Dent,MO,87.82,205,2019
Douglas,MO,87.82,205,2019
Dunklin,MO,87.82,205,2019
Franklin,MO,84,56,2019
Gasconade,MO,87.82,205,2019
Gentry,MO,82.63,25,2019
Greene,MO,85.84,102,2019
Grundy,MO,82.63,25,2019
Harrison,MO,82.63,25,2019
Henry,MO,85.84,102,2019
Hickory,MO,85.84,102,2019
Holt,MO,82.63,25,2019
Howard,MO,85.77,97,2019
Howell,MO,87.82,205,2019
Iron,MO,87.82,205,2019
Jackson,MO,86.42,133,2019
Jasper,MO,85.84,102,2019
Jefferson,MO,84,56,2019
Johnson,MO,82.63,25,2019
Knox,MO,85.77,97,2019
Laclede,MO,85.77,97,2019
Lafayette,MO,82.63,25,2019
Lawrence,MO,85.84,102,2019
Lewis,MO,85.77,97,2019
Lincoln,MO,84,56,2019
Linn,MO,82.63,25,2019
Livingston,MO,82.63,25,2019
McDonald,MO,85.84,102,2019
Macon,MO,85.77,97,2019
Madison,MO,87.82,205,2019
Maries,MO,87.82,205,2019
Marion,MO,85.77,97,2019
Mercer,MO,82.63,25,2019
Miller,MO,85.77,97,2019
Mississippi,MO,87.82,205,2019
Moniteau,MO,85.77,97,2019
Monroe,MO,85.77,97,2019
Montgomery,MO,85.77,97,2019
Morgan,MO,85.77,97,2019
New Madrid,MO,87.82,205,2019
Newton,MO,85.84,102,2019
Nodaway,MO,82.63,25,2019
Oregon,MO,87.82,205,2019
Osage,MO,85.77,97,2019
Ozark,MO,87.82,205,2019
Pemiscot,MO,87.82,205,2019
Perry,MO,87.82,205,2019
Pettis,MO,85.77,97,2019
Phelps,MO,87.82,205,2019
Pike,MO,85.77,97,2019
Platte,MO,82.63,25,2019
Polk,MO,85.84,102,2019
Pulaski,MO,85.77,97,2019
Putnam,MO,82.63,25,2019
Ralls,MO,85.77,97,2019
Randolph,MO,85.77,97,2019
Ray,MO,82.63,25,2019
Reynolds,MO,87.82,205,2019
Ripley,MO,87.82,205,2019
St. Charles,MO,84,56,2019
St. Clair,MO,85.84,102,2019
Ste. Genevieve,MO,87.82,205,2019
St. Francois,MO,87.82,205,2019
St. Louis,MO,89.31,310,2019
Saline,MO,85.77,97,2019
Schuyler,MO,85.77,97,2019
Scotland,MO,85.77,97,2019
Scott,MO,87.82,205,2019
Shannon,MO,87.82,205,2019
Shelby,MO,85.77,97,2019
Stoddard,MO,87.82,205,2019
Stone,MO,85.84,102,2019
Sullivan,MO,82.63,25,2019
Taney,MO,85.84,102,2019
Texas,MO,87.82,205,2019
Vernon,MO,85.84,102,2019
Warren,MO,84,56,2019
Washington,MO,87.82,205,2019
Wayne,MO,87.82,205,2019
Webster,MO,85.84,102,2019
Worth,MO,82.63,25,2019
Wright,MO,87.82,205,2019
Beaverhead,MT,90.8,383,2019
Big Horn,MT,89.52,323,2019
Blaine,MT,93.33,485,2019
Broadwater,MT,90.8,383,2019
Carbon,MT,89.52,323,2019
Carter,MT,86.4,130,2019
Cascade,MT,93.33,485,2019
Chouteau,MT,93.33,485,2019
Custer,MT,86.4,130,2019
Daniels,MT,86.4,130,2019
Dawson,MT,86.4,130,2019
Deer Lodge,MT,90.8,383,2019
Fallon,MT,86.4,130,2019
Fergus,MT,89.52,323,2019
Flathead,MT,89.83,343,2019
Gallatin,MT,90.8,383,2019
Garfield,MT,86.4,130,2019
Glacier,MT,93.33,485,2019
Golden Valley,MT,89.52,323,2019
Granite,MT,90.8,383,2019
Hill,MT,93.33,485,2019
Jefferson,MT,90.8,383,2019
Judith Basin,MT,89.52,323,2019
Lake,MT,89.83,343,2019
Lewis and Clark,MT,90.8,383,2019
Liberty,MT,93.33,485,2019
Lincoln,MT,89.83,343,2019
McCone,MT,86.4,130,2019
Madison,MT,90.8,383,2019
