county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Plymouth,IA,67297,451,2019
Pocahontas,IA,52448,276,2019
Polk,IA,67637,452,2019
Pottawattamie,IA,60065,388,2019
Poweshiek,IA,53852,303,2019
Ringgold,IA,55271,328,2019
Sac,IA,58232,368,2019
Scott,IA,61183,403,2019
Shelby,IA,58000,365,2019
Sioux,IA,69844,460,2019
Story,IA,56756,347,2019
Tama,IA,56037,339,2019
Taylor,IA,50431,238,2019
Union,IA,49900,227,2019
Van Buren,IA,48591,205,2019
Wapello,IA,46246,167,2019
Warren,IA,77048,480,2019
Washington,IA,62556,413,2019
Wayne,IA,44768,146,2019
Webster,IA,47466,187,2019
Winnebago,IA,49870,226,2019
Winneshiek,IA,65263,439,2019
Woodbury,IA,59224,380,2019
Worth,IA,57130,352,2019
Wright,IA,53333,294,2019
Allen,KS,45333,153,2019
Anderson,KS,50213,233,2019
Atchison,KS,50439,238,2019
Barber,KS,50174,232,2019
Barton,KS,49723,224,2019
Bourbon,KS,43917,133,2019
Brown,KS,48333,201,2019
Butler,KS,64782,436,2019
Chase,KS,45353,153,2019
Chautauqua,KS,40298,84,2019
Cherokee,KS,43175,121,2019
Cheyenne,KS,47639,190,2019
Clark,KS,53348,294,2019
Clay,KS,53929,305,2019
Cloud,KS,45373,154,2019
Coffey,KS,59583,384,2019
Comanche,KS,54821,321,2019
Cowley,KS,50102,231,2019
Crawford,KS,41004,93,2019
Decatur,KS,48125,199,2019
Dickinson,KS,49991,229,2019
Doniphan,KS,49703,224,2019
Douglas,KS,59435,383,2019
Edwards,KS,50902,248,2019
Elk,KS,38750,68,2019
Ellis,KS,52883,284,2019
Ellsworth,KS,54902,322,2019
Finney,KS,60798,398,2019
Ford,KS,51711,261,2019
Franklin,KS,56582,345,2019
Geary,KS,53133,290,2019
Gove,KS,48317,201,2019
Graham,KS,46375,168,2019
Grant,KS,53413,296,2019
Gray,KS,64930,437,2019
Greeley,KS,54112,308,2019
Greenwood,KS,41982,105,2019
Hamilton,KS,46944,178,2019
Harper,KS,49865,226,2019
Harvey,KS,57982,365,2019
Haskell,KS,55064,325,2019
Hodgeman,KS,61211,403,2019
Jackson,KS,57914,364,2019
Jefferson,KS,64864,437,2019
Jewell,KS,40676,88,2019
Johnson,KS,89087,499,2019
Kearny,KS,52599,278,2019
Kingman,KS,60469,394,2019
Kiowa,KS,53274,293,2019
Labette,KS,47643,191,2019
Lane,KS,52125,268,2019
Leavenworth,KS,73013,470,2019
Lincoln,KS,45076,150,2019
Linn,KS,48778,208,2019
Logan,KS,51740,261,2019
Lyon,KS,46338,168,2019
McPherson,KS,59089,378,2019
Marion,KS,52123,268,2019
Marshall,KS,51895,264,2019
Meade,KS,59316,380,2019
Miami,KS,71995,468,2019
Mitchell,KS,46203,166,2019
Montgomery,KS,45157,152,2019
Morris,KS,55658,334,2019
Morton,KS,47750,193,2019
Nemaha,KS,63216,420,2019
Neosho,KS,46291,168,2019
Ness,KS,56492,343,2019
Norton,KS,49038,211,2019
Osage,KS,54090,308,2019
Osborne,KS,51286,253,2019
Ottawa,KS,54784,320,2019
Pawnee,KS,49917,228,2019
Phillips,KS,50093,230,2019
Pottawatomie,KS,66835,447,2019
Pratt,KS,52327,273,2019
Rawlins,KS,53207,291,2019
Reno,KS,49936,228,2019
Republic,KS,47976,196,2019
Rice,KS,53012,287,2019
Riley,KS,51208,251,2019
Rooks,KS,49415,218,2019
Rush,KS,47981,196,2019
Russell,KS,44792,147,2019
Saline,KS,52200,270,2019
Scott,KS,65417,440,2019
Sedgwick,KS,56524,344,2019
Seward,KS,49291,215,2019
Shawnee,KS,56762,347,2019
Sheridan,KS,62885,416,2019
Sherman,KS,54754,319,2019
Smith,KS,43429,126,2019
Stafford,KS,49375,217,2019
Stanton,KS,52054,266,2019
Stevens,KS,57806,362,2019
Sumner,KS,55000,324,2019
Thomas,KS,60124,389,2019
Trego,KS,57966,364,2019
Wabaunsee,KS,61178,403,2019
Wallace,KS,63269,420,2019
Washington,KS,50588,243,2019
Wichita,KS,57978,365,2019
Wilson,KS,48341,202,2019
Woodson,KS,39643,76,2019
Wyandotte,KS,46881,177,2019
Adair,KY,38021,61,2019
Allen,KY,44036,135,2019
Anderson,KY,55334,329,2019
Ballard,KY,45048,150,2019
Barren,KY,41459,97,2019
Bath,KY,44898,148,2019
Bell,KY,26272,13,2019
Boone,KY,78327,482,2019
Bourbon,KY,49637,222,2019
Boyd,KY,48308,201,2019
Boyle,KY,46382,168,2019
Bracken,KY,49158,213,2019
Breathitt,KY,27344,15,2019
Breckinridge,KY,47190,181,2019
Bullitt,KY,63348,421,2019
Butler,KY,41763,102,2019
Caldwell,KY,44775,146,2019
Calloway,KY,42273,110,2019
Campbell,KY,63050,418,2019
Carlisle,KY,45109,150,2019
Carroll,KY,43524,128,2019
Carter,KY,34736,36,2019
Casey,KY,34819,37,2019
Christian,KY,43919,134,2019
Clark,KY,54953,323,2019
Clay,KY,26840,14,2019
Clinton,KY,32184,27,2019
Crittenden,KY,45244,153,2019
Cumberland,KY,35344,40,2019
Daviess,KY,51673,260,2019
Edmonson,KY,43401,126,2019
Elliott,KY,32306,27,2019
Estill,KY,31688,24,2019
Fayette,KY,57291,356,2019
Fleming,KY,44612,143,2019
Floyd,KY,32730,29,2019
Franklin,KY,56274,341,2019
Fulton,KY,30114,20,2019
Gallatin,KY,52167,269,2019
Garrard,KY,52631,279,2019
Grant,KY,48714,207,2019
Graves,KY,44043,135,2019
Grayson,KY,38612,67,2019
Green,KY,35899,43,2019
Greenup,KY,51655,259,2019
Hancock,KY,57217,355,2019
Hardin,KY,54367,313,2019
Harlan,KY,26478,13,2019
Harrison,KY,48438,203,2019
Hart,KY,38396,65,2019
Henderson,KY,48926,210,2019
Henry,KY,53926,305,2019
Hickman,KY,42929,119,2019
Hopkins,KY,47170,181,2019
Jackson,KY,32138,26,2019
Jefferson,KY,56586,345,2019
Jessamine,KY,58245,369,2019
Johnson,KY,37055,50,2019
Kenton,KY,64339,431,2019
Knott,KY,31198,23,2019
Knox,KY,30181,20,2019
Larue,KY,47643,191,2019
Laurel,KY,41526,99,2019
Lawrence,KY,32798,29,2019
Lee,KY,25275,13,2019
Leslie,KY,31627,24,2019
Letcher,KY,29886,19,2019
Lewis,KY,31147,23,2019
Lincoln,KY,42919,119,2019
Livingston,KY,50839,247,2019
Logan,KY,48014,197,2019
Lyon,KY,52528,277,2019
McCracken,KY,46080,164,2019
McCreary,KY,28105,16,2019
McLean,KY,51861,263,2019
Madison,KY,50060,230,2019
Magoffin,KY,28147,16,2019
Marion,KY,40107,82,2019
Marshall,KY,55113,326,2019
Martin,KY,41013,93,2019
Mason,KY,45377,154,2019
Meade,KY,56603,345,2019
Menifee,KY,39325,73,2019
Mercer,KY,55093,325,2019
Metcalfe,KY,37386,54,2019
Monroe,KY,34879,37,2019
Montgomery,KY,45516,156,2019
Morgan,KY,36134,45,2019
Muhlenberg,KY,43590,128,2019
Nelson,KY,60127,390,2019
Nicholas,KY,38149,62,2019
Ohio,KY,45564,157,2019
Oldham,KY,99128,505,2019
Owen,KY,48801,208,2019
Owsley,KY,30284,21,2019
Pendleton,KY,54375,313,2019
Perry,KY,33640,32,2019
Pike,KY,34856,37,2019
Powell,KY,37469,55,2019
Pulaski,KY,39998,80,2019
Robertson,KY,41902,104,2019
Rockcastle,KY,35720,41,2019
Rowan,KY,38230,63,2019
Russell,KY,38390,65,2019
Scott,KY,70817,463,2019
Shelby,KY,67056,449,2019
Simpson,KY,48623,206,2019
Spencer,KY,80166,485,2019
Taylor,KY,44522,142,2019
Todd,KY,44005,134,2019
Trigg,KY,50536,241,2019
Trimble,KY,53056,288,2019
Union,KY,46673,173,2019
Warren,KY,52270,271,2019
Washington,KY,53743,302,2019
Wayne,KY,34914,38,2019
Webster,KY,42119,107,2019
Whitley,KY,39005,70,2019
Wolfe,KY,24623,12,2019
Woodford,KY,63820,427,2019
Acadia,LA,43396,126,2019
Allen,LA,46446,169,2019
Ascension,LA,80527,486,2019
Assumption,LA,43759,132,2019
Avoyelles,LA,38565,66,2019
Beauregard,LA,53209,292,2019
Bienville,LA,30272,21,2019
Bossier,LA,54268,311,2019
Caddo,LA,41797,103,2019
Calcasieu,LA,51148,251,2019
Caldwell,LA,37691,57,2019
Cameron,LA,53423,296,2019
Catahoula,LA,40129,82,2019
Claiborne,LA,26776,14,2019
Concordia,LA,32500,28,2019
De Soto,LA,46006,163,2019
East Baton Rouge,LA,54948,323,2019
East Carroll,LA,22346,10,2019
East Feliciana,LA,51803,263,2019
Evangeline,LA,31965,25,2019
Franklin,LA,35282,39,2019
Grant,LA,42505,113,2019
Iberia,LA,46861,177,2019
Iberville,LA,50161,232,2019
Jackson,LA,39139,71,2019
Jefferson,LA,54032,307,2019
Jefferson Davis,LA,42105,107,2019
Lafayette,LA,56999,350,2019
Lafourche,LA,55506,331,2019
LaSalle,LA,42104,107,2019
Lincoln,LA,35467,41,2019
Livingston,LA,63389,422,2019
Madison,LA,30350,21,2019
Morehouse,LA,32929,30,2019
Natchitoches,LA,28567,16,2019
Orleans,LA,41604,100,2019
Ouachita,LA,41121,94,2019
Plaquemines,LA,57204,354,2019
Pointe Coupee,LA,41480,98,2019
Rapides,LA,47269,184,2019
Red River,LA,33816,32,2019
Richland,LA,34029,34,2019
Sabine,LA,40336,85,2019
St. Bernard,LA,44661,144,2019
St. Charles,LA,69019,457,2019
St. Helena,LA,43886,133,2019
St. James,LA,51603,258,2019
St. John the Baptist,LA,57429,357,2019
St. Landry,LA,36403,47,2019
St. Martin,LA,48656,206,2019
St. Mary,LA,40485,87,2019
St. Tammany,LA,68905,457,2019
Tangipahoa,LA,47832,193,2019
Tensas,LA,27500,15,2019
Terrebonne,LA,48747,207,2019
Union,LA,44100,136,2019
Vermilion,LA,51945,264,2019
Vernon,LA,49141,213,2019
Washington,LA,37570,56,2019
Webster,LA,28951,17,2019
West Baton Rouge,LA,65385,440,2019
West Carroll,LA,38500,66,2019
West Feliciana,LA,59637,385,2019
Winn,LA,38353,64,2019
Androscoggin,ME,53509,298,2019
Aroostook,ME,41123,94,2019
Cumberland,ME,73072,470,2019
Franklin,ME,51422,255,2019
Hancock,ME,57178,353,2019
Kennebec,ME,55365,330,2019
Knox,ME,57751,361,2019
Lincoln,ME,57720,360,2019
Oxford,ME,49204,214,2019
Penobscot,ME,50808,246,2019
Piscataquis,ME,40890,90,2019
Sagadahoc,ME,63694,425,2019
Somerset,ME,44256,139,2019
Waldo,ME,51931,264,2019
Washington,ME,41347,96,2019
York,ME,67830,453,2019
Allegany,MD,45893,161,2019
Anne Arundel,MD,100798,506,2019
Baltimore,MD,76866,479,2019
Calvert,MD,109313,509,2019
Caroline,MD,58638,373,2019
Carroll,MD,96769,504,2019
Cecil,MD,76887,479,2019
Charles,MD,100003,506,2019
Dorchester,MD,52917,285,2019
Frederick,MD,97730,504,2019
Garrett,MD,52617,279,2019
Harford,MD,89147,499,2019
Howard,MD,121160,511,2019
Kent,MD,58598,373,2019
Montgomery,MD,108820,508,2019
Prince George's,MD,84920,493,2019
Queen Anne's,MD,97034,504,2019
St. Mary's,MD,89845,501,2019
Somerset,MD,37803,58,2019
Talbot,MD,73547,472,2019
Washington,MD,60860,399,2019
Wicomico,MD,56956,350,2019
Worcester,MD,63499,423,2019
Baltimore City,MD,50379,237,2019
Barnstable,MA,74336,473,2019
Berkshire,MA,59230,380,2019
Bristol,MA,69095,457,2019
Dukes,MA,71811,467,2019
Essex,MA,79263,483,2019
Franklin,MA,60950,400,2019
Hampden,MA,55429,331,2019
Hampshire,MA,70876,464,2019
Middlesex,MA,102603,507,2019
Nantucket,MA,107717,508,2019
Norfolk,MA,103291,508,2019
Plymouth,MA,89489,500,2019
Suffolk,MA,69669,459,2019
Worcester,MA,74679,475,2019
Alcona,MI,40484,86,2019
Alger,MI,45570,157,2019
Allegan,MI,62965,417,2019
Alpena,MI,43363,125,2019
Antrim,MI,56165,340,2019
Arenac,MI,42290,110,2019
Baraga,MI,46065,164,2019
Barry,MI,64490,433,2019
Bay,MI,48819,209,2019
Benzie,MI,57974,365,2019
Berrien,MI,50795,246,2019
Branch,MI,51947,265,2019
Calhoun,MI,48607,205,2019
Cass,MI,55107,325,2019
Charlevoix,MI,55760,335,2019
Cheboygan,MI,48044,198,2019
Chippewa,MI,46486,170,2019
Clare,MI,39565,75,2019
Clinton,MI,70390,462,2019
Crawford,MI,47977,196,2019
Delta,MI,47434,186,2019
Dickinson,MI,51645,259,2019
Eaton,MI,64348,431,2019
Emmet,MI,55829,336,2019
Genesee,MI,48588,205,2019
Gladwin,MI,44619,143,2019
Gogebic,MI,38839,68,2019
Grand Traverse,MI,63575,424,2019
Gratiot,MI,47848,194,2019
Hillsdale,MI,49622,221,2019
Houghton,MI,43183,122,2019
Huron,MI,48289,200,2019
Ingham,MI,52872,284,2019
Ionia,MI,57043,351,2019
Iosco,MI,43678,131,2019
Iron,MI,41599,100,2019
Isabella,MI,45116,151,2019
Jackson,MI,53658,300,2019
Kalamazoo,MI,56511,343,2019
Kalkaska,MI,46898,178,2019
Kent,MI,63053,418,2019
Keweenaw,MI,50292,235,2019
Lake,MI,37320,53,2019
Lapeer,MI,62641,414,2019
Leelanau,MI,65249,438,2019
Lenawee,MI,55450,331,2019
Livingston,MI,84221,492,2019
Luce,MI,45469,155,2019
Mackinac,MI,47938,195,2019
Macomb,MI,62855,416,2019
Manistee,MI,50055,230,2019
Marquette,MI,53970,306,2019
Mason,MI,51725,261,2019
Mecosta,MI,45018,149,2019
Menominee,MI,46828,176,2019
Midland,MI,62625,414,2019
Missaukee,MI,47194,181,2019
Monroe,MI,62203,411,2019
Montcalm,MI,49448,218,2019
Montmorency,MI,41772,102,2019
Muskegon,MI,50854,247,2019
Newaygo,MI,50326,236,2019
Oakland,MI,79698,484,2019
Oceana,MI,50104,231,2019
Ogemaw,MI,40373,85,2019
Ontonagon,MI,41546,99,2019
Osceola,MI,44032,134,2019
Oscoda,MI,42335,111,2019
Otsego,MI,54332,313,2019
Ottawa,MI,69314,458,2019
Presque Isle,MI,47948,195,2019
Roscommon,MI,42054,106,2019
Saginaw,MI,48000,197,2019
St. Clair,MI,56951,350,2019
St. Joseph,MI,52086,267,2019
Sanilac,MI,47672,191,2019
Schoolcraft,MI,45500,156,2019
Shiawassee,MI,56032,339,2019
Tuscola,MI,49988,229,2019
Van Buren,MI,54485,314,2019
Washtenaw,MI,72586,469,2019
Wayne,MI,47301,185,2019
Wexford,MI,47193,181,2019
Aitkin,MN,49351,216,2019
Anoka,MN,82175,489,2019
Becker,MN,60284,392,2019
Beltrami,MN,49160,213,2019
Benton,MN,57715,360,2019
Big Stone,MN,53900,304,2019
Blue Earth,MN,57429,357,2019
Brown,MN,61120,402,2019
Carlton,MN,63098,419,2019
Carver,MN,101496,507,2019
Cass,MN,52204,270,2019
Chippewa,MN,55269,328,2019
Chisago,MN,83464,492,2019
Clay,MN,65269,439,2019
Clearwater,MN,50386,237,2019
Cook,MN,57432,357,2019
Cottonwood,MN,52087,267,2019
Crow Wing,MN,56549,344,2019
Dakota,MN,86036,495,2019
Dodge,MN,74575,474,2019
Douglas,MN,63819,426,2019
Faribault,MN,53156,291,2019
Fillmore,MN,61207,403,2019
Freeborn,MN,53631,300,2019
Goodhue,MN,66800,447,2019
Grant,MN,55466,331,2019
Hennepin,MN,78167,482,2019
Houston,MN,60382,393,2019
Hubbard,MN,56709,347,2019
Isanti,MN,74616,474,2019
Itasca,MN,55139,326,2019
Jackson,MN,58727,374,2019
Kanabec,MN,57163,353,2019
Kandiyohi,MN,60294,392,2019
Kittson,MN,59643,385,2019
Koochiching,MN,50870,247,2019
Lac qui Parle,MN,53071,289,2019
Lake,MN,61452,406,2019
Lake of the Woods,MN,49967,228,2019
Le Sueur,MN,71080,464,2019
Lincoln,MN,53077,289,2019
Lyon,MN,57730,361,2019
McLeod,MN,62121,410,2019
Mahnomen,MN,44688,145,2019
Marshall,MN,60118,389,2019
Martin,MN,52798,282,2019
Meeker,MN,63452,423,2019
Mille Lacs,MN,56135,340,2019
Morrison,MN,57815,362,2019
Mower,MN,54295,312,2019
Murray,MN,60231,391,2019
Nicollet,MN,67399,451,2019
Nobles,MN,55304,328,2019
Norman,MN,55085,325,2019
Olmsted,MN,76951,479,2019
Otter Tail,MN,58682,373,2019
Pennington,MN,60122,389,2019
Pine,MN,53422,296,2019
Pipestone,MN,52917,285,2019
Polk,MN,59343,381,2019
Pope,MN,61275,404,2019
Ramsey,MN,64660,435,2019
Red Lake,MN,58576,372,2019
Redwood,MN,55404,330,2019
Renville,MN,59028,378,2019
Rice,MN,68584,454,2019
Rock,MN,63005,418,2019
Roseau,MN,62202,411,2019
St. Louis,MN,55646,333,2019
Scott,MN,102152,507,2019
Sherburne,MN,89250,500,2019
Sibley,MN,63439,423,2019
Stearns,MN,62789,415,2019
Steele,MN,64903,437,2019
Stevens,MN,60559,395,2019
Swift,MN,51620,259,2019
Todd,MN,53585,299,2019
Traverse,MN,51957,265,2019
Wabasha,MN,65226,438,2019
Wadena,MN,46605,172,2019
Waseca,MN,56762,347,2019
Washington,MN,96671,504,2019
Watonwan,MN,54065,307,2019
Wilkin,MN,60595,396,2019
Winona,MN,59329,381,2019
Wright,MN,84974,493,2019
Yellow Medicine,MN,59210,379,2019
Adams,MS,29936,20,2019
Alcorn,MS,42086,107,2019
Amite,MS,33981,33,2019
Attala,MS,33767,32,2019
Benton,MS,36258,46,2019
Bolivar,MS,29854,19,2019
Calhoun,MS,37263,53,2019
Carroll,MS,46052,163,2019
Chickasaw,MS,36548,48,2019
Choctaw,MS,36777,49,2019
Claiborne,MS,29338,18,2019
Clarke,MS,43207,123,2019
Clay,MS,31833,25,2019
Coahoma,MS,29121,17,2019
Copiah,MS,42151,108,2019
Covington,MS,38178,63,2019
DeSoto,MS,67038,449,2019
Forrest,MS,39840,78,2019
Franklin,MS,40219,83,2019
George,MS,47292,184,2019
Greene,MS,49677,222,2019
Grenada,MS,40122,82,2019
Hancock,MS,48119,199,2019
Harrison,MS,47894,195,2019
Hinds,MS,44625,143,2019
Holmes,MS,21504,10,2019
Humphreys,MS,28962,17,2019
Issaquena,MS,24208,11,2019
Itawamba,MS,44567,143,2019
Jackson,MS,51657,260,2019
Jasper,MS,35872,42,2019
Jefferson,MS,25019,12,2019
Jefferson Davis,MS,32116,26,2019
Jones,MS,41775,103,2019
Kemper,MS,31103,23,2019
Lafayette,MS,50272,235,2019
Lamar,MS,60328,393,2019
Lauderdale,MS,42534,114,2019
Lawrence,MS,41914,104,2019
Leake,MS,37096,51,2019
Lee,MS,50559,241,2019
Leflore,MS,26735,14,2019
Lincoln,MS,42606,114,2019
Lowndes,MS,50441,239,2019
Madison,MS,71824,467,2019
Marion,MS,32090,26,2019
Marshall,MS,42233,109,2019
Monroe,MS,42354,112,2019
Montgomery,MS,39840,78,2019
Neshoba,MS,37987,60,2019
Newton,MS,35958,43,2019
Noxubee,MS,33784,32,2019
Oktibbeha,MS,40453,86,2019
Panola,MS,38304,64,2019
Pearl River,MS,46901,178,2019
Perry,MS,42469,113,2019
Pike,MS,31784,25,2019
Pontotoc,MS,44759,146,2019
Prentiss,MS,39256,72,2019
Quitman,MS,25283,13,2019
Rankin,MS,65996,442,2019
Scott,MS,34943,38,2019
Sharkey,MS,29394,18,2019
Simpson,MS,43850,132,2019
Smith,MS,43105,120,2019
Stone,MS,45483,155,2019
Sunflower,MS,30838,22,2019
Tallahatchie,MS,29864,19,2019
Tate,MS,51030,249,2019
Tippah,MS,39246,72,2019
Tishomingo,MS,37681,57,2019
Tunica,MS,39370,74,2019
Union,MS,45754,160,2019
Walthall,MS,30961,23,2019
Warren,MS,45113,151,2019
Washington,MS,29705,19,2019
Wayne,MS,37706,57,2019
Webster,MS,45730,159,2019
Wilkinson,MS,27313,15,2019
Winston,MS,34724,36,2019
Yalobusha,MS,41464,98,2019
Yazoo,MS,33279,30,2019
Adair,MO,41929,105,2019
Andrew,MO,58772,375,2019
Atchison,MO,50236,234,2019
Audrain,MO,44261,139,2019
Barry,MO,44403,140,2019
Barton,MO,44125,136,2019
Bates,MO,47625,190,2019
Benton,MO,40249,83,2019
Bollinger,MO,44158,137,2019
Boone,MO,55328,328,2019
Buchanan,MO,51916,264,2019
Butler,MO,39915,79,2019
Caldwell,MO,49839,225,2019
Callaway,MO,56938,350,2019
Camden,MO,53478,297,2019
Cape Girardeau,MO,53732,302,2019
Carroll,MO,50830,247,2019
Carter,MO,39530,75,2019
Cass,MO,69433,458,2019
Cedar,MO,39365,73,2019
Chariton,MO,46738,175,2019
Christian,MO,60645,396,2019
Clark,MO,48909,210,2019
Clay,MO,70510,462,2019
Clinton,MO,62701,415,2019
Cole,MO,60066,388,2019
Cooper,MO,52735,281,2019
Crawford,MO,44438,141,2019
Dade,MO,40399,85,2019
Dallas,MO,43542,128,2019
Daviess,MO,51679,260,2019
DeKalb,MO,55918,337,2019
Dent,MO,42100,107,2019
Douglas,MO,37425,54,2019
Dunklin,MO,36380,46,2019
Franklin,MO,57214,354,2019
Gasconade,MO,54885,322,2019
Gentry,MO,47790,193,2019
Greene,MO,46086,164,2019
Grundy,MO,45594,158,2019
Harrison,MO,42917,118,2019
Henry,MO,45795,160,2019
Hickory,MO,34182,34,2019
Holt,MO,49524,220,2019
Howard,MO,52700,281,2019
Howell,MO,38357,64,2019
Iron,MO,37435,55,2019
Jackson,MO,55134,326,2019
Jasper,MO,48357,202,2019
Jefferson,MO,65454,440,2019
Johnson,MO,55273,328,2019
Knox,MO,40000,80,2019
Laclede,MO,47257,183,2019
Lafayette,MO,58766,375,2019
Lawrence,MO,44742,146,2019
Lewis,MO,45988,162,2019
Lincoln,MO,64196,430,2019
Linn,MO,45930,162,2019
Livingston,MO,46992,178,2019
McDonald,MO,41643,100,2019
Macon,MO,42746,117,2019
Madison,MO,43636,130,2019
Maries,MO,47569,189,2019
Marion,MO,48784,208,2019
Mercer,MO,47298,185,2019
Miller,MO,47171,181,2019
Mississippi,MO,35357,40,2019
Moniteau,MO,58010,366,2019
Monroe,MO,43966,134,2019
Montgomery,MO,46757,175,2019
Morgan,MO,39003,70,2019
New Madrid,MO,38679,68,2019
Newton,MO,50813,246,2019
Nodaway,MO,44232,138,2019
Oregon,MO,33601,32,2019
Osage,MO,61687,407,2019
Ozark,MO,31947,25,2019
Pemiscot,MO,33859,33,2019
Perry,MO,55863,336,2019
Pettis,MO,46157,166,2019
Phelps,MO,44154,137,2019
Pike,MO,46385,169,2019
Platte,MO,80393,486,2019
Polk,MO,45660,158,2019
Pulaski,MO,53492,297,2019
Putnam,MO,42849,118,2019
Ralls,MO,55377,330,2019
Randolph,MO,47740,193,2019
Ray,MO,61957,409,2019
Reynolds,MO,40324,85,2019
Ripley,MO,34971,38,2019
St. Charles,MO,84978,494,2019
St. Clair,MO,38870,69,2019
Ste. Genevieve,MO,60129,390,2019
St. Francois,MO,46466,170,2019
St. Louis,MO,43896,133,2019
Saline,MO,44720,145,2019
Schuyler,MO,42694,116,2019
Scotland,MO,50085,230,2019
Scott,MO,44139,136,2019
Shannon,MO,34265,35,2019
Shelby,MO,44083,135,2019
Stoddard,MO,41062,93,2019
Stone,MO,49656,222,2019
Sullivan,MO,46481,170,2019
Taney,MO,46031,163,2019
Texas,MO,35067,39,2019
Vernon,MO,43276,123,2019
Warren,MO,60125,390,2019
Washington,MO,41483,98,2019
Wayne,MO,34316,35,2019
Webster,MO,50560,241,2019
Worth,MO,53580,299,2019
Wright,MO,34776,37,2019
Beaverhead,MT,43201,122,2019
Big Horn,MT,49859,226,2019
Blaine,MT,41279,95,2019
Broadwater,MT,60594,396,2019
Carbon,MT,58707,374,2019
Carter,MT,48000,197,2019
Cascade,MT,49913,227,2019
Chouteau,MT,42298,110,2019
Custer,MT,52965,286,2019
Daniels,MT,57440,358,2019
Dawson,MT,58596,372,2019
Deer Lodge,MT,41820,103,2019
Fallon,MT,64545,434,2019
Fergus,MT,50540,241,2019
Flathead,MT,56182,340,2019
Gallatin,MT,66397,445,2019
Garfield,MT,42000,106,2019
Glacier,MT,36045,44,2019
Golden Valley,MT,43875,132,2019
Granite,MT,49881,226,2019
Hill,MT,49321,216,2019
Jefferson,MT,69646,459,2019
Judith Basin,MT,43661,130,2019
Lake,MT,48829,209,2019
Lewis and Clark,MT,65791,442,2019
Liberty,MT,44875,148,2019
Lincoln,MT,40140,82,2019
McCone,MT,49701,223,2019
Madison,MT,54107,308,2019
Meagher,MT,46607,172,2019
Mineral,MT,41705,101,2019
Missoula,MT,54062,307,2019
Musselshell,MT,43274,123,2019
Park,MT,53068,288,2019
Petroleum,MT,51250,253,2019
Phillips,MT,46212,167,2019
Pondera,MT,51151,251,2019
Powder River,MT,54427,314,2019
Powell,MT,54667,318,2019
Prairie,MT,43625,129,2019
Ravalli,MT,53054,288,2019
Richland,MT,67205,450,2019
Roosevelt,MT,43194,122,2019
Rosebud,MT,57992,365,2019
Sanders,MT,40823,90,2019
Sheridan,MT,55521,332,2019
Silver Bow,MT,45718,159,2019
Stillwater,MT,64645,435,2019
Sweet Grass,MT,49886,226,2019
Teton,MT,55000,324,2019
Toole,MT,50721,245,2019
Treasure,MT,43047,119,2019
Valley,MT,53162,291,2019
Wheatland,MT,39655,76,2019
Wibaux,MT,53958,305,2019
Yellowstone,MT,61264,404,2019
Adams,NE,53023,288,2019
Antelope,NE,49912,227,2019
Arthur,NE,42813,118,2019
Banner,NE,51750,262,2019
Blaine,NE,51094,250,2019
Boone,NE,54979,324,2019
Box Butte,NE,54004,306,2019
Boyd,NE,47778,193,2019
Brown,NE,43098,120,2019
Buffalo,NE,59431,382,2019
Burt,NE,54203,310,2019
Butler,NE,58979,377,2019
Cass,NE,71846,467,2019
Cedar,NE,61869,409,2019
Chase,NE,57009,351,2019
Cherry,NE,56651,346,2019
Cheyenne,NE,53871,304,2019
Clay,NE,57173,353,2019
Colfax,NE,58872,376,2019
Cuming,NE,56768,348,2019
Custer,NE,52184,270,2019
Dakota,NE,59231,380,2019
Dawes,NE,50750,246,2019
Dawson,NE,53721,302,2019
Deuel,NE,47287,184,2019
Dixon,NE,56905,350,2019
Dodge,NE,54085,308,2019
Douglas,NE,64629,435,2019
Dundy,NE,41716,101,2019
Fillmore,NE,60313,392,2019
Franklin,NE,49282,215,2019
Frontier,NE,54659,318,2019
Furnas,NE,48838,210,2019
Gage,NE,53110,290,2019
Garden,NE,43750,132,2019
Garfield,NE,53000,287,2019
Gosper,NE,64053,429,2019
Grant,NE,46500,171,2019
Greeley,NE,47869,194,2019
Hall,NE,57104,352,2019
Hamilton,NE,64210,430,2019
Harlan,NE,49835,225,2019
Hayes,NE,51726,261,2019
Hitchcock,NE,49962,228,2019
Holt,NE,60387,394,2019
Hooker,NE,41125,94,2019
Howard,NE,59348,381,2019
Jefferson,NE,44510,142,2019
Johnson,NE,54712,319,2019
Kearney,NE,60266,392,2019
Keith,NE,50735,245,2019
Keya Paha,NE,56500,343,2019
Kimball,NE,53403,295,2019
Knox,NE,52332,273,2019
Lancaster,NE,60527,395,2019
Lincoln,NE,59795,386,2019
Logan,NE,52708,281,2019
Loup,NE,51000,249,2019
McPherson,NE,48125,199,2019
Madison,NE,53188,291,2019
Merrick,NE,55649,334,2019
Morrill,NE,46194,166,2019
Nance,NE,49032,211,2019
Nemaha,NE,51828,263,2019
Nuckolls,NE,43388,125,2019
Otoe,NE,59167,379,2019
Pawnee,NE,46452,169,2019
Perkins,NE,65543,441,2019
Phelps,NE,59040,378,2019
Pierce,NE,64511,433,2019
Platte,NE,62305,412,2019
Polk,NE,67719,452,2019
Red Willow,NE,48808,209,2019
