county,state,percentHighSchool,percentHighSchoolBucket,year
Giles,TN,85.8,192,2019
Grainger,TN,78.6,58,2019
Greene,TN,84.7,166,2019
Grundy,TN,74.4,25,2019
Hamblen,TN,81.3,100,2019
Hamilton,TN,89.5,308,2019
Hancock,TN,77.1,44,2019
Hardeman,TN,79.6,71,2019
Hardin,TN,81.5,104,2019
Hawkins,TN,84.4,158,2019
Haywood,TN,82,113,2019
Henderson,TN,82.7,126,2019
Henry,TN,85.9,194,2019
Hickman,TN,78.6,58,2019
Houston,TN,77.2,46,2019
Humphreys,TN,84.9,171,2019
Jackson,TN,78.2,54,2019
Jefferson,TN,85.3,181,2019
Johnson,TN,79.8,75,2019
Knox,TN,91.7,393,2019
Lake,TN,72.9,18,2019
Lauderdale,TN,77.1,44,2019
Lawrence,TN,83.4,139,2019
Lewis,TN,84.3,156,2019
Lincoln,TN,83.5,141,2019
Loudon,TN,86.2,204,2019
McMinn,TN,84.5,162,2019
McNairy,TN,82.6,125,2019
Macon,TN,80.3,85,2019
Madison,TN,88.9,287,2019
Marion,TN,81.5,104,2019
Marshall,TN,85.4,183,2019
Maury,TN,90.2,335,2019
Meigs,TN,83.8,147,2019
Monroe,TN,82.4,121,2019
Montgomery,TN,92.9,440,2019
Moore,TN,85.9,194,2019
Morgan,TN,80.3,85,2019
Obion,TN,83.5,141,2019
Overton,TN,80.6,89,2019
Perry,TN,74.9,28,2019
Pickett,TN,74.4,25,2019
Polk,TN,82.4,121,2019
Putnam,TN,86.6,214,2019
Rhea,TN,80.8,93,2019
Roane,TN,88.9,287,2019
Robertson,TN,87.2,231,2019
Rutherford,TN,91.8,396,2019
Scott,TN,79.8,75,2019
Sequatchie,TN,81.6,106,2019
Sevier,TN,85,174,2019
Shelby,TN,88.4,268,2019
Smith,TN,85.3,181,2019
Stewart,TN,87.2,231,2019
Sullivan,TN,87.2,231,2019
Sumner,TN,89.7,315,2019
Tipton,TN,87.8,247,2019
Trousdale,TN,84.4,158,2019
Unicoi,TN,85,174,2019
Union,TN,77.1,44,2019
Van Buren,TN,79,63,2019
Warren,TN,79.5,69,2019
Washington,TN,88.8,284,2019
Wayne,TN,80.2,82,2019
Weakley,TN,85.1,175,2019
White,TN,83.2,135,2019
Williamson,TN,95.3,497,2019
Wilson,TN,91.6,390,2019
Anderson,TX,81.3,100,2019
Andrews,TX,72.3,16,2019
Angelina,TX,81.9,112,2019
Aransas,TX,84.5,162,2019
Archer,TX,90.3,338,2019
Armstrong,TX,86.9,221,2019
Atascosa,TX,77.1,44,2019
Austin,TX,84,150,2019
Bailey,TX,76.9,42,2019
Bandera,TX,89.3,300,2019
Bastrop,TX,81.9,112,2019
Baylor,TX,85.5,185,2019
Bee,TX,75.4,31,2019
Bell,TX,91,368,2019
Bexar,TX,84.2,154,2019
Blanco,TX,90.1,330,2019
Borden,TX,94.7,487,2019
Bosque,TX,86.5,212,2019
Bowie,TX,88.8,284,2019
Brazoria,TX,87.9,250,2019
Brazos,TX,87.2,231,2019
Brewster,TX,85.7,190,2019
Briscoe,TX,86.1,201,2019
Brooks,TX,68.8,7,2019
Brown,TX,87.2,231,2019
Burleson,TX,82.5,123,2019
Burnet,TX,88.3,264,2019
Caldwell,TX,78.2,54,2019
Calhoun,TX,79.3,67,2019
Callahan,TX,88.2,260,2019
Cameron,TX,67.9,6,2019
Camp,TX,87.2,231,2019
Carson,TX,93.3,455,2019
Cass,TX,85.9,194,2019
Castro,TX,74.1,23,2019
Chambers,TX,88.5,273,2019
Cherokee,TX,79,63,2019
Childress,TX,82,113,2019
Clay,TX,90.5,346,2019
Cochran,TX,67.7,6,2019
Coke,TX,83.7,144,2019
Coleman,TX,86.5,212,2019
Collin,TX,93.8,467,2019
Collingsworth,TX,73.9,22,2019
Colorado,TX,83.1,132,2019
Comal,TX,92.6,428,2019
Comanche,TX,84.5,162,2019
Concho,TX,67.9,6,2019
Cooke,TX,86.1,201,2019
Coryell,TX,88,254,2019
Cottle,TX,76.2,36,2019
Crane,TX,79.5,69,2019
Crockett,TX,77,43,2019
Crosby,TX,76,35,2019
Culberson,TX,66.3,4,2019
Dallam,TX,70.4,12,2019
Dallas,TX,79.3,67,2019
Dawson,TX,69.9,10,2019
Deaf Smith,TX,73.8,22,2019
Delta,TX,87.8,247,2019
Denton,TX,92.5,425,2019
DeWitt,TX,80.8,93,2019
Dickens,TX,84.4,158,2019
Dimmit,TX,66.4,4,2019
Donley,TX,88.7,280,2019
Duval,TX,68.6,7,2019
Eastland,TX,84.4,158,2019
Ector,TX,76,35,2019
Edwards,TX,72.1,16,2019
Ellis,TX,86.2,204,2019
El Paso,TX,78.5,57,2019
Erath,TX,88.3,264,2019
Falls,TX,76.9,42,2019
Fannin,TX,85.5,185,2019
Fayette,TX,86.1,201,2019
Fisher,TX,86.1,201,2019
Floyd,TX,74.2,24,2019
Foard,TX,81.9,112,2019
Fort Bend,TX,90.6,351,2019
Franklin,TX,91.3,380,2019
Freestone,TX,82.6,125,2019
Frio,TX,66.2,3,2019
Gaines,TX,61.8,1,2019
Galveston,TX,89,290,2019
Garza,TX,61.6,1,2019
Gillespie,TX,89,290,2019
Glasscock,TX,69.4,9,2019
Goliad,TX,83,131,2019
Gonzales,TX,76.7,40,2019
Gray,TX,80.2,82,2019
Grayson,TX,88.7,280,2019
Gregg,TX,84.1,153,2019
Grimes,TX,80.6,89,2019
Guadalupe,TX,88.7,280,2019
Hale,TX,76.6,39,2019
Hall,TX,79.6,71,2019
Hamilton,TX,84,150,2019
Hansford,TX,67.8,6,2019
Hardeman,TX,78.9,62,2019
Hardin,TX,88,254,2019
Harris,TX,81.4,102,2019
Harrison,TX,85.3,181,2019
Hartley,TX,82.6,125,2019
Haskell,TX,70.3,11,2019
Hays,TX,90.1,330,2019
Hemphill,TX,82.1,116,2019
Henderson,TX,83.5,141,2019
Hidalgo,TX,65.7,3,2019
Hill,TX,83.5,141,2019
Hockley,TX,76.2,36,2019
Hood,TX,89.4,304,2019
Hopkins,TX,84.9,171,2019
Houston,TX,81.2,98,2019
Howard,TX,80,78,2019
Hudspeth,TX,55.5,0,2019
Hunt,TX,84.5,162,2019
Hutchinson,TX,86,197,2019
Irion,TX,93.2,451,2019
Jack,TX,82,113,2019
Jackson,TX,82.4,121,2019
Jasper,TX,85,174,2019
Jeff Davis,TX,78.9,62,2019
Jefferson,TX,84.2,154,2019
Jim Hogg,TX,74.5,26,2019
Jim Wells,TX,74.9,28,2019
Johnson,TX,85.7,190,2019
Jones,TX,78.4,56,2019
Karnes,TX,75.7,33,2019
Kaufman,TX,85.8,192,2019
Kendall,TX,92.8,437,2019
Kenedy,TX,26.4,0,2019
Kent,TX,85.8,192,2019
Kerr,TX,88.6,276,2019
Kimble,TX,85.1,175,2019
King,TX,79.7,73,2019
Kinney,TX,78.5,57,2019
Kleberg,TX,78.4,56,2019
Knox,TX,81.9,112,2019
Lamar,TX,84.3,156,2019
Lamb,TX,74.9,28,2019
Lampasas,TX,91,368,2019
La Salle,TX,63.6,2,2019
Lavaca,TX,85.6,186,2019
Lee,TX,84.6,164,2019
Leon,TX,81.8,109,2019
Liberty,TX,77.3,46,2019
Limestone,TX,81.1,97,2019
Lipscomb,TX,82.1,116,2019
Live Oak,TX,76.9,42,2019
Llano,TX,85.8,192,2019
Loving,TX,80.3,85,2019
Lubbock,TX,86.2,204,2019
Lynn,TX,75.4,31,2019
McCulloch,TX,76.8,41,2019
McLennan,TX,84.9,171,2019
McMullen,TX,92.7,433,2019
Madison,TX,80.8,93,2019
Marion,TX,85.2,178,2019
Martin,TX,77.4,47,2019
Mason,TX,87.7,244,2019
Matagorda,TX,80.6,89,2019
Maverick,TX,59.5,1,2019
Medina,TX,83.2,135,2019
Menard,TX,77.9,51,2019
Midland,TX,84.5,162,2019
Milam,TX,81.4,102,2019
Mills,TX,83,131,2019
Mitchell,TX,78.7,59,2019
Montague,TX,85.7,190,2019
Montgomery,TX,87.7,244,2019
Moore,TX,67.3,5,2019
Morris,TX,88.6,276,2019
Motley,TX,87.5,239,2019
Nacogdoches,TX,82.9,129,2019
Navarro,TX,78.4,56,2019
Newton,TX,83.4,139,2019
Nolan,TX,82.3,119,2019
Nueces,TX,82.8,128,2019
Ochiltree,TX,74.4,25,2019
Oldham,TX,90.3,338,2019
Orange,TX,87.9,250,2019
Palo Pinto,TX,84.2,154,2019
Panola,TX,82.9,129,2019
Parker,TX,88.6,276,2019
Parmer,TX,70.8,13,2019
Pecos,TX,69.1,8,2019
Polk,TX,81.6,106,2019
Potter,TX,77,43,2019
Presidio,TX,53.4,0,2019
Rains,TX,85.4,183,2019
Randall,TX,92.3,417,2019
Reagan,TX,82.2,117,2019
Real,TX,83.3,136,2019
Red River,TX,85.4,183,2019
Reeves,TX,69.7,10,2019
Refugio,TX,80.3,85,2019
Roberts,TX,92.7,433,2019
Robertson,TX,84.5,162,2019
Rockwall,TX,92.7,433,2019
Runnels,TX,79.2,66,2019
Rusk,TX,80.6,89,2019
Sabine,TX,84.7,166,2019
San Augustine,TX,82.3,119,2019
San Jacinto,TX,84.5,162,2019
San Patricio,TX,79.9,76,2019
San Saba,TX,74.8,27,2019
Schleicher,TX,79.6,71,2019
Scurry,TX,78.7,59,2019
Shackelford,TX,86.4,207,2019
Shelby,TX,76.4,37,2019
Sherman,TX,79,63,2019
Smith,TX,85.8,192,2019
Somervell,TX,89.6,312,2019
Starr,TX,53.3,0,2019
Stephens,TX,78.5,57,2019
Sterling,TX,89.4,304,2019
Stonewall,TX,81.3,100,2019
Sutton,TX,73.9,22,2019
Swisher,TX,73.3,19,2019
Tarrant,TX,86.1,201,2019
Taylor,TX,89.3,300,2019
Terrell,TX,86.5,212,2019
Terry,TX,68.4,7,2019
Throckmorton,TX,86.6,214,2019
Titus,TX,76.7,40,2019
Tom Green,TX,86.3,207,2019
Travis,TX,89.3,300,2019
Trinity,TX,83.1,132,2019
Tyler,TX,82,113,2019
Upshur,TX,85.8,192,2019
Upton,TX,75.6,32,2019
Uvalde,TX,75.8,34,2019
Val Verde,TX,68.2,7,2019
Van Zandt,TX,84.6,164,2019
Victoria,TX,83.8,147,2019
Walker,TX,86,197,2019
Waller,TX,82.5,123,2019
Ward,TX,78.6,58,2019
Washington,TX,86.7,216,2019
Webb,TX,67.6,5,2019
Wharton,TX,78.3,55,2019
Wheeler,TX,80.2,82,2019
Wichita,TX,86.6,214,2019
Wilbarger,TX,77.2,46,2019
Willacy,TX,65.7,3,2019
Williamson,TX,93.2,451,2019
Wilson,TX,87.6,241,2019
Winkler,TX,69.2,8,2019
Wise,TX,85.3,181,2019
Wood,TX,84.7,166,2019
Yoakum,TX,63.5,2,2019
Young,TX,83,131,2019
Zapata,TX,61.9,2,2019
Zavala,TX,66.9,4,2019
Beaver,UT,88.9,287,2019
Box Elder,UT,93.1,447,2019
Cache,UT,93.1,447,2019
Carbon,UT,91.6,390,2019
Daggett,UT,94,473,2019
Davis,UT,95.6,501,2019
Duchesne,UT,88.8,284,2019
Emery,UT,93.8,467,2019
Garfield,UT,92.7,433,2019
Grand,UT,93.3,455,2019
Iron,UT,92.9,440,2019
Juab,UT,91.1,372,2019
Kane,UT,92.5,425,2019
Millard,UT,88.1,257,2019
Morgan,UT,98.1,511,2019
Piute,UT,91,368,2019
Rich,UT,95.7,501,2019
Salt Lake,UT,90.8,360,2019
San Juan,UT,84.9,171,2019
Sanpete,UT,90.2,335,2019
Sevier,UT,90.6,351,2019
Summit,UT,94.9,491,2019
Tooele,UT,91.3,380,2019
Uintah,UT,85.7,190,2019
Utah,UT,94.6,485,2019
Wasatch,UT,94.6,485,2019
Washington,UT,92.9,440,2019
Wayne,UT,88.4,268,2019
Weber,UT,90.6,351,2019
Addison,VT,93.5,460,2019
Bennington,VT,91.2,376,2019
Caledonia,VT,91.3,380,2019
Chittenden,VT,94.4,481,2019
Essex,VT,86.8,218,2019
Franklin,VT,90.7,356,2019
Grand Isle,VT,92.9,440,2019
Lamoille,VT,92.8,437,2019
Orange,VT,91.8,396,2019
Orleans,VT,88.3,264,2019
Rutland,VT,92.6,428,2019
Washington,VT,93.7,465,2019
Windham,VT,92.4,420,2019
Windsor,VT,93.4,457,2019
Accomack,VA,81.5,104,2019
Albemarle,VA,92.1,409,2019
Alleghany,VA,86,197,2019
Amelia,VA,83.9,148,2019
Amherst,VA,85.6,186,2019
Appomattox,VA,85.9,194,2019
Arlington,VA,94.3,479,2019
Augusta,VA,87.4,236,2019
Bath,VA,90.3,338,2019
Bedford,VA,90,326,2019
Bland,VA,88.6,276,2019
Botetourt,VA,92.8,437,2019
Brunswick,VA,78.5,57,2019
Buchanan,VA,70.1,11,2019
Buckingham,VA,79.8,75,2019
Campbell,VA,87.2,231,2019
Caroline,VA,85.1,175,2019
Carroll,VA,80.8,93,2019
Charles City,VA,79.7,73,2019
Charlotte,VA,83.2,135,2019
Chesterfield,VA,92.3,417,2019
Clarke,VA,89.1,293,2019
Craig,VA,90.8,360,2019
Culpeper,VA,86.1,201,2019
Cumberland,VA,83.5,141,2019
Dickenson,VA,77.4,47,2019
Dinwiddie,VA,83.2,135,2019
Essex,VA,82.3,119,2019
Fairfax,VA,94,473,2019
Fauquier,VA,92.5,425,2019
Floyd,VA,87,225,2019
Fluvanna,VA,91.1,372,2019
Franklin,VA,86.3,207,2019
Frederick,VA,89.2,296,2019
Giles,VA,88.9,287,2019
Gloucester,VA,89.6,312,2019
Goochland,VA,91.4,383,2019
Grayson,VA,81.3,100,2019
Greene,VA,86.1,201,2019
Greensville,VA,77.8,50,2019
Halifax,VA,81.5,104,2019
Hanover,VA,93.1,447,2019
Henrico,VA,91.7,393,2019
Henry,VA,80.1,80,2019
Highland,VA,88.5,273,2019
Isle of Wight,VA,87.9,250,2019
James City,VA,95.1,495,2019
King and Queen,VA,88.1,257,2019
King George,VA,93.3,455,2019
King William,VA,92.1,409,2019
Lancaster,VA,90.4,342,2019
Lee,VA,76.7,40,2019
Loudoun,VA,93.9,470,2019
Louisa,VA,85.2,178,2019
Lunenburg,VA,77.8,50,2019
Madison,VA,86.1,201,2019
Mathews,VA,90.5,346,2019
Mecklenburg,VA,81.9,112,2019
Middlesex,VA,87.1,227,2019
Montgomery,VA,93.2,451,2019
Nelson,VA,85.7,190,2019
New Kent,VA,92.7,433,2019
Northampton,VA,82.5,123,2019
Northumberland,VA,91,368,2019
Nottoway,VA,79.7,73,2019
Orange,VA,88.7,280,2019
Page,VA,82.6,125,2019
Patrick,VA,80.2,82,2019
Pittsylvania,VA,82.7,126,2019
Powhatan,VA,89.9,323,2019
Prince Edward,VA,86,197,2019
Prince George,VA,90.6,351,2019
Prince William,VA,88.5,273,2019
Pulaski,VA,87.4,236,2019
Rappahannock,VA,88.4,268,2019
Richmond,VA,85.4,183,2019
Roanoke,VA,86.2,204,2019
Rockbridge,VA,86.8,218,2019
Rockingham,VA,84,150,2019
Russell,VA,80.3,85,2019
Scott,VA,81.4,102,2019
Shenandoah,VA,87,225,2019
Smyth,VA,83.3,136,2019
Southampton,VA,84.8,168,2019
Spotsylvania,VA,91.2,376,2019
Stafford,VA,93.2,451,2019
Surry,VA,85,174,2019
Sussex,VA,80.3,85,2019
Tazewell,VA,81.7,107,2019
Warren,VA,86.9,221,2019
Washington,VA,85.7,190,2019
Westmoreland,VA,84.5,162,2019
Wise,VA,75.9,34,2019
Wythe,VA,86.2,204,2019
York,VA,94.7,487,2019
Alexandria,VA,93,443,2019
Bristol,VA,84.7,166,2019
Buena Vista,VA,81.1,97,2019
Charlottesville,VA,91.1,372,2019
Chesapeake,VA,92.1,409,2019
Colonial Heights,VA,91.5,387,2019
Covington,VA,87.3,233,2019
Danville,VA,81.8,109,2019
Emporia,VA,79.4,68,2019
Falls Church,VA,98.9,511,2019
Fredericksburg,VA,90.2,335,2019
Galax,VA,75.7,33,2019
Hampton,VA,91.4,383,2019
Harrisonburg,VA,83.9,148,2019
Hopewell,VA,81.3,100,2019
Lexington,VA,91.4,383,2019
Lynchburg,VA,88.7,280,2019
Manassas,VA,82.7,126,2019
Manassas Park,VA,82.7,126,2019
Martinsville,VA,82.8,128,2019
Newport News,VA,91,368,2019
Norfolk,VA,88,254,2019
Norton,VA,84,150,2019
Petersburg,VA,82.8,128,2019
Poquoson,VA,94.9,491,2019
Portsmouth,VA,88.3,264,2019
Radford,VA,91.2,376,2019
Salem,VA,89.2,296,2019
Staunton,VA,89.7,315,2019
Suffolk,VA,89.9,323,2019
Virginia Beach,VA,93.5,460,2019
Waynesboro,VA,86.1,201,2019
Williamsburg,VA,94.7,487,2019
Winchester,VA,84.1,153,2019
Adams,WA,66.9,4,2019
Asotin,WA,91.4,383,2019
Benton,WA,90.2,335,2019
Chelan,WA,82.6,125,2019
Clallam,WA,92.5,425,2019
Clark,WA,92.7,433,2019
Columbia,WA,91.2,376,2019
Cowlitz,WA,89.3,300,2019
Douglas,WA,82.1,116,2019
Ferry,WA,87,225,2019
Franklin,WA,75,29,2019
Garfield,WA,94.4,481,2019
Grant,WA,76.7,40,2019
Grays Harbor,WA,89.7,315,2019
Island,WA,95.3,497,2019
Jefferson,WA,95.1,495,2019
King,WA,93.1,447,2019
Kitsap,WA,94.8,488,2019
Kittitas,WA,91.4,383,2019
Klickitat,WA,88,254,2019
Lewis,WA,87.5,239,2019
Lincoln,WA,92.7,433,2019
Mason,WA,88.6,276,2019
Okanogan,WA,83.9,148,2019
Pacific,WA,88.3,264,2019
Pend Oreille,WA,91.1,372,2019
Pierce,WA,91.5,387,2019
San Juan,WA,95.9,503,2019
Skagit,WA,90.2,335,2019
Skamania,WA,91.6,390,2019
Snohomish,WA,92.3,417,2019
Spokane,WA,93.8,467,2019
Stevens,WA,90.6,351,2019
Thurston,WA,93.7,465,2019
Wahkiakum,WA,92.1,409,2019
Walla Walla,WA,88.3,264,2019
Whatcom,WA,92.8,437,2019
Whitman,WA,95.5,499,2019
Yakima,WA,73.7,21,2019
Barbour,WV,85.3,181,2019
Berkeley,WV,89,290,2019
Boone,WV,79.7,73,2019
Braxton,WV,80.4,87,2019
Brooke,WV,90.6,351,2019
Cabell,WV,88,254,2019
Calhoun,WV,80.5,88,2019
Clay,WV,77.3,46,2019
Doddridge,WV,82,113,2019
Fayette,WV,82.8,128,2019
Gilmer,WV,85,174,2019
Grant,WV,82.1,116,2019
Greenbrier,WV,86,197,2019
Hampshire,WV,84.3,156,2019
Hancock,WV,90.4,342,2019
Hardy,WV,80.3,85,2019
Harrison,WV,88.8,284,2019
Jackson,WV,88.3,264,2019
Jefferson,WV,89.8,319,2019
Kanawha,WV,88.7,280,2019
Lewis,WV,88.4,268,2019
Lincoln,WV,80.9,94,2019
Logan,WV,79.8,75,2019
McDowell,WV,68.6,7,2019
Marion,WV,89.4,304,2019
Marshall,WV,92.3,417,2019
Mason,WV,86,197,2019
Mercer,WV,83.5,141,2019
Mineral,WV,92.2,413,2019
Mingo,WV,75.5,31,2019
Monongalia,WV,92.4,420,2019
Monroe,WV,84.5,162,2019
Morgan,WV,85.9,194,2019
Nicholas,WV,86.9,221,2019
Ohio,WV,93.5,460,2019
Pendleton,WV,81.4,102,2019
Pleasants,WV,89.1,293,2019
Pocahontas,WV,82.6,125,2019
Preston,WV,86.8,218,2019
Putnam,WV,91.7,393,2019
Raleigh,WV,86.5,212,2019
Randolph,WV,85.5,185,2019
Ritchie,WV,84.6,164,2019
Roane,WV,79.1,64,2019
Summers,WV,85,174,2019
Taylor,WV,89.3,300,2019
Tucker,WV,87.8,247,2019
Tyler,WV,89.2,296,2019
Upshur,WV,85.4,183,2019
Wayne,WV,79.7,73,2019
Webster,WV,79.3,67,2019
Wetzel,WV,86.2,204,2019
Wirt,WV,82.9,129,2019
Wood,WV,89.9,323,2019
Wyoming,WV,80.2,82,2019
Adams,WI,87.5,239,2019
Ashland,WI,92.2,413,2019
Barron,WI,90.2,335,2019
Bayfield,WI,95.1,495,2019
Brown,WI,92.1,409,2019
Buffalo,WI,90.9,364,2019
Burnett,WI,93.2,451,2019
Calumet,WI,94.2,477,2019
Chippewa,WI,92.8,437,2019
Clark,WI,82.3,119,2019
Columbia,WI,92.7,433,2019
Crawford,WI,91.3,380,2019
Dane,WI,95.8,502,2019
Dodge,WI,90.8,360,2019
Door,WI,94.4,481,2019
Douglas,WI,93.7,465,2019
Dunn,WI,93.7,465,2019
Eau Claire,WI,94.1,475,2019
Florence,WI,93.1,447,2019
Fond du Lac,WI,91.8,396,2019
Forest,WI,88.8,284,2019
Grant,WI,92.3,417,2019
Green,WI,92.4,420,2019
Green Lake,WI,89.8,319,2019
Iowa,WI,95.2,496,2019
Iron,WI,94.5,483,2019
Jackson,WI,89.9,323,2019
Jefferson,WI,91.8,396,2019
Juneau,WI,88.4,268,2019
Kenosha,WI,90.1,330,2019
Kewaunee,WI,93.1,447,2019
La Crosse,WI,95,493,2019
Lafayette,WI,90.8,360,2019
Langlade,WI,90.3,338,2019
Lincoln,WI,92,404,2019
Manitowoc,WI,92,404,2019
Marathon,WI,91.8,396,2019
Marinette,WI,91.1,372,2019
Marquette,WI,89.1,293,2019
Menominee,WI,91.9,400,2019
Milwaukee,WI,88.3,264,2019
Monroe,WI,90.9,364,2019
Oconto,WI,90.4,342,2019
Oneida,WI,93.1,447,2019
Outagamie,WI,94.1,475,2019
Ozaukee,WI,96.8,508,2019
Pepin,WI,91,368,2019
Pierce,WI,95.1,495,2019
Polk,WI,93.8,467,2019
Portage,WI,93.9,470,2019
Price,WI,91.8,396,2019
Racine,WI,90.5,346,2019
Richland,WI,90.1,330,2019
Rock,WI,90.8,360,2019
Rusk,WI,88,254,2019
St. Croix,WI,96.2,506,2019
Sauk,WI,90.9,364,2019
Sawyer,WI,92.3,417,2019
Shawano,WI,91.4,383,2019
Sheboygan,WI,93.2,451,2019
Taylor,WI,88.4,268,2019
Trempealeau,WI,90.7,356,2019
Vernon,WI,89.4,304,2019
Vilas,WI,93.7,465,2019
Walworth,WI,90.8,360,2019
Washburn,WI,92.2,413,2019
Washington,WI,94.9,491,2019
Waukesha,WI,96.2,506,2019
Waupaca,WI,91.8,396,2019
Waushara,WI,86.8,218,2019
Winnebago,WI,92.9,440,2019
Wood,WI,92.7,433,2019
Albany,WY,95.9,503,2019
Big Horn,WY,89.7,315,2019
Campbell,WY,92.9,440,2019
Carbon,WY,91,368,2019
Converse,WY,90.8,360,2019
Crook,WY,92.7,433,2019
Fremont,WY,92.1,409,2019
Goshen,WY,92.1,409,2019
Hot Springs,WY,94.7,487,2019
Johnson,WY,96,505,2019
Laramie,WY,93,443,2019
Lincoln,WY,92.8,437,2019
Natrona,WY,92.5,425,2019
Niobrara,WY,87.1,227,2019
Park,WY,95.5,499,2019
Platte,WY,91.1,372,2019
Sheridan,WY,95.3,497,2019
Sublette,WY,96,505,2019
Sweetwater,WY,92.8,437,2019
Teton,WY,95.2,496,2019
Uinta,WY,92.7,433,2019
Washakie,WY,89.8,319,2019
Weston,WY,93.7,465,2019
Adjuntas,,65.3,3,2019
Aguada,,65.7,3,2019
Aguadilla,,73.8,22,2019
Aguas Buenas,,70.7,13,2019
Aibonito,,78.1,53,2019
Añasco,,69.6,9,2019
Arecibo,,76.8,41,2019
Arroyo,,79.2,66,2019
Barceloneta,,74.1,23,2019
Barranquitas,,72.7,17,2019
Bayamón,,80.7,91,2019
Cabo Rojo,,70.3,11,2019
Caguas,,81.4,102,2019
Camuy,,71,14,2019
Canóvanas,,75.1,29,2019
Carolina,,84.6,164,2019
Cataño,,73.5,20,2019
Cayey,,75.4,31,2019
Ceiba,,73.2,19,2019
Ciales,,67.1,5,2019
Cidra,,76.1,35,2019
Coamo,,77.9,51,2019
Comerío,,70.3,11,2019
Corozal,,69.3,8,2019
Culebra,,70.4,12,2019
Dorado,,80.9,94,2019
Fajardo,,80.1,80,2019
Florida,,77.6,49,2019
Guánica,,69.9,10,2019
Guayama,,76.9,42,2019
Guayanilla,,76.9,42,2019
Guaynabo,,84.5,162,2019
Gurabo,,80.3,85,2019
Hatillo,,72.6,17,2019
Hormigueros,,76.4,37,2019
Humacao,,76.6,39,2019
Isabela,,70.5,12,2019
Jayuya,,75.6,32,2019
Juana Díaz,,77,43,2019
Juncos,,75.5,31,2019
Lajas,,62.7,2,2019
Lares,,64.6,2,2019
Las Marías,,54.4,0,2019
Las Piedras,,77.8,50,2019
Loíza,,75,29,2019
Luquillo,,77,43,2019
Manatí,,72.6,17,2019
Maricao,,51.8,0,2019
Maunabo,,66.5,4,2019
Mayagüez,,71.9,16,2019
Moca,,69.4,9,2019
Morovis,,70.5,12,2019
Naguabo,,73.6,20,2019
Naranjito,,70.8,13,2019
Orocovis,,67.7,6,2019
Patillas,,73.1,18,2019
Peñuelas,,73.8,22,2019
Ponce,,78.1,53,2019
Quebradillas,,73.9,22,2019
Rincón,,67.1,5,2019
Río Grande,,78.1,53,2019
Sabana Grande,,74.3,25,2019
Salinas,,73.8,22,2019
San Germán,,71.6,15,2019
San Juan,,81.3,100,2019
San Lorenzo,,71.9,16,2019
San Sebastián,,67.8,6,2019
Santa Isabel,,83.8,147,2019
Toa Alta,,82.6,125,2019
Toa Baja,,81.1,97,2019
Trujillo Alto,,84.4,158,2019
Utuado,,72.2,16,2019
Vega Alta,,73,18,2019
Vega Baja,,71.6,15,2019
Vieques,,71.2,14,2019
Villalba,,78,52,2019
Yabucoa,,71,14,2019
Yauco,,73.4,19,2019
