county,state,sexRatio,sexRatioBucket,year
Arkansas,AR,91.6,40,2019
Ashley,AR,94.1,89,2019
Baxter,AR,94.2,92,2019
Benton,AR,98.7,267,2019
Boone,AR,97.6,219,2019
Bradley,AR,90.2,26,2019
Calhoun,AR,101.0,350,2019
Carroll,AR,98.9,275,2019
Chicot,AR,97.5,216,2019
Clark,AR,88.4,13,2019
Clay,AR,96.9,184,2019
Cleburne,AR,98.2,247,2019
Cleveland,AR,97.2,200,2019
Columbia,AR,92.2,45,2019
Conway,AR,94.9,112,2019
Craighead,AR,95.3,123,2019
Crawford,AR,97.1,195,2019
Crittenden,AR,90.8,30,2019
Cross,AR,92.7,53,2019
Dallas,AR,97.3,207,2019
Desha,AR,90.5,28,2019
Drew,AR,96.1,154,2019
Faulkner,AR,95.5,133,2019
Franklin,AR,97.0,190,2019
Fulton,AR,99.7,309,2019
Garland,AR,92.3,47,2019
Grant,AR,96.3,162,2019
Greene,AR,96.6,172,2019
Hempstead,AR,89.6,19,2019
Hot Spring,AR,108.5,453,2019
Howard,AR,92.3,47,2019
Independence,AR,96.2,158,2019
Izard,AR,108.7,454,2019
Jackson,AR,98.0,237,2019
Jefferson,AR,97.9,232,2019
Johnson,AR,96.7,176,2019
Lafayette,AR,102.4,385,2019
Lawrence,AR,98.5,260,2019
Lee,AR,131.4,500,2019
Lincoln,AR,177.8,510,2019
Little River,AR,93.5,71,2019
Logan,AR,97.1,195,2019
Lonoke,AR,96.9,184,2019
Madison,AR,98.3,251,2019
Marion,AR,93.4,68,2019
Miller,AR,96.2,158,2019
Mississippi,AR,94.2,92,2019
Monroe,AR,88.4,13,2019
Montgomery,AR,100.1,324,2019
Nevada,AR,103.0,395,2019
Newton,AR,98.1,242,2019
Ouachita,AR,91.3,35,2019
Perry,AR,99.8,315,2019
Phillips,AR,88.5,14,2019
Pike,AR,97.6,219,2019
Poinsett,AR,95.0,114,2019
Polk,AR,93.7,77,2019
Pope,AR,96.6,172,2019
Prairie,AR,100.0,321,2019
Pulaski,AR,91.6,40,2019
Randolph,AR,99.8,315,2019
St. Francis,AR,119.4,489,2019
Saline,AR,96.3,162,2019
Scott,AR,104.9,423,2019
Searcy,AR,102.3,384,2019
Sebastian,AR,95.5,133,2019
Sevier,AR,101.0,350,2019
Sharp,AR,96.1,154,2019
Stone,AR,98.5,260,2019
Union,AR,93.9,82,2019
Van Buren,AR,97.5,216,2019
Washington,AR,99.6,305,2019
White,AR,95.5,133,2019
Woodruff,AR,85.2,4,2019
Yell,AR,100.4,332,2019
Alameda,CA,96.7,176,2019
Alpine,CA,114.2,476,2019
Amador,CA,116.0,481,2019
Butte,CA,97.9,232,2019
Calaveras,CA,99.2,290,2019
Colusa,CA,105.1,427,2019
Contra Costa,CA,95.7,139,2019
Del Norte,CA,115.6,480,2019
El Dorado,CA,99.2,290,2019
Fresno,CA,99.5,301,2019
Glenn,CA,103.3,400,2019
Humboldt,CA,98.8,269,2019
Imperial,CA,105.5,432,2019
Inyo,CA,101.6,368,2019
Kern,CA,105.1,427,2019
Kings,CA,122.6,494,2019
Lake,CA,98.6,263,2019
Lassen,CA,193.9,511,2019
Los Angeles,CA,97.2,200,2019
Madera,CA,93.2,64,2019
Marin,CA,95.5,133,2019
Mariposa,CA,103.8,409,2019
Mendocino,CA,98.3,251,2019
Merced,CA,101.9,374,2019
Modoc,CA,108.1,450,2019
Mono,CA,114.3,476,2019
Monterey,CA,104.0,412,2019
Napa,CA,99.4,297,2019
Nevada,CA,97.3,207,2019
Orange,CA,97.5,216,2019
Placer,CA,95.3,123,2019
Plumas,CA,99.0,281,2019
Riverside,CA,99.2,290,2019
Sacramento,CA,95.6,137,2019
San Benito,CA,99.8,315,2019
San Bernardino,CA,99.1,284,2019
San Diego,CA,101.4,362,2019
San Francisco,CA,104.1,413,2019
San Joaquin,CA,99.4,297,2019
San Luis Obispo,CA,102.8,392,2019
San Mateo,CA,97.7,223,2019
Santa Barbara,CA,100.2,326,2019
Santa Clara,CA,102.2,381,2019
Santa Cruz,CA,98.1,242,2019
Shasta,CA,96.6,172,2019
Sierra,CA,114.8,478,2019
Siskiyou,CA,99.8,315,2019
Solano,CA,99.0,281,2019
Sonoma,CA,95.4,128,2019
Stanislaus,CA,98.0,237,2019
Sutter,CA,99.2,290,2019
Tehama,CA,98.9,275,2019
Trinity,CA,106.0,436,2019
Tulare,CA,100.0,321,2019
Tuolumne,CA,108.4,452,2019
Ventura,CA,97.9,232,2019
Yolo,CA,94.2,92,2019
Yuba,CA,104.1,413,2019
Adams,CO,102.0,376,2019
Alamosa,CO,100.1,324,2019
Arapahoe,CO,98.0,237,2019
Archuleta,CO,100.9,347,2019
Baca,CO,96.0,150,2019
Bent,CO,182.0,511,2019
Boulder,CO,101.2,356,2019
Broomfield,CO,99.3,293,2019
Chaffee,CO,115.6,480,2019
Cheyenne,CO,99.8,315,2019
Clear Creek,CO,101.3,359,2019
Conejos,CO,101.2,356,2019
Costilla,CO,112.8,471,2019
Crowley,CO,174.0,510,2019
Custer,CO,104.6,420,2019
Delta,CO,102.3,384,2019
Denver,CO,100.3,330,2019
Dolores,CO,127.9,498,2019
Douglas,CO,99.7,309,2019
Eagle,CO,113.4,473,2019
Elbert,CO,102.5,386,2019
El Paso,CO,102.0,376,2019
Fremont,CO,139.9,503,2019
Garfield,CO,104.0,412,2019
Gilpin,CO,102.6,388,2019
Grand,CO,112.1,470,2019
Gunnison,CO,118.2,485,2019
Hinsdale,CO,81.6,1,2019
Huerfano,CO,97.0,190,2019
Jackson,CO,105.7,434,2019
Jefferson,CO,99.3,293,2019
Kiowa,CO,94.1,89,2019
Kit Carson,CO,115.7,480,2019
Lake,CO,125.1,497,2019
La Plata,CO,101.4,362,2019
Larimer,CO,99.5,301,2019
Las Animas,CO,110.4,463,2019
Lincoln,CO,175.9,510,2019
Logan,CO,117.4,483,2019
Mesa,CO,97.4,211,2019
Mineral,CO,105.0,425,2019
Moffat,CO,107.4,446,2019
Montezuma,CO,97.8,227,2019
Montrose,CO,97.0,190,2019
Morgan,CO,101.3,359,2019
Otero,CO,94.9,112,2019
Ouray,CO,103.3,400,2019
Park,CO,113.9,474,2019
Phillips,CO,107.8,448,2019
Pitkin,CO,108.9,456,2019
Prowers,CO,104.1,413,2019
Pueblo,CO,97.0,190,2019
Rio Blanco,CO,104.4,417,2019
Rio Grande,CO,99.3,293,2019
Routt,CO,108.4,452,2019
Saguache,CO,99.2,290,2019
San Juan,CO,98.3,251,2019
San Miguel,CO,111.3,467,2019
Sedgwick,CO,91.4,36,2019
Summit,CO,119.7,490,2019
Teller,CO,103.6,406,2019
Washington,CO,110.0,461,2019
Weld,CO,102.1,379,2019
Yuma,CO,99.0,281,2019
Fairfield,CT,94.9,112,2019
Hartford,CT,94.4,97,2019
Litchfield,CT,98.1,242,2019
Middlesex,CT,95.5,133,2019
New Haven,CT,93.1,62,2019
New London,CT,100.5,336,2019
Tolland,CT,100.2,326,2019
Windham,CT,98.1,242,2019
Kent,DE,93.1,62,2019
New Castle,DE,93.8,79,2019
Sussex,DE,93.6,74,2019
District of,,90.3,27,2019
Alachua,FL,93.4,68,2019
Baker,FL,108.8,455,2019
Bay,FL,98.8,269,2019
Bradford,FL,122.2,493,2019
Brevard,FL,95.8,144,2019
Broward,FL,94.9,112,2019
Calhoun,FL,122.8,494,2019
Charlotte,FL,95.5,133,2019
Citrus,FL,94.3,94,2019
Clay,FL,97.4,211,2019
Collier,FL,97.0,190,2019
Columbia,FL,107.4,446,2019
DeSoto,FL,129.7,499,2019
Dixie,FL,127.2,498,2019
Duval,FL,94.2,92,2019
Escambia,FL,98.0,237,2019
Flagler,FL,91.3,35,2019
Franklin,FL,132.6,501,2019
Gadsden,FL,90.2,26,2019
Gilchrist,FL,110.3,463,2019
Glades,FL,125.0,497,2019
Gulf,FL,140.9,503,2019
Hamilton,FL,141.9,504,2019
Hardee,FL,118.2,485,2019
Hendry,FL,112.9,472,2019
Hernando,FL,92.4,48,2019
Highlands,FL,94.9,112,2019
Hillsborough,FL,95.6,137,2019
Holmes,FL,118.7,487,2019
Indian River,FL,92.4,48,2019
Jackson,FL,121.7,493,2019
Jefferson,FL,110.4,463,2019
Lafayette,FL,145.9,505,2019
Lake,FL,94.1,89,2019
Lee,FL,96.0,150,2019
Leon,FL,90.3,27,2019
Levy,FL,95.3,123,2019
Liberty,FL,147.5,506,2019
Madison,FL,114.8,478,2019
Manatee,FL,93.7,77,2019
Marion,FL,92.3,47,2019
Martin,FL,97.9,232,2019
Miami-Dade,FL,94.5,99,2019
Monroe,FL,108.8,455,2019
Nassau,FL,98.4,254,2019
Okaloosa,FL,103.0,395,2019
Okeechobee,FL,117.2,483,2019
Orange,FL,96.3,162,2019
Osceola,FL,97.3,207,2019
Palm Beach,FL,94.1,89,2019
Pasco,FL,94.8,108,2019
Pinellas,FL,92.4,48,2019
Polk,FL,96.1,154,2019
Putnam,FL,98.0,237,2019
St. Johns,FL,94.8,108,2019
St. Lucie,FL,95.3,123,2019
Santa Rosa,FL,104.5,419,2019
Sarasota,FL,91.2,34,2019
Seminole,FL,93.5,71,2019
Sumter,FL,100.1,324,2019
Suwannee,FL,105.7,434,2019
Taylor,FL,127.4,498,2019
Union,FL,187.4,511,2019
Volusia,FL,95.1,117,2019
Wakulla,FL,118.7,487,2019
Walton,FL,102.4,385,2019
Washington,FL,118.1,485,2019
Appling,GA,102.1,379,2019
Atkinson,GA,102.9,393,2019
Bacon,GA,95.5,133,2019
Baker,GA,95.5,133,2019
Baldwin,GA,102.3,384,2019
Banks,GA,101.0,350,2019
Barrow,GA,96.2,158,2019
Bartow,GA,97.6,219,2019
Ben Hill,GA,91.5,38,2019
Berrien,GA,96.1,154,2019
Bibb,GA,88.5,14,2019
Bleckley,GA,89.6,19,2019
Brantley,GA,96.2,158,2019
Brooks,GA,95.4,128,2019
Bryan,GA,99.4,297,2019
Bulloch,GA,96.2,158,2019
Burke,GA,90.8,30,2019
Butts,GA,114.2,476,2019
Calhoun,GA,157.3,508,2019
Camden,GA,106.8,441,2019
Candler,GA,97.6,219,2019
Carroll,GA,94.8,108,2019
Catoosa,GA,92.2,45,2019
Charlton,GA,133.5,502,2019
Chatham,GA,92.8,54,2019
Chattahoochee,GA,186.6,511,2019
Chattooga,GA,107.6,447,2019
Cherokee,GA,96.9,184,2019
Clarke,GA,90.8,30,2019
Clay,GA,93.6,74,2019
Clayton,GA,88.0,12,2019
Clinch,GA,102.2,381,2019
Cobb,GA,93.8,79,2019
Coffee,GA,106.2,437,2019
Colquitt,GA,97.9,232,2019
Columbia,GA,95.9,147,2019
Cook,GA,91.9,42,2019
Coweta,GA,94.9,112,2019
Crawford,GA,111.0,466,2019
Crisp,GA,93.2,64,2019
Dade,GA,95.5,133,2019
Dawson,GA,99.3,293,2019
Decatur,GA,92.5,50,2019
DeKalb,GA,89.7,20,2019
Dodge,GA,111.0,466,2019
Dooly,GA,117.9,485,2019
Dougherty,GA,85.8,5,2019
Douglas,GA,91.0,32,2019
Early,GA,86.8,7,2019
Echols,GA,90.2,26,2019
Effingham,GA,98.1,242,2019
Elbert,GA,92.4,48,2019
Emanuel,GA,96.2,158,2019
Evans,GA,98.0,237,2019
Fannin,GA,94.2,92,2019
Fayette,GA,94.1,89,2019
Floyd,GA,93.7,77,2019
Forsyth,GA,98.8,269,2019
Franklin,GA,95.4,128,2019
Fulton,GA,93.8,79,2019
Gilmer,GA,99.6,305,2019
Glascock,GA,95.2,119,2019
Glynn,GA,88.9,16,2019
Gordon,GA,98.0,237,2019
Grady,GA,94.7,105,2019
Greene,GA,96.8,179,2019
Gwinnett,GA,95.5,133,2019
Habersham,GA,90.0,22,2019
Hall,GA,99.0,281,2019
Hancock,GA,130.2,499,2019
Haralson,GA,93.5,71,2019
Harris,GA,101.1,352,2019
Hart,GA,96.6,172,2019
Heard,GA,97.6,219,2019
Henry,GA,91.2,34,2019
Houston,GA,94.1,89,2019
Irwin,GA,111.1,466,2019
Jackson,GA,98.2,247,2019
Jasper,GA,93.7,77,2019
Jeff Davis,GA,95.6,137,2019
Jefferson,GA,92.9,56,2019
Jenkins,GA,87.1,8,2019
Johnson,GA,131.5,501,2019
Jones,GA,92.4,48,2019
Lamar,GA,95.3,123,2019
Lanier,GA,93.9,82,2019
Laurens,GA,89.8,21,2019
Lee,GA,99.8,315,2019
Liberty,GA,103.1,397,2019
Lincoln,GA,87.9,12,2019
Long,GA,102.4,385,2019
Lowndes,GA,94.8,108,2019
Lumpkin,GA,94.4,97,2019
McDuffie,GA,84.5,3,2019
McIntosh,GA,101.2,356,2019
Macon,GA,120.2,490,2019
Madison,GA,96.5,168,2019
Marion,GA,91.6,40,2019
Meriwether,GA,94.1,89,2019
Miller,GA,94.1,89,2019
Mitchell,GA,107.7,447,2019
Monroe,GA,100.0,321,2019
Montgomery,GA,105.1,427,2019
Morgan,GA,96.0,150,2019
Murray,GA,98.2,247,2019
Muscogee,GA,95.3,123,2019
Newton,GA,90.1,24,2019
Oconee,GA,96.6,172,2019
Oglethorpe,GA,102.5,386,2019
Paulding,GA,95.2,119,2019
Peach,GA,94.7,105,2019
Pickens,GA,98.3,251,2019
Pierce,GA,101.5,365,2019
Pike,GA,95.7,139,2019
Polk,GA,96.7,176,2019
Pulaski,GA,86.4,6,2019
Putnam,GA,94.0,85,2019
Quitman,GA,90.4,27,2019
Rabun,GA,97.5,216,2019
Randolph,GA,94.0,85,2019
Richmond,GA,93.6,74,2019
Rockdale,GA,89.0,16,2019
Schley,GA,97.2,200,2019
Screven,GA,94.6,102,2019
Seminole,GA,90.3,27,2019
Spalding,GA,93.9,82,2019
Stephens,GA,87.0,7,2019
Stewart,GA,198.8,511,2019
Sumter,GA,89.5,18,2019
Talbot,GA,93.3,67,2019
Taliaferro,GA,96.9,184,2019
Tattnall,GA,142.7,504,2019
Taylor,GA,90.8,30,2019
Telfair,GA,135.9,502,2019
Terrell,GA,91.1,33,2019
Thomas,GA,91.0,32,2019
Tift,GA,94.3,94,2019
Toombs,GA,86.1,6,2019
Towns,GA,88.8,15,2019
Treutlen,GA,105.9,435,2019
Troup,GA,91.5,38,2019
Turner,GA,91.8,42,2019
Twiggs,GA,96.3,162,2019
Union,GA,95.1,117,2019
Upson,GA,90.8,30,2019
Walker,GA,98.2,247,2019
Walton,GA,94.3,94,2019
Ware,GA,101.4,362,2019
Warren,GA,87.3,9,2019
Washington,GA,105.0,425,2019
Wayne,GA,101.4,362,2019
Webster,GA,95.1,117,2019
Wheeler,GA,171.9,509,2019
White,GA,95.4,128,2019
Whitfield,GA,98.4,254,2019
Wilcox,GA,149.4,507,2019
Wilkes,GA,94.0,85,2019
Wilkinson,GA,90.2,26,2019
Worth,GA,92.9,56,2019
Hawaii,HI,98.6,263,2019
Honolulu,HI,101.5,365,2019
Kalawao,HI,83.3,2,2019
Kauai,HI,98.0,237,2019
Maui,HI,99.1,284,2019
Ada,ID,100.4,332,2019
Adams,ID,106.4,438,2019
Bannock,ID,99.3,293,2019
Bear Lake,ID,97.2,200,2019
Benewah,ID,102.3,384,2019
Bingham,ID,100.0,321,2019
Blaine,ID,106.2,437,2019
Boise,ID,105.0,425,2019
Bonner,ID,99.5,301,2019
Bonneville,ID,100.4,332,2019
Boundary,ID,99.9,317,2019
Butte,ID,111.2,466,2019
Camas,ID,90.2,26,2019
Canyon,ID,97.9,232,2019
Caribou,ID,105.5,432,2019
Cassia,ID,103.5,404,2019
Clark,ID,110.9,465,2019
Clearwater,ID,125.7,497,2019
Custer,ID,106.2,437,2019
Elmore,ID,110.8,464,2019
Franklin,ID,105.6,433,2019
Fremont,ID,107.7,447,2019
Gem,ID,98.9,275,2019
Gooding,ID,105.4,431,2019
Idaho,ID,110.9,465,2019
Jefferson,ID,103.7,407,2019
Jerome,ID,102.0,376,2019
Kootenai,ID,97.7,223,2019
Latah,ID,105.2,429,2019
Lemhi,ID,103.3,400,2019
Lewis,ID,98.0,237,2019
Lincoln,ID,110.2,462,2019
Madison,ID,103.4,402,2019
Minidoka,ID,99.9,317,2019
Nez Perce,ID,97.3,207,2019
Oneida,ID,95.8,144,2019
Owyhee,ID,106.3,438,2019
Payette,ID,98.5,260,2019
Power,ID,102.4,385,2019
Shoshone,ID,99.8,315,2019
Teton,ID,109.5,459,2019
Twin Falls,ID,97.0,190,2019
Valley,ID,102.1,379,2019
Washington,ID,95.9,147,2019
Adams,IL,95.5,133,2019
Alexander,IL,91.5,38,2019
Bond,IL,107.2,444,2019
Boone,IL,100.2,326,2019
Brown,IL,172.2,509,2019
Bureau,IL,97.3,207,2019
Calhoun,IL,100.4,332,2019
Carroll,IL,98.5,260,2019
Cass,IL,99.7,309,2019
Champaign,IL,99.4,297,2019
Christian,IL,102.2,381,2019
Clark,IL,97.4,211,2019
Clay,IL,99.7,309,2019
Clinton,IL,108.7,454,2019
Coles,IL,94.0,85,2019
Cook,IL,94.3,94,2019
Crawford,IL,109.3,458,2019
Cumberland,IL,102.2,381,2019
DeKalb,IL,98.4,254,2019
De Witt,IL,99.5,301,2019
Douglas,IL,98.2,247,2019
DuPage,IL,96.5,168,2019
Edgar,IL,96.3,162,2019
Edwards,IL,99.4,297,2019
Effingham,IL,98.7,267,2019
Fayette,IL,113.6,473,2019
Ford,IL,97.5,216,2019
Franklin,IL,97.3,207,2019
Fulton,IL,109.2,457,2019
Gallatin,IL,94.7,105,2019
Greene,IL,100.8,344,2019
Grundy,IL,99.8,315,2019
Hamilton,IL,99.2,290,2019
Hancock,IL,99.6,305,2019
Hardin,IL,99.8,315,2019
Henderson,IL,97.2,200,2019
Henry,IL,99.2,290,2019
Iroquois,IL,95.4,128,2019
Jackson,IL,97.8,227,2019
Jasper,IL,99.0,281,2019
Jefferson,IL,105.5,432,2019
Jersey,IL,95.6,137,2019
Jo Daviess,IL,101.3,359,2019
Johnson,IL,125.0,497,2019
Kane,IL,99.2,290,2019
Kankakee,IL,97.0,190,2019
Kendall,IL,97.2,200,2019
Knox,IL,102.7,390,2019
Lake,IL,99.8,315,2019
LaSalle,IL,101.4,362,2019
Lawrence,IL,118.3,486,2019
Lee,IL,113.7,474,2019
Livingston,IL,104.6,420,2019
Logan,IL,97.2,200,2019
McDonough,IL,95.0,114,2019
McHenry,IL,99.3,293,2019
McLean,IL,94.6,102,2019
Macon,IL,92.1,44,2019
Macoupin,IL,98.3,251,2019
Madison,IL,95.1,117,2019
Marion,IL,97.3,207,2019
Marshall,IL,98.3,251,2019
Mason,IL,97.0,190,2019
Massac,IL,89.5,18,2019
Menard,IL,96.1,154,2019
Mercer,IL,99.9,317,2019
Monroe,IL,96.6,172,2019
Montgomery,IL,110.5,463,2019
Morgan,IL,100.6,339,2019
Moultrie,IL,96.7,176,2019
Ogle,IL,98.4,254,2019
Peoria,IL,94.1,89,2019
Perry,IL,120.8,491,2019
Piatt,IL,97.0,190,2019
Pike,IL,97.7,223,2019
Pope,IL,116.5,482,2019
Pulaski,IL,97.3,207,2019
Putnam,IL,107.4,446,2019
Randolph,IL,124.0,495,2019
Richland,IL,97.8,227,2019
Rock Island,IL,97.2,200,2019
St. Clair,IL,93.5,71,2019
Saline,IL,96.9,184,2019
Sangamon,IL,92.3,47,2019
Schuyler,IL,109.9,460,2019
Scott,IL,94.9,112,2019
Shelby,IL,97.3,207,2019
Stark,IL,97.6,219,2019
Stephenson,IL,93.7,77,2019
Tazewell,IL,96.9,184,2019
Union,IL,100.6,339,2019
Vermilion,IL,98.9,275,2019
Wabash,IL,96.4,165,2019
Warren,IL,91.0,32,2019
Washington,IL,101.1,352,2019
Wayne,IL,97.8,227,2019
White,IL,95.8,144,2019
Whiteside,IL,97.9,232,2019
Will,IL,98.5,260,2019
Williamson,IL,99.5,301,2019
Winnebago,IL,95.4,128,2019
Woodford,IL,100.1,324,2019
Adams,IN,99.6,305,2019
Allen,IN,95.6,137,2019
Bartholomew,IN,99.7,309,2019
Benton,IN,99.7,309,2019
Blackford,IN,98.6,263,2019
Boone,IN,97.9,232,2019
Brown,IN,95.4,128,2019
Carroll,IN,101.0,350,2019
Cass,IN,100.8,344,2019
Clark,IN,95.3,123,2019
Clay,IN,97.1,195,2019
Clinton,IN,99.1,284,2019
Crawford,IN,102.7,390,2019
Daviess,IN,101.5,365,2019
Dearborn,IN,99.3,293,2019
Decatur,IN,98.5,260,2019
DeKalb,IN,99.5,301,2019
Delaware,IN,93.4,68,2019
Dubois,IN,99.1,284,2019
Elkhart,IN,98.0,237,2019
Fayette,IN,96.7,176,2019
Floyd,IN,93.3,67,2019
Fountain,IN,101.0,350,2019
Franklin,IN,97.3,207,2019
Fulton,IN,97.2,200,2019
Gibson,IN,101.1,352,2019
Grant,IN,91.2,34,2019
Greene,IN,98.7,267,2019
Hamilton,IN,95.3,123,2019
Hancock,IN,97.2,200,2019
Harrison,IN,98.9,275,2019
Hendricks,IN,99.7,309,2019
Henry,IN,111.0,466,2019
Howard,IN,93.9,82,2019
Huntington,IN,97.2,200,2019
Jackson,IN,98.5,260,2019
Jasper,IN,100.1,324,2019
Jay,IN,100.6,339,2019
Jefferson,IN,90.9,31,2019
Jennings,IN,101.6,368,2019
Johnson,IN,96.5,168,2019
Knox,IN,103.1,397,2019
Kosciusko,IN,99.8,315,2019
LaGrange,IN,102.2,381,2019
Lake,IN,93.7,77,2019
LaPorte,IN,106.2,437,2019
Lawrence,IN,97.5,216,2019
Madison,IN,99.8,315,2019
Marion,IN,93.0,59,2019
Marshall,IN,99.6,305,2019
Martin,IN,102.1,379,2019
Miami,IN,113.3,472,2019
Monroe,IN,99.0,281,2019
Montgomery,IN,102.6,388,2019
Morgan,IN,98.1,242,2019
Newton,IN,99.8,315,2019
Noble,IN,101.0,350,2019
Ohio,IN,99.0,281,2019
Orange,IN,100.7,341,2019
Owen,IN,104.3,416,2019
Parke,IN,93.1,62,2019
Perry,IN,114.4,476,2019
Pike,IN,99.6,305,2019
Porter,IN,98.0,237,2019
Posey,IN,99.4,297,2019
Pulaski,IN,101.6,368,2019
Putnam,IN,112.1,470,2019
Randolph,IN,96.1,154,2019
Ripley,IN,97.8,227,2019
Rush,IN,94.7,105,2019
St. Joseph,IN,94.6,102,2019
Scott,IN,96.7,176,2019
Shelby,IN,96.9,184,2019
Spencer,IN,100.8,344,2019
Starke,IN,99.1,284,2019
Steuben,IN,103.8,409,2019
Sullivan,IN,114.7,477,2019
Switzerland,IN,107.4,446,2019
Tippecanoe,IN,104.3,416,2019
Tipton,IN,98.9,275,2019
Union,IN,95.8,144,2019
Vanderburgh,IN,93.6,74,2019
Vermillion,IN,100.2,326,2019
Vigo,IN,103.1,397,2019
Wabash,IN,95.5,133,2019
Warren,IN,99.5,301,2019
Warrick,IN,97.0,190,2019
Washington,IN,99.4,297,2019
Wayne,IN,94.5,99,2019
Wells,IN,96.2,158,2019
White,IN,99.8,315,2019
Whitley,IN,98.7,267,2019
Adair,IA,97.9,232,2019
Adams,IA,99.5,301,2019
Allamakee,IA,102.0,376,2019
Appanoose,IA,97.2,200,2019
Audubon,IA,98.9,275,2019
Benton,IA,99.5,301,2019
Black Hawk,IA,96.7,176,2019
Boone,IA,100.3,330,2019
Bremer,IA,98.1,242,2019
Buchanan,IA,97.6,219,2019
Buena Vista,IA,99.4,297,2019
Butler,IA,99.4,297,2019
Calhoun,IA,107.9,449,2019
Carroll,IA,97.4,211,2019
Cass,IA,97.3,207,2019
Cedar,IA,98.9,275,2019
Cerro Gordo,IA,95.3,123,2019
Cherokee,IA,101.7,370,2019
Chickasaw,IA,102.6,388,2019
Clarke,IA,96.1,154,2019
Clay,IA,97.4,211,2019
Clayton,IA,103.1,397,2019
Clinton,IA,95.9,147,2019
Crawford,IA,99.4,297,2019
Dallas,IA,97.4,211,2019
