county,state,population,populationBucket,year
Oakland,MI,1020293,507,2019
Oceana,MI,21071,257,2019
Ogemaw,MI,17551,227,2019
Ontonagon,MI,5249,69,2019
Osceola,MI,18710,237,2019
Oscoda,MI,6841,94,2019
Otsego,MI,20003,247,2019
Ottawa,MI,225342,472,2019
Presque Isle,MI,10934,151,2019
Roscommon,MI,20689,253,2019
Saginaw,MI,155785,458,2019
St. Clair,MI,130167,447,2019
St. Joseph,MI,47612,371,2019
Sanilac,MI,33549,328,2019
Schoolcraft,MI,6843,94,2019
Shiawassee,MI,55791,387,2019
Tuscola,MI,43338,361,2019
Van Buren,MI,59822,392,2019
Washtenaw,MI,306370,483,2019
Wayne,MI,1386924,508,2019
Wexford,MI,26272,289,2019
Aitkin,MN,13536,184,2019
Anoka,MN,275742,479,2019
Becker,MN,26656,292,2019
Beltrami,MN,35787,337,2019
Benton,MN,30904,315,2019
Big Stone,MN,4058,50,2019
Blue Earth,MN,55034,386,2019
Brown,MN,20407,250,2019
Carlton,MN,28465,301,2019
Carver,MN,77762,413,2019
Cass,MN,23724,275,2019
Chippewa,MN,9500,133,2019
Chisago,MN,44225,363,2019
Clay,MN,49469,375,2019
Clearwater,MN,6914,96,2019
Cook,MN,4664,59,2019
Cottonwood,MN,8843,126,2019
Crow Wing,MN,51852,380,2019
Dakota,MN,329870,485,2019
Dodge,MN,15898,211,2019
Douglas,MN,30306,311,2019
Faribault,MN,11083,153,2019
Fillmore,MN,16391,217,2019
Freeborn,MN,24510,280,2019
Goodhue,MN,37144,343,2019
Grant,MN,4724,61,2019
Hennepin,MN,999325,506,2019
Houston,MN,15053,203,2019
Hubbard,MN,17066,222,2019
Isanti,MN,31003,316,2019
Itasca,MN,36888,342,2019
Jackson,MN,8018,115,2019
Kanabec,MN,13075,178,2019
Kandiyohi,MN,33403,327,2019
Kittson,MN,3507,43,2019
Koochiching,MN,10534,147,2019
Lac qui Parle,MN,5608,74,2019
Lake,MN,8888,126,2019
Lake of the Woods,MN,3067,37,2019
Le Sueur,MN,22189,265,2019
Lincoln,MN,4495,57,2019
Lyon,MN,19930,246,2019
McLeod,MN,28517,302,2019
Mahnomen,MN,3917,48,2019
Marshall,MN,7471,106,2019
Martin,MN,15973,212,2019
Meeker,MN,18154,233,2019
Mille Lacs,MN,20382,250,2019
Morrison,MN,26220,289,2019
Mower,MN,30950,316,2019
Murray,MN,6689,92,2019
Nicollet,MN,27246,295,2019
Nobles,MN,16353,216,2019
Norman,MN,5167,67,2019
Olmsted,MN,120694,442,2019
Otter Tail,MN,47000,370,2019
Pennington,MN,11229,156,2019
Pine,MN,24107,278,2019
Pipestone,MN,7098,99,2019
Polk,MN,24722,281,2019
Pope,MN,8982,128,2019
Ramsey,MN,430542,492,2019
Red Lake,MN,3140,37,2019
Redwood,MN,12008,166,2019
Renville,MN,11628,162,2019
Rice,MN,53338,382,2019
Rock,MN,7322,103,2019
Roseau,MN,12038,167,2019
St. Louis,MN,166238,461,2019
Scott,MN,109420,437,2019
Sherburne,MN,72540,408,2019
Sibley,MN,11759,163,2019
Stearns,MN,125869,445,2019
Steele,MN,28430,301,2019
Stevens,MN,7904,113,2019
Swift,MN,7476,106,2019
Todd,MN,19253,241,2019
Traverse,MN,2737,32,2019
Wabasha,MN,17463,226,2019
Wadena,MN,10638,148,2019
Waseca,MN,14993,202,2019
Washington,MN,200390,469,2019
Watonwan,MN,8591,123,2019
Wilkin,MN,5017,65,2019
Winona,MN,42667,359,2019
Wright,MN,100982,431,2019
Yellow Medicine,MN,7805,110,2019
Adams,MS,25405,284,2019
Alcorn,MS,29499,307,2019
Amite,MS,10147,144,2019
Attala,MS,14283,194,2019
Benton,MS,6670,91,2019
Bolivar,MS,24856,281,2019
Calhoun,MS,11406,158,2019
Carroll,MS,8372,119,2019
Chickasaw,MS,13362,182,2019
Choctaw,MS,6688,91,2019
Claiborne,MS,7364,103,2019
Clarke,MS,12580,172,2019
Clay,MS,15797,210,2019
Coahoma,MS,17581,227,2019
Copiah,MS,22629,269,2019
Covington,MS,14754,198,2019
DeSoto,MS,138599,451,2019
Forrest,MS,59298,391,2019
Franklin,MS,6022,82,2019
George,MS,18399,235,2019
Greene,MS,11392,157,2019
Grenada,MS,16756,220,2019
Hancock,MS,38366,347,2019
Harrison,MS,160495,459,2019
Hinds,MS,187160,466,2019
Holmes,MS,13641,186,2019
Humphreys,MS,6366,85,2019
Issaquena,MS,1174,9,2019
Itawamba,MS,18897,239,2019
Jackson,MS,113243,439,2019
Jasper,MS,13119,179,2019
Jefferson,MS,5764,78,2019
Jefferson Davis,MS,9370,132,2019
Jones,MS,52790,381,2019
Kemper,MS,8438,120,2019
Lafayette,MS,44747,364,2019
Lamar,MS,48185,372,2019
Lauderdale,MS,60142,393,2019
Lawrence,MS,9852,139,2019
Leake,MS,17501,226,2019
Lee,MS,65856,402,2019
Leflore,MS,21930,264,2019
Lincoln,MS,27150,294,2019
Lowndes,MS,46829,370,2019
Madison,MS,81284,416,2019
Marion,MS,19794,245,2019
Marshall,MS,28809,303,2019
Monroe,MS,28504,302,2019
Montgomery,MS,8012,115,2019
Neshoba,MS,22299,266,2019
Newton,MS,16597,218,2019
Noxubee,MS,8355,119,2019
Oktibbeha,MS,41836,357,2019
Panola,MS,26504,291,2019
Pearl River,MS,44257,363,2019
Perry,MS,9520,134,2019
Pike,MS,30450,312,2019
Pontotoc,MS,24093,277,2019
Prentiss,MS,20078,247,2019
Quitman,MS,5697,76,2019
Rankin,MS,121510,442,2019
Scott,MS,21706,261,2019
Sharkey,MS,3461,42,2019
Simpson,MS,21241,259,2019
Smith,MS,12687,174,2019
Stone,MS,14855,200,2019
Sunflower,MS,20884,255,2019
Tallahatchie,MS,11628,162,2019
Tate,MS,22667,270,2019
Tippah,MS,17335,225,2019
Tishomingo,MS,15750,209,2019
Tunica,MS,7400,104,2019
Union,MS,22157,265,2019
Walthall,MS,11533,160,2019
Warren,MS,36624,340,2019
Washington,MS,35361,335,2019
Wayne,MS,15925,211,2019
Webster,MS,7708,109,2019
Wilkinson,MS,7253,102,2019
Winston,MS,14619,197,2019
Yalobusha,MS,9898,140,2019
Yazoo,MS,22936,271,2019
Adair,MO,21202,258,2019
Andrew,MO,14088,192,2019
Atchison,MO,4335,54,2019
Audrain,MO,20411,250,2019
Barry,MO,28517,302,2019
Barton,MO,9471,132,2019
Bates,MO,12904,177,2019
Benton,MO,16257,215,2019
Bollinger,MO,9953,141,2019
Boone,MO,145550,454,2019
Buchanan,MO,70761,407,2019
Butler,MO,33970,330,2019
Caldwell,MO,7146,100,2019
Callaway,MO,36522,339,2019
Camden,MO,38358,347,2019
Cape Girardeau,MO,63422,397,2019
Carroll,MO,7002,97,2019
Carter,MO,4892,63,2019
Cass,MO,81315,417,2019
Cedar,MO,11016,152,2019
Chariton,MO,5990,81,2019
Christian,MO,66267,402,2019
Clark,MO,5379,71,2019
Clay,MO,190381,467,2019
Clinton,MO,16383,216,2019
Cole,MO,61274,394,2019
Cooper,MO,14294,194,2019
Crawford,MO,19168,241,2019
Dade,MO,6263,84,2019
Dallas,MO,13129,179,2019
Daviess,MO,6431,86,2019
DeKalb,MO,10681,148,2019
Dent,MO,12438,170,2019
Douglas,MO,10738,149,2019
Dunklin,MO,23225,273,2019
Franklin,MO,82328,417,2019
Gasconade,MO,12014,167,2019
Gentry,MO,5121,66,2019
Greene,MO,235714,474,2019
Grundy,MO,7928,113,2019
Harrison,MO,6635,90,2019
Henry,MO,17534,227,2019
Hickory,MO,8007,114,2019
Holt,MO,3614,44,2019
Howard,MO,8103,116,2019
Howell,MO,31666,319,2019
Iron,MO,8298,118,2019
Jackson,MO,548796,497,2019
Jasper,MO,93165,427,2019
Jefferson,MO,177532,464,2019
Johnson,MO,43202,360,2019
Knox,MO,3117,37,2019
Laclede,MO,27755,297,2019
Lafayette,MO,26136,288,2019
Lawrence,MO,29627,308,2019
Lewis,MO,7959,114,2019
Lincoln,MO,43901,362,2019
Linn,MO,9549,134,2019
Livingston,MO,12113,168,2019
McDonald,MO,17569,227,2019
Macon,MO,12002,166,2019
Madison,MO,9744,137,2019
Maries,MO,7218,101,2019
Marion,MO,22561,268,2019
Mercer,MO,2851,34,2019
Miller,MO,19853,246,2019
Mississippi,MO,11021,153,2019
Moniteau,MO,12525,171,2019
Monroe,MO,7008,97,2019
Montgomery,MO,9246,130,2019
Morgan,MO,16169,215,2019
New Madrid,MO,13829,188,2019
Newton,MO,45865,367,2019
Nodaway,MO,19264,241,2019
Oregon,MO,8448,121,2019
Osage,MO,10797,150,2019
Ozark,MO,7630,108,2019
Pemiscot,MO,12787,175,2019
Perry,MO,15209,204,2019
Pettis,MO,33037,325,2019
Phelps,MO,36387,339,2019
Pike,MO,14946,201,2019
Platte,MO,79391,415,2019
Polk,MO,25286,283,2019
Pulaski,MO,42235,358,2019
Putnam,MO,3811,47,2019
Ralls,MO,8269,118,2019
Randolph,MO,20046,247,2019
Ray,MO,18291,234,2019
Reynolds,MO,5245,69,2019
Ripley,MO,10752,149,2019
St. Charles,MO,312092,483,2019
St. Clair,MO,7733,109,2019
Ste. Genevieve,MO,14467,195,2019
St. Francois,MO,54530,385,2019
St. Louis,MO,254266,477,2019
Saline,MO,18279,233,2019
Schuyler,MO,3495,42,2019
Scotland,MO,3631,44,2019
Scott,MO,30405,312,2019
Shannon,MO,6619,90,2019
Shelby,MO,4728,61,2019
Stoddard,MO,23636,275,2019
Stone,MO,27111,294,2019
Sullivan,MO,4986,64,2019
Taney,MO,44803,365,2019
Texas,MO,20693,253,2019
Vernon,MO,16160,214,2019
Warren,MO,27076,294,2019
Washington,MO,20087,247,2019
Wayne,MO,10755,149,2019
Webster,MO,29337,306,2019
Worth,MO,1661,16,2019
Wright,MO,14046,191,2019
Beaverhead,MT,8052,116,2019
Big Horn,MT,9251,130,2019
Blaine,MT,4891,63,2019
Broadwater,MT,4969,64,2019
Carbon,MT,8966,127,2019
Carter,MT,1059,7,2019
Cascade,MT,64975,400,2019
Chouteau,MT,4556,58,2019
Custer,MT,9506,133,2019
Daniels,MT,1405,11,2019
Dawson,MT,7330,103,2019
Deer Lodge,MT,7934,114,2019
Fallon,MT,2269,25,2019
Fergus,MT,9112,129,2019
Flathead,MT,80383,416,2019
Gallatin,MT,88657,423,2019
Garfield,MT,843,5,2019
Glacier,MT,9659,136,2019
Golden Valley,MT,634,3,2019
Granite,MT,2797,32,2019
Hill,MT,12391,169,2019
Jefferson,MT,9839,138,2019
Judith Basin,MT,1643,15,2019
Lake,MT,23604,275,2019
Lewis and Clark,MT,54690,386,2019
Liberty,MT,1907,20,2019
Lincoln,MT,16352,216,2019
McCone,MT,1379,10,2019
Madison,MT,7203,101,2019
Meagher,MT,1536,14,2019
Mineral,MT,3595,43,2019
Missoula,MT,97367,429,2019
Musselshell,MT,3919,48,2019
Park,MT,13855,188,2019
Petroleum,MT,370,0,2019
Phillips,MT,3194,38,2019
Pondera,MT,4671,60,2019
Powder River,MT,1384,11,2019
Powell,MT,5969,81,2019
Prairie,MT,998,7,2019
Ravalli,MT,35191,334,2019
Richland,MT,8702,124,2019
Roosevelt,MT,7804,110,2019
Rosebud,MT,6891,95,2019
Sanders,MT,9848,139,2019
Sheridan,MT,2819,33,2019
Silver Bow,MT,28582,302,2019
Stillwater,MT,7676,108,2019
Sweet Grass,MT,3063,36,2019
Teton,MT,4768,61,2019
Toole,MT,4123,51,2019
Treasure,MT,579,3,2019
Valley,MT,6056,82,2019
Wheatland,MT,1667,16,2019
Wibaux,MT,859,6,2019
Yellowstone,MT,125538,445,2019
Adams,NE,24968,282,2019
Antelope,NE,5028,66,2019
Arthur,NE,315,0,2019
Banner,NE,579,3,2019
Blaine,NE,378,0,2019
Boone,NE,4201,53,2019
Box Butte,NE,8493,121,2019
Boyd,NE,1614,15,2019
Brown,NE,2471,29,2019
Buffalo,NE,38785,348,2019
Burt,NE,5195,68,2019
Butler,NE,6393,86,2019
Cass,NE,20326,249,2019
Cedar,NE,6634,90,2019
Chase,NE,3031,36,2019
Cherry,NE,4619,58,2019
Cheyenne,NE,7610,107,2019
Clay,NE,4857,63,2019
Colfax,NE,7796,110,2019
Cuming,NE,6995,97,2019
Custer,NE,8528,122,2019
Dakota,NE,14761,198,2019
Dawes,NE,7453,105,2019
Dawson,NE,18054,231,2019
Deuel,NE,1491,13,2019
Dixon,NE,4428,56,2019
Dodge,NE,28803,303,2019
Douglas,NE,431604,492,2019
Dundy,NE,1500,13,2019
Fillmore,NE,4579,58,2019
Franklin,NE,2503,29,2019
Frontier,NE,2206,25,2019
Furnas,NE,3836,47,2019
Gage,NE,17230,224,2019
Garden,NE,1544,14,2019
Garfield,NE,1647,15,2019
Gosper,NE,1708,17,2019
Grant,NE,573,2,2019
Greeley,NE,1884,19,2019
Hall,NE,46363,369,2019
Hamilton,NE,7371,104,2019
Harlan,NE,2688,31,2019
Hayes,NE,722,4,2019
Hitchcock,NE,2240,25,2019
Holt,NE,7900,113,2019
Hooker,NE,601,3,2019
Howard,NE,5010,65,2019
Jefferson,NE,5733,77,2019
Johnson,NE,4324,54,2019
Kearney,NE,5075,66,2019
Keith,NE,6615,90,2019
Keya Paha,NE,598,3,2019
Kimball,NE,2944,35,2019
Knox,NE,6667,91,2019
Lancaster,NE,248862,476,2019
Lincoln,NE,27833,298,2019
Logan,NE,715,4,2019
Loup,NE,523,2,2019
McPherson,NE,342,0,2019
Madison,NE,27124,294,2019
Merrick,NE,6288,85,2019
Morrill,NE,3779,46,2019
Nance,NE,2842,33,2019
Nemaha,NE,5700,76,2019
Nuckolls,NE,3476,42,2019
Otoe,NE,12565,172,2019
Pawnee,NE,2162,24,2019
Perkins,NE,2245,25,2019
Phelps,NE,7189,100,2019
Pierce,NE,5609,74,2019
Platte,NE,25499,285,2019
Polk,NE,4193,53,2019
Red Willow,NE,8705,125,2019
Richardson,NE,6455,87,2019
Rock,NE,1172,8,2019
Saline,NE,11087,153,2019
Sarpy,NE,136562,450,2019
Saunders,NE,16625,219,2019
Scotts Bluff,NE,28048,299,2019
Seward,NE,13612,185,2019
Sheridan,NE,4190,53,2019
Sherman,NE,2475,29,2019
Sioux,NE,966,6,2019
Stanton,NE,4627,59,2019
Thayer,NE,4022,49,2019
Thomas,NE,523,2,2019
Thurston,NE,4878,63,2019
Valley,NE,3367,41,2019
Washington,NE,15995,212,2019
Wayne,NE,7683,108,2019
Webster,NE,2783,32,2019
Wheeler,NE,644,3,2019
York,NE,10950,151,2019
Churchill,NV,19174,241,2019
Clark,NV,1727250,509,2019
Douglas,NV,40985,354,2019
Elko,NV,39591,351,2019
Esmeralda,NV,816,5,2019
Eureka,NV,1459,12,2019
Humboldt,NV,12782,175,2019
Lander,NV,4282,53,2019
Lincoln,NV,4416,56,2019
Lyon,NV,43982,362,2019
Mineral,NV,3743,46,2019
Nye,NV,37674,345,2019
Pershing,NV,5650,74,2019
Storey,NV,3388,41,2019
Washoe,NV,368389,488,2019
White Pine,NV,7877,112,2019
Carson,NV,44940,365,2019
Belknap,NH,51021,377,2019
Carroll,NH,41609,356,2019
Cheshire,NH,64043,399,2019
Coos,NH,27228,295,2019
Grafton,NH,77024,412,2019
Hillsborough,NH,338329,486,2019
Merrimack,NH,124603,444,2019
Rockingham,NH,254152,477,2019
Strafford,NH,107711,436,2019
Sullivan,NH,35939,337,2019
Atlantic,NJ,215890,472,2019
Bergen,NJ,756941,504,2019
Burlington,NJ,363595,487,2019
Camden,NJ,404326,490,2019
Cape May,NJ,78754,415,2019
Cumberland,NJ,119686,441,2019
Essex,NJ,626239,499,2019
Gloucester,NJ,234655,474,2019
Hudson,NJ,545299,496,2019
Hunterdon,NJ,103908,433,2019
Mercer,NJ,298481,482,2019
Middlesex,NJ,666514,501,2019
Monmouth,NJ,506509,495,2019
Morris,NJ,401988,490,2019
Ocean,NJ,468849,494,2019
Passaic,NJ,396308,490,2019
Salem,NJ,51167,378,2019
Somerset,NJ,266161,479,2019
Sussex,NJ,117108,440,2019
Union,NJ,438306,493,2019
Warren,NJ,87625,422,2019
Bernalillo,NM,545653,496,2019
Catron,NM,3143,38,2019
Chaves,NM,50128,376,2019
Cibola,NM,21370,259,2019
Colfax,NM,10196,144,2019
Curry,NM,37924,345,2019
De Baca,NM,1482,13,2019
Dona Ana,NM,168734,461,2019
Eddy,NM,44220,363,2019
Grant,NM,22639,269,2019
Guadalupe,NM,3625,44,2019
Harding,NM,383,1,2019
Hidalgo,NM,3454,42,2019
Lea,NM,51389,379,2019
Lincoln,NM,16401,217,2019
Los Alamos,NM,14864,200,2019
Luna,NM,18265,233,2019
McKinley,NM,53804,384,2019
Mora,NM,4029,49,2019
Otero,NM,52420,381,2019
Quay,NM,6573,89,2019
Rio Arriba,NM,31098,317,2019
Roosevelt,NM,14778,198,2019
Sandoval,NM,113104,438,2019
San Juan,NM,96472,429,2019
San Miguel,NM,23387,274,2019
Santa Fe,NM,125470,445,2019
Sierra,NM,9486,133,2019
Socorro,NM,13337,182,2019
Taos,NM,27558,297,2019
Torrance,NM,12585,172,2019
Union,NM,3355,41,2019
Valencia,NM,60320,393,2019
Albany,NY,257164,477,2019
Allegany,NY,38380,347,2019
Bronx,NY,1115899,507,2019
Broome,NY,160294,459,2019
Cattaraugus,NY,61926,395,2019
Cayuga,NY,64074,399,2019
Chautauqua,NY,105397,434,2019
Chemung,NY,68786,404,2019
Chenango,NY,39152,349,2019
Clinton,NY,67584,404,2019
Columbia,NY,51132,377,2019
Cortland,NY,39892,351,2019
Delaware,NY,38540,347,2019
Dutchess,NY,245106,476,2019
Erie,NY,754721,504,2019
Essex,NY,32150,321,2019
Franklin,NY,41669,356,2019
Fulton,NY,43949,362,2019
Genesee,NY,47515,371,2019
Greene,NY,40530,353,2019
Hamilton,NY,3968,49,2019
Herkimer,NY,50824,377,2019
Jefferson,NY,88137,423,2019
Kings,NY,2054543,510,2019
Lewis,NY,21092,257,2019
Livingston,NY,53763,383,2019
Madison,NY,59117,391,2019
Monroe,NY,605596,498,2019
Montgomery,NY,39377,350,2019
Nassau,NY,1099386,507,2019
New York,NY,1419566,508,2019
Niagara,NY,173556,463,2019
Oneida,NY,186606,466,2019
Onondaga,NY,375795,489,2019
Ontario,NY,89843,424,2019
Orange,NY,294438,481,2019
Orleans,NY,33908,330,2019
Oswego,NY,96463,429,2019
Otsego,NY,51507,379,2019
Putnam,NY,81776,417,2019
Queens,NY,1873839,510,2019
Rensselaer,NY,131807,448,2019
Richmond,NY,383002,489,2019
Rockland,NY,243288,475,2019
St. Lawrence,NY,89297,424,2019
Saratoga,NY,188323,466,2019
Schenectady,NY,125363,444,2019
Schoharie,NY,26430,290,2019
Schuyler,NY,14912,201,2019
Seneca,NY,28371,300,2019
Steuben,NY,78030,414,2019
Suffolk,NY,1206649,508,2019
Sullivan,NY,61237,394,2019
Tioga,NY,39740,351,2019
Tompkins,NY,89222,424,2019
Ulster,NY,150819,455,2019
Warren,NY,54155,385,2019
Washington,NY,51368,379,2019
Wayne,NY,73379,409,2019
Westchester,NY,780528,504,2019
Wyoming,NY,33201,326,2019
Yates,NY,20163,248,2019
Alamance,NC,130926,448,2019
Alexander,NC,30631,313,2019
Alleghany,NC,9348,131,2019
Anson,NC,20733,253,2019
Ashe,NC,22647,269,2019
Avery,NC,15324,205,2019
Beaufort,NC,38703,348,2019
Bertie,NC,16388,217,2019
Bladen,NC,27269,295,2019
Brunswick,NC,113723,439,2019
Buncombe,NC,214170,471,2019
Burke,NC,75140,411,2019
Cabarrus,NC,159767,459,2019
Caldwell,NC,67309,403,2019
Camden,NC,8355,119,2019
Carteret,NC,58319,390,2019
Caswell,NC,18916,239,2019
Catawba,NC,126925,446,2019
Chatham,NC,58700,391,2019
Cherokee,NC,23734,275,2019
Chowan,NC,11625,161,2019
Clay,NC,9142,129,2019
Cleveland,NC,78747,415,2019
Columbus,NC,45719,367,2019
Craven,NC,82449,418,2019
Cumberland,NC,258949,478,2019
Currituck,NC,21193,258,2019
Dare,NC,30068,310,2019
Davidson,NC,133320,449,2019
Davie,NC,34578,332,2019
Duplin,NC,46364,369,2019
Durham,NC,252012,477,2019
Edgecombe,NC,42168,358,2019
Forsyth,NC,298554,482,2019
Franklin,NC,53488,383,2019
Gaston,NC,175531,463,2019
Gates,NC,9458,132,2019
Graham,NC,7007,97,2019
Granville,NC,48718,373,2019
Greene,NC,17241,224,2019
Guilford,NC,423603,491,2019
Halifax,NC,41487,355,2019
Harnett,NC,100866,431,2019
Haywood,NC,51374,379,2019
Henderson,NC,95607,428,2019
Hertford,NC,20015,247,2019
Hoke,NC,40490,353,2019
Hyde,NC,4247,53,2019
Iredell,NC,139790,452,2019
Jackson,NC,36660,340,2019
Johnston,NC,152074,456,2019
Jones,NC,8033,115,2019
Lee,NC,47170,370,2019
Lenoir,NC,45461,366,2019
Lincoln,NC,67497,403,2019
McDowell,NC,37089,343,2019
Macon,NC,29129,305,2019
Madison,NC,18002,230,2019
Martin,NC,18785,238,2019
Mecklenburg,NC,845765,505,2019
Mitchell,NC,12595,172,2019
Montgomery,NC,21880,263,2019
Moore,NC,78722,415,2019
Nash,NC,75767,412,2019
New Hanover,NC,190027,467,2019
Northampton,NC,16780,220,2019
Onslow,NC,151325,456,2019
Orange,NC,119973,441,2019
Pamlico,NC,11073,153,2019
Pasquotank,NC,31468,318,2019
Pender,NC,48717,373,2019
Perquimans,NC,11150,155,2019
Person,NC,32117,321,2019
Pitt,NC,144334,454,2019
Polk,NC,17595,227,2019
Randolph,NC,114673,439,2019
Richmond,NC,35986,337,2019
Robeson,NC,103205,432,2019
Rockingham,NC,74724,411,2019
Rowan,NC,112730,438,2019
Rutherford,NC,54469,385,2019
Sampson,NC,49530,375,2019
Scotland,NC,27760,297,2019
Stanly,NC,49762,375,2019
Stokes,NC,38029,346,2019
Surry,NC,58469,391,2019
Swain,NC,11294,157,2019
Transylvania,NC,28892,304,2019
Tyrrell,NC,3560,43,2019
Union,NC,176510,464,2019
Vance,NC,35182,334,2019
Wake,NC,839510,505,2019
Warren,NC,16759,220,2019
Washington,NC,9793,138,2019
Watauga,NC,48803,374,2019
Wayne,NC,97607,429,2019
Wilkes,NC,55949,388,2019
Wilson,NC,64647,399,2019
Yadkin,NC,30719,314,2019
Yancey,NC,14861,200,2019
Adams,ND,1889,20,2019
Barnes,ND,8893,126,2019
Benson,ND,4694,60,2019
Billings,ND,740,5,2019
Bottineau,ND,5294,70,2019
Bowman,ND,2463,28,2019
Burke,ND,1608,15,2019
Burleigh,ND,75106,411,2019
Cass,ND,141129,453,2019
Cavalier,ND,3060,36,2019
Dickey,ND,3930,48,2019
Divide,ND,1965,21,2019
Dunn,ND,3473,42,2019
Eddy,ND,1897,20,2019
Emmons,ND,2727,31,2019
Foster,ND,2609,30,2019
Golden Valley,ND,1511,13,2019
Grand Forks,ND,56998,389,2019
Grant,ND,1925,20,2019
Griggs,ND,1955,21,2019
Hettinger,ND,2065,23,2019
Kidder,ND,2018,21,2019
LaMoure,ND,3332,40,2019
Logan,ND,1550,14,2019
McHenry,ND,4626,59,2019
McIntosh,ND,2187,24,2019
McKenzie,ND,9480,133,2019
McLean,ND,7710,109,2019
Mercer,ND,6776,93,2019
Morton,ND,24831,281,2019
Mountrail,ND,7847,111,2019
Nelson,ND,2418,27,2019
Oliver,ND,1391,11,2019
Pembina,ND,5661,75,2019
Pierce,ND,3327,40,2019
Ramsey,ND,9300,131,2019
Ransom,ND,4365,55,2019
Renville,ND,1872,19,2019
Richland,ND,13142,179,2019
Rolette,ND,10096,143,2019
Sargent,ND,3185,38,2019
Sheridan,ND,1204,9,2019
Sioux,ND,2965,35,2019
Slope,ND,612,3,2019
Stark,ND,23749,276,2019
Steele,ND,1429,12,2019
Stutsman,ND,17225,224,2019
Towner,ND,1778,17,2019
Traill,ND,6467,87,2019
Walsh,ND,8566,123,2019
Ward,ND,53995,384,2019
Wells,ND,3193,38,2019
Williams,ND,26043,288,2019
Adams,OH,21808,262,2019
Allen,OH,82102,417,2019
Ashland,OH,42900,359,2019
Ashtabula,OH,78853,415,2019
Athens,OH,57409,390,2019
Auglaize,OH,36050,338,2019
Belmont,OH,56646,389,2019
Brown,OH,34824,333,2019
Butler,OH,300636,482,2019
Carroll,OH,22402,267,2019
Champaign,OH,31345,317,2019
Clark,OH,108131,436,2019
Clermont,OH,161992,460,2019
Clinton,OH,33281,326,2019
Columbiana,OH,84499,420,2019
Coshocton,OH,28823,303,2019
Crawford,OH,33706,329,2019
Cuyahoga,OH,1017354,506,2019
Darke,OH,40635,353,2019
Defiance,OH,30495,312,2019
Delaware,OH,153408,457,2019
Erie,OH,61552,395,2019
Fairfield,OH,121887,443,2019
Fayette,OH,22646,269,2019
Franklin,OH,1019324,506,2019
Fulton,OH,33522,328,2019
Gallia,OH,23969,277,2019
Geauga,OH,75124,411,2019
Greene,OH,136388,450,2019
Guernsey,OH,31460,318,2019
Hamilton,OH,645956,500,2019
Hancock,OH,60861,394,2019
Hardin,OH,25075,282,2019
Harrison,OH,12494,171,2019
Henry,OH,21615,261,2019
Highland,OH,34122,330,2019
Hocking,OH,22937,271,2019
Holmes,OH,31595,319,2019
Huron,OH,45821,367,2019
Jackson,OH,25476,284,2019
Jefferson,OH,54870,386,2019
Knox,OH,49017,374,2019
Lake,OH,189395,467,2019
Lawrence,OH,48590,373,2019
Licking,OH,137872,451,2019
Logan,OH,36144,338,2019
Lorain,OH,248229,476,2019
Lucas,OH,342588,486,2019
Madison,OH,36168,339,2019
Mahoning,OH,189231,467,2019
Marion,OH,52912,382,2019
Medina,OH,142714,453,2019
Meigs,OH,18704,237,2019
Mercer,OH,31612,319,2019
Miami,OH,84088,419,2019
Monroe,OH,11414,158,2019
Montgomery,OH,427551,492,2019
Morgan,OH,11959,165,2019
Morrow,OH,28038,299,2019
Muskingum,OH,68863,404,2019
Noble,OH,11944,165,2019
Ottawa,OH,34088,330,2019
Paulding,OH,14867,200,2019
Perry,OH,28635,303,2019
Pickaway,OH,46894,370,2019
Pike,OH,22177,265,2019
Portage,OH,135933,450,2019
Preble,OH,33028,325,2019
Putnam,OH,26249,289,2019
Richland,OH,97923,430,2019
Ross,OH,62382,396,2019
Sandusky,OH,47268,370,2019
Scioto,OH,61448,394,2019
Seneca,OH,44654,364,2019
Shelby,OH,37941,345,2019
Stark,OH,301461,483,2019
Summit,OH,441370,493,2019
Trumbull,OH,164324,460,2019
Tuscarawas,OH,73768,409,2019
Union,OH,44524,364,2019
Van Wert,OH,22433,267,2019
Vinton,OH,10472,146,2019
Warren,OH,178795,464,2019
Washington,OH,49998,375,2019
Wayne,OH,91002,425,2019
Williams,OH,29453,306,2019
Wood,OH,106853,435,2019
Wyandot,OH,17618,228,2019
Adair,OK,16826,221,2019
Alfalfa,OK,4842,62,2019
Atoka,OK,11099,154,2019
Beaver,OK,4120,51,2019
Beckham,OK,17169,224,2019
Blaine,OK,7778,110,2019
Bryan,OK,36767,341,2019
Caddo,OK,22746,271,2019
Canadian,OK,107664,435,2019
Carter,OK,37478,344,2019
Cherokee,OK,39073,349,2019
Choctaw,OK,11591,161,2019
Cimarron,OK,1685,16,2019
Cleveland,OK,225659,473,2019
Coal,OK,4350,55,2019
Comanche,OK,95901,428,2019
Cotton,OK,4707,60,2019
Craig,OK,11593,161,2019
Creek,OK,56395,389,2019
Custer,OK,22458,267,2019
Delaware,OK,34799,333,2019
Dewey,OK,3689,45,2019
Ellis,OK,3189,38,2019
Garfield,OK,47877,371,2019
Garvin,OK,21735,261,2019
Grady,OK,43301,360,2019
Grant,OK,3443,41,2019
Greer,OK,4800,62,2019
Harmon,OK,2131,24,2019
Harper,OK,2855,34,2019
Haskell,OK,10014,142,2019
Hughes,OK,10800,150,2019
