county,state,population,populationBucket,year
Jackson,OK,19243,241,2019
Jefferson,OK,4837,62,2019
Johnston,OK,8746,125,2019
Kay,OK,34615,332,2019
Kingfisher,OK,11960,166,2019
Kiowa,OK,7017,98,2019
Latimer,OK,8382,120,2019
Le Flore,OK,39187,350,2019
Lincoln,OK,27452,296,2019
Logan,OK,37121,343,2019
Love,OK,7850,112,2019
McClain,OK,30338,311,2019
McCurtain,OK,25464,284,2019
McIntosh,OK,16170,215,2019
Major,OK,5873,79,2019
Marshall,OK,13114,179,2019
Mayes,OK,32582,323,2019
Murray,OK,11053,153,2019
Muskogee,OK,53611,383,2019
Noble,OK,8866,126,2019
Nowata,OK,8244,118,2019
Okfuskee,OK,9565,134,2019
Oklahoma,OK,606160,499,2019
Okmulgee,OK,30585,313,2019
Osage,OK,38032,346,2019
Ottawa,OK,24513,280,2019
Pawnee,OK,12931,177,2019
Payne,OK,67604,404,2019
Pittsburg,OK,35431,336,2019
Pontotoc,OK,30333,311,2019
Pottawatomie,OK,57119,390,2019
Pushmataha,OK,8917,127,2019
Roger Mills,OK,2790,32,2019
Rogers,OK,72412,408,2019
Seminole,OK,19363,242,2019
Sequoyah,OK,33018,324,2019
Stephens,OK,34693,332,2019
Texas,OK,15530,207,2019
Tillman,OK,5883,79,2019
Tulsa,OK,500065,495,2019
Wagoner,OK,61944,396,2019
Washington,OK,40813,354,2019
Washita,OK,8741,125,2019
Woods,OK,7392,104,2019
Woodward,OK,16084,214,2019
Baker,OR,13302,181,2019
Benton,OR,78079,414,2019
Clackamas,OR,332118,485,2019
Clatsop,OR,32445,322,2019
Columbia,OR,41676,356,2019
Coos,OR,53312,382,2019
Crook,OR,19119,240,2019
Curry,OR,19772,245,2019
Deschutes,OR,152562,456,2019
Douglas,OR,90820,425,2019
Gilliam,OR,1560,14,2019
Grant,OR,6061,82,2019
Harney,OR,5943,80,2019
Hood River,OR,18267,233,2019
Jackson,OR,176884,464,2019
Jefferson,OR,18737,237,2019
Josephine,OR,71435,407,2019
Klamath,OR,53969,384,2019
Lake,OR,6525,89,2019
Lane,OR,312236,483,2019
Lincoln,OR,41355,355,2019
Linn,OR,100165,430,2019
Malheur,OR,23570,274,2019
Marion,OR,264776,479,2019
Morrow,OR,8609,123,2019
Multnomah,OR,667200,501,2019
Polk,OR,66351,402,2019
Sherman,OR,1411,11,2019
Tillamook,OR,21797,262,2019
Umatilla,OR,59755,392,2019
Union,OR,21221,258,2019
Wallowa,OR,5866,79,2019
Wasco,OR,20877,255,2019
Washington,OR,467997,494,2019
Wheeler,OR,1188,9,2019
Yamhill,OR,84228,420,2019
Adams,PA,84043,419,2019
Allegheny,PA,1018168,506,2019
Armstrong,PA,54767,386,2019
Beaver,PA,137560,451,2019
Bedford,PA,40088,352,2019
Berks,PA,335068,486,2019
Blair,PA,101131,431,2019
Bradford,PA,49125,374,2019
Bucks,PA,514463,495,2019
Butler,PA,153806,457,2019
Cambria,PA,110409,437,2019
Cameron,PA,3974,49,2019
Carbon,PA,52953,382,2019
Centre,PA,140544,453,2019
Chester,PA,414735,491,2019
Clarion,PA,32266,322,2019
Clearfield,PA,66818,403,2019
Clinton,PA,31915,320,2019
Columbia,PA,55515,387,2019
Crawford,PA,69856,405,2019
Cumberland,PA,204446,470,2019
Dauphin,PA,220716,472,2019
Delaware,PA,454485,493,2019
Elk,PA,25121,283,2019
Erie,PA,221516,472,2019
Fayette,PA,109227,437,2019
Forest,PA,6749,92,2019
Franklin,PA,123885,444,2019
Fulton,PA,11907,164,2019
Greene,PA,30679,313,2019
Huntingdon,PA,38181,346,2019
Indiana,PA,71448,407,2019
Jefferson,PA,35615,336,2019
Juniata,PA,19750,245,2019
Lackawanna,PA,172860,462,2019
Lancaster,PA,427196,492,2019
Lawrence,PA,71677,408,2019
Lebanon,PA,111299,438,2019
Lehigh,PA,292241,481,2019
Luzerne,PA,262545,479,2019
Lycoming,PA,93641,427,2019
McKean,PA,34282,331,2019
Mercer,PA,92819,426,2019
Mifflin,PA,37148,343,2019
Monroe,PA,139279,452,2019
Montgomery,PA,665982,500,2019
Montour,PA,15038,202,2019
Northampton,PA,249704,476,2019
Northumberland,PA,75909,412,2019
Perry,PA,37351,343,2019
Philadelphia,PA,1268739,508,2019
Pike,PA,46972,370,2019
Potter,PA,13742,187,2019
Schuylkill,PA,117828,441,2019
Snyder,PA,33042,325,2019
Somerset,PA,62428,396,2019
Sullivan,PA,5559,73,2019
Susquehanna,PA,34223,331,2019
Tioga,PA,33882,330,2019
Union,PA,38203,346,2019
Venango,PA,43055,360,2019
Warren,PA,33022,324,2019
Washington,PA,171524,462,2019
Wayne,PA,43946,362,2019
Westmoreland,PA,295665,482,2019
Wyoming,PA,22715,270,2019
York,PA,358518,487,2019
Bristol,RI,40772,354,2019
Kent,RI,136681,451,2019
Newport,RI,70432,406,2019
Providence,RI,520343,496,2019
Washington,RI,107791,436,2019
Abbeville,SC,20111,248,2019
Aiken,SC,136062,450,2019
Allendale,SC,7490,106,2019
Anderson,SC,158089,459,2019
Bamberg,SC,11738,163,2019
Barnwell,SC,16753,220,2019
Beaufort,SC,154560,457,2019
Berkeley,SC,168641,461,2019
Calhoun,SC,12133,168,2019
Charleston,SC,329650,485,2019
Cherokee,SC,45362,365,2019
Chester,SC,25901,287,2019
Chesterfield,SC,37012,342,2019
Clarendon,SC,28214,300,2019
Colleton,SC,30237,311,2019
Darlington,SC,53782,383,2019
Dillon,SC,23710,275,2019
Dorchester,SC,123796,443,2019
Edgefield,SC,22698,270,2019
Fairfield,SC,18801,238,2019
Florence,SC,109438,437,2019
Georgetown,SC,51961,380,2019
Greenville,SC,402239,490,2019
Greenwood,SC,56078,388,2019
Hampton,SC,15754,209,2019
Horry,SC,278246,480,2019
Jasper,SC,23203,272,2019
Kershaw,SC,51806,380,2019
Lancaster,SC,74231,410,2019
Laurens,SC,53724,383,2019
Lee,SC,14339,195,2019
Lexington,SC,230527,473,2019
McCormick,SC,8568,123,2019
Marion,SC,24927,282,2019
Marlboro,SC,22006,264,2019
Newberry,SC,30829,314,2019
Oconee,SC,63576,398,2019
Orangeburg,SC,70596,406,2019
Pickens,SC,103403,433,2019
Richland,SC,333003,485,2019
Saluda,SC,16298,216,2019
Spartanburg,SC,244240,475,2019
Sumter,SC,84106,420,2019
Union,SC,22267,266,2019
Williamsburg,SC,25522,285,2019
York,SC,208771,470,2019
Aurora,SD,2141,24,2019
Beadle,SD,13890,189,2019
Bennett,SD,2312,26,2019
Bon Homme,SD,5763,78,2019
Brookings,SD,28284,300,2019
Brown,SD,30911,315,2019
Brule,SD,4101,51,2019
Buffalo,SD,1348,10,2019
Butte,SD,7991,114,2019
Campbell,SD,1213,10,2019
Charles Mix,SD,6916,96,2019
Clark,SD,2790,32,2019
Clay,SD,11806,164,2019
Codington,SD,22163,265,2019
Corson,SD,2785,32,2019
Custer,SD,7525,107,2019
Davison,SD,15849,210,2019
Day,SD,4424,56,2019
Deuel,SD,3391,41,2019
Dewey,SD,3851,47,2019
Douglas,SD,2273,25,2019
Edmunds,SD,3060,36,2019
Fall River,SD,5746,77,2019
Faulk,SD,1844,18,2019
Grant,SD,5792,78,2019
Gregory,SD,3272,39,2019
Haakon,SD,1506,13,2019
Hamlin,SD,4339,54,2019
Hand,SD,2612,30,2019
Hanson,SD,2462,28,2019
Harding,SD,1072,7,2019
Hughes,SD,13917,189,2019
Hutchinson,SD,5694,76,2019
Hyde,SD,1109,8,2019
Jackson,SD,2357,27,2019
Jerauld,SD,1634,15,2019
Jones,SD,674,4,2019
Kingsbury,SD,3948,48,2019
Lake,SD,10408,146,2019
Lawrence,SD,21501,260,2019
Lincoln,SD,42097,357,2019
Lyman,SD,2843,34,2019
McCook,SD,4188,52,2019
McPherson,SD,1853,18,2019
Marshall,SD,3770,46,2019
Meade,SD,21868,263,2019
Mellette,SD,1448,12,2019
Miner,SD,1726,17,2019
Minnehaha,SD,145791,454,2019
Moody,SD,5001,65,2019
Oglala Lakota,SD,9638,136,2019
Pennington,SD,87474,422,2019
Perkins,SD,2348,26,2019
Potter,SD,1862,18,2019
Roberts,SD,7793,110,2019
Sanborn,SD,1864,19,2019
Spink,SD,5162,67,2019
Stanley,SD,2373,27,2019
Sully,SD,1045,7,2019
Todd,SD,6370,85,2019
Tripp,SD,4340,54,2019
Turner,SD,6552,89,2019
Union,SD,12120,168,2019
Walworth,SD,4348,55,2019
Yankton,SD,18458,235,2019
Ziebach,SD,2037,22,2019
Anderson,TN,61840,395,2019
Bedford,TN,37316,343,2019
Benton,TN,13325,181,2019
Bledsoe,TN,12260,168,2019
Blount,TN,107014,435,2019
Bradley,TN,85224,421,2019
Campbell,TN,32459,323,2019
Cannon,TN,11510,159,2019
Carroll,TN,22590,269,2019
Carter,TN,47288,371,2019
Cheatham,TN,32401,322,2019
Chester,TN,13877,189,2019
Claiborne,TN,26442,291,2019
Clay,TN,6257,84,2019
Cocke,TN,29197,305,2019
Coffee,TN,43686,361,2019
Crockett,TN,11337,157,2019
Cumberland,TN,49975,375,2019
Davidson,TN,555930,497,2019
Decatur,TN,9448,132,2019
DeKalb,TN,15998,212,2019
Dickson,TN,41774,356,2019
Dyer,TN,29534,307,2019
Fayette,TN,33278,326,2019
Fentress,TN,14754,198,2019
Franklin,TN,34267,331,2019
Gibson,TN,38826,348,2019
Giles,TN,23902,277,2019
Grainger,TN,19100,240,2019
Greene,TN,57193,390,2019
Grundy,TN,10798,150,2019
Hamblen,TN,50985,377,2019
Hamilton,TN,294232,481,2019
Hancock,TN,5375,71,2019
Hardeman,TN,21144,257,2019
Hardin,TN,20994,256,2019
Hawkins,TN,46532,369,2019
Haywood,TN,14128,193,2019
Henderson,TN,22290,266,2019
Henry,TN,26428,290,2019
Hickman,TN,20265,249,2019
Houston,TN,6610,90,2019
Humphreys,TN,14999,202,2019
Jackson,TN,9852,139,2019
Jefferson,TN,44314,363,2019
Johnson,TN,15123,204,2019
Knox,TN,374479,488,2019
Lake,TN,6521,88,2019
Lauderdale,TN,20768,254,2019
Lawrence,TN,33761,329,2019
Lewis,TN,9708,137,2019
Lincoln,TN,27279,295,2019
Loudon,TN,43269,360,2019
McMinn,TN,43216,360,2019
McNairy,TN,20902,255,2019
Macon,TN,18641,236,2019
Madison,TN,78070,414,2019
Marion,TN,23322,273,2019
Marshall,TN,26216,288,2019
Maury,TN,72768,409,2019
Meigs,TN,9904,140,2019
Monroe,TN,37439,344,2019
Montgomery,TN,151436,456,2019
Moore,TN,5290,70,2019
Morgan,TN,17990,230,2019
Obion,TN,24464,279,2019
Overton,TN,17712,229,2019
Perry,TN,6424,86,2019
Pickett,TN,4271,53,2019
Polk,TN,13896,189,2019
Putnam,TN,63172,397,2019
Rhea,TN,25908,287,2019
Roane,TN,44503,364,2019
Robertson,TN,55409,387,2019
Rutherford,TN,246261,476,2019
Scott,TN,17309,225,2019
Sequatchie,TN,12297,169,2019
Sevier,TN,79633,415,2019
Shelby,TN,727458,502,2019
Smith,TN,15705,208,2019
Stewart,TN,10944,151,2019
Sullivan,TN,130119,447,2019
Sumner,TN,145258,454,2019
Tipton,TN,48172,372,2019
Trousdale,TN,8548,122,2019
Unicoi,TN,15141,204,2019
Union,TN,15778,209,2019
Van Buren,TN,4813,62,2019
Warren,TN,32208,322,2019
Washington,TN,106025,434,2019
Wayne,TN,13960,190,2019
Weakley,TN,27855,299,2019
White,TN,21388,259,2019
Williamson,TN,171793,462,2019
Wilson,TN,107679,436,2019
Anderson,TX,47967,372,2019
Andrews,TX,13071,178,2019
Angelina,TX,67358,403,2019
Aransas,TX,20564,251,2019
Archer,TX,7097,98,2019
Armstrong,TX,1571,15,2019
Atascosa,TX,37371,344,2019
Austin,TX,23503,274,2019
Bailey,TX,5359,71,2019
Bandera,TX,18895,239,2019
Bastrop,TX,65347,401,2019
Baylor,TX,2905,35,2019
Bee,TX,26560,291,2019
Bell,TX,261258,479,2019
Bexar,TX,1506216,509,2019
Blanco,TX,9647,136,2019
Borden,TX,452,1,2019
Bosque,TX,14813,199,2019
Bowie,TX,73735,409,2019
Brazoria,TX,276169,480,2019
Brazos,TX,182014,465,2019
Brewster,TX,7641,108,2019
Briscoe,TX,1245,10,2019
Brooks,TX,5438,72,2019
Brown,TX,30638,313,2019
Burleson,TX,14610,196,2019
Burnet,TX,37658,345,2019
Caldwell,TX,33483,327,2019
Calhoun,TX,16968,222,2019
Callahan,TX,11179,155,2019
Cameron,TX,307002,483,2019
Camp,TX,9818,138,2019
Carson,TX,4704,60,2019
Cass,TX,24014,277,2019
Castro,TX,5678,76,2019
Chambers,TX,30788,314,2019
Cherokee,TX,40263,353,2019
Childress,TX,6093,83,2019
Clay,TX,8533,122,2019
Cochran,TX,2201,25,2019
Coke,TX,2698,31,2019
Coleman,TX,6779,93,2019
Collin,TX,747996,503,2019
Collingsworth,TX,2276,26,2019
Colorado,TX,16758,220,2019
Comal,TX,113369,439,2019
Comanche,TX,10827,150,2019
Concho,TX,2814,33,2019
Cooke,TX,31590,319,2019
Coryell,TX,59562,392,2019
Cottle,TX,1211,9,2019
Crane,TX,3499,43,2019
Crockett,TX,2799,33,2019
Crosby,TX,4430,57,2019
Culberson,TX,1665,16,2019
Dallam,TX,5233,68,2019
Dallas,TX,1992003,510,2019
Dawson,TX,9947,141,2019
Deaf Smith,TX,13442,184,2019
Delta,TX,4158,52,2019
Denton,TX,649825,500,2019
DeWitt,TX,16177,215,2019
Dickens,TX,1836,18,2019
Dimmit,TX,7800,110,2019
Donley,TX,2731,32,2019
Duval,TX,8634,124,2019
Eastland,TX,14907,201,2019
Ector,TX,116949,440,2019
Edwards,TX,1660,16,2019
Ellis,TX,132496,448,2019
El Paso,TX,632578,499,2019
Erath,TX,34093,330,2019
Falls,TX,14016,191,2019
Fannin,TX,28041,299,2019
Fayette,TX,20583,251,2019
Fisher,TX,3080,37,2019
Floyd,TX,4399,55,2019
Foard,TX,1101,7,2019
Fort Bend,TX,578238,497,2019
Franklin,TX,8492,121,2019
Freestone,TX,15866,211,2019
Frio,TX,15767,209,2019
Gaines,TX,13915,189,2019
Galveston,TX,261140,478,2019
Garza,TX,5286,70,2019
Gillespie,TX,21875,263,2019
Glasscock,TX,1206,9,2019
Goliad,TX,6132,83,2019
Gonzales,TX,15641,208,2019
Gray,TX,17213,224,2019
Grayson,TX,103292,432,2019
Gregg,TX,94960,428,2019
Grimes,TX,22308,266,2019
Guadalupe,TX,123019,443,2019
Hale,TX,25606,286,2019
Hall,TX,2451,28,2019
Hamilton,TX,6788,93,2019
Hansford,TX,4100,51,2019
Hardeman,TX,3224,39,2019
Hardin,TX,44339,364,2019
Harris,TX,3533350,511,2019
Harrison,TX,51776,380,2019
Hartley,TX,4595,58,2019
Haskell,TX,4821,62,2019
Hays,TX,169447,461,2019
Hemphill,TX,2911,35,2019
Henderson,TX,65945,402,2019
Hidalgo,TX,604559,498,2019
Hill,TX,28414,301,2019
Hockley,TX,17628,228,2019
Hood,TX,47445,371,2019
Hopkins,TX,28455,301,2019
Houston,TX,18999,239,2019
Howard,TX,29189,305,2019
Hudspeth,TX,3460,42,2019
Hunt,TX,74269,410,2019
Hutchinson,TX,16623,219,2019
Irion,TX,1216,10,2019
Jack,TX,7195,101,2019
Jackson,TX,11429,159,2019
Jasper,TX,27996,299,2019
Jeff Davis,TX,1888,19,2019
Jefferson,TX,199748,469,2019
Jim Hogg,TX,3744,46,2019
Jim Wells,TX,30694,314,2019
Johnson,TX,128955,447,2019
Jones,TX,16915,221,2019
Karnes,TX,12655,174,2019
Kaufman,TX,93080,427,2019
Kendall,TX,34621,332,2019
Kenedy,TX,400,1,2019
Kent,TX,503,1,2019
Kerr,TX,42993,359,2019
Kimble,TX,3583,43,2019
King,TX,167,0,2019
Kinney,TX,3198,39,2019
Kleberg,TX,24428,279,2019
Knox,TX,2842,33,2019
Lamar,TX,39106,349,2019
Lamb,TX,9802,138,2019
Lampasas,TX,16914,221,2019
La Salle,TX,6164,83,2019
Lavaca,TX,15794,209,2019
Lee,TX,13741,187,2019
Leon,TX,13806,187,2019
Liberty,TX,64174,399,2019
Limestone,TX,18664,236,2019
Lipscomb,TX,2597,30,2019
Live Oak,TX,9945,141,2019
Llano,TX,18341,234,2019
Loving,TX,73,0,2019
Lubbock,TX,239406,474,2019
Lynn,TX,4419,56,2019
McCulloch,TX,6487,87,2019
McLennan,TX,195742,468,2019
McMullen,TX,566,2,2019
Madison,TX,11524,160,2019
Marion,TX,8439,121,2019
Martin,TX,4068,50,2019
Mason,TX,3352,41,2019
Matagorda,TX,28456,301,2019
Maverick,TX,42051,357,2019
Medina,TX,39722,351,2019
Menard,TX,1875,19,2019
Midland,TX,124592,444,2019
Milam,TX,19439,243,2019
Mills,TX,4054,50,2019
Mitchell,TX,7120,99,2019
Montague,TX,15561,207,2019
Montgomery,TX,438066,493,2019
Moore,TX,15303,205,2019
Morris,TX,9841,139,2019
Motley,TX,960,6,2019
Nacogdoches,TX,51544,379,2019
Navarro,TX,37608,345,2019
Newton,TX,11542,160,2019
Nolan,TX,11487,159,2019
Nueces,TX,282358,480,2019
Ochiltree,TX,7423,105,2019
Oldham,TX,1481,12,2019
Orange,TX,65598,401,2019
Palo Pinto,TX,22579,268,2019
Panola,TX,18398,235,2019
Parker,TX,104742,433,2019
Parmer,TX,7187,100,2019
Pecos,TX,12289,169,2019
Polk,TX,40205,352,2019
Potter,TX,90103,425,2019
Presidio,TX,5311,70,2019
Rains,TX,9781,137,2019
Randall,TX,105121,433,2019
Reagan,TX,2615,30,2019
Real,TX,2630,31,2019
Red River,TX,10121,143,2019
Reeves,TX,12484,170,2019
Refugio,TX,5658,75,2019
Roberts,TX,648,3,2019
Robertson,TX,13382,183,2019
Rockwall,TX,73948,410,2019
Runnels,TX,8185,117,2019
Rusk,TX,42888,359,2019
Sabine,TX,8808,125,2019
San Augustine,TX,6872,95,2019
San Jacinto,TX,22375,267,2019
San Patricio,TX,50973,377,2019
San Saba,TX,4920,64,2019
Schleicher,TX,2277,26,2019
Scurry,TX,13222,180,2019
Shackelford,TX,2615,30,2019
Shelby,TX,19445,243,2019
Sherman,TX,2468,29,2019
Smith,TX,177448,464,2019
Somervell,TX,7081,98,2019
Starr,TX,45233,365,2019
Stephens,TX,7457,105,2019
Sterling,TX,907,6,2019
Stonewall,TX,1113,8,2019
Sutton,TX,2895,34,2019
Swisher,TX,5819,78,2019
Tarrant,TX,1568856,509,2019
Taylor,TX,106389,434,2019
Terrell,TX,777,5,2019
Terry,TX,9489,133,2019
Throckmorton,TX,1237,10,2019
Titus,TX,24181,278,2019
Tom Green,TX,92733,426,2019
Travis,TX,985208,506,2019
Trinity,TX,11985,166,2019
Tyler,TX,17905,230,2019
Upshur,TX,32443,322,2019
Upton,TX,2842,33,2019
Uvalde,TX,20669,252,2019
Val Verde,TX,36626,340,2019
Van Zandt,TX,44007,363,2019
Victoria,TX,71266,407,2019
Walker,TX,62588,397,2019
Waller,TX,40699,353,2019
Ward,TX,8761,125,2019
Washington,TX,28602,302,2019
Webb,TX,192461,468,2019
Wharton,TX,31992,320,2019
Wheeler,TX,4101,51,2019
Wichita,TX,105181,433,2019
Wilbarger,TX,10313,145,2019
Willacy,TX,16862,221,2019
Williamson,TX,421426,491,2019
Wilson,TX,38809,348,2019
Winkler,TX,5815,78,2019
Wise,TX,51986,380,2019
Wood,TX,36679,341,2019
Yoakum,TX,6004,81,2019
Young,TX,14125,192,2019
Zapata,TX,10027,142,2019
Zavala,TX,9004,128,2019
Beaver,UT,4623,59,2019
Box Elder,UT,38572,347,2019
Cache,UT,90220,425,2019
Carbon,UT,15615,207,2019
Daggett,UT,490,1,2019
Davis,UT,245641,476,2019
Duchesne,UT,13973,191,2019
Emery,UT,7423,105,2019
Garfield,UT,3949,49,2019
Grand,UT,7842,111,2019
Iron,UT,38258,346,2019
Juab,UT,7826,111,2019
Kane,UT,5945,81,2019
Millard,UT,9228,130,2019
Morgan,UT,7932,113,2019
Piute,UT,1485,13,2019
Rich,UT,1786,17,2019
Salt Lake,UT,855951,505,2019
San Juan,UT,11097,154,2019
Sanpete,UT,23223,273,2019
Sevier,UT,15628,208,2019
Summit,UT,32163,321,2019
Tooele,UT,47760,371,2019
Uintah,UT,25417,284,2019
Utah,UT,422172,491,2019
Wasatch,UT,22866,271,2019
Washington,UT,126752,446,2019
Wayne,UT,2083,23,2019
Weber,UT,187154,466,2019
Addison,VT,31310,317,2019
Bennington,VT,29649,308,2019
Caledonia,VT,25032,282,2019
Chittenden,VT,137204,451,2019
Essex,VT,5233,68,2019
Franklin,VT,39542,350,2019
Grand Isle,VT,5934,80,2019
Lamoille,VT,20805,254,2019
Orange,VT,24220,278,2019
Orleans,VT,22332,266,2019
Rutland,VT,49787,375,2019
Washington,VT,48602,373,2019
Windham,VT,36152,338,2019
Windsor,VT,46404,369,2019
Accomack,VA,26556,291,2019
Albemarle,VA,88029,422,2019
Alleghany,VA,12733,175,2019
Amelia,VA,10437,146,2019
Amherst,VA,26306,290,2019
Appomattox,VA,12722,175,2019
Arlington,VA,195728,468,2019
Augusta,VA,62511,396,2019
Bath,VA,3625,44,2019
Bedford,VA,64708,399,2019
Bland,VA,5488,72,2019
Botetourt,VA,27702,297,2019
Brunswick,VA,14079,192,2019
Buchanan,VA,18351,235,2019
Buckingham,VA,14283,194,2019
Campbell,VA,45576,366,2019
Caroline,VA,24095,278,2019
Carroll,VA,24689,281,2019
Charles City,VA,6065,82,2019
Charlotte,VA,9631,136,2019
Chesterfield,VA,271785,479,2019
Clarke,VA,11821,164,2019
Craig,VA,4234,53,2019
Culpeper,VA,40044,352,2019
Cumberland,VA,8202,118,2019
Dickenson,VA,12256,168,2019
Dinwiddie,VA,23323,273,2019
Essex,VA,9032,128,2019
Fairfax,VA,18874,238,2019
Fauquier,VA,55389,387,2019
Floyd,VA,13091,179,2019
Fluvanna,VA,21868,263,2019
Franklin,VA,6165,83,2019
Frederick,VA,69054,405,2019
Giles,VA,13716,187,2019
Gloucester,VA,30835,315,2019
Goochland,VA,19285,242,2019
Grayson,VA,13363,182,2019
Greene,VA,15311,205,2019
Greensville,VA,9903,140,2019
Halifax,VA,28456,301,2019
Hanover,VA,85246,421,2019
Henrico,VA,261230,478,2019
Henry,VA,42523,359,2019
Highland,VA,1972,21,2019
Isle of Wight,VA,29951,310,2019
James City,VA,61677,395,2019
King and Queen,VA,5903,80,2019
King George,VA,20437,250,2019
King William,VA,13348,182,2019
Lancaster,VA,9322,131,2019
Lee,VA,20127,248,2019
Loudoun,VA,295105,482,2019
Louisa,VA,29475,307,2019
Lunenburg,VA,10227,144,2019
Madison,VA,10714,149,2019
Mathews,VA,7886,112,2019
Mecklenburg,VA,25637,286,2019
Middlesex,VA,9116,129,2019
Montgomery,VA,84723,421,2019
Nelson,VA,12331,169,2019
New Kent,VA,17673,229,2019
Northampton,VA,9769,137,2019
Northumberland,VA,10544,147,2019
Nottoway,VA,12799,176,2019
Orange,VA,28915,304,2019
Page,VA,19544,244,2019
Patrick,VA,15006,202,2019
Pittsylvania,VA,51177,378,2019
Powhatan,VA,24356,279,2019
Prince Edward,VA,19687,245,2019
Prince George,VA,30655,313,2019
Prince William,VA,349956,486,2019
Pulaski,VA,28884,304,2019
Rappahannock,VA,6274,84,2019
Richmond,VA,190323,467,2019
Roanoke,VA,79379,415,2019
Rockbridge,VA,19174,241,2019
Rockingham,VA,64748,400,2019
Russell,VA,22648,270,2019
Scott,VA,18305,234,2019
Shenandoah,VA,35210,335,2019
Smyth,VA,25629,286,2019
Southampton,VA,14838,200,2019
Spotsylvania,VA,103549,433,2019
Stafford,VA,112878,438,2019
Surry,VA,5509,73,2019
Sussex,VA,9787,138,2019
Tazewell,VA,34496,331,2019
Warren,VA,31887,320,2019
Washington,VA,45535,366,2019
Westmoreland,VA,14687,197,2019
Wise,VA,31775,319,2019
Wythe,VA,23890,276,2019
York,VA,53658,383,2019
Alexandria,VA,131356,448,2019
Bristol,VA,13682,186,2019
Buena Vista,VA,5179,67,2019
Charlottesville,VA,40512,353,2019
Chesapeake,VA,188398,466,2019
Colonial Heights,VA,13829,188,2019
Covington,VA,4554,57,2019
Danville,VA,33064,325,2019
Emporia,VA,4067,50,2019
Falls Church,VA,11027,153,2019
Fredericksburg,VA,23148,272,2019
Galax,VA,5184,68,2019
Hampton,VA,109353,437,2019
Harrisonburg,VA,45417,366,2019
Hopewell,VA,17396,225,2019
Lexington,VA,6729,92,2019
Lynchburg,VA,66873,403,2019
Manassas,VA,31351,318,2019
Manassas Park,VA,13078,178,2019
Martinsville,VA,9971,141,2019
Newport News,VA,141851,453,2019
Norfolk,VA,201040,469,2019
Norton,VA,3081,37,2019
Petersburg,VA,25358,284,2019
Poquoson,VA,9847,139,2019
Portsmouth,VA,74973,411,2019
Radford,VA,16021,213,2019
Salem,VA,21022,256,2019
Staunton,VA,20240,249,2019
Suffolk,VA,70675,406,2019
Virginia Beach,VA,361187,487,2019
Waynesboro,VA,17412,225,2019
Williamsburg,VA,13588,185,2019
Winchester,VA,22283,266,2019
Adams,WA,13390,183,2019
Asotin,WA,18400,235,2019
Benton,WA,150331,455,2019
Chelan,WA,60196,393,2019
Clallam,WA,63886,398,2019
Clark,WA,372129,488,2019
Columbia,WA,3298,40,2019
Cowlitz,WA,85037,421,2019
Douglas,WA,32139,321,2019
Ferry,WA,6501,88,2019
Franklin,WA,65093,400,2019
Garfield,WA,1795,17,2019
Grant,WA,70039,405,2019
Grays Harbor,WA,59488,392,2019
Island,WA,69518,405,2019
Jefferson,WA,27848,298,2019
King,WA,1794452,510,2019
Kitsap,WA,217237,472,2019
Kittitas,WA,38863,349,2019
Klickitat,WA,18007,231,2019
Lewis,WA,63433,397,2019
Lincoln,WA,8628,124,2019
Mason,WA,52889,382,2019
Okanogan,WA,33295,327,2019
Pacific,WA,18640,236,2019
Pend Oreille,WA,11192,156,2019
Pierce,WA,692911,501,2019
San Juan,WA,14851,200,2019
Skagit,WA,101230,431,2019
Skamania,WA,9786,137,2019
Snohomish,WA,637849,500,2019
Spokane,WA,405537,490,2019
Stevens,WA,36168,339,2019
Thurston,WA,226692,473,2019
Wahkiakum,WA,3643,45,2019
Walla Walla,WA,48957,374,2019
Whatcom,WA,182461,465,2019
Whitman,WA,42565,359,2019
Yakima,WA,182907,465,2019
Barbour,WV,13649,186,2019
Berkeley,WV,91219,426,2019
Boone,WV,18130,232,2019
Braxton,WV,11721,162,2019
Brooke,WV,18954,239,2019
Cabell,WV,77391,413,2019
Calhoun,WV,5978,81,2019
Clay,WV,6962,96,2019
Doddridge,WV,7350,103,2019
Fayette,WV,35638,336,2019
Gilmer,WV,6977,96,2019
Grant,WV,9658,136,2019
Greenbrier,WV,29087,304,2019
Hampshire,WV,19410,243,2019
Hancock,WV,24403,279,2019
Hardy,WV,11253,156,2019
Harrison,WV,54960,386,2019
Jackson,WV,23532,274,2019
Jefferson,WV,45400,365,2019
Kanawha,WV,150849,455,2019
Lewis,WV,13121,179,2019
Lincoln,WV,16658,219,2019
Logan,WV,27271,295,2019
McDowell,WV,15317,205,2019
Marion,WV,46287,368,2019
Marshall,WV,25884,287,2019
Mason,WV,21846,263,2019
Mercer,WV,49121,374,2019
Mineral,WV,22508,268,2019
Mingo,WV,19568,244,2019
Monongalia,WV,90107,425,2019
Monroe,WV,11065,153,2019
Morgan,WV,14835,199,2019
Nicholas,WV,20499,251,2019
Ohio,WV,35028,334,2019
Pendleton,WV,5902,80,2019
Pleasants,WV,6284,85,2019
Pocahontas,WV,7146,100,2019
Preston,WV,27841,298,2019
Putnam,WV,45521,366,2019
Raleigh,WV,61345,394,2019
Randolph,WV,23994,277,2019
Ritchie,WV,8144,117,2019
Roane,WV,11348,157,2019
