county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Dallas,IA,96.9,501,2019
Davis,IA,73.6,5,2019
Decatur,IA,90.7,226,2019
Delaware,IA,97.0,503,2019
Des Moines,IA,95.1,434,2019
Dickinson,IA,95.9,472,2019
Dubuque,IA,96.2,484,2019
Emmet,IA,93.6,348,2019
Fayette,IA,95.0,428,2019
Floyd,IA,91.5,262,2019
Franklin,IA,94.1,377,2019
Fremont,IA,95.4,450,2019
Greene,IA,97.6,508,2019
Grundy,IA,98.0,510,2019
Guthrie,IA,96.4,490,2019
Hamilton,IA,97.0,503,2019
Hancock,IA,96.5,494,2019
Hardin,IA,96.2,484,2019
Harrison,IA,96.1,480,2019
Henry,IA,96.8,499,2019
Howard,IA,94.0,370,2019
Humboldt,IA,96.2,484,2019
Ida,IA,96.5,494,2019
Iowa,IA,96.3,487,2019
Jackson,IA,95.6,459,2019
Jasper,IA,97.0,503,2019
Jefferson,IA,95.4,450,2019
Johnson,IA,94.4,394,2019
Jones,IA,96.9,501,2019
Keokuk,IA,97.2,505,2019
Kossuth,IA,95.1,434,2019
Lee,IA,96.2,484,2019
Linn,IA,96.3,487,2019
Louisa,IA,94.9,423,2019
Lucas,IA,94.8,417,2019
Lyon,IA,95.5,454,2019
Madison,IA,96.7,498,2019
Mahaska,IA,95.6,459,2019
Marion,IA,96.7,498,2019
Marshall,IA,94.1,377,2019
Mills,IA,95.9,472,2019
Mitchell,IA,94.0,370,2019
Monona,IA,95.1,434,2019
Monroe,IA,96.0,476,2019
Montgomery,IA,96.5,494,2019
Muscatine,IA,96.2,484,2019
O'Brien,IA,96.1,480,2019
Osceola,IA,95.5,454,2019
Page,IA,95.6,459,2019
Palo Alto,IA,95.4,450,2019
Plymouth,IA,95.0,428,2019
Pocahontas,IA,95.8,469,2019
Polk,IA,95.1,434,2019
Pottawattamie,IA,94.2,383,2019
Poweshiek,IA,94.3,389,2019
Ringgold,IA,95.9,472,2019
Sac,IA,95.7,464,2019
Scott,IA,95.5,454,2019
Shelby,IA,95.0,428,2019
Sioux,IA,95.8,469,2019
Story,IA,95.5,454,2019
Tama,IA,93.4,340,2019
Taylor,IA,92.4,299,2019
Union,IA,93.8,359,2019
Van Buren,IA,88.2,136,2019
Wapello,IA,94.2,383,2019
Warren,IA,97.3,506,2019
Washington,IA,92.2,290,2019
Wayne,IA,88.8,156,2019
Webster,IA,94.5,401,2019
Winnebago,IA,97.7,509,2019
Winneshiek,IA,98.1,511,2019
Woodbury,IA,94.3,389,2019
Worth,IA,95.8,469,2019
Wright,IA,95.3,444,2019
Allen,KS,94.9,423,2019
Anderson,KS,89.0,163,2019
Atchison,KS,93.3,336,2019
Barber,KS,89.7,188,2019
Barton,KS,88.3,139,2019
Bourbon,KS,89.3,173,2019
Brown,KS,92.8,313,2019
Butler,KS,91.9,277,2019
Chase,KS,89.6,183,2019
Chautauqua,KS,87.2,111,2019
Cherokee,KS,88.5,145,2019
Cheyenne,KS,91.3,252,2019
Clark,KS,94.9,423,2019
Clay,KS,92.7,308,2019
Cloud,KS,90.5,217,2019
Coffey,KS,92.1,285,2019
Comanche,KS,91.1,243,2019
Cowley,KS,90.7,226,2019
Crawford,KS,90.0,198,2019
Decatur,KS,89.9,194,2019
Dickinson,KS,92.3,295,2019
Doniphan,KS,90.7,226,2019
Douglas,KS,92.9,317,2019
Edwards,KS,93.4,340,2019
Elk,KS,90.9,234,2019
Ellis,KS,93.0,322,2019
Ellsworth,KS,94.5,401,2019
Finney,KS,87.4,115,2019
Ford,KS,85.8,80,2019
Franklin,KS,92.7,308,2019
Geary,KS,93.3,336,2019
Gove,KS,87.8,124,2019
Graham,KS,91.9,277,2019
Grant,KS,84.7,63,2019
Gray,KS,86.6,98,2019
Greeley,KS,94.5,401,2019
Greenwood,KS,92.1,285,2019
Hamilton,KS,80.9,24,2019
Harper,KS,87.0,107,2019
Harvey,KS,91.8,273,2019
Haskell,KS,82.3,37,2019
Hodgeman,KS,91.4,258,2019
Jackson,KS,94.4,394,2019
Jefferson,KS,94.0,370,2019
Jewell,KS,91.9,277,2019
Johnson,KS,94.1,377,2019
Kearny,KS,84.8,65,2019
Kingman,KS,94.3,389,2019
Kiowa,KS,89.7,188,2019
Labette,KS,89.0,163,2019
Lane,KS,88.6,148,2019
Leavenworth,KS,95.2,439,2019
Lincoln,KS,91.3,252,2019
Linn,KS,89.6,183,2019
Logan,KS,93.3,336,2019
Lyon,KS,91.3,252,2019
McPherson,KS,93.5,345,2019
Marion,KS,93.6,348,2019
Marshall,KS,93.9,364,2019
Meade,KS,87.6,118,2019
Miami,KS,94.1,377,2019
Mitchell,KS,92.2,290,2019
Montgomery,KS,88.1,132,2019
Morris,KS,91.8,273,2019
Morton,KS,84.0,55,2019
Nemaha,KS,95.1,434,2019
Neosho,KS,87.9,127,2019
Ness,KS,92.1,285,2019
Norton,KS,92.6,305,2019
Osage,KS,90.8,230,2019
Osborne,KS,92.1,285,2019
Ottawa,KS,93.8,359,2019
Pawnee,KS,90.4,212,2019
Phillips,KS,94.2,383,2019
Pottawatomie,KS,94.9,423,2019
Pratt,KS,92.2,290,2019
Rawlins,KS,92.1,285,2019
Reno,KS,90.6,221,2019
Republic,KS,94.9,423,2019
Rice,KS,93.4,340,2019
Riley,KS,94.1,377,2019
Rooks,KS,93.2,330,2019
Rush,KS,94.6,406,2019
Russell,KS,89.7,188,2019
Saline,KS,91.3,252,2019
Scott,KS,94.6,406,2019
Sedgwick,KS,89.3,173,2019
Seward,KS,80.9,24,2019
Shawnee,KS,93.2,330,2019
Sheridan,KS,89.7,188,2019
Sherman,KS,90.9,234,2019
Smith,KS,91.4,258,2019
Stafford,KS,89.0,163,2019
Stanton,KS,85.1,70,2019
Stevens,KS,81.8,32,2019
Sumner,KS,92.2,290,2019
Thomas,KS,91.6,266,2019
Trego,KS,91.8,273,2019
Wabaunsee,KS,94.9,423,2019
Wallace,KS,94.1,377,2019
Washington,KS,95.5,454,2019
Wichita,KS,93.7,354,2019
Wilson,KS,93.0,322,2019
Woodson,KS,86.9,104,2019
Wyandotte,KS,82.0,34,2019
Adair,KY,94.6,406,2019
Allen,KY,93.0,322,2019
Anderson,KY,96.5,494,2019
Ballard,KY,92.4,299,2019
Barren,KY,93.3,336,2019
Bath,KY,94.4,394,2019
Bell,KY,94.7,412,2019
Boone,KY,95.7,464,2019
Bourbon,KY,94.2,383,2019
Boyd,KY,94.0,370,2019
Boyle,KY,95.4,450,2019
Bracken,KY,95.0,428,2019
Breathitt,KY,95.5,454,2019
Breckinridge,KY,92.9,317,2019
Bullitt,KY,96.2,484,2019
Butler,KY,92.5,302,2019
Caldwell,KY,92.8,313,2019
Calloway,KY,94.6,406,2019
Campbell,KY,96.3,487,2019
Carlisle,KY,94.3,389,2019
Carroll,KY,90.7,226,2019
Carter,KY,92.0,281,2019
Casey,KY,87.6,118,2019
Christian,KY,91.3,252,2019
Clark,KY,95.6,459,2019
Clay,KY,92.9,317,2019
Clinton,KY,91.4,258,2019
Crittenden,KY,91.0,239,2019
Cumberland,KY,90.0,198,2019
Daviess,KY,95.2,439,2019
Edmonson,KY,93.7,354,2019
Elliott,KY,94.9,423,2019
Estill,KY,93.5,345,2019
Fayette,KY,93.2,330,2019
Fleming,KY,90.9,234,2019
Floyd,KY,95.2,439,2019
Franklin,KY,91.6,266,2019
Fulton,KY,94.7,412,2019
Gallatin,KY,91.3,252,2019
Garrard,KY,93.3,336,2019
Grant,KY,95.1,434,2019
Graves,KY,94.3,389,2019
Grayson,KY,95.0,428,2019
Green,KY,94.3,389,2019
Greenup,KY,95.1,434,2019
Hancock,KY,97.0,503,2019
Hardin,KY,95.4,450,2019
Harlan,KY,94.2,383,2019
Harrison,KY,93.7,354,2019
Hart,KY,93.1,325,2019
Henderson,KY,95.3,444,2019
Henry,KY,91.4,258,2019
Hickman,KY,95.4,450,2019
Hopkins,KY,93.3,336,2019
Jackson,KY,95.4,450,2019
Jefferson,KY,94.8,417,2019
Jessamine,KY,94.2,383,2019
Johnson,KY,95.6,459,2019
Kenton,KY,94.4,394,2019
Knott,KY,93.9,364,2019
Knox,KY,94.8,417,2019
Larue,KY,95.8,469,2019
Laurel,KY,93.5,345,2019
Lawrence,KY,91.4,258,2019
Lee,KY,97.3,506,2019
Leslie,KY,95.5,454,2019
Letcher,KY,95.2,439,2019
Lewis,KY,94.9,423,2019
Lincoln,KY,90.8,230,2019
Livingston,KY,96.0,476,2019
Logan,KY,92.9,317,2019
Lyon,KY,94.0,370,2019
McCracken,KY,93.9,364,2019
McCreary,KY,95.4,450,2019
McLean,KY,93.5,345,2019
Madison,KY,95.0,428,2019
Magoffin,KY,95.4,450,2019
Marion,KY,95.3,444,2019
Marshall,KY,95.4,450,2019
Martin,KY,93.8,359,2019
Mason,KY,92.1,285,2019
Meade,KY,95.6,459,2019
Menifee,KY,96.5,494,2019
Mercer,KY,93.8,359,2019
Metcalfe,KY,94.1,377,2019
Monroe,KY,91.2,248,2019
Montgomery,KY,93.1,325,2019
Morgan,KY,94.3,389,2019
Muhlenberg,KY,94.2,383,2019
Nelson,KY,95.5,454,2019
Nicholas,KY,91.0,239,2019
Ohio,KY,94.5,401,2019
Oldham,KY,96.5,494,2019
Owen,KY,93.8,359,2019
Owsley,KY,96.5,494,2019
Pendleton,KY,97.6,508,2019
Perry,KY,94.8,417,2019
Pike,KY,93.9,364,2019
Powell,KY,95.4,450,2019
Pulaski,KY,94.0,370,2019
Robertson,KY,92.1,285,2019
Rockcastle,KY,95.4,450,2019
Rowan,KY,94.7,412,2019
Russell,KY,92.2,290,2019
Scott,KY,94.1,377,2019
Shelby,KY,92.3,295,2019
Simpson,KY,94.6,406,2019
Spencer,KY,96.2,484,2019
Taylor,KY,95.9,472,2019
Todd,KY,84.8,65,2019
Trigg,KY,92.0,281,2019
Trimble,KY,94.3,389,2019
Union,KY,95.2,439,2019
Warren,KY,94.5,401,2019
Washington,KY,93.1,325,2019
Wayne,KY,89.7,188,2019
Webster,KY,93.8,359,2019
Whitley,KY,94.4,394,2019
Wolfe,KY,97.7,509,2019
Woodford,KY,95.0,428,2019
Acadia,LA,89.4,176,2019
Allen,LA,91.5,262,2019
Ascension,LA,93.3,336,2019
Assumption,LA,91.6,266,2019
Avoyelles,LA,91.7,269,2019
Beauregard,LA,89.8,192,2019
Bienville,LA,90.1,201,2019
Bossier,LA,91.5,262,2019
Caddo,LA,90.7,226,2019
Calcasieu,LA,90.8,230,2019
Caldwell,LA,87.1,109,2019
Cameron,LA,90.3,208,2019
Catahoula,LA,89.1,166,2019
Claiborne,LA,89.2,170,2019
Concordia,LA,86.2,89,2019
De Soto,LA,90.5,217,2019
East Baton Rouge,LA,91.5,262,2019
East Carroll,LA,91.0,239,2019
East Feliciana,LA,91.7,269,2019
Evangeline,LA,88.4,141,2019
Franklin,LA,89.9,194,2019
Grant,LA,91.5,262,2019
Iberia,LA,88.9,160,2019
Iberville,LA,90.1,201,2019
Jackson,LA,90.9,234,2019
Jefferson,LA,88.6,148,2019
Jefferson Davis,LA,91.9,277,2019
Lafayette,LA,90.8,230,2019
Lafourche,LA,91.0,239,2019
LaSalle,LA,89.9,194,2019
Lincoln,LA,91.4,258,2019
Livingston,LA,91.4,258,2019
Madison,LA,89.0,163,2019
Morehouse,LA,90.8,230,2019
Natchitoches,LA,88.9,160,2019
Orleans,LA,90.8,230,2019
Ouachita,LA,90.4,212,2019
Plaquemines,LA,93.6,348,2019
Pointe Coupee,LA,90.6,221,2019
Rapides,LA,90.1,201,2019
Red River,LA,89.1,166,2019
Richland,LA,86.8,102,2019
Sabine,LA,88.1,132,2019
St. Bernard,LA,88.8,156,2019
St. Charles,LA,92.8,313,2019
St. Helena,LA,87.3,113,2019
St. James,LA,90.8,230,2019
St. John the Baptist,LA,89.5,180,2019
St. Landry,LA,90.0,198,2019
St. Martin,LA,88.9,160,2019
St. Mary,LA,92.0,281,2019
St. Tammany,LA,92.1,285,2019
Tangipahoa,LA,90.4,212,2019
Tensas,LA,82.0,34,2019
Terrebonne,LA,88.9,160,2019
Union,LA,90.3,208,2019
Vermilion,LA,90.8,230,2019
Vernon,LA,91.1,243,2019
Washington,LA,88.2,136,2019
Webster,LA,90.6,221,2019
West Baton Rouge,LA,91.8,273,2019
West Carroll,LA,86.3,91,2019
West Feliciana,LA,92.5,302,2019
Winn,LA,89.2,170,2019
Androscoggin,ME,92.0,281,2019
Aroostook,ME,91.6,266,2019
Cumberland,ME,94.2,383,2019
Franklin,ME,90.0,198,2019
Hancock,ME,89.8,192,2019
Kennebec,ME,92.6,305,2019
Knox,ME,90.6,221,2019
Lincoln,ME,90.0,198,2019
Oxford,ME,91.2,248,2019
Penobscot,ME,91.2,248,2019
Piscataquis,ME,89.8,192,2019
Sagadahoc,ME,93.5,345,2019
Somerset,ME,90.6,221,2019
Waldo,ME,88.9,160,2019
Washington,ME,87.9,127,2019
York,ME,93.3,336,2019
Allegany,MD,95.2,439,2019
Anne Arundel,MD,95.6,459,2019
Baltimore,MD,94.8,417,2019
Calvert,MD,96.1,480,2019
Caroline,MD,94.4,394,2019
Carroll,MD,97.1,504,2019
Cecil,MD,95.9,472,2019
Charles,MD,96.2,484,2019
Dorchester,MD,94.6,406,2019
Frederick,MD,95.5,454,2019
Garrett,MD,93.0,322,2019
Harford,MD,96.6,495,2019
Howard,MD,96.1,480,2019
Kent,MD,94.8,417,2019
Montgomery,MD,92.9,317,2019
Prince George's,MD,89.9,194,2019
Queen Anne's,MD,95.2,439,2019
St. Mary's,MD,94.9,423,2019
Somerset,MD,94.2,383,2019
Talbot,MD,95.7,464,2019
Washington,MD,94.3,389,2019
Wicomico,MD,93.4,340,2019
Worcester,MD,95.1,434,2019
Baltimore City,MD,93.4,340,2019
Barnstable,MA,96.7,498,2019
Berkshire,MA,97.0,503,2019
Bristol,MA,97.2,505,2019
Dukes,MA,94.7,412,2019
Essex,MA,97.0,503,2019
Franklin,MA,97.9,510,2019
Hampden,MA,96.9,501,2019
Hampshire,MA,97.8,510,2019
Middlesex,MA,97.5,508,2019
Nantucket,MA,95.6,459,2019
Norfolk,MA,98.2,511,2019
Plymouth,MA,97.8,510,2019
Suffolk,MA,96.2,484,2019
Worcester,MA,97.5,508,2019
Alcona,MI,95.4,450,2019
Alger,MI,91.7,269,2019
Allegan,MI,95.5,454,2019
Alpena,MI,94.6,406,2019
Antrim,MI,93.9,364,2019
Arenac,MI,94.0,370,2019
Baraga,MI,94.5,401,2019
Barry,MI,95.8,469,2019
Bay,MI,94.9,423,2019
Benzie,MI,94.7,412,2019
Berrien,MI,93.1,325,2019
Branch,MI,89.6,183,2019
Calhoun,MI,94.5,401,2019
Cass,MI,93.8,359,2019
Charlevoix,MI,93.3,336,2019
Cheboygan,MI,92.8,313,2019
Chippewa,MI,93.5,345,2019
Clare,MI,88.7,152,2019
Clinton,MI,95.8,469,2019
Crawford,MI,94.4,394,2019
Delta,MI,94.2,383,2019
Dickinson,MI,95.7,464,2019
Eaton,MI,95.1,434,2019
Emmet,MI,93.0,322,2019
Genesee,MI,94.5,401,2019
Gladwin,MI,90.7,226,2019
Gogebic,MI,92.3,295,2019
Grand Traverse,MI,93.5,345,2019
Gratiot,MI,95.5,454,2019
Hillsdale,MI,93.4,340,2019
Houghton,MI,93.0,322,2019
Huron,MI,94.0,370,2019
Ingham,MI,94.4,394,2019
Ionia,MI,94.0,370,2019
Iosco,MI,93.4,340,2019
Iron,MI,93.3,336,2019
Isabella,MI,91.6,266,2019
Jackson,MI,94.2,383,2019
Kalamazoo,MI,94.6,406,2019
Kalkaska,MI,90.3,208,2019
Kent,MI,94.2,383,2019
Keweenaw,MI,92.7,308,2019
Lake,MI,93.7,354,2019
Lapeer,MI,92.8,313,2019
Leelanau,MI,94.8,417,2019
Lenawee,MI,94.3,389,2019
Livingston,MI,96.4,490,2019
Luce,MI,95.3,444,2019
Mackinac,MI,89.6,183,2019
Macomb,MI,94.8,417,2019
Manistee,MI,94.2,383,2019
Marquette,MI,95.9,472,2019
Mason,MI,93.8,359,2019
Mecosta,MI,93.4,340,2019
Menominee,MI,95.4,450,2019
Midland,MI,95.7,464,2019
Missaukee,MI,91.5,262,2019
Monroe,MI,95.8,469,2019
Montcalm,MI,92.4,299,2019
Montmorency,MI,92.3,295,2019
Muskegon,MI,95.1,434,2019
Newaygo,MI,93.7,354,2019
Oakland,MI,95.6,459,2019
Oceana,MI,91.0,239,2019
Ogemaw,MI,93.5,345,2019
Ontonagon,MI,92.9,317,2019
Osceola,MI,90.4,212,2019
Oscoda,MI,86.6,98,2019
Otsego,MI,93.3,336,2019
Ottawa,MI,96.2,484,2019
Presque Isle,MI,93.1,325,2019
Roscommon,MI,93.3,336,2019
Saginaw,MI,95.5,454,2019
St. Clair,MI,95.1,434,2019
St. Joseph,MI,91.7,269,2019
Sanilac,MI,91.1,243,2019
Schoolcraft,MI,94.1,377,2019
Shiawassee,MI,95.2,439,2019
Tuscola,MI,94.8,417,2019
Van Buren,MI,91.9,277,2019
Washtenaw,MI,96.5,494,2019
Wayne,MI,93.7,354,2019
Wexford,MI,93.2,330,2019
Aitkin,MN,95.9,472,2019
Anoka,MN,96.1,480,2019
Becker,MN,93.7,354,2019
Beltrami,MN,91.2,248,2019
Benton,MN,96.5,494,2019
Big Stone,MN,95.2,439,2019
Blue Earth,MN,96.2,484,2019
Brown,MN,96.4,490,2019
Carlton,MN,95.9,472,2019
Carver,MN,97.0,503,2019
Cass,MN,92.6,305,2019
Chippewa,MN,92.2,290,2019
Chisago,MN,96.4,490,2019
Clay,MN,95.9,472,2019
Clearwater,MN,91.4,258,2019
Cook,MN,93.4,340,2019
Cottonwood,MN,94.7,412,2019
Crow Wing,MN,95.4,450,2019
Dakota,MN,96.5,494,2019
Dodge,MN,95.6,459,2019
Douglas,MN,97.0,503,2019
Faribault,MN,95.1,434,2019
Fillmore,MN,90.8,230,2019
Freeborn,MN,94.7,412,2019
Goodhue,MN,95.0,428,2019
Grant,MN,95.0,428,2019
Hennepin,MN,95.1,434,2019
Houston,MN,95.5,454,2019
Hubbard,MN,94.3,389,2019
Isanti,MN,95.8,469,2019
Itasca,MN,94.7,412,2019
Jackson,MN,96.4,490,2019
Kanabec,MN,94.4,394,2019
Kandiyohi,MN,93.4,340,2019
Kittson,MN,93.7,354,2019
Koochiching,MN,96.7,498,2019
Lac qui Parle,MN,97.5,508,2019
Lake,MN,95.8,469,2019
Lake of the Woods,MN,97.1,504,2019
Le Sueur,MN,94.4,394,2019
Lincoln,MN,95.1,434,2019
Lyon,MN,94.0,370,2019
McLeod,MN,95.3,444,2019
Mahnomen,MN,86.0,85,2019
Marshall,MN,95.9,472,2019
Martin,MN,94.3,389,2019
Meeker,MN,95.4,450,2019
Mille Lacs,MN,94.1,377,2019
Morrison,MN,95.1,434,2019
Mower,MN,93.5,345,2019
Murray,MN,96.0,476,2019
Nicollet,MN,96.7,498,2019
Nobles,MN,91.7,269,2019
Norman,MN,94.0,370,2019
Olmsted,MN,96.1,480,2019
Otter Tail,MN,95.2,439,2019
Pennington,MN,97.5,508,2019
Pine,MN,94.1,377,2019
Pipestone,MN,93.3,336,2019
Polk,MN,96.7,498,2019
Pope,MN,96.4,490,2019
Ramsey,MN,94.7,412,2019
Red Lake,MN,96.4,490,2019
Redwood,MN,93.4,340,2019
Renville,MN,94.5,401,2019
Rice,MN,95.2,439,2019
Rock,MN,95.8,469,2019
Roseau,MN,96.1,480,2019
St. Louis,MN,96.5,494,2019
Scott,MN,96.3,487,2019
Sherburne,MN,97.3,506,2019
Sibley,MN,95.2,439,2019
Stearns,MN,96.4,490,2019
Steele,MN,96.9,501,2019
Stevens,MN,97.8,510,2019
Swift,MN,95.8,469,2019
Todd,MN,91.2,248,2019
Traverse,MN,97.1,504,2019
Wabasha,MN,94.8,417,2019
Wadena,MN,93.2,330,2019
Waseca,MN,96.8,499,2019
Washington,MN,97.0,503,2019
Watonwan,MN,88.3,139,2019
Wilkin,MN,97.7,509,2019
Winona,MN,94.2,383,2019
Wright,MN,96.6,495,2019
Yellow Medicine,MN,95.8,469,2019
Adams,MS,84.9,67,2019
Alcorn,MS,86.3,91,2019
Amite,MS,86.6,98,2019
Attala,MS,89.4,176,2019
Benton,MS,84.7,63,2019
Bolivar,MS,85.7,78,2019
Calhoun,MS,88.2,136,2019
Carroll,MS,92.3,295,2019
Chickasaw,MS,87.8,124,2019
Choctaw,MS,91.5,262,2019
Claiborne,MS,84.4,59,2019
Clarke,MS,91.2,248,2019
Clay,MS,88.1,132,2019
Coahoma,MS,87.0,107,2019
Copiah,MS,86.7,100,2019
Covington,MS,86.2,89,2019
DeSoto,MS,92.0,281,2019
Forrest,MS,86.1,87,2019
Franklin,MS,90.5,217,2019
George,MS,82.1,35,2019
Greene,MS,84.1,56,2019
Grenada,MS,88.3,139,2019
Hancock,MS,87.1,109,2019
Harrison,MS,84.8,65,2019
Hinds,MS,87.6,118,2019
Holmes,MS,83.9,53,2019
Humphreys,MS,83.7,50,2019
Issaquena,MS,88.3,139,2019
Itawamba,MS,89.8,192,2019
Jackson,MS,86.4,93,2019
Jasper,MS,86.9,104,2019
Jefferson,MS,84.1,56,2019
Jefferson Davis,MS,85.8,80,2019
Jones,MS,88.6,148,2019
Kemper,MS,88.1,132,2019
Lafayette,MS,91.4,258,2019
Lamar,MS,86.8,102,2019
Lauderdale,MS,89.2,170,2019
Lawrence,MS,87.9,127,2019
Leake,MS,84.9,67,2019
Lee,MS,88.6,148,2019
Leflore,MS,85.5,76,2019
Lincoln,MS,85.7,78,2019
Lowndes,MS,88.0,129,2019
Madison,MS,93.1,325,2019
Marion,MS,84.7,63,2019
Marshall,MS,86.9,104,2019
Monroe,MS,89.8,192,2019
Montgomery,MS,90.7,226,2019
Neshoba,MS,87.9,127,2019
Newton,MS,88.7,152,2019
Noxubee,MS,85.0,68,2019
Oktibbeha,MS,90.6,221,2019
Panola,MS,87.0,107,2019
Pearl River,MS,85.8,80,2019
Perry,MS,86.1,87,2019
Pike,MS,86.2,89,2019
Pontotoc,MS,84.2,57,2019
Prentiss,MS,88.0,129,2019
Quitman,MS,82.6,39,2019
Rankin,MS,90.7,226,2019
Scott,MS,82.9,42,2019
Sharkey,MS,82.2,36,2019
Simpson,MS,85.9,82,2019
Smith,MS,86.0,85,2019
Stone,MS,87.7,121,2019
Sunflower,MS,85.6,77,2019
Tallahatchie,MS,87.7,121,2019
Tate,MS,87.8,124,2019
Tippah,MS,87.7,121,2019
Tishomingo,MS,86.3,91,2019
Tunica,MS,84.9,67,2019
Union,MS,89.2,170,2019
Walthall,MS,83.7,50,2019
Warren,MS,88.1,132,2019
Washington,MS,84.3,58,2019
Wayne,MS,90.8,230,2019
Webster,MS,89.5,180,2019
Wilkinson,MS,86.7,100,2019
Winston,MS,86.9,104,2019
Yalobusha,MS,87.5,116,2019
Yazoo,MS,87.2,111,2019
Adair,MO,92.1,285,2019
Andrew,MO,94.3,389,2019
Atchison,MO,90.5,217,2019
Audrain,MO,89.2,170,2019
Barry,MO,85.7,78,2019
Barton,MO,89.0,163,2019
Bates,MO,90.7,226,2019
Benton,MO,88.2,136,2019
Bollinger,MO,88.4,141,2019
Boone,MO,93.0,322,2019
Buchanan,MO,89.7,188,2019
Butler,MO,88.1,132,2019
Caldwell,MO,90.6,221,2019
Callaway,MO,90.9,234,2019
Camden,MO,86.9,104,2019
Cape Girardeau,MO,92.1,285,2019
Carroll,MO,88.5,145,2019
Carter,MO,84.0,55,2019
Cass,MO,92.7,308,2019
Cedar,MO,84.3,58,2019
Chariton,MO,92.2,290,2019
Christian,MO,91.7,269,2019
Clark,MO,85.9,82,2019
Clay,MO,92.5,302,2019
Clinton,MO,92.8,313,2019
Cole,MO,91.8,273,2019
Cooper,MO,90.1,201,2019
Crawford,MO,83.5,49,2019
Dade,MO,86.4,93,2019
Dallas,MO,84.3,58,2019
Daviess,MO,83.3,46,2019
DeKalb,MO,92.6,305,2019
Dent,MO,85.4,74,2019
Douglas,MO,84.5,60,2019
Dunklin,MO,84.4,59,2019
Franklin,MO,92.0,281,2019
Gasconade,MO,93.2,330,2019
Gentry,MO,89.4,176,2019
Greene,MO,89.3,173,2019
Grundy,MO,82.2,36,2019
Harrison,MO,87.6,118,2019
Henry,MO,88.5,145,2019
Hickory,MO,84.5,60,2019
Holt,MO,91.5,262,2019
Howard,MO,92.2,290,2019
Howell,MO,86.2,89,2019
Iron,MO,88.7,152,2019
Jackson,MO,88.8,156,2019
Jasper,MO,86.9,104,2019
Jefferson,MO,91.9,277,2019
Johnson,MO,90.8,230,2019
Knox,MO,79.2,15,2019
Laclede,MO,89.2,170,2019
Lafayette,MO,91.5,262,2019
Lawrence,MO,86.5,96,2019
Lewis,MO,90.2,205,2019
Lincoln,MO,92.2,290,2019
Linn,MO,89.4,176,2019
Livingston,MO,88.9,160,2019
McDonald,MO,81.3,27,2019
Macon,MO,89.3,173,2019
Madison,MO,89.2,170,2019
Maries,MO,87.5,116,2019
Marion,MO,91.8,273,2019
Mercer,MO,84.0,55,2019
Miller,MO,89.7,188,2019
Mississippi,MO,85.2,71,2019
Moniteau,MO,85.1,70,2019
Monroe,MO,90.5,217,2019
Montgomery,MO,90.8,230,2019
Morgan,MO,79.1,14,2019
New Madrid,MO,84.9,67,2019
Newton,MO,87.4,115,2019
Nodaway,MO,90.8,230,2019
Oregon,MO,82.9,42,2019
Osage,MO,95.3,444,2019
Ozark,MO,85.1,70,2019
Pemiscot,MO,87.1,109,2019
Perry,MO,93.7,354,2019
Pettis,MO,86.0,85,2019
Phelps,MO,92.1,285,2019
Pike,MO,90.9,234,2019
Platte,MO,94.2,383,2019
Polk,MO,86.7,100,2019
Pulaski,MO,89.4,176,2019
Putnam,MO,84.3,58,2019
Ralls,MO,91.7,269,2019
Randolph,MO,90.4,212,2019
Ray,MO,89.7,188,2019
Reynolds,MO,88.7,152,2019
Ripley,MO,85.5,76,2019
St. Charles,MO,95.5,454,2019
St. Clair,MO,87.6,118,2019
Ste. Genevieve,MO,95.1,434,2019
St. Francois,MO,91.0,239,2019
St. Louis,MO,89.2,170,2019
Saline,MO,91.4,258,2019
Schuyler,MO,84.9,67,2019
Scotland,MO,66.5,1,2019
Scott,MO,89.0,163,2019
Shannon,MO,81.2,26,2019
Shelby,MO,88.9,160,2019
Stoddard,MO,88.8,156,2019
Stone,MO,90.8,230,2019
Sullivan,MO,87.9,127,2019
Taney,MO,84.2,57,2019
Texas,MO,83.9,53,2019
Vernon,MO,85.5,76,2019
Warren,MO,92.8,313,2019
Washington,MO,87.6,118,2019
Wayne,MO,86.0,85,2019
Webster,MO,86.2,89,2019
Worth,MO,94.0,370,2019
Wright,MO,80.9,24,2019
Beaverhead,MT,91.9,277,2019
Big Horn,MT,67.7,1,2019
Blaine,MT,84.9,67,2019
Broadwater,MT,92.8,313,2019
Carbon,MT,93.1,325,2019
Carter,MT,79.6,17,2019
Cascade,MT,92.2,290,2019
Chouteau,MT,89.1,166,2019
Custer,MT,94.2,383,2019
Daniels,MT,95.6,459,2019
Dawson,MT,95.9,472,2019
Deer Lodge,MT,92.5,302,2019
Fallon,MT,89.4,176,2019
Fergus,MT,90.8,230,2019
Flathead,MT,91.3,252,2019
Gallatin,MT,92.2,290,2019
Garfield,MT,88.5,145,2019
Glacier,MT,62.3,0,2019
Golden Valley,MT,89.8,192,2019
Granite,MT,93.1,325,2019
Hill,MT,93.4,340,2019
Jefferson,MT,93.9,364,2019
Judith Basin,MT,91.9,277,2019
Lake,MT,85.8,80,2019
Lewis and Clark,MT,94.3,389,2019
Liberty,MT,91.4,258,2019
Lincoln,MT,89.3,173,2019
McCone,MT,93.3,336,2019
Madison,MT,90.6,221,2019
