county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Madison,MT,91.0,231,2020
Meagher,MT,90.3,202,2020
Mineral,MT,91.8,264,2020
Missoula,MT,93.5,344,2020
Musselshell,MT,92.7,307,2020
Park,MT,89.8,183,2020
Petroleum,MT,94.4,393,2020
Phillips,MT,87.9,125,2020
Pondera,MT,92.3,287,2020
Powder River,MT,88.8,153,2020
Powell,MT,92.7,307,2020
Prairie,MT,96.1,478,2020
Ravalli,MT,90.5,212,2020
Richland,MT,93.2,330,2020
Roosevelt,MT,72.8,3,2020
Rosebud,MT,83.4,46,2020
Sanders,MT,90.3,202,2020
Sheridan,MT,91.5,251,2020
Silver Bow,MT,93.7,352,2020
Stillwater,MT,95.8,466,2020
Sweet Grass,MT,93.7,352,2020
Teton,MT,90.8,224,2020
Toole,MT,89.0,157,2020
Treasure,MT,93.8,358,2020
Valley,MT,90.5,212,2020
Wheatland,MT,86.2,85,2020
Wibaux,MT,92.0,272,2020
Yellowstone,MT,93.9,363,2020
Adams,NE,93.9,363,2020
Antelope,NE,93.2,330,2020
Arthur,NE,88.6,145,2020
Banner,NE,96.0,474,2020
Blaine,NE,88.2,133,2020
Boone,NE,94.5,400,2020
Box Butte,NE,92.8,311,2020
Boyd,NE,91.5,251,2020
Brown,NE,90.7,220,2020
Buffalo,NE,92.2,282,2020
Burt,NE,87.9,125,2020
Butler,NE,95.3,443,2020
Cass,NE,93.9,363,2020
Cedar,NE,94.1,376,2020
Chase,NE,91.5,251,2020
Cherry,NE,92.4,291,2020
Cheyenne,NE,93.0,320,2020
Clay,NE,92.3,287,2020
Colfax,NE,90.1,195,2020
Cuming,NE,92.8,311,2020
Custer,NE,92.6,300,2020
Dakota,NE,89.7,181,2020
Dawes,NE,90.4,207,2020
Dawson,NE,89.2,164,2020
Deuel,NE,85.4,72,2020
Dixon,NE,93.9,363,2020
Dodge,NE,91.2,239,2020
Douglas,NE,90.6,217,2020
Dundy,NE,90.5,212,2020
Fillmore,NE,94.9,420,2020
Franklin,NE,93.6,348,2020
Frontier,NE,91.3,243,2020
Furnas,NE,92.6,300,2020
Gage,NE,94.2,382,2020
Garden,NE,86.3,87,2020
Garfield,NE,96.3,485,2020
Gosper,NE,94.0,370,2020
Grant,NE,86.8,99,2020
Greeley,NE,94.1,376,2020
Hall,NE,88.2,133,2020
Hamilton,NE,94.1,376,2020
Harlan,NE,93.6,348,2020
Hayes,NE,93.4,341,2020
Hitchcock,NE,89.5,172,2020
Holt,NE,94.1,376,2020
Hooker,NE,87.8,123,2020
Howard,NE,95.7,461,2020
Jefferson,NE,92.0,272,2020
Johnson,NE,94.0,370,2020
Kearney,NE,94.7,411,2020
Keith,NE,91.6,255,2020
Keya Paha,NE,95.0,426,2020
Kimball,NE,85.6,74,2020
Knox,NE,93.8,358,2020
Lancaster,NE,92.7,307,2020
Lincoln,NE,90.6,217,2020
Logan,NE,90.6,217,2020
Loup,NE,93.2,330,2020
McPherson,NE,96.7,497,2020
Madison,NE,91.7,260,2020
Merrick,NE,92.2,282,2020
Morrill,NE,92.0,272,2020
Nance,NE,94.9,420,2020
Nemaha,NE,91.3,243,2020
Nuckolls,NE,92.3,287,2020
Otoe,NE,93.9,363,2020
Pawnee,NE,84.8,64,2020
Perkins,NE,94.7,411,2020
Phelps,NE,94.6,405,2020
Pierce,NE,93.8,358,2020
Platte,NE,90.6,217,2020
Polk,NE,87.8,123,2020
Red Willow,NE,91.1,236,2020
Richardson,NE,90.2,198,2020
Rock,NE,89.8,183,2020
Saline,NE,88.3,136,2020
Sarpy,NE,94.3,387,2020
Saunders,NE,96.0,474,2020
Scotts Bluff,NE,90.7,220,2020
Seward,NE,94.5,400,2020
Sheridan,NE,86.5,92,2020
Sherman,NE,91.0,231,2020
Sioux,NE,87.3,111,2020
Stanton,NE,94.6,405,2020
Thayer,NE,94.1,376,2020
Thomas,NE,97.6,509,2020
Thurston,NE,78.7,14,2020
Valley,NE,91.5,251,2020
Washington,NE,95.3,443,2020
Wayne,NE,96.6,494,2020
Webster,NE,93.0,320,2020
Wheeler,NE,90.3,202,2020
York,NE,94.3,387,2020
Churchill,NV,89.5,172,2020
Clark,NV,88.3,136,2020
Douglas,NV,92.8,311,2020
Elko,NV,90.5,212,2020
Esmeralda,NV,88.9,155,2020
Eureka,NV,89.9,187,2020
Humboldt,NV,88.2,133,2020
Lander,NV,92.1,277,2020
Lincoln,NV,88.8,153,2020
Lyon,NV,91.1,236,2020
Mineral,NV,90.3,202,2020
Nye,NV,89.6,177,2020
Pershing,NV,88.0,127,2020
Storey,NV,92.0,272,2020
Washoe,NV,90.2,198,2020
White Pine,NV,93.1,324,2020
Carson,NV,89.9,187,2020
Belknap,NH,93.4,341,2020
Carroll,NH,92.1,277,2020
Cheshire,NH,93.8,358,2020
Coos,NH,91.9,269,2020
Grafton,NH,92.9,315,2020
Hillsborough,NH,93.8,358,2020
Merrimack,NH,94.2,382,2020
Rockingham,NH,95.3,443,2020
Strafford,NH,94.2,382,2020
Sullivan,NH,92.9,315,2020
Atlantic,NJ,92.3,287,2020
Bergen,NJ,93.0,320,2020
Burlington,NJ,95.6,456,2020
Camden,NJ,93.6,348,2020
Cape May,NJ,94.9,420,2020
Cumberland,NJ,90.5,212,2020
Essex,NJ,88.7,149,2020
Gloucester,NJ,95.8,466,2020
Hudson,NJ,87.6,117,2020
Hunterdon,NJ,97.2,505,2020
Mercer,NJ,92.9,315,2020
Middlesex,NJ,93.2,330,2020
Monmouth,NJ,94.7,411,2020
Morris,NJ,95.5,453,2020
Ocean,NJ,95.1,433,2020
Passaic,NJ,87.4,113,2020
Salem,NJ,95.0,426,2020
Somerset,NJ,94.6,405,2020
Sussex,NJ,96.2,481,2020
Union,NJ,88.8,153,2020
Warren,NJ,94.3,387,2020
Bernalillo,NM,92.1,277,2020
Catron,NM,91.9,269,2020
Chaves,NM,90.1,195,2020
Cibola,NM,88.8,153,2020
Colfax,NM,92.8,311,2020
Curry,NM,90.3,202,2020
De Baca,NM,94.4,393,2020
Dona Ana,NM,89.4,168,2020
Eddy,NM,90.3,202,2020
Grant,NM,95.8,466,2020
Guadalupe,NM,91.3,243,2020
Harding,NM,90.4,207,2020
Hidalgo,NM,95.5,453,2020
Lea,NM,86.9,101,2020
Lincoln,NM,86.2,85,2020
Los Alamos,NM,97.2,505,2020
Luna,NM,90.8,224,2020
McKinley,NM,80.1,20,2020
Mora,NM,97.2,505,2020
Otero,NM,90.8,224,2020
Quay,NM,93.0,320,2020
Rio Arriba,NM,91.1,236,2020
Roosevelt,NM,85.3,71,2020
Sandoval,NM,92.1,277,2020
San Juan,NM,87.1,106,2020
San Miguel,NM,95.5,453,2020
Santa Fe,NM,89.3,166,2020
Sierra,NM,95.6,456,2020
Socorro,NM,92.2,282,2020
Taos,NM,92.2,282,2020
Torrance,NM,93.1,324,2020
Union,NM,89.3,166,2020
Valencia,NM,92.6,300,2020
Albany,NY,97.0,503,2020
Allegany,NY,93.9,363,2020
Bronx,NY,92.0,272,2020
Broome,NY,96.1,478,2020
Cattaraugus,NY,93.7,352,2020
Cayuga,NY,95.7,461,2020
Chautauqua,NY,94.6,405,2020
Chemung,NY,95.5,453,2020
Chenango,NY,96.6,494,2020
Clinton,NY,96.6,494,2020
Columbia,NY,95.4,448,2020
Cortland,NY,96.6,494,2020
Delaware,NY,94.3,387,2020
Dutchess,NY,95.5,453,2020
Erie,NY,96.9,502,2020
Essex,NY,96.5,491,2020
Franklin,NY,93.5,344,2020
Fulton,NY,96.1,478,2020
Genesee,NY,96.8,500,2020
Greene,NY,96.3,485,2020
Hamilton,NY,93.1,324,2020
Herkimer,NY,95.6,456,2020
Jefferson,NY,95.2,440,2020
Kings,NY,93.3,335,2020
Lewis,NY,95.4,448,2020
Livingston,NY,96.9,502,2020
Madison,NY,96.0,474,2020
Monroe,NY,96.8,500,2020
Montgomery,NY,94.3,387,2020
Nassau,NY,95.9,471,2020
New York,NY,95.3,443,2020
Niagara,NY,96.9,502,2020
Oneida,NY,96.2,481,2020
Onondaga,NY,96.5,491,2020
Ontario,NY,96.7,497,2020
Orange,NY,95.2,440,2020
Orleans,NY,95.0,426,2020
Oswego,NY,95.8,466,2020
Otsego,NY,94.8,416,2020
Putnam,NY,95.9,471,2020
Queens,NY,91.1,236,2020
Rensselaer,NY,96.3,485,2020
Richmond,NY,95.9,471,2020
Rockland,NY,95.3,443,2020
St. Lawrence,NY,94.2,382,2020
Saratoga,NY,97.2,505,2020
Schenectady,NY,96.2,481,2020
Schoharie,NY,95.8,466,2020
Schuyler,NY,95.7,461,2020
Seneca,NY,91.6,255,2020
Steuben,NY,94.6,405,2020
Suffolk,NY,95.8,466,2020
Sullivan,NY,94.3,387,2020
Tioga,NY,96.9,502,2020
Tompkins,NY,96.4,489,2020
Ulster,NY,94.6,405,2020
Warren,NY,95.8,466,2020
Washington,NY,95.1,433,2020
Wayne,NY,95.1,433,2020
Westchester,NY,94.5,400,2020
Wyoming,NY,95.9,471,2020
Yates,NY,83.3,45,2020
Alamance,NC,89.1,161,2020
Alexander,NC,91.0,231,2020
Alleghany,NC,89.4,168,2020
Anson,NC,89.7,181,2020
Ashe,NC,88.7,149,2020
Avery,NC,85.3,71,2020
Beaufort,NC,88.1,129,2020
Bertie,NC,87.6,117,2020
Bladen,NC,88.5,141,2020
Brunswick,NC,90.3,202,2020
Buncombe,NC,88.9,155,2020
Burke,NC,88.1,129,2020
Cabarrus,NC,92.1,277,2020
Caldwell,NC,88.0,127,2020
Camden,NC,92.8,311,2020
Carteret,NC,89.9,187,2020
Caswell,NC,91.9,269,2020
Catawba,NC,88.7,149,2020
Chatham,NC,90.1,195,2020
Cherokee,NC,84.5,60,2020
Chowan,NC,90.6,217,2020
Clay,NC,85.2,69,2020
Cleveland,NC,88.6,145,2020
Columbus,NC,86.4,90,2020
Craven,NC,89.6,177,2020
Cumberland,NC,89.6,177,2020
Currituck,NC,87.7,120,2020
Dare,NC,87.5,115,2020
Davidson,NC,88.3,136,2020
Davie,NC,88.8,153,2020
Duplin,NC,83.3,45,2020
Durham,NC,88.2,133,2020
Edgecombe,NC,89.9,187,2020
Forsyth,NC,89.4,168,2020
Franklin,NC,89.6,177,2020
Gaston,NC,89.7,181,2020
Gates,NC,91.7,260,2020
Graham,NC,86.6,94,2020
Granville,NC,90.1,195,2020
Greene,NC,84.8,64,2020
Guilford,NC,90.8,224,2020
Halifax,NC,87.4,113,2020
Harnett,NC,89.0,157,2020
Haywood,NC,88.9,155,2020
Henderson,NC,87.8,123,2020
Hertford,NC,89.8,183,2020
Hoke,NC,87.4,113,2020
Hyde,NC,80.5,22,2020
Iredell,NC,90.5,212,2020
Jackson,NC,85.6,74,2020
Johnston,NC,88.1,129,2020
Jones,NC,85.0,66,2020
Lee,NC,86.9,101,2020
Lenoir,NC,88.8,153,2020
Lincoln,NC,91.0,231,2020
McDowell,NC,88.8,153,2020
Macon,NC,86.6,94,2020
Madison,NC,88.8,153,2020
Martin,NC,91.1,236,2020
Mecklenburg,NC,88.6,145,2020
Mitchell,NC,89.5,172,2020
Montgomery,NC,87.6,117,2020
Moore,NC,91.5,251,2020
Nash,NC,89.5,172,2020
New Hanover,NC,89.5,172,2020
Northampton,NC,87.8,123,2020
Onslow,NC,90.6,217,2020
Orange,NC,93.3,335,2020
Pamlico,NC,89.6,177,2020
Pasquotank,NC,88.2,133,2020
Pender,NC,91.0,231,2020
Perquimans,NC,91.0,231,2020
Person,NC,90.9,227,2020
Pitt,NC,89.9,187,2020
Polk,NC,89.4,168,2020
Randolph,NC,86.9,101,2020
Richmond,NC,89.6,177,2020
Robeson,NC,85.8,78,2020
Rockingham,NC,90.6,217,2020
Rowan,NC,88.6,145,2020
Rutherford,NC,87.1,106,2020
Sampson,NC,84.5,60,2020
Scotland,NC,88.4,138,2020
Stanly,NC,88.8,153,2020
Stokes,NC,89.5,172,2020
Surry,NC,87.6,117,2020
Swain,NC,77.7,11,2020
Transylvania,NC,85.8,78,2020
Tyrrell,NC,87.5,115,2020
Union,NC,91.3,243,2020
Vance,NC,90.0,191,2020
Wake,NC,91.5,251,2020
Warren,NC,89.9,187,2020
Washington,NC,87.2,107,2020
Watauga,NC,89.9,187,2020
Wayne,NC,87.0,104,2020
Wilkes,NC,88.5,141,2020
Wilson,NC,88.1,129,2020
Yadkin,NC,88.8,153,2020
Yancey,NC,87.5,115,2020
Adams,ND,91.9,269,2020
Barnes,ND,95.4,448,2020
Benson,ND,91.1,236,2020
Billings,ND,96.7,497,2020
Bottineau,ND,96.3,485,2020
Bowman,ND,93.4,341,2020
Burke,ND,95.8,466,2020
Burleigh,ND,94.8,416,2020
Cass,ND,94.3,387,2020
Cavalier,ND,92.7,307,2020
Dickey,ND,94.0,370,2020
Divide,ND,89.7,181,2020
Dunn,ND,80.9,24,2020
Eddy,ND,94.5,400,2020
Emmons,ND,94.8,416,2020
Foster,ND,95.8,466,2020
Golden Valley,ND,94.0,370,2020
Grand Forks,ND,94.2,382,2020
Grant,ND,93.7,352,2020
Griggs,ND,96.2,481,2020
Hettinger,ND,90.0,191,2020
Kidder,ND,87.1,106,2020
LaMoure,ND,95.7,461,2020
Logan,ND,97.8,510,2020
McHenry,ND,96.9,502,2020
McIntosh,ND,93.1,324,2020
McKenzie,ND,84.3,56,2020
McLean,ND,95.8,466,2020
Mercer,ND,86.5,92,2020
Morton,ND,95.2,440,2020
Mountrail,ND,83.3,45,2020
Nelson,ND,94.1,376,2020
Oliver,ND,92.8,311,2020
Pembina,ND,92.2,282,2020
Pierce,ND,97.1,504,2020
Ramsey,ND,90.0,191,2020
Ransom,ND,95.7,461,2020
Renville,ND,94.6,405,2020
Richland,ND,95.6,456,2020
Rolette,ND,74.2,5,2020
Sargent,ND,96.9,502,2020
Sheridan,ND,91.9,269,2020
Sioux,ND,67.0,1,2020
Slope,ND,99.5,511,2020
Stark,ND,90.8,224,2020
Steele,ND,95.9,471,2020
Stutsman,ND,91.7,260,2020
Towner,ND,91.8,264,2020
Traill,ND,94.5,400,2020
Walsh,ND,94.8,416,2020
Ward,ND,94.1,376,2020
Wells,ND,97.1,504,2020
Williams,ND,86.8,99,2020
Adams,OH,91.5,251,2020
Allen,OH,93.4,341,2020
Ashland,OH,92.1,277,2020
Ashtabula,OH,90.4,207,2020
Athens,OH,93.9,363,2020
Auglaize,OH,96.4,489,2020
Belmont,OH,94.1,376,2020
Brown,OH,93.6,348,2020
Butler,OH,94.4,393,2020
Carroll,OH,88.8,153,2020
Champaign,OH,95.4,448,2020
Clark,OH,93.4,341,2020
Clermont,OH,94.6,405,2020
Clinton,OH,94.5,400,2020
Columbiana,OH,93.6,348,2020
Coshocton,OH,89.3,166,2020
Crawford,OH,94.3,387,2020
Cuyahoga,OH,94.6,405,2020
Darke,OH,94.0,370,2020
Defiance,OH,93.5,344,2020
Delaware,OH,95.6,456,2020
Erie,OH,94.6,405,2020
Fairfield,OH,94.2,382,2020
Fayette,OH,91.9,269,2020
Franklin,OH,92.3,287,2020
Fulton,OH,94.7,411,2020
Gallia,OH,90.5,212,2020
Geauga,OH,91.9,269,2020
Greene,OH,95.7,461,2020
Guernsey,OH,90.5,212,2020
Hamilton,OH,94.5,400,2020
Hancock,OH,95.8,466,2020
Hardin,OH,90.4,207,2020
Harrison,OH,87.8,123,2020
Henry,OH,95.0,426,2020
Highland,OH,90.2,198,2020
Hocking,OH,95.1,433,2020
Holmes,OH,58.2,0,2020
Huron,OH,93.9,363,2020
Jackson,OH,93.4,341,2020
Jefferson,OH,95.0,426,2020
Knox,OH,90.2,198,2020
Lake,OH,95.1,433,2020
Lawrence,OH,95.3,443,2020
Licking,OH,94.4,393,2020
Logan,OH,95.0,426,2020
Lorain,OH,94.5,400,2020
Lucas,OH,94.1,376,2020
Madison,OH,93.7,352,2020
Mahoning,OH,95.2,440,2020
Marion,OH,94.6,405,2020
Medina,OH,96.4,489,2020
Meigs,OH,93.0,320,2020
Mercer,OH,96.3,485,2020
Miami,OH,94.9,420,2020
Monroe,OH,92.8,311,2020
Montgomery,OH,93.4,341,2020
Morgan,OH,93.9,363,2020
Morrow,OH,89.7,181,2020
Muskingum,OH,94.3,387,2020
Noble,OH,92.6,300,2020
Ottawa,OH,95.0,426,2020
Paulding,OH,95.0,426,2020
Perry,OH,94.0,370,2020
Pickaway,OH,94.5,400,2020
Pike,OH,95.2,440,2020
Portage,OH,94.5,400,2020
Preble,OH,94.5,400,2020
Putnam,OH,97.0,503,2020
Richland,OH,92.7,307,2020
Ross,OH,93.8,358,2020
Sandusky,OH,94.2,382,2020
Scioto,OH,94.3,387,2020
Seneca,OH,94.6,405,2020
Shelby,OH,95.4,448,2020
Stark,OH,94.4,393,2020
Summit,OH,94.2,382,2020
Trumbull,OH,93.7,352,2020
Tuscarawas,OH,92.0,272,2020
Union,OH,95.9,471,2020
Van Wert,OH,96.3,485,2020
Vinton,OH,92.1,277,2020
Warren,OH,96.4,489,2020
Washington,OH,92.9,315,2020
Wayne,OH,87.2,107,2020
Williams,OH,94.7,411,2020
Wood,OH,95.5,453,2020
Wyandot,OH,96.1,478,2020
Adair,OK,74.0,4,2020
Alfalfa,OK,89.6,177,2020
Atoka,OK,81.7,30,2020
Beaver,OK,87.0,104,2020
Beckham,OK,86.4,90,2020
Blaine,OK,88.6,145,2020
Bryan,OK,81.0,25,2020
Caddo,OK,82.3,35,2020
Canadian,OK,89.1,161,2020
Carter,OK,83.7,49,2020
Cherokee,OK,78.0,12,2020
Choctaw,OK,78.8,15,2020
Cimarron,OK,87.4,113,2020
Cleveland,OK,89.6,177,2020
Coal,OK,78.9,15,2020
Comanche,OK,86.3,87,2020
Cotton,OK,87.3,111,2020
Craig,OK,84.3,56,2020
Creek,OK,87.2,107,2020
Custer,OK,86.8,99,2020
Delaware,OK,81.1,26,2020
Dewey,OK,81.5,29,2020
Ellis,OK,87.3,111,2020
Garfield,OK,84.3,56,2020
Garvin,OK,82.4,36,2020
Grady,OK,87.7,120,2020
Grant,OK,88.6,145,2020
Greer,OK,86.6,94,2020
Harmon,OK,82.6,38,2020
Harper,OK,85.7,75,2020
Haskell,OK,82.1,33,2020
Hughes,OK,80.5,22,2020
Jackson,OK,86.3,87,2020
Jefferson,OK,84.9,65,2020
Johnston,OK,85.3,71,2020
Kay,OK,86.9,101,2020
Kingfisher,OK,86.8,99,2020
Kiowa,OK,86.0,81,2020
Latimer,OK,80.5,22,2020
Le Flore,OK,80.8,23,2020
Lincoln,OK,87.2,107,2020
Logan,OK,87.1,106,2020
Love,OK,86.5,92,2020
McClain,OK,88.7,149,2020
McCurtain,OK,77.9,12,2020
McIntosh,OK,77.9,12,2020
Major,OK,87.0,104,2020
Marshall,OK,83.3,45,2020
Mayes,OK,83.5,47,2020
Murray,OK,86.0,81,2020
Muskogee,OK,83.6,48,2020
Noble,OK,90.0,191,2020
Nowata,OK,82.5,38,2020
Okfuskee,OK,78.9,15,2020
Oklahoma,OK,85.9,80,2020
Okmulgee,OK,83.8,51,2020
Osage,OK,86.3,87,2020
Ottawa,OK,82.5,38,2020
Pawnee,OK,84.8,64,2020
Payne,OK,87.5,115,2020
Pittsburg,OK,83.7,49,2020
Pontotoc,OK,82.6,38,2020
Pottawatomie,OK,86.2,85,2020
Pushmataha,OK,80.5,22,2020
Roger Mills,OK,86.4,90,2020
Rogers,OK,89.0,157,2020
Seminole,OK,79.1,16,2020
Sequoyah,OK,79.8,18,2020
Stephens,OK,85.3,71,2020
Texas,OK,83.1,42,2020
Tillman,OK,85.1,68,2020
Tulsa,OK,85.9,80,2020
Wagoner,OK,87.8,123,2020
Washington,OK,86.9,101,2020
Washita,OK,86.1,82,2020
Woods,OK,90.1,195,2020
Woodward,OK,85.9,80,2020
Baker,OR,92.1,277,2020
Benton,OR,94.7,411,2020
Clackamas,OR,94.5,400,2020
Clatsop,OR,91.7,260,2020
Columbia,OR,95.1,433,2020
Coos,OR,93.1,324,2020
Crook,OR,93.0,320,2020
Curry,OR,93.5,344,2020
Deschutes,OR,92.7,307,2020
Douglas,OR,93.9,363,2020
Gilliam,OR,94.9,420,2020
Grant,OR,93.1,324,2020
Harney,OR,94.2,382,2020
Hood River,OR,90.9,227,2020
Jackson,OR,93.2,330,2020
Jefferson,OR,89.9,187,2020
Josephine,OR,92.8,311,2020
Klamath,OR,91.8,264,2020
Lake,OR,94.0,370,2020
Lane,OR,93.0,320,2020
Lincoln,OR,90.9,227,2020
Linn,OR,92.6,300,2020
Malheur,OR,89.6,177,2020
Marion,OR,91.7,260,2020
Morrow,OR,91.7,260,2020
Multnomah,OR,93.5,344,2020
Polk,OR,94.4,393,2020
Sherman,OR,92.5,296,2020
Tillamook,OR,94.0,370,2020
Umatilla,OR,93.0,320,2020
Union,OR,93.1,324,2020
Wallowa,OR,95.2,440,2020
Wasco,OR,91.6,255,2020
Washington,OR,94.5,400,2020
Wheeler,OR,94.7,411,2020
Yamhill,OR,94.0,370,2020
Adams,PA,94.4,393,2020
Allegheny,PA,96.2,481,2020
Armstrong,PA,95.9,471,2020
Beaver,PA,96.2,481,2020
Bedford,PA,93.1,324,2020
Berks,PA,93.8,358,2020
Blair,PA,94.9,420,2020
Bradford,PA,93.4,341,2020
Bucks,PA,95.9,471,2020
Butler,PA,96.7,497,2020
Cambria,PA,95.9,471,2020
Cameron,PA,96.8,500,2020
Carbon,PA,95.5,453,2020
Centre,PA,94.4,393,2020
Chester,PA,95.0,426,2020
Clarion,PA,92.9,315,2020
Clearfield,PA,94.7,411,2020
Clinton,PA,90.7,220,2020
Columbia,PA,95.1,433,2020
Crawford,PA,91.7,260,2020
Cumberland,PA,94.6,405,2020
Dauphin,PA,94.5,400,2020
Delaware,PA,95.1,433,2020
Elk,PA,97.4,507,2020
Erie,PA,95.5,453,2020
Fayette,PA,95.4,448,2020
Forest,PA,94.3,387,2020
Franklin,PA,90.8,224,2020
Fulton,PA,93.8,358,2020
Greene,PA,96.4,489,2020
Huntingdon,PA,95.4,448,2020
Indiana,PA,92.6,300,2020
Jefferson,PA,92.8,311,2020
Juniata,PA,88.5,141,2020
Lackawanna,PA,95.6,456,2020
Lancaster,PA,88.3,136,2020
Lawrence,PA,94.7,411,2020
Lebanon,PA,91.5,251,2020
Lehigh,PA,93.8,358,2020
Luzerne,PA,94.6,405,2020
Lycoming,PA,94.4,393,2020
McKean,PA,95.9,471,2020
Mercer,PA,94.4,393,2020
Mifflin,PA,87.7,120,2020
Monroe,PA,93.0,320,2020
Montgomery,PA,96.5,491,2020
Montour,PA,94.0,370,2020
Northampton,PA,95.5,453,2020
Northumberland,PA,95.6,456,2020
Perry,PA,90.9,227,2020
Philadelphia,PA,92.4,291,2020
Pike,PA,94.5,400,2020
Potter,PA,93.3,335,2020
Schuylkill,PA,94.8,416,2020
Snyder,PA,89.4,168,2020
Somerset,PA,94.1,376,2020
Sullivan,PA,93.0,320,2020
Susquehanna,PA,94.0,370,2020
Tioga,PA,93.1,324,2020
Union,PA,90.5,212,2020
Venango,PA,94.4,393,2020
Warren,PA,95.3,443,2020
Washington,PA,96.3,485,2020
Wayne,PA,94.4,393,2020
Westmoreland,PA,96.8,500,2020
Wyoming,PA,95.4,448,2020
York,PA,95.0,426,2020
Bristol,RI,97.9,510,2020
Kent,RI,97.0,503,2020
Newport,RI,96.5,491,2020
Providence,RI,94.7,411,2020
Washington,RI,97.6,509,2020
Abbeville,SC,88.4,138,2020
Aiken,SC,90.3,202,2020
Allendale,SC,88.3,136,2020
Anderson,SC,89.8,183,2020
Bamberg,SC,87.6,117,2020
Barnwell,SC,88.6,145,2020
Beaufort,SC,90.6,217,2020
Berkeley,SC,89.5,172,2020
Calhoun,SC,89.6,177,2020
Charleston,SC,89.7,181,2020
Cherokee,SC,89.0,157,2020
Chester,SC,89.3,166,2020
Chesterfield,SC,88.5,141,2020
Clarendon,SC,89.7,181,2020
Colleton,SC,87.3,111,2020
Darlington,SC,90.9,227,2020
Dillon,SC,86.9,101,2020
Dorchester,SC,89.6,177,2020
Edgefield,SC,91.1,236,2020
Fairfield,SC,91.1,236,2020
Florence,SC,90.2,198,2020
Georgetown,SC,89.1,161,2020
Greenville,SC,89.6,177,2020
Greenwood,SC,89.9,187,2020
Hampton,SC,89.7,181,2020
Horry,SC,86.2,85,2020
Jasper,SC,84.3,56,2020
Kershaw,SC,90.0,191,2020
Lancaster,SC,91.6,255,2020
Laurens,SC,88.0,127,2020
Lee,SC,89.6,177,2020
Lexington,SC,90.3,202,2020
McCormick,SC,94.6,405,2020
Marion,SC,86.2,85,2020
Marlboro,SC,84.5,60,2020
Newberry,SC,90.7,220,2020
Oconee,SC,89.1,161,2020
Orangeburg,SC,89.6,177,2020
Pickens,SC,91.4,246,2020
Richland,SC,90.7,220,2020
Saluda,SC,83.9,52,2020
Spartanburg,SC,89.6,177,2020
Sumter,SC,88.6,145,2020
Union,SC,89.7,181,2020
Williamsburg,SC,90.0,191,2020
York,SC,91.5,251,2020
Aurora,SD,91.3,243,2020
Beadle,SD,90.7,220,2020
Bennett,SD,76.1,8,2020
Bon Homme,SD,93.9,363,2020
Brookings,SD,94.5,400,2020
Brown,SD,92.9,315,2020
Brule,SD,93.4,341,2020
Buffalo,SD,59.6,0,2020
Butte,SD,85.8,78,2020
Campbell,SD,98.5,511,2020
Charles Mix,SD,80.7,23,2020
Clark,SD,94.3,387,2020
Clay,SD,92.8,311,2020
Codington,SD,92.8,311,2020
Corson,SD,75.9,8,2020
Custer,SD,92.7,307,2020
Davison,SD,92.4,291,2020
Day,SD,90.4,207,2020
Deuel,SD,92.4,291,2020
Dewey,SD,74.2,5,2020
Douglas,SD,84.4,58,2020
Edmunds,SD,94.2,382,2020
Fall River,SD,88.5,141,2020
Faulk,SD,94.0,370,2020
Grant,SD,91.5,251,2020
Gregory,SD,90.4,207,2020
Haakon,SD,90.9,227,2020
Hamlin,SD,91.6,255,2020
Hand,SD,96.9,502,2020
Hanson,SD,95.5,453,2020
Harding,SD,93.0,320,2020
Hughes,SD,93.7,352,2020
Hutchinson,SD,95.1,433,2020
Hyde,SD,95.8,466,2020
Jackson,SD,73.1,4,2020
Jerauld,SD,94.8,416,2020
Jones,SD,89.0,157,2020
Kingsbury,SD,94.6,405,2020
Lake,SD,95.0,426,2020
Lawrence,SD,90.2,198,2020
Lincoln,SD,95.3,443,2020
Lyman,SD,83.4,46,2020
McCook,SD,91.3,243,2020
McPherson,SD,92.7,307,2020
Marshall,SD,92.7,307,2020
Meade,SD,88.3,136,2020
Mellette,SD,62.9,0,2020
Miner,SD,94.2,382,2020
Minnehaha,SD,92.3,287,2020
Moody,SD,92.5,296,2020
Oglala Lakota,SD,62.3,0,2020
Pennington,SD,88.9,155,2020
Perkins,SD,90.8,224,2020
Potter,SD,93.6,348,2020
Roberts,SD,79.2,16,2020
Sanborn,SD,92.1,277,2020
Spink,SD,94.4,393,2020
Stanley,SD,95.9,471,2020
Sully,SD,97.1,504,2020
Todd,SD,70.9,2,2020
Tripp,SD,91.6,255,2020
Turner,SD,94.1,376,2020
Union,SD,93.8,358,2020
Walworth,SD,91.4,246,2020
Yankton,SD,91.5,251,2020
Ziebach,SD,71.3,3,2020
Anderson,TN,91.1,236,2020
Bedford,TN,88.7,149,2020
Benton,TN,92.3,287,2020
Bledsoe,TN,83.6,48,2020
Blount,TN,90.8,224,2020
Bradley,TN,89.1,161,2020
Campbell,TN,89.0,157,2020
Cannon,TN,88.6,145,2020
Carroll,TN,89.7,181,2020
Carter,TN,87.9,125,2020
Cheatham,TN,90.6,217,2020
Chester,TN,87.5,115,2020
Claiborne,TN,92.1,277,2020
Clay,TN,90.8,224,2020
Cocke,TN,88.0,127,2020
Coffee,TN,90.2,198,2020
Crockett,TN,88.0,127,2020
