county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Dallas,IA,88.63,251,2020
Davis,IA,93.15,468,2020
Decatur,IA,88.63,251,2020
Delaware,IA,87.23,176,2020
Des Moines,IA,93.15,468,2020
Dickinson,IA,88.32,237,2020
Dubuque,IA,87.23,176,2020
Emmet,IA,88.32,237,2020
Fayette,IA,87.23,176,2020
Floyd,IA,91.2,398,2020
Franklin,IA,91.2,398,2020
Fremont,IA,88.63,251,2020
Greene,IA,88.32,237,2020
Grundy,IA,87.23,176,2020
Guthrie,IA,88.32,237,2020
Hamilton,IA,88.32,237,2020
Hancock,IA,91.2,398,2020
Hardin,IA,91.2,398,2020
Harrison,IA,88.63,251,2020
Henry,IA,93.15,468,2020
Howard,IA,87.23,176,2020
Humboldt,IA,88.32,237,2020
Ida,IA,88.32,237,2020
Iowa,IA,93.15,468,2020
Jackson,IA,87.23,176,2020
Jasper,IA,93,462,2020
Jefferson,IA,93.15,468,2020
Johnson,IA,93.15,468,2020
Jones,IA,87.23,176,2020
Keokuk,IA,93.15,468,2020
Kossuth,IA,91.2,398,2020
Lee,IA,93.15,468,2020
Linn,IA,87.23,176,2020
Louisa,IA,93.15,468,2020
Lucas,IA,93.15,468,2020
Lyon,IA,88.32,237,2020
Madison,IA,88.63,251,2020
Mahaska,IA,93.15,468,2020
Marion,IA,93,462,2020
Marshall,IA,91.2,398,2020
Mills,IA,88.63,251,2020
Mitchell,IA,91.2,398,2020
Monona,IA,88.32,237,2020
Monroe,IA,93.15,468,2020
Montgomery,IA,88.63,251,2020
Muscatine,IA,93.15,468,2020
O'Brien,IA,88.32,237,2020
Osceola,IA,88.32,237,2020
Page,IA,88.63,251,2020
Palo Alto,IA,88.32,237,2020
Plymouth,IA,88.32,237,2020
Pocahontas,IA,88.32,237,2020
Polk,IA,93,462,2020
Pottawattamie,IA,88.63,251,2020
Poweshiek,IA,91.2,398,2020
Ringgold,IA,88.63,251,2020
Sac,IA,88.32,237,2020
Scott,IA,93.15,468,2020
Shelby,IA,88.32,237,2020
Sioux,IA,88.32,237,2020
Story,IA,91.2,398,2020
Tama,IA,91.2,398,2020
Taylor,IA,88.63,251,2020
Union,IA,88.63,251,2020
Van Buren,IA,93.15,468,2020
Wapello,IA,93.15,468,2020
Warren,IA,93,462,2020
Washington,IA,93.15,468,2020
Wayne,IA,93.15,468,2020
Webster,IA,88.32,237,2020
Winnebago,IA,91.2,398,2020
Winneshiek,IA,87.23,176,2020
Woodbury,IA,88.32,237,2020
Worth,IA,91.2,398,2020
Wright,IA,88.32,237,2020
Allen,KS,89.83,343,2020
Anderson,KS,89.83,343,2020
Atchison,KS,88.79,264,2020
Barber,KS,89.1,290,2020
Barton,KS,89.1,290,2020
Bourbon,KS,89.83,343,2020
Brown,KS,88.79,264,2020
Butler,KS,87.85,209,2020
Chase,KS,87.85,209,2020
Chautauqua,KS,87.85,209,2020
Cherokee,KS,89.83,343,2020
Cheyenne,KS,89.1,290,2020
Clark,KS,89.1,290,2020
Clay,KS,88.79,264,2020
Cloud,KS,88.79,264,2020
Coffey,KS,87.85,209,2020
Comanche,KS,89.1,290,2020
Cowley,KS,87.85,209,2020
Crawford,KS,89.83,343,2020
Decatur,KS,89.1,290,2020
Dickinson,KS,88.79,264,2020
Doniphan,KS,88.79,264,2020
Douglas,KS,90.05,352,2020
Edwards,KS,89.1,290,2020
Elk,KS,87.85,209,2020
Ellis,KS,89.1,290,2020
Ellsworth,KS,88.79,264,2020
Finney,KS,89.1,290,2020
Ford,KS,89.1,290,2020
Franklin,KS,90.05,352,2020
Geary,KS,88.79,264,2020
Gove,KS,89.1,290,2020
Graham,KS,89.1,290,2020
Grant,KS,89.1,290,2020
Gray,KS,89.1,290,2020
Greeley,KS,89.1,290,2020
Greenwood,KS,87.85,209,2020
Hamilton,KS,89.1,290,2020
Harper,KS,87.85,209,2020
Harvey,KS,87.85,209,2020
Haskell,KS,89.1,290,2020
Hodgeman,KS,89.1,290,2020
Jackson,KS,88.79,264,2020
Jefferson,KS,88.79,264,2020
Jewell,KS,88.79,264,2020
Johnson,KS,90.05,352,2020
Kearny,KS,89.1,290,2020
Kingman,KS,87.85,209,2020
Kiowa,KS,89.1,290,2020
Labette,KS,89.83,343,2020
Lane,KS,89.1,290,2020
Leavenworth,KS,90.05,352,2020
Lincoln,KS,88.79,264,2020
Linn,KS,89.83,343,2020
Logan,KS,89.1,290,2020
Lyon,KS,87.85,209,2020
McPherson,KS,87.85,209,2020
Marion,KS,87.85,209,2020
Marshall,KS,88.79,264,2020
Meade,KS,89.1,290,2020
Miami,KS,90.05,352,2020
Mitchell,KS,88.79,264,2020
Montgomery,KS,89.83,343,2020
Morris,KS,87.85,209,2020
Morton,KS,89.1,290,2020
Nemaha,KS,88.79,264,2020
Neosho,KS,89.83,343,2020
Ness,KS,89.1,290,2020
Norton,KS,89.1,290,2020
Osage,KS,88.79,264,2020
Osborne,KS,89.1,290,2020
Ottawa,KS,88.79,264,2020
Pawnee,KS,89.1,290,2020
Phillips,KS,89.1,290,2020
Pottawatomie,KS,88.79,264,2020
Pratt,KS,89.1,290,2020
Rawlins,KS,89.1,290,2020
Reno,KS,87.85,209,2020
Republic,KS,88.79,264,2020
Rice,KS,87.85,209,2020
Riley,KS,88.79,264,2020
Rooks,KS,89.1,290,2020
Rush,KS,89.1,290,2020
Russell,KS,89.1,290,2020
Saline,KS,88.79,264,2020
Scott,KS,89.1,290,2020
Sedgwick,KS,84.88,73,2020
Seward,KS,89.1,290,2020
Shawnee,KS,88.79,264,2020
Sheridan,KS,89.1,290,2020
Sherman,KS,89.1,290,2020
Smith,KS,89.1,290,2020
Stafford,KS,89.1,290,2020
Stanton,KS,89.1,290,2020
Stevens,KS,89.1,290,2020
Sumner,KS,87.85,209,2020
Thomas,KS,89.1,290,2020
Trego,KS,89.1,290,2020
Wabaunsee,KS,88.79,264,2020
Wallace,KS,89.1,290,2020
Washington,KS,88.79,264,2020
Wichita,KS,89.1,290,2020
Wilson,KS,89.83,343,2020
Woodson,KS,89.83,343,2020
Wyandotte,KS,90.05,352,2020
Adair,KY,93.25,473,2020
Allen,KY,93.25,473,2020
Anderson,KY,88.89,273,2020
Ballard,KY,88.93,277,2020
Barren,KY,93.25,473,2020
Bath,KY,93.73,489,2020
Bell,KY,93.25,473,2020
Boone,KY,88.89,273,2020
Bourbon,KY,88.89,273,2020
Boyd,KY,93.73,489,2020
Boyle,KY,88.89,273,2020
Bracken,KY,88.89,273,2020
Breathitt,KY,93.73,489,2020
Breckinridge,KY,89.32,312,2020
Bullitt,KY,83.7,42,2020
Butler,KY,93.25,473,2020
Caldwell,KY,88.93,277,2020
Calloway,KY,88.93,277,2020
Campbell,KY,88.89,273,2020
Carlisle,KY,88.93,277,2020
Carroll,KY,88.89,273,2020
Carter,KY,93.73,489,2020
Casey,KY,93.25,473,2020
Christian,KY,88.93,277,2020
Clark,KY,88.89,273,2020
Clay,KY,93.25,473,2020
Clinton,KY,93.25,473,2020
Crittenden,KY,88.93,277,2020
Cumberland,KY,93.25,473,2020
Daviess,KY,89.32,312,2020
Edmonson,KY,93.25,473,2020
Elliott,KY,93.73,489,2020
Estill,KY,88.89,273,2020
Fayette,KY,88.89,273,2020
Fleming,KY,88.89,273,2020
Floyd,KY,93.73,489,2020
Franklin,KY,88.89,273,2020
Fulton,KY,88.93,277,2020
Gallatin,KY,88.89,273,2020
Garrard,KY,88.89,273,2020
Grant,KY,88.89,273,2020
Graves,KY,88.93,277,2020
Grayson,KY,89.32,312,2020
Green,KY,93.25,473,2020
Greenup,KY,93.73,489,2020
Hancock,KY,89.32,312,2020
Hardin,KY,89.32,312,2020
Harlan,KY,93.25,473,2020
Harrison,KY,88.89,273,2020
Hart,KY,93.25,473,2020
Henderson,KY,89.32,312,2020
Henry,KY,83.7,42,2020
Hickman,KY,88.93,277,2020
Hopkins,KY,88.93,277,2020
Jackson,KY,93.25,473,2020
Jefferson,KY,83.7,42,2020
Jessamine,KY,88.89,273,2020
Johnson,KY,93.73,489,2020
Kenton,KY,88.89,273,2020
Knott,KY,93.73,489,2020
Knox,KY,93.25,473,2020
Larue,KY,89.32,312,2020
Laurel,KY,93.25,473,2020
Lawrence,KY,93.73,489,2020
Lee,KY,93.73,489,2020
Leslie,KY,93.73,489,2020
Letcher,KY,93.73,489,2020
Lewis,KY,88.89,273,2020
Lincoln,KY,88.89,273,2020
Livingston,KY,88.93,277,2020
Logan,KY,93.25,473,2020
Lyon,KY,88.93,277,2020
McCracken,KY,88.93,277,2020
McCreary,KY,93.25,473,2020
McLean,KY,89.32,312,2020
Madison,KY,88.89,273,2020
Magoffin,KY,93.73,489,2020
Marion,KY,89.32,312,2020
Marshall,KY,88.93,277,2020
Martin,KY,93.73,489,2020
Mason,KY,88.89,273,2020
Meade,KY,89.32,312,2020
Menifee,KY,93.73,489,2020
Mercer,KY,88.89,273,2020
Metcalfe,KY,93.25,473,2020
Monroe,KY,93.25,473,2020
Montgomery,KY,93.73,489,2020
Morgan,KY,93.73,489,2020
Muhlenberg,KY,88.93,277,2020
Nelson,KY,89.32,312,2020
Nicholas,KY,88.89,273,2020
Ohio,KY,89.32,312,2020
Oldham,KY,83.7,42,2020
Owen,KY,88.89,273,2020
Owsley,KY,93.73,489,2020
Pendleton,KY,88.89,273,2020
Perry,KY,93.73,489,2020
Pike,KY,93.73,489,2020
Powell,KY,88.89,273,2020
Pulaski,KY,93.25,473,2020
Robertson,KY,88.89,273,2020
Rockcastle,KY,93.25,473,2020
Rowan,KY,93.73,489,2020
Russell,KY,93.25,473,2020
Scott,KY,88.89,273,2020
Shelby,KY,83.7,42,2020
Simpson,KY,93.25,473,2020
Spencer,KY,83.7,42,2020
Taylor,KY,93.25,473,2020
Todd,KY,88.93,277,2020
Trigg,KY,88.93,277,2020
Trimble,KY,83.7,42,2020
Union,KY,89.32,312,2020
Warren,KY,93.25,473,2020
Washington,KY,89.32,312,2020
Wayne,KY,93.25,473,2020
Webster,KY,89.32,312,2020
Whitley,KY,93.25,473,2020
Wolfe,KY,93.73,489,2020
Woodford,KY,88.89,273,2020
Acadia,LA,88.32,237,2020
Allen,LA,88.32,237,2020
Ascension,LA,83.87,46,2020
Assumption,LA,90.33,358,2020
Avoyelles,LA,88.32,237,2020
Beauregard,LA,88.32,237,2020
Bienville,LA,91.7,420,2020
Bossier,LA,91.7,420,2020
Caddo,LA,91.7,420,2020
Calcasieu,LA,88.32,237,2020
Caldwell,LA,91.7,420,2020
Cameron,LA,88.32,237,2020
Catahoula,LA,88.32,237,2020
Claiborne,LA,91.7,420,2020
Concordia,LA,88.32,237,2020
De Soto,LA,91.7,420,2020
East Baton Rouge,LA,83.87,46,2020
East Carroll,LA,91.7,420,2020
East Feliciana,LA,83.87,46,2020
Evangeline,LA,88.32,237,2020
Franklin,LA,91.7,420,2020
Grant,LA,88.32,237,2020
Iberia,LA,88.32,237,2020
Iberville,LA,83.87,46,2020
Jackson,LA,91.7,420,2020
Jefferson,LA,88.93,277,2020
Jefferson Davis,LA,88.32,237,2020
Lafayette,LA,88.32,237,2020
Lafourche,LA,90.33,358,2020
LaSalle,LA,88.32,237,2020
Lincoln,LA,91.7,420,2020
Livingston,LA,83.87,46,2020
Madison,LA,91.7,420,2020
Morehouse,LA,91.7,420,2020
Natchitoches,LA,91.7,420,2020
Orleans,LA,91.64,416,2020
Ouachita,LA,91.7,420,2020
Plaquemines,LA,91.64,416,2020
Pointe Coupee,LA,83.87,46,2020
Rapides,LA,88.32,237,2020
Red River,LA,91.7,420,2020
Richland,LA,91.7,420,2020
Sabine,LA,91.7,420,2020
St. Bernard,LA,91.64,416,2020
St. Charles,LA,90.33,358,2020
St. Helena,LA,83.87,46,2020
St. James,LA,90.33,358,2020
St. John the Baptist,LA,90.33,358,2020
St. Landry,LA,88.32,237,2020
St. Martin,LA,88.32,237,2020
St. Mary,LA,90.33,358,2020
St. Tammany,LA,83.87,46,2020
Tangipahoa,LA,83.87,46,2020
Tensas,LA,91.7,420,2020
Terrebonne,LA,90.33,358,2020
Union,LA,91.7,420,2020
Vermilion,LA,88.32,237,2020
Vernon,LA,88.32,237,2020
Washington,LA,83.87,46,2020
Webster,LA,91.7,420,2020
West Baton Rouge,LA,83.87,46,2020
West Carroll,LA,91.7,420,2020
West Feliciana,LA,83.87,46,2020
Winn,LA,88.32,237,2020
Androscoggin,ME,85.95,105,2020
Aroostook,ME,85.13,79,2020
Cumberland,ME,87.2,172,2020
Franklin,ME,85.95,105,2020
Hancock,ME,81.51,18,2020
Kennebec,ME,83.4,38,2020
Knox,ME,85.51,90,2020
Lincoln,ME,85.51,90,2020
Oxford,ME,85.95,105,2020
Penobscot,ME,85.53,90,2020
Piscataquis,ME,85.53,90,2020
Sagadahoc,ME,85.51,90,2020
Somerset,ME,83.4,38,2020
Waldo,ME,85.51,90,2020
Washington,ME,81.51,18,2020
York,ME,85.71,91,2020
Allegany,MD,87.32,179,2020
Anne Arundel,MD,85.39,85,2020
Baltimore,MD,86.83,160,2020
Calvert,MD,86.59,146,2020
Caroline,MD,81.04,15,2020
Carroll,MD,85.2,81,2020
Cecil,MD,81.04,15,2020
Charles,MD,86.59,146,2020
Dorchester,MD,86.59,146,2020
Frederick,MD,87.32,179,2020
Garrett,MD,87.32,179,2020
Harford,MD,81.04,15,2020
Howard,MD,85.2,81,2020
Kent,MD,81.04,15,2020
Montgomery,MD,87.97,213,2020
Prince George's,MD,92.9,458,2020
Queen Anne's,MD,81.04,15,2020
St. Mary's,MD,86.59,146,2020
Somerset,MD,86.59,146,2020
Talbot,MD,81.04,15,2020
Washington,MD,87.32,179,2020
Wicomico,MD,86.59,146,2020
Worcester,MD,86.59,146,2020
Baltimore City,MD,92.7,458,2020
Barnstable,MA,89.51,322,2020
Berkshire,MA,89.51,322,2020
Bristol,MA,89.51,322,2020
Dukes,MA,89.51,322,2020
Essex,MA,89.51,322,2020
Franklin,MA,89.51,322,2020
Hampden,MA,89.51,322,2020
Hampshire,MA,89.51,322,2020
Middlesex,MA,89.51,322,2020
Nantucket,MA,89.51,322,2020
Norfolk,MA,89.51,322,2020
Plymouth,MA,89.51,322,2020
Suffolk,MA,89.51,322,2020
Worcester,MA,89.51,322,2020
Alcona,MI,85.99,108,2020
Alger,MI,85.45,89,2020
Allegan,MI,88.93,277,2020
Alpena,MI,85.99,108,2020
Antrim,MI,85.99,108,2020
Arenac,MI,86.67,151,2020
Baraga,MI,85.45,89,2020
Barry,MI,87.88,212,2020
Bay,MI,86.67,151,2020
Benzie,MI,85.99,108,2020
Berrien,MI,87.88,212,2020
Branch,MI,87.88,212,2020
Calhoun,MI,87.88,212,2020
Cass,MI,87.88,212,2020
Charlevoix,MI,85.99,108,2020
Cheboygan,MI,85.99,108,2020
Chippewa,MI,85.45,89,2020
Clare,MI,86.67,151,2020
Clinton,MI,86.67,151,2020
Crawford,MI,85.99,108,2020
Delta,MI,85.45,89,2020
Dickinson,MI,85.45,89,2020
Eaton,MI,86.67,151,2020
Emmet,MI,85.99,108,2020
Genesee,MI,86.25,122,2020
Gladwin,MI,86.67,151,2020
Gogebic,MI,85.45,89,2020
Grand Traverse,MI,85.99,108,2020
Gratiot,MI,86.67,151,2020
Hillsdale,MI,86.67,151,2020
Houghton,MI,85.45,89,2020
Huron,MI,86.67,151,2020
Ingham,MI,86.67,151,2020
Ionia,MI,86.67,151,2020
Iosco,MI,85.99,108,2020
Iron,MI,85.45,89,2020
Isabella,MI,86.67,151,2020
Jackson,MI,86.67,151,2020
Kalamazoo,MI,87.88,212,2020
Kalkaska,MI,85.99,108,2020
Kent,MI,88.93,277,2020
Keweenaw,MI,85.45,89,2020
Lake,MI,88.93,277,2020
Lapeer,MI,86.25,122,2020
Leelanau,MI,85.99,108,2020
Lenawee,MI,84.89,73,2020
Livingston,MI,84.89,73,2020
Luce,MI,85.45,89,2020
Mackinac,MI,85.45,89,2020
Macomb,MI,87.6,190,2020
Manistee,MI,85.99,108,2020
Marquette,MI,85.45,89,2020
Mason,MI,88.93,277,2020
Mecosta,MI,86.67,151,2020
Menominee,MI,85.45,89,2020
Midland,MI,86.67,151,2020
Missaukee,MI,85.99,108,2020
Monroe,MI,84.89,73,2020
Montcalm,MI,86.67,151,2020
Montmorency,MI,85.99,108,2020
Muskegon,MI,88.93,277,2020
Newaygo,MI,86.67,151,2020
Oakland,MI,89.55,327,2020
Oceana,MI,88.93,277,2020
Ogemaw,MI,85.99,108,2020
Ontonagon,MI,85.45,89,2020
Osceola,MI,86.67,151,2020
Oscoda,MI,85.99,108,2020
Otsego,MI,85.99,108,2020
Ottawa,MI,88.93,277,2020
Presque Isle,MI,85.99,108,2020
Roscommon,MI,85.99,108,2020
Saginaw,MI,86.67,151,2020
St. Clair,MI,86.25,122,2020
St. Joseph,MI,87.88,212,2020
Sanilac,MI,86.25,122,2020
Schoolcraft,MI,85.45,89,2020
Shiawassee,MI,86.67,151,2020
Tuscola,MI,86.67,151,2020
Van Buren,MI,87.88,212,2020
Washtenaw,MI,84.89,73,2020
Wayne,MI,85.71,91,2020
Wexford,MI,85.99,108,2020
Aitkin,MN,81.85,21,2020
Anoka,MN,86.26,126,2020
Becker,MN,81.85,21,2020
Beltrami,MN,81.85,21,2020
Benton,MN,83.9,50,2020
Big Stone,MN,87.16,172,2020
Blue Earth,MN,87.16,172,2020
Brown,MN,87.16,172,2020
Carlton,MN,81.85,21,2020
Carver,MN,86.26,126,2020
Cass,MN,83.9,50,2020
Chippewa,MN,87.16,172,2020
Chisago,MN,83.9,50,2020
Clay,MN,83.9,50,2020
Clearwater,MN,81.85,21,2020
Cook,MN,81.85,21,2020
Cottonwood,MN,87.16,172,2020
Crow Wing,MN,83.9,50,2020
Dakota,MN,86.26,126,2020
Dodge,MN,87.16,172,2020
Douglas,MN,83.9,50,2020
Faribault,MN,87.16,172,2020
Fillmore,MN,87.16,172,2020
Freeborn,MN,87.16,172,2020
Goodhue,MN,87.16,172,2020
Grant,MN,83.9,50,2020
Hennepin,MN,87.15,166,2020
Houston,MN,87.16,172,2020
Hubbard,MN,81.85,21,2020
Isanti,MN,83.9,50,2020
Itasca,MN,81.85,21,2020
Jackson,MN,87.16,172,2020
Kanabec,MN,83.9,50,2020
Kandiyohi,MN,87.16,172,2020
Kittson,MN,81.85,21,2020
Koochiching,MN,81.85,21,2020
Lac qui Parle,MN,87.16,172,2020
Lake,MN,81.85,21,2020
Lake of the Woods,MN,81.85,21,2020
Le Sueur,MN,87.16,172,2020
Lincoln,MN,87.16,172,2020
Lyon,MN,87.16,172,2020
McLeod,MN,87.16,172,2020
Mahnomen,MN,81.85,21,2020
Marshall,MN,81.85,21,2020
Martin,MN,87.16,172,2020
Meeker,MN,87.16,172,2020
Mille Lacs,MN,83.9,50,2020
Morrison,MN,83.9,50,2020
Mower,MN,87.16,172,2020
Murray,MN,87.16,172,2020
Nicollet,MN,87.16,172,2020
Nobles,MN,87.16,172,2020
Norman,MN,81.85,21,2020
Olmsted,MN,87.16,172,2020
Otter Tail,MN,83.9,50,2020
Pennington,MN,81.85,21,2020
Pine,MN,83.9,50,2020
Pipestone,MN,87.16,172,2020
Polk,MN,81.85,21,2020
Pope,MN,83.9,50,2020
Ramsey,MN,83.16,37,2020
Red Lake,MN,81.85,21,2020
Redwood,MN,87.16,172,2020
Renville,MN,87.16,172,2020
Rice,MN,87.16,172,2020
Rock,MN,87.16,172,2020
Roseau,MN,81.85,21,2020
St. Louis,MN,81.85,21,2020
Scott,MN,86.26,126,2020
Sherburne,MN,83.9,50,2020
Sibley,MN,87.16,172,2020
Stearns,MN,83.9,50,2020
Steele,MN,87.16,172,2020
Stevens,MN,83.9,50,2020
Swift,MN,87.16,172,2020
Todd,MN,83.9,50,2020
Traverse,MN,83.9,50,2020
Wabasha,MN,87.16,172,2020
Wadena,MN,83.9,50,2020
Waseca,MN,87.16,172,2020
Washington,MN,86.26,126,2020
Watonwan,MN,87.16,172,2020
Wilkin,MN,83.9,50,2020
Winona,MN,87.16,172,2020
Wright,MN,83.9,50,2020
Yellow Medicine,MN,87.16,172,2020
Adams,MS,96.28,508,2020
Alcorn,MS,92.13,434,2020
Amite,MS,96.28,508,2020
Attala,MS,97.69,511,2020
Benton,MS,92.13,434,2020
Bolivar,MS,97.69,511,2020
Calhoun,MS,92.13,434,2020
Carroll,MS,97.69,511,2020
Chickasaw,MS,92.13,434,2020
Choctaw,MS,94.68,494,2020
Claiborne,MS,96.28,508,2020
Clarke,MS,94.68,494,2020
Clay,MS,94.68,494,2020
Coahoma,MS,97.69,511,2020
Copiah,MS,90.69,378,2020
Covington,MS,91.37,411,2020
DeSoto,MS,92.13,434,2020
Forrest,MS,91.37,411,2020
Franklin,MS,96.28,508,2020
George,MS,90.61,369,2020
Greene,MS,91.37,411,2020
Grenada,MS,97.69,511,2020
Hancock,MS,90.61,369,2020
Harrison,MS,90.61,369,2020
Hinds,MS,90.69,378,2020
Holmes,MS,97.69,511,2020
Humphreys,MS,97.69,511,2020
Issaquena,MS,97.69,511,2020
Itawamba,MS,92.13,434,2020
Jackson,MS,90.61,369,2020
Jasper,MS,94.68,494,2020
Jefferson,MS,96.28,508,2020
Jefferson Davis,MS,91.37,411,2020
Jones,MS,91.37,411,2020
Kemper,MS,94.68,494,2020
Lafayette,MS,92.13,434,2020
Lamar,MS,91.37,411,2020
Lauderdale,MS,94.68,494,2020
Lawrence,MS,96.28,508,2020
Leake,MS,94.68,494,2020
Lee,MS,92.13,434,2020
Leflore,MS,97.69,511,2020
Lincoln,MS,96.28,508,2020
Lowndes,MS,94.68,494,2020
Madison,MS,90.69,378,2020
Marion,MS,91.37,411,2020
Marshall,MS,92.13,434,2020
Monroe,MS,92.13,434,2020
Montgomery,MS,97.69,511,2020
Neshoba,MS,94.68,494,2020
Newton,MS,94.68,494,2020
Noxubee,MS,94.68,494,2020
Oktibbeha,MS,94.68,494,2020
Panola,MS,92.13,434,2020
Pearl River,MS,90.61,369,2020
Perry,MS,91.37,411,2020
Pike,MS,96.28,508,2020
Pontotoc,MS,92.13,434,2020
Prentiss,MS,92.13,434,2020
Quitman,MS,97.69,511,2020
Rankin,MS,90.69,378,2020
Scott,MS,94.68,494,2020
Sharkey,MS,97.69,511,2020
Simpson,MS,90.69,378,2020
Smith,MS,94.68,494,2020
Stone,MS,90.61,369,2020
Sunflower,MS,97.69,511,2020
Tallahatchie,MS,97.69,511,2020
Tate,MS,92.13,434,2020
Tippah,MS,92.13,434,2020
Tishomingo,MS,92.13,434,2020
Tunica,MS,97.69,511,2020
Union,MS,92.13,434,2020
Walthall,MS,96.28,508,2020
Warren,MS,97.69,511,2020
Washington,MS,97.69,511,2020
Wayne,MS,91.37,411,2020
Webster,MS,94.68,494,2020
Wilkinson,MS,96.28,508,2020
Winston,MS,94.68,494,2020
Yalobusha,MS,92.13,434,2020
Yazoo,MS,97.69,511,2020
Adair,MO,85.77,97,2020
Andrew,MO,82.63,25,2020
Atchison,MO,82.63,25,2020
Audrain,MO,85.77,97,2020
Barry,MO,85.84,102,2020
Barton,MO,85.84,102,2020
Bates,MO,85.84,102,2020
Benton,MO,85.84,102,2020
Bollinger,MO,87.82,205,2020
Boone,MO,85.77,97,2020
Buchanan,MO,82.63,25,2020
Butler,MO,87.82,205,2020
Caldwell,MO,82.63,25,2020
Callaway,MO,85.77,97,2020
Camden,MO,85.77,97,2020
Cape Girardeau,MO,87.82,205,2020
Carroll,MO,85.77,97,2020
Carter,MO,87.82,205,2020
Cass,MO,82.63,25,2020
Cedar,MO,85.84,102,2020
Chariton,MO,85.77,97,2020
Christian,MO,85.84,102,2020
Clark,MO,85.77,97,2020
Clay,MO,82.63,25,2020
Clinton,MO,82.63,25,2020
Cole,MO,85.77,97,2020
Cooper,MO,85.77,97,2020
Crawford,MO,87.82,205,2020
Dade,MO,85.84,102,2020
Dallas,MO,85.84,102,2020
Daviess,MO,82.63,25,2020
DeKalb,MO,82.63,25,2020
Dent,MO,87.82,205,2020
Douglas,MO,87.82,205,2020
Dunklin,MO,87.82,205,2020
Franklin,MO,84,56,2020
Gasconade,MO,87.82,205,2020
Gentry,MO,82.63,25,2020
Greene,MO,85.84,102,2020
Grundy,MO,82.63,25,2020
Harrison,MO,82.63,25,2020
Henry,MO,85.84,102,2020
Hickory,MO,85.84,102,2020
Holt,MO,82.63,25,2020
Howard,MO,85.77,97,2020
Howell,MO,87.82,205,2020
Iron,MO,87.82,205,2020
Jackson,MO,86.42,133,2020
Jasper,MO,85.84,102,2020
Jefferson,MO,84,56,2020
Johnson,MO,82.63,25,2020
Knox,MO,85.77,97,2020
Laclede,MO,85.77,97,2020
Lafayette,MO,82.63,25,2020
Lawrence,MO,85.84,102,2020
Lewis,MO,85.77,97,2020
Lincoln,MO,84,56,2020
Linn,MO,82.63,25,2020
Livingston,MO,82.63,25,2020
McDonald,MO,85.84,102,2020
Macon,MO,85.77,97,2020
Madison,MO,87.82,205,2020
Maries,MO,87.82,205,2020
Marion,MO,85.77,97,2020
Mercer,MO,82.63,25,2020
Miller,MO,85.77,97,2020
Mississippi,MO,87.82,205,2020
Moniteau,MO,85.77,97,2020
Monroe,MO,85.77,97,2020
Montgomery,MO,85.77,97,2020
Morgan,MO,85.77,97,2020
New Madrid,MO,87.82,205,2020
Newton,MO,85.84,102,2020
Nodaway,MO,82.63,25,2020
Oregon,MO,87.82,205,2020
Osage,MO,85.77,97,2020
Ozark,MO,87.82,205,2020
Pemiscot,MO,87.82,205,2020
Perry,MO,87.82,205,2020
Pettis,MO,85.77,97,2020
Phelps,MO,87.82,205,2020
Pike,MO,85.77,97,2020
Platte,MO,82.63,25,2020
Polk,MO,85.84,102,2020
Pulaski,MO,85.77,97,2020
Putnam,MO,82.63,25,2020
Ralls,MO,85.77,97,2020
Randolph,MO,85.77,97,2020
Ray,MO,82.63,25,2020
Reynolds,MO,87.82,205,2020
Ripley,MO,87.82,205,2020
St. Charles,MO,84,56,2020
St. Clair,MO,85.84,102,2020
Ste. Genevieve,MO,87.82,205,2020
St. Francois,MO,87.82,205,2020
St. Louis,MO,89.31,310,2020
Saline,MO,85.77,97,2020
Schuyler,MO,85.77,97,2020
Scotland,MO,85.77,97,2020
Scott,MO,87.82,205,2020
Shannon,MO,87.82,205,2020
Shelby,MO,85.77,97,2020
Stoddard,MO,87.82,205,2020
Stone,MO,85.84,102,2020
Sullivan,MO,82.63,25,2020
Taney,MO,85.84,102,2020
Texas,MO,87.82,205,2020
Vernon,MO,85.84,102,2020
Warren,MO,84,56,2020
Washington,MO,87.82,205,2020
Wayne,MO,87.82,205,2020
Webster,MO,85.84,102,2020
Worth,MO,82.63,25,2020
Wright,MO,87.82,205,2020
Beaverhead,MT,90.8,383,2020
Big Horn,MT,89.52,323,2020
Blaine,MT,93.33,485,2020
Broadwater,MT,90.8,383,2020
Carbon,MT,89.52,323,2020
Carter,MT,86.4,130,2020
Cascade,MT,93.33,485,2020
Chouteau,MT,93.33,485,2020
Custer,MT,86.4,130,2020
Daniels,MT,86.4,130,2020
Dawson,MT,86.4,130,2020
Deer Lodge,MT,90.8,383,2020
Fallon,MT,86.4,130,2020
Fergus,MT,89.52,323,2020
Flathead,MT,89.83,343,2020
Gallatin,MT,90.8,383,2020
Garfield,MT,86.4,130,2020
Glacier,MT,93.33,485,2020
Golden Valley,MT,89.52,323,2020
Granite,MT,90.8,383,2020
Hill,MT,93.33,485,2020
Jefferson,MT,90.8,383,2020
Judith Basin,MT,89.52,323,2020
Lake,MT,89.83,343,2020
Lewis and Clark,MT,90.8,383,2020
Liberty,MT,93.33,485,2020
Lincoln,MT,89.83,343,2020
McCone,MT,86.4,130,2020
Madison,MT,90.8,383,2020
