county,state,sexRatio,sexRatioBucket,year
Dallas,IA,97.6,219,2020
Davis,IA,99.5,300,2020
Decatur,IA,101.1,352,2020
Delaware,IA,103.2,397,2020
Des Moines,IA,94.0,89,2020
Dickinson,IA,98.8,272,2020
Dubuque,IA,97.4,209,2020
Emmet,IA,101.3,357,2020
Fayette,IA,100.8,343,2020
Floyd,IA,99.8,314,2020
Franklin,IA,100.5,334,2020
Fremont,IA,98.8,272,2020
Greene,IA,95.6,136,2020
Grundy,IA,98.0,239,2020
Guthrie,IA,99.1,284,2020
Hamilton,IA,97.9,233,2020
Hancock,IA,99.8,314,2020
Hardin,IA,102.0,376,2020
Harrison,IA,100.6,337,2020
Henry,IA,102.8,391,2020
Howard,IA,100.5,334,2020
Humboldt,IA,100.2,326,2020
Ida,IA,99.5,300,2020
Iowa,IA,100.7,341,2020
Jackson,IA,101.1,352,2020
Jasper,IA,105.5,428,2020
Jefferson,IA,96.7,177,2020
Johnson,IA,98.4,257,2020
Jones,IA,106.4,437,2020
Keokuk,IA,104.4,415,2020
Kossuth,IA,99.3,292,2020
Lee,IA,101.2,354,2020
Linn,IA,97.1,194,2020
Louisa,IA,106.1,434,2020
Lucas,IA,102.8,391,2020
Lyon,IA,103.4,401,2020
Madison,IA,99.2,288,2020
Mahaska,IA,101.8,371,2020
Marion,IA,99.8,314,2020
Marshall,IA,100.2,326,2020
Mills,IA,99.0,281,2020
Mitchell,IA,97.6,219,2020
Monona,IA,90.9,35,2020
Monroe,IA,97.5,215,2020
Montgomery,IA,96.0,149,2020
Muscatine,IA,97.6,219,2020
O'Brien,IA,99.3,292,2020
Osceola,IA,103.9,409,2020
Page,IA,111.7,466,2020
Palo Alto,IA,101.6,367,2020
Plymouth,IA,96.7,177,2020
Pocahontas,IA,95.8,143,2020
Polk,IA,97.2,199,2020
Pottawattamie,IA,97.2,199,2020
Poweshiek,IA,94.0,89,2020
Ringgold,IA,95.2,123,2020
Sac,IA,97.9,233,2020
Scott,IA,96.2,155,2020
Shelby,IA,95.6,136,2020
Sioux,IA,101.6,367,2020
Story,IA,109.6,458,2020
Tama,IA,97.0,189,2020
Taylor,IA,99.5,300,2020
Union,IA,94.7,108,2020
Van Buren,IA,105.3,427,2020
Wapello,IA,99.1,284,2020
Warren,IA,96.5,167,2020
Washington,IA,97.9,233,2020
Wayne,IA,95.1,121,2020
Webster,IA,107.9,447,2020
Winnebago,IA,98.7,269,2020
Winneshiek,IA,98.3,252,2020
Woodbury,IA,98.2,248,2020
Worth,IA,103.8,407,2020
Wright,IA,99.2,288,2020
Allen,KS,95.5,132,2020
Anderson,KS,97.9,233,2020
Atchison,KS,93.6,79,2020
Barber,KS,106.6,438,2020
Barton,KS,94.4,100,2020
Bourbon,KS,96.5,167,2020
Brown,KS,94.0,89,2020
Butler,KS,101.5,363,2020
Chase,KS,104.1,411,2020
Chautauqua,KS,112.3,469,2020
Cherokee,KS,95.3,126,2020
Cheyenne,KS,99.9,316,2020
Clark,KS,109.6,458,2020
Clay,KS,100.2,326,2020
Cloud,KS,100.7,341,2020
Coffey,KS,102.5,386,2020
Comanche,KS,97.9,233,2020
Cowley,KS,100.7,341,2020
Crawford,KS,101.6,367,2020
Decatur,KS,99.7,309,2020
Dickinson,KS,100.5,334,2020
Doniphan,KS,103.0,394,2020
Douglas,KS,98.7,269,2020
Edwards,KS,100.4,331,2020
Elk,KS,97.9,233,2020
Ellis,KS,97.5,215,2020
Ellsworth,KS,133.5,500,2020
Finney,KS,107.0,441,2020
Ford,KS,108.8,453,2020
Franklin,KS,101.6,367,2020
Geary,KS,114.9,476,2020
Gove,KS,103.8,407,2020
Graham,KS,88.1,15,2020
Grant,KS,108.8,453,2020
Gray,KS,102.6,388,2020
Greeley,KS,85.9,8,2020
Greenwood,KS,104.6,418,2020
Hamilton,KS,111.8,466,2020
Harper,KS,101.6,367,2020
Harvey,KS,98.8,272,2020
Haskell,KS,95.7,140,2020
Hodgeman,KS,98.1,244,2020
Jackson,KS,99.6,305,2020
Jefferson,KS,101.6,367,2020
Jewell,KS,103.3,399,2020
Johnson,KS,96.4,163,2020
Kearny,KS,87.6,14,2020
Kingman,KS,99.7,309,2020
Kiowa,KS,94.7,108,2020
Labette,KS,97.8,227,2020
Lane,KS,101.2,354,2020
Leavenworth,KS,114.7,476,2020
Lincoln,KS,102.6,388,2020
Linn,KS,102.4,384,2020
Logan,KS,105.2,425,2020
Lyon,KS,93.9,86,2020
McPherson,KS,96.8,181,2020
Marion,KS,101.4,361,2020
Marshall,KS,99.5,300,2020
Meade,KS,100.5,334,2020
Miami,KS,101.0,349,2020
Mitchell,KS,104.9,421,2020
Montgomery,KS,99.7,309,2020
Morris,KS,101.6,367,2020
Morton,KS,91.4,41,2020
Nemaha,KS,103.9,409,2020
Neosho,KS,94.3,97,2020
Ness,KS,99.4,296,2020
Norton,KS,120.2,487,2020
Osage,KS,100.3,329,2020
Osborne,KS,99.4,296,2020
Ottawa,KS,106.5,438,2020
Pawnee,KS,124.9,495,2020
Phillips,KS,100.8,343,2020
Pottawatomie,KS,99.1,284,2020
Pratt,KS,100.2,326,2020
Rawlins,KS,108.7,452,2020
Reno,KS,100.9,346,2020
Republic,KS,97.1,194,2020
Rice,KS,102.6,388,2020
Riley,KS,111.8,466,2020
Rooks,KS,93.1,65,2020
Rush,KS,103.4,401,2020
Russell,KS,96.6,173,2020
Saline,KS,99.3,292,2020
Scott,KS,104.9,421,2020
Sedgwick,KS,97.6,219,2020
Seward,KS,110.7,462,2020
Shawnee,KS,93.4,74,2020
Sheridan,KS,103.0,394,2020
Sherman,KS,102.4,384,2020
Smith,KS,98.6,265,2020
Stafford,KS,108.4,451,2020
Stanton,KS,103.8,407,2020
Stevens,KS,107.4,444,2020
Sumner,KS,102.3,382,2020
Thomas,KS,94.4,100,2020
Trego,KS,101.0,349,2020
Wabaunsee,KS,103.9,409,2020
Wallace,KS,99.6,305,2020
Washington,KS,107.7,446,2020
Wichita,KS,92.7,57,2020
Wilson,KS,96.8,181,2020
Woodson,KS,111.5,465,2020
Wyandotte,KS,98.9,277,2020
Adair,KY,98.8,272,2020
Allen,KY,98.5,262,2020
Anderson,KY,96.6,173,2020
Ballard,KY,99.4,296,2020
Barren,KY,92.5,54,2020
Bath,KY,99.2,288,2020
Bell,KY,96.4,163,2020
Boone,KY,98.3,252,2020
Bourbon,KY,96.0,149,2020
Boyd,KY,99.7,309,2020
Boyle,KY,100.0,320,2020
Bracken,KY,102.1,379,2020
Breathitt,KY,100.7,341,2020
Breckinridge,KY,99.4,296,2020
Bullitt,KY,99.7,309,2020
Butler,KY,100.3,329,2020
Caldwell,KY,94.9,115,2020
Calloway,KY,94.0,89,2020
Campbell,KY,95.9,146,2020
Carlisle,KY,99.4,296,2020
Carroll,KY,105.5,428,2020
Carter,KY,98.6,265,2020
Casey,KY,93.4,74,2020
Christian,KY,111.9,467,2020
Clark,KY,93.5,76,2020
Clay,KY,111.2,463,2020
Clinton,KY,100.2,326,2020
Crittenden,KY,102.8,391,2020
Cumberland,KY,94.3,97,2020
Daviess,KY,95.5,132,2020
Edmonson,KY,100.1,322,2020
Elliott,KY,128.6,497,2020
Estill,KY,96.1,153,2020
Fayette,KY,96.0,149,2020
Fleming,KY,97.0,189,2020
Floyd,KY,95.5,132,2020
Franklin,KY,93.7,81,2020
Fulton,KY,99.5,300,2020
Gallatin,KY,105.9,432,2020
Garrard,KY,95.6,136,2020
Grant,KY,97.1,194,2020
Graves,KY,95.7,140,2020
Grayson,KY,98.5,262,2020
Green,KY,97.2,199,2020
Greenup,KY,94.8,112,2020
Hancock,KY,105.2,425,2020
Hardin,KY,98.9,277,2020
Harlan,KY,92.6,55,2020
Harrison,KY,95.1,121,2020
Hart,KY,100.1,322,2020
Henderson,KY,93.3,70,2020
Henry,KY,97.9,233,2020
Hickman,KY,92.9,62,2020
Hopkins,KY,94.8,112,2020
Jackson,KY,98.0,239,2020
Jefferson,KY,93.5,76,2020
Jessamine,KY,93.8,84,2020
Johnson,KY,97.2,199,2020
Kenton,KY,97.9,233,2020
Knott,KY,97.4,209,2020
Knox,KY,95.4,129,2020
Larue,KY,98.0,239,2020
Laurel,KY,96.5,167,2020
Lawrence,KY,98.4,257,2020
Lee,KY,117.0,481,2020
Leslie,KY,100.6,337,2020
Letcher,KY,96.0,149,2020
Lewis,KY,99.6,305,2020
Lincoln,KY,96.6,173,2020
Livingston,KY,99.4,296,2020
Logan,KY,94.5,103,2020
Lyon,KY,112.5,469,2020
McCracken,KY,92.4,52,2020
McCreary,KY,117.3,483,2020
McLean,KY,98.7,269,2020
Madison,KY,94.6,106,2020
Magoffin,KY,100.3,329,2020
Marion,KY,102.7,390,2020
Marshall,KY,96.3,159,2020
Martin,KY,123.2,493,2020
Mason,KY,99.4,296,2020
Meade,KY,101.2,354,2020
Menifee,KY,120.5,488,2020
Mercer,KY,99.6,305,2020
Metcalfe,KY,94.8,112,2020
Monroe,KY,100.6,337,2020
Montgomery,KY,96.0,149,2020
Morgan,KY,129.2,498,2020
Muhlenberg,KY,100.0,320,2020
Nelson,KY,99.5,300,2020
Nicholas,KY,95.4,129,2020
Ohio,KY,96.9,185,2020
Oldham,KY,110.2,460,2020
Owen,KY,105.2,425,2020
Owsley,KY,77.1,0,2020
Pendleton,KY,105.7,430,2020
Perry,KY,98.5,262,2020
Pike,KY,95.3,126,2020
Powell,KY,94.9,115,2020
Pulaski,KY,93.8,84,2020
Robertson,KY,80.1,1,2020
Rockcastle,KY,94.4,100,2020
Rowan,KY,92.8,60,2020
Russell,KY,95.4,129,2020
Scott,KY,95.6,136,2020
Shelby,KY,94.8,112,2020
Simpson,KY,98.7,269,2020
Spencer,KY,101.0,349,2020
Taylor,KY,94.4,100,2020
Todd,KY,98.3,252,2020
Trigg,KY,101.6,367,2020
Trimble,KY,96.7,177,2020
Union,KY,101.0,349,2020
Warren,KY,96.4,163,2020
Washington,KY,94.9,115,2020
Wayne,KY,98.4,257,2020
Webster,KY,96.9,185,2020
Whitley,KY,98.2,248,2020
Wolfe,KY,102.0,376,2020
Woodford,KY,89.9,26,2020
Acadia,LA,95.6,136,2020
Allen,LA,130.8,499,2020
Ascension,LA,97.4,209,2020
Assumption,LA,92.0,47,2020
Avoyelles,LA,101.1,352,2020
Beauregard,LA,103.8,407,2020
Bienville,LA,88.4,17,2020
Bossier,LA,97.3,203,2020
Caddo,LA,89.9,26,2020
Calcasieu,LA,95.2,123,2020
Caldwell,LA,107.0,441,2020
Cameron,LA,97.1,194,2020
Catahoula,LA,115.1,477,2020
Claiborne,LA,134.6,501,2020
Concordia,LA,97.8,227,2020
De Soto,LA,95.4,129,2020
East Baton Rouge,LA,91.6,42,2020
East Carroll,LA,135.2,501,2020
East Feliciana,LA,121.8,490,2020
Evangeline,LA,106.3,436,2020
Franklin,LA,93.2,68,2020
Grant,LA,130.1,499,2020
Iberia,LA,96.5,167,2020
Iberville,LA,101.6,367,2020
Jackson,LA,103.2,397,2020
Jefferson,LA,93.6,79,2020
Jefferson Davis,LA,96.2,155,2020
Lafayette,LA,94.8,112,2020
Lafourche,LA,95.8,143,2020
LaSalle,LA,108.4,451,2020
Lincoln,LA,96.0,149,2020
Livingston,LA,96.6,173,2020
Madison,LA,96.5,167,2020
Morehouse,LA,92.8,60,2020
Natchitoches,LA,92.9,62,2020
Orleans,LA,89.9,26,2020
Ouachita,LA,91.9,44,2020
Plaquemines,LA,95.4,129,2020
Pointe Coupee,LA,94.3,97,2020
Rapides,LA,93.6,79,2020
Red River,LA,96.3,159,2020
Richland,LA,95.6,136,2020
Sabine,LA,97.8,227,2020
St. Bernard,LA,95.5,132,2020
St. Charles,LA,98.1,244,2020
St. Helena,LA,92.0,47,2020
St. James,LA,91.2,39,2020
St. John the Baptist,LA,94.3,97,2020
St. Landry,LA,93.3,70,2020
St. Martin,LA,96.7,177,2020
St. Mary,LA,97.4,209,2020
St. Tammany,LA,94.4,100,2020
Tangipahoa,LA,93.7,81,2020
Tensas,LA,93.6,79,2020
Terrebonne,LA,97.0,189,2020
Union,LA,99.9,316,2020
Vermilion,LA,94.4,100,2020
Vernon,LA,113.1,471,2020
Washington,LA,97.9,233,2020
Webster,LA,95.9,146,2020
West Baton Rouge,LA,94.8,112,2020
West Carroll,LA,107.0,441,2020
West Feliciana,LA,200.2,511,2020
Winn,LA,114.6,475,2020
Androscoggin,ME,95.9,146,2020
Aroostook,ME,98.1,244,2020
Cumberland,ME,94.3,97,2020
Franklin,ME,95.4,129,2020
Hancock,ME,93.5,76,2020
Kennebec,ME,95.3,126,2020
Knox,ME,100.0,320,2020
Lincoln,ME,96.2,155,2020
Oxford,ME,97.4,209,2020
Penobscot,ME,98.4,257,2020
Piscataquis,ME,100.8,343,2020
Sagadahoc,ME,96.0,149,2020
Somerset,ME,98.2,248,2020
Waldo,ME,96.0,149,2020
Washington,ME,96.3,159,2020
York,ME,94.9,115,2020
Allegany,MD,110.9,463,2020
Anne Arundel,MD,97.9,233,2020
Baltimore,MD,89.9,26,2020
Calvert,MD,98.3,252,2020
Caroline,MD,96.2,155,2020
Carroll,MD,98.0,239,2020
Cecil,MD,99.0,281,2020
Charles,MD,92.9,62,2020
Dorchester,MD,87.7,14,2020
Frederick,MD,97.0,189,2020
Garrett,MD,99.3,292,2020
Harford,MD,95.7,140,2020
Howard,MD,95.7,140,2020
Kent,MD,90.3,30,2020
Montgomery,MD,93.6,79,2020
Prince George's,MD,92.7,57,2020
Queen Anne's,MD,99.0,281,2020
St. Mary's,MD,99.9,316,2020
Somerset,MD,116.7,480,2020
Talbot,MD,90.0,27,2020
Washington,MD,103.6,404,2020
Wicomico,MD,90.5,32,2020
Worcester,MD,95.4,129,2020
Baltimore City,MD,88.3,16,2020
Barnstable,MA,91.8,44,2020
Berkshire,MA,94.0,89,2020
Bristol,MA,93.8,84,2020
Dukes,MA,95.0,118,2020
Essex,MA,93.0,64,2020
Franklin,MA,94.9,115,2020
Hampden,MA,93.4,74,2020
Hampshire,MA,87.5,13,2020
Middlesex,MA,96.0,149,2020
Nantucket,MA,118.2,484,2020
Norfolk,MA,92.8,60,2020
Plymouth,MA,94.5,103,2020
Suffolk,MA,93.2,68,2020
Worcester,MA,97.2,199,2020
Alcona,MI,102.1,379,2020
Alger,MI,126.6,496,2020
Allegan,MI,99.7,309,2020
Alpena,MI,98.0,239,2020
Antrim,MI,98.4,257,2020
Arenac,MI,102.5,386,2020
Baraga,MI,124.2,494,2020
Barry,MI,100.5,334,2020
Bay,MI,97.3,203,2020
Benzie,MI,97.4,209,2020
Berrien,MI,96.0,149,2020
Branch,MI,105.6,429,2020
Calhoun,MI,96.3,159,2020
Cass,MI,100.4,331,2020
Charlevoix,MI,97.9,233,2020
Cheboygan,MI,100.7,341,2020
Chippewa,MI,117.2,482,2020
Clare,MI,99.6,305,2020
Clinton,MI,98.2,248,2020
Crawford,MI,104.2,413,2020
Delta,MI,100.9,346,2020
Dickinson,MI,99.8,314,2020
Eaton,MI,96.7,177,2020
Emmet,MI,98.5,262,2020
Genesee,MI,93.1,65,2020
Gladwin,MI,100.5,334,2020
Gogebic,MI,112.2,468,2020
Grand Traverse,MI,97.5,215,2020
Gratiot,MI,115.4,478,2020
Hillsdale,MI,99.5,300,2020
Houghton,MI,118.1,484,2020
Huron,MI,98.7,269,2020
Ingham,MI,95.1,121,2020
Ionia,MI,116.8,481,2020
Iosco,MI,99.7,309,2020
Iron,MI,98.8,272,2020
Isabella,MI,94.1,92,2020
Jackson,MI,104.3,414,2020
Kalamazoo,MI,95.8,143,2020
Kalkaska,MI,104.4,415,2020
Kent,MI,97.3,203,2020
Keweenaw,MI,105.3,427,2020
Lake,MI,103.9,409,2020
Lapeer,MI,103.8,407,2020
Leelanau,MI,96.6,173,2020
Lenawee,MI,102.2,381,2020
Livingston,MI,100.7,341,2020
Luce,MI,143.3,504,2020
Mackinac,MI,105.0,422,2020
Macomb,MI,94.9,115,2020
Manistee,MI,105.4,427,2020
Marquette,MI,101.6,367,2020
Mason,MI,99.1,284,2020
Mecosta,MI,104.1,411,2020
Menominee,MI,103.9,409,2020
Midland,MI,97.2,199,2020
Missaukee,MI,102.7,390,2020
Monroe,MI,97.4,209,2020
Montcalm,MI,106.0,432,2020
Montmorency,MI,101.7,369,2020
Muskegon,MI,98.6,265,2020
Newaygo,MI,101.0,349,2020
Oakland,MI,96.1,153,2020
Oceana,MI,103.0,394,2020
Ogemaw,MI,100.8,343,2020
Ontonagon,MI,103.0,394,2020
Osceola,MI,102.9,392,2020
Oscoda,MI,102.7,390,2020
Otsego,MI,99.5,300,2020
Ottawa,MI,97.8,227,2020
Presque Isle,MI,99.1,284,2020
Roscommon,MI,100.5,334,2020
Saginaw,MI,94.3,97,2020
St. Clair,MI,98.8,272,2020
St. Joseph,MI,99.4,296,2020
Sanilac,MI,99.3,292,2020
Schoolcraft,MI,97.5,215,2020
Shiawassee,MI,98.0,239,2020
Tuscola,MI,101.3,357,2020
Van Buren,MI,98.9,277,2020
Washtenaw,MI,98.2,248,2020
Wayne,MI,92.9,62,2020
Wexford,MI,99.6,305,2020
Aitkin,MN,102.1,379,2020
Anoka,MN,100.1,322,2020
Becker,MN,99.0,281,2020
Beltrami,MN,99.1,284,2020
Benton,MN,99.0,281,2020
Big Stone,MN,98.9,277,2020
Blue Earth,MN,100.1,322,2020
Brown,MN,100.3,329,2020
Carlton,MN,109.9,459,2020
Carver,MN,98.9,277,2020
Cass,MN,105.2,425,2020
Chippewa,MN,100.1,322,2020
Chisago,MN,108.3,450,2020
Clay,MN,96.7,177,2020
Clearwater,MN,102.2,381,2020
Cook,MN,99.9,316,2020
Cottonwood,MN,99.8,314,2020
Crow Wing,MN,99.0,281,2020
Dakota,MN,97.4,209,2020
Dodge,MN,101.9,374,2020
Douglas,MN,100.9,346,2020
Faribault,MN,101.3,357,2020
Fillmore,MN,101.5,363,2020
Freeborn,MN,99.1,284,2020
Goodhue,MN,99.6,305,2020
Grant,MN,103.5,402,2020
Hennepin,MN,97.9,233,2020
Houston,MN,99.4,296,2020
Hubbard,MN,103.8,407,2020
Isanti,MN,102.4,384,2020
Itasca,MN,102.4,384,2020
Jackson,MN,103.6,404,2020
Kanabec,MN,101.0,349,2020
Kandiyohi,MN,100.0,320,2020
Kittson,MN,101.3,357,2020
Koochiching,MN,101.2,354,2020
Lac qui Parle,MN,100.7,341,2020
Lake,MN,107.7,446,2020
Lake of the Woods,MN,115.0,476,2020
Le Sueur,MN,101.5,363,2020
Lincoln,MN,101.5,363,2020
Lyon,MN,97.1,194,2020
McLeod,MN,99.0,281,2020
Mahnomen,MN,102.8,391,2020
Marshall,MN,102.8,391,2020
Martin,MN,100.7,341,2020
Meeker,MN,104.6,418,2020
Mille Lacs,MN,100.7,341,2020
Morrison,MN,102.2,381,2020
Mower,MN,102.7,390,2020
Murray,MN,99.7,309,2020
Nicollet,MN,99.4,296,2020
Nobles,MN,108.3,450,2020
Norman,MN,99.6,305,2020
Olmsted,MN,95.4,129,2020
Otter Tail,MN,101.1,352,2020
Pennington,MN,98.3,252,2020
Pine,MN,115.2,477,2020
Pipestone,MN,93.7,81,2020
Polk,MN,103.6,404,2020
Pope,MN,101.4,361,2020
Ramsey,MN,95.3,126,2020
Red Lake,MN,104.9,421,2020
Redwood,MN,101.8,371,2020
Renville,MN,103.5,402,2020
Rice,MN,103.5,402,2020
Rock,MN,93.4,74,2020
Roseau,MN,107.7,446,2020
St. Louis,MN,100.5,334,2020
Scott,MN,99.0,281,2020
Sherburne,MN,104.0,410,2020
Sibley,MN,103.4,401,2020
Stearns,MN,101.4,361,2020
Steele,MN,99.8,314,2020
Stevens,MN,100.5,334,2020
Swift,MN,99.2,288,2020
Todd,MN,105.9,432,2020
Traverse,MN,97.5,215,2020
Wabasha,MN,101.5,363,2020
Wadena,MN,97.9,233,2020
Waseca,MN,91.5,41,2020
Washington,MN,98.0,239,2020
Watonwan,MN,98.5,262,2020
Wilkin,MN,110.3,461,2020
Winona,MN,98.6,265,2020
Wright,MN,102.6,388,2020
Yellow Medicine,MN,101.3,357,2020
Adams,MS,95.3,126,2020
Alcorn,MS,97.2,199,2020
Amite,MS,92.1,48,2020
Attala,MS,90.5,32,2020
Benton,MS,96.7,177,2020
Bolivar,MS,88.9,19,2020
Calhoun,MS,92.1,48,2020
Carroll,MS,107.1,442,2020
Chickasaw,MS,93.5,76,2020
Choctaw,MS,100.9,346,2020
Claiborne,MS,88.1,15,2020
Clarke,MS,87.1,11,2020
Clay,MS,88.4,17,2020
Coahoma,MS,86.2,9,2020
Copiah,MS,86.9,10,2020
Covington,MS,94.0,89,2020
DeSoto,MS,92.8,60,2020
Forrest,MS,90.9,35,2020
Franklin,MS,93.8,84,2020
George,MS,101.8,371,2020
Greene,MS,147.2,505,2020
Grenada,MS,95.7,140,2020
Hancock,MS,93.9,86,2020
Harrison,MS,96.4,163,2020
Hinds,MS,87.5,13,2020
Holmes,MS,92.0,47,2020
Humphreys,MS,88.8,18,2020
Issaquena,MS,185.7,510,2020
Itawamba,MS,101.1,352,2020
Jackson,MS,97.4,209,2020
Jasper,MS,95.8,143,2020
Jefferson,MS,96.7,177,2020
Jefferson Davis,MS,90.5,32,2020
Jones,MS,95.0,118,2020
Kemper,MS,98.7,269,2020
Lafayette,MS,93.7,81,2020
Lamar,MS,90.8,34,2020
Lauderdale,MS,94.2,94,2020
Lawrence,MS,96.8,181,2020
Leake,MS,101.6,367,2020
Lee,MS,91.3,39,2020
Leflore,MS,89.1,21,2020
Lincoln,MS,88.9,19,2020
Lowndes,MS,90.4,31,2020
Madison,MS,92.3,51,2020
Marion,MS,93.3,70,2020
Marshall,MS,97.7,223,2020
Monroe,MS,90.7,33,2020
Montgomery,MS,85.0,6,2020
Neshoba,MS,91.6,42,2020
Newton,MS,88.3,16,2020
Noxubee,MS,84.3,5,2020
Oktibbeha,MS,98.7,269,2020
Panola,MS,92.2,49,2020
Pearl River,MS,97.5,215,2020
Perry,MS,96.3,159,2020
Pike,MS,89.3,22,2020
Pontotoc,MS,91.5,41,2020
Prentiss,MS,94.1,92,2020
Quitman,MS,87.6,14,2020
Rankin,MS,93.2,68,2020
Scott,MS,100.7,341,2020
Sharkey,MS,87.1,11,2020
Simpson,MS,93.7,81,2020
Smith,MS,92.8,60,2020
Stone,MS,101.4,361,2020
Sunflower,MS,111.5,465,2020
Tallahatchie,MS,130.7,499,2020
Tate,MS,93.2,68,2020
Tippah,MS,91.2,39,2020
Tishomingo,MS,93.4,74,2020
Tunica,MS,89.1,21,2020
Union,MS,94.6,106,2020
Walthall,MS,98.0,239,2020
Warren,MS,91.9,44,2020
Washington,MS,87.3,12,2020
Wayne,MS,94.4,100,2020
Webster,MS,91.9,44,2020
Wilkinson,MS,117.0,481,2020
Winston,MS,94.5,103,2020
Yalobusha,MS,92.1,48,2020
Yazoo,MS,130.0,499,2020
Adair,MO,93.2,68,2020
Andrew,MO,100.2,326,2020
Atchison,MO,99.3,292,2020
Audrain,MO,87.1,11,2020
Barry,MO,98.9,277,2020
Barton,MO,97.3,203,2020
Bates,MO,97.4,209,2020
Benton,MO,100.1,322,2020
Bollinger,MO,101.3,357,2020
Boone,MO,94.3,97,2020
Buchanan,MO,102.0,376,2020
Butler,MO,96.8,181,2020
Caldwell,MO,101.8,371,2020
Callaway,MO,104.4,415,2020
Camden,MO,98.4,257,2020
Cape Girardeau,MO,93.5,76,2020
Carroll,MO,97.5,215,2020
Carter,MO,98.1,244,2020
Cass,MO,95.0,118,2020
Cedar,MO,103.2,397,2020
Chariton,MO,96.5,167,2020
Christian,MO,95.2,123,2020
Clark,MO,103.3,399,2020
Clay,MO,96.4,163,2020
Clinton,MO,98.1,244,2020
Cole,MO,102.2,381,2020
Cooper,MO,105.5,428,2020
Crawford,MO,96.4,163,2020
Dade,MO,103.6,404,2020
Dallas,MO,89.7,24,2020
Daviess,MO,100.9,346,2020
DeKalb,MO,157.8,507,2020
Dent,MO,98.4,257,2020
Douglas,MO,101.2,354,2020
Dunklin,MO,90.2,29,2020
Franklin,MO,99.3,292,2020
Gasconade,MO,99.8,314,2020
Gentry,MO,94.0,89,2020
Greene,MO,94.8,112,2020
Grundy,MO,97.4,209,2020
Harrison,MO,98.4,257,2020
Henry,MO,96.7,177,2020
Hickory,MO,94.6,106,2020
Holt,MO,96.4,163,2020
Howard,MO,102.9,392,2020
Howell,MO,94.7,108,2020
Iron,MO,97.7,223,2020
Jackson,MO,93.5,76,2020
Jasper,MO,94.9,115,2020
Jefferson,MO,98.9,277,2020
Johnson,MO,105.5,428,2020
Knox,MO,101.0,349,2020
Laclede,MO,96.1,153,2020
Lafayette,MO,102.5,386,2020
Lawrence,MO,97.9,233,2020
Lewis,MO,105.2,425,2020
Lincoln,MO,100.2,326,2020
Linn,MO,94.0,89,2020
Livingston,MO,80.5,1,2020
McDonald,MO,103.4,401,2020
Macon,MO,98.4,257,2020
Madison,MO,98.0,239,2020
Maries,MO,100.1,322,2020
Marion,MO,94.2,94,2020
Mercer,MO,98.1,244,2020
Miller,MO,98.8,272,2020
Mississippi,MO,119.7,487,2020
Moniteau,MO,110.7,462,2020
Monroe,MO,103.0,394,2020
Montgomery,MO,97.7,223,2020
Morgan,MO,98.9,277,2020
New Madrid,MO,90.8,34,2020
Newton,MO,98.6,265,2020
Nodaway,MO,100.4,331,2020
Oregon,MO,96.9,185,2020
Osage,MO,107.0,441,2020
Ozark,MO,97.2,199,2020
Pemiscot,MO,87.5,13,2020
Perry,MO,96.0,149,2020
Pettis,MO,98.3,252,2020
Phelps,MO,110.8,462,2020
Pike,MO,118.2,484,2020
Platte,MO,97.4,209,2020
Polk,MO,96.5,167,2020
Pulaski,MO,131.7,500,2020
Putnam,MO,99.7,309,2020
Ralls,MO,99.1,284,2020
Randolph,MO,108.2,449,2020
Ray,MO,97.8,227,2020
Reynolds,MO,109.6,458,2020
Ripley,MO,97.3,203,2020
St. Charles,MO,96.7,177,2020
St. Clair,MO,100.4,331,2020
Ste. Genevieve,MO,102.5,386,2020
St. Francois,MO,114.7,476,2020
St. Louis,MO,94.1,92,2020
Saline,MO,99.3,292,2020
Schuyler,MO,94.5,103,2020
Scotland,MO,93.0,64,2020
Scott,MO,94.9,115,2020
Shannon,MO,97.8,227,2020
Shelby,MO,107.9,447,2020
Stoddard,MO,93.4,74,2020
Stone,MO,96.4,163,2020
Sullivan,MO,96.3,159,2020
Taney,MO,90.8,34,2020
Texas,MO,108.0,448,2020
Vernon,MO,94.4,100,2020
Warren,MO,98.0,239,2020
Washington,MO,107.4,444,2020
Wayne,MO,96.3,159,2020
Webster,MO,104.3,414,2020
Worth,MO,98.9,277,2020
Wright,MO,94.8,112,2020
Beaverhead,MT,100.0,320,2020
Big Horn,MT,98.4,257,2020
Blaine,MT,96.0,149,2020
Broadwater,MT,108.9,454,2020
Carbon,MT,103.3,399,2020
Carter,MT,112.2,468,2020
Cascade,MT,102.3,382,2020
Chouteau,MT,99.1,284,2020
Custer,MT,97.8,227,2020
Daniels,MT,114.7,476,2020
Dawson,MT,112.9,470,2020
Deer Lodge,MT,111.9,467,2020
Fallon,MT,96.5,167,2020
Fergus,MT,104.8,420,2020
Flathead,MT,99.7,309,2020
Gallatin,MT,107.8,446,2020
Garfield,MT,99.8,314,2020
Glacier,MT,97.5,215,2020
Golden Valley,MT,101.5,363,2020
Granite,MT,107.3,444,2020
Hill,MT,99.4,296,2020
Jefferson,MT,103.7,405,2020
Judith Basin,MT,120.9,489,2020
Lake,MT,97.4,209,2020
Lewis and Clark,MT,98.0,239,2020
Liberty,MT,78.2,0,2020
Lincoln,MT,97.7,223,2020
McCone,MT,116.4,480,2020
Madison,MT,102.6,388,2020
