county,state,sexRatio,sexRatioBucket,year
Tehama,CA,98.5,262,2020
Trinity,CA,103.2,397,2020
Tulare,CA,100.0,320,2020
Tuolumne,CA,107.3,444,2020
Ventura,CA,98.0,239,2020
Yolo,CA,94.0,89,2020
Yuba,CA,103.1,395,2020
Adams,CO,102.0,376,2020
Alamosa,CO,97.8,227,2020
Arapahoe,CO,98.3,252,2020
Archuleta,CO,97.5,215,2020
Baca,CO,100.6,337,2020
Bent,CO,165.4,508,2020
Boulder,CO,101.2,354,2020
Broomfield,CO,99.9,316,2020
Chaffee,CO,111.7,466,2020
Cheyenne,CO,91.7,43,2020
Clear Creek,CO,102.8,391,2020
Conejos,CO,101.1,352,2020
Costilla,CO,109.8,458,2020
Crowley,CO,207.6,511,2020
Custer,CO,93.7,81,2020
Delta,CO,101.5,363,2020
Denver,CO,100.4,331,2020
Dolores,CO,123.3,494,2020
Douglas,CO,99.9,316,2020
Eagle,CO,113.3,472,2020
Elbert,CO,102.1,379,2020
El Paso,CO,102.0,376,2020
Fremont,CO,139.6,503,2020
Garfield,CO,104.3,414,2020
Gilpin,CO,117.4,483,2020
Grand,CO,117.3,483,2020
Gunnison,CO,119.4,486,2020
Hinsdale,CO,72.4,0,2020
Huerfano,CO,103.8,407,2020
Jackson,CO,106.3,436,2020
Jefferson,CO,99.6,305,2020
Kiowa,CO,91.2,39,2020
Kit Carson,CO,107.0,441,2020
Lake,CO,126.3,496,2020
La Plata,CO,101.3,357,2020
Larimer,CO,99.3,292,2020
Las Animas,CO,109.8,458,2020
Lincoln,CO,165.2,508,2020
Logan,CO,123.1,493,2020
Mesa,CO,97.5,215,2020
Mineral,CO,87.5,13,2020
Moffat,CO,105.9,432,2020
Montezuma,CO,97.4,209,2020
Montrose,CO,97.5,215,2020
Morgan,CO,104.3,414,2020
Otero,CO,96.3,159,2020
Ouray,CO,96.4,163,2020
Park,CO,112.0,467,2020
Phillips,CO,116.9,481,2020
Pitkin,CO,112.5,469,2020
Prowers,CO,104.5,416,2020
Pueblo,CO,97.0,189,2020
Rio Blanco,CO,105.8,431,2020
Rio Grande,CO,100.8,343,2020
Routt,CO,110.3,461,2020
Saguache,CO,99.5,300,2020
San Juan,CO,97.6,219,2020
San Miguel,CO,108.6,452,2020
Sedgwick,CO,95.3,126,2020
Summit,CO,115.2,477,2020
Teller,CO,101.1,352,2020
Washington,CO,112.9,470,2020
Weld,CO,101.9,374,2020
Yuma,CO,102.7,390,2020
Fairfield,CT,94.9,115,2020
Hartford,CT,94.4,100,2020
Litchfield,CT,97.8,227,2020
Middlesex,CT,95.5,132,2020
New Haven,CT,93.0,64,2020
New London,CT,100.4,331,2020
Tolland,CT,100.6,337,2020
Windham,CT,98.0,239,2020
Kent,DE,93.0,64,2020
New Castle,DE,93.8,84,2020
Sussex,DE,93.3,70,2020
District of,,90.3,30,2020
Alachua,FL,93.3,70,2020
Baker,FL,114.9,476,2020
Bay,FL,98.5,262,2020
Bradford,FL,124.4,495,2020
Brevard,FL,95.7,140,2020
Broward,FL,95.0,118,2020
Calhoun,FL,123.7,494,2020
Charlotte,FL,95.7,140,2020
Citrus,FL,94.8,112,2020
Clay,FL,97.1,194,2020
Collier,FL,97.0,189,2020
Columbia,FL,107.0,441,2020
DeSoto,FL,128.7,497,2020
Dixie,FL,134.1,501,2020
Duval,FL,94.1,92,2020
Escambia,FL,97.8,227,2020
Flagler,FL,91.6,42,2020
Franklin,FL,128.7,497,2020
Gadsden,FL,90.9,35,2020
Gilchrist,FL,109.6,458,2020
Glades,FL,122.7,493,2020
Gulf,FL,139.4,502,2020
Hamilton,FL,137.8,502,2020
Hardee,FL,113.6,472,2020
Hendry,FL,113.2,471,2020
Hernando,FL,93.1,65,2020
Highlands,FL,94.2,94,2020
Hillsborough,FL,95.7,140,2020
Holmes,FL,118.4,485,2020
Indian River,FL,92.3,51,2020
Jackson,FL,120.4,488,2020
Jefferson,FL,114.4,474,2020
Lafayette,FL,153.1,506,2020
Lake,FL,93.9,86,2020
Lee,FL,96.0,149,2020
Leon,FL,90.0,27,2020
Levy,FL,95.0,118,2020
Liberty,FL,145.5,504,2020
Madison,FL,116.2,479,2020
Manatee,FL,93.4,74,2020
Marion,FL,92.3,51,2020
Martin,FL,97.3,203,2020
Miami-Dade,FL,94.6,106,2020
Monroe,FL,109.5,457,2020
Nassau,FL,98.5,262,2020
Okaloosa,FL,103.3,399,2020
Okeechobee,FL,116.8,481,2020
Orange,FL,96.2,155,2020
Osceola,FL,97.3,203,2020
Palm Beach,FL,94.1,92,2020
Pasco,FL,94.6,106,2020
Pinellas,FL,92.3,51,2020
Polk,FL,96.1,153,2020
Putnam,FL,96.8,181,2020
St. Johns,FL,94.7,108,2020
St. Lucie,FL,95.6,136,2020
Santa Rosa,FL,104.2,413,2020
Sarasota,FL,91.1,37,2020
Seminole,FL,93.6,79,2020
Sumter,FL,99.2,288,2020
Suwannee,FL,108.9,454,2020
Taylor,FL,126.6,496,2020
Union,FL,198.9,511,2020
Volusia,FL,95.0,118,2020
Wakulla,FL,120.7,488,2020
Walton,FL,101.9,374,2020
Washington,FL,117.5,483,2020
Appling,GA,103.3,399,2020
Atkinson,GA,99.3,292,2020
Bacon,GA,96.6,173,2020
Baker,GA,100.4,331,2020
Baldwin,GA,101.2,354,2020
Banks,GA,101.1,352,2020
Barrow,GA,96.2,155,2020
Bartow,GA,97.9,233,2020
Ben Hill,GA,94.8,112,2020
Berrien,GA,95.8,143,2020
Bibb,GA,88.6,18,2020
Bleckley,GA,89.4,22,2020
Brantley,GA,99.5,300,2020
Brooks,GA,93.5,76,2020
Bryan,GA,98.1,244,2020
Bulloch,GA,95.4,129,2020
Burke,GA,88.0,15,2020
Butts,GA,112.6,469,2020
Calhoun,GA,154.3,506,2020
Camden,GA,104.6,418,2020
Candler,GA,99.6,305,2020
Carroll,GA,94.7,108,2020
Catoosa,GA,92.9,62,2020
Charlton,GA,140.5,503,2020
Chatham,GA,92.7,57,2020
Chattahoochee,GA,183.7,510,2020
Chattooga,GA,106.7,439,2020
Cherokee,GA,97.0,189,2020
Clarke,GA,90.8,34,2020
Clay,GA,96.6,173,2020
Clayton,GA,87.6,14,2020
Clinch,GA,100.7,341,2020
Cobb,GA,93.9,86,2020
Coffee,GA,104.7,419,2020
Colquitt,GA,98.7,269,2020
Columbia,GA,95.8,143,2020
Cook,GA,93.4,74,2020
Coweta,GA,94.7,108,2020
Crawford,GA,116.5,480,2020
Crisp,GA,93.3,70,2020
Dade,GA,96.6,173,2020
Dawson,GA,102.2,381,2020
Decatur,GA,92.7,57,2020
DeKalb,GA,89.5,23,2020
Dodge,GA,109.3,456,2020
Dooly,GA,119.7,487,2020
Dougherty,GA,85.5,7,2020
Douglas,GA,90.8,34,2020
Early,GA,83.5,3,2020
Echols,GA,81.8,2,2020
Effingham,GA,98.2,248,2020
Elbert,GA,91.8,44,2020
Emanuel,GA,97.9,233,2020
Evans,GA,100.7,341,2020
Fannin,GA,95.0,118,2020
Fayette,GA,93.8,84,2020
Floyd,GA,93.4,74,2020
Forsyth,GA,98.6,265,2020
Franklin,GA,96.3,159,2020
Fulton,GA,93.8,84,2020
Gilmer,GA,99.8,314,2020
Glascock,GA,93.4,74,2020
Glynn,GA,89.0,19,2020
Gordon,GA,96.2,155,2020
Grady,GA,96.0,149,2020
Greene,GA,97.7,223,2020
Gwinnett,GA,95.3,126,2020
Habersham,GA,89.1,21,2020
Hall,GA,98.9,277,2020
Hancock,GA,137.0,501,2020
Haralson,GA,96.6,173,2020
Harris,GA,99.3,292,2020
Hart,GA,98.1,244,2020
Heard,GA,97.4,209,2020
Henry,GA,91.0,36,2020
Houston,GA,93.1,65,2020
Irwin,GA,116.9,481,2020
Jackson,GA,98.2,248,2020
Jasper,GA,95.4,129,2020
Jeff Davis,GA,94.8,112,2020
Jefferson,GA,93.0,64,2020
Jenkins,GA,92.4,52,2020
Johnson,GA,129.8,498,2020
Jones,GA,92.6,55,2020
Lamar,GA,97.4,209,2020
Lanier,GA,87.4,12,2020
Laurens,GA,89.5,23,2020
Lee,GA,100.8,343,2020
Liberty,GA,101.9,374,2020
Lincoln,GA,92.1,48,2020
Long,GA,101.5,363,2020
Lowndes,GA,94.3,97,2020
Lumpkin,GA,94.0,89,2020
McDuffie,GA,85.8,8,2020
McIntosh,GA,100.6,337,2020
Macon,GA,112.8,470,2020
Madison,GA,95.3,126,2020
Marion,GA,90.8,34,2020
Meriwether,GA,93.5,76,2020
Miller,GA,93.3,70,2020
Mitchell,GA,106.9,440,2020
Monroe,GA,102.0,376,2020
Montgomery,GA,100.9,346,2020
Morgan,GA,96.8,181,2020
Murray,GA,96.7,177,2020
Muscogee,GA,95.1,121,2020
Newton,GA,89.6,24,2020
Oconee,GA,97.6,219,2020
Oglethorpe,GA,103.4,401,2020
Paulding,GA,95.0,118,2020
Peach,GA,94.1,92,2020
Pickens,GA,98.0,239,2020
Pierce,GA,100.2,326,2020
Pike,GA,95.9,146,2020
Polk,GA,95.8,143,2020
Pulaski,GA,76.0,0,2020
Putnam,GA,96.5,167,2020
Quitman,GA,103.2,397,2020
Rabun,GA,95.0,118,2020
Randolph,GA,93.7,81,2020
Richmond,GA,93.8,84,2020
Rockdale,GA,89.2,21,2020
Schley,GA,96.3,159,2020
Screven,GA,92.3,51,2020
Seminole,GA,88.3,16,2020
Spalding,GA,92.6,55,2020
Stephens,GA,88.0,15,2020
Stewart,GA,212.5,511,2020
Sumter,GA,90.3,30,2020
Talbot,GA,92.8,60,2020
Taliaferro,GA,91.4,41,2020
Tattnall,GA,142.8,503,2020
Taylor,GA,86.2,9,2020
Telfair,GA,143.6,504,2020
Terrell,GA,98.5,262,2020
Thomas,GA,91.4,41,2020
Tift,GA,94.5,103,2020
Toombs,GA,86.5,9,2020
Towns,GA,88.0,15,2020
Treutlen,GA,116.6,480,2020
Troup,GA,91.4,41,2020
Turner,GA,88.1,15,2020
Twiggs,GA,98.4,257,2020
Union,GA,93.2,68,2020
Upson,GA,91.2,39,2020
Walker,GA,97.0,189,2020
Walton,GA,94.3,97,2020
Ware,GA,102.5,386,2020
Warren,GA,88.6,18,2020
Washington,GA,103.7,405,2020
Wayne,GA,101.6,367,2020
Webster,GA,96.1,153,2020
Wheeler,GA,184.8,510,2020
White,GA,94.4,100,2020
Whitfield,GA,98.7,269,2020
Wilcox,GA,151.0,506,2020
Wilkes,GA,97.2,199,2020
Wilkinson,GA,89.1,21,2020
Worth,GA,92.1,48,2020
Hawaii,HI,98.5,262,2020
Honolulu,HI,101.5,363,2020
Kalawao,HI,139.6,503,2020
Kauai,HI,98.1,244,2020
Maui,HI,99.0,281,2020
Ada,ID,100.3,329,2020
Adams,ID,108.0,448,2020
Bannock,ID,99.9,316,2020
Bear Lake,ID,100.9,346,2020
Benewah,ID,102.1,379,2020
Bingham,ID,100.2,326,2020
Blaine,ID,103.7,405,2020
Boise,ID,101.9,374,2020
Bonner,ID,98.9,277,2020
Bonneville,ID,100.3,329,2020
Boundary,ID,100.9,346,2020
Butte,ID,117.1,482,2020
Camas,ID,86.6,10,2020
Canyon,ID,98.6,265,2020
Caribou,ID,108.8,453,2020
Cassia,ID,104.4,415,2020
Clark,ID,124.1,494,2020
Clearwater,ID,123.9,494,2020
Custer,ID,102.0,376,2020
Elmore,ID,110.3,461,2020
Franklin,ID,106.1,434,2020
Fremont,ID,108.3,450,2020
Gem,ID,97.4,209,2020
Gooding,ID,105.5,428,2020
Idaho,ID,111.3,464,2020
Jefferson,ID,103.0,394,2020
Jerome,ID,102.1,379,2020
Kootenai,ID,98.1,244,2020
Latah,ID,104.5,416,2020
Lemhi,ID,106.2,435,2020
Lewis,ID,96.8,181,2020
Lincoln,ID,112.1,468,2020
Madison,ID,103.4,401,2020
Minidoka,ID,100.3,329,2020
Nez Perce,ID,98.0,239,2020
Oneida,ID,101.1,352,2020
Owyhee,ID,110.7,462,2020
Payette,ID,98.7,269,2020
Power,ID,101.0,349,2020
Shoshone,ID,97.8,227,2020
Teton,ID,105.3,427,2020
Twin Falls,ID,96.9,185,2020
Valley,ID,100.0,320,2020
Washington,ID,98.0,239,2020
Adams,IL,96.4,163,2020
Alexander,IL,91.8,44,2020
Bond,IL,111.0,463,2020
Boone,IL,99.0,281,2020
Brown,IL,172.8,509,2020
Bureau,IL,96.6,173,2020
Calhoun,IL,102.6,388,2020
Carroll,IL,100.8,343,2020
Cass,IL,97.6,219,2020
Champaign,IL,99.7,309,2020
Christian,IL,103.1,395,2020
Clark,IL,99.6,305,2020
Clay,IL,98.7,269,2020
Clinton,IL,108.3,450,2020
Coles,IL,94.0,89,2020
Cook,IL,94.4,100,2020
Crawford,IL,115.2,477,2020
Cumberland,IL,102.6,388,2020
DeKalb,IL,98.1,244,2020
De Witt,IL,97.7,223,2020
Douglas,IL,98.8,272,2020
DuPage,IL,96.6,173,2020
Edgar,IL,97.7,223,2020
Edwards,IL,96.6,173,2020
Effingham,IL,99.2,288,2020
Fayette,IL,112.1,468,2020
Ford,IL,97.3,203,2020
Franklin,IL,97.3,203,2020
Fulton,IL,107.4,444,2020
Gallatin,IL,95.1,121,2020
Greene,IL,101.9,374,2020
Grundy,IL,100.0,320,2020
Hamilton,IL,96.3,159,2020
Hancock,IL,98.9,277,2020
Hardin,IL,108.5,452,2020
Henderson,IL,97.9,233,2020
Henry,IL,98.2,248,2020
Iroquois,IL,94.9,115,2020
Jackson,IL,97.5,215,2020
Jasper,IL,100.9,346,2020
Jefferson,IL,105.8,431,2020
Jersey,IL,95.9,146,2020
Jo Daviess,IL,101.0,349,2020
Johnson,IL,122.2,492,2020
Kane,IL,99.2,288,2020
Kankakee,IL,97.3,203,2020
Kendall,IL,97.5,215,2020
Knox,IL,103.4,401,2020
Lake,IL,99.8,314,2020
LaSalle,IL,101.4,361,2020
Lawrence,IL,127.1,496,2020
Lee,IL,113.2,471,2020
Livingston,IL,104.5,416,2020
Logan,IL,97.5,215,2020
McDonough,IL,93.8,84,2020
McHenry,IL,99.0,281,2020
McLean,IL,94.6,106,2020
Macon,IL,91.4,41,2020
Macoupin,IL,98.3,252,2020
Madison,IL,95.0,118,2020
Marion,IL,95.5,132,2020
Marshall,IL,98.5,262,2020
Mason,IL,97.7,223,2020
Massac,IL,89.0,19,2020
Menard,IL,95.5,132,2020
Mercer,IL,100.7,341,2020
Monroe,IL,97.1,194,2020
Montgomery,IL,111.3,464,2020
Morgan,IL,101.1,352,2020
Moultrie,IL,95.5,132,2020
Ogle,IL,98.3,252,2020
Peoria,IL,94.1,92,2020
Perry,IL,122.0,491,2020
Piatt,IL,97.8,227,2020
Pike,IL,98.0,239,2020
Pope,IL,107.2,442,2020
Pulaski,IL,95.0,118,2020
Putnam,IL,104.0,410,2020
Randolph,IL,128.3,497,2020
Richland,IL,96.5,167,2020
Rock Island,IL,97.2,199,2020
St. Clair,IL,93.4,74,2020
Saline,IL,95.7,140,2020
Sangamon,IL,92.1,48,2020
Schuyler,IL,120.3,488,2020
Scott,IL,95.4,129,2020
Shelby,IL,96.3,159,2020
Stark,IL,96.8,181,2020
Stephenson,IL,93.6,79,2020
Tazewell,IL,96.8,181,2020
Union,IL,102.0,376,2020
Vermilion,IL,99.2,288,2020
Wabash,IL,97.1,194,2020
Warren,IL,94.3,97,2020
Washington,IL,98.5,262,2020
Wayne,IL,97.7,223,2020
White,IL,96.2,155,2020
Whiteside,IL,100.0,320,2020
Will,IL,98.4,257,2020
Williamson,IL,99.3,292,2020
Winnebago,IL,95.4,129,2020
Woodford,IL,99.6,305,2020
Adams,IN,99.7,309,2020
Allen,IN,95.7,140,2020
Bartholomew,IN,100.5,334,2020
Benton,IN,99.3,292,2020
Blackford,IN,96.1,153,2020
Boone,IN,98.2,248,2020
Brown,IN,97.8,227,2020
Carroll,IN,101.6,367,2020
Cass,IN,99.1,284,2020
Clark,IN,94.6,106,2020
Clay,IN,96.3,159,2020
Clinton,IN,98.7,269,2020
Crawford,IN,103.9,409,2020
Daviess,IN,101.4,361,2020
Dearborn,IN,98.7,269,2020
Decatur,IN,99.3,292,2020
DeKalb,IN,99.7,309,2020
Delaware,IN,93.3,70,2020
Dubois,IN,99.0,281,2020
Elkhart,IN,97.8,227,2020
Fayette,IN,95.9,146,2020
Floyd,IN,93.8,84,2020
Fountain,IN,100.0,320,2020
Franklin,IN,98.3,252,2020
Fulton,IN,97.8,227,2020
Gibson,IN,101.5,363,2020
Grant,IN,91.0,36,2020
Greene,IN,99.6,305,2020
Hamilton,IN,95.6,136,2020
Hancock,IN,98.9,277,2020
Harrison,IN,99.2,288,2020
Hendricks,IN,99.9,316,2020
Henry,IN,110.6,461,2020
Howard,IN,93.2,68,2020
Huntington,IN,97.8,227,2020
Jackson,IN,98.2,248,2020
Jasper,IN,100.2,326,2020
Jay,IN,100.6,337,2020
Jefferson,IN,91.3,39,2020
Jennings,IN,102.4,384,2020
Johnson,IN,96.8,181,2020
Knox,IN,102.4,384,2020
Kosciusko,IN,99.7,309,2020
LaGrange,IN,102.4,384,2020
Lake,IN,93.8,84,2020
LaPorte,IN,106.2,435,2020
Lawrence,IN,96.6,173,2020
Madison,IN,100.0,320,2020
Marion,IN,92.9,62,2020
Marshall,IN,99.9,316,2020
Martin,IN,102.7,390,2020
Miami,IN,111.3,464,2020
Monroe,IN,98.8,272,2020
Montgomery,IN,102.2,381,2020
Morgan,IN,98.3,252,2020
Newton,IN,101.6,367,2020
Noble,IN,101.1,352,2020
Ohio,IN,98.9,277,2020
Orange,IN,100.8,343,2020
Owen,IN,106.3,436,2020
Parke,IN,89.4,22,2020
Perry,IN,114.2,473,2020
Pike,IN,97.5,215,2020
Porter,IN,97.7,223,2020
Posey,IN,99.2,288,2020
Pulaski,IN,100.6,337,2020
Putnam,IN,110.5,461,2020
Randolph,IN,96.6,173,2020
Ripley,IN,97.5,215,2020
Rush,IN,97.1,194,2020
St. Joseph,IN,94.9,115,2020
Scott,IN,97.0,189,2020
Shelby,IN,97.1,194,2020
Spencer,IN,101.4,361,2020
Starke,IN,99.2,288,2020
Steuben,IN,104.4,415,2020
Sullivan,IN,112.7,469,2020
Switzerland,IN,106.7,439,2020
Tippecanoe,IN,104.5,416,2020
Tipton,IN,97.0,189,2020
Union,IN,96.4,163,2020
Vanderburgh,IN,94.3,97,2020
Vermillion,IN,99.8,314,2020
Vigo,IN,103.1,395,2020
Wabash,IN,95.8,143,2020
Warren,IN,100.7,341,2020
Warrick,IN,95.4,129,2020
Washington,IN,97.5,215,2020
Wayne,IN,94.4,100,2020
Wells,IN,96.1,153,2020
White,IN,100.2,326,2020
Whitley,IN,98.8,272,2020
Adair,IA,99.2,288,2020
Adams,IA,97.2,199,2020
Allamakee,IA,101.7,369,2020
Appanoose,IA,95.6,136,2020
Audubon,IA,98.6,265,2020
Benton,IA,99.7,309,2020
Black Hawk,IA,96.4,163,2020
Boone,IA,100.3,329,2020
Bremer,IA,98.3,252,2020
Buchanan,IA,98.2,248,2020
Buena Vista,IA,98.6,265,2020
Butler,IA,99.3,292,2020
Calhoun,IA,107.3,444,2020
Carroll,IA,99.2,288,2020
Cass,IA,98.5,262,2020
Cedar,IA,96.9,185,2020
Cerro Gordo,IA,95.2,123,2020
Cherokee,IA,101.2,354,2020
Chickasaw,IA,102.9,392,2020
Clarke,IA,101.0,349,2020
Clay,IA,96.6,173,2020
Clayton,IA,102.1,379,2020
Clinton,IA,95.7,140,2020
Crawford,IA,99.7,309,2020
