county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Calhoun,AR,50441,213,2020
Carroll,AR,48249,175,2020
Chicot,AR,33523,28,2020
Clark,AR,39500,64,2020
Clay,AR,37933,52,2020
Cleburne,AR,45563,136,2020
Cleveland,AR,46349,147,2020
Columbia,AR,37609,50,2020
Conway,AR,44456,122,2020
Craighead,AR,49730,200,2020
Crawford,AR,48980,187,2020
Crittenden,AR,42384,96,2020
Cross,AR,44379,120,2020
Dallas,AR,35134,35,2020
Desha,AR,31855,22,2020
Drew,AR,42924,103,2020
Faulkner,AR,54191,284,2020
Franklin,AR,37561,49,2020
Fulton,AR,35274,36,2020
Garland,AR,48150,173,2020
Grant,AR,59051,355,2020
Greene,AR,50083,206,2020
Hempstead,AR,45484,135,2020
Hot Spring,AR,46390,148,2020
Howard,AR,38038,53,2020
Independence,AR,48972,187,2020
Izard,AR,42818,101,2020
Jackson,AR,37885,51,2020
Jefferson,AR,40402,72,2020
Johnson,AR,39346,63,2020
Lafayette,AR,33763,29,2020
Lawrence,AR,40587,74,2020
Lee,AR,27902,14,2020
Lincoln,AR,46554,150,2020
Little River,AR,48966,186,2020
Logan,AR,44232,118,2020
Lonoke,AR,59278,359,2020
Madison,AR,41446,82,2020
Marion,AR,38426,56,2020
Miller,AR,45391,135,2020
Mississippi,AR,42986,103,2020
Monroe,AR,38438,57,2020
Montgomery,AR,41165,80,2020
Nevada,AR,39946,67,2020
Newton,AR,39542,64,2020
Ouachita,AR,38279,55,2020
Perry,AR,44926,127,2020
Phillips,AR,33724,29,2020
Pike,AR,42983,103,2020
Poinsett,AR,40700,75,2020
Polk,AR,39084,60,2020
Pope,AR,46004,142,2020
Prairie,AR,42754,100,2020
Pulaski,AR,52930,264,2020
Randolph,AR,42844,101,2020
St. Francis,AR,36053,40,2020
Saline,AR,66876,433,2020
Scott,AR,42635,98,2020
Searcy,AR,35077,35,2020
Sebastian,AR,47878,169,2020
Sevier,AR,47872,169,2020
Sharp,AR,35573,38,2020
Stone,AR,36067,40,2020
Union,AR,45293,132,2020
Van Buren,AR,40442,73,2020
Washington,AR,52380,256,2020
White,AR,44000,115,2020
Woodruff,AR,40331,71,2020
Yell,AR,47981,171,2020
Alameda,CA,104888,507,2020
Alpine,CA,85750,492,2020
Amador,CA,65187,422,2020
Butte,CA,54972,298,2020
Calaveras,CA,67054,434,2020
Colusa,CA,59427,361,2020
Contra Costa,CA,103997,506,2020
Del Norte,CA,49981,203,2020
El Dorado,CA,83710,488,2020
Fresno,CA,57109,329,2020
Glenn,CA,51682,238,2020
Humboldt,CA,49235,191,2020
Imperial,CA,46222,145,2020
Inyo,CA,59296,359,2020
Kern,CA,54851,295,2020
Kings,CA,61556,387,2020
Lake,CA,49254,191,2020
Lassen,CA,56971,327,2020
Los Angeles,CA,71358,457,2020
Madera,CA,61924,392,2020
Marin,CA,121671,510,2020
Mariposa,CA,50960,221,2020
Mendocino,CA,52915,264,2020
Merced,CA,56330,318,2020
Modoc,CA,51250,228,2020
Mono,CA,64924,419,2020
Monterey,CA,76943,475,2020
Napa,CA,92219,499,2020
Nevada,CA,68333,443,2020
Orange,CA,94441,501,2020
Placer,CA,93677,500,2020
Plumas,CA,57233,332,2020
Riverside,CA,70732,455,2020
Sacramento,CA,70684,455,2020
San Benito,CA,85808,492,2020
San Bernardino,CA,65761,427,2020
San Diego,CA,82426,485,2020
San Francisco,CA,119136,510,2020
San Joaquin,CA,68628,445,2020
San Luis Obispo,CA,77948,477,2020
San Mateo,CA,128091,511,2020
Santa Barbara,CA,78925,478,2020
Santa Clara,CA,130890,511,2020
Santa Cruz,CA,89986,497,2020
Shasta,CA,57139,330,2020
Sierra,CA,52103,248,2020
Siskiyou,CA,47403,163,2020
Solano,CA,84638,490,2020
Sonoma,CA,86173,492,2020
Stanislaus,CA,62873,401,2020
Sutter,CA,63502,406,2020
Tehama,CA,48895,184,2020
Trinity,CA,41780,86,2020
Tulare,CA,52534,258,2020
Tuolumne,CA,60509,376,2020
Ventura,CA,89295,496,2020
Yolo,CA,73746,467,2020
Yuba,CA,59424,361,2020
Adams,CO,73817,467,2020
Alamosa,CO,41121,79,2020
Arapahoe,CO,80291,481,2020
Archuleta,CO,55658,309,2020
Baca,CO,34655,32,2020
Bent,CO,38083,53,2020
Boulder,CO,87476,494,2020
Broomfield,CO,101206,505,2020
Chaffee,CO,55176,301,2020
Cheyenne,CO,67763,440,2020
Clear Creek,CO,71919,460,2020
Conejos,CO,33611,28,2020
Costilla,CO,34732,33,2020
Crowley,CO,40785,76,2020
Custer,CO,60361,374,2020
Delta,CO,47968,171,2020
Denver,CO,72661,463,2020
Dolores,CO,56786,324,2020
Douglas,CO,121393,510,2020
Eagle,CO,85877,492,2020
Elbert,CO,104231,506,2020
El Paso,CO,71517,458,2020
Fremont,CO,52364,255,2020
Garfield,CO,75435,471,2020
Gilpin,CO,90547,497,2020
Grand,CO,71769,459,2020
Gunnison,CO,60557,377,2020
Hinsdale,CO,39038,60,2020
Huerfano,CO,40255,70,2020
Jackson,CO,46157,144,2020
Jefferson,CO,87793,494,2020
Kiowa,CO,39503,64,2020
Kit Carson,CO,50411,212,2020
Lake,CO,65858,428,2020
La Plata,CO,69291,448,2020
Larimer,CO,76366,474,2020
Las Animas,CO,44159,117,2020
Lincoln,CO,47042,158,2020
Logan,CO,49560,197,2020
Mesa,CO,57157,330,2020
Mineral,CO,53571,274,2020
Moffat,CO,54583,292,2020
Montezuma,CO,50717,217,2020
Montrose,CO,54611,292,2020
Morgan,CO,58468,348,2020
Otero,CO,43075,104,2020
Ouray,CO,68893,447,2020
Park,CO,76611,475,2020
Phillips,CO,50426,213,2020
Pitkin,CO,82455,485,2020
Prowers,CO,42648,99,2020
Pueblo,CO,49979,203,2020
Rio Blanco,CO,54247,286,2020
Rio Grande,CO,43570,109,2020
Routt,CO,76198,473,2020
Saguache,CO,45231,132,2020
San Juan,CO,56875,325,2020
San Miguel,CO,66898,433,2020
Sedgwick,CO,43875,113,2020
Summit,CO,80709,482,2020
Teller,CO,61463,386,2020
Washington,CO,51181,226,2020
Weld,CO,74332,468,2020
Yuma,CO,54393,288,2020
Fairfield,CT,97539,503,2020
Hartford,CT,76259,474,2020
Litchfield,CT,81590,483,2020
Middlesex,CT,84907,491,2020
New Haven,CT,71370,457,2020
New London,CT,75831,472,2020
Tolland,CT,87809,495,2020
Windham,CT,67365,436,2020
Kent,DE,60117,372,2020
New Castle,DE,75275,471,2020
Sussex,DE,64905,419,2020
District of,,90842,498,2020
Alachua,FL,50089,206,2020
Baker,FL,62299,396,2020
Bay,FL,56483,320,2020
Bradford,FL,43580,110,2020
Brevard,FL,59359,360,2020
Broward,FL,60922,380,2020
Calhoun,FL,38037,53,2020
Charlotte,FL,52724,260,2020
Citrus,FL,45689,137,2020
Clay,FL,68657,445,2020
Collier,FL,70217,452,2020
Columbia,FL,44818,125,2020
DeSoto,FL,36360,41,2020
Dixie,FL,41674,85,2020
Duval,FL,56769,323,2020
Escambia,FL,53023,266,2020
Flagler,FL,57536,337,2020
Franklin,FL,48814,183,2020
Gadsden,FL,41135,80,2020
Gilchrist,FL,47381,162,2020
Glades,FL,39709,65,2020
Gulf,FL,50640,215,2020
Hamilton,FL,38300,55,2020
Hardee,FL,40165,70,2020
Hendry,FL,36978,46,2020
Hernando,FL,50280,210,2020
Highlands,FL,43708,111,2020
Hillsborough,FL,60566,377,2020
Holmes,FL,39215,61,2020
Indian River,FL,57945,343,2020
Jackson,FL,40754,75,2020
Jefferson,FL,49081,189,2020
Lafayette,FL,51734,239,2020
Lake,FL,55792,311,2020
Lee,FL,59608,365,2020
Leon,FL,54675,293,2020
Levy,FL,38951,59,2020
Liberty,FL,39121,61,2020
Madison,FL,35240,35,2020
Manatee,FL,59963,369,2020
Marion,FL,46587,151,2020
Martin,FL,65821,427,2020
Miami-Dade,FL,53975,282,2020
Monroe,FL,72012,460,2020
Nassau,FL,72998,465,2020
Okaloosa,FL,64373,413,2020
Okeechobee,FL,46097,143,2020
Orange,FL,61416,385,2020
Osceola,FL,55538,307,2020
Palm Beach,FL,65015,420,2020
Pasco,FL,53431,272,2020
Pinellas,FL,56419,319,2020
Polk,FL,51535,234,2020
Putnam,FL,40068,69,2020
St. Johns,FL,83803,488,2020
St. Lucie,FL,55237,302,2020
Santa Rosa,FL,70663,454,2020
Sarasota,FL,64644,416,2020
Seminole,FL,70297,453,2020
Sumter,FL,59618,365,2020
Suwannee,FL,46280,146,2020
Taylor,FL,38295,55,2020
Union,FL,55139,301,2020
Volusia,FL,52407,257,2020
Wakulla,FL,67480,438,2020
Walton,FL,67390,437,2020
Washington,FL,37260,48,2020
Appling,GA,37924,52,2020
Atkinson,GA,35703,38,2020
Bacon,GA,36692,43,2020
Baker,GA,34034,31,2020
Baldwin,GA,46250,145,2020
Banks,GA,50912,220,2020
Barrow,GA,62990,402,2020
Bartow,GA,61226,383,2020
Ben Hill,GA,32077,23,2020
Berrien,GA,42089,91,2020
Bibb,GA,41317,82,2020
Bleckley,GA,46992,157,2020
Brantley,GA,34679,32,2020
Brooks,GA,37516,49,2020
Bryan,GA,76121,473,2020
Bulloch,GA,48786,183,2020
Burke,GA,45699,138,2020
Butts,GA,48282,176,2020
Calhoun,GA,41962,89,2020
Camden,GA,60594,378,2020
Candler,GA,36955,45,2020
Carroll,GA,59197,357,2020
Catoosa,GA,58932,353,2020
Charlton,GA,42743,100,2020
Chatham,GA,57739,339,2020
Chattahoochee,GA,45700,138,2020
Chattooga,GA,37351,48,2020
Cherokee,GA,84817,490,2020
Clarke,GA,40363,72,2020
Clay,GA,32434,24,2020
Clayton,GA,49460,195,2020
Clinch,GA,38844,58,2020
Cobb,GA,80830,482,2020
Coffee,GA,42526,97,2020
Colquitt,GA,36799,44,2020
Columbia,GA,82251,485,2020
Cook,GA,40943,77,2020
Coweta,GA,79795,480,2020
Crawford,GA,47917,169,2020
Crisp,GA,38272,55,2020
Dade,GA,40384,72,2020
Dawson,GA,72260,461,2020
Decatur,GA,40567,73,2020
DeKalb,GA,65116,421,2020
Dodge,GA,42211,93,2020
Dooly,GA,48039,172,2020
Dougherty,GA,40947,78,2020
Douglas,GA,67651,439,2020
Early,GA,34811,33,2020
Echols,GA,44454,121,2020
Effingham,GA,67050,434,2020
Elbert,GA,39323,62,2020
Emanuel,GA,38423,56,2020
Evans,GA,46392,148,2020
Fannin,GA,46028,142,2020
Fayette,GA,93777,500,2020
Floyd,GA,50657,216,2020
Forsyth,GA,112834,509,2020
Franklin,GA,47821,168,2020
Fulton,GA,72741,464,2020
Gilmer,GA,57376,335,2020
Glascock,GA,46500,149,2020
Glynn,GA,56952,326,2020
Gordon,GA,48662,182,2020
Grady,GA,48047,172,2020
Greene,GA,57880,342,2020
Gwinnett,GA,72787,464,2020
Habersham,GA,54147,284,2020
Hall,GA,63651,408,2020
Hancock,GA,32914,26,2020
Haralson,GA,52021,246,2020
Harris,GA,79860,480,2020
Hart,GA,45874,141,2020
Heard,GA,50583,215,2020
Henry,GA,71110,456,2020
Houston,GA,65870,428,2020
Irwin,GA,41484,83,2020
Jackson,GA,68307,443,2020
Jasper,GA,52409,257,2020
Jeff Davis,GA,36987,46,2020
Jefferson,GA,37009,46,2020
Jenkins,GA,25712,12,2020
Johnson,GA,42421,96,2020
Jones,GA,63046,403,2020
Lamar,GA,50088,206,2020
Lanier,GA,32158,23,2020
Laurens,GA,39476,63,2020
Lee,GA,68338,444,2020
Liberty,GA,50411,212,2020
Lincoln,GA,42036,90,2020
Long,GA,52099,248,2020
Lowndes,GA,46113,144,2020
Lumpkin,GA,52872,263,2020
McDuffie,GA,47327,162,2020
McIntosh,GA,56262,317,2020
Macon,GA,31910,22,2020
Madison,GA,51142,225,2020
Marion,GA,52450,257,2020
Meriwether,GA,40769,75,2020
Miller,GA,49771,200,2020
Mitchell,GA,39404,63,2020
Monroe,GA,60491,375,2020
Montgomery,GA,45230,132,2020
Morgan,GA,68669,445,2020
Murray,GA,51133,224,2020
Muscogee,GA,47418,163,2020
Newton,GA,59178,356,2020
Oconee,GA,95064,501,2020
Oglethorpe,GA,52816,262,2020
Paulding,GA,74154,468,2020
Peach,GA,50267,210,2020
Pickens,GA,68365,444,2020
Pierce,GA,48969,186,2020
Pike,GA,68138,442,2020
Polk,GA,46846,154,2020
Pulaski,GA,42213,93,2020
Putnam,GA,52910,264,2020
Quitman,GA,34394,31,2020
Rabun,GA,44871,126,2020
Randolph,GA,29400,16,2020
Richmond,GA,43882,114,2020
Rockdale,GA,62505,398,2020
Schley,GA,49105,189,2020
Screven,GA,39852,67,2020
Seminole,GA,35286,36,2020
Spalding,GA,48970,187,2020
Stephens,GA,46766,153,2020
Stewart,GA,34028,30,2020
Sumter,GA,37174,47,2020
Talbot,GA,40020,68,2020
Taliaferro,GA,37717,50,2020
Tattnall,GA,44053,116,2020
Taylor,GA,28550,15,2020
Telfair,GA,32764,25,2020
Terrell,GA,35335,36,2020
Thomas,GA,47133,159,2020
Tift,GA,44827,125,2020
Toombs,GA,41244,81,2020
Towns,GA,51257,228,2020
Treutlen,GA,32072,23,2020
Troup,GA,46796,154,2020
Turner,GA,34514,32,2020
Twiggs,GA,43477,108,2020
Union,GA,49703,199,2020
Upson,GA,39221,62,2020
Walker,GA,46601,151,2020
Walton,GA,65491,425,2020
Ware,GA,37041,46,2020
Warren,GA,38250,54,2020
Washington,GA,36402,42,2020
Wayne,GA,45773,139,2020
Webster,GA,31629,22,2020
Wheeler,GA,28864,15,2020
White,GA,55788,311,2020
Whitfield,GA,50055,205,2020
Wilcox,GA,39216,61,2020
Wilkes,GA,36486,42,2020
Wilkinson,GA,36896,45,2020
Worth,GA,50913,220,2020
Hawaii,HI,65401,424,2020
Honolulu,HI,87722,494,2020
Kalawao,HI,76465,475,2020
Kauai,HI,82818,486,2020
Maui,HI,84363,489,2020
Ada,ID,69952,451,2020
Adams,ID,50309,211,2020
Bannock,ID,51977,245,2020
Bear Lake,ID,52829,262,2020
Benewah,ID,47983,171,2020
Bingham,ID,58260,345,2020
Blaine,ID,64627,416,2020
Boise,ID,51760,240,2020
Bonner,ID,51594,235,2020
Bonneville,ID,61435,386,2020
Boundary,ID,45319,133,2020
Butte,ID,37404,49,2020
Camas,ID,36908,45,2020
Canyon,ID,56916,326,2020
Caribou,ID,58099,343,2020
Cassia,ID,52256,252,2020
Clark,ID,36429,42,2020
Clearwater,ID,42413,96,2020
Custer,ID,44757,125,2020
Elmore,ID,45656,137,2020
Franklin,ID,59934,369,2020
Fremont,ID,56825,325,2020
Gem,ID,53720,276,2020
Gooding,ID,50057,205,2020
Idaho,ID,44951,128,2020
Jefferson,ID,65577,426,2020
Jerome,ID,55521,307,2020
Kootenai,ID,60903,380,2020
Latah,ID,51312,229,2020
Lemhi,ID,38819,58,2020
Lewis,ID,42370,95,2020
Lincoln,ID,52363,255,2020
Madison,ID,44419,121,2020
Minidoka,ID,53011,266,2020
Nez Perce,ID,57099,328,2020
Oneida,ID,54484,290,2020
Owyhee,ID,48601,181,2020
Payette,ID,52788,261,2020
Power,ID,51014,222,2020
Shoshone,ID,40483,73,2020
Teton,ID,73274,465,2020
Twin Falls,ID,53363,271,2020
Valley,ID,63115,404,2020
Washington,ID,42126,92,2020
Adams,IL,55052,300,2020
Alexander,IL,34709,33,2020
Bond,IL,53568,274,2020
Boone,IL,70396,453,2020
Brown,IL,60694,379,2020
Bureau,IL,55549,307,2020
Calhoun,IL,66602,432,2020
Carroll,IL,52813,261,2020
Cass,IL,53899,280,2020
Champaign,IL,53936,281,2020
Christian,IL,52120,248,2020
Clark,IL,59481,362,2020
Clay,IL,52167,250,2020
Clinton,IL,67179,435,2020
Coles,IL,46411,148,2020
Cook,IL,67886,440,2020
Crawford,IL,50968,221,2020
Cumberland,IL,59271,359,2020
DeKalb,IL,62353,397,2020
De Witt,IL,57727,339,2020
Douglas,IL,59620,365,2020
DuPage,IL,94930,501,2020
Edgar,IL,48543,180,2020
Edwards,IL,53801,278,2020
Effingham,IL,59932,369,2020
Fayette,IL,45634,137,2020
Ford,IL,50582,214,2020
Franklin,IL,43671,110,2020
Fulton,IL,52243,252,2020
Gallatin,IL,43092,104,2020
Greene,IL,51746,239,2020
Grundy,IL,75767,472,2020
Hamilton,IL,55977,313,2020
Hancock,IL,55818,311,2020
Hardin,IL,50847,219,2020
Henderson,IL,55759,310,2020
Henry,IL,60000,370,2020
Iroquois,IL,54445,289,2020
Jackson,IL,39689,65,2020
Jasper,IL,55911,312,2020
Jefferson,IL,51662,237,2020
Jersey,IL,67845,440,2020
Jo Daviess,IL,59223,358,2020
Johnson,IL,55363,304,2020
Kane,IL,83374,488,2020
Kankakee,IL,59370,360,2020
Kendall,IL,96854,502,2020
Knox,IL,44464,122,2020
Lake,IL,92654,499,2020
LaSalle,IL,60069,371,2020
Lawrence,IL,53087,267,2020
Lee,IL,59986,369,2020
Livingston,IL,58676,350,2020
Logan,IL,58122,344,2020
McDonough,IL,43591,110,2020
McHenry,IL,90014,497,2020
McLean,IL,68037,441,2020
Macon,IL,53725,276,2020
Macoupin,IL,56264,317,2020
Madison,IL,64045,411,2020
Marion,IL,49925,203,2020
Marshall,IL,57303,333,2020
Mason,IL,50883,220,2020
Massac,IL,51195,226,2020
Menard,IL,77550,477,2020
Mercer,IL,57182,331,2020
Monroe,IL,89648,497,2020
Montgomery,IL,54886,296,2020
Morgan,IL,53002,265,2020
Moultrie,IL,64033,411,2020
Ogle,IL,63643,407,2020
Peoria,IL,55729,310,2020
Perry,IL,51616,236,2020
Piatt,IL,73668,466,2020
Pike,IL,46605,151,2020
Pope,IL,43140,105,2020
Pulaski,IL,37308,48,2020
Putnam,IL,64694,417,2020
Randolph,IL,55319,303,2020
Richland,IL,55032,299,2020
Rock Island,IL,55980,313,2020
St. Clair,IL,57473,336,2020
Saline,IL,43928,114,2020
Sangamon,IL,61743,389,2020
Schuyler,IL,51376,230,2020
Scott,IL,59352,360,2020
Shelby,IL,59134,356,2020
Stark,IL,53828,279,2020
Stephenson,IL,50466,214,2020
Tazewell,IL,66220,430,2020
Union,IL,51655,236,2020
Vermilion,IL,46842,154,2020
Wabash,IL,48878,184,2020
Warren,IL,54291,287,2020
Washington,IL,64390,414,2020
Wayne,IL,50205,208,2020
White,IL,48303,176,2020
Whiteside,IL,57172,330,2020
Will,IL,90800,498,2020
Williamson,IL,52076,248,2020
Winnebago,IL,55310,303,2020
Woodford,IL,74777,469,2020
Adams,IN,52712,260,2020
Allen,IN,57104,329,2020
Bartholomew,IN,66978,434,2020
Benton,IN,52656,259,2020
Blackford,IN,44341,120,2020
Boone,IN,89444,496,2020
Brown,IN,66833,432,2020
Carroll,IN,56159,316,2020
Cass,IN,49020,188,2020
Clark,IN,57111,329,2020
Clay,IN,59398,360,2020
Clinton,IN,53750,277,2020
Crawford,IN,41761,86,2020
Daviess,IN,53800,278,2020
Dearborn,IN,70779,455,2020
Decatur,IN,60794,379,2020
DeKalb,IN,58415,347,2020
Delaware,IN,45910,141,2020
Dubois,IN,62846,401,2020
Elkhart,IN,58509,349,2020
Fayette,IN,47465,164,2020
Floyd,IN,67603,438,2020
Fountain,IN,52334,254,2020
Franklin,IN,68180,442,2020
Fulton,IN,50597,215,2020
Gibson,IN,56638,321,2020
Grant,IN,46900,155,2020
Greene,IN,51777,240,2020
Hamilton,IN,98880,503,2020
Hancock,IN,75647,471,2020
Harrison,IN,59169,356,2020
Hendricks,IN,84754,490,2020
Henry,IN,51104,224,2020
Howard,IN,56387,318,2020
Huntington,IN,54286,287,2020
Jackson,IN,55097,301,2020
Jasper,IN,61889,392,2020
Jay,IN,45864,140,2020
Jefferson,IN,51981,245,2020
Jennings,IN,61610,387,2020
Johnson,IN,72928,465,2020
Knox,IN,47394,162,2020
Kosciusko,IN,62789,400,2020
LaGrange,IN,69331,449,2020
Lake,IN,57530,337,2020
LaPorte,IN,57010,327,2020
Lawrence,IN,57740,339,2020
Madison,IN,51476,232,2020
Marion,IN,51219,227,2020
Marshall,IN,54207,285,2020
Martin,IN,55378,304,2020
Miami,IN,50616,215,2020
Monroe,IN,52229,252,2020
Montgomery,IN,56408,319,2020
Morgan,IN,67680,439,2020
Newton,IN,57866,341,2020
Noble,IN,58947,353,2020
Ohio,IN,63649,407,2020
Orange,IN,52164,250,2020
Owen,IN,52204,251,2020
Parke,IN,55853,312,2020
Perry,IN,51496,232,2020
Pike,IN,55022,299,2020
Porter,IN,72255,461,2020
Posey,IN,64983,419,2020
Pulaski,IN,49140,189,2020
Putnam,IN,61505,387,2020
Randolph,IN,53322,270,2020
Ripley,IN,60055,370,2020
Rush,IN,56814,324,2020
St. Joseph,IN,54433,289,2020
Scott,IN,45123,130,2020
Shelby,IN,59712,366,2020
Spencer,IN,56919,326,2020
Starke,IN,49705,199,2020
Steuben,IN,58905,352,2020
Sullivan,IN,49449,195,2020
Switzerland,IN,51270,229,2020
Tippecanoe,IN,51926,244,2020
Tipton,IN,68707,446,2020
Union,IN,55278,302,2020
Vanderburgh,IN,51179,226,2020
Vermillion,IN,54361,288,2020
Vigo,IN,47261,161,2020
Wabash,IN,56573,321,2020
Warren,IN,65614,426,2020
Warrick,IN,79079,479,2020
Washington,IN,50459,213,2020
Wayne,IN,47756,168,2020
Wells,IN,57565,338,2020
White,IN,53865,279,2020
Whitley,IN,64992,420,2020
Adair,IA,55700,309,2020
Adams,IA,52287,253,2020
Allamakee,IA,55523,307,2020
Appanoose,IA,39693,65,2020
Audubon,IA,49245,191,2020
Benton,IA,66046,429,2020
Black Hawk,IA,54774,295,2020
Boone,IA,67442,437,2020
Bremer,IA,72209,461,2020
Buchanan,IA,67252,435,2020
Buena Vista,IA,54014,282,2020
Butler,IA,56473,320,2020
Calhoun,IA,55285,303,2020
Carroll,IA,59198,357,2020
Cass,IA,52005,245,2020
Cedar,IA,69259,448,2020
Cerro Gordo,IA,56082,315,2020
Cherokee,IA,56302,318,2020
Chickasaw,IA,61239,384,2020
Clarke,IA,55078,300,2020
Clay,IA,51259,228,2020
Clayton,IA,56456,320,2020
Clinton,IA,52221,251,2020
Crawford,IA,54849,295,2020
Dallas,IA,88368,495,2020
Davis,IA,67627,439,2020
Decatur,IA,48154,173,2020
Delaware,IA,63877,409,2020
Des Moines,IA,51784,241,2020
Dickinson,IA,60975,381,2020
Dubuque,IA,64493,415,2020
Emmet,IA,56708,323,2020
Fayette,IA,49834,202,2020
Floyd,IA,51768,240,2020
Franklin,IA,55630,309,2020
Fremont,IA,59688,366,2020
Greene,IA,51098,223,2020
Grundy,IA,71760,459,2020
Guthrie,IA,62644,399,2020
Hamilton,IA,60248,373,2020
Hancock,IA,61957,393,2020
Hardin,IA,54930,297,2020
Harrison,IA,64154,412,2020
Henry,IA,54490,290,2020
Howard,IA,56709,323,2020
Humboldt,IA,55707,309,2020
Ida,IA,54219,285,2020
Iowa,IA,62660,399,2020
Jackson,IA,59042,355,2020
Jasper,IA,59481,362,2020
Jefferson,IA,47401,162,2020
Johnson,IA,63062,403,2020
Jones,IA,57134,330,2020
Keokuk,IA,52012,246,2020
Kossuth,IA,56156,316,2020
Lee,IA,52072,247,2020
Linn,IA,67301,436,2020
Louisa,IA,63034,403,2020
Lucas,IA,53967,282,2020
Lyon,IA,65959,428,2020
Madison,IA,71811,459,2020
Mahaska,IA,56417,319,2020
Marion,IA,64136,411,2020
Marshall,IA,58735,350,2020
Mills,IA,75137,470,2020
Mitchell,IA,60260,373,2020
Monona,IA,51866,242,2020
Monroe,IA,59489,362,2020
Montgomery,IA,55761,310,2020
Muscatine,IA,60435,375,2020
O'Brien,IA,57200,331,2020
Osceola,IA,61167,382,2020
Page,IA,51196,226,2020
Palo Alto,IA,56437,319,2020
