county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Plymouth,IA,71147,456,2020
Pocahontas,IA,53573,274,2020
Polk,IA,69747,450,2020
Pottawattamie,IA,59901,368,2020
Poweshiek,IA,53925,281,2020
Ringgold,IA,55970,313,2020
Sac,IA,57446,336,2020
Scott,IA,63876,409,2020
Shelby,IA,60139,372,2020
Sioux,IA,73260,465,2020
Story,IA,58302,346,2020
Tama,IA,54749,294,2020
Taylor,IA,57768,340,2020
Union,IA,50375,212,2020
Van Buren,IA,49898,202,2020
Wapello,IA,46433,148,2020
Warren,IA,80309,481,2020
Washington,IA,63532,407,2020
Wayne,IA,47543,165,2020
Webster,IA,51909,243,2020
Winnebago,IA,51581,235,2020
Winneshiek,IA,63162,404,2020
Woodbury,IA,60768,379,2020
Worth,IA,60442,375,2020
Wright,IA,51221,227,2020
Allen,KS,47983,171,2020
Anderson,KS,52995,265,2020
Atchison,KS,50683,216,2020
Barber,KS,49668,198,2020
Barton,KS,48863,184,2020
Bourbon,KS,46369,147,2020
Brown,KS,50649,216,2020
Butler,KS,66405,431,2020
Chase,KS,48906,185,2020
Chautauqua,KS,39500,64,2020
Cherokee,KS,41936,89,2020
Cheyenne,KS,42802,101,2020
Clark,KS,52500,258,2020
Clay,KS,47880,169,2020
Cloud,KS,48295,176,2020
Coffey,KS,59405,360,2020
Comanche,KS,48125,173,2020
Cowley,KS,50786,218,2020
Crawford,KS,42615,98,2020
Decatur,KS,44125,117,2020
Dickinson,KS,53864,279,2020
Doniphan,KS,51953,244,2020
Douglas,KS,61020,381,2020
Edwards,KS,50028,204,2020
Elk,KS,42564,97,2020
Ellis,KS,57053,328,2020
Ellsworth,KS,56306,318,2020
Finney,KS,60498,376,2020
Ford,KS,53743,276,2020
Franklin,KS,55873,312,2020
Geary,KS,52019,246,2020
Gove,KS,53906,280,2020
Graham,KS,40890,77,2020
Grant,KS,60625,378,2020
Gray,KS,70457,454,2020
Greeley,KS,53750,277,2020
Greenwood,KS,43320,106,2020
Hamilton,KS,44894,127,2020
Harper,KS,49283,192,2020
Harvey,KS,58782,351,2020
Haskell,KS,54638,293,2020
Hodgeman,KS,60703,379,2020
Jackson,KS,59686,365,2020
Jefferson,KS,67429,437,2020
Jewell,KS,38188,54,2020
Johnson,KS,91650,499,2020
Kearny,KS,46464,149,2020
Kingman,KS,57304,334,2020
Kiowa,KS,53107,267,2020
Labette,KS,47922,170,2020
Lane,KS,41318,82,2020
Leavenworth,KS,76307,474,2020
Lincoln,KS,46523,150,2020
Linn,KS,48325,177,2020
Logan,KS,51136,224,2020
Lyon,KS,50141,207,2020
McPherson,KS,59928,368,2020
Marion,KS,50816,218,2020
Marshall,KS,52293,253,2020
Meade,KS,56817,324,2020
Miami,KS,75635,471,2020
Mitchell,KS,47375,162,2020
Montgomery,KS,45288,132,2020
Morris,KS,52792,261,2020
Morton,KS,41866,88,2020
Nemaha,KS,61382,385,2020
Neosho,KS,49493,196,2020
Ness,KS,57222,332,2020
Norton,KS,48486,178,2020
Osage,KS,58927,352,2020
Osborne,KS,50774,218,2020
Ottawa,KS,59607,364,2020
Pawnee,KS,46559,150,2020
Phillips,KS,51820,241,2020
Pottawatomie,KS,70064,452,2020
Pratt,KS,54644,293,2020
Rawlins,KS,57281,333,2020
Reno,KS,51520,233,2020
Republic,KS,50411,212,2020
Rice,KS,49688,199,2020
Riley,KS,51098,223,2020
Rooks,KS,51362,230,2020
Rush,KS,46333,147,2020
Russell,KS,50630,215,2020
Saline,KS,51830,242,2020
Scott,KS,55625,308,2020
Sedgwick,KS,57540,337,2020
Seward,KS,49395,194,2020
Shawnee,KS,58652,349,2020
Sheridan,KS,62105,394,2020
Sherman,KS,57005,327,2020
Smith,KS,42098,91,2020
Stafford,KS,51857,242,2020
Stanton,KS,57741,339,2020
Stevens,KS,59044,355,2020
Sumner,KS,53578,274,2020
Thomas,KS,68313,443,2020
Trego,KS,59420,361,2020
Wabaunsee,KS,65742,427,2020
Wallace,KS,49632,198,2020
Washington,KS,52172,251,2020
Wichita,KS,58299,346,2020
Wilson,KS,49682,198,2020
Woodson,KS,42692,99,2020
Wyandotte,KS,48093,173,2020
Adair,KY,43026,103,2020
Allen,KY,44180,117,2020
Anderson,KY,54413,288,2020
Ballard,KY,45517,135,2020
Barren,KY,41674,85,2020
Bath,KY,44893,126,2020
Bell,KY,28442,15,2020
Boone,KY,82838,486,2020
Bourbon,KY,47024,157,2020
Boyd,KY,51019,222,2020
Boyle,KY,51562,234,2020
Bracken,KY,60053,370,2020
Breathitt,KY,29538,17,2020
Breckinridge,KY,47236,161,2020
Bullitt,KY,65531,426,2020
Butler,KY,45955,142,2020
Caldwell,KY,48281,176,2020
Calloway,KY,41841,87,2020
Campbell,KY,63152,404,2020
Carlisle,KY,41222,81,2020
Carroll,KY,41014,78,2020
Carter,KY,39492,64,2020
Casey,KY,33004,27,2020
Christian,KY,44279,119,2020
Clark,KY,54871,296,2020
Clay,KY,27479,14,2020
Clinton,KY,33092,27,2020
Crittenden,KY,46354,147,2020
Cumberland,KY,35030,34,2020
Daviess,KY,54881,296,2020
Edmonson,KY,44229,118,2020
Elliott,KY,36950,45,2020
Estill,KY,32800,26,2020
Fayette,KY,58954,353,2020
Fleming,KY,42087,91,2020
Floyd,KY,35096,35,2020
Franklin,KY,59056,355,2020
Fulton,KY,31587,21,2020
Gallatin,KY,55113,301,2020
Garrard,KY,55369,304,2020
Grant,KY,56746,323,2020
Graves,KY,45614,136,2020
Grayson,KY,38262,55,2020
Green,KY,33846,29,2020
Greenup,KY,52337,254,2020
Hancock,KY,56265,317,2020
Hardin,KY,57101,329,2020
Harlan,KY,28261,15,2020
Harrison,KY,50270,210,2020
Hart,KY,39834,66,2020
Henderson,KY,50471,214,2020
Henry,KY,52550,258,2020
Hickman,KY,44063,116,2020
Hopkins,KY,47014,157,2020
Jackson,KY,31515,21,2020
Jefferson,KY,58196,345,2020
Jessamine,KY,64855,418,2020
Johnson,KY,38333,56,2020
Kenton,KY,66541,431,2020
Knott,KY,32531,25,2020
Knox,KY,30257,18,2020
Larue,KY,48495,179,2020
Laurel,KY,43745,112,2020
Lawrence,KY,32856,26,2020
Lee,KY,24699,12,2020
Leslie,KY,36038,39,2020
Letcher,KY,33181,27,2020
Lewis,KY,29844,17,2020
Lincoln,KY,42231,93,2020
Livingston,KY,52795,261,2020
Logan,KY,48912,185,2020
Lyon,KY,49286,192,2020
McCracken,KY,47011,157,2020
McCreary,KY,29499,16,2020
McLean,KY,54181,284,2020
Madison,KY,51649,236,2020
Magoffin,KY,27807,14,2020
Marion,KY,43587,110,2020
Marshall,KY,57348,335,2020
Martin,KY,42894,102,2020
Mason,KY,46241,145,2020
Meade,KY,61500,386,2020
Menifee,KY,46746,153,2020
Mercer,KY,52312,254,2020
Metcalfe,KY,40391,72,2020
Monroe,KY,35078,35,2020
Montgomery,KY,46998,157,2020
Morgan,KY,37399,49,2020
Muhlenberg,KY,45937,141,2020
Nelson,KY,63032,402,2020
Nicholas,KY,47665,167,2020
Ohio,KY,45773,139,2020
Oldham,KY,103761,506,2020
Owen,KY,50553,214,2020
Owsley,KY,29406,16,2020
Pendleton,KY,56000,314,2020
Perry,KY,39594,65,2020
Pike,KY,34700,32,2020
Powell,KY,41071,79,2020
Pulaski,KY,40658,74,2020
Robertson,KY,53074,267,2020
Rockcastle,KY,38744,58,2020
Rowan,KY,42754,100,2020
Russell,KY,41731,85,2020
Scott,KY,71750,459,2020
Shelby,KY,72564,463,2020
Simpson,KY,50159,207,2020
Spencer,KY,85488,491,2020
Taylor,KY,50266,209,2020
Todd,KY,47229,161,2020
Trigg,KY,50980,221,2020
Trimble,KY,57589,338,2020
Union,KY,49812,201,2020
Warren,KY,54325,287,2020
Washington,KY,55321,303,2020
Wayne,KY,37678,50,2020
Webster,KY,44540,123,2020
Whitley,KY,39258,62,2020
Wolfe,KY,22292,10,2020
Woodford,KY,66442,431,2020
Acadia,LA,44412,121,2020
Allen,LA,48328,177,2020
Ascension,LA,82594,486,2020
Assumption,LA,44742,125,2020
Avoyelles,LA,35530,37,2020
Beauregard,LA,49256,191,2020
Bienville,LA,27815,14,2020
Bossier,LA,55448,306,2020
Caddo,LA,42003,90,2020
Calcasieu,LA,52866,263,2020
Caldwell,LA,40690,75,2020
Cameron,LA,56902,325,2020
Catahoula,LA,40973,78,2020
Claiborne,LA,26849,13,2020
Concordia,LA,36294,41,2020
De Soto,LA,44436,121,2020
East Baton Rouge,LA,56076,315,2020
East Carroll,LA,24551,11,2020
East Feliciana,LA,54187,284,2020
Evangeline,LA,31427,20,2020
Franklin,LA,35759,39,2020
Grant,LA,51449,231,2020
Iberia,LA,50602,215,2020
Iberville,LA,49539,196,2020
Jackson,LA,41760,86,2020
Jefferson,LA,54825,295,2020
Jefferson Davis,LA,42716,100,2020
Lafayette,LA,58761,351,2020
Lafourche,LA,54530,291,2020
LaSalle,LA,51141,225,2020
Lincoln,LA,36496,42,2020
Livingston,LA,67365,436,2020
Madison,LA,32585,25,2020
Morehouse,LA,33780,29,2020
Natchitoches,LA,30625,18,2020
Orleans,LA,43258,105,2020
Ouachita,LA,44934,127,2020
Plaquemines,LA,65234,422,2020
Pointe Coupee,LA,44201,118,2020
Rapides,LA,48013,171,2020
Red River,LA,33817,29,2020
Richland,LA,40491,73,2020
Sabine,LA,39755,66,2020
St. Bernard,LA,47873,169,2020
St. Charles,LA,68113,442,2020
St. Helena,LA,45063,129,2020
St. James,LA,53209,268,2020
St. John the Baptist,LA,55429,306,2020
St. Landry,LA,40859,76,2020
St. Martin,LA,48884,184,2020
St. Mary,LA,40218,70,2020
St. Tammany,LA,70730,455,2020
Tangipahoa,LA,48745,183,2020
Tensas,LA,29767,17,2020
Terrebonne,LA,52224,251,2020
Union,LA,45094,130,2020
Vermilion,LA,52219,251,2020
Vernon,LA,50267,210,2020
Washington,LA,39185,61,2020
Webster,LA,30324,18,2020
West Baton Rouge,LA,67813,440,2020
West Carroll,LA,42545,97,2020
West Feliciana,LA,59688,366,2020
Winn,LA,37764,51,2020
Androscoggin,ME,55002,298,2020
Aroostook,ME,43791,112,2020
Cumberland,ME,76014,473,2020
Franklin,ME,51630,236,2020
Hancock,ME,58345,347,2020
Kennebec,ME,55368,304,2020
Knox,ME,57794,341,2020
Lincoln,ME,58125,344,2020
Oxford,ME,49761,200,2020
Penobscot,ME,52128,249,2020
Piscataquis,ME,42083,91,2020
Sagadahoc,ME,68039,441,2020
Somerset,ME,45382,134,2020
Waldo,ME,58034,343,2020
Washington,ME,44847,126,2020
York,ME,68932,447,2020
Allegany,MD,49449,195,2020
Anne Arundel,MD,103225,505,2020
Baltimore,MD,78724,478,2020
Calvert,MD,112696,509,2020
Caroline,MD,59042,355,2020
Carroll,MD,99569,504,2020
Cecil,MD,79415,480,2020
Charles,MD,103678,505,2020
Dorchester,MD,52799,261,2020
Frederick,MD,100685,504,2020
Garrett,MD,54542,291,2020
Harford,MD,94003,501,2020
Howard,MD,124042,511,2020
Kent,MD,60208,372,2020
Montgomery,MD,111812,508,2020
Prince George's,MD,86994,493,2020
Queen Anne's,MD,96467,502,2020
St. Mary's,MD,95864,501,2020
Somerset,MD,44980,128,2020
Talbot,MD,73102,465,2020
Washington,MD,63510,406,2020
Wicomico,MD,60366,374,2020
Worcester,MD,65396,423,2020
Baltimore City,MD,52164,250,2020
Barnstable,MA,76863,475,2020
Berkshire,MA,62166,395,2020
Bristol,MA,71450,458,2020
Dukes,MA,77318,476,2020
Essex,MA,82225,485,2020
Franklin,MA,61198,383,2020
Hampden,MA,57623,338,2020
Hampshire,MA,73518,466,2020
Middlesex,MA,106202,507,2020
Nantucket,MA,112306,509,2020
Norfolk,MA,105320,507,2020
Plymouth,MA,92906,499,2020
Suffolk,MA,74881,469,2020
Worcester,MA,77155,476,2020
Alcona,MI,43341,106,2020
Alger,MI,45184,131,2020
Allegan,MI,65071,420,2020
Alpena,MI,42603,98,2020
Antrim,MI,57256,332,2020
Arenac,MI,45679,137,2020
Baraga,MI,46581,150,2020
Barry,MI,65557,426,2020
Bay,MI,48290,176,2020
Benzie,MI,64257,413,2020
Berrien,MI,52500,258,2020
Branch,MI,52782,261,2020
Calhoun,MI,50219,209,2020
Cass,MI,57514,337,2020
Charlevoix,MI,60433,375,2020
Cheboygan,MI,49624,197,2020
Chippewa,MI,50454,213,2020
Clare,MI,41163,80,2020
Clinton,MI,72490,463,2020
Crawford,MI,49987,204,2020
Delta,MI,47008,157,2020
Dickinson,MI,51704,238,2020
Eaton,MI,67440,437,2020
Emmet,MI,55947,313,2020
Genesee,MI,50269,210,2020
Gladwin,MI,45957,142,2020
Gogebic,MI,38625,57,2020
Grand Traverse,MI,66457,431,2020
Gratiot,MI,49795,201,2020
Hillsdale,MI,51535,234,2020
Houghton,MI,44839,126,2020
Huron,MI,49541,196,2020
Ingham,MI,55253,302,2020
Ionia,MI,60139,372,2020
Iosco,MI,42628,98,2020
Iron,MI,44183,118,2020
Isabella,MI,46783,153,2020
Jackson,MI,54511,291,2020
Kalamazoo,MI,58836,352,2020
Kalkaska,MI,49402,194,2020
Kent,MI,65722,426,2020
Keweenaw,MI,51750,240,2020
Lake,MI,38356,56,2020
Lapeer,MI,65197,422,2020
Leelanau,MI,67330,436,2020
Lenawee,MI,57314,334,2020
Livingston,MI,84274,489,2020
Luce,MI,50000,204,2020
Mackinac,MI,50058,205,2020
Macomb,MI,64641,416,2020
Manistee,MI,51658,237,2020
Marquette,MI,54585,292,2020
Mason,MI,51568,235,2020
Mecosta,MI,45797,139,2020
Menominee,MI,48548,180,2020
Midland,MI,64078,411,2020
Missaukee,MI,47370,162,2020
Monroe,MI,65453,425,2020
Montcalm,MI,52390,256,2020
Montmorency,MI,42160,92,2020
Muskegon,MI,53478,273,2020
Newaygo,MI,51470,231,2020
Oakland,MI,81587,483,2020
Oceana,MI,51161,226,2020
Ogemaw,MI,41752,86,2020
Ontonagon,MI,41776,86,2020
Osceola,MI,46969,156,2020
Oscoda,MI,43457,108,2020
Otsego,MI,55917,313,2020
Ottawa,MI,72418,462,2020
Presque Isle,MI,48734,182,2020
Roscommon,MI,41828,87,2020
Saginaw,MI,49565,197,2020
St. Clair,MI,58722,350,2020
St. Joseph,MI,53253,269,2020
Sanilac,MI,49852,202,2020
Schoolcraft,MI,48443,178,2020
Shiawassee,MI,56436,319,2020
Tuscola,MI,51891,243,2020
Van Buren,MI,56652,322,2020
Washtenaw,MI,75730,471,2020
Wayne,MI,49359,193,2020
Wexford,MI,50335,211,2020
Aitkin,MN,49086,189,2020
Anoka,MN,84379,489,2020
Becker,MN,60508,376,2020
Beltrami,MN,50525,214,2020
Benton,MN,60564,377,2020
Big Stone,MN,55909,312,2020
Blue Earth,MN,61058,381,2020
Brown,MN,59804,367,2020
Carlton,MN,66201,430,2020
Carver,MN,104011,506,2020
Cass,MN,53845,279,2020
Chippewa,MN,57301,333,2020
Chisago,MN,86900,493,2020
Clay,MN,66069,429,2020
Clearwater,MN,51742,239,2020
Cook,MN,59537,363,2020
Cottonwood,MN,51067,223,2020
Crow Wing,MN,57779,340,2020
Dakota,MN,88468,495,2020
Dodge,MN,79020,479,2020
Douglas,MN,65430,424,2020
Faribault,MN,53963,282,2020
Fillmore,MN,64375,414,2020
Freeborn,MN,54628,292,2020
Goodhue,MN,69334,449,2020
Grant,MN,59246,358,2020
Hennepin,MN,81169,483,2020
Houston,MN,59514,363,2020
Hubbard,MN,58475,348,2020
Isanti,MN,76999,476,2020
Itasca,MN,55744,310,2020
Jackson,MN,62479,397,2020
Kanabec,MN,57877,342,2020
Kandiyohi,MN,64252,413,2020
Kittson,MN,55410,305,2020
Koochiching,MN,52297,254,2020
Lac qui Parle,MN,57802,341,2020
Lake,MN,65201,422,2020
Lake of the Woods,MN,50669,216,2020
Le Sueur,MN,75925,472,2020
Lincoln,MN,53557,274,2020
Lyon,MN,57274,333,2020
McLeod,MN,62885,401,2020
Mahnomen,MN,45398,135,2020
Marshall,MN,60951,381,2020
Martin,MN,53851,279,2020
Meeker,MN,63841,409,2020
Mille Lacs,MN,57173,330,2020
Morrison,MN,58826,351,2020
Mower,MN,55378,304,2020
Murray,MN,62839,401,2020
Nicollet,MN,69174,447,2020
Nobles,MN,56000,314,2020
Norman,MN,56081,315,2020
Olmsted,MN,80403,481,2020
Otter Tail,MN,59456,362,2020
Pennington,MN,60940,380,2020
Pine,MN,55606,308,2020
Pipestone,MN,53688,275,2020
Polk,MN,58682,350,2020
Pope,MN,62878,401,2020
Ramsey,MN,67238,435,2020
Red Lake,MN,59698,366,2020
Redwood,MN,57243,332,2020
Renville,MN,58542,349,2020
Rice,MN,70600,454,2020
Rock,MN,65744,427,2020
Roseau,MN,62304,396,2020
St. Louis,MN,57480,337,2020
Scott,MN,103261,505,2020
Sherburne,MN,88671,495,2020
Sibley,MN,64170,412,2020
Stearns,MN,65244,422,2020
Steele,MN,68172,442,2020
Stevens,MN,65503,425,2020
Swift,MN,53457,272,2020
Todd,MN,54502,290,2020
Traverse,MN,51216,227,2020
Wabasha,MN,67906,441,2020
Wadena,MN,46178,144,2020
Waseca,MN,60450,375,2020
Washington,MN,97584,503,2020
Watonwan,MN,53304,269,2020
Wilkin,MN,56829,325,2020
Winona,MN,60020,370,2020
Wright,MN,87772,494,2020
Yellow Medicine,MN,59289,359,2020
Adams,MS,30633,19,2020
Alcorn,MS,40938,77,2020
Amite,MS,30805,20,2020
Attala,MS,35631,38,2020
Benton,MS,39758,66,2020
Bolivar,MS,32412,24,2020
Calhoun,MS,40345,71,2020
Carroll,MS,46729,152,2020
Chickasaw,MS,35592,38,2020
Choctaw,MS,36648,43,2020
Claiborne,MS,32268,24,2020
Clarke,MS,38631,58,2020
Clay,MS,33209,27,2020
Coahoma,MS,30761,19,2020
Copiah,MS,44252,119,2020
Covington,MS,32917,26,2020
DeSoto,MS,69990,451,2020
Forrest,MS,42298,95,2020
Franklin,MS,39066,60,2020
George,MS,47044,158,2020
Greene,MS,47033,158,2020
Grenada,MS,39952,67,2020
Hancock,MS,54860,296,2020
Harrison,MS,48547,180,2020
Hinds,MS,45380,134,2020
Holmes,MS,24074,11,2020
Humphreys,MS,28628,15,2020
Issaquena,MS,28333,15,2020
Itawamba,MS,47649,166,2020
Jackson,MS,53726,276,2020
Jasper,MS,37877,51,2020
Jefferson,MS,29524,17,2020
Jefferson Davis,MS,32214,23,2020
Jones,MS,43391,107,2020
Kemper,MS,30735,19,2020
Lafayette,MS,53318,270,2020
Lamar,MS,61649,388,2020
Lauderdale,MS,42922,103,2020
Lawrence,MS,36239,41,2020
Leake,MS,36708,44,2020
Lee,MS,55861,312,2020
Leflore,MS,30077,17,2020
Lincoln,MS,41355,82,2020
Lowndes,MS,48170,174,2020
Madison,MS,71621,458,2020
Marion,MS,31629,22,2020
Marshall,MS,43411,107,2020
Monroe,MS,45018,129,2020
Montgomery,MS,38022,53,2020
Neshoba,MS,40750,75,2020
Newton,MS,42176,92,2020
Noxubee,MS,36958,45,2020
Oktibbeha,MS,39490,63,2020
Panola,MS,37232,48,2020
Pearl River,MS,51538,234,2020
Perry,MS,47173,160,2020
Pike,MS,32726,25,2020
Pontotoc,MS,48980,187,2020
Prentiss,MS,40163,69,2020
Quitman,MS,24233,11,2020
Rankin,MS,68310,443,2020
Scott,MS,39971,67,2020
Sharkey,MS,35711,38,2020
Simpson,MS,43403,107,2020
Smith,MS,44714,125,2020
Stone,MS,47683,167,2020
Sunflower,MS,31515,21,2020
Tallahatchie,MS,30433,18,2020
Tate,MS,55738,310,2020
Tippah,MS,37894,52,2020
Tishomingo,MS,38302,55,2020
Tunica,MS,34485,32,2020
Union,MS,47317,161,2020
Walthall,MS,33566,28,2020
Warren,MS,46909,156,2020
Washington,MS,32011,23,2020
Wayne,MS,33612,28,2020
Webster,MS,52382,256,2020
Wilkinson,MS,30760,19,2020
Winston,MS,38986,59,2020
Yalobusha,MS,41440,82,2020
Yazoo,MS,32729,25,2020
Adair,MO,42301,95,2020
Andrew,MO,58911,352,2020
Atchison,MO,51625,236,2020
Audrain,MO,44699,124,2020
Barry,MO,45811,139,2020
Barton,MO,44510,122,2020
Bates,MO,46733,152,2020
Benton,MO,41751,85,2020
Bollinger,MO,45140,130,2020
Boone,MO,58740,350,2020
Buchanan,MO,51933,244,2020
Butler,MO,42227,93,2020
Caldwell,MO,51451,231,2020
Callaway,MO,59835,367,2020
Camden,MO,53520,273,2020
Cape Girardeau,MO,53776,277,2020
Carroll,MO,51414,230,2020
Carter,MO,42403,96,2020
Cass,MO,72522,463,2020
Cedar,MO,39408,63,2020
Chariton,MO,51545,234,2020
Christian,MO,64442,414,2020
Clark,MO,45842,140,2020
Clay,MO,72047,461,2020
Clinton,MO,62213,395,2020
Cole,MO,61184,382,2020
Cooper,MO,53003,266,2020
Crawford,MO,44380,121,2020
Dade,MO,42117,91,2020
Dallas,MO,40404,72,2020
Daviess,MO,52143,249,2020
DeKalb,MO,58433,347,2020
Dent,MO,42714,100,2020
Douglas,MO,43714,111,2020
Dunklin,MO,38020,53,2020
Franklin,MO,60129,372,2020
Gasconade,MO,56380,318,2020
Gentry,MO,46774,153,2020
Greene,MO,47053,158,2020
Grundy,MO,46885,155,2020
Harrison,MO,40615,74,2020
Henry,MO,47500,164,2020
Hickory,MO,33342,28,2020
Holt,MO,46442,149,2020
Howard,MO,55000,298,2020
Howell,MO,39482,63,2020
Iron,MO,40082,69,2020
Jackson,MO,56960,326,2020
Jasper,MO,49155,190,2020
Jefferson,MO,67606,439,2020
Johnson,MO,56440,319,2020
Knox,MO,37588,50,2020
Laclede,MO,46582,151,2020
Lafayette,MO,62076,393,2020
Lawrence,MO,44060,116,2020
Lewis,MO,45118,130,2020
Lincoln,MO,70424,454,2020
Linn,MO,51150,225,2020
Livingston,MO,50818,218,2020
McDonald,MO,42876,102,2020
Macon,MO,44696,124,2020
Madison,MO,47984,171,2020
Maries,MO,48276,175,2020
Marion,MO,54277,286,2020
Mercer,MO,50030,204,2020
Miller,MO,47964,170,2020
Mississippi,MO,34354,31,2020
Moniteau,MO,57012,327,2020
Monroe,MO,43422,108,2020
Montgomery,MO,52123,249,2020
Morgan,MO,41477,83,2020
New Madrid,MO,40129,69,2020
Newton,MO,52067,247,2020
Nodaway,MO,46303,146,2020
Oregon,MO,32766,25,2020
Osage,MO,62087,394,2020
Ozark,MO,33046,27,2020
Pemiscot,MO,34709,33,2020
Perry,MO,56861,325,2020
Pettis,MO,49315,192,2020
Phelps,MO,44987,129,2020
Pike,MO,44920,127,2020
Platte,MO,82448,485,2020
Polk,MO,47614,166,2020
Pulaski,MO,58426,347,2020
Putnam,MO,48833,184,2020
Ralls,MO,54194,285,2020
Randolph,MO,50440,213,2020
Ray,MO,65303,422,2020
Reynolds,MO,39552,64,2020
Ripley,MO,36066,40,2020
St. Charles,MO,87644,494,2020
St. Clair,MO,39000,60,2020
Ste. Genevieve,MO,61746,389,2020
St. Francois,MO,46307,146,2020
St. Louis,MO,45782,139,2020
Saline,MO,47585,165,2020
Schuyler,MO,44420,121,2020
Scotland,MO,47708,167,2020
Scott,MO,46310,146,2020
Shannon,MO,36229,41,2020
Shelby,MO,43809,112,2020
Stoddard,MO,42761,100,2020
Stone,MO,51476,232,2020
Sullivan,MO,44056,116,2020
Taney,MO,47860,168,2020
Texas,MO,35758,39,2020
Vernon,MO,43910,114,2020
Warren,MO,64735,417,2020
Washington,MO,42849,101,2020
Wayne,MO,38018,52,2020
Webster,MO,55827,311,2020
Worth,MO,47500,164,2020
Wright,MO,36711,44,2020
Beaverhead,MT,45819,139,2020
Big Horn,MT,48273,175,2020
Blaine,MT,45361,134,2020
Broadwater,MT,57723,339,2020
Carbon,MT,61209,383,2020
Carter,MT,42300,95,2020
Cascade,MT,52049,247,2020
Chouteau,MT,45707,138,2020
Custer,MT,54891,297,2020
Daniels,MT,56026,315,2020
Dawson,MT,51681,237,2020
Deer Lodge,MT,42129,92,2020
Fallon,MT,69792,450,2020
Fergus,MT,47618,166,2020
Flathead,MT,57763,340,2020
Gallatin,MT,70124,452,2020
Garfield,MT,43750,112,2020
Glacier,MT,37645,50,2020
Golden Valley,MT,49028,188,2020
Granite,MT,50795,218,2020
Hill,MT,50912,220,2020
Jefferson,MT,71779,459,2020
Judith Basin,MT,50329,211,2020
Lake,MT,52169,250,2020
Lewis and Clark,MT,66062,429,2020
Liberty,MT,46750,153,2020
Lincoln,MT,39820,66,2020
McCone,MT,57045,328,2020
Madison,MT,55892,312,2020
Meagher,MT,46815,154,2020
Mineral,MT,48672,182,2020
Missoula,MT,56247,317,2020
Musselshell,MT,46328,146,2020
Park,MT,53082,267,2020
Petroleum,MT,40000,68,2020
Phillips,MT,46686,152,2020
Pondera,MT,54235,286,2020
Powder River,MT,57755,340,2020
Powell,MT,50332,211,2020
Prairie,MT,42350,95,2020
Ravalli,MT,55090,301,2020
Richland,MT,64158,412,2020
Roosevelt,MT,45458,135,2020
Rosebud,MT,57769,340,2020
Sanders,MT,42284,94,2020
Sheridan,MT,54135,283,2020
Silver Bow,MT,49359,193,2020
Stillwater,MT,67448,437,2020
Sweet Grass,MT,53790,278,2020
Teton,MT,56649,322,2020
Toole,MT,49725,200,2020
Treasure,MT,44671,124,2020
Valley,MT,51087,223,2020
Wheatland,MT,35265,36,2020
Wibaux,MT,50972,221,2020
Yellowstone,MT,62630,399,2020
Adams,NE,56007,314,2020
Antelope,NE,52569,259,2020
Arthur,NE,48500,179,2020
Banner,NE,53864,279,2020
Blaine,NE,55268,302,2020
Boone,NE,60094,371,2020
Box Butte,NE,61904,392,2020
Boyd,NE,53846,279,2020
Brown,NE,41979,90,2020
Buffalo,NE,63513,406,2020
Burt,NE,51961,244,2020
Butler,NE,59232,358,2020
Cass,NE,73683,467,2020
Cedar,NE,64703,417,2020
Chase,NE,56135,316,2020
Cherry,NE,55431,306,2020
Cheyenne,NE,52270,253,2020
Clay,NE,63686,408,2020
Colfax,NE,64269,413,2020
Cuming,NE,59202,357,2020
Custer,NE,53891,280,2020
Dakota,NE,61227,383,2020
Dawes,NE,49379,193,2020
Dawson,NE,56731,323,2020
Deuel,NE,48958,186,2020
Dixon,NE,57243,332,2020
Dodge,NE,58439,348,2020
Douglas,NE,66600,432,2020
Dundy,NE,49211,190,2020
Fillmore,NE,62151,394,2020
Franklin,NE,50231,209,2020
Frontier,NE,59250,358,2020
Furnas,NE,53533,273,2020
Gage,NE,51812,241,2020
Garden,NE,42076,90,2020
Garfield,NE,54659,293,2020
Gosper,NE,65086,421,2020
Grant,NE,43625,110,2020
Greeley,NE,46830,154,2020
Hall,NE,58595,349,2020
Hamilton,NE,68649,445,2020
Harlan,NE,51534,233,2020
Hayes,NE,52396,256,2020
Hitchcock,NE,46000,142,2020
Holt,NE,60214,372,2020
Hooker,NE,48654,181,2020
Howard,NE,59432,361,2020
Jefferson,NE,48981,187,2020
Johnson,NE,49382,193,2020
Kearney,NE,62899,402,2020
Keith,NE,52169,250,2020
Keya Paha,NE,55250,302,2020
Kimball,NE,48056,172,2020
Knox,NE,53653,275,2020
Lancaster,NE,62464,397,2020
Lincoln,NE,59995,369,2020
Logan,NE,45990,142,2020
Loup,NE,46111,144,2020
McPherson,NE,51932,244,2020
Madison,NE,52334,254,2020
Merrick,NE,52254,252,2020
Morrill,NE,46903,155,2020
Nance,NE,53147,268,2020
Nemaha,NE,50236,209,2020
Nuckolls,NE,52975,265,2020
Otoe,NE,64755,418,2020
Pawnee,NE,46063,143,2020
Perkins,NE,61389,385,2020
Phelps,NE,58105,344,2020
Pierce,NE,57629,338,2020
Platte,NE,60878,380,2020
Polk,NE,59837,367,2020
Red Willow,NE,48140,173,2020
