county,state,medianAge,medianAgeBucket,year
Dallas,IA,35.4,54,2020
Davis,IA,36.5,78,2020
Decatur,IA,36.0,67,2020
Delaware,IA,43.7,355,2020
Des Moines,IA,42.7,316,2020
Dickinson,IA,48.2,460,2020
Dubuque,IA,38.5,133,2020
Emmet,IA,42.8,320,2020
Fayette,IA,43.8,358,2020
Floyd,IA,44.3,377,2020
Franklin,IA,43.5,347,2020
Fremont,IA,46.1,422,2020
Greene,IA,44.2,372,2020
Grundy,IA,42.4,303,2020
Guthrie,IA,45.8,416,2020
Hamilton,IA,42.6,312,2020
Hancock,IA,44.5,385,2020
Hardin,IA,44.5,385,2020
Harrison,IA,43.5,347,2020
Henry,IA,40.3,202,2020
Howard,IA,40.9,234,2020
Humboldt,IA,41.9,279,2020
Ida,IA,42.7,316,2020
Iowa,IA,42.6,312,2020
Jackson,IA,43.6,352,2020
Jasper,IA,41.8,274,2020
Jefferson,IA,42.9,325,2020
Johnson,IA,30.4,11,2020
Jones,IA,43.2,338,2020
Keokuk,IA,43.4,344,2020
Kossuth,IA,44.8,392,2020
Lee,IA,43.3,341,2020
Linn,IA,37.7,108,2020
Louisa,IA,41.5,260,2020
Lucas,IA,44.2,372,2020
Lyon,IA,37.8,110,2020
Madison,IA,40.8,229,2020
Mahaska,IA,38.8,141,2020
Marion,IA,39.6,173,2020
Marshall,IA,38.3,125,2020
Mills,IA,42.9,325,2020
Mitchell,IA,42.5,308,2020
Monona,IA,47.1,442,2020
Monroe,IA,42.0,284,2020
Montgomery,IA,44.7,389,2020
Muscatine,IA,38.2,122,2020
O'Brien,IA,41.8,274,2020
Osceola,IA,44.5,385,2020
Page,IA,44.4,380,2020
Palo Alto,IA,42.5,308,2020
Plymouth,IA,40.5,212,2020
Pocahontas,IA,46.2,425,2020
Polk,IA,35.7,60,2020
Pottawattamie,IA,39.6,173,2020
Poweshiek,IA,41.2,248,2020
Ringgold,IA,44.3,377,2020
Sac,IA,46.2,425,2020
Scott,IA,38.4,128,2020
Shelby,IA,46.5,430,2020
Sioux,IA,33.6,33,2020
Story,IA,26.8,3,2020
Tama,IA,41.7,270,2020
Taylor,IA,43.6,352,2020
Union,IA,40.6,217,2020
Van Buren,IA,45.6,412,2020
Wapello,IA,39.6,173,2020
Warren,IA,38.5,133,2020
Washington,IA,40.5,212,2020
Wayne,IA,41.8,274,2020
Webster,IA,39.3,160,2020
Winnebago,IA,41.9,279,2020
Winneshiek,IA,41.9,279,2020
Woodbury,IA,35.8,62,2020
Worth,IA,43.6,352,2020
Wright,IA,42.3,299,2020
Allen,KS,42.0,284,2020
Anderson,KS,39.7,178,2020
Atchison,KS,37.1,93,2020
Barber,KS,43.1,334,2020
Barton,KS,39.5,169,2020
Bourbon,KS,39.7,178,2020
Brown,KS,41.7,270,2020
Butler,KS,38.7,139,2020
Chase,KS,45.2,403,2020
Chautauqua,KS,47.4,447,2020
Cherokee,KS,42.1,289,2020
Cheyenne,KS,46.1,422,2020
Clark,KS,47.7,452,2020
Clay,KS,44.1,369,2020
Cloud,KS,39.8,182,2020
Coffey,KS,44.9,395,2020
Comanche,KS,50.7,484,2020
Cowley,KS,38.7,139,2020
Crawford,KS,33.6,33,2020
Decatur,KS,50.6,483,2020
Dickinson,KS,41.5,260,2020
Doniphan,KS,41.8,274,2020
Douglas,KS,30.2,10,2020
Edwards,KS,44.9,395,2020
Elk,KS,52.3,493,2020
Ellis,KS,33.2,29,2020
Ellsworth,KS,43.6,352,2020
Finney,KS,31.7,18,2020
Ford,KS,32.5,23,2020
Franklin,KS,40.0,190,2020
Geary,KS,26.6,2,2020
Gove,KS,44.7,389,2020
Graham,KS,49.3,473,2020
Grant,KS,32.5,23,2020
Gray,KS,36.1,70,2020
Greeley,KS,40.3,202,2020
Greenwood,KS,48.6,465,2020
Hamilton,KS,36.2,71,2020
Harper,KS,42.5,308,2020
Harvey,KS,39.2,156,2020
Haskell,KS,36.9,88,2020
Hodgeman,KS,48.7,467,2020
Jackson,KS,40.9,234,2020
Jefferson,KS,43.9,362,2020
Jewell,KS,52.8,495,2020
Johnson,KS,37.8,110,2020
Kearny,KS,35.5,56,2020
Kingman,KS,45.6,412,2020
Kiowa,KS,41.3,253,2020
Labette,KS,41.2,248,2020
Lane,KS,44.4,380,2020
Leavenworth,KS,37.9,113,2020
Lincoln,KS,45.9,418,2020
Linn,KS,44.5,385,2020
Logan,KS,39.7,178,2020
Lyon,KS,33.8,35,2020
McPherson,KS,40.7,223,2020
Marion,KS,44.8,392,2020
Marshall,KS,42.8,320,2020
Meade,KS,37.3,97,2020
Miami,KS,42.9,325,2020
Mitchell,KS,43.1,334,2020
Montgomery,KS,40.3,202,2020
Morris,KS,46.7,434,2020
Morton,KS,39.8,182,2020
Nemaha,KS,40.7,223,2020
Neosho,KS,40.5,212,2020
Ness,KS,49.7,476,2020
Norton,KS,41.9,279,2020
Osage,KS,43.6,352,2020
Osborne,KS,46.5,430,2020
Ottawa,KS,42.8,320,2020
Pawnee,KS,46.2,425,2020
Phillips,KS,44.2,372,2020
Pottawatomie,KS,35.4,54,2020
Pratt,KS,39.0,148,2020
Rawlins,KS,48.0,458,2020
Reno,KS,40.9,234,2020
Republic,KS,49.5,474,2020
Rice,KS,39.1,151,2020
Riley,KS,25.4,1,2020
Rooks,KS,44.4,380,2020
Rush,KS,46.8,437,2020
Russell,KS,45.3,407,2020
Saline,KS,39.1,151,2020
Scott,KS,39.7,178,2020
Sedgwick,KS,35.5,56,2020
Seward,KS,29.9,9,2020
Shawnee,KS,39.4,165,2020
Sheridan,KS,43.6,352,2020
Sherman,KS,39.7,178,2020
Smith,KS,51.4,488,2020
Stafford,KS,44.2,372,2020
Stanton,KS,36.9,88,2020
Stevens,KS,35.4,54,2020
Sumner,KS,42.1,289,2020
Thomas,KS,36.7,84,2020
Trego,KS,47.0,441,2020
Wabaunsee,KS,44.3,377,2020
Wallace,KS,42.0,284,2020
Washington,KS,45.8,416,2020
Wichita,KS,41.5,260,2020
Wilson,KS,43.6,352,2020
Woodson,KS,51.0,486,2020
Wyandotte,KS,33.9,36,2020
Adair,KY,40.4,206,2020
Allen,KY,39.9,185,2020
Anderson,KY,41.7,270,2020
Ballard,KY,44.0,366,2020
Barren,KY,40.4,206,2020
Bath,KY,40.7,223,2020
Bell,KY,41.2,248,2020
Boone,KY,38.0,116,2020
Bourbon,KY,41.8,274,2020
Boyd,KY,42.1,289,2020
Boyle,KY,40.1,194,2020
Bracken,KY,41.7,270,2020
Breathitt,KY,42.3,299,2020
Breckinridge,KY,42.4,303,2020
Bullitt,KY,40.8,229,2020
Butler,KY,41.3,253,2020
Caldwell,KY,42.9,325,2020
Calloway,KY,36.3,74,2020
Campbell,KY,38.1,119,2020
Carlisle,KY,42.3,299,2020
Carroll,KY,38.7,139,2020
Carter,KY,41.6,265,2020
Casey,KY,42.6,312,2020
Christian,KY,28.3,5,2020
Clark,KY,42.3,299,2020
Clay,KY,40.0,190,2020
Clinton,KY,42.8,320,2020
Crittenden,KY,43.5,347,2020
Cumberland,KY,46.1,422,2020
Daviess,KY,38.9,144,2020
Edmonson,KY,44.0,366,2020
Elliott,KY,42.4,303,2020
Estill,KY,44.3,377,2020
Fayette,KY,34.8,47,2020
Fleming,KY,41.8,274,2020
Floyd,KY,42.6,312,2020
Franklin,KY,40.4,206,2020
Fulton,KY,42.7,316,2020
Gallatin,KY,38.5,133,2020
Garrard,KY,43.5,347,2020
Grant,KY,36.8,86,2020
Graves,KY,39.6,173,2020
Grayson,KY,40.8,229,2020
Green,KY,43.8,358,2020
Greenup,KY,43.5,347,2020
Hancock,KY,40.5,212,2020
Hardin,KY,37.0,90,2020
Harlan,KY,41.3,253,2020
Harrison,KY,42.7,316,2020
Hart,KY,40.5,212,2020
Henderson,KY,41.1,243,2020
Henry,KY,41.6,265,2020
Hickman,KY,46.4,428,2020
Hopkins,KY,41.5,260,2020
Jackson,KY,40.9,234,2020
Jefferson,KY,38.4,128,2020
Jessamine,KY,38.1,119,2020
Johnson,KY,41.4,256,2020
Kenton,KY,37.3,97,2020
Knott,KY,43.7,355,2020
Knox,KY,40.0,190,2020
Larue,KY,41.5,260,2020
Laurel,KY,40.2,199,2020
Lawrence,KY,42.0,284,2020
Lee,KY,44.2,372,2020
Leslie,KY,43.0,330,2020
Letcher,KY,42.6,312,2020
Lewis,KY,42.8,320,2020
Lincoln,KY,41.1,243,2020
Livingston,KY,46.0,419,2020
Logan,KY,41.1,243,2020
Lyon,KY,50.3,480,2020
McCracken,KY,42.3,299,2020
McCreary,KY,39.7,178,2020
McLean,KY,43.7,355,2020
Madison,KY,34.1,38,2020
Magoffin,KY,41.8,274,2020
Marion,KY,40.0,190,2020
Marshall,KY,45.0,398,2020
Martin,KY,39.7,178,2020
Mason,KY,41.0,239,2020
Meade,KY,38.9,144,2020
Menifee,KY,44.0,366,2020
Mercer,KY,43.2,338,2020
Metcalfe,KY,43.6,352,2020
Monroe,KY,41.4,256,2020
Montgomery,KY,40.2,199,2020
Morgan,KY,42.6,312,2020
Muhlenberg,KY,42.5,308,2020
Nelson,KY,39.9,185,2020
Nicholas,KY,40.9,234,2020
Ohio,KY,40.6,217,2020
Oldham,KY,39.3,160,2020
Owen,KY,42.3,299,2020
Owsley,KY,47.2,445,2020
Pendleton,KY,40.8,229,2020
Perry,KY,41.3,253,2020
Pike,KY,42.5,308,2020
Powell,KY,39.3,160,2020
Pulaski,KY,41.9,279,2020
Robertson,KY,40.6,217,2020
Rockcastle,KY,42.6,312,2020
Rowan,KY,30.4,11,2020
Russell,KY,43.4,344,2020
Scott,KY,36.0,67,2020
Shelby,KY,39.3,160,2020
Simpson,KY,38.7,139,2020
Spencer,KY,42.9,325,2020
Taylor,KY,37.5,103,2020
Todd,KY,37.2,95,2020
Trigg,KY,45.8,416,2020
Trimble,KY,42.2,293,2020
Union,KY,38.0,116,2020
Warren,KY,32.9,27,2020
Washington,KY,41.6,265,2020
Wayne,KY,44.0,366,2020
Webster,KY,40.8,229,2020
Whitley,KY,36.7,84,2020
Wolfe,KY,41.4,256,2020
Woodford,KY,42.4,303,2020
Acadia,LA,37.0,90,2020
Allen,LA,38.3,125,2020
Ascension,LA,36.0,67,2020
Assumption,LA,41.4,256,2020
Avoyelles,LA,38.4,128,2020
Beauregard,LA,37.5,103,2020
Bienville,LA,42.1,289,2020
Bossier,LA,35.5,56,2020
Caddo,LA,37.8,110,2020
Calcasieu,LA,36.1,70,2020
Caldwell,LA,42.3,299,2020
Cameron,LA,44.9,395,2020
Catahoula,LA,38.5,133,2020
Claiborne,LA,41.8,274,2020
Concordia,LA,37.4,99,2020
De Soto,LA,39.3,160,2020
East Baton Rouge,LA,34.2,39,2020
East Carroll,LA,30.7,12,2020
East Feliciana,LA,43.1,334,2020
Evangeline,LA,36.2,71,2020
Franklin,LA,38.6,136,2020
Grant,LA,38.3,125,2020
Iberia,LA,37.1,93,2020
Iberville,LA,39.3,160,2020
Jackson,LA,41.8,274,2020
Jefferson,LA,39.5,169,2020
Jefferson Davis,LA,37.4,99,2020
Lafayette,LA,35.5,56,2020
Lafourche,LA,38.1,119,2020
LaSalle,LA,38.4,128,2020
Lincoln,LA,28.1,5,2020
Livingston,LA,36.8,86,2020
Madison,LA,34.8,47,2020
Morehouse,LA,40.3,202,2020
Natchitoches,LA,33.5,32,2020
Orleans,LA,37.2,95,2020
Ouachita,LA,36.2,71,2020
Plaquemines,LA,36.1,70,2020
Pointe Coupee,LA,43.1,334,2020
Rapides,LA,37.5,103,2020
Red River,LA,40.6,217,2020
Richland,LA,39.0,148,2020
Sabine,LA,41.6,265,2020
St. Bernard,LA,34.5,43,2020
St. Charles,LA,38.0,116,2020
St. Helena,LA,41.4,256,2020
St. James,LA,39.6,173,2020
St. John the Baptist,LA,37.8,110,2020
St. Landry,LA,36.8,86,2020
St. Martin,LA,37.7,108,2020
St. Mary,LA,39.4,165,2020
St. Tammany,LA,40.4,206,2020
Tangipahoa,LA,35.5,56,2020
Tensas,LA,44.5,385,2020
Terrebonne,LA,36.1,70,2020
Union,LA,42.3,299,2020
Vermilion,LA,38.3,125,2020
Vernon,LA,30.5,11,2020
Washington,LA,39.8,182,2020
Webster,LA,41.1,243,2020
West Baton Rouge,LA,36.6,81,2020
West Carroll,LA,40.8,229,2020
West Feliciana,LA,42.1,289,2020
Winn,LA,41.3,253,2020
Androscoggin,ME,40.7,223,2020
Aroostook,ME,48.0,458,2020
Cumberland,ME,42.1,289,2020
Franklin,ME,46.5,430,2020
Hancock,ME,49.1,471,2020
Kennebec,ME,44.1,369,2020
Knox,ME,48.6,465,2020
Lincoln,ME,51.2,487,2020
Oxford,ME,47.8,453,2020
Penobscot,ME,42.2,293,2020
Piscataquis,ME,51.5,488,2020
Sagadahoc,ME,47.2,445,2020
Somerset,ME,46.9,438,2020
Waldo,ME,46.2,425,2020
Washington,ME,48.5,463,2020
York,ME,45.3,407,2020
Allegany,MD,41.4,256,2020
Anne Arundel,MD,38.5,133,2020
Baltimore,MD,39.5,169,2020
Calvert,MD,40.5,212,2020
Caroline,MD,39.3,160,2020
Carroll,MD,42.2,293,2020
Cecil,MD,40.7,223,2020
Charles,MD,38.5,133,2020
Dorchester,MD,44.8,392,2020
Frederick,MD,39.0,148,2020
Garrett,MD,46.8,437,2020
Harford,MD,40.8,229,2020
Howard,MD,38.7,139,2020
Kent,MD,48.0,458,2020
Montgomery,MD,39.4,165,2020
Prince George's,MD,37.5,103,2020
Queen Anne's,MD,44.7,389,2020
St. Mary's,MD,36.5,78,2020
Somerset,MD,36.9,88,2020
Talbot,MD,51.0,486,2020
Washington,MD,40.7,223,2020
Wicomico,MD,36.0,67,2020
Worcester,MD,50.5,482,2020
Baltimore City,MD,35.5,56,2020
Barnstable,MA,53.7,499,2020
Berkshire,MA,47.2,445,2020
Bristol,MA,41.0,239,2020
Dukes,MA,49.0,470,2020
Essex,MA,40.9,234,2020
Franklin,MA,47.0,441,2020
Hampden,MA,39.4,165,2020
Hampshire,MA,36.6,81,2020
Middlesex,MA,38.5,133,2020
Nantucket,MA,41.7,270,2020
Norfolk,MA,40.9,234,2020
Plymouth,MA,42.7,316,2020
Suffolk,MA,33.0,28,2020
Worcester,MA,40.2,199,2020
Alcona,MI,58.9,510,2020
Alger,MI,49.6,475,2020
Allegan,MI,40.2,199,2020
Alpena,MI,48.1,459,2020
Antrim,MI,51.6,489,2020
Arenac,MI,50.0,478,2020
Baraga,MI,45.8,416,2020
Barry,MI,42.2,293,2020
Bay,MI,43.6,352,2020
Benzie,MI,50.1,479,2020
Berrien,MI,42.3,299,2020
Branch,MI,41.3,253,2020
Calhoun,MI,40.1,194,2020
Cass,MI,45.5,411,2020
Charlevoix,MI,49.1,471,2020
Cheboygan,MI,51.6,489,2020
Chippewa,MI,40.8,229,2020
Clare,MI,47.7,452,2020
Clinton,MI,41.1,243,2020
Crawford,MI,50.9,485,2020
Delta,MI,47.5,449,2020
Dickinson,MI,47.4,447,2020
Eaton,MI,41.1,243,2020
Emmet,MI,45.7,413,2020
Genesee,MI,40.5,212,2020
Gladwin,MI,50.6,483,2020
Gogebic,MI,50.0,478,2020
Grand Traverse,MI,43.0,330,2020
Gratiot,MI,40.0,190,2020
Hillsdale,MI,42.1,289,2020
Houghton,MI,33.2,29,2020
Huron,MI,49.3,473,2020
Ingham,MI,32.4,22,2020
Ionia,MI,38.6,136,2020
Iosco,MI,52.9,496,2020
Iron,MI,53.6,499,2020
Isabella,MI,28.7,6,2020
Jackson,MI,41.6,265,2020
Kalamazoo,MI,34.5,43,2020
Kalkaska,MI,44.3,377,2020
Kent,MI,35.4,54,2020
Keweenaw,MI,58.3,509,2020
Lake,MI,53.8,500,2020
Lapeer,MI,44.2,372,2020
Leelanau,MI,54.6,503,2020
Lenawee,MI,42.1,289,2020
Livingston,MI,43.7,355,2020
Luce,MI,45.2,403,2020
Mackinac,MI,53.1,497,2020
Macomb,MI,41.0,239,2020
Manistee,MI,49.5,474,2020
Marquette,MI,39.2,156,2020
Mason,MI,46.3,426,2020
Mecosta,MI,38.0,116,2020
Menominee,MI,49.2,472,2020
Midland,MI,41.7,270,2020
Missaukee,MI,43.3,341,2020
Monroe,MI,42.8,320,2020
Montcalm,MI,40.8,229,2020
Montmorency,MI,56.0,506,2020
Muskegon,MI,39.3,160,2020
Newaygo,MI,42.4,303,2020
Oakland,MI,41.0,239,2020
Oceana,MI,43.6,352,2020
Ogemaw,MI,50.6,483,2020
Ontonagon,MI,59.1,510,2020
Osceola,MI,44.3,377,2020
Oscoda,MI,52.3,493,2020
Otsego,MI,44.8,392,2020
Ottawa,MI,35.5,56,2020
Presque Isle,MI,55.7,505,2020
Roscommon,MI,56.6,507,2020
Saginaw,MI,41.0,239,2020
St. Clair,MI,44.0,366,2020
St. Joseph,MI,39.8,182,2020
Sanilac,MI,45.4,408,2020
Schoolcraft,MI,52.3,493,2020
Shiawassee,MI,43.0,330,2020
Tuscola,MI,44.8,392,2020
Van Buren,MI,41.1,243,2020
Washtenaw,MI,33.9,36,2020
Wayne,MI,37.9,113,2020
Wexford,MI,41.7,270,2020
Aitkin,MN,55.9,506,2020
Anoka,MN,38.6,136,2020
Becker,MN,42.3,299,2020
Beltrami,MN,34.1,38,2020
Benton,MN,36.0,67,2020
Big Stone,MN,48.5,463,2020
Blue Earth,MN,31.3,16,2020
Brown,MN,42.0,284,2020
Carlton,MN,41.2,248,2020
Carver,MN,38.1,119,2020
Cass,MN,48.9,469,2020
Chippewa,MN,42.1,289,2020
Chisago,MN,41.3,253,2020
Clay,MN,32.7,25,2020
Clearwater,MN,42.3,299,2020
Cook,MN,52.8,495,2020
Cottonwood,MN,42.6,312,2020
Crow Wing,MN,44.7,389,2020
Dakota,MN,38.0,116,2020
Dodge,MN,38.7,139,2020
Douglas,MN,44.3,377,2020
Faribault,MN,45.3,407,2020
Fillmore,MN,42.1,289,2020
Freeborn,MN,44.5,385,2020
Goodhue,MN,42.6,312,2020
Grant,MN,44.8,392,2020
Hennepin,MN,36.7,84,2020
Houston,MN,45.3,407,2020
Hubbard,MN,49.0,470,2020
Isanti,MN,39.8,182,2020
Itasca,MN,46.6,432,2020
Jackson,MN,45.0,398,2020
Kanabec,MN,45.3,407,2020
Kandiyohi,MN,39.0,148,2020
Kittson,MN,48.0,458,2020
Koochiching,MN,50.0,478,2020
Lac qui Parle,MN,49.9,477,2020
Lake,MN,50.5,482,2020
Lake of the Woods,MN,51.0,486,2020
Le Sueur,MN,41.0,239,2020
Lincoln,MN,45.3,407,2020
Lyon,MN,35.9,64,2020
McLeod,MN,40.9,234,2020
Mahnomen,MN,35.8,62,2020
Marshall,MN,43.1,334,2020
Martin,MN,45.5,411,2020
Meeker,MN,41.8,274,2020
Mille Lacs,MN,40.4,206,2020
Morrison,MN,41.9,279,2020
Mower,MN,39.1,151,2020
Murray,MN,47.9,455,2020
Nicollet,MN,36.1,70,2020
Nobles,MN,36.1,70,2020
Norman,MN,43.2,338,2020
Olmsted,MN,37.4,99,2020
Otter Tail,MN,46.8,437,2020
Pennington,MN,39.3,160,2020
Pine,MN,45.6,412,2020
Pipestone,MN,42.1,289,2020
Polk,MN,38.9,144,2020
Pope,MN,46.5,430,2020
Ramsey,MN,35.2,50,2020
Red Lake,MN,43.0,330,2020
Redwood,MN,41.5,260,2020
Renville,MN,44.0,366,2020
Rice,MN,36.6,81,2020
Rock,MN,41.0,239,2020
Roseau,MN,41.6,265,2020
St. Louis,MN,41.0,239,2020
Scott,MN,36.8,86,2020
Sherburne,MN,36.1,70,2020
Sibley,MN,41.8,274,2020
Stearns,MN,34.8,47,2020
Steele,MN,39.2,156,2020
Stevens,MN,33.8,35,2020
Swift,MN,43.8,358,2020
Todd,MN,43.9,362,2020
Traverse,MN,46.6,432,2020
Wabasha,MN,45.4,408,2020
Wadena,MN,41.3,253,2020
Waseca,MN,40.6,217,2020
Washington,MN,39.5,169,2020
Watonwan,MN,40.7,223,2020
Wilkin,MN,43.0,330,2020
Winona,MN,35.6,58,2020
Wright,MN,37.1,93,2020
Yellow Medicine,MN,42.5,308,2020
Adams,MS,39.9,185,2020
Alcorn,MS,40.0,190,2020
Amite,MS,47.3,446,2020
Attala,MS,39.7,178,2020
Benton,MS,42.3,299,2020
Bolivar,MS,36.0,67,2020
Calhoun,MS,42.3,299,2020
Carroll,MS,46.9,438,2020
Chickasaw,MS,39.8,182,2020
Choctaw,MS,43.9,362,2020
Claiborne,MS,34.1,38,2020
Clarke,MS,42.3,299,2020
Clay,MS,39.2,156,2020
Coahoma,MS,35.4,54,2020
Copiah,MS,38.6,136,2020
Covington,MS,37.0,90,2020
DeSoto,MS,37.1,93,2020
Forrest,MS,32.5,23,2020
Franklin,MS,43.2,338,2020
George,MS,36.6,81,2020
Greene,MS,40.1,194,2020
Grenada,MS,39.7,178,2020
Hancock,MS,44.7,389,2020
Harrison,MS,36.5,78,2020
Hinds,MS,35.3,52,2020
Holmes,MS,35.0,49,2020
Humphreys,MS,38.0,116,2020
Issaquena,MS,43.6,352,2020
Itawamba,MS,40.5,212,2020
Jackson,MS,38.9,144,2020
Jasper,MS,41.3,253,2020
Jefferson,MS,40.7,223,2020
Jefferson Davis,MS,44.5,385,2020
Jones,MS,37.5,103,2020
Kemper,MS,38.6,136,2020
Lafayette,MS,30.5,11,2020
Lamar,MS,36.6,81,2020
Lauderdale,MS,37.9,113,2020
Lawrence,MS,40.7,223,2020
Leake,MS,37.7,108,2020
Lee,MS,37.5,103,2020
Leflore,MS,34.1,38,2020
Lincoln,MS,39.5,169,2020
Lowndes,MS,37.5,103,2020
Madison,MS,37.4,99,2020
Marion,MS,40.7,223,2020
Marshall,MS,41.4,256,2020
Monroe,MS,41.2,248,2020
Montgomery,MS,42.8,320,2020
Neshoba,MS,37.3,97,2020
Newton,MS,37.6,106,2020
Noxubee,MS,37.5,103,2020
Oktibbeha,MS,26.1,2,2020
Panola,MS,39.2,156,2020
Pearl River,MS,41.7,270,2020
Perry,MS,41.6,265,2020
Pike,MS,37.5,103,2020
Pontotoc,MS,37.0,90,2020
Prentiss,MS,39.4,165,2020
Quitman,MS,40.1,194,2020
Rankin,MS,38.0,116,2020
Scott,MS,36.7,84,2020
Sharkey,MS,41.2,248,2020
Simpson,MS,39.9,185,2020
Smith,MS,42.1,289,2020
Stone,MS,39.7,178,2020
Sunflower,MS,36.3,74,2020
Tallahatchie,MS,36.4,76,2020
Tate,MS,38.6,136,2020
Tippah,MS,39.2,156,2020
Tishomingo,MS,43.2,338,2020
Tunica,MS,34.6,45,2020
Union,MS,38.6,136,2020
Walthall,MS,39.6,173,2020
Warren,MS,39.6,173,2020
Washington,MS,37.1,93,2020
Wayne,MS,41.1,243,2020
Webster,MS,40.5,212,2020
Wilkinson,MS,38.5,133,2020
Winston,MS,41.5,260,2020
Yalobusha,MS,44.0,366,2020
Yazoo,MS,35.8,62,2020
Adair,MO,27.9,4,2020
Andrew,MO,41.9,279,2020
Atchison,MO,48.3,461,2020
Audrain,MO,40.0,190,2020
Barry,MO,43.6,352,2020
Barton,MO,41.7,270,2020
Bates,MO,41.3,253,2020
Benton,MO,54.1,501,2020
Bollinger,MO,44.9,395,2020
Boone,MO,31.6,17,2020
Buchanan,MO,38.3,125,2020
Butler,MO,41.2,248,2020
Caldwell,MO,42.9,325,2020
Callaway,MO,38.7,139,2020
Camden,MO,52.1,491,2020
Cape Girardeau,MO,36.7,84,2020
Carroll,MO,44.2,372,2020
Carter,MO,41.5,260,2020
Cass,MO,39.9,185,2020
Cedar,MO,44.3,377,2020
Chariton,MO,46.2,425,2020
Christian,MO,38.6,136,2020
Clark,MO,44.4,380,2020
Clay,MO,37.2,95,2020
Clinton,MO,40.6,217,2020
Cole,MO,39.0,148,2020
Cooper,MO,38.8,141,2020
Crawford,MO,42.2,293,2020
Dade,MO,46.4,428,2020
Dallas,MO,43.3,341,2020
Daviess,MO,40.9,234,2020
DeKalb,MO,41.0,239,2020
Dent,MO,45.6,412,2020
Douglas,MO,47.8,453,2020
Dunklin,MO,39.4,165,2020
Franklin,MO,40.6,217,2020
Gasconade,MO,47.5,449,2020
Gentry,MO,40.3,202,2020
Greene,MO,36.3,74,2020
Grundy,MO,40.5,212,2020
Harrison,MO,42.8,320,2020
Henry,MO,44.3,377,2020
Hickory,MO,55.0,504,2020
Holt,MO,48.7,467,2020
Howard,MO,38.8,141,2020
Howell,MO,40.8,229,2020
Iron,MO,45.9,418,2020
Jackson,MO,36.8,86,2020
Jasper,MO,36.2,71,2020
Jefferson,MO,39.6,173,2020
Johnson,MO,30.3,10,2020
Knox,MO,44.2,372,2020
Laclede,MO,39.2,156,2020
Lafayette,MO,42.4,303,2020
Lawrence,MO,38.7,139,2020
Lewis,MO,40.9,234,2020
Lincoln,MO,37.4,99,2020
Linn,MO,42.0,284,2020
Livingston,MO,40.0,190,2020
McDonald,MO,38.2,122,2020
Macon,MO,43.1,334,2020
Madison,MO,41.9,279,2020
Maries,MO,45.3,407,2020
Marion,MO,38.9,144,2020
Mercer,MO,42.7,316,2020
Miller,MO,40.5,212,2020
Mississippi,MO,41.0,239,2020
Moniteau,MO,37.7,108,2020
Monroe,MO,46.6,432,2020
Montgomery,MO,43.9,362,2020
Morgan,MO,46.0,419,2020
New Madrid,MO,41.7,270,2020
Newton,MO,39.7,178,2020
Nodaway,MO,30.0,9,2020
Oregon,MO,46.5,430,2020
Osage,MO,41.3,253,2020
Ozark,MO,51.8,490,2020
Pemiscot,MO,38.1,119,2020
Perry,MO,41.2,248,2020
Pettis,MO,37.8,110,2020
Phelps,MO,35.8,62,2020
Pike,MO,38.6,136,2020
Platte,MO,38.3,125,2020
Polk,MO,38.1,119,2020
Pulaski,MO,27.8,3,2020
Putnam,MO,46.4,428,2020
Ralls,MO,45.2,403,2020
Randolph,MO,39.2,156,2020
Ray,MO,42.4,303,2020
Reynolds,MO,46.3,426,2020
Ripley,MO,42.1,289,2020
St. Charles,MO,39.0,148,2020
St. Clair,MO,49.3,473,2020
Ste. Genevieve,MO,43.7,355,2020
St. Francois,MO,39.2,156,2020
St. Louis,MO,36.0,67,2020
Saline,MO,36.7,84,2020
Schuyler,MO,39.5,169,2020
Scotland,MO,36.3,74,2020
Scott,MO,40.1,194,2020
Shannon,MO,45.0,398,2020
Shelby,MO,42.8,320,2020
Stoddard,MO,42.0,284,2020
Stone,MO,54.2,502,2020
Sullivan,MO,42.3,299,2020
Taney,MO,43.2,338,2020
Texas,MO,43.1,334,2020
Vernon,MO,41.7,270,2020
Warren,MO,41.2,248,2020
Washington,MO,40.5,212,2020
Wayne,MO,48.2,460,2020
Webster,MO,36.4,76,2020
Worth,MO,48.2,460,2020
Wright,MO,41.5,260,2020
Beaverhead,MT,42.6,312,2020
Big Horn,MT,31.4,16,2020
Blaine,MT,33.5,32,2020
Broadwater,MT,47.1,442,2020
Carbon,MT,51.1,486,2020
Carter,MT,53.3,498,2020
Cascade,MT,38.0,116,2020
Chouteau,MT,40.9,234,2020
Custer,MT,42.5,308,2020
Daniels,MT,51.4,488,2020
Dawson,MT,41.7,270,2020
Deer Lodge,MT,49.0,470,2020
Fallon,MT,35.3,52,2020
Fergus,MT,45.0,398,2020
Flathead,MT,42.2,293,2020
Gallatin,MT,33.4,31,2020
Garfield,MT,40.1,194,2020
Glacier,MT,32.5,23,2020
Golden Valley,MT,55.0,504,2020
Granite,MT,54.6,503,2020
Hill,MT,34.5,43,2020
Jefferson,MT,47.5,449,2020
Judith Basin,MT,53.9,500,2020
Lake,MT,42.3,299,2020
Lewis and Clark,MT,41.3,253,2020
Liberty,MT,40.1,194,2020
Lincoln,MT,52.5,494,2020
McCone,MT,49.4,473,2020
Madison,MT,53.1,497,2020
