county,state,medianAge,medianAgeBucket,year
Fairbanks North Star,AK,31.5,16,2020
Haines,AK,40.9,234,2020
Hoonah-Angoon,AK,52.1,491,2020
Juneau City,AK,38.5,133,2020
Kenai Peninsula,AK,40.9,234,2020
Ketchikan Gateway,AK,40.0,190,2020
Kodiak,AK,34.7,46,2020
Kusilvak,AK,24.1,0,2020
Lake and Peninsula,AK,32.9,27,2020
Matanuska-Susitna,AK,35.5,56,2020
Nome,AK,28.4,6,2020
North Slope,AK,34.2,39,2020
Northwest Arctic,AK,28.5,6,2020
Petersburg,AK,48.8,468,2020
Prince of Wales-Hyder,AK,42.1,289,2020
Sitka City,AK,39.1,151,2020
Skagway,AK,40.9,234,2020
Southeast Fairbanks,AK,36.8,86,2020
Wrangell City,AK,47.8,453,2020
Yakutat City,AK,36.3,74,2020
Yukon-Koyukuk,AK,35.3,52,2020
Apache,AZ,35.4,54,2020
Cochise,AZ,41.0,239,2020
Coconino,AZ,31.0,14,2020
Gila,AZ,50.4,481,2020
Graham,AZ,33.7,34,2020
Greenlee,AZ,35.7,60,2020
La Paz,AZ,57.4,508,2020
Maricopa,AZ,36.6,81,2020
Mohave,AZ,52.3,493,2020
Navajo,AZ,38.2,122,2020
Pima,AZ,38.7,139,2020
Pinal,AZ,39.8,182,2020
Santa Cruz,AZ,37.2,95,2020
Yavapai,AZ,54.1,501,2020
Yuma,AZ,34.8,47,2020
Arkansas,AR,41.0,239,2020
Ashley,AR,42.3,299,2020
Baxter,AR,52.3,493,2020
Benton,AR,35.5,56,2020
Boone,AR,42.9,325,2020
Bradley,AR,40.3,202,2020
Calhoun,AR,45.3,407,2020
Carroll,AR,44.8,392,2020
Chicot,AR,43.4,344,2020
Clark,AR,32.6,24,2020
Clay,AR,42.7,316,2020
Cleburne,AR,49.5,474,2020
Cleveland,AR,42.5,308,2020
Columbia,AR,35.5,56,2020
Conway,AR,42.7,316,2020
Craighead,AR,34.4,42,2020
Crawford,AR,39.2,156,2020
Crittenden,AR,35.3,52,2020
Cross,AR,40.7,223,2020
Dallas,AR,45.1,401,2020
Desha,AR,40.8,229,2020
Drew,AR,37.3,97,2020
Faulkner,AR,33.3,31,2020
Franklin,AR,41.8,274,2020
Fulton,AR,48.7,467,2020
Garland,AR,45.1,401,2020
Grant,AR,40.1,194,2020
Greene,AR,37.7,108,2020
Hempstead,AR,40.8,229,2020
Hot Spring,AR,40.9,234,2020
Howard,AR,39.6,173,2020
Independence,AR,39.4,165,2020
Izard,AR,48.0,458,2020
Jackson,AR,40.0,190,2020
Jefferson,AR,39.5,169,2020
Johnson,AR,38.4,128,2020
Lafayette,AR,48.0,458,2020
Lawrence,AR,40.4,206,2020
Lee,AR,42.3,299,2020
Lincoln,AR,38.7,139,2020
Little River,AR,42.8,320,2020
Logan,AR,43.0,330,2020
Lonoke,AR,36.7,84,2020
Madison,AR,41.0,239,2020
Marion,AR,52.1,491,2020
Miller,AR,39.7,178,2020
Mississippi,AR,36.8,86,2020
Monroe,AR,46.0,419,2020
Montgomery,AR,50.6,483,2020
Nevada,AR,44.6,387,2020
Newton,AR,49.1,471,2020
Ouachita,AR,44.4,380,2020
Perry,AR,44.0,366,2020
Phillips,AR,39.5,169,2020
Pike,AR,43.7,355,2020
Poinsett,AR,39.9,185,2020
Polk,AR,44.4,380,2020
Pope,AR,35.6,58,2020
Prairie,AR,46.0,419,2020
Pulaski,AR,37.4,99,2020
Randolph,AR,40.0,190,2020
St. Francis,AR,38.7,139,2020
Saline,AR,39.6,173,2020
Scott,AR,41.2,248,2020
Searcy,AR,48.4,462,2020
Sebastian,AR,37.9,113,2020
Sevier,AR,35.2,50,2020
Sharp,AR,47.9,455,2020
Stone,AR,50.0,478,2020
Union,AR,41.3,253,2020
Van Buren,AR,48.6,465,2020
Washington,AR,32.2,21,2020
White,AR,37.1,93,2020
Woodruff,AR,46.1,422,2020
Yell,AR,40.0,190,2020
Alameda,CA,37.8,110,2020
Alpine,CA,47.6,451,2020
Amador,CA,49.9,477,2020
Butte,CA,36.9,88,2020
Calaveras,CA,52.8,495,2020
Colusa,CA,35.4,54,2020
Contra Costa,CA,39.9,185,2020
Del Norte,CA,40.0,190,2020
El Dorado,CA,46.3,426,2020
Fresno,CA,32.4,22,2020
Glenn,CA,35.9,64,2020
Humboldt,CA,38.9,144,2020
Imperial,CA,32.5,23,2020
Inyo,CA,45.3,407,2020
Kern,CA,31.9,19,2020
Kings,CA,32.0,20,2020
Lake,CA,45.3,407,2020
Lassen,CA,36.8,86,2020
Los Angeles,CA,36.7,84,2020
Madera,CA,34.1,38,2020
Marin,CA,47.1,442,2020
Mariposa,CA,51.8,490,2020
Mendocino,CA,43.4,344,2020
Merced,CA,31.2,15,2020
Modoc,CA,47.6,451,2020
Mono,CA,39.5,169,2020
Monterey,CA,34.7,46,2020
Napa,CA,41.8,274,2020
Nevada,CA,50.5,482,2020
Orange,CA,38.3,125,2020
Placer,CA,42.2,293,2020
Plumas,CA,51.9,490,2020
Riverside,CA,35.8,62,2020
Sacramento,CA,36.4,76,2020
San Benito,CA,35.7,60,2020
San Bernardino,CA,33.6,33,2020
San Diego,CA,36.1,70,2020
San Francisco,CA,38.3,125,2020
San Joaquin,CA,34.4,42,2020
San Luis Obispo,CA,39.5,169,2020
San Mateo,CA,39.8,182,2020
Santa Barbara,CA,33.8,35,2020
Santa Clara,CA,37.2,95,2020
Santa Cruz,CA,38.2,122,2020
Shasta,CA,41.7,270,2020
Sierra,CA,54.0,501,2020
Siskiyou,CA,47.7,452,2020
Solano,CA,38.3,125,2020
Sonoma,CA,42.4,303,2020
Stanislaus,CA,34.3,40,2020
Sutter,CA,35.8,62,2020
Tehama,CA,40.6,217,2020
Trinity,CA,52.4,493,2020
Tulare,CA,31.2,15,2020
Tuolumne,CA,48.7,467,2020
Ventura,CA,38.5,133,2020
Yolo,CA,31.1,14,2020
Yuba,CA,33.0,28,2020
Adams,CO,34.0,36,2020
Alamosa,CO,32.3,21,2020
Arapahoe,CO,36.8,86,2020
Archuleta,CO,50.3,480,2020
Baca,CO,45.9,418,2020
Bent,CO,40.6,217,2020
Boulder,CO,36.9,88,2020
Broomfield,CO,38.4,128,2020
Chaffee,CO,49.0,470,2020
Cheyenne,CO,41.1,243,2020
Clear Creek,CO,48.6,465,2020
Conejos,CO,38.5,133,2020
Costilla,CO,49.6,475,2020
Crowley,CO,38.8,141,2020
Custer,CO,60.1,511,2020
Delta,CO,47.7,452,2020
Denver,CO,34.6,45,2020
Dolores,CO,57.5,509,2020
Douglas,CO,39.0,148,2020
Eagle,CO,36.8,86,2020
Elbert,CO,46.2,425,2020
El Paso,CO,34.4,42,2020
Fremont,CO,45.2,403,2020
Garfield,CO,36.6,81,2020
Gilpin,CO,49.1,471,2020
Grand,CO,43.5,347,2020
Gunnison,CO,34.8,47,2020
Hinsdale,CO,55.5,505,2020
Huerfano,CO,55.6,505,2020
Jackson,CO,53.9,500,2020
Jefferson,CO,40.2,199,2020
Kiowa,CO,39.8,182,2020
Kit Carson,CO,38.4,128,2020
Lake,CO,37.8,110,2020
La Plata,CO,40.8,229,2020
Larimer,CO,36.2,71,2020
Las Animas,CO,46.2,425,2020
Lincoln,CO,37.7,108,2020
Logan,CO,38.9,144,2020
Mesa,CO,40.0,190,2020
Mineral,CO,51.0,486,2020
Moffat,CO,36.7,84,2020
Montezuma,CO,45.2,403,2020
Montrose,CO,45.5,411,2020
Morgan,CO,36.2,71,2020
Otero,CO,40.4,206,2020
Ouray,CO,53.5,499,2020
Park,CO,51.9,490,2020
Phillips,CO,37.5,103,2020
Pitkin,CO,43.3,341,2020
Prowers,CO,38.5,133,2020
Pueblo,CO,39.7,178,2020
Rio Blanco,CO,37.6,106,2020
Rio Grande,CO,41.2,248,2020
Routt,CO,40.5,212,2020
Saguache,CO,49.1,471,2020
San Juan,CO,45.1,401,2020
San Miguel,CO,42.1,289,2020
Sedgwick,CO,39.7,178,2020
Summit,CO,38.2,122,2020
Teller,CO,50.2,479,2020
Washington,CO,41.3,253,2020
Weld,CO,34.6,45,2020
Yuma,CO,38.9,144,2020
Fairfield,CT,40.8,229,2020
Hartford,CT,40.4,206,2020
Litchfield,CT,47.5,449,2020
Middlesex,CT,45.8,416,2020
New Haven,CT,40.5,212,2020
New London,CT,41.4,256,2020
Tolland,CT,37.6,106,2020
Windham,CT,41.2,248,2020
Kent,DE,38.1,119,2020
New Castle,DE,38.7,139,2020
Sussex,DE,50.3,480,2020
District of,,34.1,38,2020
Alachua,FL,31.7,18,2020
Baker,FL,37.8,110,2020
Bay,FL,40.6,217,2020
Bradford,FL,39.8,182,2020
Brevard,FL,47.2,445,2020
Broward,FL,40.5,212,2020
Calhoun,FL,41.9,279,2020
Charlotte,FL,59.5,511,2020
Citrus,FL,56.7,508,2020
Clay,FL,39.8,182,2020
Collier,FL,51.3,487,2020
Columbia,FL,40.6,217,2020
DeSoto,FL,40.7,223,2020
Dixie,FL,46.2,425,2020
Duval,FL,36.3,74,2020
Escambia,FL,37.3,97,2020
Flagler,FL,51.8,490,2020
Franklin,FL,47.3,446,2020
Gadsden,FL,41.4,256,2020
Gilchrist,FL,41.7,270,2020
Glades,FL,47.9,455,2020
Gulf,FL,46.3,426,2020
Hamilton,FL,40.0,190,2020
Hardee,FL,35.4,54,2020
Hendry,FL,35.0,49,2020
Hernando,FL,48.8,468,2020
Highlands,FL,54.1,501,2020
Hillsborough,FL,37.4,99,2020
Holmes,FL,42.2,293,2020
Indian River,FL,54.0,501,2020
Jackson,FL,42.2,293,2020
Jefferson,FL,47.3,446,2020
Lafayette,FL,38.6,136,2020
Lake,FL,47.0,441,2020
Lee,FL,48.8,468,2020
Leon,FL,31.3,16,2020
Levy,FL,47.0,441,2020
Liberty,FL,40.6,217,2020
Madison,FL,44.2,372,2020
Manatee,FL,48.8,468,2020
Marion,FL,48.7,467,2020
Martin,FL,52.7,495,2020
Miami-Dade,FL,40.2,199,2020
Monroe,FL,47.9,455,2020
Nassau,FL,45.8,416,2020
Okaloosa,FL,36.9,88,2020
Okeechobee,FL,40.9,234,2020
Orange,FL,35.3,52,2020
Osceola,FL,36.0,67,2020
Palm Beach,FL,45.0,398,2020
Pasco,FL,44.5,385,2020
Pinellas,FL,48.4,462,2020
Polk,FL,40.2,199,2020
Putnam,FL,45.0,398,2020
St. Johns,FL,43.7,355,2020
St. Lucie,FL,45.5,411,2020
Santa Rosa,FL,40.0,190,2020
Sarasota,FL,56.6,507,2020
Seminole,FL,39.3,160,2020
Sumter,FL,68.0,511,2020
Suwannee,FL,43.5,347,2020
Taylor,FL,43.2,338,2020
Union,FL,39.8,182,2020
Volusia,FL,46.5,430,2020
Wakulla,FL,42.3,299,2020
Walton,FL,44.1,369,2020
Washington,FL,41.3,253,2020
Appling,GA,39.9,185,2020
Atkinson,GA,35.9,64,2020
Bacon,GA,36.5,78,2020
Baker,GA,52.2,492,2020
Baldwin,GA,35.8,62,2020
Banks,GA,41.5,260,2020
Barrow,GA,36.0,67,2020
Bartow,GA,38.2,122,2020
Ben Hill,GA,39.5,169,2020
Berrien,GA,39.8,182,2020
Bibb,GA,36.3,74,2020
Bleckley,GA,36.0,67,2020
Brantley,GA,40.8,229,2020
Brooks,GA,43.6,352,2020
Bryan,GA,34.1,38,2020
Bulloch,GA,29.2,7,2020
Burke,GA,38.1,119,2020
Butts,GA,38.9,144,2020
Calhoun,GA,39.6,173,2020
Camden,GA,33.3,31,2020
Candler,GA,40.2,199,2020
Carroll,GA,35.0,49,2020
Catoosa,GA,40.8,229,2020
Charlton,GA,40.5,212,2020
Chatham,GA,35.9,64,2020
Chattahoochee,GA,24.0,0,2020
Chattooga,GA,40.0,190,2020
Cherokee,GA,39.0,148,2020
Clarke,GA,28.3,5,2020
Clay,GA,53.1,497,2020
Clayton,GA,32.5,23,2020
Clinch,GA,38.8,141,2020
Cobb,GA,36.8,86,2020
Coffee,GA,36.9,88,2020
Colquitt,GA,37.3,97,2020
Columbia,GA,37.1,93,2020
Cook,GA,37.5,103,2020
Coweta,GA,39.0,148,2020
Crawford,GA,44.6,387,2020
Crisp,GA,40.2,199,2020
Dade,GA,42.7,316,2020
Dawson,GA,43.8,358,2020
Decatur,GA,38.0,116,2020
DeKalb,GA,35.9,64,2020
Dodge,GA,41.9,279,2020
Dooly,GA,42.7,316,2020
Dougherty,GA,35.8,62,2020
Douglas,GA,36.6,81,2020
Early,GA,40.1,194,2020
Echols,GA,40.3,202,2020
Effingham,GA,36.0,67,2020
Elbert,GA,43.3,341,2020
Emanuel,GA,36.9,88,2020
Evans,GA,37.4,99,2020
Fannin,GA,52.3,493,2020
Fayette,GA,43.4,344,2020
Floyd,GA,38.4,128,2020
Forsyth,GA,38.8,141,2020
Franklin,GA,41.2,248,2020
Fulton,GA,35.7,60,2020
Gilmer,GA,47.9,455,2020
Glascock,GA,43.2,338,2020
Glynn,GA,42.2,293,2020
Gordon,GA,38.4,128,2020
Grady,GA,39.4,165,2020
Greene,GA,50.7,484,2020
Gwinnett,GA,35.5,56,2020
Habersham,GA,39.3,160,2020
Hall,GA,37.2,95,2020
Hancock,GA,47.6,451,2020
Haralson,GA,40.4,206,2020
Harris,GA,43.3,341,2020
Hart,GA,44.3,377,2020
Heard,GA,42.4,303,2020
Henry,GA,37.1,93,2020
Houston,GA,35.6,58,2020
Irwin,GA,39.7,178,2020
Jackson,GA,38.4,128,2020
Jasper,GA,43.2,338,2020
Jeff Davis,GA,36.8,86,2020
Jefferson,GA,40.0,190,2020
Jenkins,GA,41.9,279,2020
Johnson,GA,41.6,265,2020
Jones,GA,40.4,206,2020
Lamar,GA,38.5,133,2020
Lanier,GA,37.0,90,2020
Laurens,GA,39.4,165,2020
Lee,GA,37.1,93,2020
Liberty,GA,28.8,7,2020
Lincoln,GA,47.0,441,2020
Long,GA,31.6,17,2020
Lowndes,GA,30.6,12,2020
Lumpkin,GA,36.3,74,2020
McDuffie,GA,38.2,122,2020
McIntosh,GA,51.0,486,2020
Macon,GA,40.0,190,2020
Madison,GA,40.5,212,2020
Marion,GA,44.8,392,2020
Meriwether,GA,42.2,293,2020
Miller,GA,42.8,320,2020
Mitchell,GA,39.1,151,2020
Monroe,GA,42.9,325,2020
Montgomery,GA,40.0,190,2020
Morgan,GA,44.1,369,2020
Murray,GA,38.8,141,2020
Muscogee,GA,34.4,42,2020
Newton,GA,36.5,78,2020
Oconee,GA,40.1,194,2020
Oglethorpe,GA,42.7,316,2020
Paulding,GA,36.3,74,2020
Peach,GA,38.0,116,2020
Pickens,GA,46.1,422,2020
Pierce,GA,39.0,148,2020
Pike,GA,40.6,217,2020
Polk,GA,37.3,97,2020
Pulaski,GA,41.0,239,2020
Putnam,GA,47.8,453,2020
Quitman,GA,56.9,508,2020
Rabun,GA,49.8,476,2020
Randolph,GA,39.9,185,2020
Richmond,GA,34.4,42,2020
Rockdale,GA,38.5,133,2020
Schley,GA,39.1,151,2020
Screven,GA,41.9,279,2020
Seminole,GA,45.1,401,2020
Spalding,GA,39.0,148,2020
Stephens,GA,41.6,265,2020
Stewart,GA,39.2,156,2020
Sumter,GA,35.7,60,2020
Talbot,GA,50.3,480,2020
Taliaferro,GA,45.2,403,2020
Tattnall,GA,37.7,108,2020
Taylor,GA,44.0,366,2020
Telfair,GA,42.1,289,2020
Terrell,GA,40.3,202,2020
Thomas,GA,39.5,169,2020
Tift,GA,36.1,70,2020
Toombs,GA,36.9,88,2020
Towns,GA,53.5,499,2020
Treutlen,GA,39.1,151,2020
Troup,GA,36.7,84,2020
Turner,GA,39.7,178,2020
Twiggs,GA,47.2,445,2020
Union,GA,55.2,504,2020
Upson,GA,42.2,293,2020
Walker,GA,41.7,270,2020
Walton,GA,39.1,151,2020
Ware,GA,39.3,160,2020
Warren,GA,45.2,403,2020
Washington,GA,41.0,239,2020
Wayne,GA,38.2,122,2020
Webster,GA,43.9,362,2020
Wheeler,GA,27.8,3,2020
White,GA,46.7,434,2020
Whitfield,GA,36.2,71,2020
Wilcox,GA,40.7,223,2020
Wilkes,GA,45.8,416,2020
Wilkinson,GA,43.0,330,2020
Worth,GA,42.6,312,2020
Hawaii,HI,42.8,320,2020
Honolulu,HI,38.2,122,2020
Kalawao,HI,43.8,358,2020
Kauai,HI,42.3,299,2020
Maui,HI,41.8,274,2020
Ada,ID,37.2,95,2020
Adams,ID,55.3,504,2020
Bannock,ID,34.1,38,2020
Bear Lake,ID,39.4,165,2020
Benewah,ID,46.0,419,2020
Bingham,ID,34.1,38,2020
Blaine,ID,43.7,355,2020
Boise,ID,54.4,502,2020
Bonner,ID,47.9,455,2020
Bonneville,ID,33.0,28,2020
Boundary,ID,43.8,358,2020
Butte,ID,46.8,437,2020
Camas,ID,44.5,385,2020
Canyon,ID,33.8,35,2020
Caribou,ID,37.9,113,2020
Cassia,ID,33.3,31,2020
Clark,ID,37.7,108,2020
Clearwater,ID,50.8,485,2020
Custer,ID,53.0,496,2020
Elmore,ID,31.8,18,2020
Franklin,ID,33.5,32,2020
Fremont,ID,37.8,110,2020
Gem,ID,45.0,398,2020
Gooding,ID,38.6,136,2020
Idaho,ID,50.5,482,2020
Jefferson,ID,31.9,19,2020
Jerome,ID,32.8,26,2020
Kootenai,ID,40.3,202,2020
Latah,ID,29.5,8,2020
Lemhi,ID,53.4,498,2020
Lewis,ID,48.7,467,2020
Lincoln,ID,35.8,62,2020
Madison,ID,23.5,0,2020
Minidoka,ID,35.2,50,2020
Nez Perce,ID,40.4,206,2020
Oneida,ID,39.5,169,2020
Owyhee,ID,40.4,206,2020
Payette,ID,39.4,165,2020
Power,ID,38.8,141,2020
Shoshone,ID,46.8,437,2020
Teton,ID,37.1,93,2020
Twin Falls,ID,35.0,49,2020
Valley,ID,50.4,481,2020
Washington,ID,45.0,398,2020
Adams,IL,41.4,256,2020
Alexander,IL,46.6,432,2020
Bond,IL,42.5,308,2020
Boone,IL,38.7,139,2020
Brown,IL,38.9,144,2020
Bureau,IL,44.2,372,2020
Calhoun,IL,46.8,437,2020
Carroll,IL,48.0,458,2020
Cass,IL,39.4,165,2020
Champaign,IL,30.4,11,2020
Christian,IL,43.7,355,2020
Clark,IL,41.9,279,2020
Clay,IL,42.1,289,2020
Clinton,IL,40.6,217,2020
Coles,IL,36.6,81,2020
Cook,IL,37.0,90,2020
Crawford,IL,42.2,293,2020
Cumberland,IL,42.2,293,2020
DeKalb,IL,31.3,16,2020
De Witt,IL,44.2,372,2020
Douglas,IL,38.2,122,2020
DuPage,IL,39.5,169,2020
Edgar,IL,45.8,416,2020
Edwards,IL,44.1,369,2020
Effingham,IL,39.5,169,2020
Fayette,IL,42.0,284,2020
Ford,IL,43.2,338,2020
Franklin,IL,43.0,330,2020
Fulton,IL,43.9,362,2020
Gallatin,IL,45.9,418,2020
Greene,IL,42.5,308,2020
Grundy,IL,38.1,119,2020
Hamilton,IL,44.3,377,2020
Hancock,IL,45.7,413,2020
Hardin,IL,48.8,468,2020
Henderson,IL,50.8,485,2020
Henry,IL,43.4,344,2020
Iroquois,IL,44.5,385,2020
Jackson,IL,32.1,20,2020
Jasper,IL,44.1,369,2020
Jefferson,IL,41.2,248,2020
Jersey,IL,43.0,330,2020
Jo Daviess,IL,50.4,481,2020
Johnson,IL,43.8,358,2020
Kane,IL,37.7,108,2020
Kankakee,IL,38.2,122,2020
Kendall,IL,35.5,56,2020
Knox,IL,42.0,284,2020
Lake,IL,38.5,133,2020
LaSalle,IL,42.1,289,2020
Lawrence,IL,41.6,265,2020
Lee,IL,43.5,347,2020
Livingston,IL,41.6,265,2020
Logan,IL,40.0,190,2020
McDonough,IL,33.7,34,2020
McHenry,IL,40.2,199,2020
McLean,IL,33.3,31,2020
Macon,IL,41.1,243,2020
Macoupin,IL,43.9,362,2020
Madison,IL,40.3,202,2020
Marion,IL,42.4,303,2020
Marshall,IL,46.4,428,2020
Mason,IL,45.4,408,2020
Massac,IL,43.7,355,2020
Menard,IL,43.4,344,2020
Mercer,IL,44.8,392,2020
Monroe,IL,42.3,299,2020
Montgomery,IL,43.0,330,2020
Morgan,IL,40.9,234,2020
Moultrie,IL,40.6,217,2020
Ogle,IL,42.5,308,2020
Peoria,IL,37.6,106,2020
Perry,IL,41.9,279,2020
Piatt,IL,42.1,289,2020
Pike,IL,42.2,293,2020
Pope,IL,56.8,508,2020
Pulaski,IL,45.5,411,2020
Putnam,IL,47.3,446,2020
Randolph,IL,42.2,293,2020
Richland,IL,42.5,308,2020
Rock Island,IL,40.1,194,2020
St. Clair,IL,39.1,151,2020
Saline,IL,42.2,293,2020
Sangamon,IL,40.6,217,2020
Schuyler,IL,48.0,458,2020
Scott,IL,45.0,398,2020
Shelby,IL,45.1,401,2020
Stark,IL,45.1,401,2020
Stephenson,IL,45.5,411,2020
Tazewell,IL,41.3,253,2020
Union,IL,43.8,358,2020
Vermilion,IL,40.8,229,2020
Wabash,IL,44.3,377,2020
Warren,IL,39.8,182,2020
Washington,IL,44.5,385,2020
Wayne,IL,43.6,352,2020
White,IL,44.8,392,2020
Whiteside,IL,43.6,352,2020
Will,IL,38.1,119,2020
Williamson,IL,41.0,239,2020
Winnebago,IL,39.8,182,2020
Woodford,IL,40.3,202,2020
Adams,IN,33.2,29,2020
Allen,IN,36.0,67,2020
Bartholomew,IN,38.0,116,2020
Benton,IN,40.8,229,2020
Blackford,IN,44.5,385,2020
Boone,IN,38.1,119,2020
Brown,IN,49.3,473,2020
Carroll,IN,43.2,338,2020
Cass,IN,40.6,217,2020
Clark,IN,39.1,151,2020
Clay,IN,42.1,289,2020
Clinton,IN,37.6,106,2020
Crawford,IN,42.7,316,2020
Daviess,IN,34.4,42,2020
Dearborn,IN,42.6,312,2020
Decatur,IN,39.6,173,2020
DeKalb,IN,38.5,133,2020
Delaware,IN,35.7,60,2020
Dubois,IN,40.3,202,2020
Elkhart,IN,35.6,58,2020
Fayette,IN,42.9,325,2020
Floyd,IN,39.9,185,2020
Fountain,IN,43.0,330,2020
Franklin,IN,42.0,284,2020
Fulton,IN,41.6,265,2020
Gibson,IN,40.6,217,2020
Grant,IN,40.2,199,2020
Greene,IN,43.1,334,2020
Hamilton,IN,37.6,106,2020
Hancock,IN,40.1,194,2020
Harrison,IN,42.6,312,2020
Hendricks,IN,37.9,113,2020
Henry,IN,42.0,284,2020
Howard,IN,41.4,256,2020
Huntington,IN,41.4,256,2020
Jackson,IN,39.2,156,2020
Jasper,IN,40.5,212,2020
Jay,IN,40.2,199,2020
Jefferson,IN,41.1,243,2020
Jennings,IN,39.4,165,2020
Johnson,IN,37.6,106,2020
Knox,IN,39.2,156,2020
Kosciusko,IN,38.9,144,2020
LaGrange,IN,31.8,18,2020
Lake,IN,39.1,151,2020
LaPorte,IN,40.3,202,2020
Lawrence,IN,43.5,347,2020
Madison,IN,40.5,212,2020
Marion,IN,34.4,42,2020
Marshall,IN,39.7,178,2020
Martin,IN,41.8,274,2020
Miami,IN,39.8,182,2020
Monroe,IN,29.9,9,2020
Montgomery,IN,40.6,217,2020
Morgan,IN,41.4,256,2020
Newton,IN,44.1,369,2020
Noble,IN,38.9,144,2020
Ohio,IN,47.8,453,2020
Orange,IN,42.3,299,2020
Owen,IN,45.3,407,2020
Parke,IN,43.2,338,2020
Perry,IN,42.2,293,2020
Pike,IN,44.3,377,2020
Porter,IN,39.4,165,2020
Posey,IN,42.7,316,2020
Pulaski,IN,41.4,256,2020
Putnam,IN,38.0,116,2020
Randolph,IN,42.9,325,2020
Ripley,IN,40.6,217,2020
Rush,IN,42.5,308,2020
St. Joseph,IN,36.7,84,2020
Scott,IN,41.8,274,2020
Shelby,IN,40.6,217,2020
Spencer,IN,44.3,377,2020
Starke,IN,41.6,265,2020
Steuben,IN,43.6,352,2020
Sullivan,IN,41.3,253,2020
Switzerland,IN,40.7,223,2020
Tippecanoe,IN,28.4,6,2020
Tipton,IN,44.9,395,2020
Union,IN,44.0,366,2020
Vanderburgh,IN,38.6,136,2020
Vermillion,IN,42.8,320,2020
Vigo,IN,36.4,76,2020
Wabash,IN,42.5,308,2020
Warren,IN,44.9,395,2020
Warrick,IN,41.5,260,2020
Washington,IN,41.2,248,2020
Wayne,IN,40.5,212,2020
Wells,IN,40.7,223,2020
White,IN,42.8,320,2020
Whitley,IN,41.8,274,2020
Adair,IA,45.2,403,2020
Adams,IA,47.2,445,2020
Allamakee,IA,44.2,372,2020
Appanoose,IA,45.8,416,2020
Audubon,IA,48.5,463,2020
Benton,IA,43.1,334,2020
Black Hawk,IA,35.4,54,2020
Boone,IA,42.1,289,2020
Bremer,IA,39.2,156,2020
Buchanan,IA,39.0,148,2020
Buena Vista,IA,35.0,49,2020
Butler,IA,43.9,362,2020
Calhoun,IA,44.5,385,2020
Carroll,IA,42.5,308,2020
Cass,IA,45.2,403,2020
Cedar,IA,42.8,320,2020
Cerro Gordo,IA,44.2,372,2020
Cherokee,IA,45.9,418,2020
Chickasaw,IA,43.7,355,2020
Clarke,IA,39.9,185,2020
Clay,IA,41.6,265,2020
Clayton,IA,48.2,460,2020
Clinton,IA,42.8,320,2020
Crawford,IA,36.4,76,2020
