county,state,population,populationBucket,year
Polk,IA,378054,488,2020
Pottawattamie,IA,74248,410,2020
Poweshiek,IA,15230,204,2020
Ringgold,IA,3850,47,2020
Sac,IA,7755,110,2020
Scott,IA,136657,449,2020
Shelby,IA,9336,131,2020
Sioux,IA,26443,291,2020
Story,IA,83010,418,2020
Tama,IA,13322,181,2020
Taylor,IA,4873,63,2020
Union,IA,9904,139,2020
Van Buren,IA,5638,76,2020
Wapello,IA,27988,298,2020
Warren,IA,39863,351,2020
Washington,IA,17334,224,2020
Wayne,IA,4982,65,2020
Webster,IA,29657,308,2020
Winnebago,IA,8534,122,2020
Winneshiek,IA,16912,221,2020
Woodbury,IA,78697,414,2020
Worth,IA,6077,83,2020
Wright,IA,9891,139,2020
Allen,KS,10077,143,2020
Anderson,KS,6050,82,2020
Atchison,KS,12787,175,2020
Barber,KS,3479,42,2020
Barton,KS,20626,251,2020
Bourbon,KS,11228,155,2020
Brown,KS,7411,105,2020
Butler,KS,51919,380,2020
Chase,KS,2116,24,2020
Chautauqua,KS,2667,31,2020
Cherokee,KS,15851,210,2020
Cheyenne,KS,2158,24,2020
Clark,KS,1567,14,2020
Clay,KS,6374,86,2020
Cloud,KS,6969,97,2020
Coffey,KS,6745,93,2020
Comanche,KS,1472,13,2020
Cowley,KS,27738,297,2020
Crawford,KS,31429,317,2020
Decatur,KS,2326,27,2020
Dickinson,KS,14762,198,2020
Doniphan,KS,6312,85,2020
Douglas,KS,101316,430,2020
Edwards,KS,2264,26,2020
Elk,KS,2028,22,2020
Ellis,KS,23006,272,2020
Ellsworth,KS,5176,67,2020
Finney,KS,26599,292,2020
Ford,KS,24710,281,2020
Franklin,KS,20196,248,2020
Geary,KS,23668,275,2020
Gove,KS,2079,23,2020
Graham,KS,1995,21,2020
Grant,KS,5242,69,2020
Gray,KS,4504,58,2020
Greeley,KS,893,6,2020
Greenwood,KS,4902,64,2020
Hamilton,KS,1879,20,2020
Harper,KS,4312,55,2020
Harvey,KS,27182,294,2020
Haskell,KS,2972,35,2020
Hodgeman,KS,1529,14,2020
Jackson,KS,10275,145,2020
Jefferson,KS,15278,205,2020
Jewell,KS,2368,27,2020
Johnson,KS,469488,494,2020
Kearny,KS,2841,34,2020
Kingman,KS,5778,78,2020
Kiowa,KS,1949,21,2020
Labette,KS,15638,208,2020
Lane,KS,1241,10,2020
Leavenworth,KS,64367,398,2020
Lincoln,KS,2384,27,2020
Linn,KS,7790,111,2020
Logan,KS,2177,25,2020
Lyon,KS,26589,291,2020
McPherson,KS,23108,272,2020
Marion,KS,9635,136,2020
Marshall,KS,7645,108,2020
Meade,KS,3200,38,2020
Miami,KS,26585,291,2020
Mitchell,KS,4858,63,2020
Montgomery,KS,25362,284,2020
Morris,KS,4526,58,2020
Morton,KS,2095,23,2020
Nemaha,KS,7786,111,2020
Neosho,KS,12555,172,2020
Ness,KS,2296,26,2020
Norton,KS,4476,57,2020
Osage,KS,12618,173,2020
Osborne,KS,2827,34,2020
Ottawa,KS,4680,60,2020
Pawnee,KS,5713,77,2020
Phillips,KS,4278,54,2020
Pottawatomie,KS,18005,231,2020
Pratt,KS,7274,103,2020
Rawlins,KS,2015,22,2020
Reno,KS,49945,376,2020
Republic,KS,3736,46,2020
Rice,KS,7628,108,2020
Riley,KS,62997,397,2020
Rooks,KS,3992,50,2020
Rush,KS,2394,28,2020
Russell,KS,5577,74,2020
Saline,KS,43129,359,2020
Scott,KS,3776,47,2020
Sedgwick,KS,397062,490,2020
Seward,KS,15630,208,2020
Shawnee,KS,140252,452,2020
Sheridan,KS,1977,21,2020
Sherman,KS,4738,61,2020
Smith,KS,2986,36,2020
Stafford,KS,3261,39,2020
Stanton,KS,1543,14,2020
Stevens,KS,4063,51,2020
Sumner,KS,17951,230,2020
Thomas,KS,6160,84,2020
Trego,KS,2347,27,2020
Wabaunsee,KS,5493,73,2020
Wallace,KS,1218,9,2020
Washington,KS,4429,56,2020
Wichita,KS,1690,17,2020
Wilson,KS,6846,94,2020
Woodson,KS,2590,30,2020
Wyandotte,KS,124296,443,2020
Adair,KY,16085,213,2020
Allen,KY,16574,218,2020
Anderson,KY,17813,229,2020
Ballard,KY,6460,87,2020
Barren,KY,34750,333,2020
Bath,KY,9618,135,2020
Bell,KY,21491,260,2020
Boone,KY,101829,431,2020
Bourbon,KY,16037,213,2020
Boyd,KY,38454,346,2020
Boyle,KY,24919,282,2020
Bracken,KY,6489,88,2020
Breathitt,KY,10468,147,2020
Breckinridge,KY,16189,215,2020
Bullitt,KY,65697,401,2020
Butler,KY,10180,144,2020
Caldwell,KY,10097,143,2020
Calloway,KY,32787,323,2020
Campbell,KY,76332,412,2020
Carlisle,KY,3766,46,2020
Carroll,KY,8209,118,2020
Carter,KY,21284,258,2020
Casey,KY,12752,175,2020
Christian,KY,53672,382,2020
Clark,KY,28922,304,2020
Clay,KY,16244,216,2020
Clinton,KY,8276,118,2020
Crittenden,KY,7139,100,2020
Cumberland,KY,5391,72,2020
Daviess,KY,78610,414,2020
Edmonson,KY,10163,144,2020
Elliott,KY,6225,84,2020
Estill,KY,11665,163,2020
Fayette,KY,261526,478,2020
Fleming,KY,11333,157,2020
Floyd,KY,28996,304,2020
Franklin,KY,41393,355,2020
Fulton,KY,4899,64,2020
Gallatin,KY,6924,96,2020
Garrard,KY,14153,192,2020
Grant,KY,19146,240,2020
Graves,KY,29194,305,2020
Grayson,KY,20778,253,2020
Green,KY,8947,127,2020
Greenup,KY,28757,303,2020
Hancock,KY,6898,96,2020
Hardin,KY,85904,421,2020
Harlan,KY,20931,255,2020
Harrison,KY,15041,202,2020
Hart,KY,14706,197,2020
Henderson,KY,36538,340,2020
Henry,KY,12787,175,2020
Hickman,KY,3720,46,2020
Hopkins,KY,36000,337,2020
Jackson,KY,10722,149,2020
Jefferson,KY,617396,499,2020
Jessamine,KY,41916,355,2020
Johnson,KY,18003,231,2020
Kenton,KY,131210,447,2020
Knott,KY,12373,169,2020
Knox,KY,24868,281,2020
Larue,KY,11473,159,2020
Laurel,KY,48342,372,2020
Lawrence,KY,12266,169,2020
Lee,KY,5812,78,2020
Leslie,KY,8111,117,2020
Letcher,KY,17797,229,2020
Lewis,KY,10748,150,2020
Lincoln,KY,19400,242,2020
Livingston,KY,7429,106,2020
Logan,KY,21249,258,2020
Lyon,KY,7249,103,2020
McCracken,KY,52571,380,2020
McCreary,KY,13983,190,2020
McLean,KY,7331,104,2020
Madison,KY,74922,410,2020
Magoffin,KY,9739,137,2020
Marion,KY,15105,203,2020
Marshall,KY,25724,287,2020
Martin,KY,9438,133,2020
Mason,KY,13664,186,2020
Meade,KY,22797,270,2020
Menifee,KY,5208,68,2020
Mercer,KY,17507,226,2020
Metcalfe,KY,7992,114,2020
Monroe,KY,8534,122,2020
Montgomery,KY,22286,266,2020
Morgan,KY,11188,155,2020
Muhlenberg,KY,25347,284,2020
Nelson,KY,36135,337,2020
Nicholas,KY,5736,78,2020
Ohio,KY,18914,238,2020
Oldham,KY,51410,378,2020
Owen,KY,8724,125,2020
Owsley,KY,3709,46,2020
Pendleton,KY,11602,161,2020
Perry,KY,21045,256,2020
Pike,KY,47894,371,2020
Powell,KY,9414,132,2020
Pulaski,KY,52032,380,2020
Robertson,KY,1670,16,2020
Rockcastle,KY,13659,186,2020
Rowan,KY,20268,248,2020
Russell,KY,14268,194,2020
Scott,KY,43248,360,2020
Shelby,KY,38382,346,2020
Simpson,KY,14346,194,2020
Spencer,KY,15280,205,2020
Taylor,KY,20448,250,2020
Todd,KY,9417,132,2020
Trigg,KY,11796,163,2020
Trimble,KY,6938,97,2020
Union,KY,12238,168,2020
Warren,KY,104270,432,2020
Washington,KY,9550,135,2020
Wayne,KY,16709,220,2020
Webster,KY,10351,145,2020
Whitley,KY,28116,299,2020
Wolfe,KY,5709,77,2020
Woodford,KY,21376,259,2020
Acadia,LA,48218,372,2020
Allen,LA,20434,250,2020
Ascension,LA,94830,427,2020
Assumption,LA,18036,231,2020
Avoyelles,LA,32068,320,2020
Beauregard,LA,29280,305,2020
Bienville,LA,10587,148,2020
Bossier,LA,99125,430,2020
Caddo,LA,192064,467,2020
Calcasieu,LA,157087,457,2020
Caldwell,LA,7856,112,2020
Cameron,LA,5727,77,2020
Catahoula,LA,7697,109,2020
Claiborne,LA,13320,181,2020
Concordia,LA,15534,207,2020
De Soto,LA,21499,260,2020
East Baton Rouge,LA,354537,486,2020
East Carroll,LA,5407,72,2020
East Feliciana,LA,16258,216,2020
Evangeline,LA,26040,287,2020
Franklin,LA,15427,206,2020
Grant,LA,18342,233,2020
Iberia,LA,54233,384,2020
Iberville,LA,26738,293,2020
Jackson,LA,12931,177,2020
Jefferson,LA,349056,486,2020
Jefferson Davis,LA,24196,278,2020
Lafayette,LA,191616,467,2020
Lafourche,LA,77463,413,2020
LaSalle,LA,11992,166,2020
Lincoln,LA,38944,348,2020
Livingston,LA,108702,436,2020
Madison,LA,8670,124,2020
Morehouse,LA,19799,245,2020
Natchitoches,LA,30373,312,2020
Orleans,LA,321207,484,2020
Ouachita,LA,120520,441,2020
Plaquemines,LA,17978,230,2020
Pointe Coupee,LA,17592,227,2020
Rapides,LA,102000,431,2020
Red River,LA,6662,91,2020
Richland,LA,16088,213,2020
Sabine,LA,18951,239,2020
St. Bernard,LA,35503,335,2020
St. Charles,LA,41459,355,2020
St. Helena,LA,8277,118,2020
St. James,LA,16871,221,2020
St. John the Baptist,LA,33567,327,2020
St. Landry,LA,63165,397,2020
St. Martin,LA,42093,357,2020
St. Mary,LA,39428,349,2020
St. Tammany,LA,203688,469,2020
Tangipahoa,LA,104459,432,2020
Tensas,LA,3550,43,2020
Terrebonne,LA,86275,421,2020
Union,LA,18045,231,2020
Vermilion,LA,46262,368,2020
Vernon,LA,38057,345,2020
Washington,LA,36550,340,2020
Webster,LA,31285,317,2020
West Baton Rouge,LA,20803,254,2020
West Carroll,LA,8753,125,2020
West Feliciana,LA,13352,182,2020
Winn,LA,11581,161,2020
Androscoggin,ME,87203,422,2020
Aroostook,ME,56773,389,2020
Cumberland,ME,246303,475,2020
Franklin,ME,25299,284,2020
Hancock,ME,46655,369,2020
Kennebec,ME,101462,431,2020
Knox,ME,33716,328,2020
Lincoln,ME,29289,305,2020
Oxford,ME,48580,372,2020
Penobscot,ME,127672,445,2020
Piscataquis,ME,14454,195,2020
Sagadahoc,ME,29801,309,2020
Somerset,ME,42175,357,2020
Waldo,ME,33216,325,2020
Washington,ME,26151,288,2020
York,ME,172029,462,2020
Allegany,MD,60058,392,2020
Anne Arundel,MD,460145,493,2020
Baltimore,MD,669028,500,2020
Calvert,MD,73389,409,2020
Caroline,MD,26340,289,2020
Carroll,MD,136397,449,2020
Cecil,MD,82415,417,2020
Charles,MD,127572,445,2020
Dorchester,MD,26104,288,2020
Frederick,MD,203225,469,2020
Garrett,MD,24547,280,2020
Harford,MD,204422,469,2020
Howard,MD,252820,477,2020
Kent,MD,16718,220,2020
Montgomery,MD,831326,504,2020
Prince George's,MD,728528,502,2020
Queen Anne's,MD,40631,353,2020
St. Mary's,MD,89053,423,2020
Somerset,MD,21792,262,2020
Talbot,MD,31138,316,2020
Washington,MD,121549,442,2020
Wicomico,MD,83233,418,2020
Worcester,MD,44064,362,2020
Baltimore City,MD,491582,494,2020
Barnstable,MA,185805,466,2020
Berkshire,MA,107415,435,2020
Bristol,MA,461161,494,2020
Dukes,MA,14912,200,2020
Essex,MA,640419,500,2020
Franklin,MA,60014,392,2020
Hampden,MA,378550,488,2020
Hampshire,MA,140956,452,2020
Middlesex,MA,1325629,508,2020
Nantucket,MA,9711,137,2020
Norfolk,MA,575183,497,2020
Plymouth,MA,421875,491,2020
Suffolk,MA,682341,501,2020
Worcester,MA,674054,501,2020
Alcona,MI,9245,130,2020
Alger,MI,7895,113,2020
Allegan,MI,92297,426,2020
Alpena,MI,23770,275,2020
Antrim,MI,19688,245,2020
Arenac,MI,12635,174,2020
Baraga,MI,7082,99,2020
Barry,MI,49117,373,2020
Bay,MI,85342,421,2020
Benzie,MI,14878,200,2020
Berrien,MI,124004,443,2020
Branch,MI,34516,331,2020
Calhoun,MI,106971,434,2020
Cass,MI,42385,358,2020
Charlevoix,MI,21803,262,2020
Cheboygan,MI,21835,262,2020
Chippewa,MI,31449,317,2020
Clare,MI,25320,284,2020
Clinton,MI,63550,397,2020
Crawford,MI,11671,163,2020
Delta,MI,29781,309,2020
Dickinson,MI,21018,256,2020
Eaton,MI,89547,424,2020
Emmet,MI,27627,296,2020
Genesee,MI,325910,484,2020
Gladwin,MI,21146,257,2020
Gogebic,MI,12701,174,2020
Grand Traverse,MI,76139,411,2020
Gratiot,MI,33714,328,2020
Hillsdale,MI,36912,341,2020
Houghton,MI,29399,306,2020
Huron,MI,25817,287,2020
Ingham,MI,240492,474,2020
Ionia,MI,51759,379,2020
Iosco,MI,21571,261,2020
Iron,MI,9497,133,2020
Isabella,MI,59600,392,2020
Jackson,MI,128324,446,2020
Kalamazoo,MI,213259,470,2020
Kalkaska,MI,14455,195,2020
Kent,MI,511938,495,2020
Keweenaw,MI,1853,19,2020
Lake,MI,10096,143,2020
Lapeer,MI,72109,408,2020
Leelanau,MI,18628,236,2020
Lenawee,MI,80033,415,2020
Livingston,MI,155746,457,2020
Luce,MI,5403,72,2020
Mackinac,MI,9336,131,2020
Macomb,MI,710009,502,2020
Manistee,MI,20793,254,2020
Marquette,MI,55684,387,2020
Mason,MI,23861,276,2020
Mecosta,MI,36440,339,2020
Menominee,MI,19254,241,2020
Midland,MI,67578,403,2020
Missaukee,MI,12046,167,2020
Monroe,MI,122171,442,2020
Montcalm,MI,50879,376,2020
Montmorency,MI,8090,116,2020
Muskegon,MI,138534,451,2020
Newaygo,MI,39088,348,2020
Oakland,MI,1024743,506,2020
Oceana,MI,21250,258,2020
Ogemaw,MI,17595,227,2020
Ontonagon,MI,5204,68,2020
Osceola,MI,18808,238,2020
Oscoda,MI,6871,94,2020
Otsego,MI,20038,247,2020
Ottawa,MI,228514,473,2020
Presque Isle,MI,10934,152,2020
Roscommon,MI,20767,253,2020
Saginaw,MI,155193,456,2020
St. Clair,MI,130683,447,2020
St. Joseph,MI,47598,371,2020
Sanilac,MI,33527,327,2020
Schoolcraft,MI,6839,94,2020
Shiawassee,MI,55822,387,2020
Tuscola,MI,43276,360,2020
Van Buren,MI,59974,392,2020
Washtenaw,MI,307963,483,2020
Wayne,MI,1384920,508,2020
Wexford,MI,26410,290,2020
Aitkin,MN,13521,185,2020
Anoka,MN,279054,480,2020
Becker,MN,26888,293,2020
Beltrami,MN,36137,337,2020
Benton,MN,31188,316,2020
Big Stone,MN,3996,50,2020
Blue Earth,MN,55507,387,2020
Brown,MN,20334,249,2020
Carlton,MN,28647,302,2020
Carver,MN,79321,415,2020
Cass,MN,23983,277,2020
Chippewa,MN,9478,133,2020
Chisago,MN,44832,364,2020
Clay,MN,49785,375,2020
Clearwater,MN,6934,97,2020
Cook,MN,4677,60,2020
Cottonwood,MN,8809,126,2020
Crow Wing,MN,52531,380,2020
Dakota,MN,332925,485,2020
Dodge,MN,16020,213,2020
Douglas,MN,30490,313,2020
Faribault,MN,10998,153,2020
Fillmore,MN,16430,217,2020
Freeborn,MN,24497,280,2020
Goodhue,MN,37387,343,2020
Grant,MN,4722,60,2020
Hennepin,MN,1008329,506,2020
Houston,MN,15003,201,2020
Hubbard,MN,17350,225,2020
Isanti,MN,31479,318,2020
Itasca,MN,37020,341,2020
Jackson,MN,7962,114,2020
Kanabec,MN,13180,179,2020
Kandiyohi,MN,33443,327,2020
Kittson,MN,3481,42,2020
Koochiching,MN,10465,147,2020
Lac qui Parle,MN,5522,74,2020
Lake,MN,8887,126,2020
Lake of the Woods,MN,3106,37,2020
Le Sueur,MN,22477,267,2020
Lincoln,MN,4468,57,2020
Lyon,MN,19793,245,2020
McLeod,MN,28539,302,2020
Mahnomen,MN,3945,49,2020
Marshall,MN,7454,106,2020
Martin,MN,15925,211,2020
Meeker,MN,18245,232,2020
Mille Lacs,MN,20510,250,2020
Morrison,MN,26144,288,2020
Mower,MN,31019,315,2020
Murray,MN,6671,92,2020
Nicollet,MN,27368,295,2020
Nobles,MN,16255,216,2020
Norman,MN,5112,67,2020
Olmsted,MN,122148,442,2020
Otter Tail,MN,47168,369,2020
Pennington,MN,11225,155,2020
Pine,MN,24214,278,2020
Pipestone,MN,7018,98,2020
Polk,MN,24540,280,2020
Pope,MN,9066,128,2020
Ramsey,MN,432470,492,2020
Red Lake,MN,3129,38,2020
Redwood,MN,11869,164,2020
Renville,MN,11560,161,2020
Rice,MN,53698,382,2020
Rock,MN,7413,105,2020
Roseau,MN,11977,166,2020
St. Louis,MN,166272,460,2020
Scott,MN,111363,437,2020
Sherburne,MN,73909,409,2020
Sibley,MN,11796,163,2020
Stearns,MN,126788,445,2020
Steele,MN,28489,301,2020
Stevens,MN,7899,113,2020
Swift,MN,7474,107,2020
Todd,MN,19336,242,2020
Traverse,MN,2703,32,2020
Wabasha,MN,17469,226,2020
Wadena,MN,10575,148,2020
Waseca,MN,14869,199,2020
Washington,MN,203042,469,2020
Watonwan,MN,8580,123,2020
Wilkin,MN,5039,66,2020
Winona,MN,42600,359,2020
Wright,MN,102860,432,2020
Yellow Medicine,MN,7755,110,2020
Adams,MS,25190,283,2020
Alcorn,MS,29562,307,2020
Amite,MS,10098,144,2020
Attala,MS,14184,193,2020
Benton,MS,6892,96,2020
Bolivar,MS,24357,279,2020
Calhoun,MS,11362,157,2020
Carroll,MS,8400,120,2020
Chickasaw,MS,13312,181,2020
Choctaw,MS,6632,91,2020
Claiborne,MS,7254,103,2020
Clarke,MS,12527,172,2020
Clay,MS,15596,208,2020
Coahoma,MS,17248,224,2020
Copiah,MS,22655,269,2020
Covington,MS,14652,197,2020
DeSoto,MS,141400,452,2020
Forrest,MS,59305,391,2020
Franklin,MS,6072,82,2020
George,MS,18477,235,2020
Greene,MS,11427,159,2020
Grenada,MS,16584,218,2020
Hancock,MS,38900,348,2020
Harrison,MS,162221,459,2020
Hinds,MS,185097,465,2020
Holmes,MS,13520,185,2020
Humphreys,MS,6272,85,2020
Issaquena,MS,1065,7,2020
Itawamba,MS,18926,239,2020
Jackson,MS,114124,438,2020
Jasper,MS,13101,178,2020
Jefferson,MS,5751,78,2020
Jefferson Davis,MS,9224,130,2020
Jones,MS,53234,382,2020
Kemper,MS,8240,118,2020
Lafayette,MS,44934,364,2020
Lamar,MS,49102,373,2020
Lauderdale,MS,59561,391,2020
Lawrence,MS,9868,139,2020
Leake,MS,17678,228,2020
Lee,MS,66314,401,2020
Leflore,MS,21540,260,2020
Lincoln,MS,27314,295,2020
Lowndes,MS,46478,368,2020
Madison,MS,82287,417,2020
Marion,MS,19621,244,2020
Marshall,MS,28846,303,2020
Monroe,MS,28473,301,2020
Montgomery,MS,7924,113,2020
Neshoba,MS,22240,265,2020
Newton,MS,16595,219,2020
Noxubee,MS,8315,119,2020
Oktibbeha,MS,41939,356,2020
Panola,MS,26356,289,2020
Pearl River,MS,44497,363,2020
Perry,MS,9529,134,2020
Pike,MS,30476,312,2020
Pontotoc,MS,24327,279,2020
Prentiss,MS,19997,247,2020
Quitman,MS,5615,75,2020
Rankin,MS,123178,442,2020
Scott,MS,21600,261,2020
Sharkey,MS,3501,43,2020
Simpson,MS,21308,259,2020
Smith,MS,12671,174,2020
Stone,MS,14919,200,2020
Sunflower,MS,20682,252,2020
Tallahatchie,MS,11554,161,2020
Tate,MS,22526,268,2020
Tippah,MS,17212,224,2020
Tishomingo,MS,15666,209,2020
Tunica,MS,7207,102,2020
Union,MS,22138,264,2020
Walthall,MS,11507,160,2020
Warren,MS,36410,339,2020
Washington,MS,34747,332,2020
Wayne,MS,15875,211,2020
Webster,MS,7681,109,2020
Wilkinson,MS,7102,99,2020
Winston,MS,14449,195,2020
Yalobusha,MS,9860,138,2020
Yazoo,MS,22546,268,2020
Adair,MO,21181,257,2020
Andrew,MO,14107,192,2020
Atchison,MO,4285,54,2020
Audrain,MO,20213,248,2020
Barry,MO,28517,301,2020
Barton,MO,9396,131,2020
Bates,MO,12957,177,2020
Benton,MO,16323,216,2020
Bollinger,MO,9931,140,2020
Boone,MO,147343,454,2020
Buchanan,MO,70587,406,2020
Butler,MO,33830,329,2020
Caldwell,MO,7182,101,2020
Callaway,MO,36543,340,2020
Camden,MO,38803,347,2020
Cape Girardeau,MO,63744,398,2020
Carroll,MO,6978,97,2020
Carter,MO,4901,64,2020
Cass,MO,82587,417,2020
Cedar,MO,11084,153,2020
Chariton,MO,5971,81,2020
Christian,MO,67723,403,2020
Clark,MO,5360,71,2020
Clay,MO,194005,468,2020
Clinton,MO,16414,217,2020
Cole,MO,61283,394,2020
Cooper,MO,14120,192,2020
Crawford,MO,19051,239,2020
Dade,MO,6250,85,2020
Dallas,MO,13264,181,2020
Daviess,MO,6438,87,2020
DeKalb,MO,10106,144,2020
Dent,MO,12483,171,2020
Douglas,MO,10736,150,2020
Dunklin,MO,22882,271,2020
Franklin,MO,82823,417,2020
Gasconade,MO,11970,165,2020
Gentry,MO,5048,66,2020
Greene,MO,237529,474,2020
Grundy,MO,7738,109,2020
Harrison,MO,6603,90,2020
Henry,MO,17666,228,2020
Hickory,MO,8076,116,2020
Holt,MO,3577,44,2020
Howard,MO,8124,117,2020
Howell,MO,31656,319,2020
Iron,MO,8284,118,2020
Jackson,MO,553424,497,2020
Jasper,MO,93733,427,2020
Jefferson,MO,178824,463,2020
Johnson,MO,43380,361,2020
Knox,MO,3108,37,2020
Laclede,MO,27757,297,2020
Lafayette,MO,26185,288,2020
Lawrence,MO,29665,308,2020
Lewis,MO,7890,113,2020
Lincoln,MO,44932,364,2020
Linn,MO,9556,135,2020
Livingston,MO,12045,167,2020
McDonald,MO,17610,227,2020
Macon,MO,12003,166,2020
Madison,MO,9768,138,2020
Maries,MO,7213,102,2020
Marion,MO,22599,268,2020
Mercer,MO,2820,33,2020
Miller,MO,19942,246,2020
Mississippi,MO,10848,151,2020
Moniteau,MO,12374,169,2020
Monroe,MO,6998,98,2020
Montgomery,MO,9191,129,2020
Morgan,MO,16362,216,2020
New Madrid,MO,13579,185,2020
Newton,MO,45932,367,2020
Nodaway,MO,19166,240,2020
Oregon,MO,8412,120,2020
Osage,MO,10840,150,2020
Ozark,MO,7722,109,2020
Pemiscot,MO,12545,172,2020
Perry,MO,15276,204,2020
Pettis,MO,33075,324,2020
Phelps,MO,36346,339,2020
Pike,MO,14519,196,2020
Platte,MO,81158,416,2020
Polk,MO,25426,285,2020
Pulaski,MO,42384,358,2020
Putnam,MO,3787,47,2020
Ralls,MO,8315,119,2020
Randolph,MO,19990,247,2020
Ray,MO,18311,233,2020
Reynolds,MO,5300,70,2020
Ripley,MO,10684,149,2020
St. Charles,MO,316083,483,2020
St. Clair,MO,7795,111,2020
Ste. Genevieve,MO,14508,195,2020
St. Francois,MO,54461,385,2020
St. Louis,MO,252148,476,2020
Saline,MO,18376,234,2020
Schuyler,MO,3522,43,2020
Scotland,MO,3630,45,2020
Scott,MO,30200,310,2020
Shannon,MO,6606,90,2020
Shelby,MO,4719,60,2020
Stoddard,MO,23649,274,2020
Stone,MO,27359,295,2020
Sullivan,MO,4936,64,2020
Taney,MO,45261,365,2020
Texas,MO,20806,254,2020
Vernon,MO,16179,215,2020
Warren,MO,27772,298,2020
Washington,MO,19888,246,2020
Wayne,MO,10751,150,2020
Webster,MO,29698,308,2020
Worth,MO,1611,15,2020
Wright,MO,14154,192,2020
Beaverhead,MT,8101,116,2020
Big Horn,MT,9218,130,2020
Blaine,MT,4851,63,2020
Broadwater,MT,5096,67,2020
Carbon,MT,9003,128,2020
Carter,MT,1087,7,2020
Cascade,MT,65029,399,2020
Chouteau,MT,4579,58,2020
Custer,MT,9482,133,2020
Daniels,MT,1411,11,2020
Dawson,MT,7230,102,2020
Deer Lodge,MT,8151,117,2020
Fallon,MT,2266,26,2020
Fergus,MT,9159,129,2020
Flathead,MT,82270,417,2020
Gallatin,MT,91860,425,2020
Garfield,MT,827,5,2020
Glacier,MT,9709,137,2020
Golden Valley,MT,689,4,2020
Granite,MT,2843,34,2020
Hill,MT,12393,170,2020
Jefferson,MT,9941,140,2020
Judith Basin,MT,1620,15,2020
Lake,MT,23994,277,2020
Lewis and Clark,MT,55488,387,2020
Liberty,MT,1975,21,2020
Lincoln,MT,16614,219,2020
McCone,MT,1454,12,2020
Madison,MT,7380,105,2020
Meagher,MT,1469,12,2020
Mineral,MT,3612,44,2020
Missoula,MT,99673,430,2020
Musselshell,MT,3865,48,2020
Park,MT,14014,190,2020
Petroleum,MT,393,1,2020
Phillips,MT,3156,38,2020
Pondera,MT,4612,59,2020
Powder River,MT,1420,11,2020
Powell,MT,6029,82,2020
Prairie,MT,924,6,2020
Ravalli,MT,36257,338,2020
Richland,MT,8661,124,2020
Roosevelt,MT,7772,110,2020
Rosebud,MT,6888,95,2020
Sanders,MT,9917,140,2020
Sheridan,MT,2715,32,2020
Silver Bow,MT,28540,302,2020
Stillwater,MT,7792,111,2020
Sweet Grass,MT,2991,36,2020
Teton,MT,4780,62,2020
Toole,MT,4035,51,2020
Treasure,MT,554,2,2020
Valley,MT,5943,81,2020
Wheatland,MT,1766,17,2020
Wibaux,MT,825,5,2020
Yellowstone,MT,126862,445,2020
Adams,NE,24917,282,2020
Antelope,NE,4982,65,2020
Arthur,NE,339,0,2020
Banner,NE,502,2,2020
Blaine,NE,381,0,2020
Boone,NE,4166,52,2020
Box Butte,NE,8433,121,2020
Boyd,NE,1585,15,2020
Brown,NE,2364,27,2020
Buffalo,NE,39249,349,2020
Burt,NE,5217,69,2020
Butler,NE,6423,87,2020
Cass,NE,20419,250,2020
Cedar,NE,6575,89,2020
Chase,NE,2963,35,2020
Cherry,NE,4619,59,2020
Cheyenne,NE,7528,107,2020
Clay,NE,4864,63,2020
Colfax,NE,7764,110,2020
Cuming,NE,6947,97,2020
Custer,NE,8514,122,2020
Dakota,NE,14674,197,2020
Dawes,NE,7302,103,2020
Dawson,NE,17867,230,2020
Deuel,NE,1452,12,2020
Dixon,NE,4389,56,2020
Dodge,NE,28619,302,2020
Douglas,NE,435716,492,2020
Dundy,NE,1523,13,2020
Fillmore,NE,4592,59,2020
Franklin,NE,2493,29,2020
Frontier,NE,2170,24,2020
Furnas,NE,3835,47,2020
Gage,NE,17220,224,2020
Garden,NE,1559,14,2020
Garfield,NE,1671,16,2020
Gosper,NE,1690,17,2020
Grant,NE,556,2,2020
Greeley,NE,1877,20,2020
Hall,NE,46309,368,2020
Hamilton,NE,7317,104,2020
Harlan,NE,2692,31,2020
Hayes,NE,719,5,2020
Hitchcock,NE,2189,25,2020
Holt,NE,7819,112,2020
Hooker,NE,617,3,2020
Howard,NE,4991,65,2020
Jefferson,NE,5755,78,2020
Johnson,NE,4293,54,2020
Kearney,NE,5072,67,2020
Keith,NE,6614,90,2020
Keya Paha,NE,698,4,2020
Kimball,NE,2975,36,2020
Knox,NE,6644,91,2020
Lancaster,NE,251756,476,2020
Lincoln,NE,27588,296,2020
Logan,NE,682,4,2020
Loup,NE,577,3,2020
McPherson,NE,379,0,2020
Madison,NE,26986,294,2020
Merrick,NE,6342,85,2020
Morrill,NE,3752,46,2020
Nance,NE,2831,34,2020
Nemaha,NE,5691,76,2020
Nuckolls,NE,3455,42,2020
Otoe,NE,12507,171,2020
Pawnee,NE,2134,24,2020
Perkins,NE,2243,25,2020
Phelps,NE,7081,99,2020
Pierce,NE,5627,76,2020
Platte,NE,25492,285,2020
Polk,NE,4196,53,2020
Red Willow,NE,8701,125,2020
Richardson,NE,6483,87,2020
Rock,NE,1178,9,2020
Saline,NE,11115,154,2020
Sarpy,NE,139651,451,2020
Saunders,NE,16853,221,2020
