county,state,percentCollege,percentCollegeBucket,year
Raleigh,WV,12.6,214,2020
Randolph,WV,10.2,117,2020
Ritchie,WV,7.8,42,2020
Roane,WV,7.3,29,2020
Summers,WV,9.4,85,2020
Taylor,WV,12.3,199,2020
Tucker,WV,10.8,140,2020
Tyler,WV,11.2,154,2020
Upshur,WV,10,107,2020
Wayne,WV,10.2,117,2020
Webster,WV,6.1,12,2020
Wetzel,WV,8.5,60,2020
Wirt,WV,6.4,15,2020
Wood,WV,13.7,256,2020
Wyoming,WV,7.2,28,2020
Adams,WI,10.5,128,2020
Ashland,WI,13.1,232,2020
Barron,WI,13.9,263,2020
Bayfield,WI,20.6,436,2020
Brown,WI,21.3,449,2020
Buffalo,WI,13.3,240,2020
Burnett,WI,14.8,296,2020
Calumet,WI,22.4,461,2020
Chippewa,WI,15.4,317,2020
Clark,WI,9.7,95,2020
Columbia,WI,16.5,352,2020
Crawford,WI,13.3,240,2020
Dane,WI,31.3,505,2020
Dodge,WI,12.5,208,2020
Door,WI,23,467,2020
Douglas,WI,17.2,368,2020
Dunn,WI,19.4,416,2020
Eau Claire,WI,22,457,2020
Florence,WI,15.6,323,2020
Fond du Lac,WI,15.7,327,2020
Forest,WI,10.7,135,2020
Grant,WI,14.5,285,2020
Green,WI,16.1,340,2020
Green Lake,WI,14.5,285,2020
Iowa,WI,16.5,352,2020
Iron,WI,16.1,340,2020
Jackson,WI,9.6,91,2020
Jefferson,WI,18.5,399,2020
Juneau,WI,10.4,124,2020
Kenosha,WI,17.7,380,2020
Kewaunee,WI,14.8,296,2020
La Crosse,WI,22.6,463,2020
Lafayette,WI,13.5,249,2020
Langlade,WI,10.8,140,2020
Lincoln,WI,13,229,2020
Manitowoc,WI,15.3,315,2020
Marathon,WI,18.3,394,2020
Marinette,WI,10.9,144,2020
Marquette,WI,10.1,112,2020
Menominee,WI,9.9,103,2020
Milwaukee,WI,20,425,2020
Monroe,WI,14.8,296,2020
Oconto,WI,12.8,222,2020
Oneida,WI,16.6,354,2020
Outagamie,WI,20.9,442,2020
Ozaukee,WI,30.5,504,2020
Pepin,WI,14.2,273,2020
Pierce,WI,19.7,420,2020
Polk,WI,15.7,327,2020
Portage,WI,23.4,472,2020
Price,WI,12.4,204,2020
Racine,WI,17,364,2020
Richland,WI,12.7,217,2020
Rock,WI,16,337,2020
Rusk,WI,11.8,181,2020
St. Croix,WI,25.3,486,2020
Sauk,WI,16.6,354,2020
Sawyer,WI,16.1,340,2020
Shawano,WI,11.1,150,2020
Sheboygan,WI,18,388,2020
Taylor,WI,10.7,135,2020
Trempealeau,WI,13.4,244,2020
Vernon,WI,15.1,309,2020
Vilas,WI,18,388,2020
Walworth,WI,18.8,406,2020
Washburn,WI,16.3,347,2020
Washington,WI,23.1,469,2020
Waukesha,WI,29.7,502,2020
Waupaca,WI,15.1,309,2020
Waushara,WI,10.9,144,2020
Winnebago,WI,20.6,436,2020
Wood,WI,12.9,224,2020
Albany,WY,29.8,502,2020
Big Horn,WY,13.4,244,2020
Campbell,WY,13.2,236,2020
Carbon,WY,15.8,330,2020
Converse,WY,11.1,150,2020
Crook,WY,19.2,412,2020
Fremont,WY,15.1,309,2020
Goshen,WY,15.4,317,2020
Hot Springs,WY,14.9,300,2020
Johnson,WY,20.7,438,2020
Laramie,WY,18.9,407,2020
Lincoln,WY,14.8,296,2020
Natrona,WY,14.6,289,2020
Niobrara,WY,14.7,293,2020
Park,WY,21.8,455,2020
Platte,WY,10.8,140,2020
Sheridan,WY,16.8,359,2020
Sublette,WY,21.7,453,2020
Sweetwater,WY,13.7,256,2020
Teton,WY,37.2,510,2020
Uinta,WY,12.6,214,2020
Washakie,WY,15,304,2020
Weston,WY,12.7,217,2020
Adjuntas,,13.8,259,2020
Aguada,,15.5,320,2020
Aguadilla,,17.1,366,2020
Aguas Buenas,,14.5,285,2020
Aibonito,,15.2,312,2020
Añasco,,13.5,249,2020
Arecibo,,18.2,392,2020
Arroyo,,15.7,327,2020
Barceloneta,,17.8,383,2020
Barranquitas,,14.8,296,2020
Bayamón,,21.4,450,2020
Cabo Rojo,,19.6,419,2020
Caguas,,22.9,467,2020
Camuy,,15.9,333,2020
Canóvanas,,16.4,350,2020
Carolina,,24.1,477,2020
Cataño,,13.8,259,2020
Cayey,,19,409,2020
Ceiba,,16,337,2020
Ciales,,12.4,204,2020
Cidra,,16.7,357,2020
Coamo,,16.3,347,2020
Comerío,,11.9,185,2020
Corozal,,15.9,333,2020
Culebra,,15.7,327,2020
Dorado,,20.9,442,2020
Fajardo,,21.2,448,2020
Florida,,13,229,2020
Guánica,,12.5,208,2020
Guayama,,16.1,340,2020
Guayanilla,,19.2,412,2020
Guaynabo,,29,500,2020
Gurabo,,22,457,2020
Hatillo,,19.6,419,2020
Hormigueros,,18.7,404,2020
Humacao,,17.4,373,2020
Isabela,,17.3,372,2020
Jayuya,,14.5,285,2020
Juana Díaz,,20.2,429,2020
Juncos,,15.2,312,2020
Lajas,,13.2,236,2020
Lares,,14.7,293,2020
Las Marías,,15.2,312,2020
Las Piedras,,17.5,375,2020
Loíza,,13.6,253,2020
Luquillo,,16.3,347,2020
Manatí,,17.8,383,2020
Maricao,,7.4,32,2020
Maunabo,,14.4,280,2020
Mayagüez,,18.7,404,2020
Moca,,15.5,320,2020
Morovis,,14.1,270,2020
Naguabo,,16.5,352,2020
Naranjito,,14,266,2020
Orocovis,,13.3,240,2020
Patillas,,12,189,2020
Peñuelas,,18.9,407,2020
Ponce,,20.8,440,2020
Quebradillas,,14.5,285,2020
Rincón,,17.1,366,2020
Río Grande,,19.7,420,2020
Sabana Grande,,16.3,347,2020
Salinas,,14.1,270,2020
San Germán,,16.6,354,2020
San Juan,,23.6,474,2020
San Lorenzo,,14.2,273,2020
San Sebastián,,15.1,309,2020
Santa Isabel,,18.4,396,2020
Toa Alta,,21.2,448,2020
Toa Baja,,19.8,421,2020
Trujillo Alto,,25.6,487,2020
Utuado,,15.6,323,2020
Vega Alta,,15.1,309,2020
Vega Baja,,15.6,323,2020
Vieques,,7.2,28,2020
Villalba,,16,337,2020
Yabucoa,,15,304,2020
Yauco,,18.9,407,2020
