county,state,medianHomeValue,medianHomeValueBucket,year
Pulaski,AR,161000,338,2020
Randolph,AR,92500,93,2020
St. Francis,AR,65200,10,2020
Saline,AR,159300,333,2020
Scott,AR,81900,47,2020
Searcy,AR,99000,121,2020
Sebastian,AR,129300,247,2020
Sevier,AR,95000,103,2020
Sharp,AR,75200,25,2020
Stone,AR,135800,267,2020
Union,AR,89700,81,2020
Van Buren,AR,105500,147,2020
Washington,AR,184300,386,2020
White,AR,125300,233,2020
Woodruff,AR,74300,23,2020
Yell,AR,110300,171,2020
Alameda,CA,825300,510,2020
Alpine,CA,372500,494,2020
Amador,CA,329300,485,2020
Butte,CA,304700,479,2020
Calaveras,CA,340000,488,2020
Colusa,CA,274100,467,2020
Contra Costa,CA,655500,508,2020
Del Norte,CA,227500,435,2020
El Dorado,CA,479800,503,2020
Fresno,CA,271000,465,2020
Glenn,CA,242200,448,2020
Humboldt,CA,331300,486,2020
Imperial,CA,206700,413,2020
Inyo,CA,258200,459,2020
Kern,CA,226600,434,2020
Kings,CA,227400,435,2020
Lake,CA,238000,444,2020
Lassen,CA,207800,414,2020
Los Angeles,CA,615500,508,2020
Madera,CA,268500,464,2020
Marin,CA,1053600,511,2020
Mariposa,CA,290200,473,2020
Mendocino,CA,388500,497,2020
Merced,CA,268800,465,2020
Modoc,CA,153600,317,2020
Mono,CA,385500,496,2020
Monterey,CA,559400,506,2020
Napa,CA,666900,509,2020
Nevada,CA,446100,501,2020
Orange,CA,703800,509,2020
Placer,CA,495900,504,2020
Plumas,CA,259300,460,2020
Riverside,CA,368100,493,2020
Sacramento,CA,373000,494,2020
San Benito,CA,588500,506,2020
San Bernardino,CA,348500,489,2020
San Diego,CA,595600,507,2020
San Francisco,CA,1152300,511,2020
San Joaquin,CA,367900,493,2020
San Luis Obispo,CA,605200,507,2020
San Mateo,CA,1163100,511,2020
Santa Barbara,CA,610300,508,2020
Santa Clara,CA,1061900,511,2020
Santa Cruz,CA,787000,510,2020
Shasta,CA,261000,460,2020
Sierra,CA,229400,436,2020
Siskiyou,CA,214300,421,2020
Solano,CA,437900,501,2020
Sonoma,CA,640000,508,2020
Stanislaus,CA,314100,481,2020
Sutter,CA,306000,479,2020
Tehama,CA,231500,439,2020
Trinity,CA,285700,471,2020
Tulare,CA,223600,431,2020
Tuolumne,CA,314300,482,2020
Ventura,CA,609200,508,2020
Yolo,CA,456800,502,2020
Yuba,CA,273600,466,2020
Adams,CO,335800,487,2020
Alamosa,CO,153700,318,2020
Arapahoe,CO,385100,496,2020
Archuleta,CO,331900,486,2020
Baca,CO,98800,120,2020
Bent,CO,82500,49,2020
Boulder,CO,539100,505,2020
Broomfield,CO,450600,502,2020
Chaffee,CO,387300,496,2020
Cheyenne,CO,141700,284,2020
Clear Creek,CO,399000,498,2020
Conejos,CO,123000,224,2020
Costilla,CO,123600,226,2020
Crowley,CO,82900,51,2020
Custer,CO,249900,454,2020
Delta,CO,253500,456,2020
Denver,CO,427600,500,2020
Dolores,CO,167700,356,2020
Douglas,CO,493500,504,2020
Eagle,CO,617200,508,2020
Elbert,CO,492300,504,2020
El Paso,CO,300200,478,2020
Fremont,CO,197500,403,2020
Garfield,CO,375600,494,2020
Gilpin,CO,387000,496,2020
Grand,CO,347400,489,2020
Gunnison,CO,381900,495,2020
Hinsdale,CO,325000,484,2020
Huerfano,CO,183100,383,2020
Jackson,CO,211500,418,2020
Jefferson,CO,433100,500,2020
Kiowa,CO,85900,64,2020
Kit Carson,CO,127800,242,2020
Lake,CO,258200,459,2020
La Plata,CO,415900,499,2020
Larimer,CO,390600,497,2020
Las Animas,CO,158600,331,2020
Lincoln,CO,157500,328,2020
Logan,CO,161800,341,2020
Mesa,CO,245000,450,2020
Mineral,CO,329300,485,2020
Moffat,CO,190600,394,2020
Montezuma,CO,238200,444,2020
Montrose,CO,242300,448,2020
Morgan,CO,217200,424,2020
Otero,CO,101000,129,2020
Ouray,CO,486200,503,2020
Park,CO,367400,493,2020
Phillips,CO,191200,395,2020
Pitkin,CO,599000,507,2020
Prowers,CO,108800,163,2020
Pueblo,CO,172500,366,2020
Rio Blanco,CO,218500,425,2020
Rio Grande,CO,186700,390,2020
Routt,CO,534100,504,2020
Saguache,CO,152400,313,2020
San Juan,CO,348700,490,2020
San Miguel,CO,448900,501,2020
Sedgwick,CO,111300,176,2020
Summit,CO,596300,507,2020
Teller,CO,304800,479,2020
Washington,CO,162200,342,2020
Weld,CO,326100,484,2020
Yuma,CO,190400,394,2020
Fairfield,CT,433000,500,2020
Hartford,CT,242900,448,2020
Litchfield,CT,258300,459,2020
Middlesex,CT,293300,475,2020
New Haven,CT,252300,455,2020
New London,CT,246800,452,2020
Tolland,CT,259700,460,2020
Windham,CT,210300,417,2020
Kent,DE,226600,434,2020
New Castle,DE,266500,463,2020
Sussex,DE,269700,465,2020
District of,,618100,508,2020
Alachua,FL,201600,408,2020
Baker,FL,158000,329,2020
Bay,FL,195000,400,2020
Bradford,FL,118900,205,2020
Brevard,FL,220000,427,2020
Broward,FL,282400,469,2020
Calhoun,FL,91100,87,2020
Charlotte,FL,209500,416,2020
Citrus,FL,144100,290,2020
Clay,FL,195900,401,2020
Collier,FL,366600,493,2020
Columbia,FL,128800,245,2020
DeSoto,FL,103600,139,2020
Dixie,FL,85000,59,2020
Duval,FL,195600,401,2020
Escambia,FL,157200,327,2020
Flagler,FL,232700,440,2020
Franklin,FL,193800,397,2020
Gadsden,FL,98100,116,2020
Gilchrist,FL,125900,235,2020
Glades,FL,72100,19,2020
Gulf,FL,170700,362,2020
Hamilton,FL,85900,64,2020
Hardee,FL,94100,100,2020
Hendry,FL,105900,149,2020
Hernando,FL,158400,330,2020
Highlands,FL,120500,213,2020
Hillsborough,FL,233200,440,2020
Holmes,FL,86400,66,2020
Indian River,FL,220700,428,2020
Jackson,FL,101300,131,2020
Jefferson,FL,137300,270,2020
Lafayette,FL,100600,127,2020
Lake,FL,202500,409,2020
Lee,FL,235300,442,2020
Leon,FL,212900,420,2020
Levy,FL,119000,206,2020
Liberty,FL,83700,54,2020
Madison,FL,89100,78,2020
Manatee,FL,250700,454,2020
Marion,FL,151700,310,2020
Martin,FL,293000,475,2020
Miami-Dade,FL,310700,481,2020
Monroe,FL,558100,506,2020
Nassau,FL,243700,449,2020
Okaloosa,FL,234600,442,2020
Okeechobee,FL,116500,197,2020
Orange,FL,257800,458,2020
Osceola,FL,221600,429,2020
Palm Beach,FL,301000,478,2020
Pasco,FL,173900,371,2020
Pinellas,FL,219800,427,2020
Polk,FL,162400,343,2020
Putnam,FL,103400,138,2020
St. Johns,FL,326300,485,2020
St. Lucie,FL,209700,416,2020
Santa Rosa,FL,214900,422,2020
Sarasota,FL,269300,465,2020
Seminole,FL,263700,461,2020
Sumter,FL,267100,464,2020
Suwannee,FL,107100,154,2020
Taylor,FL,81900,47,2020
Union,FL,112600,180,2020
Volusia,FL,194900,399,2020
Wakulla,FL,171200,364,2020
Walton,FL,245400,451,2020
Washington,FL,120800,215,2020
Appling,GA,87100,70,2020
Atkinson,GA,63400,8,2020
Bacon,GA,82300,48,2020
Baker,GA,108100,159,2020
Baldwin,GA,128800,245,2020
Banks,GA,164500,349,2020
Barrow,GA,169900,360,2020
Bartow,GA,178500,377,2020
Ben Hill,GA,85500,61,2020
Berrien,GA,95200,104,2020
Bibb,GA,125300,233,2020
Bleckley,GA,101900,133,2020
Brantley,GA,92800,94,2020
Brooks,GA,94200,100,2020
Bryan,GA,227400,435,2020
Bulloch,GA,147100,297,2020
Burke,GA,89900,82,2020
Butts,GA,156700,326,2020
Calhoun,GA,48700,1,2020
Camden,GA,171400,364,2020
Candler,GA,89800,82,2020
Carroll,GA,147400,298,2020
Catoosa,GA,151300,309,2020
Charlton,GA,87200,70,2020
Chatham,GA,209200,415,2020
Chattahoochee,GA,82000,47,2020
Chattooga,GA,77200,32,2020
Cherokee,GA,271300,466,2020
Clarke,GA,186800,390,2020
Clay,GA,70500,17,2020
Clayton,GA,122100,220,2020
Clinch,GA,71800,18,2020
Cobb,GA,273900,467,2020
Coffee,GA,106400,152,2020
Colquitt,GA,92600,93,2020
Columbia,GA,215200,422,2020
Cook,GA,93400,97,2020
Coweta,GA,225000,433,2020
Crawford,GA,121500,217,2020
Crisp,GA,83100,51,2020
Dade,GA,128500,244,2020
Dawson,GA,241900,447,2020
Decatur,GA,115000,190,2020
DeKalb,GA,235300,442,2020
Dodge,GA,86600,67,2020
Dooly,GA,81400,45,2020
Dougherty,GA,106200,151,2020
Douglas,GA,171300,364,2020
Early,GA,120700,214,2020
Echols,GA,76000,28,2020
Effingham,GA,170600,361,2020
Elbert,GA,87400,71,2020
Emanuel,GA,74700,24,2020
Evans,GA,97700,114,2020
Fannin,GA,206900,414,2020
Fayette,GA,293400,475,2020
Floyd,GA,137600,271,2020
Forsyth,GA,362300,491,2020
Franklin,GA,120500,213,2020
Fulton,GA,326700,485,2020
Gilmer,GA,205800,412,2020
Glascock,GA,82600,49,2020
Glynn,GA,194300,398,2020
Gordon,GA,148300,299,2020
Grady,GA,121700,218,2020
Greene,GA,241300,447,2020
Gwinnett,GA,235700,443,2020
Habersham,GA,155200,322,2020
Hall,GA,212700,420,2020
Hancock,GA,80400,41,2020
Haralson,GA,144200,290,2020
Harris,GA,230400,438,2020
Hart,GA,149100,301,2020
Heard,GA,114500,187,2020
Henry,GA,189600,393,2020
Houston,GA,157200,327,2020
Irwin,GA,83200,52,2020
Jackson,GA,210100,416,2020
Jasper,GA,145000,292,2020
Jeff Davis,GA,85900,64,2020
Jefferson,GA,85600,62,2020
Jenkins,GA,61300,6,2020
Johnson,GA,68900,14,2020
Jones,GA,149700,303,2020
Lamar,GA,145800,294,2020
Lanier,GA,117800,201,2020
Laurens,GA,99600,123,2020
Lee,GA,166900,354,2020
Liberty,GA,133700,261,2020
Lincoln,GA,132300,257,2020
Long,GA,129800,249,2020
Lowndes,GA,145900,294,2020
Lumpkin,GA,199100,405,2020
McDuffie,GA,115100,190,2020
McIntosh,GA,152700,315,2020
Macon,GA,68600,13,2020
Madison,GA,143200,288,2020
Marion,GA,109400,166,2020
Meriwether,GA,112500,180,2020
Miller,GA,99400,122,2020
Mitchell,GA,94200,100,2020
Monroe,GA,175000,373,2020
Montgomery,GA,92200,92,2020
Morgan,GA,230400,438,2020
Murray,GA,122100,220,2020
Muscogee,GA,142900,287,2020
Newton,GA,159200,332,2020
Oconee,GA,304400,479,2020
Oglethorpe,GA,133200,260,2020
Paulding,GA,184000,385,2020
Peach,GA,140100,280,2020
Pickens,GA,196400,401,2020
Pierce,GA,101700,132,2020
Pike,GA,181700,382,2020
Polk,GA,121900,219,2020
Pulaski,GA,109500,167,2020
Putnam,GA,165800,351,2020
Quitman,GA,70200,16,2020
Rabun,GA,185500,387,2020
Randolph,GA,76100,28,2020
Richmond,GA,115300,191,2020
Rockdale,GA,170100,360,2020
Schley,GA,134800,263,2020
Screven,GA,85700,62,2020
Seminole,GA,92100,91,2020
Spalding,GA,134800,263,2020
Stephens,GA,123800,227,2020
Stewart,GA,44100,1,2020
Sumter,GA,122000,220,2020
Talbot,GA,98800,120,2020
Taliaferro,GA,63500,8,2020
Tattnall,GA,89800,82,2020
Taylor,GA,87100,70,2020
Telfair,GA,69300,14,2020
Terrell,GA,93400,97,2020
Thomas,GA,150300,305,2020
Tift,GA,123000,224,2020
Toombs,GA,97800,115,2020
Towns,GA,241900,447,2020
Treutlen,GA,71900,19,2020
Troup,GA,138300,272,2020
Turner,GA,73600,21,2020
Twiggs,GA,71800,18,2020
Union,GA,199000,405,2020
Upson,GA,102800,137,2020
Walker,GA,121600,218,2020
Walton,GA,210500,417,2020
Ware,GA,86800,68,2020
Warren,GA,64600,9,2020
Washington,GA,92500,93,2020
Wayne,GA,116000,195,2020
Webster,GA,69700,15,2020
Wheeler,GA,55500,3,2020
White,GA,182700,383,2020
Whitfield,GA,142800,287,2020
Wilcox,GA,62000,7,2020
Wilkes,GA,79000,38,2020
Wilkinson,GA,70100,16,2020
Worth,GA,93400,97,2020
Hawaii,HI,364100,492,2020
Honolulu,HI,702300,509,2020
Kauai,HI,606900,507,2020
Maui,HI,657400,509,2020
Ada,ID,298600,477,2020
Adams,ID,228500,435,2020
Bannock,ID,167300,354,2020
Bear Lake,ID,154500,320,2020
Benewah,ID,177500,375,2020
Bingham,ID,168200,357,2020
Blaine,ID,458100,502,2020
Boise,ID,234900,442,2020
Bonner,ID,275700,467,2020
Bonneville,ID,202100,409,2020
Boundary,ID,235000,442,2020
Butte,ID,146600,295,2020
Camas,ID,164900,349,2020
Canyon,ID,211600,418,2020
Caribou,ID,151100,307,2020
Cassia,ID,168400,358,2020
Clark,ID,122900,223,2020
Clearwater,ID,167700,356,2020
Custer,ID,216700,423,2020
Elmore,ID,164400,349,2020
Franklin,ID,222200,430,2020
Fremont,ID,168400,358,2020
Gem,ID,198700,405,2020
Gooding,ID,156500,326,2020
Idaho,ID,197200,402,2020
Jefferson,ID,223900,431,2020
Jerome,ID,178300,376,2020
Kootenai,ID,294100,475,2020
Latah,ID,245200,450,2020
Lemhi,ID,192100,395,2020
Lewis,ID,150000,303,2020
Lincoln,ID,152500,313,2020
Madison,ID,229800,436,2020
Minidoka,ID,155600,323,2020
Nez Perce,ID,205600,411,2020
Oneida,ID,182700,383,2020
Owyhee,ID,160900,338,2020
Payette,ID,183600,385,2020
Power,ID,149100,301,2020
Shoshone,ID,133000,259,2020
Teton,ID,358100,491,2020
Twin Falls,ID,182100,382,2020
Valley,ID,306900,480,2020
Washington,ID,163000,345,2020
Adams,IL,130500,251,2020
Alexander,IL,56100,3,2020
Bond,IL,116900,198,2020
Boone,IL,160600,336,2020
Brown,IL,99800,124,2020
Bureau,IL,103900,142,2020
Calhoun,IL,131800,256,2020
Carroll,IL,102200,134,2020
Cass,IL,81700,45,2020
Champaign,IL,166600,353,2020
Christian,IL,93200,95,2020
Clark,IL,94900,102,2020
Clay,IL,84400,57,2020
Clinton,IL,145700,293,2020
Coles,IL,105100,145,2020
Cook,IL,255500,457,2020
Crawford,IL,94100,100,2020
Cumberland,IL,106300,151,2020
DeKalb,IL,182300,382,2020
De Witt,IL,103600,139,2020
Douglas,IL,120500,213,2020
DuPage,IL,315600,482,2020
Edgar,IL,82800,50,2020
Edwards,IL,81000,43,2020
Effingham,IL,151700,310,2020
Fayette,IL,93200,95,2020
Ford,IL,98600,119,2020
Franklin,IL,77000,31,2020
Fulton,IL,92600,93,2020
Gallatin,IL,76400,29,2020
Greene,IL,83400,52,2020
Grundy,IL,199800,406,2020
Hamilton,IL,104900,145,2020
Hancock,IL,88500,75,2020
Hardin,IL,77500,33,2020
Henderson,IL,85800,63,2020
Henry,IL,122200,220,2020
Iroquois,IL,107300,154,2020
Jackson,IL,114300,187,2020
Jasper,IL,99900,125,2020
Jefferson,IL,97100,112,2020
Jersey,IL,148800,300,2020
Jo Daviess,IL,156300,325,2020
Johnson,IL,117500,200,2020
Kane,IL,245500,451,2020
Kankakee,IL,152800,315,2020
Kendall,IL,243700,449,2020
Knox,IL,83700,54,2020
Lake,IL,271700,466,2020
LaSalle,IL,130600,251,2020
Lawrence,IL,80500,41,2020
Lee,IL,122600,222,2020
Livingston,IL,114000,186,2020
Logan,IL,107600,157,2020
McDonough,IL,91700,89,2020
McHenry,IL,234000,441,2020
McLean,IL,166400,352,2020
Macon,IL,103100,138,2020
Macoupin,IL,102900,137,2020
Madison,IL,138500,273,2020
Marion,IL,81600,45,2020
Marshall,IL,105700,148,2020
Mason,IL,87600,73,2020
Massac,IL,88500,75,2020
Menard,IL,151900,311,2020
Mercer,IL,111000,174,2020
Monroe,IL,220600,428,2020
Montgomery,IL,90300,84,2020
Morgan,IL,109700,169,2020
Moultrie,IL,108300,161,2020
Ogle,IL,150400,305,2020
Peoria,IL,130700,252,2020
Perry,IL,85700,62,2020
Piatt,IL,143000,288,2020
Pike,IL,83500,52,2020
Pope,IL,114600,188,2020
Pulaski,IL,61300,6,2020
Putnam,IL,134800,263,2020
Randolph,IL,110900,173,2020
Richland,IL,88800,77,2020
Rock Island,IL,123100,224,2020
St. Clair,IL,134800,263,2020
Saline,IL,77900,34,2020
Sangamon,IL,144100,290,2020
Schuyler,IL,96900,110,2020
Scott,IL,91800,90,2020
Shelby,IL,105500,147,2020
Stark,IL,87500,72,2020
Stephenson,IL,99600,123,2020
Tazewell,IL,142300,286,2020
Union,IL,110500,172,2020
Vermilion,IL,80900,43,2020
Wabash,IL,80900,43,2020
Warren,IL,86900,68,2020
Washington,IL,117400,200,2020
Wayne,IL,89000,78,2020
White,IL,75400,26,2020
Whiteside,IL,107800,158,2020
Will,IL,239400,446,2020
Williamson,IL,120900,215,2020
Winnebago,IL,121400,217,2020
Woodford,IL,170800,362,2020
Adams,IN,142100,286,2020
Allen,IN,136700,268,2020
Bartholomew,IN,163400,346,2020
Benton,IN,98900,120,2020
Blackford,IN,73500,21,2020
Boone,IN,245200,450,2020
Brown,IN,206600,413,2020
Carroll,IN,133600,260,2020
Cass,IN,91500,88,2020
Clark,IN,152000,312,2020
Clay,IN,104200,143,2020
Clinton,IN,119000,206,2020
Crawford,IN,89500,80,2020
Daviess,IN,139800,278,2020
Dearborn,IN,174500,372,2020
Decatur,IN,139500,278,2020
DeKalb,IN,129100,246,2020
Delaware,IN,96600,109,2020
Dubois,IN,162400,343,2020
Elkhart,IN,149300,302,2020
Fayette,IN,84000,55,2020
Floyd,IN,179100,378,2020
Fountain,IN,107600,157,2020
Franklin,IN,167200,354,2020
Fulton,IN,109200,165,2020
Gibson,IN,123900,228,2020
Grant,IN,96300,107,2020
Greene,IN,101300,131,2020
Hamilton,IN,282700,470,2020
Hancock,IN,179300,379,2020
Harrison,IN,159500,333,2020
Hendricks,IN,205300,411,2020
Henry,IN,101800,133,2020
Howard,IN,113900,186,2020
Huntington,IN,109200,165,2020
Jackson,IN,131000,253,2020
Jasper,IN,158300,330,2020
Jay,IN,90800,85,2020
Jefferson,IN,139000,275,2020
Jennings,IN,111000,174,2020
Johnson,IN,178500,377,2020
Knox,IN,97900,116,2020
Kosciusko,IN,153500,316,2020
LaGrange,IN,194600,398,2020
Lake,IN,156100,324,2020
LaPorte,IN,139900,279,2020
Lawrence,IN,126200,236,2020
Madison,IN,103800,141,2020
Marion,IN,145200,292,2020
Marshall,IN,144400,291,2020
Martin,IN,125400,234,2020
Miami,IN,91100,87,2020
Monroe,IN,189900,394,2020
Montgomery,IN,132200,257,2020
Morgan,IN,165300,350,2020
Newton,IN,116000,195,2020
Noble,IN,132400,257,2020
Ohio,IN,146500,295,2020
Orange,IN,102400,135,2020
Owen,IN,125200,233,2020
Parke,IN,96400,108,2020
Perry,IN,114600,188,2020
Pike,IN,109400,166,2020
Porter,IN,193500,397,2020
Posey,IN,150900,307,2020
Pulaski,IN,114100,187,2020
Putnam,IN,144900,291,2020
Randolph,IN,83700,54,2020
Ripley,IN,156400,326,2020
Rush,IN,115900,194,2020
St. Joseph,IN,134800,263,2020
Scott,IN,107800,158,2020
Shelby,IN,139300,277,2020
Spencer,IN,133200,260,2020
Starke,IN,111100,175,2020
Steuben,IN,154300,320,2020
Sullivan,IN,89400,79,2020
Switzerland,IN,116000,195,2020
Tippecanoe,IN,160900,338,2020
Tipton,IN,123900,228,2020
Union,IN,128200,244,2020
Vanderburgh,IN,136100,267,2020
Vermillion,IN,83900,55,2020
Vigo,IN,105200,146,2020
Wabash,IN,109600,168,2020
Warren,IN,120300,212,2020
Warrick,IN,173900,371,2020
Washington,IN,120100,210,2020
Wayne,IN,102400,135,2020
Wells,IN,132500,258,2020
White,IN,119200,206,2020
Whitley,IN,151900,311,2020
Adair,IA,111100,175,2020
Adams,IA,81400,45,2020
Allamakee,IA,133400,260,2020
Appanoose,IA,85000,59,2020
Audubon,IA,84300,56,2020
Benton,IA,158700,331,2020
Black Hawk,IA,150200,304,2020
Boone,IA,141000,281,2020
Bremer,IA,169000,359,2020
Buchanan,IA,143200,288,2020
Buena Vista,IA,120300,212,2020
Butler,IA,120100,210,2020
Calhoun,IA,85600,62,2020
Carroll,IA,138700,274,2020
Cass,IA,107200,154,2020
Cedar,IA,163100,345,2020
Cerro Gordo,IA,130400,251,2020
Cherokee,IA,117400,200,2020
Chickasaw,IA,122000,220,2020
Clarke,IA,115400,192,2020
Clay,IA,129700,248,2020
Clayton,IA,131600,255,2020
Clinton,IA,120200,211,2020
Crawford,IA,101100,130,2020
Dallas,IA,258300,459,2020
Davis,IA,117900,201,2020
Decatur,IA,82800,50,2020
Delaware,IA,141300,283,2020
Des Moines,IA,111600,177,2020
Dickinson,IA,199800,406,2020
Dubuque,IA,175300,373,2020
Emmet,IA,90000,83,2020
Fayette,IA,106200,151,2020
Floyd,IA,107700,157,2020
Franklin,IA,93200,95,2020
Fremont,IA,113200,182,2020
Greene,IA,93500,97,2020
Grundy,IA,138100,272,2020
Guthrie,IA,129000,246,2020
Hamilton,IA,105200,146,2020
Hancock,IA,100900,129,2020
Hardin,IA,95100,103,2020
Harrison,IA,124000,228,2020
Henry,IA,118500,203,2020
Howard,IA,105800,148,2020
Humboldt,IA,109200,165,2020
Ida,IA,102400,135,2020
Iowa,IA,156000,324,2020
Jackson,IA,127600,242,2020
Jasper,IA,137200,270,2020
Jefferson,IA,120600,213,2020
Johnson,IA,238600,445,2020
Jones,IA,140000,280,2020
Keokuk,IA,95800,105,2020
Kossuth,IA,109400,166,2020
Lee,IA,98400,117,2020
Linn,IA,161600,340,2020
Louisa,IA,107900,159,2020
Lucas,IA,94200,100,2020
Lyon,IA,160700,337,2020
Madison,IA,186700,390,2020
Mahaska,IA,113100,181,2020
Marion,IA,160100,335,2020
Marshall,IA,104400,143,2020
Mills,IA,178500,377,2020
Mitchell,IA,120400,212,2020
Monona,IA,90000,83,2020
Monroe,IA,113800,185,2020
Montgomery,IA,85300,60,2020
Muscatine,IA,135400,265,2020
O'Brien,IA,116300,197,2020
Osceola,IA,96600,109,2020
Page,IA,96400,108,2020
Palo Alto,IA,107300,154,2020
Plymouth,IA,172600,367,2020
