county,state,medianHomeValue,medianHomeValueBucket,year
Pocahontas,IA,81900,47,2020
Polk,IA,190400,394,2020
Pottawattamie,IA,141300,283,2020
Poweshiek,IA,148200,299,2020
Ringgold,IA,113000,181,2020
Sac,IA,101200,130,2020
Scott,IA,167900,357,2020
Shelby,IA,120700,214,2020
Sioux,IA,182500,383,2020
Story,IA,195200,400,2020
Tama,IA,114400,187,2020
Taylor,IA,84100,56,2020
Union,IA,109600,168,2020
Van Buren,IA,91200,88,2020
Wapello,IA,87400,71,2020
Warren,IA,196100,401,2020
Washington,IA,158600,331,2020
Wayne,IA,79900,40,2020
Webster,IA,107900,159,2020
Winnebago,IA,96200,106,2020
Winneshiek,IA,183300,384,2020
Woodbury,IA,131300,254,2020
Worth,IA,107600,157,2020
Wright,IA,86100,65,2020
Allen,KS,80300,41,2020
Anderson,KS,100300,126,2020
Atchison,KS,108700,162,2020
Barber,KS,74400,23,2020
Barton,KS,97100,112,2020
Bourbon,KS,83900,55,2020
Brown,KS,87000,69,2020
Butler,KS,150300,305,2020
Chase,KS,102500,135,2020
Chautauqua,KS,51700,1,2020
Cherokee,KS,80700,42,2020
Cheyenne,KS,84200,56,2020
Clark,KS,74300,23,2020
Clay,KS,105500,147,2020
Cloud,KS,77800,33,2020
Coffey,KS,124300,229,2020
Comanche,KS,72500,19,2020
Cowley,KS,88600,76,2020
Crawford,KS,96900,110,2020
Decatur,KS,68400,13,2020
Dickinson,KS,116400,197,2020
Doniphan,KS,100000,125,2020
Douglas,KS,212400,419,2020
Edwards,KS,60700,5,2020
Elk,KS,49400,1,2020
Ellis,KS,172700,367,2020
Ellsworth,KS,110100,171,2020
Finney,KS,159300,333,2020
Ford,KS,109800,169,2020
Franklin,KS,138500,273,2020
Geary,KS,143100,288,2020
Gove,KS,99800,124,2020
Graham,KS,77500,33,2020
Grant,KS,137000,269,2020
Gray,KS,142600,287,2020
Greeley,KS,112100,178,2020
Greenwood,KS,64500,9,2020
Hamilton,KS,75000,24,2020
Harper,KS,75200,25,2020
Harvey,KS,131000,253,2020
Haskell,KS,96300,107,2020
Hodgeman,KS,93400,97,2020
Jackson,KS,139400,277,2020
Jefferson,KS,163400,346,2020
Jewell,KS,56300,3,2020
Johnson,KS,277500,467,2020
Kearny,KS,91200,88,2020
Kingman,KS,92500,93,2020
Kiowa,KS,132500,258,2020
Labette,KS,76500,29,2020
Lane,KS,75100,25,2020
Leavenworth,KS,195000,400,2020
Lincoln,KS,75400,26,2020
Linn,KS,112000,178,2020
Logan,KS,89600,80,2020
Lyon,KS,113700,185,2020
McPherson,KS,154700,321,2020
Marion,KS,96600,109,2020
Marshall,KS,101600,132,2020
Meade,KS,101800,133,2020
Miami,KS,212500,419,2020
Mitchell,KS,92100,91,2020
Montgomery,KS,78900,38,2020
Morris,KS,94400,101,2020
Morton,KS,90300,84,2020
Nemaha,KS,150400,305,2020
Neosho,KS,83800,54,2020
Ness,KS,74100,22,2020
Norton,KS,79100,39,2020
Osage,KS,123600,226,2020
Osborne,KS,66100,10,2020
Ottawa,KS,117300,199,2020
Pawnee,KS,78800,37,2020
Phillips,KS,82700,50,2020
Pottawatomie,KS,176700,374,2020
Pratt,KS,107500,155,2020
Rawlins,KS,101000,129,2020
Reno,KS,106100,150,2020
Republic,KS,67100,11,2020
Rice,KS,79500,39,2020
Riley,KS,205900,412,2020
Rooks,KS,77300,32,2020
Rush,KS,70100,16,2020
Russell,KS,99900,125,2020
Saline,KS,141300,283,2020
Scott,KS,134000,261,2020
Sedgwick,KS,146300,295,2020
Seward,KS,111200,175,2020
Shawnee,KS,135100,265,2020
Sheridan,KS,119000,206,2020
Sherman,KS,107500,155,2020
Smith,KS,75300,26,2020
Stafford,KS,73900,22,2020
Stanton,KS,63200,7,2020
Stevens,KS,104200,143,2020
Sumner,KS,94800,102,2020
Thomas,KS,129600,248,2020
Trego,KS,103600,139,2020
Wabaunsee,KS,153700,318,2020
Wallace,KS,84500,57,2020
Washington,KS,84100,56,2020
Wichita,KS,101500,131,2020
Wilson,KS,82200,48,2020
Woodson,KS,68700,14,2020
Wyandotte,KS,107000,154,2020
Adair,KY,105400,147,2020
Allen,KY,123300,225,2020
Anderson,KY,158100,330,2020
Ballard,KY,103800,141,2020
Barren,KY,127100,240,2020
Bath,KY,83900,55,2020
Bell,KY,62800,7,2020
Boone,KY,194700,399,2020
Bourbon,KY,155300,323,2020
Boyd,KY,110000,170,2020
Boyle,KY,144000,290,2020
Bracken,KY,102700,136,2020
Breathitt,KY,53000,2,2020
Breckinridge,KY,104500,144,2020
Bullitt,KY,171300,364,2020
Butler,KY,92000,91,2020
Caldwell,KY,89600,80,2020
Calloway,KY,141200,282,2020
Campbell,KY,173400,369,2020
Carlisle,KY,83200,52,2020
Carroll,KY,105800,148,2020
Carter,KY,109500,167,2020
Casey,KY,97600,114,2020
Christian,KY,121000,216,2020
Clark,KY,151300,309,2020
Clay,KY,61300,6,2020
Clinton,KY,77900,34,2020
Crittenden,KY,97200,112,2020
Cumberland,KY,110000,170,2020
Daviess,KY,143500,288,2020
Edmonson,KY,91900,90,2020
Elliott,KY,76600,29,2020
Estill,KY,78200,35,2020
Fayette,KY,200900,407,2020
Fleming,KY,91100,87,2020
Floyd,KY,74000,22,2020
Franklin,KY,149900,303,2020
Fulton,KY,63800,8,2020
Gallatin,KY,135100,265,2020
Garrard,KY,144900,291,2020
Grant,KY,141600,284,2020
Graves,KY,109000,164,2020
Grayson,KY,118100,202,2020
Green,KY,80600,42,2020
Greenup,KY,114900,189,2020
Hancock,KY,113600,184,2020
Hardin,KY,157700,329,2020
Harlan,KY,64100,9,2020
Harrison,KY,146800,296,2020
Hart,KY,93000,95,2020
Henderson,KY,133200,260,2020
Henry,KY,134100,262,2020
Hickman,KY,85000,59,2020
Hopkins,KY,107100,154,2020
Jackson,KY,83100,51,2020
Jefferson,KY,178100,376,2020
Jessamine,KY,186400,389,2020
Johnson,KY,115800,194,2020
Kenton,KY,167100,354,2020
Knott,KY,52300,2,2020
Knox,KY,87000,69,2020
Larue,KY,125100,232,2020
Laurel,KY,116300,197,2020
Lawrence,KY,91800,90,2020
Lee,KY,65800,10,2020
Leslie,KY,69000,14,2020
Letcher,KY,54700,3,2020
Lewis,KY,68300,13,2020
Lincoln,KY,106100,150,2020
Livingston,KY,90600,85,2020
Logan,KY,108900,164,2020
Lyon,KY,149100,301,2020
McCracken,KY,145200,292,2020
McCreary,KY,76700,30,2020
McLean,KY,111800,178,2020
Madison,KY,161400,339,2020
Magoffin,KY,71100,17,2020
Marion,KY,112900,181,2020
Marshall,KY,138000,272,2020
Martin,KY,78100,34,2020
Mason,KY,144200,290,2020
Meade,KY,154200,319,2020
Menifee,KY,83200,52,2020
Mercer,KY,148900,300,2020
Metcalfe,KY,76900,31,2020
Monroe,KY,97000,111,2020
Montgomery,KY,124600,230,2020
Morgan,KY,79900,40,2020
Muhlenberg,KY,96000,106,2020
Nelson,KY,164200,348,2020
Nicholas,KY,86500,66,2020
Ohio,KY,90400,84,2020
Oldham,KY,299300,477,2020
Owen,KY,116300,197,2020
Owsley,KY,67400,12,2020
Pendleton,KY,130100,250,2020
Perry,KY,78900,38,2020
Pike,KY,82700,50,2020
Powell,KY,105000,145,2020
Pulaski,KY,113900,186,2020
Robertson,KY,101900,133,2020
Rockcastle,KY,88500,75,2020
Rowan,KY,126900,239,2020
Russell,KY,99000,121,2020
Scott,KY,197900,404,2020
Shelby,KY,202000,408,2020
Simpson,KY,141400,283,2020
Spencer,KY,227000,434,2020
Taylor,KY,122800,223,2020
Todd,KY,112500,180,2020
Trigg,KY,156000,324,2020
Trimble,KY,129700,248,2020
Union,KY,90900,86,2020
Warren,KY,180000,380,2020
Washington,KY,123600,226,2020
Wayne,KY,90300,84,2020
Webster,KY,76200,29,2020
Whitley,KY,104200,143,2020
Wolfe,KY,66300,11,2020
Woodford,KY,212100,419,2020
Acadia,LA,130300,250,2020
Allen,LA,107400,155,2020
Ascension,LA,224300,432,2020
Assumption,LA,118900,205,2020
Avoyelles,LA,103900,142,2020
Beauregard,LA,141600,284,2020
Bienville,LA,73700,21,2020
Bossier,LA,176700,374,2020
Caddo,LA,150200,304,2020
Calcasieu,LA,160800,337,2020
Caldwell,LA,79100,39,2020
Cameron,LA,124300,229,2020
Catahoula,LA,90600,85,2020
Claiborne,LA,75500,26,2020
Concordia,LA,94500,101,2020
De Soto,LA,116500,197,2020
East Baton Rouge,LA,201100,408,2020
East Carroll,LA,62800,7,2020
East Feliciana,LA,153800,318,2020
Evangeline,LA,99500,122,2020
Franklin,LA,86600,67,2020
Grant,LA,122600,222,2020
Iberia,LA,120500,213,2020
Iberville,LA,139100,276,2020
Jackson,LA,85700,62,2020
Jefferson,LA,193600,397,2020
Jefferson Davis,LA,110800,173,2020
Lafayette,LA,189700,393,2020
Lafourche,LA,158800,331,2020
LaSalle,LA,107000,154,2020
Lincoln,LA,152400,313,2020
Livingston,LA,173200,369,2020
Madison,LA,77600,33,2020
Morehouse,LA,94500,101,2020
Natchitoches,LA,148300,299,2020
Orleans,LA,250000,454,2020
Ouachita,LA,150200,304,2020
Plaquemines,LA,202700,409,2020
Pointe Coupee,LA,157900,329,2020
Rapides,LA,147200,297,2020
Red River,LA,77900,34,2020
Richland,LA,107700,157,2020
Sabine,LA,87600,73,2020
St. Bernard,LA,152600,314,2020
St. Charles,LA,205600,411,2020
St. Helena,LA,115500,193,2020
St. James,LA,168700,358,2020
St. John the Baptist,LA,155900,324,2020
St. Landry,LA,122900,223,2020
St. Martin,LA,123700,227,2020
St. Mary,LA,105800,148,2020
St. Tammany,LA,223300,430,2020
Tangipahoa,LA,167900,357,2020
Tensas,LA,78900,38,2020
Terrebonne,LA,155600,323,2020
Union,LA,94700,101,2020
Vermilion,LA,127700,242,2020
Vernon,LA,126000,235,2020
Washington,LA,114900,189,2020
Webster,LA,85300,60,2020
West Baton Rouge,LA,197000,402,2020
West Carroll,LA,85800,63,2020
West Feliciana,LA,230400,438,2020
Winn,LA,77000,31,2020
Androscoggin,ME,166600,353,2020
Aroostook,ME,102600,136,2020
Cumberland,ME,288800,473,2020
Franklin,ME,146900,297,2020
Hancock,ME,218000,425,2020
Kennebec,ME,164000,348,2020
Knox,ME,209900,416,2020
Lincoln,ME,220000,427,2020
Oxford,ME,150700,306,2020
Penobscot,ME,148300,299,2020
Piscataquis,ME,110100,171,2020
Sagadahoc,ME,222900,430,2020
Somerset,ME,122400,221,2020
Waldo,ME,169400,359,2020
Washington,ME,115200,190,2020
York,ME,260800,460,2020
Allegany,MD,126500,238,2020
Anne Arundel,MD,370100,494,2020
Baltimore,MD,267400,464,2020
Calvert,MD,364800,492,2020
Caroline,MD,213400,421,2020
Carroll,MD,343400,489,2020
Cecil,MD,250400,454,2020
Charles,MD,326800,485,2020
Dorchester,MD,187300,391,2020
Frederick,MD,341800,488,2020
Garrett,MD,194600,398,2020
Harford,MD,302900,479,2020
Howard,MD,464500,503,2020
Kent,MD,258500,459,2020
Montgomery,MD,491700,504,2020
Prince George's,MD,319600,483,2020
Queen Anne's,MD,363300,492,2020
St. Mary's,MD,318500,483,2020
Somerset,MD,131500,254,2020
Talbot,MD,334000,486,2020
Washington,MD,221700,429,2020
Wicomico,MD,185000,387,2020
Worcester,MD,267400,464,2020
Baltimore City,MD,167300,354,2020
Barnstable,MA,414000,499,2020
Berkshire,MA,221000,429,2020
Bristol,MA,317800,483,2020
Dukes,MA,794000,510,2020
Essex,MA,436600,501,2020
Franklin,MA,239900,446,2020
Hampden,MA,216100,423,2020
Hampshire,MA,289300,473,2020
Middlesex,MA,540300,505,2020
Nantucket,MA,1117300,511,2020
Norfolk,MA,491000,503,2020
Plymouth,MA,386600,496,2020
Suffolk,MA,547300,505,2020
Worcester,MA,295300,476,2020
Alcona,MI,118700,204,2020
Alger,MI,141900,285,2020
Allegan,MI,174000,371,2020
Alpena,MI,104900,145,2020
Antrim,MI,161700,341,2020
Arenac,MI,98600,119,2020
Baraga,MI,108200,160,2020
Barry,MI,171800,365,2020
Bay,MI,106400,152,2020
Benzie,MI,195400,400,2020
Berrien,MI,157500,328,2020
Branch,MI,118200,202,2020
Calhoun,MI,115500,193,2020
Cass,MI,155600,323,2020
Charlevoix,MI,171100,363,2020
Cheboygan,MI,141800,285,2020
Chippewa,MI,121600,218,2020
Clare,MI,91900,90,2020
Clinton,MI,185500,387,2020
Crawford,MI,111800,178,2020
Delta,MI,115400,192,2020
Dickinson,MI,109300,165,2020
Eaton,MI,160000,335,2020
Emmet,MI,206900,414,2020
Genesee,MI,119500,207,2020
Gladwin,MI,111000,174,2020
Gogebic,MI,73500,21,2020
Grand Traverse,MI,225400,433,2020
Gratiot,MI,97600,114,2020
Hillsdale,MI,131800,256,2020
Houghton,MI,113700,185,2020
Huron,MI,109000,164,2020
Ingham,MI,143900,289,2020
Ionia,MI,140800,281,2020
Iosco,MI,98200,117,2020
Iron,MI,79500,39,2020
Isabella,MI,136900,269,2020
Jackson,MI,138900,275,2020
Kalamazoo,MI,168500,358,2020
Kalkaska,MI,127600,242,2020
Kent,MI,188500,392,2020
Keweenaw,MI,141800,285,2020
Lake,MI,89700,81,2020
Lapeer,MI,179900,379,2020
Leelanau,MI,285700,471,2020
Lenawee,MI,143000,288,2020
Livingston,MI,256100,457,2020
Luce,MI,97200,112,2020
Mackinac,MI,136100,267,2020
Macomb,MI,174000,371,2020
Manistee,MI,130900,252,2020
Marquette,MI,154200,319,2020
Mason,MI,151400,309,2020
Mecosta,MI,122500,221,2020
Menominee,MI,112600,180,2020
Midland,MI,145900,294,2020
Missaukee,MI,123300,225,2020
Monroe,MI,167400,355,2020
Montcalm,MI,121800,219,2020
Montmorency,MI,113300,182,2020
Muskegon,MI,126400,238,2020
Newaygo,MI,128900,245,2020
Oakland,MI,252800,456,2020
Oceana,MI,121900,219,2020
Ogemaw,MI,103200,138,2020
Ontonagon,MI,74400,23,2020
Osceola,MI,102800,137,2020
Oscoda,MI,96800,110,2020
Otsego,MI,147100,297,2020
Ottawa,MI,209400,416,2020
Presque Isle,MI,111200,175,2020
Roscommon,MI,111300,176,2020
Saginaw,MI,106200,151,2020
St. Clair,MI,162300,342,2020
St. Joseph,MI,128800,245,2020
Sanilac,MI,121500,217,2020
Schoolcraft,MI,114400,187,2020
Shiawassee,MI,127500,241,2020
Tuscola,MI,108200,160,2020
Van Buren,MI,147400,298,2020
Washtenaw,MI,278500,468,2020
Wayne,MI,122700,223,2020
Wexford,MI,115500,193,2020
Aitkin,MN,183400,384,2020
Anoka,MN,244500,450,2020
Becker,MN,202600,409,2020
Beltrami,MN,167000,354,2020
Benton,MN,187300,391,2020
Big Stone,MN,108900,164,2020
Blue Earth,MN,194800,399,2020
Brown,MN,144000,290,2020
Carlton,MN,179400,379,2020
Carver,MN,333400,486,2020
Cass,MN,200700,407,2020
Chippewa,MN,118100,202,2020
Chisago,MN,244600,450,2020
Clay,MN,205400,411,2020
Clearwater,MN,139500,278,2020
Cook,MN,251900,455,2020
Cottonwood,MN,106900,153,2020
Crow Wing,MN,208900,415,2020
Dakota,MN,280300,468,2020
Dodge,MN,197100,402,2020
Douglas,MN,226500,434,2020
Faribault,MN,94100,100,2020
Fillmore,MN,159500,333,2020
Freeborn,MN,121600,218,2020
Goodhue,MN,212800,420,2020
Grant,MN,129400,247,2020
Hennepin,MN,292100,474,2020
Houston,MN,177000,375,2020
Hubbard,MN,208200,415,2020
Isanti,MN,214400,421,2020
Itasca,MN,163600,346,2020
Jackson,MN,122300,221,2020
Kanabec,MN,168900,358,2020
Kandiyohi,MN,178000,376,2020
Kittson,MN,96300,107,2020
Koochiching,MN,115500,193,2020
Lac qui Parle,MN,97500,114,2020
Lake,MN,174300,372,2020
Lake of the Woods,MN,179500,379,2020
Le Sueur,MN,226400,433,2020
Lincoln,MN,107800,158,2020
Lyon,MN,152700,315,2020
McLeod,MN,171200,364,2020
Mahnomen,MN,111400,176,2020
Marshall,MN,121000,216,2020
Martin,MN,126400,238,2020
Meeker,MN,175600,373,2020
Mille Lacs,MN,170500,361,2020
Morrison,MN,178100,376,2020
Mower,MN,130800,252,2020
Murray,MN,132500,258,2020
Nicollet,MN,205000,410,2020
Nobles,MN,130400,251,2020
Norman,MN,107600,157,2020
Olmsted,MN,233100,440,2020
Otter Tail,MN,203800,410,2020
Pennington,MN,163400,346,2020
Pine,MN,170700,362,2020
Pipestone,MN,101300,131,2020
Polk,MN,169100,359,2020
Pope,MN,185800,388,2020
Ramsey,MN,239000,445,2020
Red Lake,MN,123000,224,2020
Redwood,MN,114800,189,2020
Renville,MN,112400,179,2020
Rice,MN,232800,440,2020
Rock,MN,160700,337,2020
Roseau,MN,140800,281,2020
St. Louis,MN,161100,339,2020
Scott,MN,317500,483,2020
Sherburne,MN,244700,450,2020
Sibley,MN,166100,352,2020
Stearns,MN,193500,397,2020
Steele,MN,173400,369,2020
Stevens,MN,161000,338,2020
Swift,MN,113000,181,2020
Todd,MN,151800,310,2020
Traverse,MN,85700,62,2020
Wabasha,MN,189300,393,2020
Wadena,MN,135000,264,2020
Waseca,MN,162000,342,2020
Washington,MN,301000,478,2020
Watonwan,MN,98600,119,2020
Wilkin,MN,138300,272,2020
Winona,MN,173200,369,2020
Wright,MN,250800,454,2020
Yellow Medicine,MN,117900,201,2020
Adams,MS,94100,100,2020
Alcorn,MS,108600,162,2020
Amite,MS,85200,60,2020
Attala,MS,88700,76,2020
Benton,MS,82800,50,2020
Bolivar,MS,98800,120,2020
Calhoun,MS,70500,17,2020
Carroll,MS,93800,98,2020
Chickasaw,MS,70000,15,2020
Choctaw,MS,89700,81,2020
Claiborne,MS,69600,15,2020
Clarke,MS,81100,44,2020
Clay,MS,96700,109,2020
Coahoma,MS,67900,12,2020
Copiah,MS,88900,77,2020
Covington,MS,68100,13,2020
DeSoto,MS,177800,376,2020
Forrest,MS,118100,202,2020
Franklin,MS,81200,44,2020
George,MS,119300,206,2020
Greene,MS,83100,51,2020
Grenada,MS,107800,158,2020
Hancock,MS,167700,356,2020
Harrison,MS,157900,329,2020
Hinds,MS,121500,217,2020
Holmes,MS,58600,4,2020
Humphreys,MS,70500,17,2020
Issaquena,MS,87500,72,2020
Itawamba,MS,90700,85,2020
Jackson,MS,143000,288,2020
Jasper,MS,89300,79,2020
Jefferson,MS,62000,7,2020
Jefferson Davis,MS,82400,48,2020
Jones,MS,101300,131,2020
Kemper,MS,78600,36,2020
Lafayette,MS,217900,424,2020
Lamar,MS,174600,372,2020
Lauderdale,MS,103600,139,2020
Lawrence,MS,104000,142,2020
Leake,MS,86200,65,2020
Lee,MS,140600,281,2020
Leflore,MS,86000,64,2020
Lincoln,MS,105100,145,2020
Lowndes,MS,136300,267,2020
Madison,MS,224300,432,2020
Marion,MS,94300,100,2020
Marshall,MS,123700,227,2020
Monroe,MS,99100,121,2020
Montgomery,MS,87500,72,2020
Neshoba,MS,83600,53,2020
Newton,MS,86200,65,2020
Noxubee,MS,67100,11,2020
Oktibbeha,MS,165000,350,2020
Panola,MS,82700,50,2020
Pearl River,MS,150800,307,2020
Perry,MS,108000,159,2020
Pike,MS,95800,105,2020
Pontotoc,MS,115300,191,2020
Prentiss,MS,95300,104,2020
Quitman,MS,54500,3,2020
Rankin,MS,165200,350,2020
Scott,MS,78500,36,2020
Sharkey,MS,63400,8,2020
Simpson,MS,86600,67,2020
Smith,MS,108300,161,2020
Stone,MS,124500,230,2020
Sunflower,MS,86300,66,2020
Tallahatchie,MS,68900,14,2020
Tate,MS,139300,277,2020
Tippah,MS,89200,79,2020
Tishomingo,MS,97000,111,2020
Tunica,MS,101800,133,2020
Union,MS,112900,181,2020
Walthall,MS,98100,116,2020
Warren,MS,133100,259,2020
Washington,MS,80600,42,2020
Wayne,MS,78300,35,2020
Webster,MS,86600,67,2020
Wilkinson,MS,70500,17,2020
Winston,MS,96700,109,2020
Yalobusha,MS,85500,61,2020
Yazoo,MS,88600,76,2020
Adair,MO,123500,226,2020
Andrew,MO,150200,304,2020
Atchison,MO,90400,84,2020
Audrain,MO,89200,79,2020
Barry,MO,127400,241,2020
Barton,MO,91900,90,2020
Bates,MO,119600,207,2020
Benton,MO,122600,222,2020
Bollinger,MO,113600,184,2020
Boone,MO,198700,405,2020
Buchanan,MO,126000,235,2020
Butler,MO,116400,197,2020
Caldwell,MO,109700,169,2020
Callaway,MO,156900,327,2020
Camden,MO,213200,421,2020
Cape Girardeau,MO,162400,343,2020
Carroll,MO,93400,97,2020
Carter,MO,135800,267,2020
Cass,MO,196700,401,2020
Cedar,MO,95200,104,2020
Chariton,MO,100700,127,2020
Christian,MO,182800,383,2020
Clark,MO,96800,110,2020
Clay,MO,185700,388,2020
Clinton,MO,160800,337,2020
Cole,MO,169700,360,2020
Cooper,MO,150800,307,2020
Crawford,MO,124400,229,2020
Dade,MO,101800,133,2020
Dallas,MO,131000,253,2020
Daviess,MO,114600,188,2020
DeKalb,MO,125000,232,2020
Dent,MO,104900,145,2020
Douglas,MO,127300,241,2020
Dunklin,MO,78500,36,2020
Franklin,MO,171900,365,2020
Gasconade,MO,136800,269,2020
Gentry,MO,86200,65,2020
Greene,MO,151300,309,2020
Grundy,MO,101100,130,2020
Harrison,MO,75300,26,2020
Henry,MO,115600,193,2020
Hickory,MO,81500,45,2020
Holt,MO,88900,77,2020
Howard,MO,141400,283,2020
Howell,MO,114600,188,2020
Iron,MO,87100,70,2020
Jackson,MO,157200,327,2020
Jasper,MO,124200,229,2020
Jefferson,MO,167700,356,2020
Johnson,MO,163300,346,2020
Knox,MO,75100,25,2020
Laclede,MO,116600,198,2020
Lafayette,MO,154300,320,2020
Lawrence,MO,115300,191,2020
Lewis,MO,88200,75,2020
Lincoln,MO,165700,351,2020
Linn,MO,92600,93,2020
Livingston,MO,111800,178,2020
McDonald,MO,102200,134,2020
Macon,MO,100500,127,2020
Madison,MO,120000,209,2020
Maries,MO,145400,293,2020
Marion,MO,129000,246,2020
Mercer,MO,85300,60,2020
Miller,MO,140500,280,2020
Mississippi,MO,82900,51,2020
Moniteau,MO,138900,275,2020
Monroe,MO,119200,206,2020
Montgomery,MO,120700,214,2020
Morgan,MO,150100,304,2020
New Madrid,MO,77200,32,2020
Newton,MO,131800,256,2020
Nodaway,MO,126600,239,2020
Oregon,MO,98600,119,2020
Osage,MO,159000,332,2020
Ozark,MO,109100,165,2020
Pemiscot,MO,88200,75,2020
Perry,MO,151900,311,2020
Pettis,MO,128900,245,2020
Phelps,MO,146200,294,2020
Pike,MO,96600,109,2020
Platte,MO,238800,445,2020
Polk,MO,141600,284,2020
Pulaski,MO,160700,337,2020
Putnam,MO,89300,79,2020
Ralls,MO,134700,262,2020
Randolph,MO,108600,162,2020
Ray,MO,139800,278,2020
Reynolds,MO,96000,106,2020
Ripley,MO,86900,68,2020
St. Charles,MO,230100,437,2020
St. Clair,MO,95100,103,2020
Ste. Genevieve,MO,171100,363,2020
St. Francois,MO,118000,201,2020
St. Louis,MO,143700,289,2020
Saline,MO,114600,188,2020
Schuyler,MO,81300,44,2020
Scotland,MO,100300,126,2020
Scott,MO,113200,182,2020
Shannon,MO,119900,209,2020
Shelby,MO,71700,18,2020
Stoddard,MO,103600,139,2020
Stone,MO,185900,389,2020
Sullivan,MO,75600,27,2020
Taney,MO,149900,303,2020
Texas,MO,112600,180,2020
Vernon,MO,102200,134,2020
Warren,MO,184900,386,2020
Washington,MO,97700,114,2020
Wayne,MO,93200,95,2020
Webster,MO,152500,313,2020
Worth,MO,71200,17,2020
Wright,MO,109100,165,2020
Beaverhead,MT,206900,414,2020
Big Horn,MT,150300,305,2020
Blaine,MT,90600,85,2020
Broadwater,MT,238000,444,2020
Carbon,MT,271500,466,2020
Carter,MT,109400,166,2020
Cascade,MT,184400,386,2020
Chouteau,MT,155700,324,2020
Custer,MT,174500,372,2020
Daniels,MT,164700,349,2020
Dawson,MT,152700,315,2020
Deer Lodge,MT,129100,246,2020
Fallon,MT,165900,351,2020
Fergus,MT,138700,274,2020
Flathead,MT,294600,476,2020
Gallatin,MT,388000,496,2020
Garfield,MT,155300,323,2020
Glacier,MT,106400,152,2020
Golden Valley,MT,107600,157,2020
Granite,MT,252600,456,2020
Hill,MT,153800,318,2020
Jefferson,MT,290700,474,2020
Judith Basin,MT,154200,319,2020
Lake,MT,278400,468,2020
Lewis and Clark,MT,263900,461,2020
Liberty,MT,101600,132,2020
Lincoln,MT,197300,403,2020
McCone,MT,151300,309,2020
Madison,MT,316900,482,2020
Meagher,MT,170700,362,2020
Mineral,MT,194800,399,2020
Missoula,MT,302200,478,2020
Musselshell,MT,173000,368,2020
Park,MT,287800,472,2020
Petroleum,MT,155700,324,2020
Phillips,MT,141600,284,2020
Pondera,MT,138900,275,2020
Powder River,MT,135900,267,2020
Powell,MT,147400,298,2020
Prairie,MT,101000,129,2020
Ravalli,MT,290400,474,2020
Richland,MT,229100,436,2020
Roosevelt,MT,103800,141,2020
Rosebud,MT,115300,191,2020
Sanders,MT,251600,455,2020
Sheridan,MT,114800,189,2020
Silver Bow,MT,155300,323,2020
Stillwater,MT,256600,458,2020
Sweet Grass,MT,243300,449,2020
Teton,MT,186300,389,2020
Toole,MT,124600,230,2020
Treasure,MT,161800,341,2020
Valley,MT,150500,306,2020
Wheatland,MT,117300,199,2020
Wibaux,MT,107600,157,2020
Yellowstone,MT,238700,445,2020
Adams,NE,137700,271,2020
Antelope,NE,82100,47,2020
Arthur,NE,129200,247,2020
Banner,NE,172900,368,2020
Blaine,NE,77700,33,2020
Boone,NE,131700,255,2020
Box Butte,NE,129200,247,2020
Boyd,NE,85000,59,2020
Brown,NE,85100,59,2020
Buffalo,NE,185300,387,2020
Burt,NE,104900,145,2020
Butler,NE,127200,241,2020
Cass,NE,195500,400,2020
Cedar,NE,121800,219,2020
Chase,NE,139200,276,2020
Cherry,NE,124900,231,2020
Cheyenne,NE,98700,119,2020
Clay,NE,102500,135,2020
Colfax,NE,92900,94,2020
Cuming,NE,129100,246,2020
Custer,NE,116900,198,2020
Dakota,NE,131400,254,2020
Dawes,NE,125200,233,2020
Dawson,NE,113700,185,2020
Deuel,NE,89800,82,2020
Dixon,NE,100000,125,2020
Dodge,NE,137100,269,2020
Douglas,NE,180000,380,2020
Dundy,NE,76900,31,2020
Fillmore,NE,89200,79,2020
Franklin,NE,77100,31,2020
Frontier,NE,111100,175,2020
Furnas,NE,73700,21,2020
Gage,NE,124100,228,2020
Garden,NE,77100,31,2020
Garfield,NE,106000,149,2020
Gosper,NE,165500,350,2020
Grant,NE,72500,19,2020
Greeley,NE,74200,23,2020
Hall,NE,153800,318,2020
Hamilton,NE,163900,347,2020
Harlan,NE,113900,186,2020
Hayes,NE,81000,43,2020
Hitchcock,NE,75900,28,2020
Holt,NE,126000,235,2020
Hooker,NE,94000,98,2020
Howard,NE,155300,323,2020
Jefferson,NE,98600,119,2020
Johnson,NE,104700,144,2020
Kearney,NE,162200,342,2020
Keith,NE,135000,264,2020
Keya Paha,NE,65000,10,2020
Kimball,NE,80500,41,2020
Knox,NE,92300,92,2020
Lancaster,NE,190000,394,2020
Lincoln,NE,153200,316,2020
Logan,NE,107900,159,2020
Loup,NE,82200,48,2020
McPherson,NE,78900,38,2020
Madison,NE,155200,322,2020
Merrick,NE,119900,209,2020
Morrill,NE,103200,138,2020
Nance,NE,78400,36,2020
Nemaha,NE,97200,112,2020
Nuckolls,NE,73900,22,2020
Otoe,NE,145100,292,2020
Pawnee,NE,71400,18,2020
Perkins,NE,118400,203,2020
Phelps,NE,139900,279,2020
Pierce,NE,134500,262,2020
Platte,NE,159500,333,2020
Polk,NE,117600,200,2020
Red Willow,NE,113600,184,2020
Richardson,NE,73700,21,2020
Rock,NE,92100,91,2020
