county,state,percentHighSchool,percentHighSchoolBucket,year
Franklin,IA,90.4,324,2020
Fremont,IA,94,463,2020
Greene,IA,93.4,443,2020
Grundy,IA,95.1,488,2020
Guthrie,IA,93.8,457,2020
Hamilton,IA,93.6,451,2020
Hancock,IA,92.9,423,2020
Hardin,IA,92.6,412,2020
Harrison,IA,92.7,416,2020
Henry,IA,92.5,407,2020
Howard,IA,91.2,355,2020
Humboldt,IA,93.7,454,2020
Ida,IA,92,385,2020
Iowa,IA,94.4,474,2020
Jackson,IA,93.1,431,2020
Jasper,IA,93.8,457,2020
Jefferson,IA,92.3,398,2020
Johnson,IA,95.7,498,2020
Jones,IA,93.6,451,2020
Keokuk,IA,93.2,435,2020
Kossuth,IA,93.6,451,2020
Lee,IA,93.1,431,2020
Linn,IA,94.6,478,2020
Louisa,IA,84.3,140,2020
Lucas,IA,93,427,2020
Lyon,IA,92,385,2020
Madison,IA,95.5,496,2020
Mahaska,IA,91.7,373,2020
Marion,IA,93.9,461,2020
Marshall,IA,85.2,159,2020
Mills,IA,93.6,451,2020
Mitchell,IA,91.9,381,2020
Monona,IA,92.5,407,2020
Monroe,IA,89.8,299,2020
Montgomery,IA,91.8,377,2020
Muscatine,IA,89.1,273,2020
O'Brien,IA,91.8,377,2020
Osceola,IA,88.1,237,2020
Page,IA,92.6,412,2020
Palo Alto,IA,92.7,416,2020
Plymouth,IA,93.6,451,2020
Pocahontas,IA,89.6,291,2020
Polk,IA,92.1,389,2020
Pottawattamie,IA,89.7,295,2020
Poweshiek,IA,93.8,457,2020
Ringgold,IA,93.4,443,2020
Sac,IA,92.6,412,2020
Scott,IA,93.5,447,2020
Shelby,IA,91.7,373,2020
Sioux,IA,91.8,377,2020
Story,IA,96.8,508,2020
Tama,IA,91.3,358,2020
Taylor,IA,90.2,316,2020
Union,IA,90.5,329,2020
Van Buren,IA,89.3,280,2020
Wapello,IA,87.9,231,2020
Warren,IA,95.9,501,2020
Washington,IA,91.6,369,2020
Wayne,IA,88.9,265,2020
Webster,IA,91.3,358,2020
Winnebago,IA,93.9,461,2020
Winneshiek,IA,96.1,503,2020
Woodbury,IA,87.7,225,2020
Worth,IA,93.4,443,2020
Wright,IA,92.7,416,2020
Allen,KS,92.4,403,2020
Anderson,KS,89.5,287,2020
Atchison,KS,92.7,416,2020
Barber,KS,92.2,395,2020
Barton,KS,88.7,258,2020
Bourbon,KS,90.6,333,2020
Brown,KS,92.8,420,2020
Butler,KS,92.9,423,2020
Chase,KS,93.9,461,2020
Chautauqua,KS,85.5,166,2020
Cherokee,KS,88.3,245,2020
Cheyenne,KS,93.3,439,2020
Clark,KS,93.7,454,2020
Clay,KS,93.9,461,2020
Cloud,KS,94.1,466,2020
Coffey,KS,93.5,447,2020
Comanche,KS,96.2,504,2020
Cowley,KS,91.2,355,2020
Crawford,KS,93.1,431,2020
Decatur,KS,93.7,454,2020
Dickinson,KS,92.3,398,2020
Doniphan,KS,92,385,2020
Douglas,KS,95.5,496,2020
Edwards,KS,87.3,213,2020
Elk,KS,88.4,247,2020
Ellis,KS,94.4,474,2020
Ellsworth,KS,91.7,373,2020
Finney,KS,72.1,12,2020
Ford,KS,74,19,2020
Franklin,KS,92.3,398,2020
Geary,KS,94.2,469,2020
Gove,KS,93.6,451,2020
Graham,KS,90.7,335,2020
Grant,KS,80.3,68,2020
Gray,KS,78.4,47,2020
Greeley,KS,85.7,173,2020
Greenwood,KS,92.2,395,2020
Hamilton,KS,76.9,33,2020
Harper,KS,90.7,335,2020
Harvey,KS,91,348,2020
Haskell,KS,72.5,14,2020
Hodgeman,KS,89,269,2020
Jackson,KS,95,486,2020
Jefferson,KS,93.9,461,2020
Jewell,KS,93.9,461,2020
Johnson,KS,96.1,503,2020
Kearny,KS,78,42,2020
Kingman,KS,93.3,439,2020
Kiowa,KS,88.9,265,2020
Labette,KS,89.6,291,2020
Lane,KS,95.9,501,2020
Leavenworth,KS,93,427,2020
Lincoln,KS,94.3,471,2020
Linn,KS,91.1,352,2020
Logan,KS,91,348,2020
Lyon,KS,88,234,2020
McPherson,KS,91.4,361,2020
Marion,KS,91.1,352,2020
Marshall,KS,91.3,358,2020
Meade,KS,82,97,2020
Miami,KS,95.6,497,2020
Mitchell,KS,94.3,471,2020
Montgomery,KS,90.1,312,2020
Morris,KS,92.5,407,2020
Morton,KS,84.4,142,2020
Nemaha,KS,93.2,435,2020
Neosho,KS,92,385,2020
Ness,KS,92.2,395,2020
Norton,KS,90,309,2020
Osage,KS,91,348,2020
Osborne,KS,94.6,478,2020
Ottawa,KS,94.9,484,2020
Pawnee,KS,90.7,335,2020
Phillips,KS,93.4,443,2020
Pottawatomie,KS,94.6,478,2020
Pratt,KS,91.7,373,2020
Rawlins,KS,95.1,488,2020
Reno,KS,89.9,305,2020
Republic,KS,95.9,501,2020
Rice,KS,91.6,369,2020
Riley,KS,96.2,504,2020
Rooks,KS,88.6,252,2020
Rush,KS,93,427,2020
Russell,KS,93,427,2020
Saline,KS,92,385,2020
Scott,KS,83.2,118,2020
Sedgwick,KS,89.8,299,2020
Seward,KS,69.9,7,2020
Shawnee,KS,92.3,398,2020
Sheridan,KS,95.6,497,2020
Sherman,KS,90.1,312,2020
Smith,KS,94.8,483,2020
Stafford,KS,92.9,423,2020
Stanton,KS,81.6,90,2020
Stevens,KS,78.3,45,2020
Sumner,KS,92.9,423,2020
Thomas,KS,93.1,431,2020
Trego,KS,94.1,466,2020
Wabaunsee,KS,96.3,505,2020
Wallace,KS,94.7,481,2020
Washington,KS,93.2,435,2020
Wichita,KS,88.6,252,2020
Wilson,KS,89.3,280,2020
Woodson,KS,92.1,389,2020
Wyandotte,KS,80.3,68,2020
Adair,KY,83,113,2020
Allen,KY,83.5,124,2020
Anderson,KY,90.5,329,2020
Ballard,KY,88.5,249,2020
Barren,KY,83.7,128,2020
Bath,KY,79.3,57,2020
Bell,KY,74,19,2020
Boone,KY,93.7,454,2020
Bourbon,KY,85.6,169,2020
Boyd,KY,88,234,2020
Boyle,KY,88.7,258,2020
Bracken,KY,87.2,210,2020
Breathitt,KY,77.5,37,2020
Breckinridge,KY,86.3,186,2020
Bullitt,KY,88.8,262,2020
Butler,KY,81.5,89,2020
Caldwell,KY,87.4,216,2020
Calloway,KY,90.8,339,2020
Campbell,KY,92.6,412,2020
Carlisle,KY,85.3,162,2020
Carroll,KY,80.9,77,2020
Carter,KY,79.9,64,2020
Casey,KY,73.9,17,2020
Christian,KY,86.6,195,2020
Clark,KY,86.8,200,2020
Clay,KY,66.6,3,2020
Clinton,KY,75.6,26,2020
Crittenden,KY,84.8,150,2020
Cumberland,KY,82.1,99,2020
Daviess,KY,90.5,329,2020
Edmonson,KY,78.6,49,2020
Elliott,KY,75.7,27,2020
Estill,KY,73.6,17,2020
Fayette,KY,91.9,381,2020
Fleming,KY,79.6,60,2020
Floyd,KY,77.7,38,2020
Franklin,KY,90.2,316,2020
Fulton,KY,80.4,69,2020
Gallatin,KY,82.7,108,2020
Garrard,KY,83.9,133,2020
Grant,KY,86.7,198,2020
Graves,KY,88.7,258,2020
Grayson,KY,82.7,108,2020
Green,KY,76.4,30,2020
Greenup,KY,89.9,305,2020
Hancock,KY,84.8,150,2020
Hardin,KY,91.7,373,2020
Harlan,KY,73.2,15,2020
Harrison,KY,84,135,2020
Hart,KY,77.1,34,2020
Henderson,KY,87,205,2020
Henry,KY,83.9,133,2020
Hickman,KY,84.8,150,2020
Hopkins,KY,87.9,231,2020
Jackson,KY,72.1,12,2020
Jefferson,KY,90.8,339,2020
Jessamine,KY,88.2,241,2020
Johnson,KY,82.9,112,2020
Kenton,KY,91,348,2020
Knott,KY,72.3,13,2020
Knox,KY,76.5,31,2020
Larue,KY,83.7,128,2020
Laurel,KY,81.5,89,2020
Lawrence,KY,75.2,24,2020
Lee,KY,69,5,2020
Leslie,KY,77.6,38,2020
Letcher,KY,77.8,39,2020
Lewis,KY,77.6,38,2020
Lincoln,KY,80.9,77,2020
Livingston,KY,86.1,182,2020
Logan,KY,87,205,2020
Lyon,KY,89.7,295,2020
McCracken,KY,92.2,395,2020
McCreary,KY,76.2,29,2020
McLean,KY,88.6,252,2020
Madison,KY,88.1,237,2020
Magoffin,KY,71.7,11,2020
Marion,KY,83.1,115,2020
Marshall,KY,90.3,320,2020
Martin,KY,75.1,24,2020
Mason,KY,86.9,202,2020
Meade,KY,90,309,2020
Menifee,KY,74.2,19,2020
Mercer,KY,86.7,198,2020
Metcalfe,KY,79,53,2020
Monroe,KY,79.4,58,2020
Montgomery,KY,84.8,150,2020
Morgan,KY,78.2,44,2020
Muhlenberg,KY,82.5,104,2020
Nelson,KY,92.1,389,2020
Nicholas,KY,80.4,69,2020
Ohio,KY,82.1,99,2020
Oldham,KY,94.2,469,2020
Owen,KY,81.9,95,2020
Owsley,KY,69.1,6,2020
Pendleton,KY,83.5,124,2020
Perry,KY,79.4,58,2020
Pike,KY,78.3,45,2020
Powell,KY,81.4,87,2020
Pulaski,KY,83.4,122,2020
Robertson,KY,84.5,144,2020
Rockcastle,KY,80.1,67,2020
Rowan,KY,86.2,185,2020
Russell,KY,81.5,89,2020
Scott,KY,92.7,416,2020
Shelby,KY,87,205,2020
Simpson,KY,87.6,221,2020
Spencer,KY,92.6,412,2020
Taylor,KY,87.7,225,2020
Todd,KY,78.8,50,2020
Trigg,KY,88.8,262,2020
Trimble,KY,83.7,128,2020
Union,KY,91.9,381,2020
Warren,KY,88.3,245,2020
Washington,KY,87.6,221,2020
Wayne,KY,76.3,30,2020
Webster,KY,85,156,2020
Whitley,KY,81,79,2020
Wolfe,KY,68.1,4,2020
Woodford,KY,91,348,2020
Acadia,LA,80.7,74,2020
Allen,LA,81.8,93,2020
Ascension,LA,89.6,291,2020
Assumption,LA,75.7,27,2020
Avoyelles,LA,79.3,57,2020
Beauregard,LA,87,205,2020
Bienville,LA,83.9,133,2020
Bossier,LA,90.1,312,2020
Caddo,LA,86.8,200,2020
Calcasieu,LA,87.4,216,2020
Caldwell,LA,81.1,82,2020
Cameron,LA,88.6,252,2020
Catahoula,LA,74.9,23,2020
Claiborne,LA,79,53,2020
Concordia,LA,80.6,72,2020
De Soto,LA,82.7,108,2020
East Baton Rouge,LA,90.2,316,2020
East Carroll,LA,70.9,9,2020
East Feliciana,LA,79.5,59,2020
Evangeline,LA,76.7,32,2020
Franklin,LA,76.2,29,2020
Grant,LA,83.8,130,2020
Iberia,LA,81.9,95,2020
Iberville,LA,79.8,63,2020
Jackson,LA,82.9,112,2020
Jefferson,LA,86.4,189,2020
Jefferson Davis,LA,81.9,95,2020
Lafayette,LA,89.1,273,2020
Lafourche,LA,80.1,67,2020
LaSalle,LA,80.1,67,2020
Lincoln,LA,88.8,262,2020
Livingston,LA,87.1,207,2020
Madison,LA,75.1,24,2020
Morehouse,LA,81.3,85,2020
Natchitoches,LA,87.9,231,2020
Orleans,LA,87.7,225,2020
Ouachita,LA,87.8,228,2020
Plaquemines,LA,85,156,2020
Pointe Coupee,LA,81.2,84,2020
Rapides,LA,86.5,192,2020
Red River,LA,79.1,54,2020
Richland,LA,77.8,39,2020
Sabine,LA,85.4,164,2020
St. Bernard,LA,80.6,72,2020
St. Charles,LA,89.9,305,2020
St. Helena,LA,79.1,54,2020
St. James,LA,85.6,169,2020
St. John the Baptist,LA,85.6,169,2020
St. Landry,LA,76.7,32,2020
St. Martin,LA,83.2,118,2020
St. Mary,LA,82,97,2020
St. Tammany,LA,90.5,329,2020
Tangipahoa,LA,82.1,99,2020
Tensas,LA,78.9,52,2020
Terrebonne,LA,80.6,72,2020
Union,LA,85,156,2020
Vermilion,LA,80,65,2020
Vernon,LA,87.6,221,2020
Washington,LA,80.6,72,2020
Webster,LA,85.6,169,2020
West Baton Rouge,LA,86.8,200,2020
West Carroll,LA,81,79,2020
West Feliciana,LA,80,65,2020
Winn,LA,80.7,74,2020
Androscoggin,ME,91.3,358,2020
Aroostook,ME,89.8,299,2020
Cumberland,ME,95.3,490,2020
Franklin,ME,93.6,451,2020
Hancock,ME,94.7,481,2020
Kennebec,ME,93.2,435,2020
Knox,ME,93,427,2020
Lincoln,ME,93.8,457,2020
Oxford,ME,91.4,361,2020
Penobscot,ME,92.9,423,2020
Piscataquis,ME,91.6,369,2020
Sagadahoc,ME,94.5,476,2020
Somerset,ME,90.3,320,2020
Waldo,ME,92.8,420,2020
Washington,ME,90.9,342,2020
York,ME,93.8,457,2020
Allegany,MD,89.8,299,2020
Anne Arundel,MD,93.2,435,2020
Baltimore,MD,91.6,369,2020
Calvert,MD,94.3,471,2020
Caroline,MD,84.3,140,2020
Carroll,MD,93.1,431,2020
Cecil,MD,90,309,2020
Charles,MD,93.6,451,2020
Dorchester,MD,87,205,2020
Frederick,MD,92.6,412,2020
Garrett,MD,90.2,316,2020
Harford,MD,93.1,431,2020
Howard,MD,95.5,496,2020
Kent,MD,89.3,280,2020
Montgomery,MD,91.4,361,2020
Prince George's,MD,87.2,210,2020
Queen Anne's,MD,93.2,435,2020
St. Mary's,MD,90.4,324,2020
Somerset,MD,83.5,124,2020
Talbot,MD,91.2,355,2020
Washington,MD,88.1,237,2020
Wicomico,MD,87.7,225,2020
Worcester,MD,92.2,395,2020
Baltimore City,MD,85.5,166,2020
Barnstable,MA,95.8,499,2020
Berkshire,MA,92.9,423,2020
Bristol,MA,86.1,182,2020
Dukes,MA,95.7,498,2020
Essex,MA,89.7,295,2020
Franklin,MA,93.4,443,2020
Hampden,MA,85.8,174,2020
Hampshire,MA,95.1,488,2020
Middlesex,MA,93.7,454,2020
Nantucket,MA,95.1,488,2020
Norfolk,MA,94.1,466,2020
Plymouth,MA,92.8,420,2020
Suffolk,MA,86.9,202,2020
Worcester,MA,91.3,358,2020
Alcona,MI,90.2,316,2020
Alger,MI,92.2,395,2020
Allegan,MI,91.2,355,2020
Alpena,MI,92.9,423,2020
Antrim,MI,93,427,2020
Arenac,MI,89,269,2020
Baraga,MI,89.9,305,2020
Barry,MI,93.4,443,2020
Bay,MI,90.5,329,2020
Benzie,MI,93.9,461,2020
Berrien,MI,90.5,329,2020
Branch,MI,89.2,276,2020
Calhoun,MI,90.8,339,2020
Cass,MI,88.3,245,2020
Charlevoix,MI,93.8,457,2020
Cheboygan,MI,90.1,312,2020
Chippewa,MI,92.2,395,2020
Clare,MI,85.5,166,2020
Clinton,MI,95.2,489,2020
Crawford,MI,90.6,333,2020
Delta,MI,92.5,407,2020
Dickinson,MI,94.7,481,2020
Eaton,MI,94.6,478,2020
Emmet,MI,94.8,483,2020
Genesee,MI,90.9,342,2020
Gladwin,MI,87.7,225,2020
Gogebic,MI,94.2,469,2020
Grand Traverse,MI,95.4,493,2020
Gratiot,MI,92.1,389,2020
Hillsdale,MI,89.9,305,2020
Houghton,MI,92.8,420,2020
Huron,MI,90.3,320,2020
Ingham,MI,93.4,443,2020
Ionia,MI,91.4,361,2020
Iosco,MI,88.7,258,2020
Iron,MI,92.1,389,2020
Isabella,MI,92.5,407,2020
Jackson,MI,91.7,373,2020
Kalamazoo,MI,94.1,466,2020
Kalkaska,MI,88,234,2020
Kent,MI,91.4,361,2020
Keweenaw,MI,97.1,509,2020
Lake,MI,83,113,2020
Lapeer,MI,91.2,355,2020
Leelanau,MI,95.9,501,2020
Lenawee,MI,91,348,2020
Livingston,MI,95.5,496,2020
Luce,MI,89.8,299,2020
Mackinac,MI,90.6,333,2020
Macomb,MI,90.5,329,2020
Manistee,MI,90.5,329,2020
Marquette,MI,95.5,496,2020
Mason,MI,91.4,361,2020
Mecosta,MI,91.5,365,2020
Menominee,MI,93.6,451,2020
Midland,MI,94.4,474,2020
Missaukee,MI,90.6,333,2020
Monroe,MI,91.4,361,2020
Montcalm,MI,89.3,280,2020
Montmorency,MI,88.5,249,2020
Muskegon,MI,91.4,361,2020
Newaygo,MI,89.4,284,2020
Oakland,MI,94.4,474,2020
Oceana,MI,88,234,2020
Ogemaw,MI,86.7,198,2020
Ontonagon,MI,92.6,412,2020
Osceola,MI,88.9,265,2020
Oscoda,MI,82.1,99,2020
Otsego,MI,93.2,435,2020
Ottawa,MI,93.4,443,2020
Presque Isle,MI,90.1,312,2020
Roscommon,MI,90,309,2020
Saginaw,MI,90.3,320,2020
St. Clair,MI,91.4,361,2020
St. Joseph,MI,86.5,192,2020
Sanilac,MI,89.5,287,2020
Schoolcraft,MI,89.7,295,2020
Shiawassee,MI,92.5,407,2020
Tuscola,MI,90.1,312,2020
Van Buren,MI,87.4,216,2020
Washtenaw,MI,95.7,498,2020
Wayne,MI,87.2,210,2020
Wexford,MI,89.9,305,2020
Aitkin,MN,92.1,389,2020
Anoka,MN,94.2,469,2020
Becker,MN,93,427,2020
Beltrami,MN,92.3,398,2020
Benton,MN,91.3,358,2020
Big Stone,MN,92.2,395,2020
Blue Earth,MN,94.6,478,2020
Brown,MN,92.9,423,2020
Carlton,MN,94.3,471,2020
Carver,MN,96.4,506,2020
Cass,MN,93.4,443,2020
Chippewa,MN,89.1,273,2020
Chisago,MN,95.4,493,2020
Clay,MN,95.3,490,2020
Clearwater,MN,85.5,166,2020
Cook,MN,97,508,2020
Cottonwood,MN,90.1,312,2020
Crow Wing,MN,94.3,471,2020
Dakota,MN,95,486,2020
Dodge,MN,94.2,469,2020
Douglas,MN,95.5,496,2020
Faribault,MN,92.2,395,2020
Fillmore,MN,91.1,352,2020
Freeborn,MN,88.2,241,2020
Goodhue,MN,92.9,423,2020
Grant,MN,93,427,2020
Hennepin,MN,93.6,451,2020
Houston,MN,94.7,481,2020
Hubbard,MN,93.8,457,2020
Isanti,MN,92.3,398,2020
Itasca,MN,94.2,469,2020
Jackson,MN,93.2,435,2020
Kanabec,MN,89.9,305,2020
Kandiyohi,MN,90.9,342,2020
Kittson,MN,96.8,508,2020
Koochiching,MN,92.7,416,2020
Lac qui Parle,MN,93.5,447,2020
Lake,MN,94.6,478,2020
Lake of the Woods,MN,96.3,505,2020
Le Sueur,MN,94.5,476,2020
Lincoln,MN,92.5,407,2020
Lyon,MN,93,427,2020
McLeod,MN,93.3,439,2020
Mahnomen,MN,86.1,182,2020
Marshall,MN,90.1,312,2020
Martin,MN,93.6,451,2020
Meeker,MN,93.5,447,2020
Mille Lacs,MN,90.2,316,2020
Morrison,MN,91.1,352,2020
Mower,MN,88.2,241,2020
Murray,MN,90.1,312,2020
Nicollet,MN,93.8,457,2020
Nobles,MN,77.6,38,2020
Norman,MN,93.1,431,2020
Olmsted,MN,94.5,476,2020
Otter Tail,MN,92.1,389,2020
Pennington,MN,94.2,469,2020
Pine,MN,91.2,355,2020
Pipestone,MN,90.2,316,2020
Polk,MN,93.2,435,2020
Pope,MN,93.7,454,2020
Ramsey,MN,91,348,2020
Red Lake,MN,94,463,2020
Redwood,MN,92.4,403,2020
Renville,MN,90.4,324,2020
Rice,MN,91.5,365,2020
Rock,MN,93.1,431,2020
Roseau,MN,91.5,365,2020
St. Louis,MN,94.5,476,2020
Scott,MN,95.1,488,2020
Sherburne,MN,94.1,466,2020
Sibley,MN,92.2,395,2020
Stearns,MN,91.9,381,2020
Steele,MN,92.7,416,2020
Stevens,MN,94.8,483,2020
Swift,MN,91,348,2020
Todd,MN,87.4,216,2020
Traverse,MN,94.1,466,2020
Wabasha,MN,93.8,457,2020
Wadena,MN,91.4,361,2020
Waseca,MN,93.2,435,2020
Washington,MN,96,502,2020
Watonwan,MN,84.2,138,2020
Wilkin,MN,94.6,478,2020
Winona,MN,93.5,447,2020
Wright,MN,94,463,2020
Yellow Medicine,MN,91.7,373,2020
Adams,MS,75.5,26,2020
Alcorn,MS,80.5,71,2020
Amite,MS,86,179,2020
Attala,MS,78.9,52,2020
Benton,MS,74.6,21,2020
Bolivar,MS,80.7,74,2020
Calhoun,MS,78,42,2020
Carroll,MS,84.3,140,2020
Chickasaw,MS,77.4,36,2020
Choctaw,MS,83.1,115,2020
Claiborne,MS,79.3,57,2020
Clarke,MS,85.5,166,2020
Clay,MS,83.7,128,2020
Coahoma,MS,80.8,75,2020
Copiah,MS,84.1,136,2020
Covington,MS,81.7,91,2020
DeSoto,MS,91,348,2020
Forrest,MS,88.5,249,2020
Franklin,MS,83.8,130,2020
George,MS,84.4,142,2020
Greene,MS,78.1,42,2020
Grenada,MS,82.9,112,2020
Hancock,MS,90.4,324,2020
Harrison,MS,89,269,2020
Hinds,MS,88.2,241,2020
Holmes,MS,78.6,49,2020
Humphreys,MS,72.2,13,2020
Issaquena,MS,66,3,2020
Itawamba,MS,79.5,59,2020
Jackson,MS,88.8,262,2020
Jasper,MS,87.8,228,2020
Jefferson,MS,80.4,69,2020
Jefferson Davis,MS,84,135,2020
Jones,MS,86.6,195,2020
Kemper,MS,83.3,120,2020
Lafayette,MS,92.1,389,2020
Lamar,MS,89.3,280,2020
Lauderdale,MS,85.2,159,2020
Lawrence,MS,84.7,148,2020
Leake,MS,80.5,71,2020
Lee,MS,85.3,162,2020
Leflore,MS,83.2,118,2020
Lincoln,MS,86.5,192,2020
Lowndes,MS,86.8,200,2020
Madison,MS,91.8,377,2020
Marion,MS,82.3,101,2020
Marshall,MS,81.1,82,2020
Monroe,MS,82.7,108,2020
Montgomery,MS,79.7,61,2020
Neshoba,MS,81.2,84,2020
Newton,MS,85,156,2020
Noxubee,MS,73.8,17,2020
Oktibbeha,MS,91.2,355,2020
Panola,MS,77,33,2020
Pearl River,MS,86.7,198,2020
Perry,MS,85,156,2020
Pike,MS,82.5,104,2020
Pontotoc,MS,77,33,2020
Prentiss,MS,83.6,126,2020
Quitman,MS,74.5,21,2020
Rankin,MS,89.1,273,2020
Scott,MS,77.5,37,2020
Sharkey,MS,80,65,2020
Simpson,MS,78.3,45,2020
Smith,MS,78.8,50,2020
Stone,MS,83.1,115,2020
Sunflower,MS,74.9,23,2020
Tallahatchie,MS,77.1,34,2020
Tate,MS,86.2,185,2020
Tippah,MS,78.3,45,2020
Tishomingo,MS,79.6,60,2020
Tunica,MS,80.8,75,2020
Union,MS,77,33,2020
Walthall,MS,79,53,2020
Warren,MS,86,179,2020
Washington,MS,81.6,90,2020
Wayne,MS,80.4,69,2020
Webster,MS,84.7,148,2020
Wilkinson,MS,77.2,35,2020
Winston,MS,84.2,138,2020
Yalobusha,MS,84.2,138,2020
Yazoo,MS,76.1,29,2020
Adair,MO,91.1,352,2020
Andrew,MO,92.6,412,2020
Atchison,MO,90.7,335,2020
Audrain,MO,86.4,189,2020
Barry,MO,84.3,140,2020
Barton,MO,86.5,192,2020
Bates,MO,87,205,2020
Benton,MO,86.2,185,2020
Bollinger,MO,83.6,126,2020
Boone,MO,94.6,478,2020
Buchanan,MO,88.8,262,2020
Butler,MO,84,135,2020
Caldwell,MO,90.1,312,2020
Callaway,MO,88.2,241,2020
Camden,MO,91.5,365,2020
Cape Girardeau,MO,91.6,369,2020
Carroll,MO,87.6,221,2020
Carter,MO,86.2,185,2020
Cass,MO,93.5,447,2020
Cedar,MO,86.5,192,2020
Chariton,MO,90.7,335,2020
Christian,MO,92.4,403,2020
Clark,MO,86.5,192,2020
Clay,MO,93.4,443,2020
Clinton,MO,92.8,420,2020
Cole,MO,92.2,395,2020
Cooper,MO,88.7,258,2020
Crawford,MO,81.7,91,2020
Dade,MO,88.1,237,2020
Dallas,MO,86,179,2020
Daviess,MO,87.9,231,2020
DeKalb,MO,88.4,247,2020
Dent,MO,83.9,133,2020
Douglas,MO,82.9,112,2020
Dunklin,MO,79,53,2020
Franklin,MO,89.4,284,2020
Gasconade,MO,87.8,228,2020
Gentry,MO,86.1,182,2020
Greene,MO,92.6,412,2020
Grundy,MO,84.6,146,2020
Harrison,MO,90.5,329,2020
Henry,MO,87.2,210,2020
Hickory,MO,87.2,210,2020
Holt,MO,92.8,420,2020
Howard,MO,88.8,262,2020
Howell,MO,86,179,2020
Iron,MO,81.2,84,2020
Jackson,MO,91.3,358,2020
Jasper,MO,87.2,210,2020
Jefferson,MO,90.2,316,2020
Johnson,MO,92.5,407,2020
Knox,MO,87.9,231,2020
Laclede,MO,85.9,176,2020
Lafayette,MO,90.1,312,2020
Lawrence,MO,84.8,150,2020
Lewis,MO,87.2,210,2020
Lincoln,MO,90,309,2020
Linn,MO,89.2,276,2020
Livingston,MO,87.6,221,2020
McDonald,MO,79.3,57,2020
Macon,MO,89.4,284,2020
Madison,MO,86,179,2020
Maries,MO,83.8,130,2020
Marion,MO,89.4,284,2020
Mercer,MO,88.7,258,2020
Miller,MO,87.5,219,2020
Mississippi,MO,77.2,35,2020
Moniteau,MO,85.3,162,2020
Monroe,MO,90,309,2020
Montgomery,MO,87,205,2020
Morgan,MO,78.3,45,2020
New Madrid,MO,81.4,87,2020
Newton,MO,87.9,231,2020
Nodaway,MO,93.3,439,2020
Oregon,MO,85.6,169,2020
Osage,MO,91.6,369,2020
Ozark,MO,81,79,2020
Pemiscot,MO,79.2,55,2020
Perry,MO,86.6,195,2020
Pettis,MO,87.6,221,2020
Phelps,MO,89.7,295,2020
Pike,MO,86.7,198,2020
Platte,MO,96.1,503,2020
Polk,MO,88.7,258,2020
Pulaski,MO,93.3,439,2020
Putnam,MO,92.8,420,2020
Ralls,MO,90.5,329,2020
Randolph,MO,88.6,252,2020
Ray,MO,88.7,258,2020
Reynolds,MO,78.9,52,2020
Ripley,MO,81.7,91,2020
St. Charles,MO,95,486,2020
St. Clair,MO,86.6,195,2020
Ste. Genevieve,MO,90.8,339,2020
St. Francois,MO,85.3,162,2020
St. Louis,MO,88.7,258,2020
Saline,MO,84.7,148,2020
Schuyler,MO,88.6,252,2020
Scotland,MO,79.7,61,2020
Scott,MO,84.8,150,2020
Shannon,MO,82,97,2020
Shelby,MO,90,309,2020
Stoddard,MO,79.8,63,2020
Stone,MO,88.7,258,2020
Sullivan,MO,85.5,166,2020
Taney,MO,90.3,320,2020
Texas,MO,84.4,142,2020
Vernon,MO,88.3,245,2020
Warren,MO,89.5,287,2020
Washington,MO,79.6,60,2020
Wayne,MO,81.2,84,2020
Webster,MO,86.8,200,2020
Worth,MO,90.2,316,2020
Wright,MO,80.9,77,2020
Beaverhead,MT,94.7,481,2020
Big Horn,MT,89.2,276,2020
Blaine,MT,89.7,295,2020
Broadwater,MT,94.4,474,2020
Carbon,MT,95.4,493,2020
Carter,MT,92.3,398,2020
Cascade,MT,92.4,403,2020
Chouteau,MT,93,427,2020
Custer,MT,93.7,454,2020
Daniels,MT,95.4,493,2020
Dawson,MT,92.7,416,2020
Deer Lodge,MT,89.9,305,2020
Fallon,MT,94.9,484,2020
Fergus,MT,94.6,478,2020
Flathead,MT,94.2,469,2020
Gallatin,MT,97,508,2020
Garfield,MT,96.5,506,2020
Glacier,MT,87.7,225,2020
Golden Valley,MT,92.3,398,2020
Granite,MT,93.1,431,2020
Hill,MT,92.2,395,2020
Jefferson,MT,95,486,2020
Judith Basin,MT,95.9,501,2020
Lake,MT,93,427,2020
Lewis and Clark,MT,95.6,497,2020
Liberty,MT,71.5,10,2020
Lincoln,MT,91.5,365,2020
McCone,MT,94.1,466,2020
Madison,MT,96,502,2020
Meagher,MT,94.4,474,2020
Mineral,MT,91.5,365,2020
Missoula,MT,95.8,499,2020
Musselshell,MT,91.3,358,2020
Park,MT,95.4,493,2020
Petroleum,MT,98.6,511,2020
Phillips,MT,91.8,377,2020
Pondera,MT,93.2,435,2020
Powder River,MT,93.4,443,2020
Powell,MT,90.4,324,2020
Prairie,MT,87.1,207,2020
Ravalli,MT,91.7,373,2020
Richland,MT,94.2,469,2020
Roosevelt,MT,88.9,265,2020
Rosebud,MT,90.4,324,2020
Sanders,MT,90,309,2020
Sheridan,MT,93.4,443,2020
Silver Bow,MT,93.5,447,2020
Stillwater,MT,93.4,443,2020
Sweet Grass,MT,95.6,497,2020
Teton,MT,92.7,416,2020
