county,state,percentHighSchool,percentHighSchoolBucket,year
New Castle,DE,92.1,389,2020
Sussex,DE,89,269,2020
District of,,91.9,381,2020
Alachua,FL,92.8,420,2020
Baker,FL,84.9,152,2020
Bay,FL,90.9,342,2020
Bradford,FL,78.9,52,2020
Brevard,FL,92.2,395,2020
Broward,FL,89.4,284,2020
Calhoun,FL,77.9,41,2020
Charlotte,FL,90.8,339,2020
Citrus,FL,89.5,287,2020
Clay,FL,92.1,389,2020
Collier,FL,88.2,241,2020
Columbia,FL,85,156,2020
DeSoto,FL,74.4,20,2020
Dixie,FL,79.6,60,2020
Duval,FL,90.1,312,2020
Escambia,FL,90.4,324,2020
Flagler,FL,91.5,365,2020
Franklin,FL,81.1,82,2020
Gadsden,FL,81.4,87,2020
Gilchrist,FL,86.6,195,2020
Glades,FL,71.9,11,2020
Gulf,FL,85.4,164,2020
Hamilton,FL,75.2,24,2020
Hardee,FL,76.2,29,2020
Hendry,FL,69.1,6,2020
Hernando,FL,88.4,247,2020
Highlands,FL,85.3,162,2020
Hillsborough,FL,88.9,265,2020
Holmes,FL,80.3,68,2020
Indian River,FL,90.1,312,2020
Jackson,FL,82.2,99,2020
Jefferson,FL,82.6,106,2020
Lafayette,FL,73.2,15,2020
Lake,FL,90,309,2020
Lee,FL,89.3,280,2020
Leon,FL,93.4,443,2020
Levy,FL,86.2,185,2020
Liberty,FL,79.6,60,2020
Madison,FL,79.9,64,2020
Manatee,FL,89.4,284,2020
Marion,FL,88,234,2020
Martin,FL,91.4,361,2020
Miami-Dade,FL,81.8,93,2020
Monroe,FL,91.9,381,2020
Nassau,FL,91.1,352,2020
Okaloosa,FL,92.6,412,2020
Okeechobee,FL,79.8,63,2020
Orange,FL,88.7,258,2020
Osceola,FL,86.1,182,2020
Palm Beach,FL,88.8,262,2020
Pasco,FL,89.9,305,2020
Pinellas,FL,91.6,369,2020
Polk,FL,85.4,164,2020
Putnam,FL,82.6,106,2020
St. Johns,FL,94.8,483,2020
St. Lucie,FL,87.3,213,2020
Santa Rosa,FL,91.5,365,2020
Sarasota,FL,93.2,435,2020
Seminole,FL,94.4,474,2020
Sumter,FL,92.2,395,2020
Suwannee,FL,82.5,104,2020
Taylor,FL,81.1,82,2020
Union,FL,76.3,30,2020
Volusia,FL,90.8,339,2020
Wakulla,FL,87.9,231,2020
Walton,FL,89.3,280,2020
Washington,FL,82.1,99,2020
Appling,GA,77.2,35,2020
Atkinson,GA,67.7,3,2020
Bacon,GA,82.4,102,2020
Baker,GA,83.2,118,2020
Baldwin,GA,86.5,192,2020
Banks,GA,75.1,24,2020
Barrow,GA,86.5,192,2020
Bartow,GA,86.2,185,2020
Ben Hill,GA,83.6,126,2020
Berrien,GA,79.6,60,2020
Bibb,GA,86.4,189,2020
Bleckley,GA,89.6,291,2020
Brantley,GA,80.5,71,2020
Brooks,GA,83.9,133,2020
Bryan,GA,92.8,420,2020
Bulloch,GA,88.2,241,2020
Burke,GA,81.4,87,2020
Butts,GA,80.1,67,2020
Calhoun,GA,75.5,26,2020
Camden,GA,91.8,377,2020
Candler,GA,78.4,47,2020
Carroll,GA,85,156,2020
Catoosa,GA,88.9,265,2020
Charlton,GA,80.2,67,2020
Chatham,GA,90.1,312,2020
Chattahoochee,GA,94.2,469,2020
Chattooga,GA,72.3,13,2020
Cherokee,GA,92.1,389,2020
Clarke,GA,89.5,287,2020
Clay,GA,82.9,112,2020
Clayton,GA,84.9,152,2020
Clinch,GA,72.2,13,2020
Cobb,GA,92.6,412,2020
Coffee,GA,74.8,22,2020
Colquitt,GA,74.6,21,2020
Columbia,GA,93,427,2020
Cook,GA,80.7,74,2020
Coweta,GA,90.4,324,2020
Crawford,GA,83.1,115,2020
Crisp,GA,82.7,108,2020
Dade,GA,81.5,89,2020
Dawson,GA,88.3,245,2020
Decatur,GA,82.9,112,2020
DeKalb,GA,90.3,320,2020
Dodge,GA,85.7,173,2020
Dooly,GA,80.5,71,2020
Dougherty,GA,84.4,142,2020
Douglas,GA,87.7,225,2020
Early,GA,81,79,2020
Echols,GA,76.9,33,2020
Effingham,GA,89.4,284,2020
Elbert,GA,78.8,50,2020
Emanuel,GA,79.2,55,2020
Evans,GA,77,33,2020
Fannin,GA,88,234,2020
Fayette,GA,95.5,496,2020
Floyd,GA,83.7,128,2020
Forsyth,GA,93.4,443,2020
Franklin,GA,81.6,90,2020
Fulton,GA,93.1,431,2020
Gilmer,GA,84.4,142,2020
Glascock,GA,76.1,29,2020
Glynn,GA,88.6,252,2020
Gordon,GA,77.9,41,2020
Grady,GA,81.3,85,2020
Greene,GA,87,205,2020
Gwinnett,GA,87.9,231,2020
Habersham,GA,80.2,67,2020
Hall,GA,79.2,55,2020
Hancock,GA,70.3,8,2020
Haralson,GA,82.3,101,2020
Harris,GA,93.6,451,2020
Hart,GA,82.8,110,2020
Heard,GA,81.9,95,2020
Henry,GA,91.8,377,2020
Houston,GA,92.6,412,2020
Irwin,GA,81.2,84,2020
Jackson,GA,85.3,162,2020
Jasper,GA,85.1,157,2020
Jeff Davis,GA,78.4,47,2020
Jefferson,GA,78.5,48,2020
Jenkins,GA,78.1,42,2020
Johnson,GA,74,19,2020
Jones,GA,91.7,373,2020
Lamar,GA,87.2,210,2020
Lanier,GA,84.9,152,2020
Laurens,GA,86.3,186,2020
Lee,GA,92.2,395,2020
Liberty,GA,91.9,381,2020
Lincoln,GA,84.6,146,2020
Long,GA,86,179,2020
Lowndes,GA,88.3,245,2020
Lumpkin,GA,86,179,2020
McDuffie,GA,84.4,142,2020
McIntosh,GA,86.5,192,2020
Macon,GA,72.3,13,2020
Madison,GA,83.3,120,2020
Marion,GA,79.9,64,2020
Meriwether,GA,81.5,89,2020
Miller,GA,85.4,164,2020
Mitchell,GA,79.9,64,2020
Monroe,GA,86.8,200,2020
Montgomery,GA,83.3,120,2020
Morgan,GA,88.7,258,2020
Murray,GA,72.3,13,2020
Muscogee,GA,88.1,237,2020
Newton,GA,87.1,207,2020
Oconee,GA,94.9,484,2020
Oglethorpe,GA,83.5,124,2020
Paulding,GA,90.5,329,2020
Peach,GA,84.4,142,2020
Pickens,GA,87.5,219,2020
Pierce,GA,84,135,2020
Pike,GA,87.1,207,2020
Polk,GA,80.7,74,2020
Pulaski,GA,79.5,59,2020
Putnam,GA,87.7,225,2020
Quitman,GA,71,9,2020
Rabun,GA,85,156,2020
Randolph,GA,74,19,2020
Richmond,GA,85.7,173,2020
Rockdale,GA,89.3,280,2020
Schley,GA,85.8,174,2020
Screven,GA,83.2,118,2020
Seminole,GA,84.3,140,2020
Spalding,GA,82.9,112,2020
Stephens,GA,81.6,90,2020
Stewart,GA,72.7,15,2020
Sumter,GA,84.2,138,2020
Talbot,GA,82.6,106,2020
Taliaferro,GA,77.8,39,2020
Tattnall,GA,77.4,36,2020
Taylor,GA,79.5,59,2020
Telfair,GA,71.8,11,2020
Terrell,GA,76.5,31,2020
Thomas,GA,86.1,182,2020
Tift,GA,83.2,118,2020
Toombs,GA,83.5,124,2020
Towns,GA,91.7,373,2020
Treutlen,GA,76.4,30,2020
Troup,GA,85.2,159,2020
Turner,GA,79.2,55,2020
Twiggs,GA,79.6,60,2020
Union,GA,89.1,273,2020
Upson,GA,82.7,108,2020
Walker,GA,83.2,118,2020
Walton,GA,87.2,210,2020
Ware,GA,81.5,89,2020
Warren,GA,75.1,24,2020
Washington,GA,84.1,136,2020
Wayne,GA,84.6,146,2020
Webster,GA,79.6,60,2020
Wheeler,GA,74.9,23,2020
White,GA,84.7,148,2020
Whitfield,GA,71.4,10,2020
Wilcox,GA,83.5,124,2020
Wilkes,GA,81.2,84,2020
Wilkinson,GA,86.1,182,2020
Worth,GA,85,156,2020
Hawaii,HI,92.9,423,2020
Honolulu,HI,92.4,403,2020
Kalawao,HI,98.6,511,2020
Kauai,HI,92.4,403,2020
Maui,HI,92.3,398,2020
Ada,ID,95.3,490,2020
Adams,ID,92.8,420,2020
Bannock,ID,92.5,407,2020
Bear Lake,ID,93.8,457,2020
Benewah,ID,88.2,241,2020
Bingham,ID,89.4,284,2020
Blaine,ID,88.6,252,2020
Boise,ID,94,463,2020
Bonner,ID,91.5,365,2020
Bonneville,ID,92.3,398,2020
Boundary,ID,92.2,395,2020
Butte,ID,91.8,377,2020
Camas,ID,82.8,110,2020
Canyon,ID,86.3,186,2020
Caribou,ID,90.6,333,2020
Cassia,ID,84.9,152,2020
Clark,ID,64.2,1,2020
Clearwater,ID,91.9,381,2020
Custer,ID,89.2,276,2020
Elmore,ID,90.6,333,2020
Franklin,ID,91.7,373,2020
Fremont,ID,88.6,252,2020
Gem,ID,87.4,216,2020
Gooding,ID,80.5,71,2020
Idaho,ID,92.2,395,2020
Jefferson,ID,91.2,355,2020
Jerome,ID,78.2,44,2020
Kootenai,ID,94,463,2020
Latah,ID,96.4,506,2020
Lemhi,ID,92,385,2020
Lewis,ID,89.1,273,2020
Lincoln,ID,79.1,54,2020
Madison,ID,95.4,493,2020
Minidoka,ID,78,42,2020
Nez Perce,ID,92.7,416,2020
Oneida,ID,90.8,339,2020
Owyhee,ID,74.8,22,2020
Payette,ID,86.6,195,2020
Power,ID,79.9,64,2020
Shoshone,ID,86.7,198,2020
Teton,ID,93.1,431,2020
Twin Falls,ID,87.6,221,2020
Valley,ID,91.6,369,2020
Washington,ID,87.4,216,2020
Adams,IL,92.2,395,2020
Alexander,IL,85.8,174,2020
Bond,IL,89.9,305,2020
Boone,IL,86.7,198,2020
Brown,IL,82.4,102,2020
Bureau,IL,90.7,335,2020
Calhoun,IL,93.6,451,2020
Carroll,IL,90.1,312,2020
Cass,IL,83.4,122,2020
Champaign,IL,94.9,484,2020
Christian,IL,88.2,241,2020
Clark,IL,93.2,435,2020
Clay,IL,87.7,225,2020
Clinton,IL,90.2,316,2020
Coles,IL,90.9,342,2020
Cook,IL,87.7,225,2020
Crawford,IL,86.1,182,2020
Cumberland,IL,91.9,381,2020
DeKalb,IL,92.1,389,2020
De Witt,IL,92.7,416,2020
Douglas,IL,83.5,124,2020
DuPage,IL,93.3,439,2020
Edgar,IL,90,309,2020
Edwards,IL,92.2,395,2020
Effingham,IL,93.1,431,2020
Fayette,IL,86.5,192,2020
Ford,IL,91.2,355,2020
Franklin,IL,88.8,262,2020
Fulton,IL,89.3,280,2020
Gallatin,IL,86.6,195,2020
Greene,IL,92.8,420,2020
Grundy,IL,93.6,451,2020
Hamilton,IL,86.5,192,2020
Hancock,IL,93.4,443,2020
Hardin,IL,86.7,198,2020
Henderson,IL,92,385,2020
Henry,IL,92.4,403,2020
Iroquois,IL,88.1,237,2020
Jackson,IL,92.6,412,2020
Jasper,IL,92.6,412,2020
Jefferson,IL,89.1,273,2020
Jersey,IL,93.1,431,2020
Jo Daviess,IL,92.4,403,2020
Johnson,IL,82.3,101,2020
Kane,IL,85.7,173,2020
Kankakee,IL,88.3,245,2020
Kendall,IL,92.3,398,2020
Knox,IL,88.7,258,2020
Lake,IL,90.8,339,2020
LaSalle,IL,89.6,291,2020
Lawrence,IL,85,156,2020
Lee,IL,89.6,291,2020
Livingston,IL,89.8,299,2020
Logan,IL,90,309,2020
McDonough,IL,95.2,489,2020
McHenry,IL,93.3,439,2020
McLean,IL,96.2,504,2020
Macon,IL,91.3,358,2020
Macoupin,IL,91.6,369,2020
Madison,IL,92.7,416,2020
Marion,IL,89.5,287,2020
Marshall,IL,92.4,403,2020
Mason,IL,89.1,273,2020
Massac,IL,88.7,258,2020
Menard,IL,95.2,489,2020
Mercer,IL,92.2,395,2020
Monroe,IL,95.8,499,2020
Montgomery,IL,88.1,237,2020
Morgan,IL,89.8,299,2020
Moultrie,IL,86,179,2020
Ogle,IL,90.4,324,2020
Peoria,IL,91.8,377,2020
Perry,IL,83.2,118,2020
Piatt,IL,93.8,457,2020
Pike,IL,89.7,295,2020
Pope,IL,88.8,262,2020
Pulaski,IL,89.6,291,2020
Putnam,IL,93,427,2020
Randolph,IL,84.8,150,2020
Richland,IL,91,348,2020
Rock Island,IL,88.9,265,2020
St. Clair,IL,91.7,373,2020
Saline,IL,87.4,216,2020
Sangamon,IL,92.5,407,2020
Schuyler,IL,91,348,2020
Scott,IL,93.9,461,2020
Shelby,IL,93.4,443,2020
Stark,IL,89.5,287,2020
Stephenson,IL,92.1,389,2020
Tazewell,IL,93.2,435,2020
Union,IL,89.2,276,2020
Vermilion,IL,89.6,291,2020
Wabash,IL,91.6,369,2020
Warren,IL,88,234,2020
Washington,IL,91.6,369,2020
Wayne,IL,87.5,219,2020
White,IL,90.9,342,2020
Whiteside,IL,91.3,358,2020
Will,IL,91.5,365,2020
Williamson,IL,92.4,403,2020
Winnebago,IL,87.8,228,2020
Woodford,IL,94.5,476,2020
Adams,IN,85,156,2020
Allen,IN,89.9,305,2020
Bartholomew,IN,90,309,2020
Benton,IN,89.5,287,2020
Blackford,IN,91.1,352,2020
Boone,IN,94.6,478,2020
Brown,IN,93.4,443,2020
Carroll,IN,88,234,2020
Cass,IN,85.2,159,2020
Clark,IN,90.2,316,2020
Clay,IN,90.8,339,2020
Clinton,IN,86.8,200,2020
Crawford,IN,82.8,110,2020
Daviess,IN,76,28,2020
Dearborn,IN,90.3,320,2020
Decatur,IN,91.7,373,2020
DeKalb,IN,91,348,2020
Delaware,IN,90.2,316,2020
Dubois,IN,89.4,284,2020
Elkhart,IN,81.1,82,2020
Fayette,IN,83.5,124,2020
Floyd,IN,91,348,2020
Fountain,IN,88.7,258,2020
Franklin,IN,88.7,258,2020
Fulton,IN,86.9,202,2020
Gibson,IN,92.4,403,2020
Grant,IN,88,234,2020
Greene,IN,88,234,2020
Hamilton,IN,97.1,509,2020
Hancock,IN,93,427,2020
Harrison,IN,89.8,299,2020
Hendricks,IN,94.3,471,2020
Henry,IN,90.2,316,2020
Howard,IN,90.8,339,2020
Huntington,IN,91.9,381,2020
Jackson,IN,88.8,262,2020
Jasper,IN,89.4,284,2020
Jay,IN,88.2,241,2020
Jefferson,IN,89.3,280,2020
Jennings,IN,88.3,245,2020
Johnson,IN,91.9,381,2020
Knox,IN,88.3,245,2020
Kosciusko,IN,86.8,200,2020
LaGrange,IN,61.1,0,2020
Lake,IN,89.1,273,2020
LaPorte,IN,89.3,280,2020
Lawrence,IN,89.1,273,2020
Madison,IN,89.1,273,2020
Marion,IN,86.7,198,2020
Marshall,IN,85.2,159,2020
Martin,IN,87.4,216,2020
Miami,IN,86.1,182,2020
Monroe,IN,93,427,2020
Montgomery,IN,90.4,324,2020
Morgan,IN,88.1,237,2020
Newton,IN,86,179,2020
Noble,IN,83.9,133,2020
Ohio,IN,87.8,228,2020
Orange,IN,83.5,124,2020
Owen,IN,85.3,162,2020
Parke,IN,83.8,130,2020
Perry,IN,90.5,329,2020
Pike,IN,87.7,225,2020
Porter,IN,93.5,447,2020
Posey,IN,92.6,412,2020
Pulaski,IN,88,234,2020
Putnam,IN,88.9,265,2020
Randolph,IN,88.7,258,2020
Ripley,IN,90.2,316,2020
Rush,IN,88.2,241,2020
St. Joseph,IN,89.8,299,2020
Scott,IN,80.8,75,2020
Shelby,IN,88.3,245,2020
Spencer,IN,91.1,352,2020
Starke,IN,84.9,152,2020
Steuben,IN,91.4,361,2020
Sullivan,IN,88.3,245,2020
Switzerland,IN,84,135,2020
Tippecanoe,IN,92.1,389,2020
Tipton,IN,90.8,339,2020
Union,IN,87.7,225,2020
Vanderburgh,IN,90.3,320,2020
Vermillion,IN,91.7,373,2020
Vigo,IN,89.6,291,2020
Wabash,IN,89.7,295,2020
Warren,IN,93.2,435,2020
Warrick,IN,94.1,466,2020
Washington,IN,85.2,159,2020
Wayne,IN,87.8,228,2020
Wells,IN,92.2,395,2020
White,IN,89.2,276,2020
Whitley,IN,91.4,361,2020
Adair,IA,95,486,2020
Adams,IA,93.3,439,2020
Allamakee,IA,88.4,247,2020
Appanoose,IA,90.5,329,2020
Audubon,IA,90,309,2020
Benton,IA,94.7,481,2020
Black Hawk,IA,91.8,377,2020
Boone,IA,94.2,469,2020
Bremer,IA,96.4,506,2020
Buchanan,IA,93.9,461,2020
Buena Vista,IA,77.9,41,2020
Butler,IA,93.5,447,2020
Calhoun,IA,93.9,461,2020
Carroll,IA,93.3,439,2020
Cass,IA,88.9,265,2020
Cedar,IA,95.4,493,2020
Cerro Gordo,IA,93.2,435,2020
Cherokee,IA,92.3,398,2020
Chickasaw,IA,93.6,451,2020
Clarke,IA,85.5,166,2020
Clay,IA,94.6,478,2020
Clayton,IA,90.2,316,2020
Clinton,IA,90.4,324,2020
Crawford,IA,81.8,93,2020
Dallas,IA,95.5,496,2020
Davis,IA,82.1,99,2020
Decatur,IA,89.8,299,2020
Delaware,IA,90.9,342,2020
Des Moines,IA,92.2,395,2020
Dickinson,IA,95.9,501,2020
Dubuque,IA,93.3,439,2020
Emmet,IA,90.8,339,2020
Fayette,IA,91.6,369,2020
Floyd,IA,92,385,2020
