county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Dallas,IA,96.6,506,2017
Davis,IA,74.9,8,2017
Decatur,IA,87.9,185,2017
Delaware,IA,96.0,500,2017
Des Moines,IA,93.1,398,2017
Dickinson,IA,95.3,484,2017
Dubuque,IA,95.7,494,2017
Emmet,IA,91.4,325,2017
Fayette,IA,94.2,446,2017
Floyd,IA,92.8,384,2017
Franklin,IA,94.4,454,2017
Fremont,IA,93.9,432,2017
Greene,IA,94.7,465,2017
Grundy,IA,97.0,509,2017
Guthrie,IA,95.0,476,2017
Hamilton,IA,94.1,441,2017
Hancock,IA,94.9,471,2017
Hardin,IA,95.7,494,2017
Harrison,IA,94.2,446,2017
Henry,IA,95.6,491,2017
Howard,IA,94.6,461,2017
Humboldt,IA,96.0,500,2017
Ida,IA,95.4,486,2017
Iowa,IA,94.4,454,2017
Jackson,IA,94.3,450,2017
Jasper,IA,95.0,476,2017
Jefferson,IA,93.7,424,2017
Johnson,IA,94.0,436,2017
Jones,IA,95.3,484,2017
Keokuk,IA,95.6,491,2017
Kossuth,IA,95.6,491,2017
Lee,IA,93.7,424,2017
Linn,IA,95.6,491,2017
Louisa,IA,95.3,484,2017
Lucas,IA,95.3,484,2017
Lyon,IA,95.6,491,2017
Madison,IA,95.7,494,2017
Mahaska,IA,95.9,498,2017
Marion,IA,96.9,508,2017
Marshall,IA,92.6,374,2017
Mills,IA,95.3,484,2017
Mitchell,IA,90.8,299,2017
Monona,IA,94.3,450,2017
Monroe,IA,92.4,365,2017
Montgomery,IA,95.0,476,2017
Muscatine,IA,95.2,481,2017
O'Brien,IA,95.1,478,2017
Osceola,IA,93.3,406,2017
Page,IA,93.8,427,2017
Palo Alto,IA,94.8,468,2017
Plymouth,IA,95.0,476,2017
Pocahontas,IA,94.4,454,2017
Polk,IA,94.3,450,2017
Pottawattamie,IA,93.0,392,2017
Poweshiek,IA,93.6,420,2017
Ringgold,IA,92.9,388,2017
Sac,IA,94.3,450,2017
Scott,IA,94.3,450,2017
Shelby,IA,94.0,436,2017
Sioux,IA,94.4,454,2017
Story,IA,95.8,495,2017
Tama,IA,93.7,424,2017
Taylor,IA,92.1,350,2017
Union,IA,92.4,365,2017
Van Buren,IA,86.2,125,2017
Wapello,IA,93.3,406,2017
Warren,IA,96.5,505,2017
Washington,IA,91.6,331,2017
Wayne,IA,87.5,166,2017
Webster,IA,94.2,446,2017
Winnebago,IA,95.9,498,2017
Winneshiek,IA,96.9,508,2017
Woodbury,IA,92.1,350,2017
Worth,IA,94.4,454,2017
Wright,IA,93.8,427,2017
Allen,KS,93.4,410,2017
Anderson,KS,89.8,256,2017
Atchison,KS,90.9,303,2017
Barber,KS,88.6,210,2017
Barton,KS,86.6,135,2017
Bourbon,KS,89.1,228,2017
Brown,KS,91.6,331,2017
Butler,KS,91.6,331,2017
Chase,KS,92.4,365,2017
Chautauqua,KS,87.9,185,2017
Cherokee,KS,88.2,196,2017
Cheyenne,KS,93.3,406,2017
Clark,KS,91.2,318,2017
Clay,KS,94.8,468,2017
Cloud,KS,89.9,260,2017
Coffey,KS,90.8,299,2017
Comanche,KS,87.4,162,2017
Cowley,KS,89.5,243,2017
Crawford,KS,88.2,196,2017
Decatur,KS,88.3,200,2017
Dickinson,KS,93.0,392,2017
Doniphan,KS,88.0,188,2017
Douglas,KS,91.3,322,2017
Edwards,KS,89.5,243,2017
Elk,KS,88.8,216,2017
Ellis,KS,93.3,406,2017
Ellsworth,KS,95.5,489,2017
Finney,KS,86.7,139,2017
Ford,KS,84.2,79,2017
Franklin,KS,92.1,350,2017
Geary,KS,91.5,327,2017
Gove,KS,88.8,216,2017
Graham,KS,93.0,392,2017
Grant,KS,80.7,36,2017
Gray,KS,87.7,177,2017
Greeley,KS,92.5,368,2017
Greenwood,KS,89.3,236,2017
Hamilton,KS,76.5,11,2017
Harper,KS,86.9,146,2017
Harvey,KS,90.6,291,2017
Haskell,KS,80.7,36,2017
Hodgeman,KS,90.5,284,2017
Jackson,KS,94.1,441,2017
Jefferson,KS,92.5,368,2017
Jewell,KS,92.3,360,2017
Johnson,KS,93.6,420,2017
Kearny,KS,88.3,200,2017
Kingman,KS,92.6,374,2017
Kiowa,KS,92.2,355,2017
Labette,KS,89.7,253,2017
Lane,KS,90.1,269,2017
Leavenworth,KS,94.6,461,2017
Lincoln,KS,90.0,265,2017
Linn,KS,89.5,243,2017
Logan,KS,94.1,441,2017
Lyon,KS,89.2,232,2017
McPherson,KS,93.7,424,2017
Marion,KS,92.7,380,2017
Marshall,KS,92.1,350,2017
Meade,KS,86.4,131,2017
Miami,KS,93.2,402,2017
Mitchell,KS,93.8,427,2017
Montgomery,KS,88.1,191,2017
Morris,KS,91.1,313,2017
Morton,KS,86.6,135,2017
Nemaha,KS,94.3,450,2017
Neosho,KS,88.3,200,2017
Ness,KS,92.1,350,2017
Norton,KS,95.7,494,2017
Osage,KS,90.3,275,2017
Osborne,KS,90.8,299,2017
Ottawa,KS,91.2,318,2017
Pawnee,KS,91.6,331,2017
Phillips,KS,94.5,459,2017
Pottawatomie,KS,94.0,436,2017
Pratt,KS,91.0,309,2017
Rawlins,KS,94.6,461,2017
Reno,KS,91.1,313,2017
Republic,KS,94.3,450,2017
Rice,KS,88.4,204,2017
Riley,KS,94.0,436,2017
Rooks,KS,90.8,299,2017
Rush,KS,92.7,380,2017
Russell,KS,93.1,398,2017
Saline,KS,90.5,284,2017
Scott,KS,95.1,478,2017
Sedgwick,KS,88.5,207,2017
Seward,KS,80.5,33,2017
Shawnee,KS,91.1,313,2017
Sheridan,KS,90.1,269,2017
Sherman,KS,91.7,335,2017
Smith,KS,92.4,365,2017
Stafford,KS,89.6,248,2017
Stanton,KS,85.1,98,2017
Stevens,KS,84.4,84,2017
Sumner,KS,90.7,295,2017
Thomas,KS,92.6,374,2017
Trego,KS,92.7,380,2017
Wabaunsee,KS,93.3,406,2017
Wallace,KS,91.1,313,2017
Washington,KS,93.9,432,2017
Wichita,KS,92.1,350,2017
Wilson,KS,88.6,210,2017
Woodson,KS,87.0,149,2017
Wyandotte,KS,80.3,31,2017
Adair,KY,91.3,322,2017
Allen,KY,88.5,207,2017
Anderson,KY,94.6,461,2017
Ballard,KY,89.1,228,2017
Barren,KY,90.9,303,2017
Bath,KY,91.1,313,2017
Bell,KY,91.6,331,2017
Boone,KY,94.1,441,2017
Bourbon,KY,90.2,272,2017
Boyd,KY,91.4,325,2017
Boyle,KY,93.6,420,2017
Bracken,KY,93.6,420,2017
Breathitt,KY,93.1,398,2017
Breckinridge,KY,90.0,265,2017
Bullitt,KY,95.0,476,2017
Butler,KY,90.0,265,2017
Caldwell,KY,94.5,459,2017
Calloway,KY,91.7,335,2017
Campbell,KY,93.7,424,2017
Carlisle,KY,91.8,339,2017
Carroll,KY,91.1,313,2017
Carter,KY,90.1,269,2017
Casey,KY,87.3,159,2017
Christian,KY,89.2,232,2017
Clark,KY,93.1,398,2017
Clay,KY,89.9,260,2017
Clinton,KY,88.2,196,2017
Crittenden,KY,87.3,159,2017
Cumberland,KY,86.4,131,2017
Daviess,KY,94.5,459,2017
Edmonson,KY,94.6,461,2017
Elliott,KY,92.8,384,2017
Estill,KY,91.0,309,2017
Fayette,KY,91.5,327,2017
Fleming,KY,86.1,123,2017
Floyd,KY,91.2,318,2017
Franklin,KY,90.5,284,2017
Fulton,KY,91.3,322,2017
Gallatin,KY,89.9,260,2017
Garrard,KY,91.1,313,2017
Grant,KY,91.2,318,2017
Graves,KY,90.6,291,2017
Grayson,KY,90.8,299,2017
Green,KY,93.2,402,2017
Greenup,KY,92.5,368,2017
Hancock,KY,95.4,486,2017
Hardin,KY,93.2,402,2017
Harlan,KY,90.2,272,2017
Harrison,KY,89.5,243,2017
Hart,KY,87.7,177,2017
Henderson,KY,93.3,406,2017
Henry,KY,90.6,291,2017
Hickman,KY,91.6,331,2017
Hopkins,KY,90.4,279,2017
Jackson,KY,90.2,272,2017
Jefferson,KY,92.9,388,2017
Jessamine,KY,92.6,374,2017
Johnson,KY,92.9,388,2017
Kenton,KY,92.9,388,2017
Knott,KY,90.6,291,2017
Knox,KY,89.6,248,2017
Larue,KY,92.3,360,2017
Laurel,KY,91.7,335,2017
Lawrence,KY,89.2,232,2017
Lee,KY,93.0,392,2017
Leslie,KY,90.7,295,2017
Letcher,KY,92.0,347,2017
Lewis,KY,90.8,299,2017
Lincoln,KY,88.2,196,2017
Livingston,KY,94.5,459,2017
Logan,KY,90.4,279,2017
Lyon,KY,91.4,325,2017
McCracken,KY,93.2,402,2017
McCreary,KY,91.9,343,2017
McLean,KY,91.9,343,2017
Madison,KY,93.1,398,2017
Magoffin,KY,92.9,388,2017
Marion,KY,91.8,339,2017
Marshall,KY,94.2,446,2017
Martin,KY,87.6,170,2017
Mason,KY,90.9,303,2017
Meade,KY,92.2,355,2017
Menifee,KY,94.0,436,2017
Mercer,KY,92.4,365,2017
Metcalfe,KY,90.1,269,2017
Monroe,KY,90.2,272,2017
Montgomery,KY,90.0,265,2017
Morgan,KY,93.4,410,2017
Muhlenberg,KY,91.7,335,2017
Nelson,KY,93.9,432,2017
Nicholas,KY,88.4,204,2017
Ohio,KY,92.3,360,2017
Oldham,KY,96.2,501,2017
Owen,KY,92.7,380,2017
Owsley,KY,92.9,388,2017
Pendleton,KY,93.5,415,2017
Perry,KY,91.2,318,2017
Pike,KY,92.4,365,2017
Powell,KY,91.3,322,2017
Pulaski,KY,92.5,368,2017
Robertson,KY,92.1,350,2017
Rockcastle,KY,94.2,446,2017
Rowan,KY,91.8,339,2017
Russell,KY,89.4,239,2017
Scott,KY,92.2,355,2017
Shelby,KY,90.0,265,2017
Simpson,KY,90.7,295,2017
Spencer,KY,94.1,441,2017
Taylor,KY,90.6,291,2017
Todd,KY,82.3,52,2017
Trigg,KY,88.2,196,2017
Trimble,KY,92.6,374,2017
Union,KY,92.6,374,2017
Warren,KY,92.5,368,2017
Washington,KY,91.0,309,2017
Wayne,KY,90.0,265,2017
Webster,KY,91.1,313,2017
Whitley,KY,91.9,343,2017
Wolfe,KY,92.0,347,2017
Woodford,KY,92.4,365,2017
Acadia,LA,86.5,133,2017
Allen,LA,89.0,223,2017
Ascension,LA,91.5,327,2017
Assumption,LA,87.1,153,2017
Avoyelles,LA,86.2,125,2017
Beauregard,LA,85.2,100,2017
Bienville,LA,85.3,103,2017
Bossier,LA,90.0,265,2017
Caddo,LA,87.7,177,2017
Calcasieu,LA,87.5,166,2017
Caldwell,LA,81.0,38,2017
Cameron,LA,89.5,243,2017
Catahoula,LA,79.5,25,2017
Claiborne,LA,86.8,143,2017
Concordia,LA,75.9,10,2017
De Soto,LA,87.1,153,2017
East Baton Rouge,LA,89.3,236,2017
East Carroll,LA,85.7,112,2017
East Feliciana,LA,88.2,196,2017
Evangeline,LA,87.8,181,2017
Franklin,LA,83.1,61,2017
Grant,LA,89.3,236,2017
Iberia,LA,86.1,123,2017
Iberville,LA,89.1,228,2017
Jackson,LA,87.9,185,2017
Jefferson,LA,86.3,127,2017
Jefferson Davis,LA,89.0,223,2017
Lafayette,LA,87.6,170,2017
Lafourche,LA,87.8,181,2017
LaSalle,LA,87.5,166,2017
Lincoln,LA,87.6,170,2017
Livingston,LA,88.5,207,2017
Madison,LA,73.4,7,2017
Morehouse,LA,86.6,135,2017
Natchitoches,LA,86.3,127,2017
Orleans,LA,87.6,170,2017
Ouachita,LA,87.0,149,2017
Plaquemines,LA,89.1,228,2017
Pointe Coupee,LA,85.9,117,2017
Rapides,LA,87.9,185,2017
Red River,LA,86.8,143,2017
Richland,LA,79.5,25,2017
Sabine,LA,86.0,120,2017
St. Bernard,LA,87.6,170,2017
St. Charles,LA,89.9,260,2017
St. Helena,LA,82.4,53,2017
St. James,LA,86.7,139,2017
St. John the Baptist,LA,87.3,159,2017
St. Landry,LA,87.4,162,2017
St. Martin,LA,87.0,149,2017
St. Mary,LA,86.6,135,2017
St. Tammany,LA,89.7,253,2017
Tangipahoa,LA,86.9,146,2017
Tensas,LA,75.5,9,2017
Terrebonne,LA,85.5,108,2017
Union,LA,85.5,108,2017
Vermilion,LA,87.7,177,2017
Vernon,LA,89.2,232,2017
Washington,LA,84.6,88,2017
Webster,LA,86.4,131,2017
West Baton Rouge,LA,89.6,248,2017
West Carroll,LA,76.8,12,2017
West Feliciana,LA,93.4,410,2017
Winn,LA,85.3,103,2017
Androscoggin,ME,91.3,322,2017
Aroostook,ME,91.0,309,2017
Cumberland,ME,93.1,398,2017
Franklin,ME,89.9,260,2017
Hancock,ME,87.5,166,2017
Kennebec,ME,92.2,355,2017
Knox,ME,89.1,228,2017
Lincoln,ME,88.9,219,2017
Oxford,ME,89.6,248,2017
Penobscot,ME,89.7,253,2017
Piscataquis,ME,87.7,177,2017
Sagadahoc,ME,93.0,392,2017
Somerset,ME,88.7,213,2017
Waldo,ME,88.9,219,2017
Washington,ME,87.4,162,2017
York,ME,91.6,331,2017
Allegany,MD,94.1,441,2017
Anne Arundel,MD,94.6,461,2017
Baltimore,MD,93.3,406,2017
Calvert,MD,94.7,465,2017
Caroline,MD,91.7,335,2017
Carroll,MD,96.3,503,2017
Cecil,MD,94.5,459,2017
Charles,MD,95.9,498,2017
Dorchester,MD,94.4,454,2017
Frederick,MD,94.7,465,2017
Garrett,MD,92.5,368,2017
Harford,MD,96.1,501,2017
Howard,MD,95.2,481,2017
Kent,MD,93.7,424,2017
Montgomery,MD,91.6,331,2017
Prince George's,MD,88.1,191,2017
Queen Anne's,MD,95.0,476,2017
St. Mary's,MD,94.2,446,2017
Somerset,MD,91.3,322,2017
Talbot,MD,93.8,427,2017
Washington,MD,93.0,392,2017
Wicomico,MD,91.7,335,2017
Worcester,MD,92.6,374,2017
Baltimore City,MD,92.0,347,2017
Barnstable,MA,96.8,508,2017
Berkshire,MA,97.1,509,2017
Bristol,MA,96.8,508,2017
Dukes,MA,96.8,508,2017
Essex,MA,96.7,507,2017
Franklin,MA,97.4,511,2017
Hampden,MA,96.7,507,2017
Hampshire,MA,97.4,511,2017
Middlesex,MA,97.2,510,2017
Nantucket,MA,94.5,459,2017
Norfolk,MA,97.9,511,2017
Plymouth,MA,97.4,511,2017
Suffolk,MA,95.9,498,2017
Worcester,MA,97.2,510,2017
Alcona,MI,91.7,335,2017
Alger,MI,90.8,299,2017
Allegan,MI,93.9,432,2017
Alpena,MI,92.4,365,2017
Antrim,MI,92.1,350,2017
Arenac,MI,91.6,331,2017
Baraga,MI,93.2,402,2017
Barry,MI,94.2,446,2017
Bay,MI,93.6,420,2017
Benzie,MI,91.6,331,2017
Berrien,MI,91.3,322,2017
Branch,MI,89.1,228,2017
Calhoun,MI,93.1,398,2017
Cass,MI,91.3,322,2017
Charlevoix,MI,92.7,380,2017
Cheboygan,MI,90.0,265,2017
Chippewa,MI,91.3,322,2017
Clare,MI,87.7,177,2017
Clinton,MI,95.9,498,2017
Crawford,MI,93.1,398,2017
Delta,MI,92.5,368,2017
Dickinson,MI,92.3,360,2017
Eaton,MI,93.9,432,2017
Emmet,MI,91.3,322,2017
Genesee,MI,93.4,410,2017
Gladwin,MI,88.6,210,2017
Gogebic,MI,89.4,239,2017
Grand Traverse,MI,92.6,374,2017
Gratiot,MI,92.9,388,2017
Hillsdale,MI,91.1,313,2017
Houghton,MI,92.0,347,2017
Huron,MI,92.4,365,2017
Ingham,MI,93.2,402,2017
Ionia,MI,93.4,410,2017
Iosco,MI,91.2,318,2017
Iron,MI,91.8,339,2017
Isabella,MI,90.5,284,2017
Jackson,MI,92.6,374,2017
Kalamazoo,MI,93.0,392,2017
Kalkaska,MI,89.1,228,2017
Kent,MI,92.6,374,2017
Keweenaw,MI,89.1,228,2017
Lake,MI,91.2,318,2017
Lapeer,MI,93.1,398,2017
Leelanau,MI,94.0,436,2017
Lenawee,MI,92.8,384,2017
Livingston,MI,95.4,486,2017
Luce,MI,91.0,309,2017
Mackinac,MI,87.7,177,2017
Macomb,MI,93.2,402,2017
Manistee,MI,91.7,335,2017
Marquette,MI,93.5,415,2017
Mason,MI,92.0,347,2017
Mecosta,MI,93.1,398,2017
Menominee,MI,93.7,424,2017
Midland,MI,94.5,459,2017
Missaukee,MI,90.6,291,2017
Monroe,MI,94.2,446,2017
Montcalm,MI,91.0,309,2017
Montmorency,MI,90.8,299,2017
Muskegon,MI,93.5,415,2017
Newaygo,MI,92.2,355,2017
Oakland,MI,94.2,446,2017
Oceana,MI,90.1,269,2017
Ogemaw,MI,91.3,322,2017
Ontonagon,MI,86.8,143,2017
Osceola,MI,88.5,207,2017
Oscoda,MI,85.4,105,2017
Otsego,MI,92.6,374,2017
Ottawa,MI,95.2,481,2017
Presque Isle,MI,90.5,284,2017
Roscommon,MI,91.0,309,2017
Saginaw,MI,93.4,410,2017
St. Clair,MI,93.3,406,2017
St. Joseph,MI,90.9,303,2017
Sanilac,MI,88.8,216,2017
Schoolcraft,MI,91.9,343,2017
Shiawassee,MI,92.4,365,2017
Tuscola,MI,92.6,374,2017
Van Buren,MI,90.2,272,2017
Washtenaw,MI,95.3,484,2017
Wayne,MI,91.2,318,2017
Wexford,MI,89.7,253,2017
Aitkin,MN,95.4,486,2017
Anoka,MN,95.2,481,2017
Becker,MN,92.3,360,2017
Beltrami,MN,89.5,243,2017
Benton,MN,94.9,471,2017
Big Stone,MN,94.7,465,2017
Blue Earth,MN,95.7,494,2017
Brown,MN,95.5,489,2017
Carlton,MN,95.0,476,2017
Carver,MN,96.5,505,2017
Cass,MN,92.6,374,2017
Chippewa,MN,93.1,398,2017
Chisago,MN,95.4,486,2017
Clay,MN,94.9,471,2017
Clearwater,MN,90.5,284,2017
Cook,MN,91.7,335,2017
Cottonwood,MN,94.8,468,2017
Crow Wing,MN,94.2,446,2017
Dakota,MN,95.4,486,2017
Dodge,MN,95.4,486,2017
Douglas,MN,96.5,505,2017
Faribault,MN,93.9,432,2017
Fillmore,MN,90.9,303,2017
Freeborn,MN,93.3,406,2017
Goodhue,MN,93.6,420,2017
Grant,MN,94.6,461,2017
Hennepin,MN,93.9,432,2017
Houston,MN,95.6,491,2017
Hubbard,MN,93.5,415,2017
Isanti,MN,95.1,478,2017
Itasca,MN,93.0,392,2017
Jackson,MN,96.9,508,2017
Kanabec,MN,94.1,441,2017
Kandiyohi,MN,94.4,454,2017
Kittson,MN,94.8,468,2017
Koochiching,MN,95.1,478,2017
Lac qui Parle,MN,96.7,507,2017
Lake,MN,95.4,486,2017
Lake of the Woods,MN,96.1,501,2017
Le Sueur,MN,95.5,489,2017
Lincoln,MN,94.2,446,2017
Lyon,MN,94.4,454,2017
McLeod,MN,95.2,481,2017
Mahnomen,MN,85.1,98,2017
Marshall,MN,94.4,454,2017
Martin,MN,93.9,432,2017
Meeker,MN,94.2,446,2017
Mille Lacs,MN,93.4,410,2017
Morrison,MN,94.7,465,2017
Mower,MN,92.9,388,2017
Murray,MN,95.2,481,2017
Nicollet,MN,96.4,504,2017
Nobles,MN,91.2,318,2017
Norman,MN,93.1,398,2017
Olmsted,MN,95.3,484,2017
Otter Tail,MN,94.5,459,2017
Pennington,MN,96.5,505,2017
Pine,MN,92.3,360,2017
Pipestone,MN,93.3,406,2017
Polk,MN,94.3,450,2017
Pope,MN,95.5,489,2017
Ramsey,MN,93.5,415,2017
Red Lake,MN,94.5,459,2017
Redwood,MN,93.4,410,2017
Renville,MN,94.0,436,2017
Rice,MN,94.7,465,2017
Rock,MN,93.2,402,2017
Roseau,MN,96.1,501,2017
St. Louis,MN,95.1,478,2017
Scott,MN,95.4,486,2017
Sherburne,MN,96.9,508,2017
Sibley,MN,94.9,471,2017
Stearns,MN,95.6,491,2017
Steele,MN,96.1,501,2017
Stevens,MN,97.7,511,2017
Swift,MN,95.2,481,2017
Todd,MN,89.6,248,2017
Traverse,MN,96.4,504,2017
Wabasha,MN,95.3,484,2017
Wadena,MN,93.6,420,2017
Waseca,MN,95.9,498,2017
Washington,MN,96.4,504,2017
Watonwan,MN,85.9,117,2017
Wilkin,MN,94.2,446,2017
Winona,MN,93.5,415,2017
Wright,MN,96.3,503,2017
Yellow Medicine,MN,93.0,392,2017
Adams,MS,83.7,71,2017
Alcorn,MS,84.5,85,2017
Amite,MS,84.9,94,2017
Attala,MS,88.5,207,2017
Benton,MS,82.5,55,2017
Bolivar,MS,82.5,55,2017
Calhoun,MS,86.0,120,2017
Carroll,MS,90.2,272,2017
Chickasaw,MS,85.7,112,2017
Choctaw,MS,91.1,313,2017
Claiborne,MS,84.4,84,2017
Clarke,MS,90.1,269,2017
Clay,MS,86.9,146,2017
Coahoma,MS,86.0,120,2017
Copiah,MS,85.0,96,2017
Covington,MS,84.3,81,2017
DeSoto,MS,89.8,256,2017
Forrest,MS,84.6,88,2017
Franklin,MS,84.6,88,2017
George,MS,84.5,85,2017
Greene,MS,84.4,84,2017
Grenada,MS,87.1,153,2017
Hancock,MS,83.6,69,2017
Harrison,MS,83.1,61,2017
Hinds,MS,86.5,133,2017
Holmes,MS,80.9,37,2017
Humphreys,MS,82.1,50,2017
Issaquena,MS,86.2,125,2017
Itawamba,MS,88.3,200,2017
Jackson,MS,85.4,105,2017
Jasper,MS,86.7,139,2017
Jefferson,MS,88.3,200,2017
Jefferson Davis,MS,82.0,49,2017
Jones,MS,87.7,177,2017
Kemper,MS,88.6,210,2017
Lafayette,MS,89.7,253,2017
Lamar,MS,87.5,166,2017
Lauderdale,MS,86.7,139,2017
Lawrence,MS,83.6,69,2017
Leake,MS,83.9,73,2017
Lee,MS,88.1,191,2017
Leflore,MS,84.1,78,2017
Lincoln,MS,86.6,135,2017
Lowndes,MS,86.9,146,2017
Madison,MS,92.1,350,2017
Marion,MS,83.8,72,2017
Marshall,MS,83.2,62,2017
Monroe,MS,88.8,216,2017
Montgomery,MS,91.1,313,2017
Neshoba,MS,86.5,133,2017
Newton,MS,88.0,188,2017
Noxubee,MS,85.8,114,2017
Oktibbeha,MS,89.0,223,2017
Panola,MS,85.4,105,2017
Pearl River,MS,84.7,90,2017
Perry,MS,82.7,57,2017
Pike,MS,85.8,114,2017
Pontotoc,MS,82.1,50,2017
Prentiss,MS,86.1,123,2017
Quitman,MS,78.6,19,2017
Rankin,MS,90.2,272,2017
Scott,MS,83.3,64,2017
Sharkey,MS,81.7,45,2017
Simpson,MS,85.3,103,2017
Smith,MS,87.7,177,2017
Stone,MS,87.4,162,2017
Sunflower,MS,82.1,50,2017
Tallahatchie,MS,87.7,177,2017
Tate,MS,87.7,177,2017
Tippah,MS,88.7,213,2017
Tishomingo,MS,85.5,108,2017
Tunica,MS,84.4,84,2017
Union,MS,87.5,166,2017
Walthall,MS,79.7,27,2017
Warren,MS,85.3,103,2017
Washington,MS,81.2,40,2017
Wayne,MS,88.2,196,2017
Webster,MS,86.9,146,2017
Wilkinson,MS,81.4,42,2017
Winston,MS,87.8,181,2017
Yalobusha,MS,87.3,159,2017
Yazoo,MS,85.8,114,2017
Adair,MO,92.0,347,2017
Andrew,MO,93.0,392,2017
Atchison,MO,89.3,236,2017
Audrain,MO,88.6,210,2017
Barry,MO,83.7,71,2017
Barton,MO,88.6,210,2017
Bates,MO,89.8,256,2017
Benton,MO,87.4,162,2017
Bollinger,MO,89.6,248,2017
Boone,MO,92.6,374,2017
Buchanan,MO,89.5,243,2017
Butler,MO,87.7,177,2017
Caldwell,MO,90.6,291,2017
Callaway,MO,91.1,313,2017
Camden,MO,86.0,120,2017
Cape Girardeau,MO,91.4,325,2017
Carroll,MO,89.0,223,2017
Carter,MO,80.8,36,2017
Cass,MO,92.5,368,2017
Cedar,MO,85.3,103,2017
Chariton,MO,92.8,384,2017
Christian,MO,90.2,272,2017
Clark,MO,85.4,105,2017
Clay,MO,91.7,335,2017
Clinton,MO,90.4,279,2017
Cole,MO,90.7,295,2017
Cooper,MO,91.4,325,2017
Crawford,MO,83.4,66,2017
Dade,MO,84.9,94,2017
Dallas,MO,79.6,26,2017
Daviess,MO,81.9,47,2017
DeKalb,MO,92.5,368,2017
Dent,MO,81.8,46,2017
Douglas,MO,84.7,90,2017
Dunklin,MO,84.9,94,2017
Franklin,MO,91.8,339,2017
Gasconade,MO,93.6,420,2017
Gentry,MO,90.5,284,2017
Greene,MO,88.3,200,2017
Grundy,MO,84.0,76,2017
Harrison,MO,85.8,114,2017
Henry,MO,88.1,191,2017
Hickory,MO,84.2,79,2017
Holt,MO,90.6,291,2017
Howard,MO,91.5,327,2017
Howell,MO,87.7,177,2017
Iron,MO,85.1,98,2017
Jackson,MO,87.4,162,2017
Jasper,MO,86.9,146,2017
Jefferson,MO,91.1,313,2017
Johnson,MO,90.6,291,2017
Knox,MO,80.1,29,2017
Laclede,MO,87.5,166,2017
Lafayette,MO,90.7,295,2017
Lawrence,MO,86.0,120,2017
Lewis,MO,88.8,216,2017
Lincoln,MO,91.2,318,2017
Linn,MO,87.8,181,2017
Livingston,MO,87.6,170,2017
McDonald,MO,80.6,34,2017
Macon,MO,89.1,228,2017
Madison,MO,88.0,188,2017
Maries,MO,86.4,131,2017
Marion,MO,88.5,207,2017
Mercer,MO,79.0,21,2017
Miller,MO,88.7,213,2017
Mississippi,MO,83.3,64,2017
Moniteau,MO,85.1,98,2017
Monroe,MO,87.5,166,2017
Montgomery,MO,90.1,269,2017
Morgan,MO,75.7,9,2017
New Madrid,MO,82.2,51,2017
Newton,MO,86.4,131,2017
Nodaway,MO,90.8,299,2017
Oregon,MO,82.4,53,2017
Osage,MO,94.0,436,2017
Ozark,MO,85.9,117,2017
Pemiscot,MO,85.5,108,2017
Perry,MO,94.1,441,2017
Pettis,MO,86.7,139,2017
Phelps,MO,90.6,291,2017
Pike,MO,88.4,204,2017
Platte,MO,93.2,402,2017
Polk,MO,87.0,149,2017
Pulaski,MO,89.2,232,2017
Putnam,MO,85.7,112,2017
Ralls,MO,91.6,331,2017
Randolph,MO,89.6,248,2017
Ray,MO,90.7,295,2017
Reynolds,MO,87.2,156,2017
Ripley,MO,85.5,108,2017
St. Charles,MO,94.5,459,2017
St. Clair,MO,83.9,73,2017
Ste. Genevieve,MO,93.7,424,2017
St. Francois,MO,88.4,204,2017
St. Louis,MO,86.8,143,2017
Saline,MO,91.0,309,2017
Schuyler,MO,85.2,100,2017
Scotland,MO,68.8,2,2017
Scott,MO,88.0,188,2017
Shannon,MO,82.1,50,2017
Shelby,MO,84.9,94,2017
Stoddard,MO,86.8,143,2017
Stone,MO,87.9,185,2017
Sullivan,MO,84.3,81,2017
Taney,MO,81.3,41,2017
Texas,MO,83.6,69,2017
Vernon,MO,84.8,91,2017
Warren,MO,90.4,279,2017
Washington,MO,85.5,108,2017
Wayne,MO,86.0,120,2017
Webster,MO,83.4,66,2017
Worth,MO,90.6,291,2017
Wright,MO,80.9,37,2017
Beaverhead,MT,90.8,299,2017
Big Horn,MT,60.7,0,2017
Blaine,MT,77.6,14,2017
Broadwater,MT,88.8,216,2017
Carbon,MT,89.7,253,2017
Carter,MT,85.1,98,2017
Cascade,MT,89.7,253,2017
Chouteau,MT,82.7,57,2017
Custer,MT,91.6,331,2017
Daniels,MT,94.0,436,2017
Dawson,MT,91.5,327,2017
Deer Lodge,MT,91.0,309,2017
Fallon,MT,90.4,279,2017
Fergus,MT,89.1,228,2017
Flathead,MT,89.1,228,2017
Gallatin,MT,91.2,318,2017
Garfield,MT,86.7,139,2017
Glacier,MT,56.2,0,2017
Golden Valley,MT,85.4,105,2017
Granite,MT,89.5,243,2017
Hill,MT,88.6,210,2017
Jefferson,MT,90.5,284,2017
Judith Basin,MT,90.7,295,2017
Lake,MT,81.5,43,2017
Lewis and Clark,MT,92.6,374,2017
Liberty,MT,89.3,236,2017
Lincoln,MT,85.7,112,2017
McCone,MT,94.4,454,2017
Madison,MT,87.2,156,2017
