county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Dallas,IA,88.63,251,2017
Davis,IA,93.15,468,2017
Decatur,IA,88.63,251,2017
Delaware,IA,87.23,176,2017
Des Moines,IA,93.15,468,2017
Dickinson,IA,88.32,237,2017
Dubuque,IA,87.23,176,2017
Emmet,IA,88.32,237,2017
Fayette,IA,87.23,176,2017
Floyd,IA,91.2,398,2017
Franklin,IA,91.2,398,2017
Fremont,IA,88.63,251,2017
Greene,IA,88.32,237,2017
Grundy,IA,87.23,176,2017
Guthrie,IA,88.32,237,2017
Hamilton,IA,88.32,237,2017
Hancock,IA,91.2,398,2017
Hardin,IA,91.2,398,2017
Harrison,IA,88.63,251,2017
Henry,IA,93.15,468,2017
Howard,IA,87.23,176,2017
Humboldt,IA,88.32,237,2017
Ida,IA,88.32,237,2017
Iowa,IA,93.15,468,2017
Jackson,IA,87.23,176,2017
Jasper,IA,93,462,2017
Jefferson,IA,93.15,468,2017
Johnson,IA,93.15,468,2017
Jones,IA,87.23,176,2017
Keokuk,IA,93.15,468,2017
Kossuth,IA,91.2,398,2017
Lee,IA,93.15,468,2017
Linn,IA,87.23,176,2017
Louisa,IA,93.15,468,2017
Lucas,IA,93.15,468,2017
Lyon,IA,88.32,237,2017
Madison,IA,88.63,251,2017
Mahaska,IA,93.15,468,2017
Marion,IA,93,462,2017
Marshall,IA,91.2,398,2017
Mills,IA,88.63,251,2017
Mitchell,IA,91.2,398,2017
Monona,IA,88.32,237,2017
Monroe,IA,93.15,468,2017
Montgomery,IA,88.63,251,2017
Muscatine,IA,93.15,468,2017
O'Brien,IA,88.32,237,2017
Osceola,IA,88.32,237,2017
Page,IA,88.63,251,2017
Palo Alto,IA,88.32,237,2017
Plymouth,IA,88.32,237,2017
Pocahontas,IA,88.32,237,2017
Polk,IA,93,462,2017
Pottawattamie,IA,88.63,251,2017
Poweshiek,IA,91.2,398,2017
Ringgold,IA,88.63,251,2017
Sac,IA,88.32,237,2017
Scott,IA,93.15,468,2017
Shelby,IA,88.32,237,2017
Sioux,IA,88.32,237,2017
Story,IA,91.2,398,2017
Tama,IA,91.2,398,2017
Taylor,IA,88.63,251,2017
Union,IA,88.63,251,2017
Van Buren,IA,93.15,468,2017
Wapello,IA,93.15,468,2017
Warren,IA,93,462,2017
Washington,IA,93.15,468,2017
Wayne,IA,93.15,468,2017
Webster,IA,88.32,237,2017
Winnebago,IA,91.2,398,2017
Winneshiek,IA,87.23,176,2017
Woodbury,IA,88.32,237,2017
Worth,IA,91.2,398,2017
Wright,IA,88.32,237,2017
Allen,KS,89.83,343,2017
Anderson,KS,89.83,343,2017
Atchison,KS,88.79,264,2017
Barber,KS,89.1,290,2017
Barton,KS,89.1,290,2017
Bourbon,KS,89.83,343,2017
Brown,KS,88.79,264,2017
Butler,KS,87.85,209,2017
Chase,KS,87.85,209,2017
Chautauqua,KS,87.85,209,2017
Cherokee,KS,89.83,343,2017
Cheyenne,KS,89.1,290,2017
Clark,KS,89.1,290,2017
Clay,KS,88.79,264,2017
Cloud,KS,88.79,264,2017
Coffey,KS,87.85,209,2017
Comanche,KS,89.1,290,2017
Cowley,KS,87.85,209,2017
Crawford,KS,89.83,343,2017
Decatur,KS,89.1,290,2017
Dickinson,KS,88.79,264,2017
Doniphan,KS,88.79,264,2017
Douglas,KS,90.05,352,2017
Edwards,KS,89.1,290,2017
Elk,KS,87.85,209,2017
Ellis,KS,89.1,290,2017
Ellsworth,KS,88.79,264,2017
Finney,KS,89.1,290,2017
Ford,KS,89.1,290,2017
Franklin,KS,90.05,352,2017
Geary,KS,88.79,264,2017
Gove,KS,89.1,290,2017
Graham,KS,89.1,290,2017
Grant,KS,89.1,290,2017
Gray,KS,89.1,290,2017
Greeley,KS,89.1,290,2017
Greenwood,KS,87.85,209,2017
Hamilton,KS,89.1,290,2017
Harper,KS,87.85,209,2017
Harvey,KS,87.85,209,2017
Haskell,KS,89.1,290,2017
Hodgeman,KS,89.1,290,2017
Jackson,KS,88.79,264,2017
Jefferson,KS,88.79,264,2017
Jewell,KS,88.79,264,2017
Johnson,KS,90.05,352,2017
Kearny,KS,89.1,290,2017
Kingman,KS,87.85,209,2017
Kiowa,KS,89.1,290,2017
Labette,KS,89.83,343,2017
Lane,KS,89.1,290,2017
Leavenworth,KS,90.05,352,2017
Lincoln,KS,88.79,264,2017
Linn,KS,89.83,343,2017
Logan,KS,89.1,290,2017
Lyon,KS,87.85,209,2017
McPherson,KS,87.85,209,2017
Marion,KS,87.85,209,2017
Marshall,KS,88.79,264,2017
Meade,KS,89.1,290,2017
Miami,KS,90.05,352,2017
Mitchell,KS,88.79,264,2017
Montgomery,KS,89.83,343,2017
Morris,KS,87.85,209,2017
Morton,KS,89.1,290,2017
Nemaha,KS,88.79,264,2017
Neosho,KS,89.83,343,2017
Ness,KS,89.1,290,2017
Norton,KS,89.1,290,2017
Osage,KS,88.79,264,2017
Osborne,KS,89.1,290,2017
Ottawa,KS,88.79,264,2017
Pawnee,KS,89.1,290,2017
Phillips,KS,89.1,290,2017
Pottawatomie,KS,88.79,264,2017
Pratt,KS,89.1,290,2017
Rawlins,KS,89.1,290,2017
Reno,KS,87.85,209,2017
Republic,KS,88.79,264,2017
Rice,KS,87.85,209,2017
Riley,KS,88.79,264,2017
Rooks,KS,89.1,290,2017
Rush,KS,89.1,290,2017
Russell,KS,89.1,290,2017
Saline,KS,88.79,264,2017
Scott,KS,89.1,290,2017
Sedgwick,KS,84.88,73,2017
Seward,KS,89.1,290,2017
Shawnee,KS,88.79,264,2017
Sheridan,KS,89.1,290,2017
Sherman,KS,89.1,290,2017
Smith,KS,89.1,290,2017
Stafford,KS,89.1,290,2017
Stanton,KS,89.1,290,2017
Stevens,KS,89.1,290,2017
Sumner,KS,87.85,209,2017
Thomas,KS,89.1,290,2017
Trego,KS,89.1,290,2017
Wabaunsee,KS,88.79,264,2017
Wallace,KS,89.1,290,2017
Washington,KS,88.79,264,2017
Wichita,KS,89.1,290,2017
Wilson,KS,89.83,343,2017
Woodson,KS,89.83,343,2017
Wyandotte,KS,90.05,352,2017
Adair,KY,93.25,473,2017
Allen,KY,93.25,473,2017
Anderson,KY,88.89,273,2017
Ballard,KY,88.93,277,2017
Barren,KY,93.25,473,2017
Bath,KY,93.73,489,2017
Bell,KY,93.25,473,2017
Boone,KY,88.89,273,2017
Bourbon,KY,88.89,273,2017
Boyd,KY,93.73,489,2017
Boyle,KY,88.89,273,2017
Bracken,KY,88.89,273,2017
Breathitt,KY,93.73,489,2017
Breckinridge,KY,89.32,312,2017
Bullitt,KY,83.7,42,2017
Butler,KY,93.25,473,2017
Caldwell,KY,88.93,277,2017
Calloway,KY,88.93,277,2017
Campbell,KY,88.89,273,2017
Carlisle,KY,88.93,277,2017
Carroll,KY,88.89,273,2017
Carter,KY,93.73,489,2017
Casey,KY,93.25,473,2017
Christian,KY,88.93,277,2017
Clark,KY,88.89,273,2017
Clay,KY,93.25,473,2017
Clinton,KY,93.25,473,2017
Crittenden,KY,88.93,277,2017
Cumberland,KY,93.25,473,2017
Daviess,KY,89.32,312,2017
Edmonson,KY,93.25,473,2017
Elliott,KY,93.73,489,2017
Estill,KY,88.89,273,2017
Fayette,KY,88.89,273,2017
Fleming,KY,88.89,273,2017
Floyd,KY,93.73,489,2017
Franklin,KY,88.89,273,2017
Fulton,KY,88.93,277,2017
Gallatin,KY,88.89,273,2017
Garrard,KY,88.89,273,2017
Grant,KY,88.89,273,2017
Graves,KY,88.93,277,2017
Grayson,KY,89.32,312,2017
Green,KY,93.25,473,2017
Greenup,KY,93.73,489,2017
Hancock,KY,89.32,312,2017
Hardin,KY,89.32,312,2017
Harlan,KY,93.25,473,2017
Harrison,KY,88.89,273,2017
Hart,KY,93.25,473,2017
Henderson,KY,89.32,312,2017
Henry,KY,83.7,42,2017
Hickman,KY,88.93,277,2017
Hopkins,KY,88.93,277,2017
Jackson,KY,93.25,473,2017
Jefferson,KY,83.7,42,2017
Jessamine,KY,88.89,273,2017
Johnson,KY,93.73,489,2017
Kenton,KY,88.89,273,2017
Knott,KY,93.73,489,2017
Knox,KY,93.25,473,2017
Larue,KY,89.32,312,2017
Laurel,KY,93.25,473,2017
Lawrence,KY,93.73,489,2017
Lee,KY,93.73,489,2017
Leslie,KY,93.73,489,2017
Letcher,KY,93.73,489,2017
Lewis,KY,88.89,273,2017
Lincoln,KY,88.89,273,2017
Livingston,KY,88.93,277,2017
Logan,KY,93.25,473,2017
Lyon,KY,88.93,277,2017
McCracken,KY,88.93,277,2017
McCreary,KY,93.25,473,2017
McLean,KY,89.32,312,2017
Madison,KY,88.89,273,2017
Magoffin,KY,93.73,489,2017
Marion,KY,89.32,312,2017
Marshall,KY,88.93,277,2017
Martin,KY,93.73,489,2017
Mason,KY,88.89,273,2017
Meade,KY,89.32,312,2017
Menifee,KY,93.73,489,2017
Mercer,KY,88.89,273,2017
Metcalfe,KY,93.25,473,2017
Monroe,KY,93.25,473,2017
Montgomery,KY,93.73,489,2017
Morgan,KY,93.73,489,2017
Muhlenberg,KY,88.93,277,2017
Nelson,KY,89.32,312,2017
Nicholas,KY,88.89,273,2017
Ohio,KY,89.32,312,2017
Oldham,KY,83.7,42,2017
Owen,KY,88.89,273,2017
Owsley,KY,93.73,489,2017
Pendleton,KY,88.89,273,2017
Perry,KY,93.73,489,2017
Pike,KY,93.73,489,2017
Powell,KY,88.89,273,2017
Pulaski,KY,93.25,473,2017
Robertson,KY,88.89,273,2017
Rockcastle,KY,93.25,473,2017
Rowan,KY,93.73,489,2017
Russell,KY,93.25,473,2017
Scott,KY,88.89,273,2017
Shelby,KY,83.7,42,2017
Simpson,KY,93.25,473,2017
Spencer,KY,83.7,42,2017
Taylor,KY,93.25,473,2017
Todd,KY,88.93,277,2017
Trigg,KY,88.93,277,2017
Trimble,KY,83.7,42,2017
Union,KY,89.32,312,2017
Warren,KY,93.25,473,2017
Washington,KY,89.32,312,2017
Wayne,KY,93.25,473,2017
Webster,KY,89.32,312,2017
Whitley,KY,93.25,473,2017
Wolfe,KY,93.73,489,2017
Woodford,KY,88.89,273,2017
Acadia,LA,88.32,237,2017
Allen,LA,88.32,237,2017
Ascension,LA,83.87,46,2017
Assumption,LA,90.33,358,2017
Avoyelles,LA,88.32,237,2017
Beauregard,LA,88.32,237,2017
Bienville,LA,91.7,420,2017
Bossier,LA,91.7,420,2017
Caddo,LA,91.7,420,2017
Calcasieu,LA,88.32,237,2017
Caldwell,LA,91.7,420,2017
Cameron,LA,88.32,237,2017
Catahoula,LA,88.32,237,2017
Claiborne,LA,91.7,420,2017
Concordia,LA,88.32,237,2017
De Soto,LA,91.7,420,2017
East Baton Rouge,LA,83.87,46,2017
East Carroll,LA,91.7,420,2017
East Feliciana,LA,83.87,46,2017
Evangeline,LA,88.32,237,2017
Franklin,LA,91.7,420,2017
Grant,LA,88.32,237,2017
Iberia,LA,88.32,237,2017
Iberville,LA,83.87,46,2017
Jackson,LA,91.7,420,2017
Jefferson,LA,88.93,277,2017
Jefferson Davis,LA,88.32,237,2017
Lafayette,LA,88.32,237,2017
Lafourche,LA,90.33,358,2017
LaSalle,LA,88.32,237,2017
Lincoln,LA,91.7,420,2017
Livingston,LA,83.87,46,2017
Madison,LA,91.7,420,2017
Morehouse,LA,91.7,420,2017
Natchitoches,LA,91.7,420,2017
Orleans,LA,91.64,416,2017
Ouachita,LA,91.7,420,2017
Plaquemines,LA,91.64,416,2017
Pointe Coupee,LA,83.87,46,2017
Rapides,LA,88.32,237,2017
Red River,LA,91.7,420,2017
Richland,LA,91.7,420,2017
Sabine,LA,91.7,420,2017
St. Bernard,LA,91.64,416,2017
St. Charles,LA,90.33,358,2017
St. Helena,LA,83.87,46,2017
St. James,LA,90.33,358,2017
St. John the Baptist,LA,90.33,358,2017
St. Landry,LA,88.32,237,2017
St. Martin,LA,88.32,237,2017
St. Mary,LA,90.33,358,2017
St. Tammany,LA,83.87,46,2017
Tangipahoa,LA,83.87,46,2017
Tensas,LA,91.7,420,2017
Terrebonne,LA,90.33,358,2017
Union,LA,91.7,420,2017
Vermilion,LA,88.32,237,2017
Vernon,LA,88.32,237,2017
Washington,LA,83.87,46,2017
Webster,LA,91.7,420,2017
West Baton Rouge,LA,83.87,46,2017
West Carroll,LA,91.7,420,2017
West Feliciana,LA,83.87,46,2017
Winn,LA,88.32,237,2017
Androscoggin,ME,85.95,105,2017
Aroostook,ME,85.13,79,2017
Cumberland,ME,87.2,172,2017
Franklin,ME,85.95,105,2017
Hancock,ME,81.51,18,2017
Kennebec,ME,83.4,38,2017
Knox,ME,85.51,90,2017
Lincoln,ME,85.51,90,2017
Oxford,ME,85.95,105,2017
Penobscot,ME,85.53,90,2017
Piscataquis,ME,85.53,90,2017
Sagadahoc,ME,85.51,90,2017
Somerset,ME,83.4,38,2017
Waldo,ME,85.51,90,2017
Washington,ME,81.51,18,2017
York,ME,85.71,91,2017
Allegany,MD,87.32,179,2017
Anne Arundel,MD,85.39,85,2017
Baltimore,MD,86.83,160,2017
Calvert,MD,86.59,146,2017
Caroline,MD,81.04,15,2017
Carroll,MD,85.2,81,2017
Cecil,MD,81.04,15,2017
Charles,MD,86.59,146,2017
Dorchester,MD,86.59,146,2017
Frederick,MD,87.32,179,2017
Garrett,MD,87.32,179,2017
Harford,MD,81.04,15,2017
Howard,MD,85.2,81,2017
Kent,MD,81.04,15,2017
Montgomery,MD,87.97,213,2017
Prince George's,MD,92.9,458,2017
Queen Anne's,MD,81.04,15,2017
St. Mary's,MD,86.59,146,2017
Somerset,MD,86.59,146,2017
Talbot,MD,81.04,15,2017
Washington,MD,87.32,179,2017
Wicomico,MD,86.59,146,2017
Worcester,MD,86.59,146,2017
Baltimore City,MD,92.7,458,2017
Barnstable,MA,89.51,322,2017
Berkshire,MA,89.51,322,2017
Bristol,MA,89.51,322,2017
Dukes,MA,89.51,322,2017
Essex,MA,89.51,322,2017
Franklin,MA,89.51,322,2017
Hampden,MA,89.51,322,2017
Hampshire,MA,89.51,322,2017
Middlesex,MA,89.51,322,2017
Nantucket,MA,89.51,322,2017
Norfolk,MA,89.51,322,2017
Plymouth,MA,89.51,322,2017
Suffolk,MA,89.51,322,2017
Worcester,MA,89.51,322,2017
Alcona,MI,85.99,108,2017
Alger,MI,85.45,89,2017
Allegan,MI,88.93,277,2017
Alpena,MI,85.99,108,2017
Antrim,MI,85.99,108,2017
Arenac,MI,86.67,151,2017
Baraga,MI,85.45,89,2017
Barry,MI,87.88,212,2017
Bay,MI,86.67,151,2017
Benzie,MI,85.99,108,2017
Berrien,MI,87.88,212,2017
Branch,MI,87.88,212,2017
Calhoun,MI,87.88,212,2017
Cass,MI,87.88,212,2017
Charlevoix,MI,85.99,108,2017
Cheboygan,MI,85.99,108,2017
Chippewa,MI,85.45,89,2017
Clare,MI,86.67,151,2017
Clinton,MI,86.67,151,2017
Crawford,MI,85.99,108,2017
Delta,MI,85.45,89,2017
Dickinson,MI,85.45,89,2017
Eaton,MI,86.67,151,2017
Emmet,MI,85.99,108,2017
Genesee,MI,86.25,122,2017
Gladwin,MI,86.67,151,2017
Gogebic,MI,85.45,89,2017
Grand Traverse,MI,85.99,108,2017
Gratiot,MI,86.67,151,2017
Hillsdale,MI,86.67,151,2017
Houghton,MI,85.45,89,2017
Huron,MI,86.67,151,2017
Ingham,MI,86.67,151,2017
Ionia,MI,86.67,151,2017
Iosco,MI,85.99,108,2017
Iron,MI,85.45,89,2017
Isabella,MI,86.67,151,2017
Jackson,MI,86.67,151,2017
Kalamazoo,MI,87.88,212,2017
Kalkaska,MI,85.99,108,2017
Kent,MI,88.93,277,2017
Keweenaw,MI,85.45,89,2017
Lake,MI,88.93,277,2017
Lapeer,MI,86.25,122,2017
Leelanau,MI,85.99,108,2017
Lenawee,MI,84.89,73,2017
Livingston,MI,84.89,73,2017
Luce,MI,85.45,89,2017
Mackinac,MI,85.45,89,2017
Macomb,MI,87.6,190,2017
Manistee,MI,85.99,108,2017
Marquette,MI,85.45,89,2017
Mason,MI,88.93,277,2017
Mecosta,MI,86.67,151,2017
Menominee,MI,85.45,89,2017
Midland,MI,86.67,151,2017
Missaukee,MI,85.99,108,2017
Monroe,MI,84.89,73,2017
Montcalm,MI,86.67,151,2017
Montmorency,MI,85.99,108,2017
Muskegon,MI,88.93,277,2017
Newaygo,MI,86.67,151,2017
Oakland,MI,89.55,327,2017
Oceana,MI,88.93,277,2017
Ogemaw,MI,85.99,108,2017
Ontonagon,MI,85.45,89,2017
Osceola,MI,86.67,151,2017
Oscoda,MI,85.99,108,2017
Otsego,MI,85.99,108,2017
Ottawa,MI,88.93,277,2017
Presque Isle,MI,85.99,108,2017
Roscommon,MI,85.99,108,2017
Saginaw,MI,86.67,151,2017
St. Clair,MI,86.25,122,2017
St. Joseph,MI,87.88,212,2017
Sanilac,MI,86.25,122,2017
Schoolcraft,MI,85.45,89,2017
Shiawassee,MI,86.67,151,2017
Tuscola,MI,86.67,151,2017
Van Buren,MI,87.88,212,2017
Washtenaw,MI,84.89,73,2017
Wayne,MI,85.71,91,2017
Wexford,MI,85.99,108,2017
Aitkin,MN,81.85,21,2017
Anoka,MN,86.26,126,2017
Becker,MN,81.85,21,2017
Beltrami,MN,81.85,21,2017
Benton,MN,83.9,50,2017
Big Stone,MN,87.16,172,2017
Blue Earth,MN,87.16,172,2017
Brown,MN,87.16,172,2017
Carlton,MN,81.85,21,2017
Carver,MN,86.26,126,2017
Cass,MN,83.9,50,2017
Chippewa,MN,87.16,172,2017
Chisago,MN,83.9,50,2017
Clay,MN,83.9,50,2017
Clearwater,MN,81.85,21,2017
Cook,MN,81.85,21,2017
Cottonwood,MN,87.16,172,2017
Crow Wing,MN,83.9,50,2017
Dakota,MN,86.26,126,2017
Dodge,MN,87.16,172,2017
Douglas,MN,83.9,50,2017
Faribault,MN,87.16,172,2017
Fillmore,MN,87.16,172,2017
Freeborn,MN,87.16,172,2017
Goodhue,MN,87.16,172,2017
Grant,MN,83.9,50,2017
Hennepin,MN,87.15,166,2017
Houston,MN,87.16,172,2017
Hubbard,MN,81.85,21,2017
Isanti,MN,83.9,50,2017
Itasca,MN,81.85,21,2017
Jackson,MN,87.16,172,2017
Kanabec,MN,83.9,50,2017
Kandiyohi,MN,87.16,172,2017
Kittson,MN,81.85,21,2017
Koochiching,MN,81.85,21,2017
Lac qui Parle,MN,87.16,172,2017
Lake,MN,81.85,21,2017
Lake of the Woods,MN,81.85,21,2017
Le Sueur,MN,87.16,172,2017
Lincoln,MN,87.16,172,2017
Lyon,MN,87.16,172,2017
McLeod,MN,87.16,172,2017
Mahnomen,MN,81.85,21,2017
Marshall,MN,81.85,21,2017
Martin,MN,87.16,172,2017
Meeker,MN,87.16,172,2017
Mille Lacs,MN,83.9,50,2017
Morrison,MN,83.9,50,2017
Mower,MN,87.16,172,2017
Murray,MN,87.16,172,2017
Nicollet,MN,87.16,172,2017
Nobles,MN,87.16,172,2017
Norman,MN,81.85,21,2017
Olmsted,MN,87.16,172,2017
Otter Tail,MN,83.9,50,2017
Pennington,MN,81.85,21,2017
Pine,MN,83.9,50,2017
Pipestone,MN,87.16,172,2017
Polk,MN,81.85,21,2017
Pope,MN,83.9,50,2017
Ramsey,MN,83.16,37,2017
Red Lake,MN,81.85,21,2017
Redwood,MN,87.16,172,2017
Renville,MN,87.16,172,2017
Rice,MN,87.16,172,2017
Rock,MN,87.16,172,2017
Roseau,MN,81.85,21,2017
St. Louis,MN,81.85,21,2017
Scott,MN,86.26,126,2017
Sherburne,MN,83.9,50,2017
Sibley,MN,87.16,172,2017
Stearns,MN,83.9,50,2017
Steele,MN,87.16,172,2017
Stevens,MN,83.9,50,2017
Swift,MN,87.16,172,2017
Todd,MN,83.9,50,2017
Traverse,MN,83.9,50,2017
Wabasha,MN,87.16,172,2017
Wadena,MN,83.9,50,2017
Waseca,MN,87.16,172,2017
Washington,MN,86.26,126,2017
Watonwan,MN,87.16,172,2017
Wilkin,MN,83.9,50,2017
Winona,MN,87.16,172,2017
Wright,MN,83.9,50,2017
Yellow Medicine,MN,87.16,172,2017
Adams,MS,96.28,508,2017
Alcorn,MS,92.13,434,2017
Amite,MS,96.28,508,2017
Attala,MS,97.69,511,2017
Benton,MS,92.13,434,2017
Bolivar,MS,97.69,511,2017
Calhoun,MS,92.13,434,2017
Carroll,MS,97.69,511,2017
Chickasaw,MS,92.13,434,2017
Choctaw,MS,94.68,494,2017
Claiborne,MS,96.28,508,2017
Clarke,MS,94.68,494,2017
Clay,MS,94.68,494,2017
Coahoma,MS,97.69,511,2017
Copiah,MS,90.69,378,2017
Covington,MS,91.37,411,2017
DeSoto,MS,92.13,434,2017
Forrest,MS,91.37,411,2017
Franklin,MS,96.28,508,2017
George,MS,90.61,369,2017
Greene,MS,91.37,411,2017
Grenada,MS,97.69,511,2017
Hancock,MS,90.61,369,2017
Harrison,MS,90.61,369,2017
Hinds,MS,90.69,378,2017
Holmes,MS,97.69,511,2017
Humphreys,MS,97.69,511,2017
Issaquena,MS,97.69,511,2017
Itawamba,MS,92.13,434,2017
Jackson,MS,90.61,369,2017
Jasper,MS,94.68,494,2017
Jefferson,MS,96.28,508,2017
Jefferson Davis,MS,91.37,411,2017
Jones,MS,91.37,411,2017
Kemper,MS,94.68,494,2017
Lafayette,MS,92.13,434,2017
Lamar,MS,91.37,411,2017
Lauderdale,MS,94.68,494,2017
Lawrence,MS,96.28,508,2017
Leake,MS,94.68,494,2017
Lee,MS,92.13,434,2017
Leflore,MS,97.69,511,2017
Lincoln,MS,96.28,508,2017
Lowndes,MS,94.68,494,2017
Madison,MS,90.69,378,2017
Marion,MS,91.37,411,2017
Marshall,MS,92.13,434,2017
Monroe,MS,92.13,434,2017
Montgomery,MS,97.69,511,2017
Neshoba,MS,94.68,494,2017
Newton,MS,94.68,494,2017
Noxubee,MS,94.68,494,2017
Oktibbeha,MS,94.68,494,2017
Panola,MS,92.13,434,2017
Pearl River,MS,90.61,369,2017
Perry,MS,91.37,411,2017
Pike,MS,96.28,508,2017
Pontotoc,MS,92.13,434,2017
Prentiss,MS,92.13,434,2017
Quitman,MS,97.69,511,2017
Rankin,MS,90.69,378,2017
Scott,MS,94.68,494,2017
Sharkey,MS,97.69,511,2017
Simpson,MS,90.69,378,2017
Smith,MS,94.68,494,2017
Stone,MS,90.61,369,2017
Sunflower,MS,97.69,511,2017
Tallahatchie,MS,97.69,511,2017
Tate,MS,92.13,434,2017
Tippah,MS,92.13,434,2017
Tishomingo,MS,92.13,434,2017
Tunica,MS,97.69,511,2017
Union,MS,92.13,434,2017
Walthall,MS,96.28,508,2017
Warren,MS,97.69,511,2017
Washington,MS,97.69,511,2017
Wayne,MS,91.37,411,2017
Webster,MS,94.68,494,2017
Wilkinson,MS,96.28,508,2017
Winston,MS,94.68,494,2017
Yalobusha,MS,92.13,434,2017
Yazoo,MS,97.69,511,2017
Adair,MO,85.77,97,2017
Andrew,MO,82.63,25,2017
Atchison,MO,82.63,25,2017
Audrain,MO,85.77,97,2017
Barry,MO,85.84,102,2017
Barton,MO,85.84,102,2017
Bates,MO,85.84,102,2017
Benton,MO,85.84,102,2017
Bollinger,MO,87.82,205,2017
Boone,MO,85.77,97,2017
Buchanan,MO,82.63,25,2017
Butler,MO,87.82,205,2017
Caldwell,MO,82.63,25,2017
Callaway,MO,85.77,97,2017
Camden,MO,85.77,97,2017
Cape Girardeau,MO,87.82,205,2017
Carroll,MO,85.77,97,2017
Carter,MO,87.82,205,2017
Cass,MO,82.63,25,2017
Cedar,MO,85.84,102,2017
Chariton,MO,85.77,97,2017
Christian,MO,85.84,102,2017
Clark,MO,85.77,97,2017
Clay,MO,82.63,25,2017
Clinton,MO,82.63,25,2017
Cole,MO,85.77,97,2017
Cooper,MO,85.77,97,2017
Crawford,MO,87.82,205,2017
Dade,MO,85.84,102,2017
Dallas,MO,85.84,102,2017
Daviess,MO,82.63,25,2017
DeKalb,MO,82.63,25,2017
Dent,MO,87.82,205,2017
Douglas,MO,87.82,205,2017
Dunklin,MO,87.82,205,2017
Franklin,MO,84,56,2017
Gasconade,MO,87.82,205,2017
Gentry,MO,82.63,25,2017
Greene,MO,85.84,102,2017
Grundy,MO,82.63,25,2017
Harrison,MO,82.63,25,2017
Henry,MO,85.84,102,2017
Hickory,MO,85.84,102,2017
Holt,MO,82.63,25,2017
Howard,MO,85.77,97,2017
Howell,MO,87.82,205,2017
Iron,MO,87.82,205,2017
Jackson,MO,86.42,133,2017
Jasper,MO,85.84,102,2017
Jefferson,MO,84,56,2017
Johnson,MO,82.63,25,2017
Knox,MO,85.77,97,2017
Laclede,MO,85.77,97,2017
Lafayette,MO,82.63,25,2017
Lawrence,MO,85.84,102,2017
Lewis,MO,85.77,97,2017
Lincoln,MO,84,56,2017
Linn,MO,82.63,25,2017
Livingston,MO,82.63,25,2017
McDonald,MO,85.84,102,2017
Macon,MO,85.77,97,2017
Madison,MO,87.82,205,2017
Maries,MO,87.82,205,2017
Marion,MO,85.77,97,2017
Mercer,MO,82.63,25,2017
Miller,MO,85.77,97,2017
Mississippi,MO,87.82,205,2017
Moniteau,MO,85.77,97,2017
Monroe,MO,85.77,97,2017
Montgomery,MO,85.77,97,2017
Morgan,MO,85.77,97,2017
New Madrid,MO,87.82,205,2017
Newton,MO,85.84,102,2017
Nodaway,MO,82.63,25,2017
Oregon,MO,87.82,205,2017
Osage,MO,85.77,97,2017
Ozark,MO,87.82,205,2017
Pemiscot,MO,87.82,205,2017
Perry,MO,87.82,205,2017
Pettis,MO,85.77,97,2017
Phelps,MO,87.82,205,2017
Pike,MO,85.77,97,2017
Platte,MO,82.63,25,2017
Polk,MO,85.84,102,2017
Pulaski,MO,85.77,97,2017
Putnam,MO,82.63,25,2017
Ralls,MO,85.77,97,2017
Randolph,MO,85.77,97,2017
Ray,MO,82.63,25,2017
Reynolds,MO,87.82,205,2017
Ripley,MO,87.82,205,2017
St. Charles,MO,84,56,2017
St. Clair,MO,85.84,102,2017
Ste. Genevieve,MO,87.82,205,2017
St. Francois,MO,87.82,205,2017
St. Louis,MO,89.31,310,2017
Saline,MO,85.77,97,2017
Schuyler,MO,85.77,97,2017
Scotland,MO,85.77,97,2017
Scott,MO,87.82,205,2017
Shannon,MO,87.82,205,2017
Shelby,MO,85.77,97,2017
Stoddard,MO,87.82,205,2017
Stone,MO,85.84,102,2017
Sullivan,MO,82.63,25,2017
Taney,MO,85.84,102,2017
Texas,MO,87.82,205,2017
Vernon,MO,85.84,102,2017
Warren,MO,84,56,2017
Washington,MO,87.82,205,2017
Wayne,MO,87.82,205,2017
Webster,MO,85.84,102,2017
Worth,MO,82.63,25,2017
Wright,MO,87.82,205,2017
Beaverhead,MT,90.8,383,2017
Big Horn,MT,89.52,323,2017
Blaine,MT,93.33,485,2017
Broadwater,MT,90.8,383,2017
Carbon,MT,89.52,323,2017
Carter,MT,86.4,130,2017
Cascade,MT,93.33,485,2017
Chouteau,MT,93.33,485,2017
Custer,MT,86.4,130,2017
Daniels,MT,86.4,130,2017
Dawson,MT,86.4,130,2017
Deer Lodge,MT,90.8,383,2017
Fallon,MT,86.4,130,2017
Fergus,MT,89.52,323,2017
Flathead,MT,89.83,343,2017
Gallatin,MT,90.8,383,2017
Garfield,MT,86.4,130,2017
Glacier,MT,93.33,485,2017
Golden Valley,MT,89.52,323,2017
Granite,MT,90.8,383,2017
Hill,MT,93.33,485,2017
Jefferson,MT,90.8,383,2017
Judith Basin,MT,89.52,323,2017
Lake,MT,89.83,343,2017
Lewis and Clark,MT,90.8,383,2017
Liberty,MT,93.33,485,2017
Lincoln,MT,89.83,343,2017
McCone,MT,86.4,130,2017
Madison,MT,90.8,383,2017
