county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Yuma,AZ,89.36,319,2017
Arkansas,AR,82.97,37,2017
Ashley,AR,82.97,37,2017
Baxter,AR,88.48,245,2017
Benton,AR,84.62,64,2017
Boone,AR,88.48,245,2017
Bradley,AR,82.97,37,2017
Calhoun,AR,89.82,340,2017
Carroll,AR,84.62,64,2017
Chicot,AR,82.97,37,2017
Clark,AR,86.48,137,2017
Clay,AR,92.99,461,2017
Cleburne,AR,88.48,245,2017
Cleveland,AR,82.97,37,2017
Columbia,AR,89.82,340,2017
Conway,AR,86.48,137,2017
Craighead,AR,92.99,461,2017
Crawford,AR,86.86,162,2017
Crittenden,AR,92.99,461,2017
Cross,AR,92.99,461,2017
Dallas,AR,89.82,340,2017
Desha,AR,82.97,37,2017
Drew,AR,82.97,37,2017
Faulkner,AR,86.48,137,2017
Franklin,AR,86.86,162,2017
Fulton,AR,88.48,245,2017
Garland,AR,86.48,137,2017
Grant,AR,82.97,37,2017
Greene,AR,92.99,461,2017
Hempstead,AR,89.82,340,2017
Hot Spring,AR,86.48,137,2017
Howard,AR,89.82,340,2017
Independence,AR,88.48,245,2017
Izard,AR,88.48,245,2017
Jackson,AR,88.48,245,2017
Jefferson,AR,82.97,37,2017
Johnson,AR,86.48,137,2017
Lafayette,AR,89.82,340,2017
Lawrence,AR,92.99,461,2017
Lee,AR,92.99,461,2017
Lincoln,AR,82.97,37,2017
Little River,AR,89.82,340,2017
Logan,AR,86.86,162,2017
Lonoke,AR,88.53,246,2017
Madison,AR,84.62,64,2017
Marion,AR,88.48,245,2017
Miller,AR,89.82,340,2017
Mississippi,AR,92.99,461,2017
Monroe,AR,92.99,461,2017
Montgomery,AR,86.48,137,2017
Nevada,AR,89.82,340,2017
Newton,AR,88.48,245,2017
Ouachita,AR,89.82,340,2017
Perry,AR,86.48,137,2017
Phillips,AR,92.99,461,2017
Pike,AR,86.48,137,2017
Poinsett,AR,92.99,461,2017
Polk,AR,86.86,162,2017
Pope,AR,86.48,137,2017
Prairie,AR,88.53,246,2017
Pulaski,AR,88.53,246,2017
Randolph,AR,92.99,461,2017
St. Francis,AR,92.99,461,2017
Saline,AR,88.53,246,2017
Scott,AR,86.86,162,2017
Searcy,AR,88.48,245,2017
Sebastian,AR,86.86,162,2017
Sevier,AR,89.82,340,2017
Sharp,AR,88.48,245,2017
Stone,AR,88.48,245,2017
Union,AR,89.82,340,2017
Van Buren,AR,88.48,245,2017
Washington,AR,84.62,64,2017
White,AR,88.48,245,2017
Woodruff,AR,88.48,245,2017
Yell,AR,86.48,137,2017
Alameda,CA,91.32,402,2017
Alpine,CA,87.54,186,2017
Amador,CA,87.54,186,2017
Butte,CA,87.25,179,2017
Calaveras,CA,87.54,186,2017
Colusa,CA,87.25,179,2017
Contra Costa,CA,89.13,293,2017
Del Norte,CA,87.25,179,2017
El Dorado,CA,87.67,192,2017
Fresno,CA,87.38,179,2017
Glenn,CA,87.25,179,2017
Humboldt,CA,87.25,179,2017
Imperial,CA,91.29,398,2017
Inyo,CA,87.97,213,2017
Kern,CA,87.97,213,2017
Kings,CA,87.97,213,2017
Lake,CA,87.25,179,2017
Lassen,CA,87.25,179,2017
Los Angeles,CA,92.09,427,2017
Madera,CA,90.22,354,2017
Marin,CA,82.74,28,2017
Mariposa,CA,90.22,354,2017
Mendocino,CA,87.25,179,2017
Merced,CA,90.22,354,2017
Modoc,CA,87.25,179,2017
Mono,CA,87.54,186,2017
Monterey,CA,89.79,335,2017
Napa,CA,82.74,28,2017
Nevada,CA,87.67,192,2017
Orange,CA,90,349,2017
Placer,CA,87.67,192,2017
Plumas,CA,87.25,179,2017
Riverside,CA,91.29,398,2017
Sacramento,CA,85.76,92,2017
San Benito,CA,89.79,335,2017
San Bernardino,CA,87.91,212,2017
San Diego,CA,90.33,358,2017
San Francisco,CA,100,511,2017
San Joaquin,CA,87.54,186,2017
San Luis Obispo,CA,89.79,335,2017
San Mateo,CA,93.16,469,2017
Santa Barbara,CA,87.66,191,2017
Santa Clara,CA,89.83,343,2017
Santa Cruz,CA,89.79,335,2017
Shasta,CA,87.25,179,2017
Sierra,CA,87.25,179,2017
Siskiyou,CA,87.25,179,2017
Solano,CA,82.74,28,2017
Sonoma,CA,82.74,28,2017
Stanislaus,CA,90.22,354,2017
Sutter,CA,87.67,192,2017
Tehama,CA,87.25,179,2017
Trinity,CA,87.25,179,2017
Tulare,CA,87.97,213,2017
Tuolumne,CA,87.54,186,2017
Ventura,CA,87.66,191,2017
Yolo,CA,87.67,192,2017
Yuba,CA,87.67,192,2017
Adams,CO,86.73,156,2017
Alamosa,CO,88.33,239,2017
Arapahoe,CO,86.73,156,2017
Archuleta,CO,89.84,348,2017
Baca,CO,88.33,239,2017
Bent,CO,88.33,239,2017
Boulder,CO,86.73,156,2017
Broomfield,CO,86.73,156,2017
Chaffee,CO,89.84,348,2017
Cheyenne,CO,88.75,261,2017
Clear Creek,CO,86.73,156,2017
Conejos,CO,88.33,239,2017
Costilla,CO,88.33,239,2017
Crowley,CO,88.33,239,2017
Custer,CO,89.84,348,2017
Delta,CO,89.84,348,2017
Denver,CO,86.73,156,2017
Dolores,CO,89.84,348,2017
Douglas,CO,86.73,156,2017
Eagle,CO,89.84,348,2017
Elbert,CO,88.75,261,2017
El Paso,CO,89.84,348,2017
Fremont,CO,89.84,348,2017
Garfield,CO,89.84,348,2017
Gilpin,CO,86.73,156,2017
Grand,CO,89.84,348,2017
Gunnison,CO,89.84,348,2017
Hinsdale,CO,89.84,348,2017
Huerfano,CO,88.33,239,2017
Jackson,CO,89.84,348,2017
Jefferson,CO,86.73,156,2017
Kiowa,CO,88.33,239,2017
Kit Carson,CO,88.75,261,2017
Lake,CO,89.84,348,2017
La Plata,CO,89.84,348,2017
Larimer,CO,88.75,261,2017
Las Animas,CO,88.33,239,2017
Lincoln,CO,88.75,261,2017
Logan,CO,88.75,261,2017
Mesa,CO,89.84,348,2017
Mineral,CO,88.33,239,2017
Moffat,CO,89.84,348,2017
Montezuma,CO,89.84,348,2017
Montrose,CO,89.84,348,2017
Morgan,CO,88.75,261,2017
Otero,CO,88.33,239,2017
Ouray,CO,89.84,348,2017
Park,CO,89.84,348,2017
Phillips,CO,88.75,261,2017
Pitkin,CO,89.84,348,2017
Prowers,CO,88.33,239,2017
Pueblo,CO,88.33,239,2017
Rio Blanco,CO,89.84,348,2017
Rio Grande,CO,88.33,239,2017
Routt,CO,89.84,348,2017
Saguache,CO,88.33,239,2017
San Juan,CO,89.84,348,2017
San Miguel,CO,89.84,348,2017
Sedgwick,CO,88.75,261,2017
Summit,CO,89.84,348,2017
Teller,CO,89.84,348,2017
Washington,CO,88.75,261,2017
Weld,CO,88.75,261,2017
Yuma,CO,88.75,261,2017
Fairfield,CT,87.54,186,2017
Hartford,CT,87.54,186,2017
Litchfield,CT,87.54,186,2017
Middlesex,CT,87.54,186,2017
New Haven,CT,87.54,186,2017
New London,CT,87.54,186,2017
Tolland,CT,87.54,186,2017
Windham,CT,87.54,186,2017
Kent,DE,77.45,13,2017
New Castle,DE,77.45,13,2017
Sussex,DE,77.45,13,2017
District of,,94.35,490,2017
Alachua,FL,89.12,293,2017
Baker,FL,89.12,293,2017
Bay,FL,87.87,210,2017
Bradford,FL,89.12,293,2017
Brevard,FL,86.04,109,2017
Broward,FL,92.64,458,2017
Calhoun,FL,87.87,210,2017
Charlotte,FL,86.27,127,2017
Citrus,FL,87.85,209,2017
Clay,FL,88.97,281,2017
Collier,FL,86.27,127,2017
Columbia,FL,89.12,293,2017
DeSoto,FL,90.87,391,2017
Dixie,FL,89.12,293,2017
Duval,FL,88.97,281,2017
Escambia,FL,87.42,181,2017
Flagler,FL,89.62,331,2017
Franklin,FL,90.75,381,2017
Gadsden,FL,90.75,381,2017
Gilchrist,FL,89.12,293,2017
Glades,FL,86.27,127,2017
Gulf,FL,87.87,210,2017
Hamilton,FL,89.12,293,2017
Hardee,FL,87.69,193,2017
Hendry,FL,86.27,127,2017
Hernando,FL,87.85,209,2017
Highlands,FL,87.69,193,2017
Hillsborough,FL,88.39,241,2017
Holmes,FL,87.87,210,2017
Indian River,FL,88,213,2017
Jackson,FL,87.87,210,2017
Jefferson,FL,90.75,381,2017
Lafayette,FL,89.12,293,2017
Lake,FL,87.85,209,2017
Lee,FL,86.27,127,2017
Leon,FL,90.75,381,2017
Levy,FL,89.12,293,2017
Liberty,FL,90.75,381,2017
Madison,FL,90.75,381,2017
Manatee,FL,90.87,391,2017
Marion,FL,87.85,209,2017
Martin,FL,88,213,2017
Miami-Dade,FL,97.93,511,2017
Monroe,FL,97.93,511,2017
Nassau,FL,88.97,281,2017
Okaloosa,FL,87.42,181,2017
Okeechobee,FL,88,213,2017
Orange,FL,90.11,352,2017
Osceola,FL,90.11,352,2017
Palm Beach,FL,86.25,122,2017
Pasco,FL,86.52,140,2017
Pinellas,FL,86.52,140,2017
Polk,FL,87.69,193,2017
Putnam,FL,89.62,331,2017
St. Johns,FL,89.62,331,2017
St. Lucie,FL,88,213,2017
Santa Rosa,FL,87.42,181,2017
Sarasota,FL,90.87,391,2017
Seminole,FL,86.04,109,2017
Sumter,FL,87.85,209,2017
Suwannee,FL,89.12,293,2017
Taylor,FL,90.75,381,2017
Union,FL,89.12,293,2017
Volusia,FL,89.62,331,2017
Wakulla,FL,90.75,381,2017
Walton,FL,87.42,181,2017
Washington,FL,87.87,210,2017
Appling,GA,87.8,199,2017
Atkinson,GA,87.8,199,2017
Bacon,GA,87.8,199,2017
Baker,GA,91.3,402,2017
Baldwin,GA,88.24,229,2017
Banks,GA,88.24,229,2017
Barrow,GA,88.24,229,2017
Bartow,GA,88.24,229,2017
Ben Hill,GA,91.3,402,2017
Berrien,GA,91.3,402,2017
Bibb,GA,88.24,229,2017
Bleckley,GA,87.8,199,2017
Brantley,GA,87.8,199,2017
Brooks,GA,91.3,402,2017
Bryan,GA,87.8,199,2017
Bulloch,GA,87.8,199,2017
Burke,GA,88.24,229,2017
Butts,GA,86.56,145,2017
Calhoun,GA,91.3,402,2017
Camden,GA,87.8,199,2017
Candler,GA,87.8,199,2017
Carroll,GA,86.56,145,2017
Catoosa,GA,88.24,229,2017
Charlton,GA,87.8,199,2017
Chatham,GA,87.8,199,2017
Chattahoochee,GA,86.56,145,2017
Chattooga,GA,88.24,229,2017
Cherokee,GA,88.24,229,2017
Clarke,GA,88.24,229,2017
Clay,GA,86.56,145,2017
Clayton,GA,88.89,273,2017
Clinch,GA,87.8,199,2017
Cobb,GA,88.24,229,2017
Coffee,GA,87.8,199,2017
Colquitt,GA,91.3,402,2017
Columbia,GA,88.24,229,2017
Cook,GA,91.3,402,2017
Coweta,GA,86.56,145,2017
Crawford,GA,86.56,145,2017
Crisp,GA,86.56,145,2017
Dade,GA,88.24,229,2017
Dawson,GA,88.24,229,2017
Decatur,GA,91.3,402,2017
DeKalb,GA,88.89,273,2017
Dodge,GA,87.8,199,2017
Dooly,GA,86.56,145,2017
Dougherty,GA,91.3,402,2017
Douglas,GA,88.24,229,2017
Early,GA,91.3,402,2017
Echols,GA,91.3,402,2017
Effingham,GA,87.8,199,2017
Elbert,GA,88.24,229,2017
Emanuel,GA,88.24,229,2017
Evans,GA,87.8,199,2017
Fannin,GA,88.24,229,2017
Fayette,GA,86.56,145,2017
Floyd,GA,88.24,229,2017
Forsyth,GA,88.24,229,2017
Franklin,GA,88.24,229,2017
Fulton,GA,88.89,273,2017
Gilmer,GA,88.24,229,2017
Glascock,GA,88.24,229,2017
Glynn,GA,87.8,199,2017
Gordon,GA,88.24,229,2017
Grady,GA,91.3,402,2017
Greene,GA,88.24,229,2017
Gwinnett,GA,88.89,273,2017
Habersham,GA,88.24,229,2017
Hall,GA,88.24,229,2017
Hancock,GA,88.24,229,2017
Haralson,GA,88.24,229,2017
Harris,GA,86.56,145,2017
Hart,GA,88.24,229,2017
Heard,GA,86.56,145,2017
Henry,GA,86.56,145,2017
Houston,GA,86.56,145,2017
Irwin,GA,91.3,402,2017
Jackson,GA,88.24,229,2017
Jasper,GA,88.24,229,2017
Jeff Davis,GA,87.8,199,2017
Jefferson,GA,88.24,229,2017
Jenkins,GA,88.24,229,2017
Johnson,GA,87.8,199,2017
Jones,GA,88.24,229,2017
Lamar,GA,86.56,145,2017
Lanier,GA,91.3,402,2017
Laurens,GA,87.8,199,2017
Lee,GA,91.3,402,2017
Liberty,GA,87.8,199,2017
Lincoln,GA,88.24,229,2017
Long,GA,87.8,199,2017
Lowndes,GA,91.3,402,2017
Lumpkin,GA,88.24,229,2017
McDuffie,GA,88.24,229,2017
McIntosh,GA,87.8,199,2017
Macon,GA,86.56,145,2017
Madison,GA,88.24,229,2017
Marion,GA,86.56,145,2017
Meriwether,GA,86.56,145,2017
Miller,GA,91.3,402,2017
Mitchell,GA,91.3,402,2017
Monroe,GA,88.24,229,2017
Montgomery,GA,87.8,199,2017
Morgan,GA,88.24,229,2017
Murray,GA,88.24,229,2017
Muscogee,GA,86.56,145,2017
Newton,GA,88.89,273,2017
Oconee,GA,88.24,229,2017
Oglethorpe,GA,88.24,229,2017
Paulding,GA,88.24,229,2017
Peach,GA,86.56,145,2017
Pickens,GA,88.24,229,2017
Pierce,GA,87.8,199,2017
Pike,GA,86.56,145,2017
Polk,GA,88.24,229,2017
Pulaski,GA,87.8,199,2017
Putnam,GA,88.24,229,2017
Quitman,GA,86.56,145,2017
Rabun,GA,88.24,229,2017
Randolph,GA,86.56,145,2017
Richmond,GA,88.24,229,2017
Rockdale,GA,88.89,273,2017
Schley,GA,86.56,145,2017
Screven,GA,88.24,229,2017
Seminole,GA,91.3,402,2017
Spalding,GA,86.56,145,2017
Stephens,GA,88.24,229,2017
Stewart,GA,86.56,145,2017
Sumter,GA,86.56,145,2017
Talbot,GA,86.56,145,2017
Taliaferro,GA,88.24,229,2017
Tattnall,GA,87.8,199,2017
Taylor,GA,86.56,145,2017
Telfair,GA,87.8,199,2017
Terrell,GA,91.3,402,2017
Thomas,GA,91.3,402,2017
Tift,GA,91.3,402,2017
Toombs,GA,87.8,199,2017
Towns,GA,88.24,229,2017
Treutlen,GA,87.8,199,2017
Troup,GA,86.56,145,2017
Turner,GA,91.3,402,2017
Twiggs,GA,88.24,229,2017
Union,GA,88.24,229,2017
Upson,GA,86.56,145,2017
Walker,GA,88.24,229,2017
Walton,GA,88.24,229,2017
Ware,GA,87.8,199,2017
Warren,GA,88.24,229,2017
Washington,GA,88.24,229,2017
Wayne,GA,87.8,199,2017
Webster,GA,86.56,145,2017
Wheeler,GA,87.8,199,2017
White,GA,88.24,229,2017
Whitfield,GA,88.24,229,2017
Wilcox,GA,87.8,199,2017
Wilkes,GA,88.24,229,2017
Wilkinson,GA,88.24,229,2017
Worth,GA,91.3,402,2017
Hawaii,HI,88.66,255,2017
Honolulu,HI,95.86,506,2017
Kalawao,HI,0,12,2017
Kauai,HI,90.78,381,2017
Maui,HI,93.52,485,2017
Ada,ID,88.08,214,2017
Adams,ID,91.19,396,2017
Bannock,ID,90.46,363,2017
Bear Lake,ID,90.46,363,2017
Benewah,ID,90.05,352,2017
Bingham,ID,92.56,458,2017
Blaine,ID,90.05,352,2017
Boise,ID,88.08,214,2017
Bonner,ID,90.05,352,2017
Bonneville,ID,92.56,458,2017
Boundary,ID,90.05,352,2017
Butte,ID,92.56,458,2017
Camas,ID,90.05,352,2017
Canyon,ID,91.19,396,2017
Caribou,ID,90.46,363,2017
Cassia,ID,90.05,352,2017
Clark,ID,92.56,458,2017
Clearwater,ID,89.6,328,2017
Custer,ID,92.56,458,2017
Elmore,ID,88.08,214,2017
Franklin,ID,90.46,363,2017
Fremont,ID,92.56,458,2017
Gem,ID,91.19,396,2017
Gooding,ID,90.05,352,2017
Idaho,ID,89.6,328,2017
Jefferson,ID,92.56,458,2017
Jerome,ID,90.05,352,2017
Kootenai,ID,90.05,352,2017
Latah,ID,89.6,328,2017
Lemhi,ID,92.56,458,2017
Lewis,ID,89.6,328,2017
Lincoln,ID,90.05,352,2017
Madison,ID,92.56,458,2017
Minidoka,ID,90.05,352,2017
Nez Perce,ID,89.6,328,2017
Oneida,ID,90.46,363,2017
Owyhee,ID,91.19,396,2017
Payette,ID,91.19,396,2017
Power,ID,90.46,363,2017
Shoshone,ID,90.05,352,2017
Teton,ID,92.56,458,2017
Twin Falls,ID,90.05,352,2017
Valley,ID,88.08,214,2017
Washington,ID,91.19,396,2017
Adams,IL,86.18,114,2017
Alexander,IL,89.36,319,2017
Bond,IL,89.36,319,2017
Boone,IL,92.31,447,2017
Brown,IL,86.18,114,2017
Bureau,IL,90.68,377,2017
Calhoun,IL,86.18,114,2017
Carroll,IL,92.31,447,2017
Cass,IL,86.18,114,2017
Champaign,IL,90.68,377,2017
Christian,IL,86.18,114,2017
Clark,IL,86.18,114,2017
Clay,IL,89.36,319,2017
Clinton,IL,89.36,319,2017
Coles,IL,86.18,114,2017
Cook,IL,95.35,497,2017
Crawford,IL,89.36,319,2017
Cumberland,IL,86.18,114,2017
DeKalb,IL,92.31,447,2017
De Witt,IL,86.18,114,2017
Douglas,IL,86.18,114,2017
DuPage,IL,92.31,447,2017
Edgar,IL,86.18,114,2017
Edwards,IL,89.36,319,2017
Effingham,IL,86.18,114,2017
Fayette,IL,89.36,319,2017
Ford,IL,90.68,377,2017
Franklin,IL,89.36,319,2017
Fulton,IL,90.68,377,2017
Gallatin,IL,89.36,319,2017
Greene,IL,86.18,114,2017
Grundy,IL,92.31,447,2017
Hamilton,IL,89.36,319,2017
Hancock,IL,86.18,114,2017
Hardin,IL,89.36,319,2017
Henderson,IL,90.68,377,2017
Henry,IL,90.68,377,2017
Iroquois,IL,90.68,377,2017
Jackson,IL,89.36,319,2017
Jasper,IL,89.36,319,2017
Jefferson,IL,89.36,319,2017
Jersey,IL,86.18,114,2017
Jo Daviess,IL,92.31,447,2017
Johnson,IL,89.36,319,2017
Kane,IL,92.31,447,2017
Kankakee,IL,92.31,447,2017
Kendall,IL,92.31,447,2017
Knox,IL,90.68,377,2017
Lake,IL,92.31,447,2017
LaSalle,IL,90.68,377,2017
Lawrence,IL,89.36,319,2017
Lee,IL,92.31,447,2017
Livingston,IL,90.68,377,2017
Logan,IL,86.18,114,2017
McDonough,IL,90.68,377,2017
McHenry,IL,92.31,447,2017
McLean,IL,90.68,377,2017
Macon,IL,86.18,114,2017
Macoupin,IL,86.18,114,2017
Madison,IL,89.36,319,2017
Marion,IL,89.36,319,2017
Marshall,IL,90.68,377,2017
Mason,IL,90.68,377,2017
Massac,IL,89.36,319,2017
Menard,IL,86.18,114,2017
Mercer,IL,90.68,377,2017
Monroe,IL,89.36,319,2017
Montgomery,IL,86.18,114,2017
Morgan,IL,86.18,114,2017
Moultrie,IL,86.18,114,2017
Ogle,IL,92.31,447,2017
Peoria,IL,90.68,377,2017
Perry,IL,89.36,319,2017
Piatt,IL,86.18,114,2017
Pike,IL,86.18,114,2017
Pope,IL,89.36,319,2017
Pulaski,IL,89.36,319,2017
Putnam,IL,90.68,377,2017
Randolph,IL,89.36,319,2017
Richland,IL,89.36,319,2017
Rock Island,IL,90.68,377,2017
St. Clair,IL,89.36,319,2017
Saline,IL,89.36,319,2017
Sangamon,IL,86.18,114,2017
Schuyler,IL,86.18,114,2017
Scott,IL,86.18,114,2017
Shelby,IL,86.18,114,2017
Stark,IL,90.68,377,2017
Stephenson,IL,92.31,447,2017
Tazewell,IL,90.68,377,2017
Union,IL,89.36,319,2017
Vermilion,IL,90.68,377,2017
Wabash,IL,89.36,319,2017
Warren,IL,90.68,377,2017
Washington,IL,89.36,319,2017
Wayne,IL,89.36,319,2017
White,IL,89.36,319,2017
Whiteside,IL,92.31,447,2017
Will,IL,92.31,447,2017
Williamson,IL,89.36,319,2017
Winnebago,IL,92.31,447,2017
Woodford,IL,90.68,377,2017
Adams,IN,88.13,218,2017
Allen,IN,88.13,218,2017
Bartholomew,IN,83.96,53,2017
Benton,IN,85.21,83,2017
Blackford,IN,85.85,104,2017
Boone,IN,80.26,14,2017
Brown,IN,83.96,53,2017
Carroll,IN,85.21,83,2017
Cass,IN,89.15,299,2017
Clark,IN,83.96,53,2017
Clay,IN,85.21,83,2017
Clinton,IN,85.21,83,2017
Crawford,IN,83.96,53,2017
Daviess,IN,86.19,116,2017
Dearborn,IN,83.96,53,2017
Decatur,IN,83.96,53,2017
DeKalb,IN,88.13,218,2017
Delaware,IN,85.85,104,2017
Dubois,IN,86.19,116,2017
Elkhart,IN,89.15,299,2017
Fayette,IN,85.85,104,2017
Floyd,IN,83.96,53,2017
Fountain,IN,85.21,83,2017
Franklin,IN,83.96,53,2017
Fulton,IN,89.15,299,2017
Gibson,IN,86.19,116,2017
Grant,IN,85.85,104,2017
Greene,IN,86.19,116,2017
Hamilton,IN,80.26,14,2017
Hancock,IN,80.26,14,2017
Harrison,IN,83.96,53,2017
Hendricks,IN,80.26,14,2017
Henry,IN,85.85,104,2017
Howard,IN,89.15,299,2017
Huntington,IN,88.13,218,2017
Jackson,IN,83.96,53,2017
Jasper,IN,86.28,128,2017
Jay,IN,85.85,104,2017
Jefferson,IN,83.96,53,2017
Jennings,IN,83.96,53,2017
Johnson,IN,80.26,14,2017
Knox,IN,86.19,116,2017
Kosciusko,IN,89.15,299,2017
LaGrange,IN,88.13,218,2017
Lake,IN,86.28,128,2017
LaPorte,IN,89.15,299,2017
Lawrence,IN,83.96,53,2017
Madison,IN,85.85,104,2017
Marion,IN,80.26,14,2017
Marshall,IN,89.15,299,2017
Martin,IN,86.19,116,2017
Miami,IN,89.15,299,2017
Monroe,IN,85.21,83,2017
Montgomery,IN,85.21,83,2017
Morgan,IN,80.26,14,2017
Newton,IN,86.28,128,2017
Noble,IN,88.13,218,2017
Ohio,IN,83.96,53,2017
Orange,IN,83.96,53,2017
Owen,IN,85.21,83,2017
Parke,IN,85.21,83,2017
Perry,IN,86.19,116,2017
Pike,IN,86.19,116,2017
Porter,IN,86.28,128,2017
Posey,IN,86.19,116,2017
Pulaski,IN,86.28,128,2017
Putnam,IN,85.21,83,2017
Randolph,IN,85.85,104,2017
Ripley,IN,83.96,53,2017
Rush,IN,85.85,104,2017
St. Joseph,IN,89.15,299,2017
Scott,IN,83.96,53,2017
Shelby,IN,80.26,14,2017
Spencer,IN,86.19,116,2017
Starke,IN,86.28,128,2017
Steuben,IN,88.13,218,2017
Sullivan,IN,85.21,83,2017
Switzerland,IN,83.96,53,2017
Tippecanoe,IN,85.21,83,2017
Tipton,IN,89.15,299,2017
Union,IN,85.85,104,2017
Vanderburgh,IN,86.19,116,2017
Vermillion,IN,85.21,83,2017
Vigo,IN,85.21,83,2017
Wabash,IN,89.15,299,2017
Warren,IN,85.21,83,2017
Warrick,IN,86.19,116,2017
Washington,IN,83.96,53,2017
Wayne,IN,85.85,104,2017
Wells,IN,88.13,218,2017
White,IN,85.21,83,2017
Whitley,IN,88.13,218,2017
Adair,IA,88.63,251,2017
Adams,IA,88.63,251,2017
Allamakee,IA,87.23,176,2017
Appanoose,IA,93.15,468,2017
Audubon,IA,88.32,237,2017
Benton,IA,87.23,176,2017
Black Hawk,IA,87.23,176,2017
Boone,IA,91.2,398,2017
Bremer,IA,87.23,176,2017
Buchanan,IA,87.23,176,2017
Buena Vista,IA,88.32,237,2017
Butler,IA,87.23,176,2017
Calhoun,IA,88.32,237,2017
Carroll,IA,88.32,237,2017
Cass,IA,88.63,251,2017
Cedar,IA,93.15,468,2017
Cerro Gordo,IA,91.2,398,2017
Cherokee,IA,88.32,237,2017
Chickasaw,IA,87.23,176,2017
Clarke,IA,88.63,251,2017
Clay,IA,88.32,237,2017
Clayton,IA,87.23,176,2017
Clinton,IA,87.23,176,2017
Crawford,IA,88.32,237,2017
