county,state,sexRatio,sexRatioBucket,year
Ward,ND,109.3,460,2017
Wells,ND,99.2,293,2017
Williams,ND,120.9,492,2017
Adams,OH,100.0,322,2017
Allen,OH,102.1,383,2017
Ashland,OH,95.3,120,2017
Ashtabula,OH,100.8,349,2017
Athens,OH,99.1,290,2017
Auglaize,OH,99.8,315,2017
Belmont,OH,104.3,418,2017
Brown,OH,98.1,249,2017
Butler,OH,96.1,154,2017
Carroll,OH,98.7,274,2017
Champaign,OH,99.5,304,2017
Clark,OH,93.8,74,2017
Clermont,OH,97.8,234,2017
Clinton,OH,97.8,234,2017
Columbiana,OH,101.1,359,2017
Coshocton,OH,98.8,278,2017
Crawford,OH,95.5,129,2017
Cuyahoga,OH,91.0,29,2017
Darke,OH,97.0,192,2017
Defiance,OH,98.1,249,2017
Delaware,OH,98.0,243,2017
Erie,OH,96.3,162,2017
Fairfield,OH,99.2,293,2017
Fayette,OH,95.9,147,2017
Franklin,OH,95.1,114,2017
Fulton,OH,97.8,234,2017
Gallia,OH,96.3,162,2017
Geauga,OH,96.9,187,2017
Greene,OH,96.7,178,2017
Guernsey,OH,98.4,261,2017
Hamilton,OH,92.9,54,2017
Hancock,OH,97.2,201,2017
Hardin,OH,97.9,239,2017
Harrison,OH,97.6,224,2017
Henry,OH,97.5,218,2017
Highland,OH,97.7,228,2017
Hocking,OH,97.9,239,2017
Holmes,OH,99.7,311,2017
Huron,OH,97.2,201,2017
Jackson,OH,95.7,137,2017
Jefferson,OH,93.7,73,2017
Knox,OH,95.9,147,2017
Lake,OH,95.5,129,2017
Lawrence,OH,96.5,170,2017
Licking,OH,95.9,147,2017
Logan,OH,97.9,239,2017
Lorain,OH,97.1,196,2017
Lucas,OH,94.1,83,2017
Madison,OH,120.4,491,2017
Mahoning,OH,95.0,110,2017
Marion,OH,113.8,476,2017
Medina,OH,97.9,239,2017
Meigs,OH,98.3,257,2017
Mercer,OH,101.2,362,2017
Miami,OH,97.9,239,2017
Monroe,OH,100.6,341,2017
Montgomery,OH,92.9,54,2017
Morgan,OH,100.2,328,2017
Morrow,OH,100.0,322,2017
Muskingum,OH,94.4,91,2017
Noble,OH,146.9,505,2017
Ottawa,OH,98.9,282,2017
Paulding,OH,100.4,335,2017
Perry,OH,100.2,328,2017
Pickaway,OH,111.2,468,2017
Pike,OH,99.4,299,2017
Portage,OH,95.7,137,2017
Preble,OH,98.0,243,2017
Putnam,OH,99.5,304,2017
Richland,OH,103.1,404,2017
Ross,OH,111.3,468,2017
Sandusky,OH,98.0,243,2017
Scioto,OH,97.6,224,2017
Seneca,OH,99.7,311,2017
Shelby,OH,101.9,379,2017
Stark,OH,94.4,91,2017
Summit,OH,94.2,86,2017
Trumbull,OH,95.3,120,2017
Tuscarawas,OH,97.0,192,2017
Union,OH,91.7,35,2017
Van Wert,OH,96.3,162,2017
Vinton,OH,101.1,359,2017
Warren,OH,101.4,367,2017
Washington,OH,97.7,228,2017
Wayne,OH,98.1,249,2017
Williams,OH,98.2,253,2017
Wood,OH,97.0,192,2017
Wyandot,OH,98.2,253,2017
Adair,OK,98.5,265,2017
Alfalfa,OK,147.5,505,2017
Atoka,OK,111.9,470,2017
Beaver,OK,98.4,261,2017
Beckham,OK,114.5,479,2017
Blaine,OK,110.0,463,2017
Bryan,OK,94.4,91,2017
Caddo,OK,109.5,461,2017
Canadian,OK,98.8,278,2017
Carter,OK,94.0,80,2017
Cherokee,OK,97.2,201,2017
Choctaw,OK,93.8,74,2017
Cimarron,OK,101.4,367,2017
Cleveland,OK,99.9,318,2017
Coal,OK,99.0,286,2017
Comanche,OK,107.5,447,2017
Cotton,OK,98.2,253,2017
Craig,OK,103.8,412,2017
Creek,OK,98.3,257,2017
Custer,OK,101.0,356,2017
Delaware,OK,97.6,224,2017
Dewey,OK,101.0,356,2017
Ellis,OK,93.6,70,2017
Garfield,OK,98.2,253,2017
Garvin,OK,98.4,261,2017
Grady,OK,99.8,315,2017
Grant,OK,103.3,406,2017
Greer,OK,135.5,501,2017
Harmon,OK,95.0,110,2017
Harper,OK,102.8,398,2017
Haskell,OK,98.4,261,2017
Hughes,OK,115.7,482,2017
Jackson,OK,99.2,293,2017
Jefferson,OK,101.5,371,2017
Johnston,OK,98.7,274,2017
Kay,OK,98.1,249,2017
Kingfisher,OK,97.8,234,2017
Kiowa,OK,97.0,192,2017
Latimer,OK,102.9,400,2017
Le Flore,OK,100.8,349,2017
Lincoln,OK,98.8,278,2017
Logan,OK,99.4,299,2017
Love,OK,97.1,196,2017
McClain,OK,98.3,257,2017
McCurtain,OK,97.1,196,2017
McIntosh,OK,97.5,218,2017
Major,OK,98.5,265,2017
Marshall,OK,98.4,261,2017
Mayes,OK,99.6,307,2017
Murray,OK,100.6,341,2017
Muskogee,OK,95.7,137,2017
Noble,OK,96.2,157,2017
Nowata,OK,97.2,201,2017
Okfuskee,OK,115.5,482,2017
Oklahoma,OK,95.8,142,2017
Okmulgee,OK,97.4,211,2017
Osage,OK,100.6,341,2017
Ottawa,OK,96.4,166,2017
Pawnee,OK,99.8,315,2017
Payne,OK,105.1,429,2017
Pittsburg,OK,103.0,402,2017
Pontotoc,OK,95.3,120,2017
Pottawatomie,OK,91.0,29,2017
Pushmataha,OK,95.6,133,2017
Roger Mills,OK,94.7,100,2017
Rogers,OK,99.4,299,2017
Seminole,OK,95.9,147,2017
Sequoyah,OK,97.8,234,2017
Stephens,OK,94.1,83,2017
Texas,OK,114.8,480,2017
Tillman,OK,104.6,423,2017
Tulsa,OK,95.3,120,2017
Wagoner,OK,97.7,228,2017
Washington,OK,94.5,94,2017
Washita,OK,98.4,261,2017
Woods,OK,118.3,487,2017
Woodward,OK,111.7,469,2017
Baker,OR,104.2,417,2017
Benton,OR,102.2,385,2017
Clackamas,OR,96.9,187,2017
Clatsop,OR,98.9,282,2017
Columbia,OR,100.6,341,2017
Coos,OR,96.0,152,2017
Crook,OR,95.8,142,2017
Curry,OR,94.9,107,2017
Deschutes,OR,97.7,228,2017
Douglas,OR,97.6,224,2017
Gilliam,OR,101.5,371,2017
Grant,OR,102.4,388,2017
Harney,OR,102.0,382,2017
Hood River,OR,100.8,349,2017
Jackson,OR,95.2,117,2017
Jefferson,OR,104.5,422,2017
Josephine,OR,95.7,137,2017
Klamath,OR,99.9,318,2017
Lake,OR,114.4,478,2017
Lane,OR,97.2,201,2017
Lincoln,OR,92.9,54,2017
Linn,OR,97.5,218,2017
Malheur,OR,118.7,489,2017
Marion,OR,99.3,296,2017
Morrow,OR,105.4,431,2017
Multnomah,OR,98.1,249,2017
Polk,OR,94.5,94,2017
Sherman,OR,112.1,470,2017
Tillamook,OR,102.2,385,2017
Umatilla,OR,108.9,458,2017
Union,OR,97.4,211,2017
Wallowa,OR,92.4,46,2017
Wasco,OR,99.4,299,2017
Washington,OR,97.5,218,2017
Wheeler,OR,94.1,83,2017
Yamhill,OR,100.0,322,2017
Adams,PA,97.1,196,2017
Allegheny,PA,93.2,60,2017
Armstrong,PA,98.9,282,2017
Beaver,PA,94.3,88,2017
Bedford,PA,99.7,311,2017
Berks,PA,96.7,178,2017
Blair,PA,96.0,152,2017
Bradford,PA,97.3,205,2017
Bucks,PA,96.3,162,2017
Butler,PA,97.6,224,2017
Cambria,PA,96.6,173,2017
Cameron,PA,103.6,410,2017
Carbon,PA,98.3,257,2017
Centre,PA,110.5,466,2017
Chester,PA,97.1,196,2017
Clarion,PA,95.5,129,2017
Clearfield,PA,108.7,456,2017
Clinton,PA,96.3,162,2017
Columbia,PA,92.9,54,2017
Crawford,PA,95.8,142,2017
Cumberland,PA,97.7,228,2017
Dauphin,PA,93.9,77,2017
Delaware,PA,92.5,47,2017
Elk,PA,100.6,341,2017
Erie,PA,97.5,218,2017
Fayette,PA,97.2,201,2017
Forest,PA,421.8,511,2017
Franklin,PA,97.5,218,2017
Fulton,PA,101.7,376,2017
Greene,PA,108.1,452,2017
Huntingdon,PA,111.9,470,2017
Indiana,PA,100.8,349,2017
Jefferson,PA,98.5,265,2017
Juniata,PA,99.8,315,2017
Lackawanna,PA,93.9,77,2017
Lancaster,PA,95.9,147,2017
Lawrence,PA,93.6,70,2017
Lebanon,PA,96.0,152,2017
Lehigh,PA,95.3,120,2017
Luzerne,PA,97.3,205,2017
Lycoming,PA,96.4,166,2017
McKean,PA,107.6,448,2017
Mercer,PA,97.2,201,2017
Mifflin,PA,96.0,152,2017
Monroe,PA,97.5,218,2017
Montgomery,PA,94.6,97,2017
Montour,PA,93.8,74,2017
Northampton,PA,96.5,170,2017
Northumberland,PA,101.4,367,2017
Perry,PA,101.7,376,2017
Philadelphia,PA,89.7,19,2017
Pike,PA,100.8,349,2017
Potter,PA,101.6,374,2017
Schuylkill,PA,104.4,420,2017
Snyder,PA,98.0,243,2017
Somerset,PA,108.1,452,2017
Sullivan,PA,109.3,460,2017
Susquehanna,PA,101.3,364,2017
Tioga,PA,98.3,257,2017
Union,PA,122.2,493,2017
Venango,PA,97.4,211,2017
Warren,PA,99.8,315,2017
Washington,PA,96.1,154,2017
Wayne,PA,113.0,474,2017
Westmoreland,PA,95.4,125,2017
Wyoming,PA,101.1,359,2017
York,PA,97.7,228,2017
Bristol,RI,93.0,56,2017
Kent,RI,93.7,73,2017
Newport,RI,96.9,187,2017
Providence,RI,94.3,88,2017
Washington,RI,94.0,80,2017
Abbeville,SC,94.5,94,2017
Aiken,SC,93.9,77,2017
Allendale,SC,111.3,468,2017
Anderson,SC,92.8,51,2017
Bamberg,SC,94.7,100,2017
Barnwell,SC,90.8,28,2017
Beaufort,SC,97.5,218,2017
Berkeley,SC,98.9,282,2017
Calhoun,SC,91.4,33,2017
Charleston,SC,93.9,77,2017
Cherokee,SC,94.8,104,2017
Chester,SC,95.6,133,2017
Chesterfield,SC,96.8,182,2017
Clarendon,SC,97.0,192,2017
Colleton,SC,94.6,97,2017
Darlington,SC,89.5,18,2017
Dillon,SC,88.3,12,2017
Dorchester,SC,95.0,110,2017
Edgefield,SC,116.6,484,2017
Fairfield,SC,89.2,16,2017
Florence,SC,87.4,8,2017
Georgetown,SC,90.2,23,2017
Greenville,SC,94.3,88,2017
Greenwood,SC,86.7,7,2017
Hampton,SC,106.5,440,2017
Horry,SC,93.9,77,2017
Jasper,SC,104.9,426,2017
Kershaw,SC,94.0,80,2017
Lancaster,SC,95.7,137,2017
Laurens,SC,94.7,100,2017
Lee,SC,106.9,444,2017
Lexington,SC,95.2,117,2017
McCormick,SC,127.9,498,2017
Marion,SC,85.9,5,2017
Marlboro,SC,112.6,472,2017
Newberry,SC,95.2,117,2017
Oconee,SC,97.2,201,2017
Orangeburg,SC,88.3,12,2017
Pickens,SC,98.8,278,2017
Richland,SC,94.2,86,2017
Saluda,SC,98.7,274,2017
Spartanburg,SC,94.1,83,2017
Sumter,SC,92.8,51,2017
Union,SC,92.5,47,2017
Williamsburg,SC,93.2,60,2017
York,SC,93.3,63,2017
Aurora,SD,111.7,469,2017
Beadle,SD,103.1,404,2017
Bennett,SD,83.7,2,2017
Bon Homme,SD,139.2,502,2017
Brookings,SD,103.7,411,2017
Brown,SD,95.8,142,2017
Brule,SD,98.9,282,2017
Buffalo,SD,92.5,47,2017
Butte,SD,99.3,296,2017
Campbell,SD,99.6,307,2017
Charles Mix,SD,99.0,286,2017
Clark,SD,106.3,440,2017
Clay,SD,100.0,322,2017
Codington,SD,102.6,394,2017
Corson,SD,103.6,410,2017
Custer,SD,100.7,345,2017
Davison,SD,100.4,335,2017
Day,SD,105.4,431,2017
Deuel,SD,110.3,465,2017
Dewey,SD,97.8,234,2017
Douglas,SD,97.1,196,2017
Edmunds,SD,102.3,386,2017
Fall River,SD,101.9,379,2017
Faulk,SD,105.7,435,2017
Grant,SD,104.9,426,2017
Gregory,SD,105.0,427,2017
Haakon,SD,101.0,356,2017
Hamlin,SD,104.7,423,2017
Hand,SD,102.6,394,2017
Hanson,SD,101.4,367,2017
Harding,SD,114.6,479,2017
Hughes,SD,95.8,142,2017
Hutchinson,SD,98.8,278,2017
Hyde,SD,99.9,318,2017
Jackson,SD,102.7,396,2017
Jerauld,SD,88.5,12,2017
Jones,SD,102.7,396,2017
Kingsbury,SD,102.2,385,2017
Lake,SD,107.1,445,2017
Lawrence,SD,98.9,282,2017
Lincoln,SD,97.6,224,2017
Lyman,SD,108.9,458,2017
McCook,SD,101.9,379,2017
McPherson,SD,99.5,304,2017
Marshall,SD,108.5,456,2017
Meade,SD,109.3,460,2017
Mellette,SD,97.3,205,2017
Miner,SD,107.3,446,2017
Minnehaha,SD,101.2,362,2017
Moody,SD,104.0,414,2017
Oglala Lakota,SD,94.3,88,2017
Pennington,SD,100.9,353,2017
Perkins,SD,100.4,335,2017
Potter,SD,95.1,114,2017
Roberts,SD,102.6,394,2017
Sanborn,SD,105.0,427,2017
Spink,SD,98.9,282,2017
Stanley,SD,107.6,448,2017
Sully,SD,119.2,489,2017
Todd,SD,96.0,152,2017
Tripp,SD,103.0,402,2017
Turner,SD,100.9,353,2017
Union,SD,101.6,374,2017
Walworth,SD,94.8,104,2017
Yankton,SD,108.4,454,2017
Ziebach,SD,100.4,335,2017
Anderson,TN,95.0,110,2017
Bedford,TN,97.5,218,2017
Benton,TN,93.2,60,2017
Bledsoe,TN,139.1,502,2017
Blount,TN,94.1,83,2017
Bradley,TN,94.9,107,2017
Campbell,TN,95.1,114,2017
Cannon,TN,94.9,107,2017
Carroll,TN,95.7,137,2017
Carter,TN,96.4,166,2017
Cheatham,TN,97.9,239,2017
Chester,TN,92.1,42,2017
Claiborne,TN,93.9,77,2017
Clay,TN,96.7,178,2017
Cocke,TN,95.5,129,2017
Coffee,TN,95.4,125,2017
Crockett,TN,90.5,25,2017
Cumberland,TN,96.1,154,2017
Davidson,TN,93.1,58,2017
Decatur,TN,96.7,178,2017
DeKalb,TN,100.3,330,2017
Dickson,TN,95.7,137,2017
Dyer,TN,93.1,58,2017
Fayette,TN,96.6,173,2017
Fentress,TN,97.3,205,2017
Franklin,TN,95.5,129,2017
Gibson,TN,91.0,29,2017
Giles,TN,94.7,100,2017
Grainger,TN,98.5,265,2017
Greene,TN,95.6,133,2017
Grundy,TN,96.9,187,2017
Hamblen,TN,96.1,154,2017
Hamilton,TN,93.1,58,2017
Hancock,TN,98.2,253,2017
Hardeman,TN,120.2,491,2017
Hardin,TN,96.4,166,2017
Hawkins,TN,95.3,120,2017
Haywood,TN,88.1,11,2017
Henderson,TN,93.1,58,2017
Henry,TN,93.9,77,2017
Hickman,TN,109.9,463,2017
Houston,TN,100.6,341,2017
Humphreys,TN,96.7,178,2017
Jackson,TN,101.4,367,2017
Jefferson,TN,95.9,147,2017
Johnson,TN,117.1,485,2017
Knox,TN,94.6,97,2017
Lake,TN,168.4,509,2017
Lauderdale,TN,104.2,417,2017
Lawrence,TN,97.2,201,2017
Lewis,TN,96.4,166,2017
Lincoln,TN,96.7,178,2017
Loudon,TN,95.6,133,2017
McMinn,TN,95.1,114,2017
McNairy,TN,95.5,129,2017
Macon,TN,96.0,152,2017
Madison,TN,90.3,23,2017
Marion,TN,95.2,117,2017
Marshall,TN,97.8,234,2017
Maury,TN,92.9,54,2017
Meigs,TN,95.1,114,2017
Monroe,TN,97.6,224,2017
Montgomery,TN,100.3,330,2017
Moore,TN,97.3,205,2017
Morgan,TN,126.6,497,2017
Obion,TN,91.9,39,2017
Overton,TN,98.5,265,2017
Perry,TN,101.0,356,2017
Pickett,TN,102.4,388,2017
Polk,TN,99.0,286,2017
Putnam,TN,97.5,218,2017
Rhea,TN,97.4,211,2017
Roane,TN,96.3,162,2017
Robertson,TN,97.4,211,2017
Rutherford,TN,97.3,205,2017
Scott,TN,97.4,211,2017
Sequatchie,TN,97.4,211,2017
Sevier,TN,96.3,162,2017
Shelby,TN,91.0,29,2017
Smith,TN,99.5,304,2017
Stewart,TN,98.7,274,2017
Sullivan,TN,94.2,86,2017
Sumner,TN,95.8,142,2017
Tipton,TN,97.7,228,2017
Trousdale,TN,113.0,474,2017
Unicoi,TN,99.2,293,2017
Union,TN,98.5,265,2017
Van Buren,TN,102.3,386,2017
Warren,TN,97.5,218,2017
Washington,TN,94.5,94,2017
Wayne,TN,124.6,495,2017
Weakley,TN,95.1,114,2017
White,TN,96.0,152,2017
Williamson,TN,95.8,142,2017
Wilson,TN,95.7,137,2017
Anderson,TX,157.2,507,2017
Andrews,TX,104.5,422,2017
Angelina,TX,94.9,107,2017
Aransas,TX,100.5,337,2017
Archer,TX,97.2,201,2017
Armstrong,TX,102.0,382,2017
Atascosa,TX,99.8,315,2017
Austin,TX,97.7,228,2017
Bailey,TX,107.5,447,2017
Bandera,TX,98.4,261,2017
Bastrop,TX,103.5,408,2017
Baylor,TX,93.4,65,2017
Bee,TX,154.8,507,2017
Bell,TX,99.9,318,2017
Bexar,TX,97.2,201,2017
Blanco,TX,101.1,359,2017
Borden,TX,105.5,433,2017
Bosque,TX,96.8,182,2017
Bowie,TX,101.5,371,2017
Brazoria,TX,102.5,390,2017
Brazos,TX,102.6,394,2017
Brewster,TX,93.9,77,2017
Briscoe,TX,100.1,325,2017
Brooks,TX,107.1,445,2017
Brown,TX,98.4,261,2017
Burleson,TX,99.6,307,2017
Burnet,TX,97.6,224,2017
Caldwell,TX,102.9,400,2017
Calhoun,TX,101.2,362,2017
Callahan,TX,94.9,107,2017
Cameron,TX,94.0,80,2017
Camp,TX,96.3,162,2017
Carson,TX,91.8,38,2017
Cass,TX,94.1,83,2017
Castro,TX,100.6,341,2017
Chambers,TX,100.4,335,2017
Cherokee,TX,104.0,414,2017
Childress,TX,125.6,497,2017
Clay,TX,100.0,322,2017
Cochran,TX,103.6,410,2017
Coke,TX,98.8,278,2017
Coleman,TX,103.4,407,2017
Collin,TX,96.5,170,2017
Collingsworth,TX,99.3,296,2017
Colorado,TX,100.6,341,2017
Comal,TX,97.5,218,2017
Comanche,TX,98.9,282,2017
Concho,TX,212.1,511,2017
Cooke,TX,98.2,253,2017
Coryell,TX,100.1,325,2017
Cottle,TX,102.4,388,2017
Crane,TX,108.4,454,2017
Crockett,TX,98.4,261,2017
Crosby,TX,98.0,243,2017
Culberson,TX,106.1,438,2017
Dallam,TX,116.6,484,2017
Dallas,TX,97.2,201,2017
Dawson,TX,125.0,496,2017
Deaf Smith,TX,100.5,337,2017
Delta,TX,97.4,211,2017
Denton,TX,96.8,182,2017
DeWitt,TX,109.4,461,2017
Dickens,TX,114.3,478,2017
Dimmit,TX,95.4,125,2017
Donley,TX,99.7,311,2017
Duval,TX,106.3,440,2017
Eastland,TX,104.4,420,2017
Ector,TX,102.4,388,2017
Edwards,TX,84.2,2,2017
Ellis,TX,97.1,196,2017
El Paso,TX,96.1,154,2017
Erath,TX,96.3,162,2017
Falls,TX,88.9,14,2017
Fannin,TX,112.0,470,2017
Fayette,TX,95.4,125,2017
Fisher,TX,93.0,56,2017
Floyd,TX,95.7,137,2017
Foard,TX,112.6,472,2017
Fort Bend,TX,96.7,178,2017
Franklin,TX,103.4,407,2017
Freestone,TX,108.5,456,2017
Frio,TX,146.7,505,2017
Gaines,TX,102.8,398,2017
Galveston,TX,97.5,218,2017
Garza,TX,184.3,510,2017
Gillespie,TX,95.3,120,2017
Glasscock,TX,126.1,497,2017
Goliad,TX,101.2,362,2017
Gonzales,TX,102.4,388,2017
Gray,TX,112.2,471,2017
Grayson,TX,95.3,120,2017
Gregg,TX,95.8,142,2017
Grimes,TX,122.6,493,2017
Guadalupe,TX,97.8,234,2017
Hale,TX,107.7,449,2017
Hall,TX,100.1,325,2017
Hamilton,TX,97.7,228,2017
Hansford,TX,99.6,307,2017
Hardeman,TX,95.6,133,2017
Hardin,TX,95.6,133,2017
Harris,TX,99.0,286,2017
Harrison,TX,95.4,125,2017
Hartley,TX,153.4,506,2017
Haskell,TX,126.9,497,2017
Hays,TX,99.1,290,2017
Hemphill,TX,90.8,28,2017
Henderson,TX,95.1,114,2017
Hidalgo,TX,95.6,133,2017
Hill,TX,98.0,243,2017
Hockley,TX,97.8,234,2017
Hood,TX,96.4,166,2017
Hopkins,TX,96.5,170,2017
Houston,TX,116.1,483,2017
Howard,TX,129.5,498,2017
Hudspeth,TX,98.9,282,2017
Hunt,TX,96.8,182,2017
Hutchinson,TX,99.7,311,2017
Irion,TX,115.4,481,2017
Jack,TX,128.6,498,2017
Jackson,TX,95.7,137,2017
Jasper,TX,96.6,173,2017
Jeff Davis,TX,91.8,38,2017
Jefferson,TX,105.0,427,2017
Jim Hogg,TX,99.4,299,2017
Jim Wells,TX,95.0,110,2017
Johnson,TX,99.5,304,2017
Jones,TX,173.1,509,2017
Karnes,TX,147.1,505,2017
Kaufman,TX,96.3,162,2017
Kendall,TX,94.4,91,2017
Kenedy,TX,98.6,270,2017
Kent,TX,84.3,3,2017
Kerr,TX,93.8,74,2017
Kimble,TX,93.4,65,2017
King,TX,107.9,450,2017
Kinney,TX,159.9,507,2017
Kleberg,TX,106.8,443,2017
Knox,TX,100.3,330,2017
Lamar,TX,93.5,67,2017
Lamb,TX,104.5,422,2017
Lampasas,TX,98.2,253,2017
La Salle,TX,141.5,503,2017
Lavaca,TX,93.5,67,2017
Lee,TX,101.2,362,2017
Leon,TX,100.0,322,2017
Liberty,TX,97.8,234,2017
Limestone,TX,105.8,436,2017
Lipscomb,TX,116.4,484,2017
Live Oak,TX,119.2,489,2017
Llano,TX,95.2,117,2017
Loving,TX,111.4,469,2017
Lubbock,TX,97.4,211,2017
Lynn,TX,104.6,423,2017
McCulloch,TX,105.0,427,2017
McLennan,TX,95.3,120,2017
McMullen,TX,115.1,480,2017
Madison,TX,162.3,508,2017
Marion,TX,98.2,253,2017
Martin,TX,106.1,438,2017
Mason,TX,114.5,479,2017
Matagorda,TX,98.7,274,2017
Maverick,TX,98.5,265,2017
Medina,TX,106.8,443,2017
Menard,TX,120.2,491,2017
Midland,TX,101.0,356,2017
Milam,TX,99.3,296,2017
Mills,TX,87.1,8,2017
Mitchell,TX,161.4,508,2017
Montague,TX,96.1,154,2017
Montgomery,TX,98.1,249,2017
Moore,TX,108.7,456,2017
Morris,TX,92.5,47,2017
Motley,TX,106.7,442,2017
Nacogdoches,TX,91.7,35,2017
Navarro,TX,96.8,182,2017
Newton,TX,110.1,464,2017
Nolan,TX,103.6,410,2017
Nueces,TX,97.4,211,2017
Ochiltree,TX,104.3,418,2017
Oldham,TX,138.1,502,2017
Orange,TX,97.9,239,2017
Palo Pinto,TX,97.9,239,2017
Panola,TX,97.5,218,2017
Parker,TX,98.6,270,2017
Parmer,TX,105.4,431,2017
Pecos,TX,134.3,501,2017
Polk,TX,116.6,484,2017
Potter,TX,106.3,440,2017
Presidio,TX,97.9,239,2017
Rains,TX,103.6,410,2017
Randall,TX,96.6,173,2017
Reagan,TX,113.6,476,2017
Real,TX,86.0,6,2017
Red River,TX,88.6,13,2017
Reeves,TX,152.7,506,2017
Refugio,TX,98.4,261,2017
Roberts,TX,83.3,1,2017
Robertson,TX,98.3,257,2017
Rockwall,TX,96.8,182,2017
Runnels,TX,96.8,182,2017
Rusk,TX,110.3,465,2017
Sabine,TX,100.7,345,2017
San Augustine,TX,97.8,234,2017
San Jacinto,TX,97.8,234,2017
San Patricio,TX,101.0,356,2017
San Saba,TX,101.6,374,2017
Schleicher,TX,101.4,367,2017
Scurry,TX,119.6,490,2017
Shackelford,TX,100.4,335,2017
Shelby,TX,98.4,261,2017
Sherman,TX,107.7,449,2017
Smith,TX,93.4,65,2017
Somervell,TX,92.4,46,2017
Starr,TX,94.5,94,2017
Stephens,TX,106.3,440,2017
Sterling,TX,114.5,479,2017
Stonewall,TX,104.9,426,2017
Sutton,TX,120.4,491,2017
Swisher,TX,110.3,465,2017
Tarrant,TX,95.9,147,2017
Taylor,TX,95.9,147,2017
Terrell,TX,98.1,249,2017
Terry,TX,112.5,472,2017
Throckmorton,TX,84.3,3,2017
Titus,TX,96.7,178,2017
Tom Green,TX,98.0,243,2017
Travis,TX,101.7,376,2017
Trinity,TX,92.5,47,2017
Tyler,TX,120.5,491,2017
Upshur,TX,97.9,239,2017
Upton,TX,95.6,133,2017
Uvalde,TX,95.4,125,2017
Val Verde,TX,102.9,400,2017
Van Zandt,TX,96.4,166,2017
Victoria,TX,95.9,147,2017
Walker,TX,141.0,503,2017
Waller,TX,99.9,318,2017
Ward,TX,101.4,367,2017
Washington,TX,98.5,265,2017
Webb,TX,95.4,125,2017
Wharton,TX,96.6,173,2017
Wheeler,TX,105.2,430,2017
Wichita,TX,107.7,449,2017
Wilbarger,TX,97.8,234,2017
Willacy,TX,118.0,487,2017
Williamson,TX,96.9,187,2017
Wilson,TX,100.9,353,2017
Winkler,TX,104.2,417,2017
Wise,TX,100.9,353,2017
Wood,TX,98.8,278,2017
Yoakum,TX,102.2,385,2017
Young,TX,96.5,170,2017
Zapata,TX,99.5,304,2017
Zavala,TX,102.9,400,2017
Beaver,UT,105.7,435,2017
Box Elder,UT,102.6,394,2017
Cache,UT,100.3,330,2017
Carbon,UT,96.8,182,2017
Daggett,UT,153.4,506,2017
Davis,UT,101.3,364,2017
Duchesne,UT,103.8,412,2017
Emery,UT,104.0,414,2017
Garfield,UT,110.3,465,2017
Grand,UT,102.2,385,2017
Iron,UT,98.8,278,2017
Juab,UT,105.5,433,2017
Kane,UT,101.8,378,2017
Millard,UT,104.4,420,2017
Morgan,UT,104.1,415,2017
Piute,UT,108.1,452,2017
Rich,UT,93.4,65,2017
Salt Lake,UT,100.8,349,2017
San Juan,UT,101.5,371,2017
Sanpete,UT,112.7,472,2017
Sevier,UT,105.4,431,2017
Summit,UT,106.6,441,2017
Tooele,UT,101.7,376,2017
Uintah,UT,103.2,405,2017
Utah,UT,101.8,378,2017
Wasatch,UT,103.5,408,2017
Washington,UT,98.4,261,2017
Wayne,UT,108.2,453,2017
Weber,UT,100.8,349,2017
Addison,VT,97.9,239,2017
Bennington,VT,96.3,162,2017
Caledonia,VT,101.0,356,2017
Chittenden,VT,96.2,157,2017
Essex,VT,102.2,385,2017
Franklin,VT,98.7,274,2017
Grand Isle,VT,97.6,224,2017
Lamoille,VT,98.6,270,2017
Orange,VT,98.7,274,2017
Orleans,VT,100.9,353,2017
Rutland,VT,96.3,162,2017
Washington,VT,97.7,228,2017
Windham,VT,95.5,129,2017
Windsor,VT,96.0,152,2017
Accomack,VA,95.9,147,2017
Albemarle,VA,91.7,35,2017
Alleghany,VA,96.0,152,2017
Amelia,VA,107.9,450,2017
Amherst,VA,93.0,56,2017
Appomattox,VA,94.4,91,2017
Arlington,VA,99.4,299,2017
Augusta,VA,102.7,396,2017
Bath,VA,107.6,448,2017
Bedford,VA,96.7,178,2017
Bland,VA,124.4,495,2017
Botetourt,VA,98.2,253,2017
Brunswick,VA,108.6,456,2017
Buchanan,VA,101.3,364,2017
Buckingham,VA,124.8,496,2017
Campbell,VA,94.1,83,2017
Caroline,VA,98.2,253,2017
Carroll,VA,101.5,371,2017
Charles City,VA,95.9,147,2017
Charlotte,VA,96.9,187,2017
Chesterfield,VA,92.9,54,2017
Clarke,VA,100.8,349,2017
Craig,VA,96.9,187,2017
Culpeper,VA,101.3,364,2017
Cumberland,VA,97.2,201,2017
Dickenson,VA,103.5,408,2017
Dinwiddie,VA,97.6,224,2017
Essex,VA,79.2,0,2017
Fairfax,VA,97.2,201,2017
Fauquier,VA,98.0,243,2017
Floyd,VA,101.2,362,2017
Fluvanna,VA,84.1,2,2017
Franklin,VA,78.4,0,2017
Frederick,VA,98.8,278,2017
Giles,VA,96.3,162,2017
Gloucester,VA,97.4,211,2017
Goochland,VA,96.9,187,2017
Grayson,VA,100.5,337,2017
Greene,VA,95.5,129,2017
Greensville,VA,165.7,508,2017
Halifax,VA,89.1,15,2017
Hanover,VA,96.4,166,2017
