county,state,population,populationBucket,year
Scotts Bluff,NE,28340,301,2017
Seward,NE,13540,184,2017
Sheridan,NE,4189,52,2017
Sherman,NE,2482,28,2017
Sioux,NE,1025,7,2017
Stanton,NE,4627,58,2017
Thayer,NE,4168,52,2017
Thomas,NE,526,2,2017
Thurston,NE,4791,61,2017
Valley,NE,3432,41,2017
Washington,NE,16093,212,2017
Wayne,NE,7769,110,2017
Webster,NE,2871,33,2017
Wheeler,NE,716,4,2017
York,NE,11098,153,2017
Churchill,NV,18891,238,2017
Clark,NV,1667625,509,2017
Douglas,NV,40149,353,2017
Elko,NV,39478,351,2017
Esmeralda,NV,920,6,2017
Eureka,NV,1393,11,2017
Humboldt,NV,12924,177,2017
Lander,NV,4422,55,2017
Lincoln,NV,4386,54,2017
Lyon,NV,42077,358,2017
Mineral,NV,3647,44,2017
Nye,NV,36802,342,2017
Pershing,NV,5706,75,2017
Storey,NV,3507,42,2017
Washoe,NV,358173,488,2017
White Pine,NV,8032,114,2017
Carson,NV,44354,365,2017
Belknap,NH,50354,377,2017
Carroll,NH,40854,355,2017
Cheshire,NH,64060,400,2017
Coos,NH,27526,297,2017
Grafton,NH,76118,412,2017
Hillsborough,NH,330660,486,2017
Merrimack,NH,122595,445,2017
Rockingham,NH,249570,477,2017
Strafford,NH,104864,435,2017
Sullivan,NH,35666,337,2017
Atlantic,NJ,220413,473,2017
Bergen,NJ,761286,504,2017
Burlington,NJ,364927,488,2017
Camden,NJ,406282,491,2017
Cape May,NJ,79862,416,2017
Cumberland,NJ,122276,444,2017
Essex,NJ,630252,500,2017
Gloucester,NJ,233391,474,2017
Hudson,NJ,554677,497,2017
Hunterdon,NJ,103806,433,2017
Mercer,NJ,302590,483,2017
Middlesex,NJ,675067,502,2017
Monmouth,NJ,507976,495,2017
Morris,NJ,403879,490,2017
Ocean,NJ,465057,494,2017
Passaic,NJ,401342,490,2017
Salem,NJ,51479,380,2017
Somerset,NJ,266861,480,2017
Sussex,NJ,117479,441,2017
Union,NJ,440546,493,2017
Warren,NJ,87767,423,2017
Bernalillo,NM,539287,497,2017
Catron,NM,3140,37,2017
Chaves,NM,50052,376,2017
Cibola,NM,21252,258,2017
Colfax,NM,10460,146,2017
Curry,NM,38191,347,2017
De Baca,NM,1613,15,2017
Dona Ana,NM,165664,461,2017
Eddy,NM,43524,362,2017
Grant,NM,23018,272,2017
Guadalupe,NM,3703,45,2017
Harding,NM,451,1,2017
Hidalgo,NM,3555,43,2017
Lea,NM,50611,378,2017
Lincoln,NM,16339,216,2017
Los Alamos,NM,14444,196,2017
Luna,NM,18554,236,2017
McKinley,NM,53706,384,2017
Mora,NM,3842,46,2017
Otero,NM,51341,380,2017
Quay,NM,6731,91,2017
Rio Arriba,NM,31183,316,2017
Roosevelt,NM,15000,202,2017
Sandoval,NM,108945,438,2017
San Juan,NM,96817,429,2017
San Miguel,NM,23514,275,2017
Santa Fe,NM,122691,445,2017
Sierra,NM,9638,135,2017
Socorro,NM,13343,181,2017
Taos,NM,27286,296,2017
Torrance,NM,12636,172,2017
Union,NM,3424,41,2017
Valencia,NM,59753,393,2017
Albany,NY,257424,479,2017
Allegany,NY,38905,349,2017
Bronx,NY,1128491,507,2017
Broome,NY,162540,461,2017
Cattaraugus,NY,62552,398,2017
Cayuga,NY,64592,401,2017
Chautauqua,NY,106962,436,2017
Chemung,NY,70073,406,2017
Chenango,NY,39777,352,2017
Clinton,NY,68228,405,2017
Columbia,NY,51694,381,2017
Cortland,NY,40101,353,2017
Delaware,NY,39157,350,2017
Dutchess,NY,245245,477,2017
Erie,NY,756762,504,2017
Essex,NY,32769,325,2017
Franklin,NY,42189,358,2017
Fulton,NY,44129,364,2017
Genesee,NY,48038,373,2017
Greene,NY,40655,354,2017
Hamilton,NY,4079,50,2017
Herkimer,NY,51266,380,2017
Jefferson,NY,90892,426,2017
Kings,NY,2088858,510,2017
Lewis,NY,21272,259,2017
Livingston,NY,54241,386,2017
Madison,NY,59377,392,2017
Monroe,NY,608192,499,2017
Montgomery,NY,39440,351,2017
Nassau,NY,1102475,507,2017
New York,NY,1437692,508,2017
Niagara,NY,174916,465,2017
Oneida,NY,188425,468,2017
Onondaga,NY,378406,489,2017
Ontario,NY,89452,425,2017
Orange,NY,292199,482,2017
Orleans,NY,34333,332,2017
Oswego,NY,97231,430,2017
Otsego,NY,52019,381,2017
Putnam,NY,81754,418,2017
Queens,NY,1915787,510,2017
Rensselaer,NY,131288,449,2017
Richmond,NY,383590,489,2017
Rockland,NY,245070,477,2017
St. Lawrence,NY,90701,426,2017
Saratoga,NY,185143,467,2017
Schenectady,NY,125442,446,2017
Schoharie,NY,26655,292,2017
Schuyler,NY,15019,203,2017
Seneca,NY,28610,304,2017
Steuben,NY,78595,415,2017
Suffolk,NY,1210227,508,2017
Sullivan,NY,61486,395,2017
Tioga,NY,39993,353,2017
Tompkins,NY,90533,426,2017
Ulster,NY,151327,457,2017
Warren,NY,54254,386,2017
Washington,NY,51620,381,2017
Wayne,NY,73834,410,2017
Westchester,NY,781159,504,2017
Wyoming,NY,33691,329,2017
Yates,NY,20155,249,2017
Alamance,NC,126150,447,2017
Alexander,NC,30563,313,2017
Alleghany,NC,9262,130,2017
Anson,NC,21045,256,2017
Ashe,NC,22529,268,2017
Avery,NC,15257,205,2017
Beaufort,NC,38670,349,2017
Bertie,NC,16669,220,2017
Bladen,NC,27584,297,2017
Brunswick,NC,104379,434,2017
Buncombe,NC,209194,471,2017
Burke,NC,73656,410,2017
Cabarrus,NC,151481,457,2017
Caldwell,NC,66668,403,2017
Camden,NC,8153,117,2017
Carteret,NC,57619,391,2017
Caswell,NC,18983,239,2017
Catawba,NC,124881,446,2017
Chatham,NC,55896,388,2017
Cherokee,NC,23188,273,2017
Chowan,NC,11704,161,2017
Clay,NC,8959,128,2017
Cleveland,NC,78236,415,2017
Columbus,NC,45581,367,2017
Craven,NC,82527,419,2017
Cumberland,NC,258172,479,2017
Currituck,NC,20251,250,2017
Dare,NC,29239,306,2017
Davidson,NC,131347,449,2017
Davie,NC,33984,330,2017
Duplin,NC,46227,369,2017
Durham,NC,241790,476,2017
Edgecombe,NC,42984,361,2017
Forsyth,NC,291567,482,2017
Franklin,NC,51108,379,2017
Gaston,NC,170582,463,2017
Gates,NC,9443,133,2017
Graham,NC,7019,96,2017
Granville,NC,47759,372,2017
Greene,NC,17057,223,2017
Guilford,NC,414413,492,2017
Halifax,NC,42300,358,2017
Harnett,NC,97356,430,2017
Haywood,NC,50372,377,2017
Henderson,NC,92888,427,2017
Hertford,NC,20127,249,2017
Hoke,NC,39042,350,2017
Hyde,NC,4502,56,2017
Iredell,NC,134480,450,2017
Jackson,NC,35276,335,2017
Johnston,NC,142715,454,2017
Jones,NC,8172,117,2017
Lee,NC,46478,370,2017
Lenoir,NC,46425,370,2017
Lincoln,NC,65096,401,2017
McDowell,NC,36978,343,2017
Macon,NC,28483,303,2017
Madison,NC,17929,231,2017
Martin,NC,19001,240,2017
Mecklenburg,NC,808915,505,2017
Mitchell,NC,12707,174,2017
Montgomery,NC,21852,263,2017
Moore,NC,76305,413,2017
Nash,NC,75501,412,2017
New Hanover,NC,182320,466,2017
Northampton,NC,17032,222,2017
Onslow,NC,149544,456,2017
Orange,NC,116954,441,2017
Pamlico,NC,11016,152,2017
Pasquotank,NC,31658,319,2017
Pender,NC,46303,369,2017
Perquimans,NC,11178,154,2017
Person,NC,31741,320,2017
Pitt,NC,142047,454,2017
Polk,NC,17506,227,2017
Randolph,NC,113592,440,2017
Richmond,NC,36104,339,2017
Robeson,NC,103886,434,2017
Rockingham,NC,74797,411,2017
Rowan,NC,111135,439,2017
Rutherford,NC,54174,385,2017
Sampson,NC,49632,375,2017
Scotland,NC,28246,301,2017
Stanly,NC,49252,375,2017
Stokes,NC,38004,347,2017
Surry,NC,58544,391,2017
Swain,NC,11377,158,2017
Transylvania,NC,28443,302,2017
Tyrrell,NC,3566,43,2017
Union,NC,167613,462,2017
Vance,NC,35064,334,2017
Wake,NC,798455,504,2017
Warren,NC,16825,220,2017
Washington,NC,10145,143,2017
Watauga,NC,47373,371,2017
Wayne,NC,98155,431,2017
Wilkes,NC,55762,388,2017
Wilson,NC,64297,400,2017
Yadkin,NC,30627,314,2017
Yancey,NC,14676,199,2017
Adams,ND,1973,21,2017
Barnes,ND,9072,128,2017
Benson,ND,4738,60,2017
Billings,ND,785,5,2017
Bottineau,ND,5454,71,2017
Bowman,ND,2555,29,2017
Burke,ND,1683,16,2017
Burleigh,ND,73158,410,2017
Cass,ND,136469,451,2017
Cavalier,ND,3111,37,2017
Dickey,ND,4076,50,2017
Divide,ND,1968,21,2017
Dunn,ND,3499,42,2017
Eddy,ND,1862,18,2017
Emmons,ND,2802,31,2017
Foster,ND,2689,31,2017
Golden Valley,ND,1491,12,2017
Grand Forks,ND,57191,390,2017
Grant,ND,1983,21,2017
Griggs,ND,1881,19,2017
Hettinger,ND,2078,22,2017
Kidder,ND,2008,21,2017
LaMoure,ND,3282,39,2017
Logan,ND,1638,15,2017
McHenry,ND,4715,60,2017
McIntosh,ND,2264,25,2017
McKenzie,ND,8634,123,2017
McLean,ND,7858,111,2017
Mercer,ND,6915,95,2017
Morton,ND,24069,277,2017
Mountrail,ND,7679,109,2017
Nelson,ND,2493,28,2017
Oliver,ND,1464,12,2017
Pembina,ND,5731,75,2017
Pierce,ND,3493,42,2017
Ramsey,ND,9298,131,2017
Ransom,ND,4385,54,2017
Renville,ND,1958,20,2017
Richland,ND,13252,180,2017
Rolette,ND,10170,143,2017
Sargent,ND,3197,38,2017
Sheridan,ND,1210,9,2017
Sioux,ND,2908,34,2017
Slope,ND,544,2,2017
Stark,ND,23495,274,2017
Steele,ND,1574,14,2017
Stutsman,ND,17237,224,2017
Towner,ND,1786,17,2017
Traill,ND,6477,86,2017
Walsh,ND,8727,125,2017
Ward,ND,54933,386,2017
Wells,ND,3372,40,2017
Williams,ND,24995,282,2017
Adams,OH,21863,263,2017
Allen,OH,82706,419,2017
Ashland,OH,42565,359,2017
Ashtabula,OH,79229,416,2017
Athens,OH,57033,390,2017
Auglaize,OH,35900,338,2017
Belmont,OH,57338,390,2017
Brown,OH,34859,334,2017
Butler,OH,295554,482,2017
Carroll,OH,22765,271,2017
Champaign,OH,31287,317,2017
Clark,OH,108254,437,2017
Clermont,OH,159497,460,2017
Clinton,OH,32994,325,2017
Columbiana,OH,85281,422,2017
Coshocton,OH,28838,305,2017
Crawford,OH,33998,331,2017
Cuyahoga,OH,1021907,506,2017
Darke,OH,40829,355,2017
Defiance,OH,30549,312,2017
Delaware,OH,145808,455,2017
Erie,OH,61728,396,2017
Fairfield,OH,119267,443,2017
Fayette,OH,22568,269,2017
Franklin,OH,988128,506,2017
Fulton,OH,33280,327,2017
Gallia,OH,24056,277,2017
Geauga,OH,74604,411,2017
Greene,OH,134721,450,2017
Guernsey,OH,31576,319,2017
Hamilton,OH,641643,500,2017
Hancock,OH,60482,394,2017
Hardin,OH,25170,283,2017
Harrison,OH,12609,172,2017
Henry,OH,21751,262,2017
Highland,OH,33872,329,2017
Hocking,OH,22978,272,2017
Holmes,OH,31293,317,2017
Huron,OH,45635,367,2017
Jackson,OH,25763,286,2017
Jefferson,OH,55721,388,2017
Knox,OH,48530,374,2017
Lake,OH,188043,468,2017
Lawrence,OH,49178,375,2017
Licking,OH,135314,451,2017
Logan,OH,36053,339,2017
Lorain,OH,244842,476,2017
Lucas,OH,344179,486,2017
Madison,OH,35703,337,2017
Mahoning,OH,190128,468,2017
Marion,OH,53298,383,2017
Medina,OH,140181,453,2017
Meigs,OH,18772,237,2017
Mercer,OH,31636,319,2017
Miami,OH,82775,419,2017
Monroe,OH,11602,160,2017
Montgomery,OH,426873,493,2017
Morgan,OH,11966,165,2017
Morrow,OH,27598,297,2017
Muskingum,OH,68677,405,2017
Noble,OH,12103,167,2017
Ottawa,OH,34008,331,2017
Paulding,OH,14973,202,2017
Perry,OH,28361,302,2017
Pickaway,OH,46194,369,2017
Pike,OH,22412,268,2017
Portage,OH,134981,451,2017
Preble,OH,33117,326,2017
Putnam,OH,26330,290,2017
Richland,OH,97973,431,2017
Ross,OH,62188,397,2017
Sandusky,OH,47491,372,2017
Scioto,OH,62005,397,2017
Seneca,OH,44651,365,2017
Shelby,OH,37889,346,2017
Stark,OH,302683,483,2017
Summit,OH,439353,493,2017
Trumbull,OH,166161,462,2017
Tuscarawas,OH,73739,410,2017
Union,OH,42404,359,2017
Van Wert,OH,22437,268,2017
Vinton,OH,10541,146,2017
Warren,OH,173155,464,2017
Washington,OH,50349,377,2017
Wayne,OH,90687,426,2017
Williams,OH,29551,308,2017
Wood,OH,106256,435,2017
Wyandot,OH,17573,228,2017
Adair,OK,16885,221,2017
Alfalfa,OK,4843,62,2017
Atoka,OK,11123,154,2017
Beaver,OK,4179,52,2017
Beckham,OK,17658,228,2017
Blaine,OK,7649,108,2017
Bryan,OK,35715,337,2017
Caddo,OK,22860,271,2017
Canadian,OK,101635,433,2017
Carter,OK,37450,345,2017
Cherokee,OK,38602,349,2017
Choctaw,OK,11765,162,2017
Cimarron,OK,1747,17,2017
Cleveland,OK,219767,472,2017
Coal,OK,4423,55,2017
Comanche,OK,96477,429,2017
Cotton,OK,4785,61,2017
Craig,OK,11695,161,2017
Creek,OK,55867,388,2017
Custer,OK,22626,269,2017
Delaware,OK,34192,331,2017
Dewey,OK,3732,45,2017
Ellis,OK,3239,39,2017
Garfield,OK,47688,372,2017
Garvin,OK,21569,261,2017
Grady,OK,42643,360,2017
Grant,OK,3493,42,2017
Greer,OK,4992,64,2017
Harmon,OK,2180,24,2017
Harper,OK,2886,33,2017
Haskell,OK,10030,141,2017
Hughes,OK,10964,152,2017
Jackson,OK,19453,243,2017
Jefferson,OK,4959,64,2017
Johnston,OK,8639,123,2017
Kay,OK,35160,335,2017
Kingfisher,OK,11728,162,2017
Kiowa,OK,7190,99,2017
Latimer,OK,8549,122,2017
Le Flore,OK,39244,351,2017
Lincoln,OK,27242,296,2017
Logan,OK,35762,337,2017
Love,OK,7700,109,2017
McClain,OK,29158,306,2017
McCurtain,OK,25623,285,2017
McIntosh,OK,16251,214,2017
Major,OK,5996,80,2017
Marshall,OK,12827,176,2017
Mayes,OK,32393,323,2017
Murray,OK,10926,151,2017
Muskogee,OK,54180,385,2017
Noble,OK,9014,128,2017
Nowata,OK,8329,119,2017
Okfuskee,OK,9635,135,2017
Oklahoma,OK,595344,499,2017
Okmulgee,OK,30813,315,2017
Osage,OK,37813,346,2017
Ottawa,OK,24772,281,2017
Pawnee,OK,12943,178,2017
Payne,OK,66524,403,2017
Pittsburg,OK,35850,338,2017
Pontotoc,OK,30079,310,2017
Pottawatomie,OK,56218,389,2017
Pushmataha,OK,8908,127,2017
Roger Mills,OK,2849,33,2017
Rogers,OK,70828,407,2017
Seminole,OK,19567,244,2017
Sequoyah,OK,32897,325,2017
Stephens,OK,35105,334,2017
Texas,OK,16194,214,2017
Tillman,OK,5946,80,2017
Tulsa,OK,491744,495,2017
Wagoner,OK,59756,393,2017
Washington,OK,40925,355,2017
Washita,OK,8903,126,2017
Woods,OK,7563,107,2017
Woodward,OK,16403,217,2017
Baker,OR,13191,180,2017
Benton,OR,75426,412,2017
Clackamas,OR,322865,485,2017
Clatsop,OR,31477,318,2017
Columbia,OR,40552,354,2017
Coos,OR,52667,382,2017
Crook,OR,18075,232,2017
Curry,OR,19361,242,2017
Deschutes,OR,142265,454,2017
Douglas,OR,89306,425,2017
Gilliam,OR,1529,13,2017
Grant,OR,6082,82,2017
Harney,OR,5875,78,2017
Hood River,OR,17946,231,2017
Jackson,OR,172986,463,2017
Jefferson,OR,17901,230,2017
Josephine,OR,70221,407,2017
Klamath,OR,53329,383,2017
Lake,OR,6454,86,2017
Lane,OR,302958,483,2017
Lincoln,OR,40089,353,2017
Linn,OR,96368,429,2017
Malheur,OR,23601,275,2017
Marion,OR,256522,478,2017
Morrow,OR,8487,121,2017
Multnomah,OR,649097,500,2017
Polk,OR,63435,399,2017
Sherman,OR,1417,11,2017
Tillamook,OR,21442,260,2017
Umatilla,OR,59246,392,2017
Union,OR,20699,254,2017
Wallowa,OR,5785,77,2017
Wasco,OR,20530,252,2017
Washington,OR,450134,494,2017
Wheeler,OR,1217,9,2017
Yamhill,OR,81540,418,2017
Adams,PA,83374,420,2017
Allegheny,PA,1023555,507,2017
Armstrong,PA,55395,387,2017
Beaver,PA,138796,453,2017
Bedford,PA,40305,353,2017
Berks,PA,332475,486,2017
Blair,PA,101846,433,2017
Bradford,PA,49399,375,2017
Bucks,PA,511295,495,2017
Butler,PA,152227,457,2017
Cambria,PA,112678,439,2017
Cameron,PA,4051,50,2017
Carbon,PA,52886,383,2017
Centre,PA,139168,453,2017
Chester,PA,408926,491,2017
Clarion,PA,32415,323,2017
Clearfield,PA,67443,404,2017
Clinton,PA,32201,322,2017
Columbia,PA,56128,389,2017
Crawford,PA,70449,407,2017
Cumberland,PA,201133,470,2017
Dauphin,PA,218965,472,2017
Delaware,PA,453735,494,2017
Elk,PA,25444,284,2017
Erie,PA,224050,473,2017
Fayette,PA,110551,438,2017
Forest,PA,6849,93,2017
Franklin,PA,122408,444,2017
Fulton,PA,11921,165,2017
Greene,PA,31023,316,2017
Huntingdon,PA,38077,347,2017
Indiana,PA,72523,409,2017
Jefferson,PA,35933,338,2017
Juniata,PA,19581,244,2017
Lackawanna,PA,174130,464,2017
Lancaster,PA,422045,492,2017
Lawrence,PA,72683,409,2017
Lebanon,PA,109399,438,2017
Lehigh,PA,288259,481,2017
Luzerne,PA,263281,479,2017
Lycoming,PA,94349,428,2017
McKean,PA,34817,333,2017
Mercer,PA,94086,428,2017
Mifflin,PA,37166,345,2017
Monroe,PA,138147,452,2017
Montgomery,PA,660676,501,2017
Montour,PA,15100,204,2017
Northampton,PA,246901,477,2017
Northumberland,PA,76731,413,2017
Perry,PA,37138,344,2017
Philadelphia,PA,1259909,508,2017
Pike,PA,46577,370,2017
Potter,PA,13912,189,2017
Schuylkill,PA,119246,443,2017
Snyder,PA,32827,325,2017
Somerset,PA,63531,399,2017
Sullivan,PA,5577,73,2017
Susquehanna,PA,34800,333,2017
Tioga,PA,34225,331,2017
Union,PA,38119,347,2017
Venango,PA,43593,362,2017
Warren,PA,33432,328,2017
Washington,PA,171778,463,2017
Wayne,PA,44010,363,2017
Westmoreland,PA,298369,482,2017
Wyoming,PA,22863,271,2017
York,PA,355090,487,2017
Bristol,RI,40843,355,2017
Kent,RI,136354,451,2017
Newport,RI,70162,407,2017
Providence,RI,516961,496,2017
Washington,RI,107009,436,2017
Abbeville,SC,20183,249,2017
Aiken,SC,133252,449,2017
Allendale,SC,7753,109,2017
Anderson,SC,154341,458,2017
Bamberg,SC,12097,166,2017
Barnwell,SC,17070,223,2017
Beaufort,SC,147722,456,2017
Berkeley,SC,160255,461,2017
Calhoun,SC,12280,169,2017
Charleston,SC,317988,484,2017
Cherokee,SC,44742,365,2017
Chester,SC,25839,286,2017
Chesterfield,SC,36960,343,2017
Clarendon,SC,28164,300,2017
Colleton,SC,30177,311,2017
Darlington,SC,54032,385,2017
Dillon,SC,23849,276,2017
Dorchester,SC,118191,442,2017
Edgefield,SC,22350,267,2017
Fairfield,SC,18932,239,2017
Florence,SC,108810,437,2017
Georgetown,SC,50656,378,2017
Greenville,SC,387890,490,2017
Greenwood,SC,55855,388,2017
Hampton,SC,16091,212,2017
Horry,SC,257775,479,2017
Jasper,SC,21984,265,2017
Kershaw,SC,50640,378,2017
Lancaster,SC,69573,406,2017
Laurens,SC,53453,383,2017
Lee,SC,14557,198,2017
Lexington,SC,222961,473,2017
McCormick,SC,8623,123,2017
Marion,SC,25037,282,2017
Marlboro,SC,22763,270,2017
Newberry,SC,30562,312,2017
Oconee,SC,62303,397,2017
Orangeburg,SC,71543,408,2017
Pickens,SC,100723,432,2017
Richland,SC,326933,485,2017
Saluda,SC,16273,215,2017
Spartanburg,SC,235497,475,2017
Sumter,SC,84274,421,2017
Union,SC,22596,269,2017
Williamsburg,SC,26231,289,2017
York,SC,196686,469,2017
Aurora,SD,2149,24,2017
Beadle,SD,13713,186,2017
Bennett,SD,2350,26,2017
Bon Homme,SD,5883,79,2017
Brookings,SD,27645,298,2017
Brown,SD,30513,312,2017
Brule,SD,4084,50,2017
Buffalo,SD,1343,10,2017
Butte,SD,7994,114,2017
Campbell,SD,1168,9,2017
Charles Mix,SD,6889,94,2017
Clark,SD,2840,32,2017
Clay,SD,11728,162,2017
Codington,SD,21980,265,2017
Corson,SD,2834,32,2017
Custer,SD,7355,103,2017
Davison,SD,15676,208,2017
Day,SD,4443,55,2017
Deuel,SD,3407,41,2017
Dewey,SD,3850,47,2017
Douglas,SD,2284,25,2017
Edmunds,SD,3158,38,2017
Fall River,SD,5778,76,2017
Faulk,SD,1877,18,2017
Grant,SD,5794,77,2017
Gregory,SD,3296,39,2017
Haakon,SD,1600,14,2017
Hamlin,SD,4220,53,2017
Hand,SD,2674,30,2017
Hanson,SD,2442,28,2017
Harding,SD,1031,7,2017
Hughes,SD,13874,189,2017
Hutchinson,SD,5779,77,2017
Hyde,SD,1146,8,2017
Jackson,SD,2383,27,2017
Jerauld,SD,1601,14,2017
Jones,SD,640,3,2017
Kingsbury,SD,4038,49,2017
Lake,SD,9946,140,2017
Lawrence,SD,20990,256,2017
Lincoln,SD,39077,350,2017
Lyman,SD,2905,34,2017
McCook,SD,4183,52,2017
McPherson,SD,1959,20,2017
Marshall,SD,3733,45,2017
Meade,SD,21165,257,2017
Mellette,SD,1468,12,2017
Miner,SD,1732,16,2017
Minnehaha,SD,142007,454,2017
Moody,SD,5028,65,2017
Oglala Lakota,SD,9546,134,2017
Pennington,SD,84896,422,2017
Perkins,SD,2421,27,2017
Potter,SD,1896,19,2017
Roberts,SD,7643,108,2017
Sanborn,SD,1940,20,2017
Spink,SD,5113,66,2017
Stanley,SD,2355,26,2017
Sully,SD,1091,8,2017
Todd,SD,6363,85,2017
Tripp,SD,4362,54,2017
Turner,SD,6513,88,2017
Union,SD,11745,162,2017
Walworth,SD,4465,56,2017
Yankton,SD,18459,235,2017
Ziebach,SD,1990,21,2017
Anderson,TN,61430,395,2017
Bedford,TN,35933,338,2017
Benton,TN,13371,182,2017
Bledsoe,TN,12302,169,2017
Blount,TN,104133,434,2017
Bradley,TN,83131,420,2017
Campbell,TN,32732,324,2017
Cannon,TN,11178,154,2017
Carroll,TN,22756,270,2017
Carter,TN,47018,371,2017
Cheatham,TN,31686,319,2017
Chester,TN,13769,187,2017
Claiborne,TN,26291,290,2017
Clay,TN,6358,85,2017
Cocke,TN,28819,304,2017
Coffee,TN,42655,360,2017
Crockett,TN,11363,157,2017
Cumberland,TN,48840,374,2017
Davidson,TN,546674,497,2017
Decatur,TN,9451,133,2017
DeKalb,TN,15546,207,2017
Dickson,TN,40674,355,2017
Dyer,TN,29626,308,2017
Fayette,TN,32298,322,2017
Fentress,TN,14498,197,2017
Franklin,TN,33898,329,2017
Gibson,TN,38650,349,2017
Giles,TN,23622,275,2017
Grainger,TN,18797,237,2017
Greene,TN,56839,390,2017
Grundy,TN,10715,148,2017
Hamblen,TN,50489,377,2017
Hamilton,TN,288166,481,2017
Hancock,TN,5401,70,2017
Hardeman,TN,21339,259,2017
Hardin,TN,21145,257,2017
Hawkins,TN,46049,368,2017
Haywood,TN,14260,194,2017
Henderson,TN,22115,266,2017
Henry,TN,26280,289,2017
Hickman,TN,19892,246,2017
Houston,TN,6581,89,2017
Humphreys,TN,14821,200,2017
Jackson,TN,9736,137,2017
Jefferson,TN,43413,361,2017
Johnson,TN,15207,205,2017
Knox,TN,366908,489,2017
Lake,TN,6601,89,2017
Lauderdale,TN,21084,256,2017
Lawrence,TN,33070,326,2017
Lewis,TN,9691,136,2017
Lincoln,TN,26950,294,2017
Loudon,TN,42118,358,2017
McMinn,TN,42554,359,2017
McNairy,TN,20912,256,2017
Macon,TN,18219,233,2017
Madison,TN,78140,415,2017
Marion,TN,23189,273,2017
Marshall,TN,25106,282,2017
Maury,TN,69001,406,2017
Meigs,TN,9664,136,2017
Monroe,TN,36975,343,2017
Montgomery,TN,145184,455,2017
Moore,TN,5222,68,2017
Morgan,TN,18015,232,2017
Obion,TN,24672,280,2017
Overton,TN,17599,228,2017
Perry,TN,6374,85,2017
Pickett,TN,4260,53,2017
Polk,TN,13741,186,2017
Putnam,TN,61624,396,2017
Rhea,TN,25815,286,2017
Roane,TN,44161,364,2017
Robertson,TN,53703,384,2017
Rutherford,TN,231426,474,2017
Scott,TN,17311,225,2017
Sequatchie,TN,11841,164,2017
Sevier,TN,77798,414,2017
Shelby,TN,726932,503,2017
Smith,TN,15241,205,2017
Stewart,TN,10795,149,2017
Sullivan,TN,129161,448,2017
Sumner,TN,138282,452,2017
Tipton,TN,47858,373,2017
Trousdale,TN,7097,97,2017
Unicoi,TN,14940,201,2017
Union,TN,15402,206,2017
Van Buren,TN,4738,60,2017
Warren,TN,31748,320,2017
Washington,TN,104361,434,2017
Wayne,TN,14045,191,2017
Weakley,TN,27928,298,2017
White,TN,21137,257,2017
Williamson,TN,160261,461,2017
Wilson,TN,101456,433,2017
Anderson,TX,47733,372,2017
Andrews,TX,12732,174,2017
Angelina,TX,67484,404,2017
Aransas,TX,20790,255,2017
Archer,TX,7128,98,2017
Armstrong,TX,1560,13,2017
Atascosa,TX,35977,339,2017
Austin,TX,23129,273,2017
Bailey,TX,5249,69,2017
Bandera,TX,18000,231,2017
Bastrop,TX,62076,397,2017
Baylor,TX,2891,34,2017
Bee,TX,26581,291,2017
Bell,TX,251717,478,2017
Bexar,TX,1452689,509,2017
Blanco,TX,9249,130,2017
Borden,TX,459,1,2017
Bosque,TX,14532,197,2017
Bowie,TX,74078,411,2017
Brazoria,TX,263673,479,2017
Brazos,TX,174720,464,2017
Brewster,TX,7570,107,2017
Briscoe,TX,1309,10,2017
Brooks,TX,5442,71,2017
Brown,TX,30164,310,2017
Burleson,TX,14115,192,2017
Burnet,TX,36360,340,2017
Caldwell,TX,32121,322,2017
Calhoun,TX,16980,222,2017
Callahan,TX,10827,150,2017
Cameron,TX,302842,483,2017
Camp,TX,9703,137,2017
Carson,TX,4683,59,2017
Cass,TX,23988,277,2017
Castro,TX,5818,78,2017
Chambers,TX,29585,308,2017
Cherokee,TX,39819,352,2017
Childress,TX,5739,75,2017
Clay,TX,8439,120,2017
Cochran,TX,2202,24,2017
Coke,TX,2670,30,2017
Coleman,TX,6857,94,2017
Collin,TX,697176,502,2017
Collingsworth,TX,2352,26,2017
Colorado,TX,16580,219,2017
Comal,TX,102906,433,2017
Comanche,TX,10709,148,2017
Concho,TX,3376,40,2017
Cooke,TX,30787,314,2017
Coryell,TX,59282,392,2017
Cottle,TX,1160,8,2017
Crane,TX,3445,41,2017
Crockett,TX,2983,35,2017
Crosby,TX,4446,56,2017
Culberson,TX,1804,17,2017
Dallam,TX,5247,69,2017
Dallas,TX,1939466,510,2017
Dawson,TX,10267,145,2017
Deaf Smith,TX,13594,185,2017
Delta,TX,4127,51,2017
Denton,TX,603182,499,2017
DeWitt,TX,16273,215,2017
Dickens,TX,1806,18,2017
Dimmit,TX,8013,114,2017
Donley,TX,2838,32,2017
Duval,TX,8844,126,2017
Eastland,TX,14878,200,2017
Ector,TX,113768,440,2017
Edwards,TX,1833,18,2017
Ellis,TX,124774,446,2017
El Paso,TX,627228,500,2017
Erath,TX,33376,327,2017
Falls,TX,14087,192,2017
Fannin,TX,27453,297,2017
Fayette,TX,20450,251,2017
Fisher,TX,3185,38,2017
Floyd,TX,4556,57,2017
Foard,TX,1187,9,2017
Fort Bend,TX,535905,496,2017
Franklin,TX,8401,119,2017
