county,state,percentCollege,percentCollegeBucket,year
Franklin,IA,16.1,170,2017
Fremont,IA,20.8,307,2017
Greene,IA,20.6,301,2017
Grundy,IA,26.3,398,2017
Guthrie,IA,21.1,314,2017
Hamilton,IA,23.5,362,2017
Hancock,IA,20.7,305,2017
Hardin,IA,20.7,305,2017
Harrison,IA,17.8,220,2017
Henry,IA,19.9,282,2017
Howard,IA,14.6,123,2017
Humboldt,IA,20.2,290,2017
Ida,IA,19.7,275,2017
Iowa,IA,20.2,290,2017
Jackson,IA,18.6,243,2017
Jasper,IA,18.1,229,2017
Jefferson,IA,33.4,460,2017
Johnson,IA,52.7,507,2017
Jones,IA,17.2,201,2017
Keokuk,IA,18.1,229,2017
Kossuth,IA,19.7,275,2017
Lee,IA,15.7,156,2017
Linn,IA,32.3,454,2017
Louisa,IA,14.9,131,2017
Lucas,IA,16.9,192,2017
Lyon,IA,21.7,326,2017
Madison,IA,23.5,362,2017
Mahaska,IA,23.8,368,2017
Marion,IA,26.1,396,2017
Marshall,IA,19.6,273,2017
Mills,IA,22.8,350,2017
Mitchell,IA,17.1,198,2017
Monona,IA,16.2,174,2017
Monroe,IA,15.8,160,2017
Montgomery,IA,16.1,170,2017
Muscatine,IA,21.1,314,2017
O'Brien,IA,19.8,280,2017
Osceola,IA,17.7,216,2017
Page,IA,20.6,301,2017
Palo Alto,IA,25.6,390,2017
Plymouth,IA,20.7,305,2017
Pocahontas,IA,15.7,156,2017
Polk,IA,35.3,472,2017
Pottawattamie,IA,21.2,317,2017
Poweshiek,IA,22.7,348,2017
Ringgold,IA,20.1,287,2017
Sac,IA,19.8,280,2017
Scott,IA,31.9,451,2017
Shelby,IA,21.2,317,2017
Sioux,IA,27.5,413,2017
Story,IA,50.6,505,2017
Tama,IA,16.5,181,2017
Taylor,IA,14.3,112,2017
Union,IA,16.1,170,2017
Van Buren,IA,13.8,99,2017
Wapello,IA,18.4,236,2017
Warren,IA,30.4,438,2017
Washington,IA,21.1,314,2017
Wayne,IA,13.8,99,2017
Webster,IA,20.4,297,2017
Winnebago,IA,20.8,307,2017
Winneshiek,IA,28.8,424,2017
Woodbury,IA,22.4,340,2017
Worth,IA,15.2,141,2017
Wright,IA,17.5,211,2017
Allen,KS,19.2,262,2017
Anderson,KS,18.6,243,2017
Atchison,KS,20.7,305,2017
Barber,KS,19.9,282,2017
Barton,KS,16.9,192,2017
Bourbon,KS,19.1,258,2017
Brown,KS,21.2,317,2017
Butler,KS,29.3,427,2017
Chase,KS,25.1,384,2017
Chautauqua,KS,16.6,184,2017
Cherokee,KS,19,255,2017
Cheyenne,KS,25.8,393,2017
Clark,KS,33.1,458,2017
Clay,KS,23.9,370,2017
Cloud,KS,21.2,317,2017
Coffey,KS,20.9,310,2017
Comanche,KS,18.5,240,2017
Cowley,KS,20.3,294,2017
Crawford,KS,28.9,424,2017
Decatur,KS,21.9,329,2017
Dickinson,KS,20.8,307,2017
Doniphan,KS,17,196,2017
Douglas,KS,50,504,2017
Edwards,KS,18.8,249,2017
Elk,KS,15.8,160,2017
Ellis,KS,35.6,472,2017
Ellsworth,KS,20.3,294,2017
Finney,KS,17.3,205,2017
Ford,KS,18.3,234,2017
Franklin,KS,20.3,294,2017
Geary,KS,21.4,319,2017
Gove,KS,23.1,355,2017
Graham,KS,27.4,412,2017
Grant,KS,16.2,174,2017
Gray,KS,21,312,2017
Greeley,KS,30.3,437,2017
Greenwood,KS,18.9,252,2017
Hamilton,KS,17.8,220,2017
Harper,KS,17.5,211,2017
Harvey,KS,30,434,2017
Haskell,KS,17.6,214,2017
Hodgeman,KS,24.4,376,2017
Jackson,KS,19.9,282,2017
Jefferson,KS,21.2,317,2017
Jewell,KS,15.9,164,2017
Johnson,KS,54.6,508,2017
Kearny,KS,13.4,88,2017
Kingman,KS,23.3,358,2017
Kiowa,KS,27.6,414,2017
Labette,KS,17.6,214,2017
Lane,KS,23.9,370,2017
Leavenworth,KS,31,444,2017
Lincoln,KS,19.9,282,2017
Linn,KS,14.1,107,2017
Logan,KS,19.1,258,2017
Lyon,KS,27.1,409,2017
McPherson,KS,28.6,422,2017
Marion,KS,23.9,370,2017
Marshall,KS,18.6,243,2017
Meade,KS,20.7,305,2017
Miami,KS,25.9,393,2017
Mitchell,KS,24.1,373,2017
Montgomery,KS,18.7,246,2017
Morris,KS,18.1,229,2017
Morton,KS,13.1,80,2017
Nemaha,KS,23.7,366,2017
Neosho,KS,19.4,267,2017
Ness,KS,19,255,2017
Norton,KS,16.1,170,2017
Osage,KS,20.7,305,2017
Osborne,KS,22.3,338,2017
Ottawa,KS,22.2,336,2017
Pawnee,KS,18.2,232,2017
Phillips,KS,21.5,322,2017
Pottawatomie,KS,33.5,461,2017
Pratt,KS,26.4,399,2017
Rawlins,KS,26.7,404,2017
Reno,KS,20,283,2017
Republic,KS,23.3,358,2017
Rice,KS,22.5,341,2017
Riley,KS,45.5,497,2017
Rooks,KS,25.7,391,2017
Rush,KS,23.1,355,2017
Russell,KS,24.2,374,2017
Saline,KS,25,383,2017
Scott,KS,26.7,404,2017
Sedgwick,KS,30.7,440,2017
Seward,KS,12.1,53,2017
Shawnee,KS,30.4,438,2017
Sheridan,KS,24.6,379,2017
Sherman,KS,18.2,232,2017
Smith,KS,20.1,287,2017
Stafford,KS,22.6,344,2017
Stanton,KS,22.6,344,2017
Stevens,KS,16.2,174,2017
Sumner,KS,20.9,310,2017
Thomas,KS,26.5,401,2017
Trego,KS,23.3,358,2017
Wabaunsee,KS,22.7,348,2017
Wallace,KS,26.4,399,2017
Washington,KS,19.1,258,2017
Wichita,KS,20.3,294,2017
Wilson,KS,15.5,151,2017
Woodson,KS,13.7,96,2017
Wyandotte,KS,16.7,186,2017
Adair,KY,15.8,160,2017
Allen,KY,14.4,116,2017
Anderson,KY,20,283,2017
Ballard,KY,14.1,107,2017
Barren,KY,16.2,174,2017
Bath,KY,11.7,44,2017
Bell,KY,9.3,12,2017
Boone,KY,31.5,449,2017
Bourbon,KY,19,255,2017
Boyd,KY,19.4,267,2017
Boyle,KY,23,354,2017
Bracken,KY,14,104,2017
Breathitt,KY,12.6,67,2017
Breckinridge,KY,9.9,17,2017
Bullitt,KY,13.9,101,2017
Butler,KY,11.7,44,2017
Caldwell,KY,16.5,181,2017
Calloway,KY,28.8,424,2017
Campbell,KY,31.9,451,2017
Carlisle,KY,15.5,151,2017
Carroll,KY,11.8,46,2017
Carter,KY,14,104,2017
Casey,KY,12.4,60,2017
Christian,KY,16.8,190,2017
Clark,KY,21.7,326,2017
Clay,KY,9.5,13,2017
Clinton,KY,10.1,18,2017
Crittenden,KY,13.3,85,2017
Cumberland,KY,13.2,83,2017
Daviess,KY,21.6,324,2017
Edmonson,KY,11.1,32,2017
Elliott,KY,7.5,2,2017
Estill,KY,9.9,17,2017
Fayette,KY,41.8,491,2017
Fleming,KY,13.4,88,2017
Floyd,KY,12.6,67,2017
Franklin,KY,28.4,421,2017
Fulton,KY,14.9,131,2017
Gallatin,KY,11.9,48,2017
Garrard,KY,15.7,156,2017
Grant,KY,12.4,60,2017
Graves,KY,16.2,174,2017
Grayson,KY,9.9,17,2017
Green,KY,11,30,2017
Greenup,KY,17.2,201,2017
Hancock,KY,11.1,32,2017
Hardin,KY,23.5,362,2017
Harlan,KY,11.4,39,2017
Harrison,KY,15.4,147,2017
Hart,KY,12.6,67,2017
Henderson,KY,16.8,190,2017
Henry,KY,10.9,28,2017
Hickman,KY,9.3,12,2017
Hopkins,KY,15.7,156,2017
Jackson,KY,10.5,23,2017
Jefferson,KY,32.3,454,2017
Jessamine,KY,30,434,2017
Johnson,KY,15.1,137,2017
Kenton,KY,29.7,431,2017
Knott,KY,12.9,74,2017
Knox,KY,10,17,2017
Larue,KY,12.2,55,2017
Laurel,KY,13,78,2017
Lawrence,KY,11.6,42,2017
Lee,KY,8.9,9,2017
Leslie,KY,8.9,9,2017
Letcher,KY,11.7,44,2017
Lewis,KY,12.1,53,2017
Lincoln,KY,10.8,27,2017
Livingston,KY,8.9,9,2017
Logan,KY,14.8,128,2017
Lyon,KY,14,104,2017
McCracken,KY,24.2,374,2017
McCreary,KY,7.6,2,2017
McLean,KY,10.8,27,2017
Madison,KY,30.3,437,2017
Magoffin,KY,10.1,18,2017
Marion,KY,13,78,2017
Marshall,KY,17.5,211,2017
Martin,KY,8.2,4,2017
Mason,KY,18.5,240,2017
Meade,KY,17.4,209,2017
Menifee,KY,11.4,39,2017
Mercer,KY,17,196,2017
Metcalfe,KY,12.1,53,2017
Monroe,KY,14.8,128,2017
Montgomery,KY,17,196,2017
Morgan,KY,12.2,55,2017
Muhlenberg,KY,11.3,35,2017
Nelson,KY,17.5,211,2017
Nicholas,KY,10.4,21,2017
Ohio,KY,11,30,2017
Oldham,KY,40.4,488,2017
Owen,KY,9.6,14,2017
Owsley,KY,15.7,156,2017
Pendleton,KY,12.4,60,2017
Perry,KY,12.6,67,2017
Pike,KY,13,78,2017
Powell,KY,13.4,88,2017
Pulaski,KY,15.2,141,2017
Robertson,KY,17.2,201,2017
Rockcastle,KY,11.9,48,2017
Rowan,KY,26.7,404,2017
Russell,KY,13.4,88,2017
Scott,KY,28.1,418,2017
Shelby,KY,24.3,375,2017
Simpson,KY,15.1,137,2017
Spencer,KY,19.8,280,2017
Taylor,KY,18.8,249,2017
Todd,KY,12.6,67,2017
Trigg,KY,16.9,192,2017
Trimble,KY,11.8,46,2017
Union,KY,11.3,35,2017
Warren,KY,30.4,438,2017
Washington,KY,17.7,216,2017
Wayne,KY,11.4,39,2017
Webster,KY,9,9,2017
Whitley,KY,19.9,282,2017
Wolfe,KY,7.8,3,2017
Woodford,KY,32.8,457,2017
Acadia,LA,12.2,55,2017
Allen,LA,13.1,80,2017
Ascension,LA,27.6,414,2017
Assumption,LA,10.3,21,2017
Avoyelles,LA,11.3,35,2017
Beauregard,LA,16.3,177,2017
Bienville,LA,12.4,60,2017
Bossier,LA,25.7,391,2017
Caddo,LA,24,371,2017
Calcasieu,LA,21.7,326,2017
Caldwell,LA,12.4,60,2017
Cameron,LA,12,49,2017
Catahoula,LA,13.9,101,2017
Claiborne,LA,14,104,2017
Concordia,LA,11.4,39,2017
De Soto,LA,13.5,89,2017
East Baton Rouge,LA,34.5,466,2017
East Carroll,LA,9.8,16,2017
East Feliciana,LA,12.1,53,2017
Evangeline,LA,12.9,74,2017
Franklin,LA,11.4,39,2017
Grant,LA,8.5,5,2017
Iberia,LA,12.7,69,2017
Iberville,LA,15,135,2017
Jackson,LA,13,78,2017
Jefferson,LA,25.2,385,2017
Jefferson Davis,LA,15.8,160,2017
Lafayette,LA,31.8,450,2017
Lafourche,LA,16.3,177,2017
LaSalle,LA,12.2,55,2017
Lincoln,LA,36.2,474,2017
Livingston,LA,17.4,209,2017
Madison,LA,13.4,88,2017
Morehouse,LA,13.9,101,2017
Natchitoches,LA,19.4,267,2017
Orleans,LA,36.5,475,2017
Ouachita,LA,24.3,375,2017
Plaquemines,LA,19.3,264,2017
Pointe Coupee,LA,15.8,160,2017
Rapides,LA,20.1,287,2017
Red River,LA,15.6,152,2017
Richland,LA,15.4,147,2017
Sabine,LA,14.2,109,2017
St. Bernard,LA,12.1,53,2017
St. Charles,LA,22.3,338,2017
St. Helena,LA,11.2,34,2017
St. James,LA,14,104,2017
St. John the Baptist,LA,16.4,179,2017
St. Landry,LA,13.5,89,2017
St. Martin,LA,14.2,109,2017
St. Mary,LA,10.6,24,2017
St. Tammany,LA,32.5,455,2017
Tangipahoa,LA,19.9,282,2017
Tensas,LA,9.7,15,2017
Terrebonne,LA,14.4,116,2017
Union,LA,12.8,71,2017
Vermilion,LA,12.1,53,2017
Vernon,LA,17.7,216,2017
Washington,LA,12.2,55,2017
Webster,LA,15.5,151,2017
West Baton Rouge,LA,20.1,287,2017
West Carroll,LA,12,49,2017
West Feliciana,LA,23,354,2017
Winn,LA,13.1,80,2017
Androscoggin,ME,22.1,334,2017
Aroostook,ME,18.5,240,2017
Cumberland,ME,45,497,2017
Franklin,ME,26.1,396,2017
Hancock,ME,32.4,455,2017
Kennebec,ME,26.7,404,2017
Knox,ME,30.5,439,2017
Lincoln,ME,33.1,458,2017
Oxford,ME,18.8,249,2017
Penobscot,ME,26.2,397,2017
Piscataquis,ME,17.8,220,2017
Sagadahoc,ME,34.5,466,2017
Somerset,ME,16.6,184,2017
Waldo,ME,30.3,437,2017
Washington,ME,20.9,310,2017
York,ME,30.9,443,2017
Allegany,MD,18.2,232,2017
Anne Arundel,MD,40.1,486,2017
Baltimore,MD,37.8,480,2017
Calvert,MD,30.1,435,2017
Caroline,MD,16.6,184,2017
Carroll,MD,34.6,467,2017
Cecil,MD,23,354,2017
Charles,MD,28.5,422,2017
Dorchester,MD,20.1,287,2017
Frederick,MD,40.5,488,2017
Garrett,MD,19.6,273,2017
Harford,MD,35.2,471,2017
Howard,MD,61.2,511,2017
Kent,MD,33.2,459,2017
Montgomery,MD,58.3,510,2017
Prince George's,MD,31.9,451,2017
Queen Anne's,MD,35.3,472,2017
St. Mary's,MD,30.4,438,2017
Somerset,MD,14.4,116,2017
Talbot,MD,37.4,478,2017
Washington,MD,21.5,322,2017
Wicomico,MD,27.8,415,2017
Worcester,MD,30.1,435,2017
Baltimore City,MD,30.4,438,2017
Barnstable,MA,41.7,491,2017
Berkshire,MA,33.2,459,2017
Bristol,MA,27.3,411,2017
Dukes,MA,46.3,499,2017
Essex,MA,38.8,483,2017
Franklin,MA,36.8,476,2017
Hampden,MA,26.5,401,2017
Hampshire,MA,45.6,498,2017
Middlesex,MA,54.1,508,2017
Nantucket,MA,45.1,497,2017
Norfolk,MA,52.5,506,2017
Plymouth,MA,35.7,473,2017
Suffolk,MA,43.6,495,2017
Worcester,MA,35.3,472,2017
Alcona,MI,15.2,141,2017
Alger,MI,17.8,220,2017
Allegan,MI,22.3,338,2017
Alpena,MI,17.3,205,2017
Antrim,MI,26.9,407,2017
Arenac,MI,11.6,42,2017
Baraga,MI,15.5,151,2017
Barry,MI,19.5,270,2017
Bay,MI,19,255,2017
Benzie,MI,28.6,422,2017
Berrien,MI,26.7,404,2017
Branch,MI,14,104,2017
Calhoun,MI,21,312,2017
Cass,MI,18.1,229,2017
Charlevoix,MI,30.3,437,2017
Cheboygan,MI,19.5,270,2017
Chippewa,MI,20.7,305,2017
Clare,MI,12.1,53,2017
Clinton,MI,31.5,449,2017
Crawford,MI,17.6,214,2017
Delta,MI,20.7,305,2017
Dickinson,MI,25.5,388,2017
Eaton,MI,26.1,396,2017
Emmet,MI,32.9,458,2017
Genesee,MI,20.4,297,2017
Gladwin,MI,13.6,93,2017
Gogebic,MI,18.4,236,2017
Grand Traverse,MI,34.2,465,2017
Gratiot,MI,14.7,125,2017
Hillsdale,MI,16.8,190,2017
Houghton,MI,32.9,458,2017
Huron,MI,15.5,151,2017
Ingham,MI,38.4,481,2017
Ionia,MI,16.2,174,2017
Iosco,MI,16.6,184,2017
Iron,MI,18.5,240,2017
Isabella,MI,29.4,428,2017
Jackson,MI,21.1,314,2017
Kalamazoo,MI,37.2,478,2017
Kalkaska,MI,12.5,64,2017
Kent,MI,34.7,468,2017
Keweenaw,MI,25.1,384,2017
Lake,MI,11.4,39,2017
Lapeer,MI,18.4,236,2017
Leelanau,MI,40.8,489,2017
Lenawee,MI,20.5,299,2017
Livingston,MI,34.7,468,2017
Luce,MI,15.1,137,2017
Mackinac,MI,19.1,258,2017
Macomb,MI,24.2,374,2017
Manistee,MI,20.5,299,2017
Marquette,MI,30.8,442,2017
Mason,MI,22.2,336,2017
Mecosta,MI,21.7,326,2017
Menominee,MI,15.8,160,2017
Midland,MI,34.1,465,2017
Missaukee,MI,13.4,88,2017
Monroe,MI,18.6,243,2017
Montcalm,MI,12.8,71,2017
Montmorency,MI,12,49,2017
Muskegon,MI,18.6,243,2017
Newaygo,MI,15,135,2017
Oakland,MI,45.7,498,2017
Oceana,MI,18.1,229,2017
Ogemaw,MI,11.8,46,2017
Ontonagon,MI,17.4,209,2017
Osceola,MI,12.4,60,2017
Oscoda,MI,10.9,28,2017
Otsego,MI,22,331,2017
Ottawa,MI,32.5,455,2017
Presque Isle,MI,16.2,174,2017
Roscommon,MI,14.2,109,2017
Saginaw,MI,21.1,314,2017
St. Clair,MI,18,224,2017
St. Joseph,MI,15.4,147,2017
Sanilac,MI,13.9,101,2017
Schoolcraft,MI,15.2,141,2017
Shiawassee,MI,16.2,174,2017
Tuscola,MI,13.8,99,2017
Van Buren,MI,20.6,301,2017
Washtenaw,MI,54.3,508,2017
Wayne,MI,22.8,350,2017
Wexford,MI,17.6,214,2017
Aitkin,MN,16.7,186,2017
Anoka,MN,28.7,423,2017
Becker,MN,24,371,2017
Beltrami,MN,27,408,2017
Benton,MN,22.1,334,2017
Big Stone,MN,16.8,190,2017
Blue Earth,MN,32.2,453,2017
Brown,MN,19.8,280,2017
Carlton,MN,21.5,322,2017
Carver,MN,47.5,501,2017
Cass,MN,21.6,324,2017
Chippewa,MN,17.8,220,2017
Chisago,MN,21.2,317,2017
Clay,MN,33.2,459,2017
Clearwater,MN,15.3,144,2017
Cook,MN,40.4,488,2017
Cottonwood,MN,20.4,297,2017
Crow Wing,MN,24.6,379,2017
Dakota,MN,41.1,490,2017
Dodge,MN,24.6,379,2017
Douglas,MN,25.2,385,2017
Faribault,MN,17.3,205,2017
Fillmore,MN,20.7,305,2017
Freeborn,MN,16.8,190,2017
Goodhue,MN,24.7,380,2017
Grant,MN,18.6,243,2017
Hennepin,MN,48.2,502,2017
Houston,MN,23.2,357,2017
Hubbard,MN,26.6,402,2017
Isanti,MN,17.3,205,2017
Itasca,MN,22.7,348,2017
Jackson,MN,20.2,290,2017
Kanabec,MN,14.8,128,2017
Kandiyohi,MN,22.6,344,2017
Kittson,MN,23.2,357,2017
Koochiching,MN,18.7,246,2017
Lac qui Parle,MN,19,255,2017
Lake,MN,29,426,2017
Lake of the Woods,MN,17,196,2017
Le Sueur,MN,21.9,329,2017
Lincoln,MN,19.7,275,2017
Lyon,MN,26.5,401,2017
McLeod,MN,18,224,2017
Mahnomen,MN,12.1,53,2017
Marshall,MN,20.1,287,2017
Martin,MN,20,283,2017
Meeker,MN,19.1,258,2017
Mille Lacs,MN,15.5,151,2017
Morrison,MN,16.4,179,2017
Mower,MN,20.7,305,2017
Murray,MN,18.1,229,2017
Nicollet,MN,32.2,453,2017
Nobles,MN,14.5,120,2017
Norman,MN,17.5,211,2017
Olmsted,MN,43.1,494,2017
Otter Tail,MN,24.7,380,2017
Pennington,MN,18.7,246,2017
Pine,MN,13.9,101,2017
Pipestone,MN,20.5,299,2017
Polk,MN,24.5,378,2017
Pope,MN,22.2,336,2017
Ramsey,MN,41.5,491,2017
Red Lake,MN,16.6,184,2017
Redwood,MN,18.4,236,2017
Renville,MN,14.5,120,2017
Rice,MN,26.8,405,2017
Rock,MN,21.8,327,2017
Roseau,MN,19.2,262,2017
St. Louis,MN,28.4,421,2017
Scott,MN,38.9,483,2017
Sherburne,MN,27.4,412,2017
Sibley,MN,16.6,184,2017
Stearns,MN,27.2,410,2017
Steele,MN,24.6,379,2017
Stevens,MN,28.8,424,2017
Swift,MN,17,196,2017
Todd,MN,14.5,120,2017
Traverse,MN,17.6,214,2017
Wabasha,MN,21.6,324,2017
Wadena,MN,12.9,74,2017
Waseca,MN,20.2,290,2017
Washington,MN,42.3,493,2017
Watonwan,MN,15.2,141,2017
Wilkin,MN,20.8,307,2017
Winona,MN,29.6,430,2017
Wright,MN,27.4,412,2017
Yellow Medicine,MN,15.8,160,2017
Adams,MS,17.4,209,2017
Alcorn,MS,15.9,164,2017
Amite,MS,13.2,83,2017
Attala,MS,12.3,57,2017
Benton,MS,10.3,21,2017
Bolivar,MS,22.9,352,2017
Calhoun,MS,11.2,34,2017
Carroll,MS,16.4,179,2017
Chickasaw,MS,11.8,46,2017
Choctaw,MS,17.3,205,2017
Claiborne,MS,18.8,249,2017
Clarke,MS,13.3,85,2017
Clay,MS,19.3,264,2017
Coahoma,MS,16.9,192,2017
Copiah,MS,13.3,85,2017
Covington,MS,16.1,170,2017
DeSoto,MS,23.5,362,2017
Forrest,MS,26.7,404,2017
Franklin,MS,16.2,174,2017
George,MS,11.9,48,2017
Greene,MS,8.7,7,2017
Grenada,MS,18.1,229,2017
Hancock,MS,20.9,310,2017
Harrison,MS,22.2,336,2017
Hinds,MS,28.6,422,2017
Holmes,MS,10.7,25,2017
Humphreys,MS,13.6,93,2017
Issaquena,MS,6.1,0,2017
Itawamba,MS,13,78,2017
Jackson,MS,20.7,305,2017
Jasper,MS,13.9,101,2017
Jefferson,MS,12.7,69,2017
Jefferson Davis,MS,15,135,2017
Jones,MS,18.4,236,2017
Kemper,MS,13.1,80,2017
Lafayette,MS,41.9,492,2017
Lamar,MS,35.9,473,2017
Lauderdale,MS,20.1,287,2017
Lawrence,MS,13.8,99,2017
Leake,MS,12.1,53,2017
Lee,MS,23.5,362,2017
Leflore,MS,17.9,222,2017
Lincoln,MS,15,135,2017
Lowndes,MS,23.6,364,2017
Madison,MS,46.5,500,2017
Marion,MS,12.9,74,2017
Marshall,MS,13.1,80,2017
Monroe,MS,16.5,181,2017
Montgomery,MS,21,312,2017
Neshoba,MS,14.1,107,2017
Newton,MS,16.3,177,2017
Noxubee,MS,12.9,74,2017
Oktibbeha,MS,42.6,493,2017
Panola,MS,14.4,116,2017
Pearl River,MS,15,135,2017
Perry,MS,10.6,24,2017
Pike,MS,15.9,164,2017
Pontotoc,MS,14.9,131,2017
Prentiss,MS,12.3,57,2017
Quitman,MS,11.8,46,2017
Rankin,MS,29.2,427,2017
Scott,MS,12.7,69,2017
Sharkey,MS,21.5,322,2017
Simpson,MS,13.3,85,2017
Smith,MS,11,30,2017
Stone,MS,15,135,2017
Sunflower,MS,14.5,120,2017
Tallahatchie,MS,10.1,18,2017
Tate,MS,16.1,170,2017
Tippah,MS,14.5,120,2017
Tishomingo,MS,11.5,40,2017
Tunica,MS,17.1,198,2017
Union,MS,14.7,125,2017
Walthall,MS,10.3,21,2017
Warren,MS,22.9,352,2017
Washington,MS,19,255,2017
Wayne,MS,12.6,67,2017
Webster,MS,18.1,229,2017
Wilkinson,MS,14.9,131,2017
Winston,MS,15.9,164,2017
Yalobusha,MS,14,104,2017
Yazoo,MS,14.3,112,2017
Adair,MO,31,444,2017
Andrew,MO,25.1,384,2017
Atchison,MO,23.3,358,2017
Audrain,MO,13.7,96,2017
Barry,MO,12.8,71,2017
Barton,MO,17.4,209,2017
Bates,MO,15,135,2017
Benton,MO,11.6,42,2017
Bollinger,MO,9.4,13,2017
Boone,MO,45.9,499,2017
Buchanan,MO,19.9,282,2017
Butler,MO,15.9,164,2017
Caldwell,MO,17.4,209,2017
Callaway,MO,21.6,324,2017
Camden,MO,22,331,2017
Cape Girardeau,MO,29.8,432,2017
Carroll,MO,17.1,198,2017
Carter,MO,12.3,57,2017
Cass,MO,25.8,393,2017
Cedar,MO,13.8,99,2017
Chariton,MO,16.4,179,2017
Christian,MO,27.9,416,2017
Clark,MO,13.2,83,2017
Clay,MO,31.9,451,2017
Clinton,MO,18.5,240,2017
Cole,MO,31.4,447,2017
Cooper,MO,20.7,305,2017
Crawford,MO,11.2,34,2017
Dade,MO,15.1,137,2017
Dallas,MO,12.1,53,2017
Daviess,MO,17.3,205,2017
DeKalb,MO,14.5,120,2017
Dent,MO,12.9,74,2017
Douglas,MO,9.4,13,2017
Dunklin,MO,12.9,74,2017
Franklin,MO,20.4,297,2017
Gasconade,MO,17.1,198,2017
Gentry,MO,20,283,2017
Greene,MO,30.5,439,2017
Grundy,MO,17.9,222,2017
Harrison,MO,14.5,120,2017
Henry,MO,15.9,164,2017
Hickory,MO,9.8,16,2017
Holt,MO,21.7,326,2017
Howard,MO,25.5,388,2017
Howell,MO,15.4,147,2017
Iron,MO,11.7,44,2017
Jackson,MO,30.2,436,2017
Jasper,MO,22.7,348,2017
Jefferson,MO,19.8,280,2017
Johnson,MO,28.4,421,2017
Knox,MO,15.9,164,2017
Laclede,MO,13.7,96,2017
Lafayette,MO,18.3,234,2017
Lawrence,MO,15.9,164,2017
Lewis,MO,14.4,116,2017
Lincoln,MO,15.7,156,2017
Linn,MO,14.8,128,2017
Livingston,MO,18.8,249,2017
McDonald,MO,12.7,69,2017
Macon,MO,15.3,144,2017
Madison,MO,12.5,64,2017
Maries,MO,13.6,93,2017
Marion,MO,20.9,310,2017
Mercer,MO,17.6,214,2017
Miller,MO,16,167,2017
Mississippi,MO,11.4,39,2017
Moniteau,MO,17.5,211,2017
Monroe,MO,14.4,116,2017
Montgomery,MO,12.9,74,2017
Morgan,MO,12.6,67,2017
New Madrid,MO,12.6,67,2017
Newton,MO,19.4,267,2017
Nodaway,MO,26.8,405,2017
Oregon,MO,12.8,71,2017
Osage,MO,18.8,249,2017
Ozark,MO,13.6,93,2017
Pemiscot,MO,12,49,2017
Perry,MO,16.3,177,2017
Pettis,MO,17.7,216,2017
Phelps,MO,28.7,423,2017
Pike,MO,15.5,151,2017
Platte,MO,41.5,491,2017
Polk,MO,20.3,294,2017
Pulaski,MO,25.8,393,2017
Putnam,MO,18.1,229,2017
Ralls,MO,13.2,83,2017
Randolph,MO,14.6,123,2017
Ray,MO,14.4,116,2017
Reynolds,MO,9.8,16,2017
Ripley,MO,11.9,48,2017
St. Charles,MO,37.1,477,2017
St. Clair,MO,13.6,93,2017
Ste. Genevieve,MO,15.6,152,2017
St. Francois,MO,13.3,85,2017
St. Louis,MO,34.1,465,2017
Saline,MO,18.7,246,2017
Schuyler,MO,14,104,2017
Scotland,MO,12.6,67,2017
Scott,MO,13.6,93,2017
Shannon,MO,14.2,109,2017
Shelby,MO,15.7,156,2017
Stoddard,MO,14.1,107,2017
Stone,MO,18.4,236,2017
Sullivan,MO,10.7,25,2017
Taney,MO,17.8,220,2017
Texas,MO,13.8,99,2017
Vernon,MO,17.3,205,2017
Warren,MO,18.7,246,2017
Washington,MO,8.9,9,2017
Wayne,MO,12.1,53,2017
Webster,MO,15.7,156,2017
Worth,MO,19.1,258,2017
Wright,MO,11.8,46,2017
Beaverhead,MT,33,458,2017
Big Horn,MT,17.6,214,2017
Blaine,MT,20.7,305,2017
Broadwater,MT,28.6,422,2017
Carbon,MT,31.1,445,2017
Carter,MT,16.6,184,2017
Cascade,MT,27.3,411,2017
Chouteau,MT,25.6,390,2017
Custer,MT,22.4,340,2017
Daniels,MT,23,354,2017
Dawson,MT,19.8,280,2017
Deer Lodge,MT,17.1,198,2017
Fallon,MT,15.9,164,2017
Fergus,MT,29.5,429,2017
Flathead,MT,29.1,426,2017
Gallatin,MT,48.8,503,2017
Garfield,MT,17.5,211,2017
Glacier,MT,18.4,236,2017
Golden Valley,MT,20.6,301,2017
Granite,MT,25,383,2017
Hill,MT,23.7,366,2017
Jefferson,MT,32.9,458,2017
Judith Basin,MT,28.3,419,2017
Lake,MT,26,395,2017
Lewis and Clark,MT,37.5,479,2017
Liberty,MT,16.3,177,2017
Lincoln,MT,20.4,297,2017
McCone,MT,17.4,209,2017
Madison,MT,30.3,437,2017
Meagher,MT,19.6,273,2017
Mineral,MT,15.2,141,2017
Missoula,MT,42.6,493,2017
Musselshell,MT,15,135,2017
Park,MT,34.1,465,2017
Petroleum,MT,25.3,386,2017
Phillips,MT,18.1,229,2017
Pondera,MT,22.1,334,2017
Powder River,MT,25.6,390,2017
Powell,MT,18.2,232,2017
Prairie,MT,20.5,299,2017
Ravalli,MT,26.5,401,2017
Richland,MT,19.7,275,2017
Roosevelt,MT,15.5,151,2017
Rosebud,MT,18.8,249,2017
Sanders,MT,17.3,205,2017
Sheridan,MT,20.8,307,2017
Silver Bow,MT,25.9,393,2017
Stillwater,MT,25,383,2017
