county,state,medianAge,medianAgeBucket,year
Baxter,AR,51.8,496,2017
Benton,AR,35.2,62,2017
Boone,AR,42.2,310,2017
Bradley,AR,40.6,233,2017
Calhoun,AR,45.2,414,2017
Carroll,AR,44.6,401,2017
Chicot,AR,43.3,354,2017
Clark,AR,33.8,40,2017
Clay,AR,43.4,358,2017
Cleburne,AR,48.9,474,2017
Cleveland,AR,42.6,327,2017
Columbia,AR,36.2,84,2017
Conway,AR,41.2,263,2017
Craighead,AR,34.0,43,2017
Crawford,AR,38.7,155,2017
Crittenden,AR,35.0,57,2017
Cross,AR,40.7,239,2017
Dallas,AR,43.7,371,2017
Desha,AR,40.2,212,2017
Drew,AR,36.5,89,2017
Faulkner,AR,32.3,26,2017
Franklin,AR,41.4,272,2017
Fulton,AR,48.1,465,2017
Garland,AR,44.7,403,2017
Grant,AR,39.9,201,2017
Greene,AR,37.7,120,2017
Hempstead,AR,38.9,161,2017
Hot Spring,AR,41.7,284,2017
Howard,AR,38.5,149,2017
Independence,AR,39.8,196,2017
Izard,AR,48.0,463,2017
Jackson,AR,40.5,227,2017
Jefferson,AR,39.0,165,2017
Johnson,AR,37.8,123,2017
Lafayette,AR,45.8,425,2017
Lawrence,AR,42.0,300,2017
Lee,AR,41.9,295,2017
Lincoln,AR,38.6,151,2017
Little River,AR,42.5,323,2017
Logan,AR,42.2,310,2017
Lonoke,AR,35.8,73,2017
Madison,AR,42.5,323,2017
Marion,AR,51.8,496,2017
Miller,AR,38.5,149,2017
Mississippi,AR,36.1,81,2017
Monroe,AR,46.1,433,2017
Montgomery,AR,50.0,485,2017
Nevada,AR,43.8,373,2017
Newton,AR,48.8,473,2017
Ouachita,AR,42.8,336,2017
Perry,AR,43.7,371,2017
Phillips,AR,38.2,139,2017
Pike,AR,41.8,290,2017
Poinsett,AR,39.7,191,2017
Polk,AR,43.8,373,2017
Pope,AR,34.9,55,2017
Prairie,AR,45.7,422,2017
Pulaski,AR,36.7,94,2017
Randolph,AR,42.2,310,2017
St. Francis,AR,38.4,146,2017
Saline,AR,39.0,165,2017
Scott,AR,41.2,263,2017
Searcy,AR,47.3,454,2017
Sebastian,AR,37.3,110,2017
Sevier,AR,35.0,57,2017
Sharp,AR,47.3,454,2017
Stone,AR,49.5,480,2017
Union,AR,39.7,191,2017
Van Buren,AR,47.6,458,2017
Washington,AR,31.5,21,2017
White,AR,36.3,85,2017
Woodruff,AR,45.3,415,2017
Yell,AR,39.7,191,2017
Alameda,CA,37.3,110,2017
Alpine,CA,44.9,408,2017
Amador,CA,50.6,489,2017
Butte,CA,36.9,98,2017
Calaveras,CA,51.6,494,2017
Colusa,CA,34.7,52,2017
Contra Costa,CA,39.2,172,2017
Del Norte,CA,38.7,155,2017
El Dorado,CA,45.5,419,2017
Fresno,CA,31.8,24,2017
Glenn,CA,36.8,96,2017
Humboldt,CA,37.7,120,2017
Imperial,CA,32.2,25,2017
Inyo,CA,45.6,420,2017
Kern,CA,31.3,20,2017
Kings,CA,31.5,21,2017
Lake,CA,45.8,425,2017
Lassen,CA,36.2,84,2017
Los Angeles,CA,36.0,79,2017
Madera,CA,33.7,39,2017
Marin,CA,46.1,433,2017
Mariposa,CA,51.1,492,2017
Mendocino,CA,42.4,318,2017
Merced,CA,30.8,16,2017
Modoc,CA,47.8,461,2017
Mono,CA,38.3,144,2017
Monterey,CA,33.9,41,2017
Napa,CA,40.8,243,2017
Nevada,CA,49.8,483,2017
Orange,CA,37.5,115,2017
Placer,CA,41.6,279,2017
Plumas,CA,52.1,499,2017
Riverside,CA,35.0,57,2017
Sacramento,CA,35.9,76,2017
San Benito,CA,35.4,65,2017
San Bernardino,CA,32.9,31,2017
San Diego,CA,35.4,65,2017
San Francisco,CA,38.3,144,2017
San Joaquin,CA,33.9,41,2017
San Luis Obispo,CA,39.0,165,2017
San Mateo,CA,39.6,188,2017
Santa Barbara,CA,33.7,39,2017
Santa Clara,CA,37.0,101,2017
Santa Cruz,CA,37.3,110,2017
Shasta,CA,41.8,290,2017
Sierra,CA,55.0,507,2017
Siskiyou,CA,47.9,462,2017
Solano,CA,37.7,120,2017
Sonoma,CA,41.4,272,2017
Stanislaus,CA,33.9,41,2017
Sutter,CA,35.7,70,2017
Tehama,CA,41.1,258,2017
Trinity,CA,51.4,493,2017
Tulare,CA,30.6,14,2017
Tuolumne,CA,48.6,471,2017
Ventura,CA,37.5,115,2017
Yolo,CA,30.9,17,2017
Yuba,CA,32.4,27,2017
Adams,CO,33.4,36,2017
Alamosa,CO,30.3,12,2017
Arapahoe,CO,36.4,87,2017
Archuleta,CO,49.8,483,2017
Baca,CO,47.6,458,2017
Bent,CO,40.4,221,2017
Boulder,CO,36.2,84,2017
Broomfield,CO,37.8,123,2017
Chaffee,CO,49.9,483,2017
Cheyenne,CO,35.8,73,2017
Clear Creek,CO,47.2,452,2017
Conejos,CO,38.2,139,2017
Costilla,CO,51.0,492,2017
Crowley,CO,38.2,139,2017
Custer,CO,58.2,511,2017
Delta,CO,47.8,461,2017
Denver,CO,34.4,48,2017
Dolores,CO,49.4,479,2017
Douglas,CO,38.1,135,2017
Eagle,CO,36.5,89,2017
Elbert,CO,45.6,420,2017
El Paso,CO,34.0,43,2017
Fremont,CO,44.8,406,2017
Garfield,CO,36.2,84,2017
Gilpin,CO,45.2,414,2017
Grand,CO,44.1,383,2017
Gunnison,CO,34.5,49,2017
Hinsdale,CO,57.2,509,2017
Huerfano,CO,54.9,507,2017
Jackson,CO,49.2,477,2017
Jefferson,CO,40.4,221,2017
Kiowa,CO,41.1,258,2017
Kit Carson,CO,38.4,146,2017
Lake,CO,39.3,175,2017
La Plata,CO,39.7,191,2017
Larimer,CO,35.7,70,2017
Las Animas,CO,46.0,432,2017
Lincoln,CO,38.5,149,2017
Logan,CO,37.5,115,2017
Mesa,CO,38.9,161,2017
Mineral,CO,58.5,511,2017
Moffat,CO,37.7,120,2017
Montezuma,CO,44.1,383,2017
Montrose,CO,44.7,403,2017
Morgan,CO,36.6,92,2017
Otero,CO,40.2,212,2017
Ouray,CO,53.7,505,2017
Park,CO,50.6,489,2017
Phillips,CO,38.5,149,2017
Pitkin,CO,43.3,354,2017
Prowers,CO,37.4,112,2017
Pueblo,CO,38.8,158,2017
Rio Blanco,CO,35.9,76,2017
Rio Grande,CO,40.7,239,2017
Routt,CO,39.9,201,2017
Saguache,CO,48.8,473,2017
San Juan,CO,46.9,448,2017
San Miguel,CO,42.0,300,2017
Sedgwick,CO,48.4,467,2017
Summit,CO,39.2,172,2017
Teller,CO,49.8,483,2017
Washington,CO,42.2,310,2017
Weld,CO,34.2,46,2017
Yuma,CO,35.8,73,2017
Fairfield,CT,40.2,212,2017
Hartford,CT,40.4,221,2017
Litchfield,CT,46.9,448,2017
Middlesex,CT,45.1,412,2017
New Haven,CT,40.1,208,2017
New London,CT,41.0,254,2017
Tolland,CT,37.9,127,2017
Windham,CT,41.0,254,2017
Kent,DE,37.3,110,2017
New Castle,DE,37.8,123,2017
Sussex,DE,48.3,466,2017
District of,,33.9,41,2017
Alachua,FL,31.2,18,2017
Baker,FL,37.1,103,2017
Bay,FL,39.6,188,2017
Bradford,FL,40.9,248,2017
Brevard,FL,47.1,451,2017
Broward,FL,40.1,208,2017
Calhoun,FL,40.3,217,2017
Charlotte,FL,58.1,510,2017
Citrus,FL,55.9,508,2017
Clay,FL,39.4,179,2017
Collier,FL,49.7,482,2017
Columbia,FL,40.7,239,2017
DeSoto,FL,40.7,239,2017
Dixie,FL,47.6,458,2017
Duval,FL,36.0,79,2017
Escambia,FL,37.0,101,2017
Flagler,FL,50.3,487,2017
Franklin,FL,44.3,389,2017
Gadsden,FL,40.7,239,2017
Gilchrist,FL,42.8,336,2017
Glades,FL,45.8,425,2017
Gulf,FL,44.3,389,2017
Hamilton,FL,41.1,258,2017
Hardee,FL,34.9,55,2017
Hendry,FL,33.7,39,2017
Hernando,FL,48.9,474,2017
Highlands,FL,53.1,503,2017
Hillsborough,FL,36.8,96,2017
Holmes,FL,42.2,310,2017
Indian River,FL,52.2,499,2017
Jackson,FL,41.5,276,2017
Jefferson,FL,46.0,432,2017
Lafayette,FL,39.2,172,2017
Lake,FL,46.6,442,2017
Lee,FL,47.8,461,2017
Leon,FL,30.5,13,2017
Levy,FL,46.4,439,2017
Liberty,FL,36.9,98,2017
Madison,FL,42.4,318,2017
Manatee,FL,47.6,458,2017
Marion,FL,48.5,468,2017
Martin,FL,51.6,494,2017
Miami-Dade,FL,39.5,183,2017
Monroe,FL,46.7,445,2017
Nassau,FL,44.9,408,2017
Okaloosa,FL,36.7,94,2017
Okeechobee,FL,41.0,254,2017
Orange,FL,34.7,52,2017
Osceola,FL,35.7,70,2017
Palm Beach,FL,44.4,393,2017
Pasco,FL,44.5,396,2017
Pinellas,FL,47.6,458,2017
Polk,FL,40.4,221,2017
Putnam,FL,44.8,406,2017
St. Johns,FL,43.1,346,2017
St. Lucie,FL,44.6,401,2017
Santa Rosa,FL,39.5,183,2017
Sarasota,FL,55.1,507,2017
Seminole,FL,39.1,168,2017
Sumter,FL,66.4,511,2017
Suwannee,FL,41.7,284,2017
Taylor,FL,41.4,272,2017
Union,FL,39.8,196,2017
Volusia,FL,46.4,439,2017
Wakulla,FL,40.7,239,2017
Walton,FL,43.2,350,2017
Washington,FL,41.9,295,2017
Appling,GA,39.3,175,2017
Atkinson,GA,34.9,55,2017
Bacon,GA,37.6,117,2017
Baker,GA,43.6,367,2017
Baldwin,GA,35.1,59,2017
Banks,GA,40.3,217,2017
Barrow,GA,35.1,59,2017
Bartow,GA,37.5,115,2017
Ben Hill,GA,39.0,165,2017
Berrien,GA,39.5,183,2017
Bibb,GA,36.0,79,2017
Bleckley,GA,37.4,112,2017
Brantley,GA,40.3,217,2017
Brooks,GA,43.2,350,2017
Bryan,GA,34.8,53,2017
Bulloch,GA,28.1,6,2017
Burke,GA,37.4,112,2017
Butts,GA,38.4,146,2017
Calhoun,GA,38.4,146,2017
Camden,GA,31.6,22,2017
Candler,GA,37.9,127,2017
Carroll,GA,34.4,48,2017
Catoosa,GA,39.6,188,2017
Charlton,GA,41.4,272,2017
Chatham,GA,34.9,55,2017
Chattahoochee,GA,23.7,0,2017
Chattooga,GA,40.3,217,2017
Cherokee,GA,38.0,131,2017
Clarke,GA,27.3,4,2017
Clay,GA,44.6,401,2017
Clayton,GA,32.4,27,2017
Clinch,GA,37.6,117,2017
Cobb,GA,36.4,87,2017
Coffee,GA,35.9,76,2017
Colquitt,GA,36.0,79,2017
Columbia,GA,36.4,87,2017
Cook,GA,37.0,101,2017
Coweta,GA,37.9,127,2017
Crawford,GA,44.2,386,2017
Crisp,GA,38.3,144,2017
Dade,GA,41.8,290,2017
Dawson,GA,43.3,354,2017
Decatur,GA,37.9,127,2017
DeKalb,GA,35.5,66,2017
Dodge,GA,41.2,263,2017
Dooly,GA,43.5,363,2017
Dougherty,GA,35.0,57,2017
Douglas,GA,36.3,85,2017
Early,GA,40.5,227,2017
Echols,GA,38.1,135,2017
Effingham,GA,36.2,84,2017
Elbert,GA,42.3,314,2017
Emanuel,GA,37.2,106,2017
Evans,GA,37.3,110,2017
Fannin,GA,50.8,490,2017
Fayette,GA,43.5,363,2017
Floyd,GA,38.3,144,2017
Forsyth,GA,38.2,139,2017
Franklin,GA,41.1,258,2017
Fulton,GA,35.2,62,2017
Gilmer,GA,46.0,432,2017
Glascock,GA,42.9,338,2017
Glynn,GA,40.8,243,2017
Gordon,GA,37.0,101,2017
Grady,GA,39.7,191,2017
Greene,GA,48.9,474,2017
Gwinnett,GA,34.9,55,2017
Habersham,GA,39.5,183,2017
Hall,GA,36.0,79,2017
Hancock,GA,44.3,389,2017
Haralson,GA,40.7,239,2017
Harris,GA,43.2,350,2017
Hart,GA,43.0,343,2017
Heard,GA,41.9,295,2017
Henry,GA,36.7,94,2017
Houston,GA,35.1,59,2017
Irwin,GA,39.7,191,2017
Jackson,GA,38.7,155,2017
Jasper,GA,42.2,310,2017
Jeff Davis,GA,36.3,85,2017
Jefferson,GA,38.6,151,2017
Jenkins,GA,40.6,233,2017
Johnson,GA,41.6,279,2017
Jones,GA,39.7,191,2017
Lamar,GA,38.1,135,2017
Lanier,GA,33.8,40,2017
Laurens,GA,38.3,144,2017
Lee,GA,36.9,98,2017
Liberty,GA,27.9,5,2017
Lincoln,GA,47.9,462,2017
Long,GA,31.6,22,2017
Lowndes,GA,30.1,11,2017
Lumpkin,GA,37.3,110,2017
McDuffie,GA,37.8,123,2017
McIntosh,GA,49.2,477,2017
Macon,GA,40.6,233,2017
Madison,GA,41.0,254,2017
Marion,GA,43.3,354,2017
Meriwether,GA,42.0,300,2017
Miller,GA,43.1,346,2017
Mitchell,GA,38.8,158,2017
Monroe,GA,43.3,354,2017
Montgomery,GA,39.4,179,2017
Morgan,GA,44.2,386,2017
Murray,GA,37.6,117,2017
Muscogee,GA,33.7,39,2017
Newton,GA,36.2,84,2017
Oconee,GA,40.1,208,2017
Oglethorpe,GA,42.5,323,2017
Paulding,GA,35.6,68,2017
Peach,GA,35.8,73,2017
Pickens,GA,44.9,408,2017
Pierce,GA,39.4,179,2017
Pike,GA,40.5,227,2017
Polk,GA,37.1,103,2017
Pulaski,GA,43.1,346,2017
Putnam,GA,45.6,420,2017
Quitman,GA,52.6,501,2017
Rabun,GA,48.8,473,2017
Randolph,GA,44.3,389,2017
Richmond,GA,33.7,39,2017
Rockdale,GA,37.3,110,2017
Schley,GA,36.9,98,2017
Screven,GA,41.2,263,2017
Seminole,GA,44.0,379,2017
Spalding,GA,38.9,161,2017
Stephens,GA,42.3,314,2017
Stewart,GA,37.0,101,2017
Sumter,GA,35.2,62,2017
Talbot,GA,49.9,483,2017
Taliaferro,GA,43.3,354,2017
Tattnall,GA,36.9,98,2017
Taylor,GA,43.8,373,2017
Telfair,GA,41.0,254,2017
Terrell,GA,40.7,239,2017
Thomas,GA,39.6,188,2017
Tift,GA,35.5,66,2017
Toombs,GA,36.1,81,2017
Towns,GA,53.3,504,2017
Treutlen,GA,40.8,243,2017
Troup,GA,36.2,84,2017
Turner,GA,40.2,212,2017
Twiggs,GA,46.3,437,2017
Union,GA,53.8,506,2017
Upson,GA,41.5,276,2017
Walker,GA,41.4,272,2017
Walton,GA,38.9,161,2017
Ware,GA,38.9,161,2017
Warren,GA,44.2,386,2017
Washington,GA,40.3,217,2017
Wayne,GA,38.2,139,2017
Webster,GA,43.5,363,2017
Wheeler,GA,38.2,139,2017
White,GA,45.1,412,2017
Whitfield,GA,35.4,65,2017
Wilcox,GA,39.4,179,2017
Wilkes,GA,45.5,419,2017
Wilkinson,GA,42.5,323,2017
Worth,GA,42.1,304,2017
Hawaii,HI,42.1,304,2017
Honolulu,HI,37.6,117,2017
Kalawao,HI,57.6,510,2017
Kauai,HI,42.1,304,2017
Maui,HI,40.9,248,2017
Ada,ID,36.4,87,2017
Adams,ID,52.8,502,2017
Bannock,ID,33.2,34,2017
Bear Lake,ID,39.3,175,2017
Benewah,ID,46.5,441,2017
Bingham,ID,33.3,35,2017
Blaine,ID,42.8,336,2017
Boise,ID,53.2,504,2017
Bonner,ID,47.7,460,2017
Bonneville,ID,32.6,29,2017
Boundary,ID,43.7,371,2017
Butte,ID,46.4,439,2017
Camas,ID,47.0,450,2017
Canyon,ID,33.2,34,2017
Caribou,ID,36.9,98,2017
Cassia,ID,31.8,24,2017
Clark,ID,29.7,9,2017
Clearwater,ID,50.3,487,2017
Custer,ID,53.4,504,2017
Elmore,ID,31.4,20,2017
Franklin,ID,32.6,29,2017
Fremont,ID,36.7,94,2017
Gem,ID,45.2,414,2017
Gooding,ID,37.3,110,2017
Idaho,ID,49.5,480,2017
Jefferson,ID,31.3,20,2017
Jerome,ID,32.6,29,2017
Kootenai,ID,39.7,191,2017
Latah,ID,28.3,6,2017
Lemhi,ID,52.9,502,2017
Lewis,ID,48.1,465,2017
Lincoln,ID,33.1,33,2017
Madison,ID,23.5,0,2017
Minidoka,ID,35.4,65,2017
Nez Perce,ID,41.3,267,2017
Oneida,ID,39.5,183,2017
Owyhee,ID,38.6,151,2017
Payette,ID,38.8,158,2017
Power,ID,34.8,53,2017
Shoshone,ID,47.2,452,2017
Teton,ID,36.4,87,2017
Twin Falls,ID,34.6,50,2017
Valley,ID,50.2,486,2017
Washington,ID,46.1,433,2017
Adams,IL,41.5,276,2017
Alexander,IL,42.3,314,2017
Bond,IL,40.4,221,2017
Boone,IL,38.3,144,2017
Brown,IL,38.7,155,2017
Bureau,IL,43.7,371,2017
Calhoun,IL,46.5,441,2017
Carroll,IL,47.4,455,2017
Cass,IL,40.2,212,2017
Champaign,IL,29.7,9,2017
Christian,IL,42.7,332,2017
Clark,IL,43.0,343,2017
Clay,IL,44.0,379,2017
Clinton,IL,40.4,221,2017
Coles,IL,34.3,47,2017
Cook,IL,36.4,87,2017
Crawford,IL,42.5,323,2017
Cumberland,IL,41.9,295,2017
DeKalb,IL,30.7,15,2017
De Witt,IL,42.8,336,2017
Douglas,IL,37.9,127,2017
DuPage,IL,39.1,168,2017
Edgar,IL,44.5,396,2017
Edwards,IL,43.6,367,2017
Effingham,IL,39.1,168,2017
Fayette,IL,41.4,272,2017
Ford,IL,43.2,350,2017
Franklin,IL,42.3,314,2017
Fulton,IL,42.5,323,2017
Gallatin,IL,44.8,406,2017
Greene,IL,42.7,332,2017
Grundy,IL,37.5,115,2017
Hamilton,IL,43.6,367,2017
Hancock,IL,46.0,432,2017
Hardin,IL,46.8,446,2017
Henderson,IL,49.2,477,2017
Henry,IL,42.7,332,2017
Iroquois,IL,44.3,389,2017
Jackson,IL,31.1,18,2017
Jasper,IL,43.0,343,2017
Jefferson,IL,40.9,248,2017
Jersey,IL,42.5,323,2017
Jo Daviess,IL,49.4,479,2017
Johnson,IL,42.5,323,2017
Kane,IL,36.6,92,2017
Kankakee,IL,37.7,120,2017
Kendall,IL,34.5,49,2017
Knox,IL,42.2,310,2017
Lake,IL,38.0,131,2017
LaSalle,IL,41.8,290,2017
Lawrence,IL,41.2,263,2017
Lee,IL,42.7,332,2017
Livingston,IL,41.6,279,2017
Logan,IL,40.6,233,2017
McDonough,IL,31.3,20,2017
McHenry,IL,39.9,201,2017
McLean,IL,32.7,29,2017
Macon,IL,41.0,254,2017
Macoupin,IL,43.1,346,2017
Madison,IL,40.0,203,2017
Marion,IL,41.8,290,2017
Marshall,IL,46.3,437,2017
Mason,IL,45.5,419,2017
Massac,IL,43.8,373,2017
Menard,IL,42.3,314,2017
Mercer,IL,44.8,406,2017
Monroe,IL,42.3,314,2017
Montgomery,IL,42.4,318,2017
Morgan,IL,41.2,263,2017
Moultrie,IL,39.9,201,2017
Ogle,IL,41.9,295,2017
Peoria,IL,37.0,101,2017
Perry,IL,41.8,290,2017
Piatt,IL,43.0,343,2017
Pike,IL,42.4,318,2017
Pope,IL,52.2,499,2017
Pulaski,IL,43.3,354,2017
Putnam,IL,47.5,456,2017
Randolph,IL,41.5,276,2017
Richland,IL,42.3,314,2017
Rock Island,IL,40.0,203,2017
St. Clair,IL,38.0,131,2017
Saline,IL,42.0,300,2017
Sangamon,IL,40.1,208,2017
Schuyler,IL,46.6,442,2017
Scott,IL,43.7,371,2017
Shelby,IL,44.6,401,2017
Stark,IL,45.0,411,2017
Stephenson,IL,44.7,403,2017
Tazewell,IL,40.8,243,2017
Union,IL,43.5,363,2017
Vermilion,IL,40.2,212,2017
Wabash,IL,42.8,336,2017
Warren,IL,39.1,168,2017
Washington,IL,43.0,343,2017
Wayne,IL,43.4,358,2017
White,IL,43.8,373,2017
Whiteside,IL,42.9,338,2017
Will,IL,37.3,110,2017
Williamson,IL,40.9,248,2017
Winnebago,IL,39.6,188,2017
Woodford,IL,39.9,201,2017
Adams,IN,33.3,35,2017
Allen,IN,35.7,70,2017
Bartholomew,IN,38.1,135,2017
Benton,IN,40.9,248,2017
Blackford,IN,43.7,371,2017
Boone,IN,38.4,146,2017
Brown,IN,49.3,478,2017
Carroll,IN,42.3,314,2017
Cass,IN,40.5,227,2017
Clark,IN,38.8,158,2017
Clay,IN,40.9,248,2017
Clinton,IN,38.2,139,2017
Crawford,IN,43.7,371,2017
Daviess,IN,34.6,50,2017
Dearborn,IN,42.7,332,2017
Decatur,IN,38.8,158,2017
DeKalb,IN,39.1,168,2017
Delaware,IN,35.4,65,2017
Dubois,IN,40.2,212,2017
Elkhart,IN,35.4,65,2017
Fayette,IN,42.4,318,2017
Floyd,IN,39.9,201,2017
Fountain,IN,43.0,343,2017
Franklin,IN,42.3,314,2017
Fulton,IN,41.9,295,2017
Gibson,IN,40.5,227,2017
Grant,IN,39.9,201,2017
Greene,IN,42.8,336,2017
Hamilton,IN,36.6,92,2017
Hancock,IN,40.2,212,2017
Harrison,IN,42.7,332,2017
Hendricks,IN,37.6,117,2017
Henry,IN,42.2,310,2017
Howard,IN,41.5,276,2017
Huntington,IN,40.3,217,2017
Jackson,IN,38.2,139,2017
Jasper,IN,39.0,165,2017
Jay,IN,39.8,196,2017
Jefferson,IN,40.6,233,2017
Jennings,IN,39.6,188,2017
Johnson,IN,37.3,110,2017
Knox,IN,38.1,135,2017
Kosciusko,IN,38.0,131,2017
LaGrange,IN,31.5,21,2017
Lake,IN,38.6,151,2017
LaPorte,IN,40.2,212,2017
Lawrence,IN,42.6,327,2017
Madison,IN,40.2,212,2017
Marion,IN,34.3,47,2017
Marshall,IN,39.8,196,2017
Martin,IN,42.0,300,2017
Miami,IN,39.9,201,2017
Monroe,IN,28.8,7,2017
Montgomery,IN,40.5,227,2017
Morgan,IN,41.5,276,2017
Newton,IN,42.5,323,2017
Noble,IN,38.5,149,2017
Ohio,IN,46.8,446,2017
Orange,IN,41.3,267,2017
Owen,IN,44.6,401,2017
Parke,IN,42.2,310,2017
Perry,IN,41.9,295,2017
Pike,IN,43.9,375,2017
Porter,IN,39.4,179,2017
Posey,IN,42.5,323,2017
Pulaski,IN,41.8,290,2017
Putnam,IN,37.8,123,2017
Randolph,IN,42.1,304,2017
Ripley,IN,40.6,233,2017
Rush,IN,41.6,279,2017
St. Joseph,IN,36.5,89,2017
Scott,IN,40.7,239,2017
Shelby,IN,41.3,267,2017
Spencer,IN,43.2,350,2017
Starke,IN,41.7,284,2017
Steuben,IN,42.7,332,2017
Sullivan,IN,41.4,272,2017
Switzerland,IN,40.0,203,2017
Tippecanoe,IN,28.1,6,2017
Tipton,IN,44.5,396,2017
Union,IN,43.3,354,2017
Vanderburgh,IN,37.9,127,2017
Vermillion,IN,43.2,350,2017
Vigo,IN,36.1,81,2017
Wabash,IN,42.0,300,2017
Warren,IN,44.6,401,2017
Warrick,IN,40.5,227,2017
Washington,IN,41.2,263,2017
Wayne,IN,41.1,258,2017
Wells,IN,39.8,196,2017
White,IN,42.0,300,2017
Whitley,IN,41.0,254,2017
Adair,IA,45.7,422,2017
Adams,IA,47.7,460,2017
Allamakee,IA,45.0,411,2017
Appanoose,IA,45.1,412,2017
Audubon,IA,48.3,466,2017
Benton,IA,42.1,304,2017
Black Hawk,IA,34.9,55,2017
Boone,IA,41.4,272,2017
Bremer,IA,39.2,172,2017
Buchanan,IA,38.7,155,2017
Buena Vista,IA,35.1,59,2017
Butler,IA,43.7,371,2017
Calhoun,IA,45.1,412,2017
Carroll,IA,41.7,284,2017
Cass,IA,44.6,401,2017
Cedar,IA,41.9,295,2017
Cerro Gordo,IA,44.5,396,2017
Cherokee,IA,46.3,437,2017
Chickasaw,IA,44.2,386,2017
Clarke,IA,40.7,239,2017
Clay,IA,42.2,310,2017
Clayton,IA,46.5,441,2017
Clinton,IA,42.2,310,2017
Crawford,IA,37.6,117,2017
Dallas,IA,35.1,59,2017
