county,state,percentHighSchool,percentHighSchoolBucket,year
Fremont,IA,92.8,453,2017
Greene,IA,92.3,433,2017
Grundy,IA,95.2,499,2017
Guthrie,IA,92.4,438,2017
Hamilton,IA,92.6,446,2017
Hancock,IA,93.4,466,2017
Hardin,IA,91.8,414,2017
Harrison,IA,92,422,2017
Henry,IA,92.1,427,2017
Howard,IA,89.6,333,2017
Humboldt,IA,91.8,414,2017
Ida,IA,93.6,472,2017
Iowa,IA,92.5,441,2017
Jackson,IA,91.5,406,2017
Jasper,IA,93.1,459,2017
Jefferson,IA,94.8,493,2017
Johnson,IA,95.1,497,2017
Jones,IA,92.3,433,2017
Keokuk,IA,92.3,433,2017
Kossuth,IA,94.9,495,2017
Lee,IA,92.3,433,2017
Linn,IA,94.7,492,2017
Louisa,IA,81.5,126,2017
Lucas,IA,92.7,450,2017
Lyon,IA,90.6,372,2017
Madison,IA,94.4,487,2017
Mahaska,IA,91.9,418,2017
Marion,IA,93.2,462,2017
Marshall,IA,85.1,200,2017
Mills,IA,92.6,446,2017
Mitchell,IA,90.5,369,2017
Monona,IA,91.1,392,2017
Monroe,IA,90.2,357,2017
Montgomery,IA,91.1,392,2017
Muscatine,IA,87,247,2017
O'Brien,IA,92.4,438,2017
Osceola,IA,87.4,257,2017
Page,IA,89.8,341,2017
Palo Alto,IA,94.4,487,2017
Plymouth,IA,92.6,446,2017
Pocahontas,IA,92.1,427,2017
Polk,IA,91.4,403,2017
Pottawattamie,IA,89.7,338,2017
Poweshiek,IA,92.7,450,2017
Ringgold,IA,92,422,2017
Sac,IA,92.1,427,2017
Scott,IA,92.4,438,2017
Shelby,IA,91.1,392,2017
Sioux,IA,90,350,2017
Story,IA,96.8,509,2017
Tama,IA,91.1,392,2017
Taylor,IA,91,388,2017
Union,IA,91.3,399,2017
Van Buren,IA,87.6,264,2017
Wapello,IA,87.4,257,2017
Warren,IA,95.7,503,2017
Washington,IA,91.4,403,2017
Wayne,IA,89.3,320,2017
Webster,IA,91.4,403,2017
Winnebago,IA,91.6,408,2017
Winneshiek,IA,94.7,492,2017
Woodbury,IA,85.8,216,2017
Worth,IA,92.3,433,2017
Wright,IA,90.5,369,2017
Allen,KS,92.4,438,2017
Anderson,KS,90.8,382,2017
Atchison,KS,92.4,438,2017
Barber,KS,92.6,446,2017
Barton,KS,87.6,264,2017
Bourbon,KS,90.4,364,2017
Brown,KS,93.3,464,2017
Butler,KS,92.3,433,2017
Chase,KS,92,422,2017
Chautauqua,KS,87.6,264,2017
Cherokee,KS,87.7,268,2017
Cheyenne,KS,92.6,446,2017
Clark,KS,93.4,466,2017
Clay,KS,92.2,429,2017
Cloud,KS,91.3,399,2017
Coffey,KS,92.6,446,2017
Comanche,KS,92.5,441,2017
Cowley,KS,90,350,2017
Crawford,KS,90.3,361,2017
Decatur,KS,91.3,399,2017
Dickinson,KS,90.2,357,2017
Doniphan,KS,90.1,354,2017
Douglas,KS,95.3,500,2017
Edwards,KS,82.5,140,2017
Elk,KS,89.9,347,2017
Ellis,KS,93.2,462,2017
Ellsworth,KS,90.8,382,2017
Finney,KS,71.3,18,2017
Ford,KS,70.8,16,2017
Franklin,KS,92,422,2017
Geary,KS,92.8,453,2017
Gove,KS,91.9,418,2017
Graham,KS,93.3,464,2017
Grant,KS,72.8,22,2017
Gray,KS,76.4,48,2017
Greeley,KS,88.6,296,2017
Greenwood,KS,89.9,347,2017
Hamilton,KS,82.5,140,2017
Harper,KS,88.9,308,2017
Harvey,KS,91.2,395,2017
Haskell,KS,69.4,11,2017
Hodgeman,KS,92.6,446,2017
Jackson,KS,95,495,2017
Jefferson,KS,92.6,446,2017
Jewell,KS,94.8,493,2017
Johnson,KS,95.7,503,2017
Kearny,KS,78.1,67,2017
Kingman,KS,93.1,459,2017
Kiowa,KS,90.1,354,2017
Labette,KS,87.2,251,2017
Lane,KS,93.5,469,2017
Leavenworth,KS,91.6,408,2017
Lincoln,KS,94.2,484,2017
Linn,KS,89.3,320,2017
Logan,KS,91.6,408,2017
Lyon,KS,89.1,315,2017
McPherson,KS,91.4,403,2017
Marion,KS,89.8,341,2017
Marshall,KS,92.7,450,2017
Meade,KS,82.1,134,2017
Miami,KS,94.9,495,2017
Mitchell,KS,95.3,500,2017
Montgomery,KS,89.2,317,2017
Morris,KS,88.2,283,2017
Morton,KS,85.6,211,2017
Nemaha,KS,92.5,441,2017
Neosho,KS,91.9,418,2017
Ness,KS,91.2,395,2017
Norton,KS,90.3,361,2017
Osage,KS,90.9,384,2017
Osborne,KS,92,422,2017
Ottawa,KS,94.8,493,2017
Pawnee,KS,90.4,364,2017
Phillips,KS,93.2,462,2017
Pottawatomie,KS,94.7,492,2017
Pratt,KS,91.8,414,2017
Rawlins,KS,94.6,490,2017
Reno,KS,87.7,268,2017
Republic,KS,95.1,497,2017
Rice,KS,89.1,315,2017
Riley,KS,95.9,505,2017
Rooks,KS,91.2,395,2017
Rush,KS,90.8,382,2017
Russell,KS,91.1,392,2017
Saline,KS,90.1,354,2017
Scott,KS,85.3,205,2017
Sedgwick,KS,89.1,315,2017
Seward,KS,67.2,7,2017
Shawnee,KS,91.6,408,2017
Sheridan,KS,93.4,466,2017
Sherman,KS,94.8,493,2017
Smith,KS,93.2,462,2017
Stafford,KS,88.5,293,2017
Stanton,KS,77.9,65,2017
Stevens,KS,81.3,121,2017
Sumner,KS,92.1,427,2017
Thomas,KS,95.2,499,2017
Trego,KS,93.2,462,2017
Wabaunsee,KS,93.3,464,2017
Wallace,KS,91.5,406,2017
Washington,KS,91.9,418,2017
Wichita,KS,84.4,181,2017
Wilson,KS,87.8,270,2017
Woodson,KS,88.4,289,2017
Wyandotte,KS,78.8,79,2017
Adair,KY,76.9,53,2017
Allen,KY,79.5,90,2017
Anderson,KY,88.2,283,2017
Ballard,KY,85.3,205,2017
Barren,KY,82.2,136,2017
Bath,KY,76,46,2017
Bell,KY,67.2,7,2017
Boone,KY,92.7,450,2017
Bourbon,KY,84.5,184,2017
Boyd,KY,88.8,304,2017
Boyle,KY,86.8,241,2017
Bracken,KY,84.4,181,2017
Breathitt,KY,72.8,22,2017
Breckinridge,KY,80.4,105,2017
Bullitt,KY,87.3,255,2017
Butler,KY,77.8,64,2017
Caldwell,KY,88.9,308,2017
Calloway,KY,88.4,289,2017
Campbell,KY,90.5,369,2017
Carlisle,KY,83.5,163,2017
Carroll,KY,76.5,50,2017
Carter,KY,78.9,81,2017
Casey,KY,74.3,32,2017
Christian,KY,85.6,211,2017
Clark,KY,85.9,219,2017
Clay,KY,63,2,2017
Clinton,KY,71.7,19,2017
Crittenden,KY,81.9,131,2017
Cumberland,KY,81.5,126,2017
Daviess,KY,89.1,315,2017
Edmonson,KY,79.2,86,2017
Elliott,KY,76.5,50,2017
Estill,KY,76,46,2017
Fayette,KY,90.5,369,2017
Fleming,KY,77.4,60,2017
Floyd,KY,74.9,36,2017
Franklin,KY,87.3,255,2017
Fulton,KY,79,83,2017
Gallatin,KY,81.1,119,2017
Garrard,KY,80.3,103,2017
Grant,KY,82.6,143,2017
Graves,KY,83.5,163,2017
Grayson,KY,80.4,105,2017
Green,KY,75.7,43,2017
Greenup,KY,86.9,243,2017
Hancock,KY,86.1,224,2017
Hardin,KY,90.2,357,2017
Harlan,KY,71.4,18,2017
Harrison,KY,82.4,138,2017
Hart,KY,74.9,36,2017
Henderson,KY,86.3,229,2017
Henry,KY,83.6,165,2017
Hickman,KY,77.5,60,2017
Hopkins,KY,85.6,211,2017
Jackson,KY,74.3,32,2017
Jefferson,KY,89.7,338,2017
Jessamine,KY,86.4,231,2017
Johnson,KY,79.7,93,2017
Kenton,KY,89.6,333,2017
Knott,KY,73.4,26,2017
Knox,KY,68,8,2017
Larue,KY,83.3,159,2017
Laurel,KY,78.9,81,2017
Lawrence,KY,76.7,51,2017
Lee,KY,70.3,14,2017
Leslie,KY,68.2,9,2017
Letcher,KY,75,36,2017
Lewis,KY,74,30,2017
Lincoln,KY,78.7,77,2017
Livingston,KY,83.1,153,2017
Logan,KY,82.3,137,2017
Lyon,KY,86.2,227,2017
McCracken,KY,88.3,286,2017
McCreary,KY,73.4,26,2017
McLean,KY,84.5,184,2017
Madison,KY,86.8,241,2017
Magoffin,KY,70.6,16,2017
Marion,KY,81,116,2017
Marshall,KY,86.6,235,2017
Martin,KY,72.6,21,2017
Mason,KY,85.9,219,2017
Meade,KY,87.8,270,2017
Menifee,KY,77.9,65,2017
Mercer,KY,84.6,187,2017
Metcalfe,KY,77.2,57,2017
Monroe,KY,76.6,51,2017
Montgomery,KY,83.6,165,2017
Morgan,KY,74.8,35,2017
Muhlenberg,KY,79.9,96,2017
Nelson,KY,89.4,325,2017
Nicholas,KY,79.4,89,2017
Ohio,KY,79.9,96,2017
Oldham,KY,93.5,469,2017
Owen,KY,82.8,147,2017
Owsley,KY,70.1,13,2017
Pendleton,KY,82.8,147,2017
Perry,KY,76.6,51,2017
Pike,KY,75.6,42,2017
Powell,KY,78.9,81,2017
Pulaski,KY,81.4,124,2017
Robertson,KY,74.7,35,2017
Rockcastle,KY,77.7,63,2017
Rowan,KY,82.3,137,2017
Russell,KY,76,46,2017
Scott,KY,89.9,347,2017
Shelby,KY,86.2,227,2017
Simpson,KY,84.8,192,2017
Spencer,KY,88.8,304,2017
Taylor,KY,84.2,178,2017
Todd,KY,77.7,63,2017
Trigg,KY,84.5,184,2017
Trimble,KY,82.6,143,2017
Union,KY,86.4,231,2017
Warren,KY,88.2,283,2017
Washington,KY,82.9,149,2017
Wayne,KY,73,24,2017
Webster,KY,79.4,89,2017
Whitley,KY,79.1,84,2017
Wolfe,KY,69.3,11,2017
Woodford,KY,88.9,308,2017
Acadia,LA,77.6,62,2017
Allen,LA,79.6,92,2017
Ascension,LA,88.4,289,2017
Assumption,LA,73.6,27,2017
Avoyelles,LA,73.9,29,2017
Beauregard,LA,84.7,190,2017
Bienville,LA,84.5,184,2017
Bossier,LA,88.8,304,2017
Caddo,LA,86.5,233,2017
Calcasieu,LA,86.1,224,2017
Caldwell,LA,76.9,53,2017
Cameron,LA,80.2,102,2017
Catahoula,LA,77.4,60,2017
Claiborne,LA,79.4,89,2017
Concordia,LA,76.4,48,2017
De Soto,LA,82.6,143,2017
East Baton Rouge,LA,90.2,357,2017
East Carroll,LA,70.5,15,2017
East Feliciana,LA,80.9,115,2017
Evangeline,LA,74,30,2017
Franklin,LA,75.2,38,2017
Grant,LA,81.8,129,2017
Iberia,LA,78.5,74,2017
Iberville,LA,77.5,60,2017
Jackson,LA,79.1,84,2017
Jefferson,LA,84.9,195,2017
Jefferson Davis,LA,79,83,2017
Lafayette,LA,87,247,2017
Lafourche,LA,76.1,46,2017
LaSalle,LA,75.4,41,2017
Lincoln,LA,88.2,283,2017
Livingston,LA,85.3,205,2017
Madison,LA,75.3,40,2017
Morehouse,LA,80.3,103,2017
Natchitoches,LA,85,197,2017
Orleans,LA,85.9,219,2017
Ouachita,LA,85.6,211,2017
Plaquemines,LA,82.2,136,2017
Pointe Coupee,LA,78.8,79,2017
Rapides,LA,84.7,190,2017
Red River,LA,81.5,126,2017
Richland,LA,79.4,89,2017
Sabine,LA,83.5,163,2017
St. Bernard,LA,81.7,128,2017
St. Charles,LA,88.2,283,2017
St. Helena,LA,75.9,45,2017
St. James,LA,84.2,178,2017
St. John the Baptist,LA,84.2,178,2017
St. Landry,LA,76.5,50,2017
St. Martin,LA,80,98,2017
St. Mary,LA,79.8,95,2017
St. Tammany,LA,89.5,328,2017
Tangipahoa,LA,82,132,2017
Tensas,LA,76.2,47,2017
Terrebonne,LA,78.3,71,2017
Union,LA,85.8,216,2017
Vermilion,LA,75.8,44,2017
Vernon,LA,87.5,260,2017
Washington,LA,76.6,51,2017
Webster,LA,81.3,121,2017
West Baton Rouge,LA,82.9,149,2017
West Carroll,LA,77,54,2017
West Feliciana,LA,81.5,126,2017
Winn,LA,79.9,96,2017
Androscoggin,ME,89.8,341,2017
Aroostook,ME,87.6,264,2017
Cumberland,ME,94.7,492,2017
Franklin,ME,92.5,441,2017
Hancock,ME,94.2,484,2017
Kennebec,ME,91.3,399,2017
Knox,ME,93.7,474,2017
Lincoln,ME,93,458,2017
Oxford,ME,91.1,392,2017
Penobscot,ME,91.4,403,2017
Piscataquis,ME,90.4,364,2017
Sagadahoc,ME,94.9,495,2017
Somerset,ME,87.7,268,2017
Waldo,ME,92.9,456,2017
Washington,ME,87.8,270,2017
York,ME,92.7,450,2017
Allegany,MD,89.5,328,2017
Anne Arundel,MD,92,422,2017
Baltimore,MD,91.1,392,2017
Calvert,MD,93.8,477,2017
Caroline,MD,83.3,159,2017
Carroll,MD,92.2,429,2017
Cecil,MD,88.8,304,2017
Charles,MD,92.7,450,2017
Dorchester,MD,85.3,205,2017
Frederick,MD,92.6,446,2017
Garrett,MD,89.1,315,2017
Harford,MD,92.9,456,2017
Howard,MD,95.3,500,2017
Kent,MD,87.3,255,2017
Montgomery,MD,91.1,392,2017
Prince George's,MD,86.1,224,2017
Queen Anne's,MD,91.9,418,2017
St. Mary's,MD,89.7,338,2017
Somerset,MD,81.8,129,2017
Talbot,MD,89.5,328,2017
Washington,MD,87,247,2017
Wicomico,MD,88.6,296,2017
Worcester,MD,90.1,354,2017
Baltimore City,MD,84.2,178,2017
Barnstable,MA,95.6,502,2017
Berkshire,MA,90.8,382,2017
Bristol,MA,84.3,179,2017
Dukes,MA,96.6,509,2017
Essex,MA,89.4,325,2017
Franklin,MA,92.8,453,2017
Hampden,MA,85.4,207,2017
Hampshire,MA,94.5,489,2017
Middlesex,MA,92.8,453,2017
Nantucket,MA,94.1,483,2017
Norfolk,MA,93.9,479,2017
Plymouth,MA,92.7,450,2017
Suffolk,MA,85.2,202,2017
Worcester,MA,90.3,361,2017
Alcona,MI,88.4,289,2017
Alger,MI,89.3,320,2017
Allegan,MI,90.7,377,2017
Alpena,MI,91,388,2017
Antrim,MI,91,388,2017
Arenac,MI,86.7,237,2017
Baraga,MI,86.3,229,2017
Barry,MI,92,422,2017
Bay,MI,89.7,338,2017
Benzie,MI,92.5,441,2017
Berrien,MI,89.5,328,2017
Branch,MI,88.9,308,2017
Calhoun,MI,91,388,2017
Cass,MI,88,276,2017
Charlevoix,MI,93.6,472,2017
Cheboygan,MI,90.6,372,2017
Chippewa,MI,89.9,347,2017
Clare,MI,84.7,190,2017
Clinton,MI,94.2,484,2017
Crawford,MI,88.4,289,2017
Delta,MI,93.6,472,2017
Dickinson,MI,93.8,477,2017
Eaton,MI,93.6,472,2017
Emmet,MI,94,481,2017
Genesee,MI,90,350,2017
Gladwin,MI,85.8,216,2017
Gogebic,MI,92.3,433,2017
Grand Traverse,MI,94.7,492,2017
Gratiot,MI,89.9,347,2017
Hillsdale,MI,87.8,270,2017
Houghton,MI,92,422,2017
Huron,MI,88.7,300,2017
Ingham,MI,92.4,438,2017
Ionia,MI,90.1,354,2017
Iosco,MI,87.9,274,2017
Iron,MI,91.9,418,2017
Isabella,MI,92,422,2017
Jackson,MI,90.4,364,2017
Kalamazoo,MI,93.8,477,2017
Kalkaska,MI,86.6,235,2017
Kent,MI,89.8,341,2017
Keweenaw,MI,94.7,492,2017
Lake,MI,82.6,143,2017
Lapeer,MI,90.7,377,2017
Leelanau,MI,95.2,499,2017
Lenawee,MI,90.8,382,2017
Livingston,MI,95.4,501,2017
Luce,MI,88.5,293,2017
Mackinac,MI,88.9,308,2017
Macomb,MI,89.3,320,2017
Manistee,MI,90.6,372,2017
Marquette,MI,94.6,490,2017
Mason,MI,91.9,418,2017
Mecosta,MI,89.7,338,2017
Menominee,MI,92.2,429,2017
Midland,MI,93.7,474,2017
Missaukee,MI,88.1,278,2017
Monroe,MI,90.5,369,2017
Montcalm,MI,88.1,278,2017
Montmorency,MI,87.6,264,2017
Muskegon,MI,89.9,347,2017
Newaygo,MI,86.6,235,2017
Oakland,MI,93.7,474,2017
Oceana,MI,86.4,231,2017
Ogemaw,MI,85,197,2017
Ontonagon,MI,92.7,450,2017
Osceola,MI,87.5,260,2017
Oscoda,MI,82.8,147,2017
Otsego,MI,91.6,408,2017
Ottawa,MI,92.2,429,2017
Presque Isle,MI,88.5,293,2017
Roscommon,MI,88.7,300,2017
Saginaw,MI,88.8,304,2017
St. Clair,MI,90.1,354,2017
St. Joseph,MI,86.4,231,2017
Sanilac,MI,87.8,270,2017
Schoolcraft,MI,89.7,338,2017
Shiawassee,MI,92.2,429,2017
Tuscola,MI,89.3,320,2017
Van Buren,MI,87.3,255,2017
Washtenaw,MI,95.1,497,2017
Wayne,MI,85.6,211,2017
Wexford,MI,89.3,320,2017
Aitkin,MN,91.3,399,2017
Anoka,MN,93.7,474,2017
Becker,MN,92.6,446,2017
Beltrami,MN,91,388,2017
Benton,MN,92.2,429,2017
Big Stone,MN,88.9,308,2017
Blue Earth,MN,94.4,487,2017
Brown,MN,91.7,412,2017
Carlton,MN,93.9,479,2017
Carver,MN,96.1,507,2017
Cass,MN,91.4,403,2017
Chippewa,MN,90.3,361,2017
Chisago,MN,94,481,2017
Clay,MN,94.7,492,2017
Clearwater,MN,85.8,216,2017
Cook,MN,95.9,505,2017
Cottonwood,MN,90.3,361,2017
Crow Wing,MN,93.4,466,2017
Dakota,MN,94.7,492,2017
Dodge,MN,94.7,492,2017
Douglas,MN,94.8,493,2017
Faribault,MN,90.8,382,2017
Fillmore,MN,91.2,395,2017
Freeborn,MN,89.7,338,2017
Goodhue,MN,93.8,477,2017
Grant,MN,92.8,453,2017
Hennepin,MN,93,458,2017
Houston,MN,94.2,484,2017
Hubbard,MN,92.7,450,2017
Isanti,MN,91.7,412,2017
Itasca,MN,93.4,466,2017
Jackson,MN,92.4,438,2017
Kanabec,MN,89.4,325,2017
Kandiyohi,MN,88.5,293,2017
Kittson,MN,92.8,453,2017
Koochiching,MN,92.6,446,2017
Lac qui Parle,MN,93.3,464,2017
Lake,MN,95.8,504,2017
Lake of the Woods,MN,90,350,2017
Le Sueur,MN,91.6,408,2017
Lincoln,MN,91.5,406,2017
Lyon,MN,92.4,438,2017
McLeod,MN,92.1,427,2017
Mahnomen,MN,86,222,2017
Marshall,MN,88.6,296,2017
Martin,MN,92.5,441,2017
Meeker,MN,92.3,433,2017
Mille Lacs,MN,89.8,341,2017
Morrison,MN,89.6,333,2017
Mower,MN,86.6,235,2017
Murray,MN,89.6,333,2017
Nicollet,MN,93.5,469,2017
Nobles,MN,76.3,48,2017
Norman,MN,90.8,382,2017
Olmsted,MN,94.5,489,2017
Otter Tail,MN,91.3,399,2017
Pennington,MN,92.5,441,2017
Pine,MN,89.4,325,2017
Pipestone,MN,86.8,241,2017
Polk,MN,91.3,399,2017
Pope,MN,93.7,474,2017
Ramsey,MN,90.1,354,2017
Red Lake,MN,93.3,464,2017
Redwood,MN,89.7,338,2017
Renville,MN,88.8,304,2017
Rice,MN,90.4,364,2017
Rock,MN,90.5,369,2017
Roseau,MN,92.2,429,2017
St. Louis,MN,93.6,472,2017
Scott,MN,94.9,495,2017
Sherburne,MN,94.5,489,2017
Sibley,MN,90.4,364,2017
Stearns,MN,92,422,2017
Steele,MN,92.5,441,2017
Stevens,MN,92.4,438,2017
Swift,MN,89.1,315,2017
Todd,MN,87,247,2017
Traverse,MN,91,388,2017
Wabasha,MN,92.4,438,2017
Wadena,MN,89.4,325,2017
Waseca,MN,92.8,453,2017
Washington,MN,96.1,507,2017
Watonwan,MN,83.5,163,2017
Wilkin,MN,92.8,453,2017
Winona,MN,92.8,453,2017
Wright,MN,94.4,487,2017
Yellow Medicine,MN,90.7,377,2017
Adams,MS,79.5,90,2017
Alcorn,MS,80.8,113,2017
Amite,MS,78.9,81,2017
Attala,MS,77.4,60,2017
Benton,MS,73.1,24,2017
Bolivar,MS,76.1,46,2017
Calhoun,MS,75.4,41,2017
Carroll,MS,82.1,134,2017
Chickasaw,MS,74.5,34,2017
Choctaw,MS,81.4,124,2017
Claiborne,MS,76,46,2017
Clarke,MS,78.9,81,2017
Clay,MS,80,98,2017
Coahoma,MS,78.4,72,2017
Copiah,MS,78.5,74,2017
Covington,MS,81.7,128,2017
DeSoto,MS,89.4,325,2017
Forrest,MS,86.7,237,2017
Franklin,MS,84.5,184,2017
George,MS,79.4,89,2017
Greene,MS,75.9,45,2017
Grenada,MS,78.8,79,2017
Hancock,MS,84.7,190,2017
Harrison,MS,87,247,2017
Hinds,MS,86.3,229,2017
Holmes,MS,75.3,40,2017
Humphreys,MS,68.3,9,2017
Issaquena,MS,65.6,5,2017
Itawamba,MS,77.7,63,2017
Jackson,MS,87.8,270,2017
Jasper,MS,84.1,175,2017
Jefferson,MS,74.2,31,2017
Jefferson Davis,MS,75.7,43,2017
Jones,MS,82.2,136,2017
Kemper,MS,80,98,2017
Lafayette,MS,89.5,328,2017
Lamar,MS,90.6,372,2017
Lauderdale,MS,86.2,227,2017
Lawrence,MS,81.4,124,2017
Leake,MS,78.3,71,2017
Lee,MS,83.2,156,2017
Leflore,MS,78.2,69,2017
Lincoln,MS,86.6,235,2017
Lowndes,MS,84.7,190,2017
Madison,MS,90.9,384,2017
Marion,MS,77.9,65,2017
Marshall,MS,79.4,89,2017
Monroe,MS,79.9,96,2017
Montgomery,MS,80.2,102,2017
Neshoba,MS,78.2,69,2017
Newton,MS,83.3,159,2017
Noxubee,MS,68.2,9,2017
Oktibbeha,MS,88.1,278,2017
Panola,MS,77.8,64,2017
Pearl River,MS,84.2,178,2017
Perry,MS,80.7,111,2017
Pike,MS,80.7,111,2017
Pontotoc,MS,76,46,2017
Prentiss,MS,78.2,69,2017
Quitman,MS,69.2,10,2017
Rankin,MS,89.7,338,2017
Scott,MS,74.2,31,2017
Sharkey,MS,75.3,40,2017
Simpson,MS,79.3,87,2017
Smith,MS,80.2,102,2017
Stone,MS,82.6,143,2017
Sunflower,MS,72.2,20,2017
Tallahatchie,MS,70.9,17,2017
Tate,MS,80.5,107,2017
Tippah,MS,77.6,62,2017
Tishomingo,MS,79.1,84,2017
Tunica,MS,78.7,77,2017
Union,MS,78.3,71,2017
Walthall,MS,80.2,102,2017
Warren,MS,87.2,251,2017
Washington,MS,78.8,79,2017
Wayne,MS,75.1,38,2017
Webster,MS,85.2,202,2017
Wilkinson,MS,69.8,13,2017
Winston,MS,79.1,84,2017
Yalobusha,MS,81,116,2017
Yazoo,MS,76.4,48,2017
Adair,MO,90.5,369,2017
Andrew,MO,91.3,399,2017
Atchison,MO,89.6,333,2017
Audrain,MO,84.7,190,2017
Barry,MO,81.6,127,2017
Barton,MO,87.3,255,2017
Bates,MO,85.8,216,2017
Benton,MO,84.5,184,2017
Bollinger,MO,79.8,95,2017
Boone,MO,93.5,469,2017
Buchanan,MO,88.3,286,2017
Butler,MO,83.5,163,2017
Caldwell,MO,89.7,338,2017
Callaway,MO,86,222,2017
Camden,MO,88.8,304,2017
Cape Girardeau,MO,90.3,361,2017
Carroll,MO,85.8,216,2017
Carter,MO,79.4,89,2017
Cass,MO,92.4,438,2017
Cedar,MO,83.8,169,2017
Chariton,MO,88.5,293,2017
Christian,MO,91.7,412,2017
Clark,MO,85.4,207,2017
Clay,MO,92.9,456,2017
Clinton,MO,92.7,450,2017
Cole,MO,91.4,403,2017
Cooper,MO,88.8,304,2017
Crawford,MO,76.7,51,2017
Dade,MO,87.6,264,2017
Dallas,MO,81.2,119,2017
Daviess,MO,84.3,179,2017
DeKalb,MO,87.1,250,2017
Dent,MO,79.6,92,2017
Douglas,MO,80.4,105,2017
Dunklin,MO,74.3,32,2017
Franklin,MO,87.7,268,2017
Gasconade,MO,87.6,264,2017
Gentry,MO,89,311,2017
Greene,MO,91.5,406,2017
Grundy,MO,86.8,241,2017
Harrison,MO,84.5,184,2017
Henry,MO,87.9,274,2017
Hickory,MO,83.6,165,2017
Holt,MO,91.2,395,2017
Howard,MO,88.3,286,2017
Howell,MO,85.7,213,2017
Iron,MO,80.7,111,2017
Jackson,MO,89.9,347,2017
Jasper,MO,87.1,250,2017
Jefferson,MO,88.2,283,2017
Johnson,MO,92,422,2017
Knox,MO,86.3,229,2017
Laclede,MO,83.5,163,2017
Lafayette,MO,88.8,304,2017
Lawrence,MO,83,151,2017
Lewis,MO,88.4,289,2017
Lincoln,MO,87.9,274,2017
Linn,MO,88.1,278,2017
Livingston,MO,87,247,2017
McDonald,MO,78.5,74,2017
Macon,MO,87.8,270,2017
Madison,MO,81.1,119,2017
Maries,MO,83.9,171,2017
Marion,MO,88.3,286,2017
Mercer,MO,87.9,274,2017
Miller,MO,86.4,231,2017
Mississippi,MO,74.3,32,2017
Moniteau,MO,83.8,169,2017
Monroe,MO,90.8,382,2017
Montgomery,MO,84.2,178,2017
Morgan,MO,77.4,60,2017
New Madrid,MO,75.9,45,2017
Newton,MO,87.1,250,2017
Nodaway,MO,92.6,446,2017
Oregon,MO,83.9,171,2017
Osage,MO,89.8,341,2017
Ozark,MO,84.6,187,2017
Pemiscot,MO,74.4,33,2017
Perry,MO,88.4,289,2017
Pettis,MO,83.8,169,2017
Phelps,MO,86.4,231,2017
Pike,MO,83.6,165,2017
Platte,MO,95.2,499,2017
Polk,MO,87.6,264,2017
Pulaski,MO,90.5,369,2017
Putnam,MO,89.9,347,2017
Ralls,MO,89.2,317,2017
Randolph,MO,85.9,219,2017
Ray,MO,88.2,283,2017
Reynolds,MO,76.8,52,2017
Ripley,MO,78.7,77,2017
St. Charles,MO,94.5,489,2017
St. Clair,MO,81.1,119,2017
Ste. Genevieve,MO,87.3,255,2017
St. Francois,MO,83.2,156,2017
St. Louis,MO,85.7,213,2017
Saline,MO,84.1,175,2017
Schuyler,MO,88.2,283,2017
Scotland,MO,79.4,89,2017
Scott,MO,83.5,163,2017
Shannon,MO,81.9,131,2017
Shelby,MO,91,388,2017
Stoddard,MO,81.4,124,2017
Stone,MO,86.8,241,2017
Sullivan,MO,83.3,159,2017
Taney,MO,88.9,308,2017
Texas,MO,82.3,137,2017
Vernon,MO,88.9,308,2017
Warren,MO,87.9,274,2017
Washington,MO,77,54,2017
Wayne,MO,75.4,41,2017
Webster,MO,86.7,237,2017
Worth,MO,87.7,268,2017
Wright,MO,80.4,105,2017
Beaverhead,MT,94.6,490,2017
Big Horn,MT,88.1,278,2017
Blaine,MT,88.6,296,2017
Broadwater,MT,94.5,489,2017
Carbon,MT,93.9,479,2017
Carter,MT,91.2,395,2017
Cascade,MT,91.9,418,2017
Chouteau,MT,93.5,469,2017
Custer,MT,92.1,427,2017
Daniels,MT,94.2,484,2017
Dawson,MT,92.6,446,2017
Deer Lodge,MT,89.4,325,2017
Fallon,MT,95.8,504,2017
Fergus,MT,93.8,477,2017
Flathead,MT,94.3,486,2017
Gallatin,MT,96.8,509,2017
Garfield,MT,94,481,2017
Glacier,MT,88.8,304,2017
Golden Valley,MT,93.2,462,2017
Granite,MT,89.7,338,2017
Hill,MT,90.1,354,2017
Jefferson,MT,94.8,493,2017
Judith Basin,MT,96.3,508,2017
Lake,MT,90.9,384,2017
Lewis and Clark,MT,95.2,499,2017
Liberty,MT,74.7,35,2017
Lincoln,MT,87.9,274,2017
McCone,MT,93.9,479,2017
Madison,MT,93.9,479,2017
Meagher,MT,92.2,429,2017
Mineral,MT,86.4,231,2017
Missoula,MT,95.1,497,2017
Musselshell,MT,90.5,369,2017
Park,MT,95.7,503,2017
Petroleum,MT,98.1,511,2017
Phillips,MT,89.9,347,2017
Pondera,MT,90.2,357,2017
Powder River,MT,95.1,497,2017
Powell,MT,89,311,2017
Prairie,MT,95.7,503,2017
Ravalli,MT,91,388,2017
Richland,MT,92.9,456,2017
Roosevelt,MT,83.3,159,2017
Rosebud,MT,87.6,264,2017
Sanders,MT,89.1,315,2017
Sheridan,MT,91.8,414,2017
Silver Bow,MT,91.4,403,2017
