county,state,medianHomeValue,medianHomeValueBucket,year
Polk,IA,165500,393,2017
Pottawattamie,IA,133500,310,2017
Poweshiek,IA,131100,304,2017
Ringgold,IA,79600,65,2017
Sac,IA,88100,116,2017
Scott,IA,153200,362,2017
Shelby,IA,111700,231,2017
Sioux,IA,153800,363,2017
Story,IA,172900,409,2017
Tama,IA,105300,201,2017
Taylor,IA,76100,50,2017
Union,IA,94300,151,2017
Van Buren,IA,82700,83,2017
Wapello,IA,81000,72,2017
Warren,IA,171400,405,2017
Washington,IA,140400,329,2017
Wayne,IA,74700,46,2017
Webster,IA,95300,157,2017
Winnebago,IA,94400,151,2017
Winneshiek,IA,161500,382,2017
Woodbury,IA,110700,226,2017
Worth,IA,98000,171,2017
Wright,IA,79200,63,2017
Allen,KS,78600,61,2017
Anderson,KS,88200,116,2017
Atchison,KS,92900,143,2017
Barber,KS,75600,49,2017
Barton,KS,87600,112,2017
Bourbon,KS,82600,83,2017
Brown,KS,83900,89,2017
Butler,KS,142400,333,2017
Chase,KS,85200,96,2017
Chautauqua,KS,63300,16,2017
Cherokee,KS,78400,60,2017
Cheyenne,KS,86600,104,2017
Clark,KS,76400,52,2017
Clay,KS,100200,181,2017
Cloud,KS,73200,41,2017
Coffey,KS,111000,228,2017
Comanche,KS,73200,41,2017
Cowley,KS,85700,99,2017
Crawford,KS,87300,109,2017
Decatur,KS,63400,17,2017
Dickinson,KS,110700,226,2017
Doniphan,KS,95300,157,2017
Douglas,KS,188100,426,2017
Edwards,KS,61200,12,2017
Elk,KS,48300,2,2017
Ellis,KS,159400,378,2017
Ellsworth,KS,88500,117,2017
Finney,KS,126200,290,2017
Ford,KS,108400,216,2017
Franklin,KS,121700,274,2017
Geary,KS,141900,332,2017
Gove,KS,78900,62,2017
Graham,KS,69600,30,2017
Grant,KS,102800,191,2017
Gray,KS,117900,260,2017
Greeley,KS,86100,102,2017
Greenwood,KS,61100,12,2017
Hamilton,KS,86800,106,2017
Harper,KS,66700,23,2017
Harvey,KS,120200,269,2017
Haskell,KS,102600,190,2017
Hodgeman,KS,86700,105,2017
Jackson,KS,128100,295,2017
Jefferson,KS,135800,315,2017
Jewell,KS,53700,6,2017
Johnson,KS,232500,464,2017
Kearny,KS,98200,172,2017
Kingman,KS,92200,139,2017
Kiowa,KS,133800,311,2017
Labette,KS,74900,46,2017
Lane,KS,76400,52,2017
Leavenworth,KS,171000,404,2017
Lincoln,KS,68900,28,2017
Linn,KS,89400,124,2017
Logan,KS,83100,85,2017
Lyon,KS,98500,174,2017
McPherson,KS,140300,328,2017
Marion,KS,81300,75,2017
Marshall,KS,93400,145,2017
Meade,KS,88700,119,2017
Miami,KS,181100,419,2017
Mitchell,KS,85700,99,2017
Montgomery,KS,74000,44,2017
Morris,KS,95100,156,2017
Morton,KS,97700,170,2017
Nemaha,KS,116500,254,2017
Neosho,KS,77300,55,2017
Ness,KS,70500,32,2017
Norton,KS,73700,43,2017
Osage,KS,107200,210,2017
Osborne,KS,61300,13,2017
Ottawa,KS,98600,175,2017
Pawnee,KS,75600,49,2017
Phillips,KS,76900,54,2017
Pottawatomie,KS,169300,401,2017
Pratt,KS,87600,112,2017
Rawlins,KS,81700,77,2017
Reno,KS,96600,163,2017
Republic,KS,60500,11,2017
Rice,KS,74800,46,2017
Riley,KS,189200,428,2017
Rooks,KS,75400,48,2017
Rush,KS,69900,31,2017
Russell,KS,90100,127,2017
Saline,KS,125400,287,2017
Scott,KS,135900,316,2017
Sedgwick,KS,130900,303,2017
Seward,KS,98500,174,2017
Shawnee,KS,127600,293,2017
Sheridan,KS,101000,183,2017
Sherman,KS,86300,102,2017
Smith,KS,66200,22,2017
Stafford,KS,61800,13,2017
Stanton,KS,71900,36,2017
Stevens,KS,110000,222,2017
Sumner,KS,86800,106,2017
Thomas,KS,114000,241,2017
Trego,KS,84400,91,2017
Wabaunsee,KS,111900,232,2017
Wallace,KS,88300,116,2017
Washington,KS,75300,47,2017
Wichita,KS,84000,90,2017
Wilson,KS,66700,23,2017
Woodson,KS,53200,5,2017
Wyandotte,KS,92800,143,2017
Adair,KY,85900,101,2017
Allen,KY,102500,189,2017
Anderson,KY,138600,323,2017
Ballard,KY,102600,190,2017
Barren,KY,110400,225,2017
Bath,KY,77900,59,2017
Bell,KY,59400,10,2017
Boone,KY,183700,421,2017
Bourbon,KY,144900,341,2017
Boyd,KY,103900,195,2017
Boyle,KY,141100,331,2017
Bracken,KY,102300,188,2017
Breathitt,KY,50000,3,2017
Breckinridge,KY,95200,156,2017
Bullitt,KY,153100,362,2017
Butler,KY,90400,130,2017
Caldwell,KY,95300,157,2017
Calloway,KY,130100,299,2017
Campbell,KY,160700,381,2017
Carlisle,KY,89200,123,2017
Carroll,KY,103800,195,2017
Carter,KY,83300,86,2017
Casey,KY,77600,57,2017
Christian,KY,112200,233,2017
Clark,KY,139200,325,2017
Clay,KY,55600,7,2017
Clinton,KY,66100,22,2017
Crittenden,KY,84600,92,2017
Cumberland,KY,90300,129,2017
Daviess,KY,123200,279,2017
Edmonson,KY,87100,107,2017
Elliott,KY,72700,39,2017
Estill,KY,71000,34,2017
Fayette,KY,175000,412,2017
Fleming,KY,89900,127,2017
Floyd,KY,72900,40,2017
Franklin,KY,139300,325,2017
Fulton,KY,63600,17,2017
Gallatin,KY,109900,221,2017
Garrard,KY,131000,303,2017
Grant,KY,119700,267,2017
Graves,KY,95600,158,2017
Grayson,KY,102200,188,2017
Green,KY,75800,49,2017
Greenup,KY,103300,193,2017
Hancock,KY,109100,219,2017
Hardin,KY,148000,349,2017
Harlan,KY,53500,5,2017
Harrison,KY,132900,309,2017
Hart,KY,90200,128,2017
Henderson,KY,118000,261,2017
Henry,KY,126100,289,2017
Hickman,KY,70200,32,2017
Hopkins,KY,96600,163,2017
Jackson,KY,69900,31,2017
Jefferson,KY,159000,377,2017
Jessamine,KY,164300,390,2017
Johnson,KY,90300,129,2017
Kenton,KY,149700,352,2017
Knott,KY,52000,4,2017
Knox,KY,76900,54,2017
Larue,KY,107300,211,2017
Laurel,KY,102000,187,2017
Lawrence,KY,80400,69,2017
Lee,KY,64200,18,2017
Leslie,KY,48900,2,2017
Letcher,KY,58500,9,2017
Lewis,KY,68300,26,2017
Lincoln,KY,96100,161,2017
Livingston,KY,90800,132,2017
Logan,KY,105400,201,2017
Lyon,KY,122900,278,2017
McCracken,KY,134100,312,2017
McCreary,KY,61300,13,2017
McLean,KY,96800,165,2017
Madison,KY,151000,356,2017
Magoffin,KY,63300,16,2017
Marion,KY,100400,182,2017
Marshall,KY,118100,261,2017
Martin,KY,65500,19,2017
Mason,KY,111200,229,2017
Meade,KY,140800,330,2017
Menifee,KY,77800,58,2017
Mercer,KY,139900,327,2017
Metcalfe,KY,75200,47,2017
Monroe,KY,74500,45,2017
Montgomery,KY,118200,261,2017
Morgan,KY,77500,57,2017
Muhlenberg,KY,82000,80,2017
Nelson,KY,144800,340,2017
Nicholas,KY,82100,80,2017
Ohio,KY,88300,116,2017
Oldham,KY,259700,478,2017
Owen,KY,99100,177,2017
Owsley,KY,70000,31,2017
Pendleton,KY,106400,206,2017
Perry,KY,73300,42,2017
Pike,KY,75400,48,2017
Powell,KY,79800,66,2017
Pulaski,KY,109100,219,2017
Robertson,KY,94500,152,2017
Rockcastle,KY,80800,71,2017
Rowan,KY,121100,272,2017
Russell,KY,87300,109,2017
Scott,KY,170800,403,2017
Shelby,KY,184900,422,2017
Simpson,KY,130500,301,2017
Spencer,KY,190900,430,2017
Taylor,KY,106700,208,2017
Todd,KY,94800,154,2017
Trigg,KY,119500,266,2017
Trimble,KY,110500,225,2017
Union,KY,83100,85,2017
Warren,KY,152300,360,2017
Washington,KY,105600,203,2017
Wayne,KY,81400,75,2017
Webster,KY,80800,71,2017
Whitley,KY,83800,89,2017
Wolfe,KY,65700,20,2017
Woodford,KY,188200,426,2017
Acadia,LA,97500,169,2017
Allen,LA,84800,93,2017
Ascension,LA,179800,418,2017
Assumption,LA,114600,245,2017
Avoyelles,LA,90600,131,2017
Beauregard,LA,115200,248,2017
Bienville,LA,76000,50,2017
Bossier,LA,164600,391,2017
Caddo,LA,138200,322,2017
Calcasieu,LA,138100,322,2017
Caldwell,LA,67800,25,2017
Cameron,LA,110900,227,2017
Catahoula,LA,78700,62,2017
Claiborne,LA,74100,44,2017
Concordia,LA,78500,61,2017
De Soto,LA,110000,222,2017
East Baton Rouge,LA,177800,416,2017
East Carroll,LA,68200,26,2017
East Feliciana,LA,124100,283,2017
Evangeline,LA,90000,127,2017
Franklin,LA,83200,86,2017
Grant,LA,93600,147,2017
Iberia,LA,106700,208,2017
Iberville,LA,127500,293,2017
Jackson,LA,84400,91,2017
Jefferson,LA,176000,413,2017
Jefferson Davis,LA,101800,186,2017
Lafayette,LA,172500,408,2017
Lafourche,LA,144300,339,2017
LaSalle,LA,76700,53,2017
Lincoln,LA,145900,343,2017
Livingston,LA,155800,369,2017
Madison,LA,64100,18,2017
Morehouse,LA,84900,94,2017
Natchitoches,LA,114100,242,2017
Orleans,LA,205000,443,2017
Ouachita,LA,133400,310,2017
Plaquemines,LA,165900,394,2017
Pointe Coupee,LA,124500,284,2017
Rapides,LA,133800,311,2017
Red River,LA,85900,101,2017
Richland,LA,86900,106,2017
Sabine,LA,84200,91,2017
St. Bernard,LA,139200,325,2017
St. Charles,LA,185800,424,2017
St. Helena,LA,77400,56,2017
St. James,LA,136400,318,2017
St. John the Baptist,LA,152800,361,2017
St. Landry,LA,99200,178,2017
St. Martin,LA,114200,242,2017
St. Mary,LA,97000,166,2017
St. Tammany,LA,206600,445,2017
Tangipahoa,LA,149300,351,2017
Tensas,LA,62200,14,2017
Terrebonne,LA,143700,337,2017
Union,LA,88700,119,2017
Vermilion,LA,105700,203,2017
Vernon,LA,116600,255,2017
Washington,LA,84600,92,2017
Webster,LA,81600,76,2017
West Baton Rouge,LA,177000,414,2017
West Carroll,LA,79400,64,2017
West Feliciana,LA,209600,447,2017
Winn,LA,72700,39,2017
Androscoggin,ME,152000,359,2017
Aroostook,ME,97000,166,2017
Cumberland,ME,259400,477,2017
Franklin,ME,136300,318,2017
Hancock,ME,207300,446,2017
Kennebec,ME,154500,366,2017
Knox,ME,199600,439,2017
Lincoln,ME,211900,449,2017
Oxford,ME,137200,320,2017
Penobscot,ME,137900,322,2017
Piscataquis,ME,116100,251,2017
Sagadahoc,ME,199400,438,2017
Somerset,ME,108000,214,2017
Waldo,ME,159800,379,2017
Washington,ME,110000,222,2017
York,ME,233000,464,2017
Allegany,MD,119900,267,2017
Anne Arundel,MD,346000,498,2017
Baltimore,MD,249600,474,2017
Calvert,MD,347200,498,2017
Caroline,MD,201200,439,2017
Carroll,MD,328100,495,2017
Cecil,MD,238000,467,2017
Charles,MD,294000,489,2017
Dorchester,MD,179300,417,2017
Frederick,MD,315400,493,2017
Garrett,MD,167100,397,2017
Harford,MD,281400,486,2017
Howard,MD,439900,504,2017
Kent,MD,237400,467,2017
Montgomery,MD,467500,506,2017
Prince George's,MD,272900,483,2017
Queen Anne's,MD,343200,498,2017
St. Mary's,MD,291500,488,2017
Somerset,MD,131000,303,2017
Talbot,MD,326300,494,2017
Washington,MD,205300,443,2017
Wicomico,MD,171700,406,2017
Worcester,MD,252100,475,2017
Baltimore City,MD,153200,362,2017
Barnstable,MA,375000,501,2017
Berkshire,MA,203300,442,2017
Bristol,MA,280400,486,2017
Dukes,MA,674600,510,2017
Essex,MA,373400,501,2017
Franklin,MA,226600,460,2017
Hampden,MA,198500,438,2017
Hampshire,MA,272700,483,2017
Middlesex,MA,453300,505,2017
Nantucket,MA,995900,511,2017
Norfolk,MA,433000,504,2017
Plymouth,MA,344400,498,2017
Suffolk,MA,430900,504,2017
Worcester,MA,260800,478,2017
Alcona,MI,96000,161,2017
Alger,MI,119000,264,2017
Allegan,MI,150600,355,2017
Alpena,MI,94000,150,2017
Antrim,MI,151500,358,2017
Arenac,MI,88900,121,2017
Baraga,MI,93100,144,2017
Barry,MI,146300,344,2017
Bay,MI,96800,165,2017
Benzie,MI,162200,384,2017
Berrien,MI,140900,330,2017
Branch,MI,97700,170,2017
Calhoun,MI,102600,190,2017
Cass,MI,127600,293,2017
Charlevoix,MI,158800,377,2017
Cheboygan,MI,116900,256,2017
Chippewa,MI,111100,228,2017
Clare,MI,85000,95,2017
Clinton,MI,164700,391,2017
Crawford,MI,91900,138,2017
Delta,MI,105900,204,2017
Dickinson,MI,92100,138,2017
Eaton,MI,142300,333,2017
Emmet,MI,171100,404,2017
Genesee,MI,96500,163,2017
Gladwin,MI,100500,182,2017
Gogebic,MI,70100,32,2017
Grand Traverse,MI,183000,420,2017
Gratiot,MI,92100,138,2017
Hillsdale,MI,105600,203,2017
Houghton,MI,102400,189,2017
Huron,MI,96200,162,2017
Ingham,MI,123700,281,2017
Ionia,MI,117000,257,2017
Iosco,MI,89000,122,2017
Iron,MI,76700,53,2017
Isabella,MI,128400,296,2017
Jackson,MI,120100,269,2017
Kalamazoo,MI,146100,343,2017
Kalkaska,MI,105300,201,2017
Kent,MI,153500,363,2017
Keweenaw,MI,95800,159,2017
Lake,MI,80800,71,2017
Lapeer,MI,151400,357,2017
Leelanau,MI,248900,473,2017
Lenawee,MI,124900,285,2017
Livingston,MI,218700,453,2017
Luce,MI,83200,86,2017
Mackinac,MI,125100,286,2017
Macomb,MI,146700,345,2017
Manistee,MI,116200,252,2017
Marquette,MI,142900,335,2017
Mason,MI,126600,290,2017
Mecosta,MI,114700,246,2017
Menominee,MI,95900,160,2017
Midland,MI,133000,309,2017
Missaukee,MI,107100,209,2017
Monroe,MI,149500,352,2017
Montcalm,MI,101000,183,2017
Montmorency,MI,93800,148,2017
Muskegon,MI,105300,201,2017
Newaygo,MI,104500,197,2017
Oakland,MI,209800,448,2017
Oceana,MI,106300,206,2017
Ogemaw,MI,89600,126,2017
Ontonagon,MI,69500,30,2017
Osceola,MI,91400,135,2017
Oscoda,MI,83400,87,2017
Otsego,MI,124100,283,2017
Ottawa,MI,168000,398,2017
Presque Isle,MI,97800,170,2017
Roscommon,MI,94000,150,2017
Saginaw,MI,94900,155,2017
St. Clair,MI,135000,314,2017
St. Joseph,MI,111200,229,2017
Sanilac,MI,101300,184,2017
Schoolcraft,MI,105000,199,2017
Shiawassee,MI,111000,228,2017
Tuscola,MI,98800,176,2017
Van Buren,MI,123100,279,2017
Washtenaw,MI,231500,463,2017
Wayne,MI,92400,140,2017
Wexford,MI,96500,163,2017
Aitkin,MN,169300,401,2017
Anoka,MN,205000,443,2017
Becker,MN,182100,420,2017
Beltrami,MN,153100,362,2017
Benton,MN,162600,385,2017
Big Stone,MN,97000,166,2017
Blue Earth,MN,170800,403,2017
Brown,MN,135300,314,2017
Carlton,MN,162800,385,2017
Carver,MN,287200,488,2017
Cass,MN,178700,417,2017
Chippewa,MN,104500,197,2017
Chisago,MN,206400,445,2017
Clay,MN,173100,409,2017
Clearwater,MN,122800,278,2017
Cook,MN,241400,469,2017
Cottonwood,MN,89400,124,2017
Crow Wing,MN,188100,426,2017
Dakota,MN,238000,467,2017
Dodge,MN,167900,398,2017
Douglas,MN,197200,436,2017
Faribault,MN,86500,104,2017
Fillmore,MN,148300,349,2017
Freeborn,MN,105100,200,2017
Goodhue,MN,191400,430,2017
Grant,MN,104900,198,2017
Hennepin,MN,245400,472,2017
Houston,MN,164200,390,2017
Hubbard,MN,182700,420,2017
Isanti,MN,172900,409,2017
Itasca,MN,156100,370,2017
Jackson,MN,114100,242,2017
Kanabec,MN,147200,346,2017
Kandiyohi,MN,167000,397,2017
Kittson,MN,71800,35,2017
Koochiching,MN,108300,215,2017
Lac qui Parle,MN,81100,73,2017
Lake,MN,165800,393,2017
Lake of the Woods,MN,128400,296,2017
Le Sueur,MN,190700,430,2017
Lincoln,MN,95300,157,2017
Lyon,MN,135900,316,2017
McLeod,MN,150400,355,2017
Mahnomen,MN,97300,167,2017
Marshall,MN,104500,197,2017
Martin,MN,112400,235,2017
Meeker,MN,161600,383,2017
Mille Lacs,MN,151400,357,2017
Morrison,MN,159100,378,2017
Mower,MN,114700,246,2017
Murray,MN,107700,213,2017
Nicollet,MN,178000,416,2017
Nobles,MN,118300,261,2017
Norman,MN,88500,117,2017
Olmsted,MN,188300,427,2017
Otter Tail,MN,170900,404,2017
Pennington,MN,133300,310,2017
Pine,MN,151600,358,2017
Pipestone,MN,91200,134,2017
Polk,MN,152600,360,2017
Pope,MN,163600,388,2017
Ramsey,MN,208700,447,2017
Red Lake,MN,107300,211,2017
Redwood,MN,97400,168,2017
Renville,MN,100100,181,2017
Rice,MN,188400,427,2017
Rock,MN,133600,310,2017
Roseau,MN,118500,263,2017
St. Louis,MN,146700,345,2017
Scott,MN,272000,482,2017
Sherburne,MN,204100,442,2017
Sibley,MN,142800,334,2017
Stearns,MN,171300,405,2017
Steele,MN,154300,365,2017
Stevens,MN,150800,356,2017
Swift,MN,102100,187,2017
Todd,MN,141000,331,2017
Traverse,MN,79800,66,2017
Wabasha,MN,167300,398,2017
Wadena,MN,118900,264,2017
Waseca,MN,147800,348,2017
Washington,MN,264300,480,2017
Watonwan,MN,94500,152,2017
Wilkin,MN,114400,243,2017
Winona,MN,158400,376,2017
Wright,MN,211500,448,2017
Yellow Medicine,MN,99100,177,2017
Adams,MS,90800,132,2017
Alcorn,MS,86100,102,2017
Amite,MS,77500,57,2017
Attala,MS,72700,39,2017
Benton,MS,70300,32,2017
Bolivar,MS,89100,122,2017
Calhoun,MS,66600,22,2017
Carroll,MS,90900,133,2017
Chickasaw,MS,63800,17,2017
Choctaw,MS,77200,55,2017
Claiborne,MS,61000,12,2017
Clarke,MS,72000,36,2017
Clay,MS,81200,74,2017
Coahoma,MS,62400,14,2017
Copiah,MS,93800,148,2017
Covington,MS,77600,57,2017
DeSoto,MS,158600,376,2017
Forrest,MS,114700,246,2017
Franklin,MS,74700,46,2017
George,MS,98200,172,2017
Greene,MS,80700,70,2017
Grenada,MS,93200,145,2017
Hancock,MS,132800,308,2017
Harrison,MS,144300,339,2017
Hinds,MS,109400,220,2017
Holmes,MS,50600,3,2017
Humphreys,MS,64200,18,2017
Issaquena,MS,50200,3,2017
Itawamba,MS,87000,107,2017
Jackson,MS,125100,286,2017
Jasper,MS,67300,24,2017
Jefferson,MS,57100,8,2017
Jefferson Davis,MS,80600,70,2017
Jones,MS,85600,98,2017
Kemper,MS,70900,33,2017
Lafayette,MS,177300,415,2017
Lamar,MS,169000,400,2017
Lauderdale,MS,88500,117,2017
Lawrence,MS,89100,122,2017
Leake,MS,80800,71,2017
Lee,MS,125600,287,2017
Leflore,MS,76100,50,2017
Lincoln,MS,94800,154,2017
Lowndes,MS,123400,280,2017
Madison,MS,213400,450,2017
Marion,MS,78500,61,2017
Marshall,MS,94300,151,2017
Monroe,MS,87100,107,2017
Montgomery,MS,77900,59,2017
Neshoba,MS,80400,69,2017
Newton,MS,80300,68,2017
Noxubee,MS,57400,9,2017
Oktibbeha,MS,146400,344,2017
Panola,MS,73800,44,2017
Pearl River,MS,122900,278,2017
Perry,MS,81100,73,2017
Pike,MS,87500,111,2017
Pontotoc,MS,102100,187,2017
Prentiss,MS,90500,130,2017
Quitman,MS,51400,4,2017
Rankin,MS,158400,376,2017
Scott,MS,71500,35,2017
Sharkey,MS,51100,4,2017
Simpson,MS,86800,106,2017
Smith,MS,79700,65,2017
Stone,MS,113900,240,2017
Sunflower,MS,71600,35,2017
Tallahatchie,MS,63400,17,2017
Tate,MS,107400,211,2017
Tippah,MS,86000,101,2017
Tishomingo,MS,82700,83,2017
Tunica,MS,96000,161,2017
Union,MS,92500,141,2017
Walthall,MS,101900,186,2017
Warren,MS,114600,245,2017
Washington,MS,74400,45,2017
Wayne,MS,80100,67,2017
Webster,MS,77400,56,2017
Wilkinson,MS,60400,10,2017
Winston,MS,77600,57,2017
Yalobusha,MS,75200,47,2017
Yazoo,MS,78700,62,2017
Adair,MO,117700,260,2017
Andrew,MO,136400,318,2017
Atchison,MO,82000,80,2017
Audrain,MO,95800,159,2017
Barry,MO,112600,236,2017
Barton,MO,97500,169,2017
Bates,MO,108300,215,2017
Benton,MO,114600,245,2017
Bollinger,MO,97100,167,2017
Boone,MO,177800,416,2017
Buchanan,MO,114800,246,2017
Butler,MO,104600,197,2017
Caldwell,MO,103600,194,2017
Callaway,MO,132500,308,2017
Camden,MO,176300,414,2017
Cape Girardeau,MO,151900,359,2017
Carroll,MO,81800,78,2017
Carter,MO,90400,130,2017
Cass,MO,165800,393,2017
Cedar,MO,92700,142,2017
Chariton,MO,81300,75,2017
Christian,MO,154400,366,2017
Clark,MO,85000,95,2017
Clay,MO,160900,381,2017
Clinton,MO,142000,332,2017
Cole,MO,154200,365,2017
Cooper,MO,128900,297,2017
Crawford,MO,116100,251,2017
Dade,MO,75700,49,2017
Dallas,MO,107400,211,2017
Daviess,MO,101100,183,2017
DeKalb,MO,111600,230,2017
Dent,MO,107300,211,2017
Douglas,MO,101700,186,2017
Dunklin,MO,69500,30,2017
Franklin,MO,156800,372,2017
Gasconade,MO,123000,279,2017
Gentry,MO,85600,98,2017
Greene,MO,136300,318,2017
Grundy,MO,85100,96,2017
Harrison,MO,72800,39,2017
Henry,MO,92200,139,2017
Hickory,MO,90200,128,2017
Holt,MO,93700,147,2017
Howard,MO,116300,252,2017
Howell,MO,102200,188,2017
Iron,MO,83100,85,2017
Jackson,MO,131500,305,2017
Jasper,MO,112700,237,2017
Jefferson,MO,154100,364,2017
Johnson,MO,147000,346,2017
Knox,MO,72400,38,2017
Laclede,MO,112700,237,2017
Lafayette,MO,122600,277,2017
Lawrence,MO,98000,171,2017
Lewis,MO,85500,97,2017
Lincoln,MO,154100,364,2017
Linn,MO,80400,69,2017
Livingston,MO,106000,205,2017
McDonald,MO,97000,166,2017
Macon,MO,89000,122,2017
Madison,MO,99800,179,2017
Maries,MO,122800,278,2017
Marion,MO,113500,239,2017
Mercer,MO,82500,83,2017
Miller,MO,126500,290,2017
Mississippi,MO,73400,42,2017
Moniteau,MO,118400,262,2017
Monroe,MO,103100,192,2017
Montgomery,MO,105300,201,2017
Morgan,MO,115600,250,2017
New Madrid,MO,74500,45,2017
Newton,MO,118200,261,2017
Nodaway,MO,117800,260,2017
Oregon,MO,87200,108,2017
Osage,MO,140500,330,2017
Ozark,MO,91800,137,2017
Pemiscot,MO,73300,42,2017
Perry,MO,131900,306,2017
Pettis,MO,111400,230,2017
Phelps,MO,126100,289,2017
Pike,MO,106500,207,2017
Platte,MO,204900,443,2017
Polk,MO,122600,277,2017
Pulaski,MO,141700,332,2017
Putnam,MO,84500,92,2017
Ralls,MO,126000,288,2017
Randolph,MO,93800,148,2017
Ray,MO,129700,298,2017
Reynolds,MO,90300,129,2017
Ripley,MO,87800,114,2017
St. Charles,MO,198500,438,2017
St. Clair,MO,78500,61,2017
Ste. Genevieve,MO,148800,350,2017
St. Francois,MO,110200,223,2017
St. Louis,MO,123800,281,2017
Saline,MO,96700,164,2017
Schuyler,MO,72500,38,2017
Scotland,MO,82000,80,2017
Scott,MO,103300,193,2017
Shannon,MO,101400,185,2017
Shelby,MO,70300,32,2017
Stoddard,MO,91300,134,2017
Stone,MO,160600,381,2017
Sullivan,MO,77700,58,2017
Taney,MO,124400,283,2017
Texas,MO,105800,204,2017
Vernon,MO,97100,167,2017
Warren,MO,166100,394,2017
Washington,MO,90400,130,2017
Wayne,MO,72700,39,2017
Webster,MO,122500,276,2017
Worth,MO,60600,11,2017
Wright,MO,89500,125,2017
Beaverhead,MT,192600,431,2017
Big Horn,MT,100000,180,2017
Blaine,MT,85800,100,2017
Broadwater,MT,195000,434,2017
Carbon,MT,227400,461,2017
Carter,MT,97900,170,2017
Cascade,MT,168100,398,2017
Chouteau,MT,123000,279,2017
Custer,MT,157000,372,2017
Daniels,MT,123500,280,2017
Dawson,MT,154300,365,2017
Deer Lodge,MT,116700,255,2017
Fallon,MT,154200,365,2017
Fergus,MT,133700,311,2017
Flathead,MT,246500,472,2017
Gallatin,MT,303700,490,2017
Garfield,MT,116300,252,2017
Glacier,MT,105000,199,2017
Golden Valley,MT,98300,172,2017
Granite,MT,218900,454,2017
Hill,MT,128000,294,2017
Jefferson,MT,264000,479,2017
Judith Basin,MT,138500,323,2017
Lake,MT,224100,458,2017
Lewis and Clark,MT,220600,456,2017
Liberty,MT,108000,214,2017
Lincoln,MT,175500,412,2017
McCone,MT,111900,232,2017
Madison,MT,252200,475,2017
Meagher,MT,136300,318,2017
Mineral,MT,159800,379,2017
Missoula,MT,259600,478,2017
Musselshell,MT,161400,382,2017
Park,MT,235600,466,2017
Petroleum,MT,112000,233,2017
Phillips,MT,117800,260,2017
Pondera,MT,122100,275,2017
Powder River,MT,110900,227,2017
Powell,MT,141000,331,2017
Prairie,MT,100700,182,2017
Ravalli,MT,246600,472,2017
Richland,MT,213000,450,2017
Roosevelt,MT,116400,253,2017
Rosebud,MT,118600,263,2017
Sanders,MT,205000,443,2017
Sheridan,MT,146500,344,2017
Silver Bow,MT,133800,311,2017
Stillwater,MT,225200,459,2017
Sweet Grass,MT,225900,459,2017
Teton,MT,156600,371,2017
Toole,MT,125200,286,2017
Treasure,MT,105500,202,2017
Valley,MT,135600,315,2017
Wheatland,MT,89300,123,2017
Wibaux,MT,110100,223,2017
Yellowstone,MT,210500,448,2017
Adams,NE,115300,248,2017
Antelope,NE,78500,61,2017
Arthur,NE,101500,185,2017
Banner,NE,137200,320,2017
Blaine,NE,85900,101,2017
Boone,NE,105600,203,2017
Box Butte,NE,105400,201,2017
Boyd,NE,63800,17,2017
Brown,NE,80200,68,2017
Buffalo,NE,161200,382,2017
Burt,NE,91600,136,2017
Butler,NE,111500,230,2017
Cass,NE,166200,395,2017
Cedar,NE,113600,239,2017
Chase,NE,109900,221,2017
Cherry,NE,119800,267,2017
Cheyenne,NE,114100,242,2017
Clay,NE,85000,95,2017
Colfax,NE,94300,151,2017
Cuming,NE,113200,239,2017
Custer,NE,92800,143,2017
Dakota,NE,116400,253,2017
Dawes,NE,107500,212,2017
Dawson,NE,101000,183,2017
Deuel,NE,76300,51,2017
Dixon,NE,87600,112,2017
Dodge,NE,119600,266,2017
Douglas,NE,155100,368,2017
Dundy,NE,73900,44,2017
Fillmore,NE,76100,50,2017
Franklin,NE,62000,13,2017
Frontier,NE,98200,172,2017
Furnas,NE,65300,19,2017
Gage,NE,108800,217,2017
Garden,NE,81800,78,2017
Garfield,NE,96100,161,2017
Gosper,NE,116300,252,2017
Grant,NE,55300,6,2017
Greeley,NE,69400,29,2017
Hall,NE,136500,318,2017
Hamilton,NE,136200,317,2017
Harlan,NE,83200,86,2017
Hayes,NE,77500,57,2017
Hitchcock,NE,58400,9,2017
Holt,NE,102900,191,2017
Hooker,NE,85800,100,2017
Howard,NE,119600,266,2017
Jefferson,NE,75500,48,2017
Johnson,NE,82200,81,2017
Kearney,NE,128600,296,2017
Keith,NE,108400,216,2017
Keya Paha,NE,72000,36,2017
Kimball,NE,83200,86,2017
Knox,NE,85100,96,2017
Lancaster,NE,162900,386,2017
Lincoln,NE,130800,302,2017
Logan,NE,110900,227,2017
Loup,NE,159100,378,2017
McPherson,NE,137500,321,2017
Madison,NE,126100,289,2017
Merrick,NE,90900,133,2017
Morrill,NE,87400,110,2017
Nance,NE,80400,69,2017
Nemaha,NE,114600,245,2017
Nuckolls,NE,62300,14,2017
Otoe,NE,130700,302,2017
Pawnee,NE,71100,34,2017
Perkins,NE,105600,203,2017
Phelps,NE,120000,268,2017
Pierce,NE,102600,190,2017
Platte,NE,136600,319,2017
Polk,NE,100200,181,2017
Red Willow,NE,91500,135,2017
Richardson,NE,69300,29,2017
Rock,NE,83700,88,2017
Saline,NE,95000,155,2017
