county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
West Baton Rouge,LA,83.87,46,2018
West Carroll,LA,91.7,420,2018
West Feliciana,LA,83.87,46,2018
Winn,LA,88.32,237,2018
Androscoggin,ME,85.95,105,2018
Aroostook,ME,85.13,79,2018
Cumberland,ME,87.2,172,2018
Franklin,ME,85.95,105,2018
Hancock,ME,81.51,18,2018
Kennebec,ME,83.4,38,2018
Knox,ME,85.51,90,2018
Lincoln,ME,85.51,90,2018
Oxford,ME,85.95,105,2018
Penobscot,ME,85.53,90,2018
Piscataquis,ME,85.53,90,2018
Sagadahoc,ME,85.51,90,2018
Somerset,ME,83.4,38,2018
Waldo,ME,85.51,90,2018
Washington,ME,81.51,18,2018
York,ME,85.71,91,2018
Allegany,MD,87.32,179,2018
Anne Arundel,MD,85.39,85,2018
Baltimore,MD,86.83,160,2018
Calvert,MD,86.59,146,2018
Caroline,MD,81.04,15,2018
Carroll,MD,85.2,81,2018
Cecil,MD,81.04,15,2018
Charles,MD,86.59,146,2018
Dorchester,MD,86.59,146,2018
Frederick,MD,87.32,179,2018
Garrett,MD,87.32,179,2018
Harford,MD,81.04,15,2018
Howard,MD,85.2,81,2018
Kent,MD,81.04,15,2018
Montgomery,MD,87.97,213,2018
Prince George's,MD,92.9,458,2018
Queen Anne's,MD,81.04,15,2018
St. Mary's,MD,86.59,146,2018
Somerset,MD,86.59,146,2018
Talbot,MD,81.04,15,2018
Washington,MD,87.32,179,2018
Wicomico,MD,86.59,146,2018
Worcester,MD,86.59,146,2018
Baltimore City,MD,92.7,458,2018
Barnstable,MA,89.51,322,2018
Berkshire,MA,89.51,322,2018
Bristol,MA,89.51,322,2018
Dukes,MA,89.51,322,2018
Essex,MA,89.51,322,2018
Franklin,MA,89.51,322,2018
Hampden,MA,89.51,322,2018
Hampshire,MA,89.51,322,2018
Middlesex,MA,89.51,322,2018
Nantucket,MA,89.51,322,2018
Norfolk,MA,89.51,322,2018
Plymouth,MA,89.51,322,2018
Suffolk,MA,89.51,322,2018
Worcester,MA,89.51,322,2018
Alcona,MI,85.99,108,2018
Alger,MI,85.45,89,2018
Allegan,MI,88.93,277,2018
Alpena,MI,85.99,108,2018
Antrim,MI,85.99,108,2018
Arenac,MI,86.67,151,2018
Baraga,MI,85.45,89,2018
Barry,MI,87.88,212,2018
Bay,MI,86.67,151,2018
Benzie,MI,85.99,108,2018
Berrien,MI,87.88,212,2018
Branch,MI,87.88,212,2018
Calhoun,MI,87.88,212,2018
Cass,MI,87.88,212,2018
Charlevoix,MI,85.99,108,2018
Cheboygan,MI,85.99,108,2018
Chippewa,MI,85.45,89,2018
Clare,MI,86.67,151,2018
Clinton,MI,86.67,151,2018
Crawford,MI,85.99,108,2018
Delta,MI,85.45,89,2018
Dickinson,MI,85.45,89,2018
Eaton,MI,86.67,151,2018
Emmet,MI,85.99,108,2018
Genesee,MI,86.25,122,2018
Gladwin,MI,86.67,151,2018
Gogebic,MI,85.45,89,2018
Grand Traverse,MI,85.99,108,2018
Gratiot,MI,86.67,151,2018
Hillsdale,MI,86.67,151,2018
Houghton,MI,85.45,89,2018
Huron,MI,86.67,151,2018
Ingham,MI,86.67,151,2018
Ionia,MI,86.67,151,2018
Iosco,MI,85.99,108,2018
Iron,MI,85.45,89,2018
Isabella,MI,86.67,151,2018
Jackson,MI,86.67,151,2018
Kalamazoo,MI,87.88,212,2018
Kalkaska,MI,85.99,108,2018
Kent,MI,88.93,277,2018
Keweenaw,MI,85.45,89,2018
Lake,MI,88.93,277,2018
Lapeer,MI,86.25,122,2018
Leelanau,MI,85.99,108,2018
Lenawee,MI,84.89,73,2018
Livingston,MI,84.89,73,2018
Luce,MI,85.45,89,2018
Mackinac,MI,85.45,89,2018
Macomb,MI,87.6,190,2018
Manistee,MI,85.99,108,2018
Marquette,MI,85.45,89,2018
Mason,MI,88.93,277,2018
Mecosta,MI,86.67,151,2018
Menominee,MI,85.45,89,2018
Midland,MI,86.67,151,2018
Missaukee,MI,85.99,108,2018
Monroe,MI,84.89,73,2018
Montcalm,MI,86.67,151,2018
Montmorency,MI,85.99,108,2018
Muskegon,MI,88.93,277,2018
Newaygo,MI,86.67,151,2018
Oakland,MI,89.55,327,2018
Oceana,MI,88.93,277,2018
Ogemaw,MI,85.99,108,2018
Ontonagon,MI,85.45,89,2018
Osceola,MI,86.67,151,2018
Oscoda,MI,85.99,108,2018
Otsego,MI,85.99,108,2018
Ottawa,MI,88.93,277,2018
Presque Isle,MI,85.99,108,2018
Roscommon,MI,85.99,108,2018
Saginaw,MI,86.67,151,2018
St. Clair,MI,86.25,122,2018
St. Joseph,MI,87.88,212,2018
Sanilac,MI,86.25,122,2018
Schoolcraft,MI,85.45,89,2018
Shiawassee,MI,86.67,151,2018
Tuscola,MI,86.67,151,2018
Van Buren,MI,87.88,212,2018
Washtenaw,MI,84.89,73,2018
Wayne,MI,85.71,91,2018
Wexford,MI,85.99,108,2018
Aitkin,MN,81.85,21,2018
Anoka,MN,86.26,126,2018
Becker,MN,81.85,21,2018
Beltrami,MN,81.85,21,2018
Benton,MN,83.9,50,2018
Big Stone,MN,87.16,172,2018
Blue Earth,MN,87.16,172,2018
Brown,MN,87.16,172,2018
Carlton,MN,81.85,21,2018
Carver,MN,86.26,126,2018
Cass,MN,83.9,50,2018
Chippewa,MN,87.16,172,2018
Chisago,MN,83.9,50,2018
Clay,MN,83.9,50,2018
Clearwater,MN,81.85,21,2018
Cook,MN,81.85,21,2018
Cottonwood,MN,87.16,172,2018
Crow Wing,MN,83.9,50,2018
Dakota,MN,86.26,126,2018
Dodge,MN,87.16,172,2018
Douglas,MN,83.9,50,2018
Faribault,MN,87.16,172,2018
Fillmore,MN,87.16,172,2018
Freeborn,MN,87.16,172,2018
Goodhue,MN,87.16,172,2018
Grant,MN,83.9,50,2018
Hennepin,MN,87.15,166,2018
Houston,MN,87.16,172,2018
Hubbard,MN,81.85,21,2018
Isanti,MN,83.9,50,2018
Itasca,MN,81.85,21,2018
Jackson,MN,87.16,172,2018
Kanabec,MN,83.9,50,2018
Kandiyohi,MN,87.16,172,2018
Kittson,MN,81.85,21,2018
Koochiching,MN,81.85,21,2018
Lac qui Parle,MN,87.16,172,2018
Lake,MN,81.85,21,2018
Lake of the Woods,MN,81.85,21,2018
Le Sueur,MN,87.16,172,2018
Lincoln,MN,87.16,172,2018
Lyon,MN,87.16,172,2018
McLeod,MN,87.16,172,2018
Mahnomen,MN,81.85,21,2018
Marshall,MN,81.85,21,2018
Martin,MN,87.16,172,2018
Meeker,MN,87.16,172,2018
Mille Lacs,MN,83.9,50,2018
Morrison,MN,83.9,50,2018
Mower,MN,87.16,172,2018
Murray,MN,87.16,172,2018
Nicollet,MN,87.16,172,2018
Nobles,MN,87.16,172,2018
Norman,MN,81.85,21,2018
Olmsted,MN,87.16,172,2018
Otter Tail,MN,83.9,50,2018
Pennington,MN,81.85,21,2018
Pine,MN,83.9,50,2018
Pipestone,MN,87.16,172,2018
Polk,MN,81.85,21,2018
Pope,MN,83.9,50,2018
Ramsey,MN,83.16,37,2018
Red Lake,MN,81.85,21,2018
Redwood,MN,87.16,172,2018
Renville,MN,87.16,172,2018
Rice,MN,87.16,172,2018
Rock,MN,87.16,172,2018
Roseau,MN,81.85,21,2018
St. Louis,MN,81.85,21,2018
Scott,MN,86.26,126,2018
Sherburne,MN,83.9,50,2018
Sibley,MN,87.16,172,2018
Stearns,MN,83.9,50,2018
Steele,MN,87.16,172,2018
Stevens,MN,83.9,50,2018
Swift,MN,87.16,172,2018
Todd,MN,83.9,50,2018
Traverse,MN,83.9,50,2018
Wabasha,MN,87.16,172,2018
Wadena,MN,83.9,50,2018
Waseca,MN,87.16,172,2018
Washington,MN,86.26,126,2018
Watonwan,MN,87.16,172,2018
Wilkin,MN,83.9,50,2018
Winona,MN,87.16,172,2018
Wright,MN,83.9,50,2018
Yellow Medicine,MN,87.16,172,2018
Adams,MS,96.28,508,2018
Alcorn,MS,92.13,434,2018
Amite,MS,96.28,508,2018
Attala,MS,97.69,511,2018
Benton,MS,92.13,434,2018
Bolivar,MS,97.69,511,2018
Calhoun,MS,92.13,434,2018
Carroll,MS,97.69,511,2018
Chickasaw,MS,92.13,434,2018
Choctaw,MS,94.68,494,2018
Claiborne,MS,96.28,508,2018
Clarke,MS,94.68,494,2018
Clay,MS,94.68,494,2018
Coahoma,MS,97.69,511,2018
Copiah,MS,90.69,378,2018
Covington,MS,91.37,411,2018
DeSoto,MS,92.13,434,2018
Forrest,MS,91.37,411,2018
Franklin,MS,96.28,508,2018
George,MS,90.61,369,2018
Greene,MS,91.37,411,2018
Grenada,MS,97.69,511,2018
Hancock,MS,90.61,369,2018
Harrison,MS,90.61,369,2018
Hinds,MS,90.69,378,2018
Holmes,MS,97.69,511,2018
Humphreys,MS,97.69,511,2018
Issaquena,MS,97.69,511,2018
Itawamba,MS,92.13,434,2018
Jackson,MS,90.61,369,2018
Jasper,MS,94.68,494,2018
Jefferson,MS,96.28,508,2018
Jefferson Davis,MS,91.37,411,2018
Jones,MS,91.37,411,2018
Kemper,MS,94.68,494,2018
Lafayette,MS,92.13,434,2018
Lamar,MS,91.37,411,2018
Lauderdale,MS,94.68,494,2018
Lawrence,MS,96.28,508,2018
Leake,MS,94.68,494,2018
Lee,MS,92.13,434,2018
Leflore,MS,97.69,511,2018
Lincoln,MS,96.28,508,2018
Lowndes,MS,94.68,494,2018
Madison,MS,90.69,378,2018
Marion,MS,91.37,411,2018
Marshall,MS,92.13,434,2018
Monroe,MS,92.13,434,2018
Montgomery,MS,97.69,511,2018
Neshoba,MS,94.68,494,2018
Newton,MS,94.68,494,2018
Noxubee,MS,94.68,494,2018
Oktibbeha,MS,94.68,494,2018
Panola,MS,92.13,434,2018
Pearl River,MS,90.61,369,2018
Perry,MS,91.37,411,2018
Pike,MS,96.28,508,2018
Pontotoc,MS,92.13,434,2018
Prentiss,MS,92.13,434,2018
Quitman,MS,97.69,511,2018
Rankin,MS,90.69,378,2018
Scott,MS,94.68,494,2018
Sharkey,MS,97.69,511,2018
Simpson,MS,90.69,378,2018
Smith,MS,94.68,494,2018
Stone,MS,90.61,369,2018
Sunflower,MS,97.69,511,2018
Tallahatchie,MS,97.69,511,2018
Tate,MS,92.13,434,2018
Tippah,MS,92.13,434,2018
Tishomingo,MS,92.13,434,2018
Tunica,MS,97.69,511,2018
Union,MS,92.13,434,2018
Walthall,MS,96.28,508,2018
Warren,MS,97.69,511,2018
Washington,MS,97.69,511,2018
Wayne,MS,91.37,411,2018
Webster,MS,94.68,494,2018
Wilkinson,MS,96.28,508,2018
Winston,MS,94.68,494,2018
Yalobusha,MS,92.13,434,2018
Yazoo,MS,97.69,511,2018
Adair,MO,85.77,97,2018
Andrew,MO,82.63,25,2018
Atchison,MO,82.63,25,2018
Audrain,MO,85.77,97,2018
Barry,MO,85.84,102,2018
Barton,MO,85.84,102,2018
Bates,MO,85.84,102,2018
Benton,MO,85.84,102,2018
Bollinger,MO,87.82,205,2018
Boone,MO,85.77,97,2018
Buchanan,MO,82.63,25,2018
Butler,MO,87.82,205,2018
Caldwell,MO,82.63,25,2018
Callaway,MO,85.77,97,2018
Camden,MO,85.77,97,2018
Cape Girardeau,MO,87.82,205,2018
Carroll,MO,85.77,97,2018
Carter,MO,87.82,205,2018
Cass,MO,82.63,25,2018
Cedar,MO,85.84,102,2018
Chariton,MO,85.77,97,2018
Christian,MO,85.84,102,2018
Clark,MO,85.77,97,2018
Clay,MO,82.63,25,2018
Clinton,MO,82.63,25,2018
Cole,MO,85.77,97,2018
Cooper,MO,85.77,97,2018
Crawford,MO,87.82,205,2018
Dade,MO,85.84,102,2018
Dallas,MO,85.84,102,2018
Daviess,MO,82.63,25,2018
DeKalb,MO,82.63,25,2018
Dent,MO,87.82,205,2018
Douglas,MO,87.82,205,2018
Dunklin,MO,87.82,205,2018
Franklin,MO,84,56,2018
Gasconade,MO,87.82,205,2018
Gentry,MO,82.63,25,2018
Greene,MO,85.84,102,2018
Grundy,MO,82.63,25,2018
Harrison,MO,82.63,25,2018
Henry,MO,85.84,102,2018
Hickory,MO,85.84,102,2018
Holt,MO,82.63,25,2018
Howard,MO,85.77,97,2018
Howell,MO,87.82,205,2018
Iron,MO,87.82,205,2018
Jackson,MO,86.42,133,2018
Jasper,MO,85.84,102,2018
Jefferson,MO,84,56,2018
Johnson,MO,82.63,25,2018
Knox,MO,85.77,97,2018
Laclede,MO,85.77,97,2018
Lafayette,MO,82.63,25,2018
Lawrence,MO,85.84,102,2018
Lewis,MO,85.77,97,2018
Lincoln,MO,84,56,2018
Linn,MO,82.63,25,2018
Livingston,MO,82.63,25,2018
McDonald,MO,85.84,102,2018
Macon,MO,85.77,97,2018
Madison,MO,87.82,205,2018
Maries,MO,87.82,205,2018
Marion,MO,85.77,97,2018
Mercer,MO,82.63,25,2018
Miller,MO,85.77,97,2018
Mississippi,MO,87.82,205,2018
Moniteau,MO,85.77,97,2018
Monroe,MO,85.77,97,2018
Montgomery,MO,85.77,97,2018
Morgan,MO,85.77,97,2018
New Madrid,MO,87.82,205,2018
Newton,MO,85.84,102,2018
Nodaway,MO,82.63,25,2018
Oregon,MO,87.82,205,2018
Osage,MO,85.77,97,2018
Ozark,MO,87.82,205,2018
Pemiscot,MO,87.82,205,2018
Perry,MO,87.82,205,2018
Pettis,MO,85.77,97,2018
Phelps,MO,87.82,205,2018
Pike,MO,85.77,97,2018
Platte,MO,82.63,25,2018
Polk,MO,85.84,102,2018
Pulaski,MO,85.77,97,2018
Putnam,MO,82.63,25,2018
Ralls,MO,85.77,97,2018
Randolph,MO,85.77,97,2018
Ray,MO,82.63,25,2018
Reynolds,MO,87.82,205,2018
Ripley,MO,87.82,205,2018
St. Charles,MO,84,56,2018
St. Clair,MO,85.84,102,2018
Ste. Genevieve,MO,87.82,205,2018
St. Francois,MO,87.82,205,2018
St. Louis,MO,89.31,310,2018
Saline,MO,85.77,97,2018
Schuyler,MO,85.77,97,2018
Scotland,MO,85.77,97,2018
Scott,MO,87.82,205,2018
Shannon,MO,87.82,205,2018
Shelby,MO,85.77,97,2018
Stoddard,MO,87.82,205,2018
Stone,MO,85.84,102,2018
Sullivan,MO,82.63,25,2018
Taney,MO,85.84,102,2018
Texas,MO,87.82,205,2018
Vernon,MO,85.84,102,2018
Warren,MO,84,56,2018
Washington,MO,87.82,205,2018
Wayne,MO,87.82,205,2018
Webster,MO,85.84,102,2018
Worth,MO,82.63,25,2018
Wright,MO,87.82,205,2018
Beaverhead,MT,90.8,383,2018
Big Horn,MT,89.52,323,2018
Blaine,MT,93.33,485,2018
Broadwater,MT,90.8,383,2018
Carbon,MT,89.52,323,2018
Carter,MT,86.4,130,2018
Cascade,MT,93.33,485,2018
Chouteau,MT,93.33,485,2018
Custer,MT,86.4,130,2018
Daniels,MT,86.4,130,2018
Dawson,MT,86.4,130,2018
Deer Lodge,MT,90.8,383,2018
Fallon,MT,86.4,130,2018
Fergus,MT,89.52,323,2018
Flathead,MT,89.83,343,2018
Gallatin,MT,90.8,383,2018
Garfield,MT,86.4,130,2018
Glacier,MT,93.33,485,2018
Golden Valley,MT,89.52,323,2018
Granite,MT,90.8,383,2018
Hill,MT,93.33,485,2018
Jefferson,MT,90.8,383,2018
Judith Basin,MT,89.52,323,2018
Lake,MT,89.83,343,2018
Lewis and Clark,MT,90.8,383,2018
Liberty,MT,93.33,485,2018
Lincoln,MT,89.83,343,2018
McCone,MT,86.4,130,2018
Madison,MT,90.8,383,2018
Meagher,MT,90.8,383,2018
Mineral,MT,89.83,343,2018
Missoula,MT,89.83,343,2018
Musselshell,MT,89.52,323,2018
Park,MT,90.8,383,2018
Petroleum,MT,89.52,323,2018
Phillips,MT,86.4,130,2018
Pondera,MT,93.33,485,2018
Powder River,MT,86.4,130,2018
Powell,MT,90.8,383,2018
Prairie,MT,86.4,130,2018
Ravalli,MT,89.83,343,2018
Richland,MT,86.4,130,2018
Roosevelt,MT,86.4,130,2018
Rosebud,MT,86.4,130,2018
Sanders,MT,89.83,343,2018
Sheridan,MT,86.4,130,2018
Silver Bow,MT,90.8,383,2018
Stillwater,MT,89.52,323,2018
Sweet Grass,MT,89.52,323,2018
Teton,MT,93.33,485,2018
Toole,MT,93.33,485,2018
Treasure,MT,86.4,130,2018
Valley,MT,86.4,130,2018
Wheatland,MT,89.52,323,2018
Wibaux,MT,86.4,130,2018
Yellowstone,MT,89.52,323,2018
Adams,NE,90.83,391,2018
Antelope,NE,89.55,327,2018
Arthur,NE,84.8,71,2018
Banner,NE,85.23,85,2018
Blaine,NE,90.83,391,2018
Boone,NE,89.55,327,2018
Box Butte,NE,85.23,85,2018
Boyd,NE,89.55,327,2018
Brown,NE,89.55,327,2018
Buffalo,NE,90.83,391,2018
Burt,NE,89.55,327,2018
Butler,NE,92.15,437,2018
Cass,NE,87.22,173,2018
Cedar,NE,89.55,327,2018
Chase,NE,84.8,71,2018
Cherry,NE,89.55,327,2018
Cheyenne,NE,85.23,85,2018
Clay,NE,90.83,391,2018
Colfax,NE,89.55,327,2018
Cuming,NE,89.55,327,2018
Custer,NE,90.83,391,2018
Dakota,NE,89.55,327,2018
Dawes,NE,85.23,85,2018
Dawson,NE,84.8,71,2018
Deuel,NE,85.23,85,2018
Dixon,NE,89.55,327,2018
Dodge,NE,87.22,173,2018
Douglas,NE,87.22,173,2018
Dundy,NE,84.8,71,2018
Fillmore,NE,92.15,437,2018
Franklin,NE,90.83,391,2018
Frontier,NE,84.8,71,2018
Furnas,NE,90.83,391,2018
Gage,NE,92.15,437,2018
Garden,NE,85.23,85,2018
Garfield,NE,90.83,391,2018
Gosper,NE,84.8,71,2018
Grant,NE,84.8,71,2018
Greeley,NE,90.83,391,2018
Hall,NE,90.83,391,2018
Hamilton,NE,90.83,391,2018
Harlan,NE,90.83,391,2018
Hayes,NE,84.8,71,2018
Hitchcock,NE,84.8,71,2018
Holt,NE,89.55,327,2018
Hooker,NE,84.8,71,2018
Howard,NE,90.83,391,2018
Jefferson,NE,92.15,437,2018
Johnson,NE,92.15,437,2018
Kearney,NE,90.83,391,2018
Keith,NE,84.8,71,2018
Keya Paha,NE,89.55,327,2018
Kimball,NE,85.23,85,2018
Knox,NE,89.55,327,2018
Lancaster,NE,92.15,437,2018
Lincoln,NE,84.8,71,2018
Logan,NE,84.8,71,2018
Loup,NE,90.83,391,2018
McPherson,NE,84.8,71,2018
Madison,NE,89.55,327,2018
Merrick,NE,90.83,391,2018
Morrill,NE,85.23,85,2018
Nance,NE,89.55,327,2018
Nemaha,NE,92.15,437,2018
Nuckolls,NE,90.83,391,2018
Otoe,NE,92.15,437,2018
Pawnee,NE,92.15,437,2018
Perkins,NE,84.8,71,2018
Phelps,NE,90.83,391,2018
Pierce,NE,89.55,327,2018
Platte,NE,89.55,327,2018
Polk,NE,92.15,437,2018
Red Willow,NE,84.8,71,2018
Richardson,NE,92.15,437,2018
Rock,NE,89.55,327,2018
Saline,NE,92.15,437,2018
Sarpy,NE,87.22,173,2018
Saunders,NE,92.15,437,2018
Scotts Bluff,NE,85.23,85,2018
Seward,NE,92.15,437,2018
Sheridan,NE,85.23,85,2018
Sherman,NE,90.83,391,2018
Sioux,NE,85.23,85,2018
Stanton,NE,89.55,327,2018
Thayer,NE,92.15,437,2018
Thomas,NE,84.8,71,2018
Thurston,NE,89.55,327,2018
Valley,NE,90.83,391,2018
Washington,NE,87.22,173,2018
Wayne,NE,89.55,327,2018
Webster,NE,90.83,391,2018
Wheeler,NE,90.83,391,2018
York,NE,92.15,437,2018
Churchill,NV,86.75,158,2018
Clark,NV,89.51,322,2018
Douglas,NV,84.91,77,2018
Elko,NV,86.75,158,2018
Esmeralda,NV,86.75,158,2018
Eureka,NV,86.75,158,2018
Humboldt,NV,86.75,158,2018
Lander,NV,86.75,158,2018
Lincoln,NV,86.75,158,2018
Lyon,NV,84.91,77,2018
Mineral,NV,86.75,158,2018
Nye,NV,86.75,158,2018
Pershing,NV,86.75,158,2018
Storey,NV,86.75,158,2018
Washoe,NV,88.81,267,2018
White Pine,NV,86.75,158,2018
Carson,NV,84.91,77,2018
Belknap,NH,91.58,416,2018
Carroll,NH,86.91,163,2018
Cheshire,NH,87.21,173,2018
Coos,NH,86.91,163,2018
Grafton,NH,86.91,163,2018
Hillsborough,NH,87.21,173,2018
Merrimack,NH,85.87,104,2018
Rockingham,NH,89.22,300,2018
Strafford,NH,91.58,416,2018
Sullivan,NH,85.87,104,2018
Atlantic,NJ,86.69,154,2018
Bergen,NJ,88.56,247,2018
Burlington,NJ,86.69,154,2018
Camden,NJ,86.69,154,2018
Cape May,NJ,86.69,154,2018
Cumberland,NJ,86.69,154,2018
Essex,NJ,87.06,166,2018
Gloucester,NJ,86.69,154,2018
Hudson,NJ,88.56,247,2018
Hunterdon,NJ,85.14,80,2018
Mercer,NJ,85.14,80,2018
Middlesex,NJ,87.06,166,2018
Monmouth,NJ,85.14,80,2018
Morris,NJ,88.56,247,2018
Ocean,NJ,85.14,80,2018
Passaic,NJ,88.56,247,2018
Salem,NJ,86.69,154,2018
Somerset,NJ,85.14,80,2018
Sussex,NJ,88.56,247,2018
Union,NJ,87.06,166,2018
Warren,NJ,88.56,247,2018
Bernalillo,NM,86.06,109,2018
Catron,NM,83.85,44,2018
Chaves,NM,86.85,161,2018
Cibola,NM,87.06,166,2018
Colfax,NM,82.66,27,2018
Curry,NM,86.85,161,2018
De Baca,NM,86.85,161,2018
Dona Ana,NM,83.85,44,2018
Eddy,NM,86.85,161,2018
Grant,NM,83.85,44,2018
Guadalupe,NM,82.66,27,2018
Harding,NM,86.85,161,2018
Hidalgo,NM,83.85,44,2018
Lea,NM,86.85,161,2018
Lincoln,NM,83.85,44,2018
Los Alamos,NM,82.66,27,2018
Luna,NM,83.85,44,2018
McKinley,NM,87.06,166,2018
Mora,NM,82.66,27,2018
Otero,NM,83.85,44,2018
Quay,NM,86.85,161,2018
Rio Arriba,NM,82.66,27,2018
Roosevelt,NM,86.85,161,2018
Sandoval,NM,87.06,166,2018
San Juan,NM,87.06,166,2018
San Miguel,NM,82.66,27,2018
Santa Fe,NM,82.66,27,2018
Sierra,NM,83.85,44,2018
Socorro,NM,83.85,44,2018
Taos,NM,82.66,27,2018
Torrance,NM,83.85,44,2018
Union,NM,82.66,27,2018
Valencia,NM,87.06,166,2018
Albany,NY,83.99,55,2018
Allegany,NY,83.5,40,2018
Bronx,NY,90.23,354,2018
Broome,NY,88.85,268,2018
Cattaraugus,NY,83.5,40,2018
Cayuga,NY,84.1,60,2018
Chautauqua,NY,83.5,40,2018
Chemung,NY,88.85,268,2018
Chenango,NY,84.1,60,2018
Clinton,NY,87.04,164,2018
Columbia,NY,84.1,60,2018
Cortland,NY,84.1,60,2018
Delaware,NY,84.1,60,2018
Dutchess,NY,86.64,147,2018
Erie,NY,84.52,63,2018
Essex,NY,87.04,164,2018
Franklin,NY,87.04,164,2018
Fulton,NY,87.04,164,2018
Genesee,NY,83.5,40,2018
Greene,NY,84.1,60,2018
Hamilton,NY,87.04,164,2018
Herkimer,NY,83.45,39,2018
Jefferson,NY,87.04,164,2018
Kings,NY,93.31,483,2018
Lewis,NY,87.04,164,2018
Livingston,NY,84.9,74,2018
Madison,NY,83.45,39,2018
Monroe,NY,84.9,74,2018
Montgomery,NY,87.04,164,2018
Nassau,NY,87.69,193,2018
New York,NY,95.38,498,2018
Niagara,NY,84.52,63,2018
Oneida,NY,83.45,39,2018
Onondaga,NY,83.45,39,2018
Ontario,NY,84.9,74,2018
Orange,NY,86.64,147,2018
Orleans,NY,84.9,74,2018
Oswego,NY,83.45,39,2018
Otsego,NY,84.1,60,2018
Putnam,NY,87.88,212,2018
Queens,NY,97.98,511,2018
Rensselaer,NY,83.99,55,2018
Richmond,NY,93.31,483,2018
Rockland,NY,87.88,212,2018
St. Lawrence,NY,87.04,164,2018
Saratoga,NY,83.99,55,2018
Schenectady,NY,83.99,55,2018
Schoharie,NY,83.99,55,2018
Schuyler,NY,83.5,40,2018
Seneca,NY,83.5,40,2018
Steuben,NY,83.5,40,2018
Suffolk,NY,87.69,193,2018
Sullivan,NY,84.1,60,2018
Tioga,NY,88.85,268,2018
Tompkins,NY,88.85,268,2018
Ulster,NY,86.64,147,2018
Warren,NY,83.99,55,2018
Washington,NY,83.99,55,2018
Wayne,NY,84.9,74,2018
Westchester,NY,87.88,212,2018
Wyoming,NY,83.5,40,2018
Yates,NY,83.5,40,2018
Alamance,NC,92.33,449,2018
Alexander,NC,90.53,366,2018
Alleghany,NC,90.53,366,2018
Anson,NC,88.2,219,2018
Ashe,NC,90.53,366,2018
Avery,NC,90.53,366,2018
Beaufort,NC,90.83,391,2018
Bertie,NC,90.83,391,2018
Bladen,NC,90.26,356,2018
Brunswick,NC,90.83,391,2018
Buncombe,NC,85.44,86,2018
Burke,NC,86.65,148,2018
Cabarrus,NC,86.78,159,2018
Caldwell,NC,90.53,366,2018
Camden,NC,90.83,391,2018
Carteret,NC,90.83,391,2018
Caswell,NC,92.33,449,2018
Catawba,NC,86.65,148,2018
Chatham,NC,92.33,449,2018
Cherokee,NC,90.53,366,2018
Chowan,NC,90.83,391,2018
Clay,NC,90.53,366,2018
Cleveland,NC,86.65,148,2018
Columbus,NC,90.26,356,2018
Craven,NC,90.83,391,2018
Cumberland,NC,86.19,116,2018
Currituck,NC,90.83,391,2018
Dare,NC,90.83,391,2018
Davidson,NC,86.78,159,2018
Davie,NC,90.49,364,2018
Duplin,NC,90.26,356,2018
Durham,NC,86.19,116,2018
Edgecombe,NC,90.26,356,2018
Forsyth,NC,90.49,364,2018
Franklin,NC,92.33,449,2018
Gaston,NC,86.65,148,2018
Gates,NC,90.83,391,2018
Graham,NC,90.53,366,2018
Granville,NC,92.33,449,2018
Greene,NC,90.26,356,2018
Guilford,NC,89.38,319,2018
Halifax,NC,92.33,449,2018
Harnett,NC,88.2,219,2018
Haywood,NC,90.53,366,2018
Henderson,NC,85.44,86,2018
Hertford,NC,90.83,391,2018
Hoke,NC,88.2,219,2018
Hyde,NC,90.83,391,2018
Iredell,NC,86.65,148,2018
Jackson,NC,90.53,366,2018
Johnston,NC,86.19,116,2018
Jones,NC,90.83,391,2018
Lee,NC,88.2,219,2018
Lenoir,NC,90.26,356,2018
Lincoln,NC,86.65,148,2018
McDowell,NC,90.53,366,2018
Macon,NC,90.53,366,2018
Madison,NC,85.44,86,2018
Martin,NC,90.83,391,2018
Mecklenburg,NC,88.68,257,2018
Mitchell,NC,85.44,86,2018
Montgomery,NC,88.2,219,2018
Moore,NC,88.2,219,2018
Nash,NC,90.26,356,2018
New Hanover,NC,90.83,391,2018
Northampton,NC,90.83,391,2018
Onslow,NC,90.83,391,2018
Orange,NC,92.33,449,2018
Pamlico,NC,90.83,391,2018
Pasquotank,NC,90.83,391,2018
Pender,NC,90.83,391,2018
Perquimans,NC,90.83,391,2018
Person,NC,92.33,449,2018
Pitt,NC,90.83,391,2018
Polk,NC,85.44,86,2018
Randolph,NC,88.2,219,2018
Richmond,NC,88.2,219,2018
Robeson,NC,90.26,356,2018
Rockingham,NC,90.49,364,2018
Rowan,NC,86.78,159,2018
Rutherford,NC,85.44,86,2018
Sampson,NC,90.26,356,2018
Scotland,NC,90.26,356,2018
Stanly,NC,86.78,159,2018
Stokes,NC,90.49,364,2018
Surry,NC,86.65,148,2018
Swain,NC,90.53,366,2018
Transylvania,NC,85.44,86,2018
Tyrrell,NC,90.83,391,2018
Union,NC,86.78,159,2018
Vance,NC,92.33,449,2018
Wake,NC,89.82,340,2018
Warren,NC,92.33,449,2018
Washington,NC,90.83,391,2018
Watauga,NC,90.53,366,2018
Wayne,NC,90.26,356,2018
