county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Claiborne,TN,36077,54,2018
Clay,TN,31487,27,2018
Cocke,TN,33614,37,2018
Coffee,TN,47998,225,2018
Crockett,TN,42047,130,2018
Cumberland,TN,43893,160,2018
Davidson,TN,56507,374,2018
Decatur,TN,40233,103,2018
DeKalb,TN,44134,164,2018
Dickson,TN,50549,273,2018
Dyer,TN,43762,157,2018
Fayette,TN,59017,401,2018
Fentress,TN,35084,46,2018
Franklin,TN,49038,246,2018
Gibson,TN,41886,127,2018
Giles,TN,47528,219,2018
Grainger,TN,42997,146,2018
Greene,TN,40138,101,2018
Grundy,TN,36987,64,2018
Hamblen,TN,42589,139,2018
Hamilton,TN,53035,321,2018
Hancock,TN,28990,18,2018
Hardeman,TN,38651,83,2018
Hardin,TN,39798,95,2018
Hawkins,TN,40335,104,2018
Haywood,TN,38362,79,2018
Henderson,TN,42430,136,2018
Henry,TN,40837,111,2018
Hickman,TN,41998,129,2018
Houston,TN,43964,161,2018
Humphreys,TN,41510,122,2018
Jackson,TN,36703,60,2018
Jefferson,TN,47264,215,2018
Johnson,TN,34151,39,2018
Knox,TN,54437,342,2018
Lake,TN,34966,45,2018
Lauderdale,TN,37915,74,2018
Lawrence,TN,41553,122,2018
Lewis,TN,37139,65,2018
Lincoln,TN,45736,189,2018
Loudon,TN,56078,367,2018
McMinn,TN,41398,120,2018
McNairy,TN,36055,53,2018
Macon,TN,36246,56,2018
Madison,TN,46223,200,2018
Marion,TN,48024,226,2018
Marshall,TN,49370,253,2018
Maury,TN,54249,339,2018
Meigs,TN,43250,149,2018
Monroe,TN,38327,79,2018
Montgomery,TN,55972,366,2018
Moore,TN,52294,307,2018
Morgan,TN,40166,101,2018
Obion,TN,39866,96,2018
Overton,TN,36558,59,2018
Perry,TN,34634,44,2018
Pickett,TN,41004,114,2018
Polk,TN,41818,126,2018
Putnam,TN,40888,112,2018
Rhea,TN,39451,91,2018
Roane,TN,50003,264,2018
Robertson,TN,61774,426,2018
Rutherford,TN,63846,441,2018
Scott,TN,35453,48,2018
Sequatchie,TN,51750,296,2018
Sevier,TN,45943,193,2018
Shelby,TN,49782,260,2018
Smith,TN,46404,204,2018
Stewart,TN,42269,134,2018
Sullivan,TN,43442,154,2018
Sumner,TN,64631,447,2018
Tipton,TN,60167,414,2018
Trousdale,TN,52864,317,2018
Unicoi,TN,39851,96,2018
Union,TN,41352,119,2018
Van Buren,TN,37127,64,2018
Warren,TN,37715,72,2018
Washington,TN,46752,208,2018
Wayne,TN,38634,82,2018
Weakley,TN,38566,82,2018
White,TN,40745,109,2018
Williamson,TN,109026,509,2018
Wilson,TN,71513,474,2018
Anderson,TX,43355,152,2018
Andrews,TX,74233,479,2018
Angelina,TX,47714,221,2018
Aransas,TX,44865,175,2018
Archer,TX,64476,446,2018
Armstrong,TX,66563,456,2018
Atascosa,TX,55265,355,2018
Austin,TX,65365,452,2018
Bailey,TX,46485,205,2018
Bandera,TX,53683,329,2018
Bastrop,TX,62941,435,2018
Baylor,TX,40750,109,2018
Bee,TX,42032,130,2018
Bell,TX,54184,337,2018
Bexar,TX,55456,357,2018
Blanco,TX,63071,436,2018
Borden,TX,81985,493,2018
Bosque,TX,50882,280,2018
Bowie,TX,47505,219,2018
Brazoria,TX,79270,489,2018
Brazos,TX,46839,209,2018
Brewster,TX,43894,160,2018
Briscoe,TX,42647,140,2018
Brooks,TX,27378,16,2018
Brown,TX,45457,185,2018
Burleson,TX,56235,370,2018
Burnet,TX,59238,404,2018
Caldwell,TX,52278,307,2018
Calhoun,TX,55469,357,2018
Callahan,TX,44602,172,2018
Cameron,TX,37132,65,2018
Camp,TX,42604,139,2018
Carson,TX,70087,468,2018
Cass,TX,45345,183,2018
Castro,TX,45000,177,2018
Chambers,TX,76850,484,2018
Cherokee,TX,46044,195,2018
Childress,TX,40794,110,2018
Clay,TX,51191,286,2018
Cochran,TX,42798,142,2018
Coke,TX,45551,187,2018
Coleman,TX,43981,162,2018
Collin,TX,94192,504,2018
Collingsworth,TX,42750,142,2018
Colorado,TX,49504,256,2018
Comal,TX,75356,481,2018
Comanche,TX,47893,223,2018
Concho,TX,43355,152,2018
Cooke,TX,57646,387,2018
Coryell,TX,51440,290,2018
Cottle,TX,34375,42,2018
Crane,TX,70398,469,2018
Crockett,TX,51152,285,2018
Crosby,TX,37899,73,2018
Culberson,TX,33417,36,2018
Dallam,TX,51250,287,2018
Dallas,TX,56854,378,2018
Dawson,TX,44657,172,2018
Deaf Smith,TX,51841,298,2018
Delta,TX,46138,197,2018
Denton,TX,83376,496,2018
DeWitt,TX,53779,331,2018
Dickens,TX,41618,123,2018
Dimmit,TX,27832,17,2018
Donley,TX,43224,149,2018
Duval,TX,37382,68,2018
Eastland,TX,35325,47,2018
Ector,TX,60676,418,2018
Edwards,TX,40313,103,2018
Ellis,TX,72213,476,2018
El Paso,TX,44597,172,2018
Erath,TX,48819,242,2018
Falls,TX,38032,75,2018
Fannin,TX,50761,277,2018
Fayette,TX,56297,371,2018
Fisher,TX,46827,209,2018
Floyd,TX,48555,236,2018
Foard,TX,46354,203,2018
Fort Bend,TX,95561,505,2018
Franklin,TX,52944,319,2018
Freestone,TX,48731,240,2018
Frio,TX,42476,137,2018
Gaines,TX,59032,401,2018
Galveston,TX,69369,467,2018
Garza,TX,55039,352,2018
Gillespie,TX,58325,394,2018
Glasscock,TX,75833,482,2018
Goliad,TX,60492,416,2018
Gonzales,TX,53006,320,2018
Gray,TX,47170,214,2018
Grayson,TX,54370,341,2018
Gregg,TX,49287,251,2018
Grimes,TX,50298,269,2018
Guadalupe,TX,70931,472,2018
Hale,TX,47080,212,2018
Hall,TX,32921,33,2018
Hamilton,TX,47500,219,2018
Hansford,TX,39229,88,2018
Hardeman,TX,42238,133,2018
Hardin,TX,59105,402,2018
Harris,TX,60146,413,2018
Harrison,TX,51202,287,2018
Hartley,TX,59280,404,2018
Haskell,TX,46013,195,2018
Hays,TX,65935,455,2018
Hemphill,TX,63778,440,2018
Henderson,TX,45798,191,2018
Hidalgo,TX,38398,80,2018
Hill,TX,48823,242,2018
Hockley,TX,48116,228,2018
Hood,TX,59049,402,2018
Hopkins,TX,51877,299,2018
Houston,TX,34297,41,2018
Howard,TX,51528,292,2018
Hudspeth,TX,29318,19,2018
Hunt,TX,51928,300,2018
Hutchinson,TX,50651,274,2018
Irion,TX,54706,346,2018
Jack,TX,51700,295,2018
Jackson,TX,60276,414,2018
Jasper,TX,46088,197,2018
Jeff Davis,TX,53194,324,2018
Jefferson,TX,48463,235,2018
Jim Hogg,TX,32049,29,2018
Jim Wells,TX,42005,129,2018
Johnson,TX,62066,428,2018
Jones,TX,45694,189,2018
Karnes,TX,52252,306,2018
Kaufman,TX,65390,452,2018
Kendall,TX,82390,494,2018
Kenedy,TX,36125,54,2018
Kent,TX,45926,193,2018
Kerr,TX,52473,310,2018
Kimble,TX,42500,138,2018
King,TX,65125,451,2018
Kinney,TX,31468,27,2018
Kleberg,TX,42021,129,2018
Knox,TX,46146,197,2018
Lamar,TX,43562,155,2018
Lamb,TX,43396,153,2018
Lampasas,TX,58194,393,2018
La Salle,TX,51792,297,2018
Lavaca,TX,53021,320,2018
Lee,TX,55000,351,2018
Leon,TX,44818,174,2018
Liberty,TX,49850,261,2018
Limestone,TX,42680,140,2018
Lipscomb,TX,57372,384,2018
Live Oak,TX,55766,363,2018
Llano,TX,52178,304,2018
Loving,TX,81875,493,2018
Lubbock,TX,50473,272,2018
Lynn,TX,43524,155,2018
McCulloch,TX,45329,182,2018
McLennan,TX,48199,230,2018
McMullen,TX,68750,465,2018
Madison,TX,49428,255,2018
Marion,TX,37283,67,2018
Martin,TX,69722,468,2018
Mason,TX,40708,108,2018
Matagorda,TX,45500,186,2018
Maverick,TX,38035,75,2018
Medina,TX,61059,420,2018
Menard,TX,40606,108,2018
Midland,TX,78888,489,2018
Milam,TX,47081,213,2018
Mills,TX,41827,126,2018
Mitchell,TX,49670,258,2018
Montague,TX,51774,297,2018
Montgomery,TX,77416,486,2018
Moore,TX,51527,292,2018
Morris,TX,42961,145,2018
Motley,TX,43750,157,2018
Nacogdoches,TX,43598,155,2018
Navarro,TX,47920,224,2018
Newton,TX,40950,114,2018
Nolan,TX,44346,167,2018
Nueces,TX,55048,352,2018
Ochiltree,TX,49928,263,2018
Oldham,TX,63315,438,2018
Orange,TX,55700,362,2018
Palo Pinto,TX,45979,194,2018
Panola,TX,51569,293,2018
Parker,TX,74625,480,2018
Parmer,TX,54184,337,2018
Pecos,TX,52282,307,2018
Polk,TX,46182,199,2018
Potter,TX,43157,148,2018
Presidio,TX,27061,15,2018
Rains,TX,49872,261,2018
Randall,TX,67397,460,2018
Reagan,TX,70478,470,2018
Real,TX,34813,45,2018
Red River,TX,37955,75,2018
Reeves,TX,58384,395,2018
Refugio,TX,48112,228,2018
Roberts,TX,73854,478,2018
Robertson,TX,54201,338,2018
Rockwall,TX,94767,505,2018
Runnels,TX,41732,125,2018
Rusk,TX,52329,308,2018
Sabine,TX,33257,35,2018
San Augustine,TX,35509,49,2018
San Jacinto,TX,44658,173,2018
San Patricio,TX,55229,355,2018
San Saba,TX,44698,173,2018
Schleicher,TX,55677,362,2018
Scurry,TX,55889,364,2018
Shackelford,TX,45187,179,2018
Shelby,TX,40764,109,2018
Sherman,TX,56576,375,2018
Smith,TX,53511,327,2018
Somervell,TX,53162,323,2018
Starr,TX,29294,19,2018
Stephens,TX,45336,182,2018
Sterling,TX,59286,405,2018
Stonewall,TX,48000,225,2018
Sutton,TX,60543,416,2018
Swisher,TX,38418,80,2018
Tarrant,TX,64874,449,2018
Taylor,TX,50818,278,2018
Terrell,TX,33750,38,2018
Terry,TX,44975,177,2018
Throckmorton,TX,44196,165,2018
Titus,TX,46698,207,2018
Tom Green,TX,51675,294,2018
Travis,TX,71767,475,2018
Trinity,TX,40407,105,2018
Tyler,TX,43936,161,2018
Upshur,TX,50906,280,2018
Upton,TX,52257,306,2018
Uvalde,TX,41752,125,2018
Val Verde,TX,45521,186,2018
Van Zandt,TX,51935,301,2018
Victoria,TX,55631,361,2018
Walker,TX,41855,127,2018
Waller,TX,57654,388,2018
Ward,TX,64630,447,2018
Washington,TX,56237,370,2018
Webb,TX,42293,134,2018
Wharton,TX,49619,257,2018
Wheeler,TX,49352,253,2018
Wichita,TX,46575,206,2018
Wilbarger,TX,48773,241,2018
Willacy,TX,29944,21,2018
Williamson,TX,83679,496,2018
Wilson,TX,72445,476,2018
Winkler,TX,59167,403,2018
Wise,TX,61709,425,2018
Wood,TX,48534,235,2018
Yoakum,TX,68814,466,2018
Young,TX,47194,215,2018
Zapata,TX,31113,25,2018
Zavala,TX,30988,24,2018
Beaver,UT,54212,338,2018
Box Elder,UT,59937,412,2018
Cache,UT,56840,378,2018
Carbon,UT,50278,269,2018
Daggett,UT,81250,492,2018
Davis,UT,79690,490,2018
Duchesne,UT,63919,442,2018
Emery,UT,52055,303,2018
Garfield,UT,52337,308,2018
Grand,UT,48673,239,2018
Iron,UT,46809,208,2018
Juab,UT,62237,429,2018
Kane,UT,48269,231,2018
Millard,UT,60445,415,2018
Morgan,UT,89274,501,2018
Piute,UT,39440,90,2018
Rich,UT,49886,262,2018
Salt Lake,UT,71230,473,2018
San Juan,UT,44680,173,2018
Sanpete,UT,51720,296,2018
Sevier,UT,53020,320,2018
Summit,UT,100453,508,2018
Tooele,UT,71020,472,2018
Uintah,UT,66736,457,2018
Utah,UT,70408,469,2018
Wasatch,UT,77449,486,2018
Washington,UT,56877,379,2018
Wayne,UT,44694,173,2018
Weber,UT,64636,447,2018
Addison,VT,65093,451,2018
Bennington,VT,53040,321,2018
Caledonia,VT,49348,252,2018
Chittenden,VT,69896,468,2018
Essex,VT,41045,115,2018
Franklin,VT,64258,444,2018
Grand Isle,VT,69583,467,2018
Lamoille,VT,60365,415,2018
Orange,VT,60159,413,2018
Orleans,VT,47915,223,2018
Rutland,VT,54973,350,2018
Washington,VT,62108,428,2018
Windham,VT,52659,313,2018
Windsor,VT,58303,394,2018
Accomack,VA,43210,149,2018
Albemarle,VA,75394,481,2018
Alleghany,VA,47794,222,2018
Amelia,VA,58526,396,2018
Amherst,VA,49170,248,2018
Appomattox,VA,56176,369,2018
Arlington,VA,117374,511,2018
Augusta,VA,61305,422,2018
Bath,VA,46137,197,2018
Bedford,VA,61541,423,2018
Bland,VA,50511,273,2018
Botetourt,VA,68410,464,2018
Brunswick,VA,41927,128,2018
Buchanan,VA,30806,23,2018
Buckingham,VA,46261,201,2018
Campbell,VA,50258,269,2018
Caroline,VA,64715,448,2018
Carroll,VA,43532,155,2018
Charles City,VA,59192,403,2018
Charlotte,VA,39212,88,2018
Chesterfield,VA,80214,491,2018
Clarke,VA,77936,486,2018
Craig,VA,55484,358,2018
Culpeper,VA,73116,477,2018
Cumberland,VA,46221,200,2018
Dickenson,VA,29226,19,2018
Dinwiddie,VA,55880,364,2018
Essex,VA,52681,314,2018
Fairfax,VA,111574,510,2018
Fauquier,VA,97469,507,2018
Floyd,VA,49729,259,2018
Fluvanna,VA,74931,480,2018
Franklin,VA,40375,104,2018
Frederick,VA,73250,478,2018
Giles,VA,52478,310,2018
Gloucester,VA,66701,457,2018
Goochland,VA,89741,502,2018
Grayson,VA,33969,39,2018
Greene,VA,64979,449,2018
Greensville,VA,44534,171,2018
Halifax,VA,42289,134,2018
Hanover,VA,88652,501,2018
Henrico,VA,68572,465,2018
Henry,VA,36683,60,2018
Highland,VA,46147,197,2018
Isle of Wight,VA,71376,473,2018
James City,VA,83048,495,2018
King and Queen,VA,54516,343,2018
King George,VA,87321,500,2018
King William,VA,68720,465,2018
Lancaster,VA,50739,277,2018
Lee,VA,32718,32,2018
Loudoun,VA,136268,511,2018
Louisa,VA,59343,406,2018
Lunenburg,VA,41868,127,2018
Madison,VA,54197,338,2018
Mathews,VA,67009,459,2018
Mecklenburg,VA,42025,130,2018
Middlesex,VA,51917,300,2018
Montgomery,VA,54641,345,2018
Nelson,VA,62446,430,2018
New Kent,VA,79698,490,2018
Northampton,VA,43553,155,2018
Northumberland,VA,58677,397,2018
Nottoway,VA,42869,144,2018
Orange,VA,68481,465,2018
Page,VA,47951,224,2018
Patrick,VA,40486,107,2018
Pittsylvania,VA,45382,183,2018
Powhatan,VA,83914,496,2018
Prince Edward,VA,46189,199,2018
Prince George,VA,67001,458,2018
Prince William,VA,103445,508,2018
Pulaski,VA,52638,313,2018
Rappahannock,VA,68438,464,2018
Richmond,VA,45117,178,2018
Roanoke,VA,43028,147,2018
Rockbridge,VA,54805,347,2018
Rockingham,VA,59817,411,2018
Russell,VA,39482,92,2018
Scott,VA,39144,87,2018
Shenandoah,VA,54921,349,2018
Smyth,VA,40425,105,2018
Southampton,VA,54611,344,2018
Spotsylvania,VA,85330,499,2018
Stafford,VA,106773,509,2018
Surry,VA,54844,347,2018
Sussex,VA,45801,191,2018
Tazewell,VA,40978,114,2018
Warren,VA,68189,463,2018
Washington,VA,46262,201,2018
Westmoreland,VA,54268,340,2018
Wise,VA,38345,79,2018
Wythe,VA,48043,226,2018
York,VA,90367,502,2018
Alexandria,VA,96733,506,2018
Bristol,VA,37904,73,2018
Buena Vista,VA,34273,41,2018
Charlottesville,VA,58933,400,2018
Chesapeake,VA,75790,482,2018
Colonial Heights,VA,53716,330,2018
Covington,VA,39432,90,2018
Danville,VA,36301,57,2018
Emporia,VA,30857,24,2018
Falls Church,VA,124796,511,2018
Fredericksburg,VA,63274,438,2018
Galax,VA,31938,29,2018
Hampton,VA,54550,343,2018
Harrisonburg,VA,43893,160,2018
Hopewell,VA,40497,107,2018
Lexington,VA,36466,58,2018
Lynchburg,VA,43374,152,2018
Manassas,VA,78462,488,2018
Manassas Park,VA,80667,491,2018
Martinsville,VA,33224,35,2018
Newport News,VA,51884,299,2018
Norfolk,VA,49146,248,2018
Norton,VA,28071,17,2018
Petersburg,VA,36135,54,2018
Poquoson,VA,96831,506,2018
Portsmouth,VA,50224,268,2018
Radford,VA,36743,61,2018
Salem,VA,57185,383,2018
Staunton,VA,48049,227,2018
Suffolk,VA,70664,471,2018
Virginia Beach,VA,74186,479,2018
Waynesboro,VA,45738,190,2018
Williamsburg,VA,56163,369,2018
Winchester,VA,53797,331,2018
Adams,WA,49142,247,2018
Asotin,WA,50423,271,2018
Benton,WA,65650,453,2018
Chelan,WA,56135,368,2018
Clallam,WA,49913,263,2018
Clark,WA,71636,474,2018
Columbia,WA,51111,284,2018
Cowlitz,WA,51752,297,2018
Douglas,WA,60452,415,2018
Ferry,WA,41924,128,2018
Franklin,WA,62002,427,2018
Garfield,WA,52525,311,2018
Grant,WA,54982,351,2018
Grays Harbor,WA,47770,222,2018
Island,WA,64809,449,2018
Jefferson,WA,54471,343,2018
King,WA,89418,501,2018
Kitsap,WA,71610,474,2018
Kittitas,WA,55193,354,2018
Klickitat,WA,54056,335,2018
Lewis,WA,50216,268,2018
Lincoln,WA,50744,277,2018
Mason,WA,55726,362,2018
Okanogan,WA,45808,191,2018
Pacific,WA,44846,175,2018
Pend Oreille,WA,48583,237,2018
Pierce,WA,67868,462,2018
San Juan,WA,60711,418,2018
Skagit,WA,62865,434,2018
Skamania,WA,58598,396,2018
Snohomish,WA,82751,494,2018
Spokane,WA,54852,348,2018
Stevens,WA,49200,249,2018
Thurston,WA,69592,467,2018
Wahkiakum,WA,54085,335,2018
Walla Walla,WA,56533,374,2018
Whatcom,WA,59285,405,2018
Whitman,WA,42163,131,2018
Yakima,WA,49871,261,2018
Barbour,WV,39580,92,2018
Berkeley,WV,60615,417,2018
Boone,WV,38642,82,2018
Braxton,WV,42213,132,2018
Brooke,WV,49772,260,2018
Cabell,WV,38321,78,2018
Calhoun,WV,37610,71,2018
Clay,WV,35875,52,2018
Doddridge,WV,46449,204,2018
Fayette,WV,40379,105,2018
Gilmer,WV,35810,51,2018
Grant,WV,41071,115,2018
Greenbrier,WV,39038,85,2018
Hampshire,WV,40099,100,2018
Hancock,WV,45580,187,2018
Hardy,WV,47186,214,2018
Harrison,WV,50433,271,2018
Jackson,WV,44783,174,2018
Jefferson,WV,76503,483,2018
Kanawha,WV,45426,184,2018
Lewis,WV,39423,90,2018
Lincoln,WV,37679,72,2018
Logan,WV,38123,76,2018
McDowell,WV,26547,15,2018
Marion,WV,48605,237,2018
Marshall,WV,43918,160,2018
Mason,WV,40347,104,2018
Mercer,WV,39372,89,2018
Mineral,WV,46354,203,2018
Mingo,WV,31305,26,2018
Monongalia,WV,49926,263,2018
Monroe,WV,36493,58,2018
Morgan,WV,50661,275,2018
Nicholas,WV,38468,80,2018
Ohio,WV,48418,234,2018
Pendleton,WV,41210,117,2018
Pleasants,WV,48563,236,2018
Pocahontas,WV,39702,93,2018
Preston,WV,48317,232,2018
Putnam,WV,59626,409,2018
Raleigh,WV,42296,134,2018
Randolph,WV,41094,116,2018
Ritchie,WV,44472,169,2018
Roane,WV,34300,41,2018
Summers,WV,36049,53,2018
Taylor,WV,47205,215,2018
Tucker,WV,45655,188,2018
Tyler,WV,41108,116,2018
Upshur,WV,40401,105,2018
Wayne,WV,36875,62,2018
Webster,WV,34312,41,2018
Wetzel,WV,42125,131,2018
Wirt,WV,40189,102,2018
Wood,WV,45958,194,2018
Wyoming,WV,40045,99,2018
Adams,WI,43280,150,2018
Ashland,WI,43861,159,2018
Barron,WI,50903,280,2018
Bayfield,WI,52910,318,2018
Brown,WI,59963,412,2018
Buffalo,WI,57134,382,2018
Burnett,WI,49982,264,2018
Calumet,WI,72530,477,2018
Chippewa,WI,57288,383,2018
Clark,WI,51872,299,2018
Columbia,WI,65348,452,2018
Crawford,WI,48853,243,2018
Dane,WI,70541,470,2018
Dodge,WI,58870,400,2018
Door,WI,58287,394,2018
Douglas,WI,52480,311,2018
Dunn,WI,56268,371,2018
Eau Claire,WI,55711,362,2018
Florence,WI,49128,247,2018
Fond du Lac,WI,59373,406,2018
Forest,WI,44313,167,2018
Grant,WI,52958,319,2018
Green,WI,62699,433,2018
Green Lake,WI,53260,324,2018
Iowa,WI,62785,434,2018
Iron,WI,40801,111,2018
Jackson,WI,52984,320,2018
Jefferson,WI,63676,440,2018
Juneau,WI,51056,283,2018
Kenosha,WI,60929,419,2018
Kewaunee,WI,63118,437,2018
La Crosse,WI,55479,358,2018
Lafayette,WI,59629,409,2018
Langlade,WI,46557,206,2018
Lincoln,WI,56086,368,2018
Manitowoc,WI,53489,327,2018
Marathon,WI,59543,408,2018
Marinette,WI,47497,218,2018
Marquette,WI,49586,257,2018
Menominee,WI,43872,159,2018
Milwaukee,WI,48742,240,2018
Monroe,WI,58178,393,2018
Oconto,WI,57105,381,2018
Oneida,WI,54198,338,2018
Outagamie,WI,63536,439,2018
Ozaukee,WI,82807,495,2018
Pepin,WI,53140,323,2018
Pierce,WI,72111,476,2018
Polk,WI,56932,379,2018
Portage,WI,57368,384,2018
Price,WI,46742,208,2018
Racine,WI,59749,410,2018
Richland,WI,51335,289,2018
Rock,WI,55832,363,2018
Rusk,WI,44302,166,2018
St. Croix,WI,81124,492,2018
Sauk,WI,56732,377,2018
Sawyer,WI,44555,171,2018
Shawano,WI,54143,336,2018
Sheboygan,WI,58943,400,2018
Taylor,WI,51698,295,2018
Trempealeau,WI,55865,364,2018
Vernon,WI,50905,280,2018
Vilas,WI,44285,166,2018
Walworth,WI,61106,420,2018
Washburn,WI,48422,234,2018
Washington,WI,74062,478,2018
Waukesha,WI,84331,497,2018
Waupaca,WI,57680,388,2018
Waushara,WI,51195,286,2018
Winnebago,WI,57124,382,2018
Wood,WI,53473,327,2018
Albany,WY,46865,209,2018
Big Horn,WY,53435,327,2018
Campbell,WY,79916,490,2018
Carbon,WY,60206,414,2018
Converse,WY,63923,442,2018
Crook,WY,64055,443,2018
Fremont,WY,54242,339,2018
Goshen,WY,49774,260,2018
Hot Springs,WY,51875,299,2018
Johnson,WY,55991,366,2018
Laramie,WY,64220,443,2018
Lincoln,WY,64519,447,2018
Natrona,WY,60550,416,2018
Niobrara,WY,39359,89,2018
Park,WY,62666,433,2018
Platte,WY,47096,213,2018
Sheridan,WY,58521,396,2018
Sublette,WY,78680,488,2018
Sweetwater,WY,73008,477,2018
Teton,WY,83831,496,2018
Uinta,WY,58235,393,2018
Washakie,WY,53426,326,2018
Weston,WY,52867,318,2018
Adjuntas,,12902,0,2018
Aguada,,16347,3,2018
Aguadilla,,16693,3,2018
Aguas Buenas,,17255,5,2018
Aibonito,,19720,8,2018
Añasco,,19379,7,2018
Arecibo,,18001,6,2018
Arroyo,,16976,5,2018
Barceloneta,,16889,4,2018
Barranquitas,,15970,2,2018
Bayamón,,26017,14,2018
Cabo Rojo,,16080,3,2018
Caguas,,25006,13,2018
Camuy,,16831,4,2018
Canóvanas,,20673,9,2018
Carolina,,29434,20,2018
Cataño,,18253,6,2018
Cayey,,21320,10,2018
Ceiba,,19103,7,2018
Ciales,,15071,1,2018
Cidra,,19949,9,2018
Coamo,,19833,8,2018
Comerío,,12812,0,2018
Corozal,,15088,2,2018
Culebra,,23802,12,2018
Dorado,,29667,20,2018
Fajardo,,19068,7,2018
Florida,,20315,9,2018
Guánica,,13242,0,2018
Guayama,,16374,3,2018
Guayanilla,,16922,4,2018
Guaynabo,,33937,39,2018
Gurabo,,33661,37,2018
Hatillo,,17201,5,2018
Hormigueros,,19394,7,2018
Humacao,,19880,8,2018
Isabela,,16748,4,2018
Jayuya,,15424,2,2018
Juana Díaz,,20845,10,2018
Juncos,,18969,6,2018
Lajas,,13747,0,2018
Lares,,14540,1,2018
Las Marías,,13435,0,2018
Las Piedras,,21792,10,2018
Loíza,,17402,5,2018
Luquillo,,20829,9,2018
Manatí,,19459,8,2018
Maricao,,13262,0,2018
Maunabo,,19788,8,2018
Mayagüez,,14120,1,2018
Moca,,14155,1,2018
Morovis,,20589,9,2018
Naguabo,,19356,7,2018
Naranjito,,19332,7,2018
Orocovis,,13319,0,2018
Patillas,,15761,2,2018
Peñuelas,,17592,5,2018
Ponce,,17173,5,2018
Quebradillas,,16630,3,2018
Rincón,,21591,10,2018
Río Grande,,22509,11,2018
Sabana Grande,,16846,4,2018
Salinas,,16887,4,2018
San Germán,,15619,2,2018
San Juan,,22146,11,2018
San Lorenzo,,18821,6,2018
San Sebastián,,14812,1,2018
Santa Isabel,,17640,6,2018
Toa Alta,,28863,18,2018
Toa Baja,,24899,13,2018
Trujillo Alto,,31193,26,2018
Utuado,,16533,3,2018
Vega Alta,,18895,6,2018
Vega Baja,,19096,7,2018
Vieques,,15539,2,2018
Villalba,,19855,8,2018
Yabucoa,,16013,3,2018
Yauco,,14954,1,2018
