county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Autauga,AL,58786,399,2018
Baldwin,AL,55962,365,2018
Barbour,AL,34186,40,2018
Bibb,AL,45340,182,2018
Blount,AL,48695,239,2018
Bullock,AL,32152,30,2018
Butler,AL,39109,86,2018
Calhoun,AL,45197,180,2018
Chambers,AL,39872,96,2018
Cherokee,AL,41014,115,2018
Chilton,AL,45182,179,2018
Choctaw,AL,34884,45,2018
Clarke,AL,36127,54,2018
Clay,AL,41225,118,2018
Cleburne,AL,40188,102,2018
Coffee,AL,53155,323,2018
Colbert,AL,47558,220,2018
Conecuh,AL,33177,35,2018
Coosa,AL,38301,78,2018
Covington,AL,40601,107,2018
Crenshaw,AL,39812,95,2018
Cullman,AL,42558,138,2018
Dale,AL,45960,194,2018
Dallas,AL,31602,27,2018
DeKalb,AL,39233,88,2018
Elmore,AL,59347,406,2018
Escambia,AL,35000,46,2018
Etowah,AL,44023,162,2018
Fayette,AL,37458,69,2018
Franklin,AL,40459,106,2018
Geneva,AL,38142,77,2018
Greene,AL,21804,10,2018
Hale,AL,30571,23,2018
Henry,AL,48610,237,2018
Houston,AL,45496,186,2018
Jackson,AL,39816,95,2018
Jefferson,AL,51979,301,2018
Lamar,AL,36756,61,2018
Lauderdale,AL,46265,201,2018
Lawrence,AL,44515,171,2018
Lee,AL,48056,227,2018
Limestone,AL,56460,373,2018
Lowndes,AL,30833,23,2018
Macon,AL,32074,29,2018
Madison,AL,63417,439,2018
Marengo,AL,32809,32,2018
Marion,AL,35392,48,2018
Marshall,AL,42490,137,2018
Mobile,AL,46166,198,2018
Monroe,AL,30141,22,2018
Montgomery,AL,47990,225,2018
Morgan,AL,49751,259,2018
Perry,AL,23561,11,2018
Pickens,AL,37458,69,2018
Pike,AL,34678,44,2018
Randolph,AL,41449,121,2018
Russell,AL,40978,114,2018
St. Clair,AL,54887,348,2018
Shelby,AL,75761,482,2018
Sumter,AL,23132,11,2018
Talladega,AL,41012,115,2018
Tallapoosa,AL,43361,152,2018
Tuscaloosa,AL,52221,305,2018
Walker,AL,41748,125,2018
Washington,AL,40794,110,2018
Wilcox,AL,27237,16,2018
Winston,AL,38504,81,2018
Aleutians East,AK,69706,468,2018
Aleutians West,AK,85517,499,2018
Anchorage,AK,83280,495,2018
Bethel,AK,54212,338,2018
Bristol Bay,AK,84688,497,2018
Denali,AK,84196,497,2018
Dillingham,AK,58750,398,2018
Fairbanks North Star,AK,77095,485,2018
Haines,AK,64342,445,2018
Hoonah-Angoon,AK,63603,440,2018
Juneau City,AK,88213,501,2018
Kenai Peninsula,AK,66684,457,2018
Ketchikan Gateway,AK,70356,469,2018
Kodiak,AK,78281,487,2018
Kusilvak,AK,35539,50,2018
Lake and Peninsula,AK,46406,204,2018
Matanuska-Susitna,AK,75905,483,2018
Nome,AK,58987,401,2018
North Slope,AK,75431,482,2018
Northwest Arctic,AK,62949,435,2018
Petersburg,AK,66907,458,2018
Prince of Wales-Hyder,AK,54191,338,2018
Sitka City,AK,71534,474,2018
Skagway,AK,72237,476,2018
Southeast Fairbanks,AK,71541,474,2018
Valdez-Cordova,AK,82306,494,2018
Wrangell City,AK,57583,386,2018
Yakutat City,AK,65833,454,2018
Yukon-Koyukuk,AK,40000,99,2018
Apache,AZ,32963,33,2018
Cochise,AZ,48649,238,2018
Coconino,AZ,57616,387,2018
Gila,AZ,42092,130,2018
Graham,AZ,51352,289,2018
Greenlee,AZ,60962,419,2018
La Paz,AZ,33333,35,2018
Maricopa,AZ,61606,424,2018
Mohave,AZ,43266,150,2018
Navajo,AZ,40054,99,2018
Pima,AZ,51037,282,2018
Pinal,AZ,55550,360,2018
Santa Cruz,AZ,40467,106,2018
Yavapai,AZ,50180,267,2018
Yuma,AZ,44058,163,2018
Arkansas,AR,39466,91,2018
Ashley,AR,39635,93,2018
Baxter,AR,41481,121,2018
Benton,AR,64141,443,2018
Boone,AR,43262,150,2018
Bradley,AR,39510,92,2018
Calhoun,AR,44022,162,2018
Carroll,AR,43505,154,2018
Chicot,AR,33051,34,2018
Clark,AR,39752,94,2018
Clay,AR,33935,39,2018
Cleburne,AR,43391,153,2018
Cleveland,AR,42460,136,2018
Columbia,AR,36148,55,2018
Conway,AR,41196,117,2018
Craighead,AR,45868,193,2018
Crawford,AR,46619,206,2018
Crittenden,AR,39002,85,2018
Cross,AR,43838,158,2018
Dallas,AR,36628,60,2018
Desha,AR,30234,22,2018
Drew,AR,43014,146,2018
Faulkner,AR,51930,300,2018
Franklin,AR,39463,91,2018
Fulton,AR,36184,55,2018
Garland,AR,43146,148,2018
Grant,AR,51920,300,2018
Greene,AR,47497,218,2018
Hempstead,AR,41355,119,2018
Hot Spring,AR,41262,118,2018
Howard,AR,35900,52,2018
Independence,AR,43523,154,2018
Izard,AR,40218,102,2018
Jackson,AR,33174,34,2018
Jefferson,AR,38289,78,2018
Johnson,AR,37170,65,2018
Lafayette,AR,32412,31,2018
Lawrence,AR,38528,81,2018
Lee,AR,28367,18,2018
Lincoln,AR,45166,179,2018
Little River,AR,45388,184,2018
Logan,AR,39748,94,2018
Lonoke,AR,57509,386,2018
Madison,AR,43891,159,2018
Marion,AR,35518,50,2018
Miller,AR,41903,128,2018
Mississippi,AR,37237,66,2018
Monroe,AR,35190,47,2018
Montgomery,AR,37855,73,2018
Nevada,AR,37635,71,2018
Newton,AR,39896,97,2018
Ouachita,AR,34887,45,2018
Perry,AR,46071,196,2018
Phillips,AR,29263,19,2018
Pike,AR,37406,68,2018
Poinsett,AR,39277,89,2018
Polk,AR,37035,64,2018
Pope,AR,41914,128,2018
Prairie,AR,41846,126,2018
Pulaski,AR,50093,265,2018
Randolph,AR,36870,61,2018
St. Francis,AR,35356,47,2018
Saline,AR,62152,429,2018
Scott,AR,35509,49,2018
Searcy,AR,36390,57,2018
Sebastian,AR,43240,149,2018
Sevier,AR,46667,207,2018
Sharp,AR,33708,38,2018
Stone,AR,36162,55,2018
Union,AR,44000,162,2018
Van Buren,AR,36897,63,2018
Washington,AR,49629,258,2018
White,AR,43822,158,2018
Woodruff,AR,31023,25,2018
Yell,AR,42361,136,2018
Alameda,CA,92574,503,2018
Alpine,CA,64688,448,2018
Amador,CA,61198,422,2018
Butte,CA,48443,234,2018
Calaveras,CA,58151,392,2018
Colusa,CA,56704,376,2018
Contra Costa,CA,93712,504,2018
Del Norte,CA,45258,180,2018
El Dorado,CA,80582,491,2018
Fresno,CA,51261,288,2018
Glenn,CA,47395,216,2018
Humboldt,CA,45528,187,2018
Imperial,CA,45834,192,2018
Inyo,CA,52874,318,2018
Kern,CA,52479,310,2018
Kings,CA,53865,332,2018
Lake,CA,42475,137,2018
Lassen,CA,56362,372,2018
Los Angeles,CA,64251,444,2018
Madera,CA,52884,318,2018
Marin,CA,110217,509,2018
Mariposa,CA,51199,286,2018
Mendocino,CA,49233,250,2018
Merced,CA,50129,266,2018
Modoc,CA,45149,179,2018
Mono,CA,63018,436,2018
Monterey,CA,66676,457,2018
Napa,CA,84753,497,2018
Nevada,CA,63240,437,2018
Orange,CA,85398,499,2018
Placer,CA,84357,497,2018
Plumas,CA,53270,325,2018
Riverside,CA,63948,443,2018
Sacramento,CA,63902,442,2018
San Benito,CA,81977,493,2018
San Bernardino,CA,60164,414,2018
San Diego,CA,74855,480,2018
San Francisco,CA,104552,508,2018
San Joaquin,CA,61145,421,2018
San Luis Obispo,CA,70699,471,2018
San Mateo,CA,113776,510,2018
Santa Barbara,CA,71657,475,2018
Santa Clara,CA,116178,511,2018
Santa Cruz,CA,78041,487,2018
Shasta,CA,50905,280,2018
Sierra,CA,48125,228,2018
Siskiyou,CA,44200,165,2018
Solano,CA,77609,486,2018
Sonoma,CA,76753,484,2018
Stanislaus,CA,57387,384,2018
Sutter,CA,56955,380,2018
Tehama,CA,42899,145,2018
Trinity,CA,38497,81,2018
Tulare,CA,47518,219,2018
Tuolumne,CA,56493,373,2018
Ventura,CA,84017,496,2018
Yolo,CA,65923,455,2018
Yuba,CA,52624,313,2018
Adams,CO,67575,461,2018
Alamosa,CO,39191,87,2018
Arapahoe,CO,73925,478,2018
Archuleta,CO,50753,277,2018
Baca,CO,37500,69,2018
Bent,CO,34392,42,2018
Boulder,CO,78642,488,2018
Broomfield,CO,89624,502,2018
Chaffee,CO,54580,344,2018
Cheyenne,CO,55227,354,2018
Clear Creek,CO,69936,468,2018
Conejos,CO,34746,44,2018
Costilla,CO,30593,23,2018
Crowley,CO,37586,70,2018
Custer,CO,44644,172,2018
Delta,CO,44512,170,2018
Denver,CO,63793,441,2018
Dolores,CO,41714,124,2018
Douglas,CO,115314,511,2018
Eagle,CO,84685,497,2018
Elbert,CO,96658,506,2018
El Paso,CO,65334,452,2018
Fremont,CO,46296,202,2018
Garfield,CO,72898,477,2018
Gilpin,CO,75120,481,2018
Grand,CO,70469,469,2018
Gunnison,CO,54979,351,2018
Hinsdale,CO,52188,304,2018
Huerfano,CO,36705,61,2018
Jackson,CO,48828,243,2018
Jefferson,CO,78943,489,2018
Kiowa,CO,39784,95,2018
Kit Carson,CO,51046,283,2018
Lake,CO,46918,210,2018
La Plata,CO,64372,445,2018
Larimer,CO,67664,462,2018
Las Animas,CO,41945,129,2018
Lincoln,CO,49423,254,2018
Logan,CO,48922,245,2018
Mesa,CO,53683,329,2018
Mineral,CO,61058,420,2018
Moffat,CO,52807,317,2018
Montezuma,CO,46797,208,2018
Montrose,CO,48739,240,2018
Morgan,CO,51626,293,2018
Otero,CO,34136,39,2018
Ouray,CO,62230,429,2018
Park,CO,66861,457,2018
Phillips,CO,50724,276,2018
Pitkin,CO,71244,473,2018
Prowers,CO,40097,100,2018
Pueblo,CO,44634,172,2018
Rio Blanco,CO,55543,360,2018
Rio Grande,CO,38639,82,2018
Routt,CO,74273,479,2018
Saguache,CO,34410,42,2018
San Juan,CO,46563,206,2018
San Miguel,CO,64478,446,2018
Sedgwick,CO,45188,180,2018
Summit,CO,77589,486,2018
Teller,CO,65382,452,2018
Washington,CO,49375,254,2018
Weld,CO,70908,471,2018
Yuma,CO,48394,233,2018
Fairfield,CT,92969,504,2018
Hartford,CT,72321,476,2018
Litchfield,CT,78314,487,2018
Middlesex,CT,84761,497,2018
New Haven,CT,67128,459,2018
New London,CT,71368,473,2018
Tolland,CT,84916,498,2018
Windham,CT,64774,448,2018
Kent,DE,58775,399,2018
New Castle,DE,70996,472,2018
Sussex,DE,60853,418,2018
District of,,82604,494,2018
Alachua,FL,49078,247,2018
Baker,FL,61769,425,2018
Bay,FL,51829,297,2018
Bradford,FL,46197,200,2018
Brevard,FL,54359,341,2018
Broward,FL,57333,383,2018
Calhoun,FL,38609,82,2018
Charlotte,FL,49225,250,2018
Citrus,FL,41424,121,2018
Clay,FL,62653,433,2018
Collier,FL,65675,453,2018
Columbia,FL,44491,170,2018
DeSoto,FL,35057,46,2018
Dixie,FL,38237,77,2018
Duval,FL,53473,327,2018
Escambia,FL,49286,251,2018
Flagler,FL,53872,332,2018
Franklin,FL,42855,144,2018
Gadsden,FL,40922,112,2018
Gilchrist,FL,42357,135,2018
Glades,FL,39879,96,2018
Gulf,FL,44291,166,2018
Hamilton,FL,34583,43,2018
Hardee,FL,37594,71,2018
Hendry,FL,40728,109,2018
Hernando,FL,46030,195,2018
Highlands,FL,37314,67,2018
Hillsborough,FL,56137,368,2018
Holmes,FL,38608,82,2018
Indian River,FL,52336,308,2018
Jackson,FL,39002,85,2018
Jefferson,FL,48173,229,2018
Lafayette,FL,39543,92,2018
Lake,FL,51884,299,2018
Lee,FL,54691,345,2018
Leon,FL,51201,286,2018
Levy,FL,37634,71,2018
Liberty,FL,37363,67,2018
Madison,FL,35509,49,2018
Manatee,FL,56036,367,2018
Marion,FL,43361,152,2018
Martin,FL,57959,390,2018
Miami-Dade,FL,48982,246,2018
Monroe,FL,67023,459,2018
Nassau,FL,66297,456,2018
Okaloosa,FL,62048,427,2018
Okeechobee,FL,40367,104,2018
Orange,FL,54335,340,2018
Osceola,FL,50063,265,2018
Palm Beach,FL,59943,412,2018
Pasco,FL,50417,271,2018
Pinellas,FL,51454,290,2018
Polk,FL,48500,235,2018
Putnam,FL,35649,50,2018
St. Johns,FL,77323,485,2018
St. Lucie,FL,49373,253,2018
Santa Rosa,FL,66242,455,2018
Sarasota,FL,58644,397,2018
Seminole,FL,63760,440,2018
Sumter,FL,55228,354,2018
Suwannee,FL,42686,141,2018
Taylor,FL,36934,63,2018
Union,FL,41770,125,2018
Volusia,FL,46760,208,2018
Wakulla,FL,62778,434,2018
Walton,FL,53785,331,2018
Washington,FL,37188,66,2018
Appling,GA,39561,92,2018
Atkinson,GA,34877,45,2018
Bacon,GA,36964,63,2018
Baker,GA,37188,66,2018
Baldwin,GA,39426,90,2018
Banks,GA,45373,183,2018
Barrow,GA,57348,384,2018
Bartow,GA,55452,357,2018
Ben Hill,GA,32705,32,2018
Berrien,GA,37163,65,2018
Bibb,GA,39931,98,2018
Bleckley,GA,45029,178,2018
Brantley,GA,37031,64,2018
Brooks,GA,34322,41,2018
Bryan,GA,71322,473,2018
Bulloch,GA,41789,126,2018
Burke,GA,42773,142,2018
Butts,GA,41845,126,2018
Calhoun,GA,31725,28,2018
Camden,GA,56397,372,2018
Candler,GA,32937,33,2018
Carroll,GA,49608,257,2018
Catoosa,GA,55125,353,2018
Charlton,GA,40283,103,2018
Chatham,GA,54911,349,2018
Chattahoochee,GA,46453,204,2018
Chattooga,GA,36107,54,2018
Cherokee,GA,79670,489,2018
Clarke,GA,36889,62,2018
Clay,GA,25000,13,2018
Clayton,GA,45778,191,2018
Clinch,GA,25236,13,2018
Cobb,GA,75153,481,2018
Coffee,GA,38266,77,2018
Colquitt,GA,35472,49,2018
Columbia,GA,76938,484,2018
Cook,GA,38408,80,2018
Coweta,GA,70717,471,2018
Crawford,GA,43257,150,2018
Crisp,GA,35096,46,2018
Dade,GA,44471,169,2018
Dawson,GA,65805,454,2018
Decatur,GA,39148,87,2018
DeKalb,GA,59280,404,2018
Dodge,GA,35757,51,2018
Dooly,GA,35629,50,2018
Dougherty,GA,37633,71,2018
Douglas,GA,62147,429,2018
Early,GA,31567,27,2018
Echols,GA,34447,43,2018
Effingham,GA,65153,451,2018
Elbert,GA,37943,74,2018
Emanuel,GA,34946,45,2018
Evans,GA,39701,93,2018
Fannin,GA,45647,188,2018
Fayette,GA,87272,500,2018
Floyd,GA,46367,203,2018
Forsyth,GA,101743,508,2018
Franklin,GA,40198,102,2018
Fulton,GA,64787,448,2018
Gilmer,GA,49389,254,2018
Glascock,GA,41686,124,2018
Glynn,GA,50672,275,2018
Gordon,GA,44313,167,2018
Grady,GA,42348,135,2018
Greene,GA,49755,259,2018
Gwinnett,GA,67769,462,2018
Habersham,GA,49140,247,2018
Hall,GA,59898,412,2018
Hancock,GA,31984,29,2018
Haralson,GA,46353,202,2018
Harris,GA,74261,479,2018
Hart,GA,41358,119,2018
Heard,GA,48094,227,2018
Henry,GA,68609,465,2018
Houston,GA,58770,399,2018
Irwin,GA,32339,31,2018
Jackson,GA,62495,431,2018
Jasper,GA,43284,151,2018
Jeff Davis,GA,36531,59,2018
Jefferson,GA,34300,41,2018
Jenkins,GA,27311,16,2018
Johnson,GA,39813,95,2018
Jones,GA,53155,323,2018
Lamar,GA,41464,121,2018
Lanier,GA,39104,86,2018
Laurens,GA,37369,68,2018
Lee,GA,65420,453,2018
Liberty,GA,45959,194,2018
Lincoln,GA,41014,115,2018
Long,GA,55439,356,2018
Lowndes,GA,41390,120,2018
Lumpkin,GA,47488,218,2018
McDuffie,GA,39199,88,2018
McIntosh,GA,47114,213,2018
Macon,GA,31999,29,2018
Madison,GA,51701,295,2018
Marion,GA,44309,166,2018
Meriwether,GA,36351,57,2018
Miller,GA,42927,145,2018
Mitchell,GA,37027,64,2018
Monroe,GA,54050,335,2018
Montgomery,GA,40728,109,2018
Morgan,GA,62530,431,2018
Murray,GA,45238,180,2018
Muscogee,GA,45389,184,2018
Newton,GA,53309,325,2018
Oconee,GA,88308,501,2018
Oglethorpe,GA,44927,176,2018
Paulding,GA,66467,456,2018
Peach,GA,42802,143,2018
Pickens,GA,64512,446,2018
Pierce,GA,44167,164,2018
Pike,GA,58765,399,2018
Polk,GA,43491,154,2018
Pulaski,GA,38770,83,2018
Putnam,GA,51245,287,2018
Quitman,GA,30000,21,2018
Rabun,GA,40902,112,2018
Randolph,GA,30914,24,2018
Richmond,GA,40644,108,2018
Rockdale,GA,57049,381,2018
Schley,GA,41276,118,2018
Screven,GA,37588,70,2018
Seminole,GA,34338,42,2018
Spalding,GA,42671,140,2018
Stephens,GA,43416,153,2018
Stewart,GA,25385,13,2018
Sumter,GA,36205,56,2018
Talbot,GA,36213,56,2018
Taliaferro,GA,31797,28,2018
Tattnall,GA,38034,75,2018
Taylor,GA,33442,36,2018
Telfair,GA,30288,22,2018
Terrell,GA,38015,75,2018
Thomas,GA,40112,100,2018
Tift,GA,42790,142,2018
Toombs,GA,36575,59,2018
Towns,GA,43927,161,2018
Treutlen,GA,37606,71,2018
Troup,GA,43850,158,2018
Turner,GA,38341,79,2018
Twiggs,GA,33037,33,2018
Union,GA,44978,177,2018
Upson,GA,36529,59,2018
Walker,GA,43650,156,2018
Walton,GA,58370,394,2018
Ware,GA,39887,97,2018
Warren,GA,34730,44,2018
Washington,GA,38092,76,2018
Wayne,GA,44869,175,2018
Webster,GA,35755,51,2018
Wheeler,GA,27626,17,2018
White,GA,46288,201,2018
Whitfield,GA,46970,211,2018
Wilcox,GA,36077,54,2018
Wilkes,GA,35106,46,2018
Wilkinson,GA,37583,70,2018
Worth,GA,46076,196,2018
Hawaii,HI,59297,405,2018
Honolulu,HI,82906,495,2018
Kalawao,HI,61875,426,2018
Kauai,HI,78482,488,2018
Maui,HI,77117,485,2018
Ada,ID,63137,437,2018
Adams,ID,45319,181,2018
Bannock,ID,49739,259,2018
Bear Lake,ID,54265,340,2018
Benewah,ID,46507,205,2018
Bingham,ID,51288,288,2018
Blaine,ID,51968,301,2018
Boise,ID,53942,333,2018
Bonner,ID,48710,239,2018
Bonneville,ID,56609,375,2018
Boundary,ID,43507,154,2018
Butte,ID,42250,133,2018
Camas,ID,38393,80,2018
Canyon,ID,49143,248,2018
Caribou,ID,59611,408,2018
Cassia,ID,50918,281,2018
Clark,ID,35341,47,2018
Clearwater,ID,42348,135,2018
Custer,ID,39957,98,2018
Elmore,ID,46715,207,2018
Franklin,ID,56613,375,2018
Fremont,ID,53311,325,2018
Gem,ID,43001,146,2018
Gooding,ID,48638,238,2018
Idaho,ID,39113,86,2018
Jefferson,ID,60162,414,2018
Jerome,ID,49306,252,2018
Kootenai,ID,54457,343,2018
Latah,ID,45466,185,2018
Lemhi,ID,37921,74,2018
Lewis,ID,41326,119,2018
Lincoln,ID,48222,230,2018
Madison,ID,36031,53,2018
Minidoka,ID,50663,275,2018
Nez Perce,ID,54174,337,2018
Oneida,ID,51058,283,2018
Owyhee,ID,40430,106,2018
Payette,ID,50289,269,2018
Power,ID,49985,264,2018
Shoshone,ID,39091,86,2018
Teton,ID,68818,466,2018
Twin Falls,ID,50778,278,2018
Valley,ID,55299,355,2018
Washington,ID,37206,66,2018
Adams,IL,51398,289,2018
Alexander,IL,34709,44,2018
Bond,IL,58097,391,2018
Boone,IL,66898,458,2018
Brown,IL,58762,399,2018
Bureau,IL,55940,365,2018
Calhoun,IL,54392,341,2018
Carroll,IL,51228,287,2018
Cass,IL,51997,302,2018
Champaign,IL,51692,295,2018
Christian,IL,52415,309,2018
Clark,IL,54158,337,2018
Clay,IL,48691,239,2018
Clinton,IL,65010,450,2018
Coles,IL,44071,163,2018
Cook,IL,62088,428,2018
Crawford,IL,49233,250,2018
Cumberland,IL,53376,326,2018
DeKalb,IL,61086,420,2018
De Witt,IL,55591,360,2018
Douglas,IL,54218,339,2018
DuPage,IL,88711,501,2018
Edgar,IL,51109,284,2018
Edwards,IL,49766,260,2018
Effingham,IL,56293,371,2018
Fayette,IL,44432,168,2018
Ford,IL,51120,285,2018
Franklin,IL,41414,120,2018
Fulton,IL,50180,267,2018
Gallatin,IL,42500,138,2018
Greene,IL,46052,195,2018
Grundy,IL,74140,479,2018
Hamilton,IL,56862,378,2018
Hancock,IL,51549,292,2018
Hardin,IL,43081,147,2018
Henderson,IL,52712,314,2018
Henry,IL,57250,383,2018
Iroquois,IL,51825,297,2018
Jackson,IL,37802,72,2018
Jasper,IL,54951,349,2018
Jefferson,IL,47617,220,2018
Jersey,IL,56747,377,2018
Jo Daviess,IL,57083,381,2018
Johnson,IL,50923,281,2018
Kane,IL,76912,484,2018
Kankakee,IL,57981,390,2018
Kendall,IL,91764,503,2018
Knox,IL,43709,156,2018
Lake,IL,86244,500,2018
LaSalle,IL,56243,370,2018
Lawrence,IL,45654,188,2018
Lee,IL,57901,389,2018
Livingston,IL,56200,369,2018
Logan,IL,57899,389,2018
McDonough,IL,43724,156,2018
McHenry,IL,84803,498,2018
McLean,IL,65813,454,2018
Macon,IL,50444,271,2018
Macoupin,IL,53778,330,2018
Madison,IL,57890,389,2018
Marion,IL,46102,197,2018
Marshall,IL,55901,365,2018
Mason,IL,45596,187,2018
Massac,IL,42604,139,2018
Menard,IL,69102,466,2018
Mercer,IL,58011,391,2018
Monroe,IL,81268,492,2018
Montgomery,IL,50304,269,2018
Morgan,IL,48508,235,2018
Moultrie,IL,59623,408,2018
Ogle,IL,59707,409,2018
Peoria,IL,54770,346,2018
Perry,IL,48298,231,2018
Piatt,IL,69271,467,2018
Pike,IL,42664,140,2018
Pope,IL,40671,108,2018
Pulaski,IL,33799,38,2018
Putnam,IL,65034,450,2018
Randolph,IL,52107,304,2018
Richland,IL,48724,240,2018
Rock Island,IL,52630,313,2018
St. Clair,IL,53681,329,2018
Saline,IL,41167,117,2018
Sangamon,IL,60466,416,2018
Schuyler,IL,46151,198,2018
Scott,IL,53973,334,2018
Shelby,IL,51157,285,2018
Stark,IL,52260,306,2018
Stephenson,IL,48016,226,2018
Tazewell,IL,62342,430,2018
Union,IL,49182,249,2018
Vermilion,IL,45384,184,2018
Wabash,IL,51432,290,2018
Warren,IL,49607,257,2018
Washington,IL,59469,407,2018
Wayne,IL,49764,259,2018
White,IL,47773,222,2018
Whiteside,IL,53828,331,2018
Will,IL,83504,496,2018
Williamson,IL,49053,246,2018
Winnebago,IL,52743,315,2018
Woodford,IL,71867,475,2018
Adams,IN,51713,296,2018
Allen,IN,53402,326,2018
Bartholomew,IN,59045,402,2018
Benton,IN,46188,199,2018
Blackford,IN,42217,132,2018
Boone,IN,80567,491,2018
Brown,IN,61455,423,2018
Carroll,IN,56429,373,2018
Cass,IN,47545,220,2018
Clark,IN,54240,339,2018
Clay,IN,53021,320,2018
Clinton,IN,52488,311,2018
Crawford,IN,43875,159,2018
Daviess,IN,51032,282,2018
Dearborn,IN,65096,451,2018
Decatur,IN,54622,344,2018
DeKalb,IN,53808,331,2018
Delaware,IN,42705,141,2018
Dubois,IN,58994,401,2018
Elkhart,IN,55399,356,2018
Fayette,IN,43317,151,2018
Floyd,IN,61754,425,2018
Fountain,IN,49887,262,2018
Franklin,IN,58382,395,2018
Fulton,IN,49333,252,2018
Gibson,IN,52620,313,2018
Grant,IN,42593,139,2018
Greene,IN,49177,248,2018
Hamilton,IN,94644,505,2018
Hancock,IN,73142,478,2018
Harrison,IN,57132,382,2018
Hendricks,IN,78355,488,2018
Henry,IN,48235,231,2018
Howard,IN,50869,279,2018
Huntington,IN,52208,305,2018
Jackson,IN,49506,256,2018
Jasper,IN,59574,408,2018
Jay,IN,44772,174,2018
Jefferson,IN,51119,284,2018
Jennings,IN,49801,261,2018
Johnson,IN,68712,465,2018
Knox,IN,46457,205,2018
Kosciusko,IN,58402,395,2018
LaGrange,IN,60675,417,2018
Lake,IN,54249,339,2018
LaPorte,IN,51101,284,2018
Lawrence,IN,52092,303,2018
Madison,IN,47436,217,2018
Marion,IN,46692,207,2018
Marshall,IN,54229,339,2018
Martin,IN,51224,287,2018
Miami,IN,47460,218,2018
Monroe,IN,47075,212,2018
Montgomery,IN,53610,328,2018
Morgan,IN,62462,431,2018
Newton,IN,53146,323,2018
Noble,IN,55033,352,2018
Ohio,IN,61148,421,2018
Orange,IN,45341,183,2018
Owen,IN,48667,238,2018
Parke,IN,48788,241,2018
Perry,IN,51064,283,2018
Pike,IN,52527,312,2018
Porter,IN,68044,463,2018
Posey,IN,62583,432,2018
Pulaski,IN,48370,233,2018
Putnam,IN,56169,369,2018
Randolph,IN,45601,187,2018
Ripley,IN,56295,371,2018
Rush,IN,50535,273,2018
St. Joseph,IN,50938,281,2018
Scott,IN,47123,213,2018
Shelby,IN,59214,403,2018
Spencer,IN,56998,380,2018
Starke,IN,48895,245,2018
Steuben,IN,56101,368,2018
Sullivan,IN,46517,205,2018
Switzerland,IN,47929,224,2018
Tippecanoe,IN,51844,298,2018
Tipton,IN,55479,358,2018
Union,IN,48227,230,2018
Vanderburgh,IN,46943,211,2018
Vermillion,IN,48377,233,2018
Vigo,IN,43859,159,2018
Wabash,IN,50637,274,2018
Warren,IN,61148,421,2018
Warrick,IN,70648,470,2018
Washington,IN,47078,212,2018
Wayne,IN,44228,165,2018
Wells,IN,56265,370,2018
White,IN,55086,352,2018
Whitley,IN,61153,421,2018
Adair,IA,51859,298,2018
Adams,IA,49229,250,2018
Allamakee,IA,51057,283,2018
Appanoose,IA,41111,116,2018
Audubon,IA,50397,271,2018
Benton,IA,65475,453,2018
Black Hawk,IA,52688,314,2018
Boone,IA,61111,420,2018
Bremer,IA,68023,463,2018
Buchanan,IA,61409,422,2018
Buena Vista,IA,54556,344,2018
Butler,IA,55999,366,2018
Calhoun,IA,50800,278,2018
Carroll,IA,57674,388,2018
Cass,IA,48178,230,2018
Cedar,IA,65791,454,2018
Cerro Gordo,IA,52902,318,2018
Cherokee,IA,54658,345,2018
Chickasaw,IA,55385,356,2018
Clarke,IA,51571,293,2018
Clay,IA,47874,223,2018
Clayton,IA,52828,317,2018
Clinton,IA,50156,266,2018
Crawford,IA,53609,328,2018
Dallas,IA,84790,498,2018
Davis,IA,58464,395,2018
Decatur,IA,42614,140,2018
Delaware,IA,61179,422,2018
Des Moines,IA,49977,264,2018
Dickinson,IA,58099,392,2018
Dubuque,IA,61321,422,2018
Emmet,IA,48542,236,2018
Fayette,IA,50015,265,2018
Floyd,IA,48110,228,2018
Franklin,IA,53742,330,2018
Fremont,IA,54281,340,2018
Greene,IA,54050,335,2018
Grundy,IA,66965,458,2018
Guthrie,IA,57075,381,2018
Hamilton,IA,56273,371,2018
Hancock,IA,61167,421,2018
Hardin,IA,53872,332,2018
Harrison,IA,60063,413,2018
Henry,IA,52428,309,2018
Howard,IA,52742,315,2018
Humboldt,IA,52219,305,2018
Ida,IA,55969,365,2018
Iowa,IA,58570,396,2018
Jackson,IA,54070,335,2018
Jasper,IA,55727,362,2018
Jefferson,IA,43378,153,2018
Johnson,IA,61640,424,2018
Jones,IA,56012,366,2018
Keokuk,IA,51043,282,2018
Kossuth,IA,54146,336,2018
Lee,IA,48571,237,2018
Linn,IA,64862,449,2018
Louisa,IA,53943,333,2018
Lucas,IA,50206,268,2018
Lyon,IA,64352,445,2018
Madison,IA,64512,446,2018
Mahaska,IA,52950,319,2018
Marion,IA,58492,396,2018
Marshall,IA,54027,334,2018
Mills,IA,69177,466,2018
Mitchell,IA,55553,360,2018
Monona,IA,45252,180,2018
Monroe,IA,49549,256,2018
Montgomery,IA,47648,220,2018
Muscatine,IA,57348,384,2018
O'Brien,IA,53045,321,2018
Osceola,IA,58125,392,2018
Page,IA,49974,263,2018
Palo Alto,IA,52462,310,2018
Plymouth,IA,64296,444,2018
Pocahontas,IA,49877,261,2018
