county,state,medianAge,medianAgeBucket,year
Davis,IA,37.0,97,2018
Decatur,IA,36.4,84,2018
Delaware,IA,43.6,361,2018
Des Moines,IA,42.6,321,2018
Dickinson,IA,48.4,466,2018
Dubuque,IA,38.5,143,2018
Emmet,IA,42.4,313,2018
Fayette,IA,43.6,361,2018
Floyd,IA,43.9,371,2018
Franklin,IA,42.4,313,2018
Fremont,IA,45.8,422,2018
Greene,IA,44.5,391,2018
Grundy,IA,42.5,317,2018
Guthrie,IA,45.6,418,2018
Hamilton,IA,42.4,313,2018
Hancock,IA,44.5,391,2018
Hardin,IA,44.7,396,2018
Harrison,IA,44.1,378,2018
Henry,IA,40.0,200,2018
Howard,IA,42.2,304,2018
Humboldt,IA,43.0,339,2018
Ida,IA,44.5,391,2018
Iowa,IA,42.1,300,2018
Jackson,IA,44.7,396,2018
Jasper,IA,42.3,308,2018
Jefferson,IA,43.0,339,2018
Johnson,IA,30.0,10,2018
Jones,IA,43.4,354,2018
Keokuk,IA,43.9,371,2018
Kossuth,IA,45.5,417,2018
Lee,IA,43.2,348,2018
Linn,IA,37.5,109,2018
Louisa,IA,41.2,258,2018
Lucas,IA,44.6,394,2018
Lyon,IA,38.1,129,2018
Madison,IA,40.1,205,2018
Mahaska,IA,39.7,188,2018
Marion,IA,39.2,168,2018
Marshall,IA,39.1,166,2018
Mills,IA,42.1,300,2018
Mitchell,IA,43.8,368,2018
Monona,IA,46.5,439,2018
Monroe,IA,41.8,286,2018
Montgomery,IA,44.0,375,2018
Muscatine,IA,38.1,129,2018
O'Brien,IA,42.4,313,2018
Osceola,IA,43.8,368,2018
Page,IA,44.0,375,2018
Palo Alto,IA,41.8,286,2018
Plymouth,IA,39.9,196,2018
Pocahontas,IA,47.9,460,2018
Polk,IA,35.3,60,2018
Pottawattamie,IA,39.5,180,2018
Poweshiek,IA,40.7,233,2018
Ringgold,IA,44.9,402,2018
Sac,IA,46.2,433,2018
Scott,IA,38.3,136,2018
Shelby,IA,46.1,431,2018
Sioux,IA,33.2,32,2018
Story,IA,26.3,3,2018
Tama,IA,42.8,329,2018
Taylor,IA,42.8,329,2018
Union,IA,39.9,196,2018
Van Buren,IA,44.3,384,2018
Wapello,IA,39.3,172,2018
Warren,IA,38.3,136,2018
Washington,IA,40.8,239,2018
Wayne,IA,43.0,339,2018
Webster,IA,39.1,166,2018
Winnebago,IA,42.6,321,2018
Winneshiek,IA,41.3,263,2018
Woodbury,IA,35.7,67,2018
Worth,IA,44.0,375,2018
Wright,IA,43.4,354,2018
Allen,KS,41.8,286,2018
Anderson,KS,41.5,272,2018
Atchison,KS,36.1,76,2018
Barber,KS,43.8,368,2018
Barton,KS,40.0,200,2018
Bourbon,KS,39.3,172,2018
Brown,KS,42.2,304,2018
Butler,KS,38.4,139,2018
Chase,KS,44.4,387,2018
Chautauqua,KS,48.8,469,2018
Cherokee,KS,41.9,290,2018
Cheyenne,KS,45.7,420,2018
Clark,KS,44.3,384,2018
Clay,KS,43.0,339,2018
Cloud,KS,41.0,250,2018
Coffey,KS,44.0,375,2018
Comanche,KS,47.5,454,2018
Cowley,KS,38.8,153,2018
Crawford,KS,32.5,27,2018
Decatur,KS,49.5,476,2018
Dickinson,KS,41.5,272,2018
Doniphan,KS,41.3,263,2018
Douglas,KS,29.5,8,2018
Edwards,KS,44.7,396,2018
Elk,KS,51.7,493,2018
Ellis,KS,32.6,27,2018
Ellsworth,KS,42.3,308,2018
Finney,KS,30.5,12,2018
Ford,KS,31.9,23,2018
Franklin,KS,39.1,166,2018
Geary,KS,26.1,2,2018
Gove,KS,48.1,462,2018
Graham,KS,51.9,494,2018
Grant,KS,32.6,27,2018
Gray,KS,36.2,79,2018
Greeley,KS,36.5,87,2018
Greenwood,KS,48.7,469,2018
Hamilton,KS,32.2,24,2018
Harper,KS,42.3,308,2018
Harvey,KS,39.5,180,2018
Haskell,KS,36.6,90,2018
Hodgeman,KS,49.1,473,2018
Jackson,KS,41.6,278,2018
Jefferson,KS,44.2,380,2018
Jewell,KS,52.6,499,2018
Johnson,KS,37.5,109,2018
Kearny,KS,34.4,46,2018
Kingman,KS,45.5,417,2018
Kiowa,KS,40.3,214,2018
Labette,KS,40.6,228,2018
Lane,KS,41.2,258,2018
Leavenworth,KS,37.6,113,2018
Lincoln,KS,46.4,437,2018
Linn,KS,43.9,371,2018
Logan,KS,40.0,200,2018
Lyon,KS,33.4,34,2018
McPherson,KS,41.1,253,2018
Marion,KS,44.7,396,2018
Marshall,KS,44.0,375,2018
Meade,KS,37.3,104,2018
Miami,KS,41.9,290,2018
Mitchell,KS,43.5,357,2018
Montgomery,KS,40.5,223,2018
Morris,KS,47.7,457,2018
Morton,KS,43.1,343,2018
Nemaha,KS,39.9,196,2018
Neosho,KS,40.1,205,2018
Ness,KS,48.7,469,2018
Norton,KS,43.2,348,2018
Osage,KS,43.6,361,2018
Osborne,KS,46.7,443,2018
Ottawa,KS,42.6,321,2018
Pawnee,KS,45.7,420,2018
Phillips,KS,44.6,394,2018
Pottawatomie,KS,35.1,55,2018
Pratt,KS,38.5,143,2018
Rawlins,KS,49.2,474,2018
Reno,KS,40.4,220,2018
Republic,KS,51.1,490,2018
Rice,KS,39.1,166,2018
Riley,KS,25.1,1,2018
Rooks,KS,43.8,368,2018
Rush,KS,47.6,455,2018
Russell,KS,49.1,473,2018
Saline,KS,38.5,143,2018
Scott,KS,39.4,176,2018
Sedgwick,KS,35.2,57,2018
Seward,KS,29.4,8,2018
Shawnee,KS,38.9,157,2018
Sheridan,KS,44.3,384,2018
Sherman,KS,38.8,153,2018
Smith,KS,51.6,493,2018
Stafford,KS,44.4,387,2018
Stanton,KS,39.6,183,2018
Stevens,KS,34.7,49,2018
Sumner,KS,41.1,253,2018
Thomas,KS,36.1,76,2018
Trego,KS,49.2,474,2018
Wabaunsee,KS,43.8,368,2018
Wallace,KS,43.1,343,2018
Washington,KS,46.5,439,2018
Wichita,KS,45.0,404,2018
Wilson,KS,43.9,371,2018
Woodson,KS,48.3,465,2018
Wyandotte,KS,33.7,37,2018
Adair,KY,41.5,272,2018
Allen,KY,40.0,200,2018
Anderson,KY,41.0,250,2018
Ballard,KY,43.3,351,2018
Barren,KY,40.3,214,2018
Bath,KY,40.4,220,2018
Bell,KY,41.6,278,2018
Boone,KY,37.3,104,2018
Bourbon,KY,42.1,300,2018
Boyd,KY,41.9,290,2018
Boyle,KY,40.3,214,2018
Bracken,KY,40.7,233,2018
Breathitt,KY,41.6,278,2018
Breckinridge,KY,42.9,334,2018
Bullitt,KY,40.1,205,2018
Butler,KY,41.0,250,2018
Caldwell,KY,43.5,357,2018
Calloway,KY,35.3,60,2018
Campbell,KY,38.1,129,2018
Carlisle,KY,42.9,334,2018
Carroll,KY,38.1,129,2018
Carter,KY,41.0,250,2018
Casey,KY,42.9,334,2018
Christian,KY,28.4,6,2018
Clark,KY,42.2,304,2018
Clay,KY,39.7,188,2018
Clinton,KY,41.7,281,2018
Crittenden,KY,43.6,361,2018
Cumberland,KY,46.1,431,2018
Daviess,KY,38.7,149,2018
Edmonson,KY,43.8,368,2018
Elliott,KY,41.9,290,2018
Estill,KY,43.7,364,2018
Fayette,KY,34.4,46,2018
Fleming,KY,40.9,244,2018
Floyd,KY,41.9,290,2018
Franklin,KY,40.5,223,2018
Fulton,KY,43.1,343,2018
Gallatin,KY,38.9,157,2018
Garrard,KY,42.7,326,2018
Grant,KY,36.0,74,2018
Graves,KY,40.3,214,2018
Grayson,KY,40.5,223,2018
Green,KY,44.6,394,2018
Greenup,KY,43.4,354,2018
Hancock,KY,39.4,176,2018
Hardin,KY,36.3,82,2018
Harlan,KY,41.2,258,2018
Harrison,KY,42.1,300,2018
Hart,KY,40.2,209,2018
Henderson,KY,40.8,239,2018
Henry,KY,41.3,263,2018
Hickman,KY,46.6,441,2018
Hopkins,KY,41.9,290,2018
Jackson,KY,41.0,250,2018
Jefferson,KY,38.1,129,2018
Jessamine,KY,37.9,123,2018
Johnson,KY,41.8,286,2018
Kenton,KY,37.0,97,2018
Knott,KY,42.6,321,2018
Knox,KY,40.0,200,2018
Larue,KY,40.8,239,2018
Laurel,KY,39.6,183,2018
Lawrence,KY,41.1,253,2018
Lee,KY,44.1,378,2018
Leslie,KY,41.8,286,2018
Letcher,KY,42.2,304,2018
Lewis,KY,42.9,334,2018
Lincoln,KY,40.5,223,2018
Livingston,KY,45.7,420,2018
Logan,KY,40.8,239,2018
Lyon,KY,48.9,470,2018
McCracken,KY,42.1,300,2018
McCreary,KY,40.0,200,2018
McLean,KY,41.3,263,2018
Madison,KY,34.0,41,2018
Magoffin,KY,42.1,300,2018
Marion,KY,39.7,188,2018
Marshall,KY,44.8,399,2018
Martin,KY,39.3,172,2018
Mason,KY,40.7,233,2018
Meade,KY,38.5,143,2018
Menifee,KY,46.2,433,2018
Mercer,KY,42.2,304,2018
Metcalfe,KY,43.4,354,2018
Monroe,KY,41.6,278,2018
Montgomery,KY,39.1,166,2018
Morgan,KY,41.3,263,2018
Muhlenberg,KY,42.4,313,2018
Nelson,KY,39.5,180,2018
Nicholas,KY,41.5,272,2018
Ohio,KY,40.6,228,2018
Oldham,KY,39.0,161,2018
Owen,KY,41.2,258,2018
Owsley,KY,42.5,317,2018
Pendleton,KY,41.1,253,2018
Perry,KY,41.2,258,2018
Pike,KY,42.1,300,2018
Powell,KY,39.2,168,2018
Pulaski,KY,41.9,290,2018
Robertson,KY,44.1,378,2018
Rockcastle,KY,42.5,317,2018
Rowan,KY,30.4,12,2018
Russell,KY,43.1,343,2018
Scott,KY,36.2,79,2018
Shelby,KY,39.1,166,2018
Simpson,KY,39.5,180,2018
Spencer,KY,41.6,278,2018
Taylor,KY,37.9,123,2018
Todd,KY,37.6,113,2018
Trigg,KY,45.8,422,2018
Trimble,KY,43.0,339,2018
Union,KY,37.6,113,2018
Warren,KY,32.8,29,2018
Washington,KY,40.7,233,2018
Wayne,KY,42.6,321,2018
Webster,KY,41.1,253,2018
Whitley,KY,36.8,93,2018
Wolfe,KY,41.6,278,2018
Woodford,KY,42.4,313,2018
Acadia,LA,36.2,79,2018
Allen,LA,38.3,136,2018
Ascension,LA,35.4,62,2018
Assumption,LA,40.5,223,2018
Avoyelles,LA,37.9,123,2018
Beauregard,LA,37.6,113,2018
Bienville,LA,41.6,278,2018
Bossier,LA,35.1,55,2018
Caddo,LA,37.4,106,2018
Calcasieu,LA,36.0,74,2018
Caldwell,LA,40.1,205,2018
Cameron,LA,44.5,391,2018
Catahoula,LA,38.1,129,2018
Claiborne,LA,42.2,304,2018
Concordia,LA,37.8,119,2018
De Soto,LA,39.7,188,2018
East Baton Rouge,LA,33.7,37,2018
East Carroll,LA,33.0,30,2018
East Feliciana,LA,43.0,339,2018
Evangeline,LA,35.4,62,2018
Franklin,LA,38.5,143,2018
Grant,LA,38.3,136,2018
Iberia,LA,36.5,87,2018
Iberville,LA,38.3,136,2018
Jackson,LA,40.3,214,2018
Jefferson,LA,39.2,168,2018
Jefferson Davis,LA,37.7,115,2018
Lafayette,LA,34.9,52,2018
Lafourche,LA,37.5,109,2018
LaSalle,LA,38.0,126,2018
Lincoln,LA,27.8,4,2018
Livingston,LA,36.3,82,2018
Madison,LA,35.1,55,2018
Morehouse,LA,39.6,183,2018
Natchitoches,LA,33.7,37,2018
Orleans,LA,36.3,82,2018
Ouachita,LA,35.4,62,2018
Plaquemines,LA,36.2,79,2018
Pointe Coupee,LA,42.9,334,2018
Rapides,LA,37.3,104,2018
Red River,LA,38.7,149,2018
Richland,LA,38.5,143,2018
Sabine,LA,40.9,244,2018
St. Bernard,LA,33.7,37,2018
St. Charles,LA,37.6,113,2018
St. Helena,LA,38.9,157,2018
St. James,LA,39.9,196,2018
St. John the Baptist,LA,36.6,90,2018
St. Landry,LA,36.3,82,2018
St. Martin,LA,37.1,99,2018
St. Mary,LA,39.1,166,2018
St. Tammany,LA,40.1,205,2018
Tangipahoa,LA,35.1,55,2018
Tensas,LA,43.5,357,2018
Terrebonne,LA,35.8,69,2018
Union,LA,41.7,281,2018
Vermilion,LA,37.4,106,2018
Vernon,LA,30.1,10,2018
Washington,LA,39.5,180,2018
Webster,LA,40.8,239,2018
West Baton Rouge,LA,36.2,79,2018
West Carroll,LA,39.8,191,2018
West Feliciana,LA,40.6,228,2018
Winn,LA,40.8,239,2018
Androscoggin,ME,40.7,233,2018
Aroostook,ME,47.6,455,2018
Cumberland,ME,42.1,300,2018
Franklin,ME,46.0,426,2018
Hancock,ME,48.5,467,2018
Kennebec,ME,44.3,384,2018
Knox,ME,48.4,466,2018
Lincoln,ME,50.7,488,2018
Oxford,ME,46.6,441,2018
Penobscot,ME,42.1,300,2018
Piscataquis,ME,51.0,489,2018
Sagadahoc,ME,46.9,445,2018
Somerset,ME,46.3,435,2018
Waldo,ME,46.2,433,2018
Washington,ME,48.0,461,2018
York,ME,44.9,402,2018
Allegany,MD,41.7,281,2018
Anne Arundel,MD,38.4,139,2018
Baltimore,MD,39.3,172,2018
Calvert,MD,40.8,239,2018
Caroline,MD,40.2,209,2018
Carroll,MD,42.4,313,2018
Cecil,MD,40.4,220,2018
Charles,MD,38.3,136,2018
Dorchester,MD,44.5,391,2018
Frederick,MD,39.2,168,2018
Garrett,MD,45.6,418,2018
Harford,MD,40.8,239,2018
Howard,MD,38.7,149,2018
Kent,MD,47.5,454,2018
Montgomery,MD,39.0,161,2018
Prince George's,MD,36.8,93,2018
Queen Anne's,MD,44.3,384,2018
St. Mary's,MD,36.5,87,2018
Somerset,MD,36.6,90,2018
Talbot,MD,50.2,483,2018
Washington,MD,40.5,223,2018
Wicomico,MD,35.8,69,2018
Worcester,MD,50.1,482,2018
Baltimore City,MD,35.1,55,2018
Barnstable,MA,52.9,501,2018
Berkshire,MA,46.7,443,2018
Bristol,MA,41.0,250,2018
Dukes,MA,46.1,431,2018
Essex,MA,40.8,239,2018
Franklin,MA,46.1,431,2018
Hampden,MA,38.9,157,2018
Hampshire,MA,36.3,82,2018
Middlesex,MA,38.5,143,2018
Nantucket,MA,40.1,205,2018
Norfolk,MA,40.9,244,2018
Plymouth,MA,42.6,321,2018
Suffolk,MA,32.7,29,2018
Worcester,MA,40.1,205,2018
Alcona,MI,58.2,510,2018
Alger,MI,49.4,476,2018
Allegan,MI,39.6,183,2018
Alpena,MI,47.8,458,2018
Antrim,MI,50.7,488,2018
Arenac,MI,49.6,478,2018
Baraga,MI,45.0,404,2018
Barry,MI,42.6,321,2018
Bay,MI,43.3,351,2018
Benzie,MI,49.6,478,2018
Berrien,MI,41.9,290,2018
Branch,MI,41.3,263,2018
Calhoun,MI,39.8,191,2018
Cass,MI,45.0,404,2018
Charlevoix,MI,48.1,462,2018
Cheboygan,MI,50.7,488,2018
Chippewa,MI,39.7,188,2018
Clare,MI,47.2,450,2018
Clinton,MI,40.6,228,2018
Crawford,MI,50.5,486,2018
Delta,MI,47.0,448,2018
Dickinson,MI,46.4,437,2018
Eaton,MI,41.0,250,2018
Emmet,MI,45.3,412,2018
Genesee,MI,40.3,214,2018
Gladwin,MI,49.8,479,2018
Gogebic,MI,48.8,469,2018
Grand Traverse,MI,42.9,334,2018
Gratiot,MI,39.2,168,2018
Hillsdale,MI,42.2,304,2018
Houghton,MI,32.7,29,2018
Huron,MI,49.0,471,2018
Ingham,MI,31.8,22,2018
Ionia,MI,38.7,149,2018
Iosco,MI,52.6,499,2018
Iron,MI,54.1,505,2018
Isabella,MI,27.7,4,2018
Jackson,MI,41.2,258,2018
Kalamazoo,MI,34.2,43,2018
Kalkaska,MI,44.5,391,2018
Kent,MI,35.1,55,2018
Keweenaw,MI,56.7,509,2018
Lake,MI,52.7,500,2018
Lapeer,MI,43.9,371,2018
Leelanau,MI,53.7,504,2018
Lenawee,MI,41.7,281,2018
Livingston,MI,43.2,348,2018
Luce,MI,44.7,396,2018
Mackinac,MI,52.0,495,2018
Macomb,MI,40.8,239,2018
Manistee,MI,49.2,474,2018
Marquette,MI,39.0,161,2018
Mason,MI,46.1,431,2018
Mecosta,MI,36.5,87,2018
Menominee,MI,48.2,464,2018
Midland,MI,41.7,281,2018
Missaukee,MI,43.7,364,2018
Monroe,MI,42.4,313,2018
Montcalm,MI,40.7,233,2018
Montmorency,MI,55.7,507,2018
Muskegon,MI,39.3,172,2018
Newaygo,MI,42.5,317,2018
Oakland,MI,40.9,244,2018
Oceana,MI,42.7,326,2018
Ogemaw,MI,50.3,484,2018
Ontonagon,MI,58.1,510,2018
Osceola,MI,43.8,368,2018
Oscoda,MI,52.1,496,2018
Otsego,MI,44.7,396,2018
Ottawa,MI,35.0,53,2018
Presque Isle,MI,54.7,506,2018
Roscommon,MI,55.8,507,2018
Saginaw,MI,40.8,239,2018
St. Clair,MI,43.5,357,2018
St. Joseph,MI,39.7,188,2018
Sanilac,MI,45.1,408,2018
Schoolcraft,MI,51.6,493,2018
Shiawassee,MI,42.4,313,2018
Tuscola,MI,44.4,387,2018
Van Buren,MI,41.6,278,2018
Washtenaw,MI,33.4,34,2018
Wayne,MI,37.9,123,2018
Wexford,MI,41.8,286,2018
Aitkin,MN,55.1,506,2018
Anoka,MN,38.4,139,2018
Becker,MN,41.8,286,2018
Beltrami,MN,33.7,37,2018
Benton,MN,35.6,66,2018
Big Stone,MN,48.9,470,2018
Blue Earth,MN,30.7,14,2018
Brown,MN,42.1,300,2018
Carlton,MN,40.7,233,2018
Carver,MN,37.5,109,2018
Cass,MN,48.9,470,2018
Chippewa,MN,41.6,278,2018
Chisago,MN,41.0,250,2018
Clay,MN,32.5,27,2018
Clearwater,MN,42.7,326,2018
Cook,MN,52.3,497,2018
Cottonwood,MN,42.6,321,2018
Crow Wing,MN,44.3,384,2018
Dakota,MN,37.8,119,2018
Dodge,MN,38.3,136,2018
Douglas,MN,44.1,378,2018
Faribault,MN,46.1,431,2018
Fillmore,MN,42.4,313,2018
Freeborn,MN,44.2,380,2018
Goodhue,MN,42.5,317,2018
Grant,MN,45.2,410,2018
Hennepin,MN,36.4,84,2018
Houston,MN,45.2,410,2018
Hubbard,MN,48.6,467,2018
Isanti,MN,39.8,191,2018
Itasca,MN,46.1,431,2018
Jackson,MN,44.3,384,2018
Kanabec,MN,44.8,399,2018
Kandiyohi,MN,39.1,166,2018
Kittson,MN,47.3,452,2018
Koochiching,MN,49.2,474,2018
Lac qui Parle,MN,50.4,485,2018
Lake,MN,50.4,485,2018
Lake of the Woods,MN,51.3,491,2018
Le Sueur,MN,41.2,258,2018
Lincoln,MN,45.8,422,2018
Lyon,MN,35.5,64,2018
McLeod,MN,40.6,228,2018
Mahnomen,MN,35.9,71,2018
Marshall,MN,43.8,368,2018
Martin,MN,45.3,412,2018
Meeker,MN,42.5,317,2018
Mille Lacs,MN,40.4,220,2018
Morrison,MN,42.1,300,2018
Mower,MN,39.1,166,2018
Murray,MN,48.1,462,2018
Nicollet,MN,36.3,82,2018
Nobles,MN,35.7,67,2018
Norman,MN,44.2,380,2018
Olmsted,MN,37.2,102,2018
Otter Tail,MN,46.7,443,2018
Pennington,MN,39.8,191,2018
Pine,MN,44.5,391,2018
Pipestone,MN,42.2,304,2018
Polk,MN,38.7,149,2018
Pope,MN,45.9,424,2018
Ramsey,MN,34.9,52,2018
Red Lake,MN,42.5,317,2018
Redwood,MN,43.1,343,2018
Renville,MN,44.3,384,2018
Rice,MN,36.5,87,2018
Rock,MN,40.9,244,2018
Roseau,MN,41.4,267,2018
St. Louis,MN,41.1,253,2018
Scott,MN,36.1,76,2018
Sherburne,MN,35.8,69,2018
Sibley,MN,41.6,278,2018
Stearns,MN,34.3,45,2018
Steele,MN,38.9,157,2018
Stevens,MN,33.3,33,2018
Swift,MN,44.0,375,2018
Todd,MN,44.0,375,2018
Traverse,MN,48.4,466,2018
Wabasha,MN,45.2,410,2018
Wadena,MN,41.5,272,2018
Waseca,MN,40.2,209,2018
Washington,MN,39.3,172,2018
Watonwan,MN,40.9,244,2018
Wilkin,MN,44.4,387,2018
Winona,MN,34.8,50,2018
Wright,MN,36.6,90,2018
Yellow Medicine,MN,42.3,308,2018
Adams,MS,41.0,250,2018
Alcorn,MS,39.7,188,2018
Amite,MS,46.5,439,2018
Attala,MS,39.7,188,2018
Benton,MS,40.4,220,2018
Bolivar,MS,35.2,57,2018
Calhoun,MS,40.8,239,2018
Carroll,MS,47.0,448,2018
Chickasaw,MS,36.8,93,2018
Choctaw,MS,44.0,375,2018
Claiborne,MS,33.7,37,2018
Clarke,MS,42.1,300,2018
Clay,MS,39.5,180,2018
Coahoma,MS,34.2,43,2018
Copiah,MS,38.2,133,2018
Covington,MS,37.7,115,2018
DeSoto,MS,36.7,91,2018
Forrest,MS,32.4,26,2018
Franklin,MS,42.1,300,2018
George,MS,36.3,82,2018
Greene,MS,39.1,166,2018
Grenada,MS,39.8,191,2018
Hancock,MS,44.0,375,2018
Harrison,MS,36.0,74,2018
Hinds,MS,34.4,46,2018
Holmes,MS,35.1,55,2018
Humphreys,MS,38.0,126,2018
Issaquena,MS,40.1,205,2018
Itawamba,MS,40.0,200,2018
Jackson,MS,38.8,153,2018
Jasper,MS,40.6,228,2018
Jefferson,MS,39.3,172,2018
Jefferson Davis,MS,44.3,384,2018
Jones,MS,37.2,102,2018
Kemper,MS,41.8,286,2018
Lafayette,MS,29.9,10,2018
Lamar,MS,35.4,62,2018
Lauderdale,MS,37.8,119,2018
Lawrence,MS,40.3,214,2018
Leake,MS,36.6,90,2018
Lee,MS,37.2,102,2018
Leflore,MS,33.8,38,2018
Lincoln,MS,38.6,146,2018
Lowndes,MS,37.1,99,2018
Madison,MS,37.0,97,2018
Marion,MS,40.4,220,2018
Marshall,MS,40.2,209,2018
Monroe,MS,41.2,258,2018
Montgomery,MS,42.1,300,2018
Neshoba,MS,36.8,93,2018
Newton,MS,36.6,90,2018
Noxubee,MS,36.4,84,2018
Oktibbeha,MS,25.8,2,2018
Panola,MS,37.8,119,2018
Pearl River,MS,40.9,244,2018
Perry,MS,40.9,244,2018
Pike,MS,37.3,104,2018
Pontotoc,MS,36.4,84,2018
Prentiss,MS,39.0,161,2018
Quitman,MS,38.4,139,2018
Rankin,MS,37.4,106,2018
Scott,MS,36.5,87,2018
Sharkey,MS,42.1,300,2018
Simpson,MS,39.2,168,2018
Smith,MS,40.1,205,2018
Stone,MS,37.5,109,2018
Sunflower,MS,35.3,60,2018
Tallahatchie,MS,34.6,48,2018
Tate,MS,37.6,113,2018
Tippah,MS,39.4,176,2018
Tishomingo,MS,42.3,308,2018
Tunica,MS,33.9,41,2018
Union,MS,38.2,133,2018
Walthall,MS,39.9,196,2018
Warren,MS,38.8,153,2018
Washington,MS,36.9,95,2018
Wayne,MS,38.0,126,2018
Webster,MS,39.8,191,2018
Wilkinson,MS,37.5,109,2018
Winston,MS,41.6,278,2018
Yalobusha,MS,42.6,321,2018
Yazoo,MS,35.7,67,2018
Adair,MO,27.7,4,2018
Andrew,MO,42.4,313,2018
Atchison,MO,48.3,465,2018
Audrain,MO,39.7,188,2018
Barry,MO,43.5,357,2018
Barton,MO,41.4,267,2018
Bates,MO,41.8,286,2018
Benton,MO,53.3,503,2018
Bollinger,MO,44.1,378,2018
Boone,MO,30.8,15,2018
Buchanan,MO,37.4,106,2018
Butler,MO,40.1,205,2018
Caldwell,MO,42.6,321,2018
Callaway,MO,38.6,146,2018
Camden,MO,51.1,490,2018
Cape Girardeau,MO,36.6,90,2018
Carroll,MO,43.1,343,2018
Carter,MO,41.0,250,2018
Cass,MO,39.8,191,2018
Cedar,MO,44.3,384,2018
Chariton,MO,45.5,417,2018
Christian,MO,37.9,123,2018
Clark,MO,43.9,371,2018
Clay,MO,37.1,99,2018
Clinton,MO,40.7,233,2018
Cole,MO,38.5,143,2018
Cooper,MO,39.0,161,2018
Crawford,MO,41.7,281,2018
Dade,MO,46.4,437,2018
Dallas,MO,43.5,357,2018
Daviess,MO,40.5,223,2018
DeKalb,MO,40.2,209,2018
Dent,MO,44.4,387,2018
Douglas,MO,47.6,455,2018
Dunklin,MO,39.9,196,2018
Franklin,MO,40.8,239,2018
Gasconade,MO,45.8,422,2018
Gentry,MO,41.5,272,2018
Greene,MO,36.0,74,2018
Grundy,MO,40.8,239,2018
Harrison,MO,43.0,339,2018
Henry,MO,44.2,380,2018
Hickory,MO,55.0,506,2018
Holt,MO,48.4,466,2018
Howard,MO,39.3,172,2018
Howell,MO,40.6,228,2018
Iron,MO,45.4,415,2018
Jackson,MO,36.7,91,2018
Jasper,MO,36.0,74,2018
Jefferson,MO,39.0,161,2018
Johnson,MO,30.1,10,2018
Knox,MO,44.0,375,2018
Laclede,MO,40.4,220,2018
Lafayette,MO,42.3,308,2018
Lawrence,MO,39.6,183,2018
Lewis,MO,40.3,214,2018
Lincoln,MO,37.0,97,2018
Linn,MO,42.1,300,2018
Livingston,MO,40.3,214,2018
McDonald,MO,38.3,136,2018
Macon,MO,43.3,351,2018
Madison,MO,42.1,300,2018
Maries,MO,45.0,404,2018
Marion,MO,39.1,166,2018
Mercer,MO,43.0,339,2018
Miller,MO,40.8,239,2018
Mississippi,MO,40.4,220,2018
Moniteau,MO,37.9,123,2018
Monroe,MO,45.4,415,2018
Montgomery,MO,44.0,375,2018
Morgan,MO,46.1,431,2018
New Madrid,MO,41.7,281,2018
Newton,MO,39.7,188,2018
Nodaway,MO,29.2,8,2018
Oregon,MO,46.8,444,2018
Osage,MO,40.3,214,2018
Ozark,MO,51.3,491,2018
Pemiscot,MO,37.8,119,2018
Perry,MO,40.6,228,2018
Pettis,MO,37.9,123,2018
Phelps,MO,35.2,57,2018
Pike,MO,39.1,166,2018
Platte,MO,38.3,136,2018
Polk,MO,37.5,109,2018
Pulaski,MO,27.7,4,2018
Putnam,MO,46.4,437,2018
Ralls,MO,45.0,404,2018
Randolph,MO,39.1,166,2018
Ray,MO,41.8,286,2018
Reynolds,MO,46.1,431,2018
Ripley,MO,42.7,326,2018
St. Charles,MO,38.2,133,2018
St. Clair,MO,49.9,480,2018
Ste. Genevieve,MO,43.4,354,2018
St. Francois,MO,39.6,183,2018
St. Louis,MO,35.5,64,2018
Saline,MO,38.0,126,2018
Schuyler,MO,39.3,172,2018
Scotland,MO,37.5,109,2018
Scott,MO,39.9,196,2018
Shannon,MO,45.1,408,2018
Shelby,MO,41.5,272,2018
Stoddard,MO,41.4,267,2018
Stone,MO,53.3,503,2018
Sullivan,MO,42.6,321,2018
Taney,MO,42.1,300,2018
Texas,MO,42.7,326,2018
Vernon,MO,40.9,244,2018
Warren,MO,40.1,205,2018
Washington,MO,40.7,233,2018
Wayne,MO,47.3,452,2018
Webster,MO,37.1,99,2018
Worth,MO,47.9,460,2018
Wright,MO,42.0,294,2018
Beaverhead,MT,42.1,300,2018
Big Horn,MT,30.8,15,2018
Blaine,MT,33.8,38,2018
Broadwater,MT,46.9,445,2018
Carbon,MT,50.3,484,2018
Carter,MT,50.5,486,2018
Cascade,MT,38.2,133,2018
Chouteau,MT,40.9,244,2018
Custer,MT,40.7,233,2018
Daniels,MT,50.7,488,2018
Dawson,MT,40.5,223,2018
Deer Lodge,MT,48.5,467,2018
Fallon,MT,39.3,172,2018
Fergus,MT,46.0,426,2018
Flathead,MT,42.1,300,2018
Gallatin,MT,33.5,35,2018
Garfield,MT,43.2,348,2018
Glacier,MT,31.4,19,2018
Golden Valley,MT,56.0,508,2018
Granite,MT,54.3,505,2018
Hill,MT,34.5,47,2018
Jefferson,MT,47.9,460,2018
Judith Basin,MT,52.2,497,2018
Lake,MT,42.3,308,2018
Lewis and Clark,MT,41.0,250,2018
Liberty,MT,49.1,473,2018
Lincoln,MT,52.6,499,2018
McCone,MT,50.1,482,2018
Madison,MT,52.6,499,2018
Meagher,MT,45.9,424,2018
