county,state,medianAge,medianAgeBucket,year
Fairbanks North Star,AK,31.1,17,2018
Haines,AK,44.9,402,2018
Hoonah-Angoon,AK,50.2,483,2018
Juneau City,AK,38.1,129,2018
Kenai Peninsula,AK,40.8,239,2018
Ketchikan Gateway,AK,39.6,183,2018
Kodiak,AK,33.5,35,2018
Kusilvak,AK,23.8,0,2018
Lake and Peninsula,AK,33.5,35,2018
Matanuska-Susitna,AK,35.0,53,2018
Nome,AK,28.1,5,2018
North Slope,AK,34.8,50,2018
Northwest Arctic,AK,27.2,3,2018
Petersburg,AK,41.0,250,2018
Prince of Wales-Hyder,AK,41.0,250,2018
Sitka City,AK,38.8,153,2018
Skagway,AK,38.5,143,2018
Southeast Fairbanks,AK,36.3,82,2018
Valdez-Cordova,AK,39.0,161,2018
Wrangell City,AK,49.5,476,2018
Yakutat City,AK,36.4,84,2018
Yukon-Koyukuk,AK,35.3,60,2018
Apache,AZ,34.7,49,2018
Cochise,AZ,40.6,228,2018
Coconino,AZ,30.6,13,2018
Gila,AZ,49.7,479,2018
Graham,AZ,33.3,33,2018
Greenlee,AZ,34.2,43,2018
La Paz,AZ,56.0,508,2018
Maricopa,AZ,36.1,76,2018
Mohave,AZ,50.9,489,2018
Navajo,AZ,36.4,84,2018
Pima,AZ,38.3,136,2018
Pinal,AZ,38.9,157,2018
Santa Cruz,AZ,36.6,90,2018
Yavapai,AZ,52.9,501,2018
Yuma,AZ,34.3,45,2018
Arkansas,AR,41.4,267,2018
Ashley,AR,41.7,281,2018
Baxter,AR,52.1,496,2018
Benton,AR,35.3,60,2018
Boone,AR,42.4,313,2018
Bradley,AR,40.2,209,2018
Calhoun,AR,45.5,417,2018
Carroll,AR,44.8,399,2018
Chicot,AR,42.7,326,2018
Clark,AR,34.1,42,2018
Clay,AR,43.0,339,2018
Cleburne,AR,49.4,476,2018
Cleveland,AR,42.7,326,2018
Columbia,AR,36.0,74,2018
Conway,AR,41.7,281,2018
Craighead,AR,34.1,42,2018
Crawford,AR,38.7,149,2018
Crittenden,AR,35.1,55,2018
Cross,AR,41.2,258,2018
Dallas,AR,43.7,364,2018
Desha,AR,39.1,166,2018
Drew,AR,37.0,97,2018
Faulkner,AR,32.5,27,2018
Franklin,AR,41.3,263,2018
Fulton,AR,48.1,462,2018
Garland,AR,44.9,402,2018
Grant,AR,40.4,220,2018
Greene,AR,37.9,123,2018
Hempstead,AR,39.9,196,2018
Hot Spring,AR,41.3,263,2018
Howard,AR,38.8,153,2018
Independence,AR,39.4,176,2018
Izard,AR,48.0,461,2018
Jackson,AR,39.9,196,2018
Jefferson,AR,38.8,153,2018
Johnson,AR,38.0,126,2018
Lafayette,AR,46.3,435,2018
Lawrence,AR,41.1,253,2018
Lee,AR,41.8,286,2018
Lincoln,AR,38.6,146,2018
Little River,AR,42.6,321,2018
Logan,AR,41.5,272,2018
Lonoke,AR,36.1,76,2018
Madison,AR,42.6,321,2018
Marion,AR,51.7,493,2018
Miller,AR,38.9,157,2018
Mississippi,AR,36.2,79,2018
Monroe,AR,47.0,448,2018
Montgomery,AR,50.0,481,2018
Nevada,AR,44.8,399,2018
Newton,AR,49.1,473,2018
Ouachita,AR,42.3,308,2018
Perry,AR,43.5,357,2018
Phillips,AR,38.5,143,2018
Pike,AR,42.8,329,2018
Poinsett,AR,39.7,188,2018
Polk,AR,43.7,364,2018
Pope,AR,35.0,53,2018
Prairie,AR,46.2,433,2018
Pulaski,AR,36.9,95,2018
Randolph,AR,41.5,272,2018
St. Francis,AR,38.9,157,2018
Saline,AR,39.2,168,2018
Scott,AR,41.0,250,2018
Searcy,AR,47.6,455,2018
Sebastian,AR,37.5,109,2018
Sevier,AR,34.9,52,2018
Sharp,AR,47.4,453,2018
Stone,AR,49.8,479,2018
Union,AR,40.1,205,2018
Van Buren,AR,47.9,460,2018
Washington,AR,31.8,22,2018
White,AR,36.6,90,2018
Woodruff,AR,45.6,418,2018
Yell,AR,39.3,172,2018
Alameda,CA,37.4,106,2018
Alpine,CA,44.3,384,2018
Amador,CA,50.5,486,2018
Butte,CA,37.1,99,2018
Calaveras,CA,52.1,496,2018
Colusa,CA,35.1,55,2018
Contra Costa,CA,39.4,176,2018
Del Norte,CA,38.6,146,2018
El Dorado,CA,45.8,422,2018
Fresno,CA,32.0,23,2018
Glenn,CA,36.6,90,2018
Humboldt,CA,38.0,126,2018
Imperial,CA,32.4,26,2018
Inyo,CA,45.7,420,2018
Kern,CA,31.5,20,2018
Kings,CA,31.7,22,2018
Lake,CA,45.6,418,2018
Lassen,CA,36.0,74,2018
Los Angeles,CA,36.2,79,2018
Madera,CA,33.9,41,2018
Marin,CA,46.5,439,2018
Mariposa,CA,51.4,491,2018
Mendocino,CA,42.8,329,2018
Merced,CA,30.9,16,2018
Modoc,CA,47.7,457,2018
Mono,CA,38.3,136,2018
Monterey,CA,34.1,42,2018
Napa,CA,41.1,253,2018
Nevada,CA,50.1,482,2018
Orange,CA,37.8,119,2018
Placer,CA,41.9,290,2018
Plumas,CA,52.2,497,2018
Riverside,CA,35.3,60,2018
Sacramento,CA,36.0,74,2018
San Benito,CA,35.5,64,2018
San Bernardino,CA,33.1,31,2018
San Diego,CA,35.6,66,2018
San Francisco,CA,38.2,133,2018
San Joaquin,CA,34.1,42,2018
San Luis Obispo,CA,39.1,166,2018
San Mateo,CA,39.6,183,2018
Santa Barbara,CA,33.7,37,2018
Santa Clara,CA,37.0,97,2018
Santa Cruz,CA,37.4,106,2018
Shasta,CA,41.8,286,2018
Sierra,CA,55.5,507,2018
Siskiyou,CA,48.0,461,2018
Solano,CA,37.9,123,2018
Sonoma,CA,41.7,281,2018
Stanislaus,CA,34.0,41,2018
Sutter,CA,35.7,67,2018
Tehama,CA,40.9,244,2018
Trinity,CA,51.8,494,2018
Tulare,CA,30.8,15,2018
Tuolumne,CA,48.4,466,2018
Ventura,CA,37.9,123,2018
Yolo,CA,31.0,16,2018
Yuba,CA,32.5,27,2018
Adams,CO,33.6,36,2018
Alamosa,CO,30.4,12,2018
Arapahoe,CO,36.5,87,2018
Archuleta,CO,50.6,486,2018
Baca,CO,47.7,457,2018
Bent,CO,41.0,250,2018
Boulder,CO,36.2,79,2018
Broomfield,CO,37.7,115,2018
Chaffee,CO,49.1,473,2018
Cheyenne,CO,35.9,71,2018
Clear Creek,CO,47.8,458,2018
Conejos,CO,39.4,176,2018
Costilla,CO,51.3,491,2018
Crowley,CO,35.6,66,2018
Custer,CO,58.4,510,2018
Delta,CO,47.6,455,2018
Denver,CO,34.4,46,2018
Dolores,CO,51.8,494,2018
Douglas,CO,38.4,139,2018
Eagle,CO,36.5,87,2018
Elbert,CO,46.1,431,2018
El Paso,CO,34.1,42,2018
Fremont,CO,44.9,402,2018
Garfield,CO,36.3,82,2018
Gilpin,CO,45.7,420,2018
Grand,CO,43.5,357,2018
Gunnison,CO,34.5,47,2018
Hinsdale,CO,57.5,509,2018
Huerfano,CO,55.1,506,2018
Jackson,CO,50.9,489,2018
Jefferson,CO,40.4,220,2018
Kiowa,CO,40.4,220,2018
Kit Carson,CO,38.5,143,2018
Lake,CO,37.8,119,2018
La Plata,CO,39.9,196,2018
Larimer,CO,35.9,71,2018
Las Animas,CO,46.1,431,2018
Lincoln,CO,37.9,123,2018
Logan,CO,38.4,139,2018
Mesa,CO,39.1,166,2018
Mineral,CO,58.6,511,2018
Moffat,CO,37.8,119,2018
Montezuma,CO,44.4,387,2018
Montrose,CO,45.1,408,2018
Morgan,CO,36.3,82,2018
Otero,CO,40.2,209,2018
Ouray,CO,53.0,502,2018
Park,CO,50.6,486,2018
Phillips,CO,39.0,161,2018
Pitkin,CO,42.0,294,2018
Prowers,CO,38.0,126,2018
Pueblo,CO,38.9,157,2018
Rio Blanco,CO,35.9,71,2018
Rio Grande,CO,41.5,272,2018
Routt,CO,39.8,191,2018
Saguache,CO,49.1,473,2018
San Juan,CO,52.1,496,2018
San Miguel,CO,41.5,272,2018
Sedgwick,CO,49.1,473,2018
Summit,CO,39.1,166,2018
Teller,CO,49.9,480,2018
Washington,CO,41.6,278,2018
Weld,CO,34.3,45,2018
Yuma,CO,38.4,139,2018
Fairfield,CT,40.3,214,2018
Hartford,CT,40.4,220,2018
Litchfield,CT,47.2,450,2018
Middlesex,CT,45.4,415,2018
New Haven,CT,40.1,205,2018
New London,CT,41.4,267,2018
Tolland,CT,37.5,109,2018
Windham,CT,41.3,263,2018
Kent,DE,37.6,113,2018
New Castle,DE,38.1,129,2018
Sussex,DE,49.0,471,2018
District of,,33.9,41,2018
Alachua,FL,31.3,18,2018
Baker,FL,37.6,113,2018
Bay,FL,39.4,176,2018
Bradford,FL,40.1,205,2018
Brevard,FL,47.2,450,2018
Broward,FL,40.1,205,2018
Calhoun,FL,40.2,209,2018
Charlotte,FL,58.6,511,2018
Citrus,FL,56.2,508,2018
Clay,FL,39.5,180,2018
Collier,FL,50.3,484,2018
Columbia,FL,40.7,233,2018
DeSoto,FL,40.6,228,2018
Dixie,FL,47.3,452,2018
Duval,FL,36.1,76,2018
Escambia,FL,37.2,102,2018
Flagler,FL,50.9,489,2018
Franklin,FL,45.0,404,2018
Gadsden,FL,40.7,233,2018
Gilchrist,FL,42.5,317,2018
Glades,FL,47.2,450,2018
Gulf,FL,44.3,384,2018
Hamilton,FL,41.5,272,2018
Hardee,FL,35.1,55,2018
Hendry,FL,33.9,41,2018
Hernando,FL,48.9,470,2018
Highlands,FL,53.4,503,2018
Hillsborough,FL,36.9,95,2018
Holmes,FL,42.5,317,2018
Indian River,FL,52.9,501,2018
Jackson,FL,41.6,278,2018
Jefferson,FL,47.2,450,2018
Lafayette,FL,39.1,166,2018
Lake,FL,46.8,444,2018
Lee,FL,48.1,462,2018
Leon,FL,30.7,14,2018
Levy,FL,46.8,444,2018
Liberty,FL,40.3,214,2018
Madison,FL,42.9,334,2018
Manatee,FL,48.0,461,2018
Marion,FL,48.6,467,2018
Martin,FL,51.9,494,2018
Miami-Dade,FL,39.7,188,2018
Monroe,FL,47.3,452,2018
Nassau,FL,45.0,404,2018
Okaloosa,FL,36.8,93,2018
Okeechobee,FL,41.1,253,2018
Orange,FL,34.9,52,2018
Osceola,FL,35.8,69,2018
Palm Beach,FL,44.6,394,2018
Pasco,FL,44.6,394,2018
Pinellas,FL,47.8,458,2018
Polk,FL,40.3,214,2018
Putnam,FL,45.0,404,2018
St. Johns,FL,43.4,354,2018
St. Lucie,FL,44.8,399,2018
Santa Rosa,FL,39.7,188,2018
Sarasota,FL,55.5,507,2018
Seminole,FL,39.2,168,2018
Sumter,FL,67.0,511,2018
Suwannee,FL,42.5,317,2018
Taylor,FL,41.7,281,2018
Union,FL,39.5,180,2018
Volusia,FL,46.5,439,2018
Wakulla,FL,40.7,233,2018
Walton,FL,43.7,364,2018
Washington,FL,41.8,286,2018
Appling,GA,39.0,161,2018
Atkinson,GA,35.5,64,2018
Bacon,GA,37.0,97,2018
Baker,GA,47.0,448,2018
Baldwin,GA,35.3,60,2018
Banks,GA,41.1,253,2018
Barrow,GA,35.4,62,2018
Bartow,GA,37.9,123,2018
Ben Hill,GA,39.7,188,2018
Berrien,GA,39.7,188,2018
Bibb,GA,36.2,79,2018
Bleckley,GA,36.8,93,2018
Brantley,GA,40.9,244,2018
Brooks,GA,43.0,339,2018
Bryan,GA,34.6,48,2018
Bulloch,GA,28.5,6,2018
Burke,GA,37.5,109,2018
Butts,GA,38.5,143,2018
Calhoun,GA,38.8,153,2018
Camden,GA,32.3,25,2018
Candler,GA,37.8,119,2018
Carroll,GA,34.5,47,2018
Catoosa,GA,39.9,196,2018
Charlton,GA,41.7,281,2018
Chatham,GA,35.2,57,2018
Chattahoochee,GA,23.7,0,2018
Chattooga,GA,39.5,180,2018
Cherokee,GA,38.3,136,2018
Clarke,GA,27.7,4,2018
Clay,GA,45.1,408,2018
Clayton,GA,32.4,26,2018
Clinch,GA,37.7,115,2018
Cobb,GA,36.5,87,2018
Coffee,GA,36.2,79,2018
Colquitt,GA,36.4,84,2018
Columbia,GA,36.6,90,2018
Cook,GA,37.4,106,2018
Coweta,GA,38.5,143,2018
Crawford,GA,44.4,387,2018
Crisp,GA,38.8,153,2018
Dade,GA,42.2,304,2018
Dawson,GA,43.4,354,2018
Decatur,GA,38.1,129,2018
DeKalb,GA,35.6,66,2018
Dodge,GA,41.6,278,2018
Dooly,GA,43.7,364,2018
Dougherty,GA,35.1,55,2018
Douglas,GA,36.4,84,2018
Early,GA,40.7,233,2018
Echols,GA,40.9,244,2018
Effingham,GA,36.1,76,2018
Elbert,GA,42.6,321,2018
Emanuel,GA,36.8,93,2018
Evans,GA,37.7,115,2018
Fannin,GA,51.4,491,2018
Fayette,GA,43.5,357,2018
Floyd,GA,38.5,143,2018
Forsyth,GA,38.3,136,2018
Franklin,GA,41.0,250,2018
Fulton,GA,35.4,62,2018
Gilmer,GA,46.9,445,2018
Glascock,GA,43.2,348,2018
Glynn,GA,41.0,250,2018
Gordon,GA,37.8,119,2018
Grady,GA,39.7,188,2018
Greene,GA,49.4,476,2018
Gwinnett,GA,35.1,55,2018
Habersham,GA,39.5,180,2018
Hall,GA,36.3,82,2018
Hancock,GA,46.5,439,2018
Haralson,GA,40.8,239,2018
Harris,GA,43.1,343,2018
Hart,GA,43.8,368,2018
Heard,GA,41.5,272,2018
Henry,GA,36.9,95,2018
Houston,GA,35.3,60,2018
Irwin,GA,39.9,196,2018
Jackson,GA,38.5,143,2018
Jasper,GA,42.4,313,2018
Jeff Davis,GA,36.7,91,2018
Jefferson,GA,39.3,172,2018
Jenkins,GA,43.7,364,2018
Johnson,GA,41.0,250,2018
Jones,GA,40.1,205,2018
Lamar,GA,37.5,109,2018
Lanier,GA,35.4,62,2018
Laurens,GA,38.3,136,2018
Lee,GA,37.2,102,2018
Liberty,GA,28.1,5,2018
Lincoln,GA,47.3,452,2018
Long,GA,32.7,29,2018
Lowndes,GA,30.2,11,2018
Lumpkin,GA,37.2,102,2018
McDuffie,GA,37.6,113,2018
McIntosh,GA,49.7,479,2018
Macon,GA,40.2,209,2018
Madison,GA,41.2,258,2018
Marion,GA,45.2,410,2018
Meriwether,GA,41.6,278,2018
Miller,GA,43.8,368,2018
Mitchell,GA,38.9,157,2018
Monroe,GA,43.1,343,2018
Montgomery,GA,40.0,200,2018
Morgan,GA,44.5,391,2018
Murray,GA,38.2,133,2018
Muscogee,GA,33.9,41,2018
Newton,GA,36.2,79,2018
Oconee,GA,40.4,220,2018
Oglethorpe,GA,42.1,300,2018
Paulding,GA,35.8,69,2018
Peach,GA,36.9,95,2018
Pickens,GA,45.1,408,2018
Pierce,GA,39.4,176,2018
Pike,GA,40.7,233,2018
Polk,GA,37.1,99,2018
Pulaski,GA,43.0,339,2018
Putnam,GA,46.0,426,2018
Quitman,GA,48.4,466,2018
Rabun,GA,48.8,469,2018
Randolph,GA,40.0,200,2018
Richmond,GA,33.9,41,2018
Rockdale,GA,37.7,115,2018
Schley,GA,37.8,119,2018
Screven,GA,41.5,272,2018
Seminole,GA,44.0,375,2018
Spalding,GA,39.1,166,2018
Stephens,GA,41.5,272,2018
Stewart,GA,36.4,84,2018
Sumter,GA,35.5,64,2018
Talbot,GA,49.2,474,2018
Taliaferro,GA,46.3,435,2018
Tattnall,GA,37.4,106,2018
Taylor,GA,44.4,387,2018
Telfair,GA,41.0,250,2018
Terrell,GA,40.9,244,2018
Thomas,GA,40.3,214,2018
Tift,GA,35.5,64,2018
Toombs,GA,36.4,84,2018
Towns,GA,53.7,504,2018
Treutlen,GA,39.7,188,2018
Troup,GA,36.3,82,2018
Turner,GA,38.8,153,2018
Twiggs,GA,46.2,433,2018
Union,GA,53.9,504,2018
Upson,GA,41.7,281,2018
Walker,GA,41.4,267,2018
Walton,GA,38.7,149,2018
Ware,GA,38.4,139,2018
Warren,GA,45.2,410,2018
Washington,GA,40.6,228,2018
Wayne,GA,38.2,133,2018
Webster,GA,45.0,404,2018
Wheeler,GA,38.2,133,2018
White,GA,46.1,431,2018
Whitfield,GA,36.0,74,2018
Wilcox,GA,39.5,180,2018
Wilkes,GA,46.1,431,2018
Wilkinson,GA,41.8,286,2018
Worth,GA,41.1,253,2018
Hawaii,HI,42.3,308,2018
Honolulu,HI,37.6,113,2018
Kalawao,HI,57.1,509,2018
Kauai,HI,42.4,313,2018
Maui,HI,41.1,253,2018
Ada,ID,36.7,91,2018
Adams,ID,54.2,505,2018
Bannock,ID,33.3,33,2018
Bear Lake,ID,39.3,172,2018
Benewah,ID,46.1,431,2018
Bingham,ID,33.5,35,2018
Blaine,ID,43.2,348,2018
Boise,ID,53.0,502,2018
Bonner,ID,47.8,458,2018
Bonneville,ID,32.7,29,2018
Boundary,ID,43.5,357,2018
Butte,ID,48.1,462,2018
Camas,ID,46.3,435,2018
Canyon,ID,33.4,34,2018
Caribou,ID,36.9,95,2018
Cassia,ID,32.2,24,2018
Clark,ID,29.6,9,2018
Clearwater,ID,50.2,483,2018
Custer,ID,53.3,503,2018
Elmore,ID,31.9,23,2018
Franklin,ID,33.4,34,2018
Fremont,ID,36.8,93,2018
Gem,ID,45.1,408,2018
Gooding,ID,37.8,119,2018
Idaho,ID,50.0,481,2018
Jefferson,ID,31.2,17,2018
Jerome,ID,32.7,29,2018
Kootenai,ID,40.2,209,2018
Latah,ID,28.3,6,2018
Lemhi,ID,52.3,497,2018
Lewis,ID,48.3,465,2018
Lincoln,ID,35.0,53,2018
Madison,ID,23.4,0,2018
Minidoka,ID,35.2,57,2018
Nez Perce,ID,40.9,244,2018
Oneida,ID,37.9,123,2018
Owyhee,ID,38.4,139,2018
Payette,ID,39.9,196,2018
Power,ID,37.7,115,2018
Shoshone,ID,47.4,453,2018
Teton,ID,36.6,90,2018
Twin Falls,ID,34.7,49,2018
Valley,ID,48.7,469,2018
Washington,ID,45.4,415,2018
Adams,IL,41.3,263,2018
Alexander,IL,42.8,329,2018
Bond,IL,41.3,263,2018
Boone,IL,38.4,139,2018
Brown,IL,39.0,161,2018
Bureau,IL,44.0,375,2018
Calhoun,IL,46.7,443,2018
Carroll,IL,47.9,460,2018
Cass,IL,39.7,188,2018
Champaign,IL,29.9,10,2018
Christian,IL,43.2,348,2018
Clark,IL,43.0,339,2018
Clay,IL,42.7,326,2018
Clinton,IL,40.2,209,2018
Coles,IL,35.2,57,2018
Cook,IL,36.6,90,2018
Crawford,IL,42.0,294,2018
Cumberland,IL,42.6,321,2018
DeKalb,IL,31.0,16,2018
De Witt,IL,43.1,343,2018
Douglas,IL,37.9,123,2018
DuPage,IL,39.1,166,2018
Edgar,IL,44.6,394,2018
Edwards,IL,43.3,351,2018
Effingham,IL,39.1,166,2018
Fayette,IL,41.5,272,2018
Ford,IL,43.0,339,2018
Franklin,IL,42.3,308,2018
Fulton,IL,43.0,339,2018
Gallatin,IL,45.3,412,2018
Greene,IL,42.9,334,2018
Grundy,IL,37.6,113,2018
Hamilton,IL,44.1,378,2018
Hancock,IL,46.0,426,2018
Hardin,IL,46.2,433,2018
Henderson,IL,49.7,479,2018
Henry,IL,43.1,343,2018
Iroquois,IL,44.5,391,2018
Jackson,IL,31.6,21,2018
Jasper,IL,42.8,329,2018
Jefferson,IL,41.0,250,2018
Jersey,IL,42.7,326,2018
Jo Daviess,IL,49.7,479,2018
Johnson,IL,43.2,348,2018
Kane,IL,37.0,97,2018
Kankakee,IL,37.6,113,2018
Kendall,IL,34.9,52,2018
Knox,IL,42.1,300,2018
Lake,IL,38.2,133,2018
LaSalle,IL,41.8,286,2018
Lawrence,IL,41.0,250,2018
Lee,IL,43.4,354,2018
Livingston,IL,42.0,294,2018
Logan,IL,40.4,220,2018
McDonough,IL,32.1,24,2018
McHenry,IL,40.2,209,2018
McLean,IL,32.9,30,2018
Macon,IL,41.3,263,2018
Macoupin,IL,43.6,361,2018
Madison,IL,40.1,205,2018
Marion,IL,42.1,300,2018
Marshall,IL,46.3,435,2018
Mason,IL,45.3,412,2018
Massac,IL,43.8,368,2018
Menard,IL,42.9,334,2018
Mercer,IL,44.8,399,2018
Monroe,IL,42.6,321,2018
Montgomery,IL,43.1,343,2018
Morgan,IL,41.5,272,2018
Moultrie,IL,40.3,214,2018
Ogle,IL,42.4,313,2018
Peoria,IL,37.2,102,2018
Perry,IL,41.7,281,2018
Piatt,IL,43.0,339,2018
Pike,IL,42.3,308,2018
Pope,IL,53.7,504,2018
Pulaski,IL,44.1,378,2018
Putnam,IL,47.9,460,2018
Randolph,IL,42.0,294,2018
Richland,IL,41.9,290,2018
Rock Island,IL,40.1,205,2018
St. Clair,IL,38.3,136,2018
Saline,IL,42.0,294,2018
Sangamon,IL,40.0,200,2018
Schuyler,IL,45.8,422,2018
Scott,IL,44.1,378,2018
Shelby,IL,44.8,399,2018
Stark,IL,45.1,408,2018
Stephenson,IL,45.1,408,2018
Tazewell,IL,40.9,244,2018
Union,IL,43.7,364,2018
Vermilion,IL,40.3,214,2018
Wabash,IL,43.6,361,2018
Warren,IL,39.3,172,2018
Washington,IL,43.4,354,2018
Wayne,IL,43.3,351,2018
White,IL,44.1,378,2018
Whiteside,IL,43.2,348,2018
Will,IL,37.6,113,2018
Williamson,IL,40.9,244,2018
Winnebago,IL,39.6,183,2018
Woodford,IL,40.0,200,2018
Adams,IN,33.4,34,2018
Allen,IN,35.8,69,2018
Bartholomew,IN,37.7,115,2018
Benton,IN,40.5,223,2018
Blackford,IN,44.3,384,2018
Boone,IN,38.0,126,2018
Brown,IN,49.2,474,2018
Carroll,IN,42.8,329,2018
Cass,IN,40.8,239,2018
Clark,IN,38.9,157,2018
Clay,IN,40.9,244,2018
Clinton,IN,38.2,133,2018
Crawford,IN,43.6,361,2018
Daviess,IN,34.7,49,2018
Dearborn,IN,42.7,326,2018
Decatur,IN,38.9,157,2018
DeKalb,IN,39.1,166,2018
Delaware,IN,35.4,62,2018
Dubois,IN,40.4,220,2018
Elkhart,IN,35.5,64,2018
Fayette,IN,42.6,321,2018
Floyd,IN,39.9,196,2018
Fountain,IN,43.1,343,2018
Franklin,IN,42.0,294,2018
Fulton,IN,41.3,263,2018
Gibson,IN,40.3,214,2018
Grant,IN,40.3,214,2018
Greene,IN,42.9,334,2018
Hamilton,IN,36.9,95,2018
Hancock,IN,39.9,196,2018
Harrison,IN,42.5,317,2018
Hendricks,IN,37.7,115,2018
Henry,IN,42.2,304,2018
Howard,IN,41.7,281,2018
Huntington,IN,40.7,233,2018
Jackson,IN,38.7,149,2018
Jasper,IN,39.9,196,2018
Jay,IN,40.0,200,2018
Jefferson,IN,40.5,223,2018
Jennings,IN,39.7,188,2018
Johnson,IN,37.4,106,2018
Knox,IN,38.0,126,2018
Kosciusko,IN,38.0,126,2018
LaGrange,IN,31.4,19,2018
Lake,IN,38.7,149,2018
LaPorte,IN,40.4,220,2018
Lawrence,IN,42.8,329,2018
Madison,IN,40.3,214,2018
Marion,IN,34.4,46,2018
Marshall,IN,40.1,205,2018
Martin,IN,42.7,326,2018
Miami,IN,40.0,200,2018
Monroe,IN,29.3,8,2018
Montgomery,IN,40.5,223,2018
Morgan,IN,41.4,267,2018
Newton,IN,42.9,334,2018
Noble,IN,38.7,149,2018
Ohio,IN,47.5,454,2018
Orange,IN,42.1,300,2018
Owen,IN,44.9,402,2018
Parke,IN,41.8,286,2018
Perry,IN,42.2,304,2018
Pike,IN,43.7,364,2018
Porter,IN,39.5,180,2018
Posey,IN,42.3,308,2018
Pulaski,IN,41.2,258,2018
Putnam,IN,37.9,123,2018
Randolph,IN,42.4,313,2018
Ripley,IN,40.8,239,2018
Rush,IN,41.6,278,2018
St. Joseph,IN,36.5,87,2018
Scott,IN,40.7,233,2018
Shelby,IN,41.0,250,2018
Spencer,IN,43.6,361,2018
Starke,IN,41.6,278,2018
Steuben,IN,43.2,348,2018
Sullivan,IN,41.0,250,2018
Switzerland,IN,40.1,205,2018
Tippecanoe,IN,28.0,5,2018
Tipton,IN,44.9,402,2018
Union,IN,43.8,368,2018
Vanderburgh,IN,38.1,129,2018
Vermillion,IN,43.1,343,2018
Vigo,IN,36.2,79,2018
Wabash,IN,42.2,304,2018
Warren,IN,44.5,391,2018
Warrick,IN,40.9,244,2018
Washington,IN,41.5,272,2018
Wayne,IN,40.9,244,2018
Wells,IN,39.8,191,2018
White,IN,41.9,290,2018
Whitley,IN,40.8,239,2018
Adair,IA,45.4,415,2018
Adams,IA,47.3,452,2018
Allamakee,IA,44.8,399,2018
Appanoose,IA,45.4,415,2018
Audubon,IA,49.0,471,2018
Benton,IA,42.6,321,2018
Black Hawk,IA,34.9,52,2018
Boone,IA,41.8,286,2018
Bremer,IA,39.7,188,2018
Buchanan,IA,38.7,149,2018
Buena Vista,IA,35.2,57,2018
Butler,IA,44.1,378,2018
Calhoun,IA,45.1,408,2018
Carroll,IA,41.7,281,2018
Cass,IA,44.9,402,2018
Cedar,IA,42.0,294,2018
Cerro Gordo,IA,44.5,391,2018
Cherokee,IA,46.8,444,2018
Chickasaw,IA,44.3,384,2018
Clarke,IA,39.5,180,2018
Clay,IA,42.7,326,2018
Clayton,IA,47.1,449,2018
Clinton,IA,42.2,304,2018
Crawford,IA,37.8,119,2018
Dallas,IA,35.3,60,2018
