county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Monona,IA,94.1,397,2018
Monroe,IA,92.5,320,2018
Montgomery,IA,96.3,493,2018
Muscatine,IA,96.2,490,2018
O'Brien,IA,95.4,464,2018
Osceola,IA,94.6,426,2018
Page,IA,95.1,449,2018
Palo Alto,IA,95.0,444,2018
Plymouth,IA,95.7,473,2018
Pocahontas,IA,95.3,459,2018
Polk,IA,94.9,440,2018
Pottawattamie,IA,93.7,377,2018
Poweshiek,IA,94.0,389,2018
Ringgold,IA,94.2,402,2018
Sac,IA,95.0,444,2018
Scott,IA,95.1,449,2018
Shelby,IA,94.9,440,2018
Sioux,IA,95.8,478,2018
Story,IA,95.4,464,2018
Tama,IA,94.2,402,2018
Taylor,IA,92.9,340,2018
Union,IA,93.3,357,2018
Van Buren,IA,87.5,130,2018
Wapello,IA,94.0,389,2018
Warren,IA,97.1,506,2018
Washington,IA,91.5,280,2018
Wayne,IA,87.7,138,2018
Webster,IA,94.9,440,2018
Winnebago,IA,97.3,507,2018
Winneshiek,IA,98.2,511,2018
Woodbury,IA,93.1,348,2018
Worth,IA,95.1,449,2018
Wright,IA,94.6,426,2018
Allen,KS,94.2,402,2018
Anderson,KS,90.5,237,2018
Atchison,KS,92.8,334,2018
Barber,KS,87.8,140,2018
Barton,KS,88.5,163,2018
Bourbon,KS,89.3,195,2018
Brown,KS,92.0,299,2018
Butler,KS,91.8,291,2018
Chase,KS,91.1,264,2018
Chautauqua,KS,86.9,116,2018
Cherokee,KS,87.5,130,2018
Cheyenne,KS,92.5,320,2018
Clark,KS,91.5,280,2018
Clay,KS,94.1,397,2018
Cloud,KS,90.6,242,2018
Coffey,KS,91.7,286,2018
Comanche,KS,90.7,247,2018
Cowley,KS,90.3,230,2018
Crawford,KS,89.1,187,2018
Decatur,KS,89.5,202,2018
Dickinson,KS,92.6,325,2018
Doniphan,KS,90.1,222,2018
Douglas,KS,92.3,312,2018
Edwards,KS,92.8,334,2018
Elk,KS,90.3,230,2018
Ellis,KS,93.6,372,2018
Ellsworth,KS,94.6,426,2018
Finney,KS,87.1,121,2018
Ford,KS,86.0,95,2018
Franklin,KS,92.9,340,2018
Geary,KS,93.3,357,2018
Gove,KS,89.2,192,2018
Graham,KS,92.5,320,2018
Grant,KS,81.9,36,2018
Gray,KS,87.4,127,2018
Greeley,KS,94.2,402,2018
Greenwood,KS,91.6,283,2018
Hamilton,KS,78.7,14,2018
Harper,KS,88.5,163,2018
Harvey,KS,91.1,264,2018
Haskell,KS,81.2,30,2018
Hodgeman,KS,90.4,233,2018
Jackson,KS,94.8,435,2018
Jefferson,KS,92.8,334,2018
Jewell,KS,93.2,353,2018
Johnson,KS,94.0,389,2018
Kearny,KS,87.7,138,2018
Kingman,KS,93.1,348,2018
Kiowa,KS,90.5,237,2018
Labette,KS,89.8,214,2018
Lane,KS,89.3,195,2018
Leavenworth,KS,95.5,468,2018
Lincoln,KS,90.0,220,2018
Linn,KS,89.0,184,2018
Logan,KS,94.5,420,2018
Lyon,KS,90.9,255,2018
McPherson,KS,93.3,357,2018
Marion,KS,94.0,389,2018
Marshall,KS,93.0,344,2018
Meade,KS,87.1,121,2018
Miami,KS,94.9,440,2018
Mitchell,KS,92.5,320,2018
Montgomery,KS,88.8,177,2018
Morris,KS,90.9,255,2018
Morton,KS,86.5,106,2018
Nemaha,KS,94.5,420,2018
Neosho,KS,88.5,163,2018
Ness,KS,92.7,330,2018
Norton,KS,91.7,286,2018
Osage,KS,90.0,220,2018
Osborne,KS,90.6,242,2018
Ottawa,KS,92.6,325,2018
Pawnee,KS,89.2,192,2018
Phillips,KS,94.5,420,2018
Pottawatomie,KS,94.9,440,2018
Pratt,KS,92.5,320,2018
Rawlins,KS,94.3,408,2018
Reno,KS,91.3,272,2018
Republic,KS,96.1,487,2018
Rice,KS,90.9,255,2018
Riley,KS,94.3,408,2018
Rooks,KS,91.2,268,2018
Rush,KS,92.4,316,2018
Russell,KS,91.9,296,2018
Saline,KS,90.7,247,2018
Scott,KS,94.2,402,2018
Sedgwick,KS,89.1,187,2018
Seward,KS,82.4,41,2018
Shawnee,KS,92.2,308,2018
Sheridan,KS,89.5,202,2018
Sherman,KS,92.2,308,2018
Smith,KS,92.8,334,2018
Stafford,KS,90.7,247,2018
Stanton,KS,88.7,172,2018
Stevens,KS,83.6,55,2018
Sumner,KS,91.4,276,2018
Thomas,KS,93.2,353,2018
Trego,KS,90.2,226,2018
Wabaunsee,KS,93.9,385,2018
Wallace,KS,92.3,312,2018
Washington,KS,95.3,459,2018
Wichita,KS,94.6,426,2018
Wilson,KS,92.0,299,2018
Woodson,KS,85.2,81,2018
Wyandotte,KS,81.5,32,2018
Adair,KY,93.1,348,2018
Allen,KY,92.3,312,2018
Anderson,KY,96.0,485,2018
Ballard,KY,90.5,237,2018
Barren,KY,92.1,304,2018
Bath,KY,92.5,320,2018
Bell,KY,94.6,426,2018
Boone,KY,95.4,464,2018
Bourbon,KY,92.2,308,2018
Boyd,KY,93.8,382,2018
Boyle,KY,95.3,459,2018
Bracken,KY,94.6,426,2018
Breathitt,KY,96.0,485,2018
Breckinridge,KY,92.1,304,2018
Bullitt,KY,96.0,485,2018
Butler,KY,91.1,264,2018
Caldwell,KY,94.2,402,2018
Calloway,KY,94.2,402,2018
Campbell,KY,95.4,464,2018
Carlisle,KY,95.3,459,2018
Carroll,KY,92.2,308,2018
Carter,KY,92.1,304,2018
Casey,KY,90.2,226,2018
Christian,KY,91.5,280,2018
Clark,KY,94.3,408,2018
Clay,KY,91.9,296,2018
Clinton,KY,91.5,280,2018
Crittenden,KY,89.7,210,2018
Cumberland,KY,89.4,198,2018
Daviess,KY,95.5,468,2018
Edmonson,KY,95.2,454,2018
Elliott,KY,94.8,435,2018
Estill,KY,94.4,414,2018
Fayette,KY,92.7,330,2018
Fleming,KY,90.1,222,2018
Floyd,KY,93.4,361,2018
Franklin,KY,91.9,296,2018
Fulton,KY,94.4,414,2018
Gallatin,KY,90.8,251,2018
Garrard,KY,92.5,320,2018
Grant,KY,93.8,382,2018
Graves,KY,93.1,348,2018
Grayson,KY,94.6,426,2018
Green,KY,95.2,454,2018
Greenup,KY,94.3,408,2018
Hancock,KY,95.9,481,2018
Hardin,KY,94.9,440,2018
Harlan,KY,93.6,372,2018
Harrison,KY,92.3,312,2018
Hart,KY,91.1,264,2018
Henderson,KY,95.1,449,2018
Henry,KY,91.6,283,2018
Hickman,KY,95.3,459,2018
Hopkins,KY,92.2,308,2018
Jackson,KY,95.9,481,2018
Jefferson,KY,94.5,420,2018
Jessamine,KY,93.3,357,2018
Johnson,KY,95.9,481,2018
Kenton,KY,94.1,397,2018
Knott,KY,93.7,377,2018
Knox,KY,93.4,361,2018
Larue,KY,94.1,397,2018
Laurel,KY,94.0,389,2018
Lawrence,KY,90.9,255,2018
Lee,KY,96.9,503,2018
Leslie,KY,95.5,468,2018
Letcher,KY,94.6,426,2018
Lewis,KY,94.4,414,2018
Lincoln,KY,90.6,242,2018
Livingston,KY,96.2,490,2018
Logan,KY,93.1,348,2018
Lyon,KY,93.4,361,2018
McCracken,KY,94.1,397,2018
McCreary,KY,95.1,449,2018
McLean,KY,93.6,372,2018
Madison,KY,94.6,426,2018
Magoffin,KY,95.0,444,2018
Marion,KY,93.6,372,2018
Marshall,KY,95.4,464,2018
Martin,KY,93.4,361,2018
Mason,KY,92.2,308,2018
Meade,KY,94.4,414,2018
Menifee,KY,96.4,495,2018
Mercer,KY,93.4,361,2018
Metcalfe,KY,94.3,408,2018
Monroe,KY,90.9,255,2018
Montgomery,KY,92.7,330,2018
Morgan,KY,94.1,397,2018
Muhlenberg,KY,93.6,372,2018
Nelson,KY,95.0,444,2018
Nicholas,KY,90.7,247,2018
Ohio,KY,94.6,426,2018
Oldham,KY,97.0,504,2018
Owen,KY,95.2,454,2018
Owsley,KY,97.8,510,2018
Pendleton,KY,94.7,430,2018
Perry,KY,94.0,389,2018
Pike,KY,94.2,402,2018
Powell,KY,94.3,408,2018
Pulaski,KY,94.1,397,2018
Robertson,KY,92.3,312,2018
Rockcastle,KY,95.4,464,2018
Rowan,KY,94.5,420,2018
Russell,KY,91.1,264,2018
Scott,KY,93.8,382,2018
Shelby,KY,91.1,264,2018
Simpson,KY,93.0,344,2018
Spencer,KY,96.3,493,2018
Taylor,KY,94.5,420,2018
Todd,KY,84.7,71,2018
Trigg,KY,90.4,233,2018
Trimble,KY,94.8,435,2018
Union,KY,94.0,389,2018
Warren,KY,94.0,389,2018
Washington,KY,92.2,308,2018
Wayne,KY,90.2,226,2018
Webster,KY,92.9,340,2018
Whitley,KY,94.3,408,2018
Wolfe,KY,95.3,459,2018
Woodford,KY,93.0,344,2018
Acadia,LA,88.5,163,2018
Allen,LA,89.4,198,2018
Ascension,LA,92.5,320,2018
Assumption,LA,89.1,187,2018
Avoyelles,LA,90.2,226,2018
Beauregard,LA,87.9,143,2018
Bienville,LA,88.5,163,2018
Bossier,LA,91.4,276,2018
Caddo,LA,89.7,210,2018
Calcasieu,LA,89.1,187,2018
Caldwell,LA,84.1,60,2018
Cameron,LA,89.5,202,2018
Catahoula,LA,86.2,98,2018
Claiborne,LA,88.1,150,2018
Concordia,LA,81.0,28,2018
De Soto,LA,88.2,153,2018
East Baton Rouge,LA,90.6,242,2018
East Carroll,LA,88.7,172,2018
East Feliciana,LA,90.5,237,2018
Evangeline,LA,87.8,140,2018
Franklin,LA,87.0,118,2018
Grant,LA,91.2,268,2018
Iberia,LA,88.4,159,2018
Iberville,LA,89.2,192,2018
Jackson,LA,88.3,155,2018
Jefferson,LA,87.9,143,2018
Jefferson Davis,LA,90.7,247,2018
Lafayette,LA,89.2,192,2018
Lafourche,LA,89.9,217,2018
LaSalle,LA,90.6,242,2018
Lincoln,LA,89.0,184,2018
Livingston,LA,89.8,214,2018
Madison,LA,80.3,22,2018
Morehouse,LA,88.0,147,2018
Natchitoches,LA,87.1,121,2018
Orleans,LA,89.3,195,2018
Ouachita,LA,88.9,180,2018
Plaquemines,LA,91.2,268,2018
Pointe Coupee,LA,87.4,127,2018
Rapides,LA,89.5,202,2018
Red River,LA,88.8,177,2018
Richland,LA,84.5,68,2018
Sabine,LA,87.0,118,2018
St. Bernard,LA,88.6,169,2018
St. Charles,LA,91.9,296,2018
St. Helena,LA,88.0,147,2018
St. James,LA,89.1,187,2018
St. John the Baptist,LA,88.6,169,2018
St. Landry,LA,88.4,159,2018
St. Martin,LA,88.6,169,2018
St. Mary,LA,89.8,214,2018
St. Tammany,LA,91.3,272,2018
Tangipahoa,LA,88.8,177,2018
Tensas,LA,78.5,13,2018
Terrebonne,LA,87.5,130,2018
Union,LA,88.0,147,2018
Vermilion,LA,89.9,217,2018
Vernon,LA,90.8,251,2018
Washington,LA,86.3,100,2018
Webster,LA,90.3,230,2018
West Baton Rouge,LA,90.7,247,2018
West Carroll,LA,83.4,53,2018
West Feliciana,LA,92.4,316,2018
Winn,LA,87.2,123,2018
Androscoggin,ME,91.7,286,2018
Aroostook,ME,91.0,258,2018
Cumberland,ME,93.7,377,2018
Franklin,ME,90.9,255,2018
Hancock,ME,88.5,163,2018
Kennebec,ME,93.5,365,2018
Knox,ME,89.5,202,2018
Lincoln,ME,89.7,210,2018
Oxford,ME,89.9,217,2018
Penobscot,ME,90.5,237,2018
Piscataquis,ME,90.1,222,2018
Sagadahoc,ME,93.0,344,2018
Somerset,ME,89.6,206,2018
Waldo,ME,88.6,169,2018
Washington,ME,87.7,138,2018
York,ME,92.7,330,2018
Allegany,MD,95.2,454,2018
Anne Arundel,MD,95.3,459,2018
Baltimore,MD,94.4,414,2018
Calvert,MD,95.8,478,2018
Caroline,MD,93.6,372,2018
Carroll,MD,97.0,504,2018
Cecil,MD,95.5,468,2018
Charles,MD,96.4,495,2018
Dorchester,MD,94.5,420,2018
Frederick,MD,95.2,454,2018
Garrett,MD,92.7,330,2018
Harford,MD,96.3,493,2018
Howard,MD,96.0,485,2018
Kent,MD,94.6,426,2018
Montgomery,MD,92.6,325,2018
Prince George's,MD,89.2,192,2018
Queen Anne's,MD,95.6,471,2018
St. Mary's,MD,94.2,402,2018
Somerset,MD,93.2,353,2018
Talbot,MD,95.2,454,2018
Washington,MD,93.8,382,2018
Wicomico,MD,93.1,348,2018
Worcester,MD,94.1,397,2018
Baltimore City,MD,92.8,334,2018
Barnstable,MA,96.8,501,2018
Berkshire,MA,97.0,504,2018
Bristol,MA,97.1,506,2018
Dukes,MA,95.0,444,2018
Essex,MA,96.9,503,2018
Franklin,MA,97.8,510,2018
Hampden,MA,97.0,504,2018
Hampshire,MA,97.6,509,2018
Middlesex,MA,97.4,508,2018
Nantucket,MA,95.5,468,2018
Norfolk,MA,98.0,511,2018
Plymouth,MA,97.7,510,2018
Suffolk,MA,96.0,485,2018
Worcester,MA,97.5,508,2018
Alcona,MI,94.2,402,2018
Alger,MI,92.8,334,2018
Allegan,MI,95.4,464,2018
Alpena,MI,93.7,377,2018
Antrim,MI,92.9,340,2018
Arenac,MI,93.1,348,2018
Baraga,MI,94.8,435,2018
Barry,MI,95.4,464,2018
Bay,MI,94.5,420,2018
Benzie,MI,93.6,372,2018
Berrien,MI,92.2,308,2018
Branch,MI,88.9,180,2018
Calhoun,MI,94.1,397,2018
Cass,MI,92.5,320,2018
Charlevoix,MI,93.6,372,2018
Cheboygan,MI,92.1,304,2018
Chippewa,MI,92.6,325,2018
Clare,MI,88.6,169,2018
Clinton,MI,96.2,490,2018
Crawford,MI,94.6,426,2018
Delta,MI,93.9,385,2018
Dickinson,MI,95.4,464,2018
Eaton,MI,94.6,426,2018
Emmet,MI,91.7,286,2018
Genesee,MI,94.4,414,2018
Gladwin,MI,91.5,280,2018
Gogebic,MI,91.6,283,2018
Grand Traverse,MI,93.0,344,2018
Gratiot,MI,94.2,402,2018
Hillsdale,MI,92.3,312,2018
Houghton,MI,92.7,330,2018
Huron,MI,93.7,377,2018
Ingham,MI,94.1,397,2018
Ionia,MI,93.8,382,2018
Iosco,MI,92.8,334,2018
Iron,MI,92.9,340,2018
Isabella,MI,91.2,268,2018
Jackson,MI,93.6,372,2018
Kalamazoo,MI,94.3,408,2018
Kalkaska,MI,90.5,237,2018
Kent,MI,93.5,365,2018
Keweenaw,MI,91.6,283,2018
Lake,MI,92.5,320,2018
Lapeer,MI,92.6,325,2018
Leelanau,MI,94.5,420,2018
Lenawee,MI,94.1,397,2018
Livingston,MI,96.0,485,2018
Luce,MI,94.2,402,2018
Mackinac,MI,89.4,198,2018
Macomb,MI,94.3,408,2018
Manistee,MI,93.2,353,2018
Marquette,MI,94.7,430,2018
Mason,MI,93.2,353,2018
Mecosta,MI,93.5,365,2018
Menominee,MI,95.3,459,2018
Midland,MI,95.2,454,2018
Missaukee,MI,91.1,264,2018
Monroe,MI,95.3,459,2018
Montcalm,MI,91.9,296,2018
Montmorency,MI,92.0,299,2018
Muskegon,MI,94.7,430,2018
Newaygo,MI,93.6,372,2018
Oakland,MI,95.1,449,2018
Oceana,MI,90.1,222,2018
Ogemaw,MI,92.1,304,2018
Ontonagon,MI,91.2,268,2018
Osceola,MI,89.9,217,2018
Oscoda,MI,86.8,113,2018
Otsego,MI,93.2,353,2018
Ottawa,MI,95.8,478,2018
Presque Isle,MI,92.1,304,2018
Roscommon,MI,92.4,316,2018
Saginaw,MI,94.7,430,2018
St. Clair,MI,94.4,414,2018
St. Joseph,MI,91.9,296,2018
Sanilac,MI,89.9,217,2018
Schoolcraft,MI,93.3,357,2018
Shiawassee,MI,94.3,408,2018
Tuscola,MI,94.1,397,2018
Van Buren,MI,91.6,283,2018
Washtenaw,MI,96.1,487,2018
Wayne,MI,92.8,334,2018
Wexford,MI,91.8,291,2018
Aitkin,MN,95.7,473,2018
Anoka,MN,95.9,481,2018
Becker,MN,92.8,334,2018
Beltrami,MN,91.1,264,2018
Benton,MN,96.7,500,2018
Big Stone,MN,94.7,430,2018
Blue Earth,MN,96.3,493,2018
Brown,MN,96.0,485,2018
Carlton,MN,95.8,478,2018
Carver,MN,96.9,503,2018
Cass,MN,92.7,330,2018
Chippewa,MN,92.0,299,2018
Chisago,MN,96.1,487,2018
Clay,MN,95.8,478,2018
Clearwater,MN,90.9,255,2018
Cook,MN,94.7,430,2018
Cottonwood,MN,94.8,435,2018
Crow Wing,MN,95.0,444,2018
Dakota,MN,96.2,490,2018
Dodge,MN,95.7,473,2018
Douglas,MN,96.9,503,2018
Faribault,MN,94.8,435,2018
Fillmore,MN,91.2,268,2018
Freeborn,MN,94.0,389,2018
Goodhue,MN,94.5,420,2018
Grant,MN,94.6,426,2018
Hennepin,MN,94.8,435,2018
Houston,MN,96.0,485,2018
Hubbard,MN,94.3,408,2018
Isanti,MN,95.8,478,2018
Itasca,MN,94.5,420,2018
Jackson,MN,96.9,503,2018
Kanabec,MN,95.3,459,2018
Kandiyohi,MN,94.5,420,2018
Kittson,MN,93.7,377,2018
Koochiching,MN,96.0,485,2018
Lac qui Parle,MN,97.8,510,2018
Lake,MN,95.9,481,2018
Lake of the Woods,MN,96.5,497,2018
Le Sueur,MN,95.5,468,2018
Lincoln,MN,95.1,449,2018
Lyon,MN,95.1,449,2018
McLeod,MN,94.9,440,2018
Mahnomen,MN,85.1,79,2018
Marshall,MN,95.3,459,2018
Martin,MN,93.9,385,2018
Meeker,MN,94.8,435,2018
Mille Lacs,MN,93.9,385,2018
Morrison,MN,94.8,435,2018
Mower,MN,93.7,377,2018
Murray,MN,95.1,449,2018
Nicollet,MN,96.7,500,2018
Nobles,MN,92.9,340,2018
Norman,MN,93.8,382,2018
Olmsted,MN,96.0,485,2018
Otter Tail,MN,95.3,459,2018
Pennington,MN,97.2,507,2018
Pine,MN,93.6,372,2018
Pipestone,MN,93.9,385,2018
Polk,MN,95.5,468,2018
Pope,MN,96.2,490,2018
Ramsey,MN,94.5,420,2018
Red Lake,MN,96.1,487,2018
Redwood,MN,94.3,408,2018
Renville,MN,94.0,389,2018
Rice,MN,95.5,468,2018
Rock,MN,94.7,430,2018
Roseau,MN,96.3,493,2018
St. Louis,MN,96.0,485,2018
Scott,MN,96.3,493,2018
Sherburne,MN,97.1,506,2018
Sibley,MN,95.4,464,2018
Stearns,MN,96.2,490,2018
Steele,MN,96.5,497,2018
Stevens,MN,98.0,511,2018
Swift,MN,95.5,468,2018
Todd,MN,91.1,264,2018
Traverse,MN,97.3,507,2018
Wabasha,MN,95.0,444,2018
Wadena,MN,94.1,397,2018
Waseca,MN,96.9,503,2018
Washington,MN,97.0,504,2018
Watonwan,MN,88.0,147,2018
Wilkin,MN,96.7,500,2018
Winona,MN,94.5,420,2018
Wright,MN,96.7,500,2018
Yellow Medicine,MN,94.4,414,2018
Adams,MS,85.2,81,2018
Alcorn,MS,84.7,71,2018
Amite,MS,84.9,75,2018
Attala,MS,88.9,180,2018
Benton,MS,84.1,60,2018
Bolivar,MS,85.4,84,2018
Calhoun,MS,88.1,150,2018
Carroll,MS,91.6,283,2018
Chickasaw,MS,86.0,95,2018
Choctaw,MS,91.5,280,2018
Claiborne,MS,83.7,56,2018
Clarke,MS,90.7,247,2018
Clay,MS,88.8,177,2018
Coahoma,MS,87.1,121,2018
Copiah,MS,85.3,82,2018
Covington,MS,85.9,93,2018
DeSoto,MS,91.1,264,2018
Forrest,MS,85.8,91,2018
Franklin,MS,88.9,180,2018
George,MS,84.6,70,2018
Greene,MS,87.0,118,2018
Grenada,MS,87.9,143,2018
Hancock,MS,85.6,87,2018
Harrison,MS,84.2,63,2018
Hinds,MS,87.6,133,2018
Holmes,MS,82.5,42,2018
Humphreys,MS,84.6,70,2018
Issaquena,MS,89.6,206,2018
Itawamba,MS,88.6,169,2018
Jackson,MS,86.5,106,2018
Jasper,MS,87.0,118,2018
Jefferson,MS,83.1,49,2018
Jefferson Davis,MS,82.3,40,2018
Jones,MS,89.3,195,2018
Kemper,MS,86.7,111,2018
Lafayette,MS,91.1,264,2018
Lamar,MS,87.7,138,2018
Lauderdale,MS,87.7,138,2018
Lawrence,MS,86.3,100,2018
Leake,MS,84.2,63,2018
Lee,MS,88.4,159,2018
Leflore,MS,84.2,63,2018
Lincoln,MS,86.9,116,2018
Lowndes,MS,87.3,125,2018
Madison,MS,92.9,340,2018
Marion,MS,85.0,77,2018
Marshall,MS,84.6,70,2018
Monroe,MS,88.7,172,2018
Montgomery,MS,90.7,247,2018
Neshoba,MS,88.0,147,2018
Newton,MS,88.6,169,2018
Noxubee,MS,84.3,64,2018
Oktibbeha,MS,89.3,195,2018
Panola,MS,87.1,121,2018
Pearl River,MS,86.0,95,2018
Perry,MS,84.9,75,2018
Pike,MS,85.7,89,2018
Pontotoc,MS,83.8,58,2018
Prentiss,MS,87.4,127,2018
Quitman,MS,81.3,31,2018
Rankin,MS,91.2,268,2018
Scott,MS,84.1,60,2018
Sharkey,MS,80.4,23,2018
Simpson,MS,86.6,109,2018
Smith,MS,88.5,163,2018
Stone,MS,86.6,109,2018
Sunflower,MS,83.7,56,2018
Tallahatchie,MS,88.8,177,2018
Tate,MS,88.1,150,2018
Tippah,MS,88.2,153,2018
Tishomingo,MS,86.0,95,2018
Tunica,MS,85.4,84,2018
Union,MS,88.6,169,2018
Walthall,MS,82.0,37,2018
Warren,MS,87.2,123,2018
Washington,MS,81.8,35,2018
Wayne,MS,89.8,214,2018
Webster,MS,88.3,155,2018
Wilkinson,MS,85.2,81,2018
Winston,MS,88.9,180,2018
Yalobusha,MS,86.9,116,2018
Yazoo,MS,86.8,113,2018
Adair,MO,91.5,280,2018
Andrew,MO,92.9,340,2018
Atchison,MO,91.5,280,2018
Audrain,MO,90.0,220,2018
Barry,MO,84.5,68,2018
Barton,MO,90.3,230,2018
Bates,MO,90.4,233,2018
Benton,MO,87.9,143,2018
Bollinger,MO,89.2,192,2018
Boone,MO,93.0,344,2018
Buchanan,MO,89.9,217,2018
Butler,MO,87.4,127,2018
Caldwell,MO,91.8,291,2018
Callaway,MO,90.5,237,2018
Camden,MO,86.1,97,2018
Cape Girardeau,MO,91.8,291,2018
Carroll,MO,89.1,187,2018
Carter,MO,83.0,48,2018
Cass,MO,92.6,325,2018
Cedar,MO,83.9,58,2018
Chariton,MO,92.7,330,2018
Christian,MO,91.1,264,2018
Clark,MO,84.8,73,2018
Clay,MO,92.6,325,2018
Clinton,MO,92.1,304,2018
Cole,MO,91.3,272,2018
Cooper,MO,90.7,247,2018
Crawford,MO,82.8,45,2018
Dade,MO,87.0,118,2018
Dallas,MO,80.7,24,2018
Daviess,MO,84.5,68,2018
DeKalb,MO,92.6,325,2018
Dent,MO,83.7,56,2018
Douglas,MO,85.1,79,2018
Dunklin,MO,85.0,77,2018
Franklin,MO,91.8,291,2018
Gasconade,MO,93.3,357,2018
Gentry,MO,89.1,187,2018
Greene,MO,89.6,206,2018
Grundy,MO,83.8,58,2018
Harrison,MO,86.3,100,2018
Henry,MO,88.6,169,2018
Hickory,MO,83.1,49,2018
Holt,MO,91.3,272,2018
Howard,MO,91.4,276,2018
Howell,MO,87.2,123,2018
Iron,MO,87.1,121,2018
Jackson,MO,88.4,159,2018
Jasper,MO,87.0,118,2018
Jefferson,MO,91.6,283,2018
Johnson,MO,91.2,268,2018
Knox,MO,82.9,47,2018
Laclede,MO,88.2,153,2018
Lafayette,MO,91.6,283,2018
Lawrence,MO,86.4,103,2018
Lewis,MO,89.9,217,2018
Lincoln,MO,91.6,283,2018
Linn,MO,88.5,163,2018
Livingston,MO,88.2,153,2018
McDonald,MO,80.8,25,2018
Macon,MO,88.6,169,2018
Madison,MO,90.7,247,2018
Maries,MO,87.7,138,2018
Marion,MO,90.2,226,2018
Mercer,MO,82.8,45,2018
Miller,MO,89.3,195,2018
Mississippi,MO,86.4,103,2018
Moniteau,MO,84.6,70,2018
Monroe,MO,89.2,192,2018
Montgomery,MO,90.2,226,2018
Morgan,MO,77.2,9,2018
New Madrid,MO,83.7,56,2018
Newton,MO,87.0,118,2018
Nodaway,MO,91.8,291,2018
Oregon,MO,82.7,44,2018
Osage,MO,94.7,430,2018
Ozark,MO,85.9,93,2018
Pemiscot,MO,86.3,100,2018
Perry,MO,94.1,397,2018
Pettis,MO,86.6,109,2018
Phelps,MO,91.2,268,2018
Pike,MO,89.2,192,2018
Platte,MO,93.8,382,2018
Polk,MO,87.6,133,2018
Pulaski,MO,89.6,206,2018
Putnam,MO,84.0,59,2018
Ralls,MO,90.7,247,2018
Randolph,MO,90.0,220,2018
Ray,MO,89.4,198,2018
Reynolds,MO,87.6,133,2018
Ripley,MO,85.7,89,2018
St. Charles,MO,95.1,449,2018
St. Clair,MO,87.7,138,2018
Ste. Genevieve,MO,94.3,408,2018
St. Francois,MO,89.4,198,2018
St. Louis,MO,88.3,155,2018
Saline,MO,91.3,272,2018
Schuyler,MO,82.9,47,2018
Scotland,MO,64.6,1,2018
Scott,MO,87.9,143,2018
Shannon,MO,83.0,48,2018
Shelby,MO,87.1,121,2018
Stoddard,MO,88.4,159,2018
Stone,MO,90.2,226,2018
Sullivan,MO,85.4,84,2018
Taney,MO,83.0,48,2018
Texas,MO,83.6,55,2018
Vernon,MO,86.1,97,2018
Warren,MO,91.2,268,2018
Washington,MO,86.6,109,2018
Wayne,MO,85.2,81,2018
Webster,MO,84.9,75,2018
Worth,MO,93.1,348,2018
Wright,MO,81.2,30,2018
Beaverhead,MT,91.0,258,2018
Big Horn,MT,62.1,0,2018
Blaine,MT,82.1,38,2018
Broadwater,MT,93.5,365,2018
Carbon,MT,92.5,320,2018
Carter,MT,82.1,38,2018
Cascade,MT,91.2,268,2018
Chouteau,MT,85.0,77,2018
Custer,MT,93.4,361,2018
Daniels,MT,93.5,365,2018
Dawson,MT,93.7,377,2018
Deer Lodge,MT,92.1,304,2018
Fallon,MT,92.9,340,2018
Fergus,MT,87.6,133,2018
Flathead,MT,90.3,230,2018
Gallatin,MT,91.7,286,2018
Garfield,MT,87.5,130,2018
Glacier,MT,61.8,0,2018
Golden Valley,MT,88.1,150,2018
Granite,MT,89.8,214,2018
Hill,MT,92.0,299,2018
Jefferson,MT,93.1,348,2018
Judith Basin,MT,93.1,348,2018
Lake,MT,83.7,56,2018
Lewis and Clark,MT,93.6,372,2018
Liberty,MT,90.2,226,2018
Lincoln,MT,87.7,138,2018
McCone,MT,94.8,435,2018
Madison,MT,87.9,143,2018
Meagher,MT,88.4,159,2018
Mineral,MT,90.7,247,2018
Missoula,MT,92.2,308,2018
Musselshell,MT,92.4,316,2018
Park,MT,88.1,150,2018
Petroleum,MT,88.2,153,2018
Phillips,MT,82.9,47,2018
Pondera,MT,89.4,198,2018
Powder River,MT,88.6,169,2018
Powell,MT,91.1,264,2018
Prairie,MT,97.2,507,2018
Ravalli,MT,88.4,159,2018
Richland,MT,89.0,184,2018
Roosevelt,MT,75.0,6,2018
Rosebud,MT,80.3,22,2018
Sanders,MT,84.5,68,2018
Sheridan,MT,91.9,296,2018
Silver Bow,MT,92.1,304,2018
Stillwater,MT,92.9,340,2018
Sweet Grass,MT,95.1,449,2018
Teton,MT,88.8,177,2018
Toole,MT,88.0,147,2018
Treasure,MT,95.1,449,2018
Valley,MT,92.2,308,2018
Wheatland,MT,86.3,100,2018
Wibaux,MT,85.5,86,2018
Yellowstone,MT,91.2,268,2018
Adams,NE,92.9,340,2018
Antelope,NE,93.4,361,2018
Arthur,NE,89.7,210,2018
Banner,NE,94.1,397,2018
Blaine,NE,93.3,357,2018
Boone,NE,94.4,414,2018
Box Butte,NE,92.4,316,2018
Boyd,NE,86.9,116,2018
Brown,NE,89.2,192,2018
Buffalo,NE,91.6,283,2018
Burt,NE,90.7,247,2018
Butler,NE,95.2,454,2018
Cass,NE,93.9,385,2018
Cedar,NE,94.1,397,2018
Chase,NE,91.5,280,2018
