county,state,percentCollege,percentCollegeBucket,year
St. Clair,AL,16.5,172,2018
Shelby,AL,42.1,490,2018
Sumter,AL,21.8,320,2018
Talladega,AL,14.3,106,2018
Tallapoosa,AL,18.3,228,2018
Tuscaloosa,AL,30.3,433,2018
Walker,AL,11.6,38,2018
Washington,AL,11.1,28,2018
Wilcox,AL,12.5,57,2018
Winston,AL,13.5,83,2018
Aleutians East,AK,12.7,63,2018
Aleutians West,AK,16.4,169,2018
Anchorage,AK,35.3,468,2018
Bethel,AK,12.3,51,2018
Bristol Bay,AK,22.3,330,2018
Denali,AK,43.5,493,2018
Dillingham,AK,19.3,256,2018
Fairbanks North Star,AK,32.6,452,2018
Haines,AK,37.4,476,2018
Hoonah-Angoon,AK,23.4,353,2018
Juneau City,AK,39.5,483,2018
Kenai Peninsula,AK,23.3,351,2018
Ketchikan Gateway,AK,24.5,373,2018
Kodiak,AK,26.0,389,2018
Kusilvak,AK,4.8,0,2018
Lake and Peninsula,AK,15.8,151,2018
Matanuska-Susitna,AK,21.2,308,2018
Nome,AK,14.6,115,2018
North Slope,AK,16.6,176,2018
Northwest Arctic,AK,11.7,40,2018
Petersburg,AK,27.6,407,2018
Prince of Wales-Hyder,AK,17.6,207,2018
Sitka City,AK,32.6,452,2018
Skagway,AK,33.7,458,2018
Southeast Fairbanks,AK,19.1,252,2018
Valdez-Cordova,AK,30.6,437,2018
Wrangell City,AK,20.7,297,2018
Yakutat City,AK,20.0,275,2018
Yukon-Koyukuk,AK,13.4,80,2018
Apache,AZ,11.7,40,2018
Cochise,AZ,23.0,345,2018
Coconino,AZ,35.6,470,2018
Gila,AZ,18.5,235,2018
Graham,AZ,15.3,136,2018
Greenlee,AZ,11.9,43,2018
La Paz,AZ,12.4,54,2018
Maricopa,AZ,32.0,448,2018
Mohave,AZ,12.9,69,2018
Navajo,AZ,15.8,151,2018
Pima,AZ,31.9,447,2018
Pinal,AZ,19.0,248,2018
Santa Cruz,AZ,21.0,305,2018
Yavapai,AZ,25.2,381,2018
Yuma,AZ,14.8,121,2018
Arkansas,AR,15.5,143,2018
Ashley,AR,13.2,75,2018
Baxter,AR,18.3,228,2018
Benton,AR,32.4,451,2018
Boone,AR,16.0,158,2018
Bradley,AR,15.2,132,2018
Calhoun,AR,12.1,46,2018
Carroll,AR,20.4,286,2018
Chicot,AR,14.7,118,2018
Clark,AR,27.6,407,2018
Clay,AR,11.6,38,2018
Cleburne,AR,14.9,124,2018
Cleveland,AR,16.2,163,2018
Columbia,AR,20.6,294,2018
Conway,AR,16.0,158,2018
Craighead,AR,26.3,393,2018
Crawford,AR,15.3,136,2018
Crittenden,AR,18.0,218,2018
Cross,AR,15.4,138,2018
Dallas,AR,13.7,89,2018
Desha,AR,12.4,54,2018
Drew,AR,20.6,294,2018
Faulkner,AR,30.0,431,2018
Franklin,AR,11.8,42,2018
Fulton,AR,11.8,42,2018
Garland,AR,20.2,282,2018
Grant,AR,18.3,228,2018
Greene,AR,15.9,155,2018
Hempstead,AR,15.1,129,2018
Hot Spring,AR,14.7,118,2018
Howard,AR,14.7,118,2018
Independence,AR,18.9,245,2018
Izard,AR,13.8,91,2018
Jackson,AR,10.2,17,2018
Jefferson,AR,17.8,213,2018
Johnson,AR,15.8,151,2018
Lafayette,AR,16.5,172,2018
Lawrence,AR,15.0,126,2018
Lee,AR,8.9,6,2018
Lincoln,AR,8.9,6,2018
Little River,AR,11.4,34,2018
Logan,AR,12.1,46,2018
Lonoke,AR,20.3,284,2018
Madison,AR,12.5,57,2018
Marion,AR,17.2,195,2018
Miller,AR,16.6,176,2018
Mississippi,AR,12.8,66,2018
Monroe,AR,10.5,21,2018
Montgomery,AR,10.8,24,2018
Nevada,AR,15.4,138,2018
Newton,AR,16.2,163,2018
Ouachita,AR,16.0,158,2018
Perry,AR,11.9,43,2018
Phillips,AR,14.0,97,2018
Pike,AR,14.7,118,2018
Poinsett,AR,10.1,16,2018
Polk,AR,13.3,77,2018
Pope,AR,22.0,323,2018
Prairie,AR,15.1,129,2018
Pulaski,AR,34.1,461,2018
Randolph,AR,14.0,97,2018
St. Francis,AR,10.6,22,2018
Saline,AR,26.1,390,2018
Scott,AR,9.1,7,2018
Searcy,AR,12.5,57,2018
Sebastian,AR,19.7,266,2018
Sevier,AR,11.5,36,2018
Sharp,AR,11.3,32,2018
Stone,AR,12.8,66,2018
Union,AR,20.8,299,2018
Van Buren,AR,14.1,100,2018
Washington,AR,32.8,453,2018
White,AR,21.4,313,2018
Woodruff,AR,12.0,45,2018
Yell,AR,13.5,83,2018
Alameda,CA,46.0,498,2018
Alpine,CA,30.0,431,2018
Amador,CA,20.3,284,2018
Butte,CA,26.5,396,2018
Calaveras,CA,18.7,240,2018
Colusa,CA,15.4,138,2018
Contra Costa,CA,41.7,489,2018
Del Norte,CA,14.3,106,2018
El Dorado,CA,33.7,458,2018
Fresno,CA,20.7,297,2018
Glenn,CA,13.9,94,2018
Humboldt,CA,29.8,429,2018
Imperial,CA,14.5,113,2018
Inyo,CA,26.1,390,2018
Kern,CA,16.1,161,2018
Kings,CA,13.5,83,2018
Lake,CA,15.8,151,2018
Lassen,CA,12.0,45,2018
Los Angeles,CA,31.8,446,2018
Madera,CA,14.5,113,2018
Marin,CA,58.8,510,2018
Mariposa,CA,23.4,353,2018
Mendocino,CA,24.7,375,2018
Merced,CA,14.0,97,2018
Modoc,CA,15.9,155,2018
Mono,CA,30.6,437,2018
Monterey,CA,24.5,373,2018
Napa,CA,34.9,466,2018
Nevada,CA,36.6,473,2018
Orange,CA,39.9,484,2018
Placer,CA,38.6,480,2018
Plumas,CA,23.5,355,2018
Riverside,CA,21.8,320,2018
Sacramento,CA,30.4,434,2018
San Benito,CA,19.7,266,2018
San Bernardino,CA,20.3,284,2018
San Diego,CA,38.1,478,2018
San Francisco,CA,57.1,508,2018
San Joaquin,CA,18.4,232,2018
San Luis Obispo,CA,34.6,463,2018
San Mateo,CA,49.9,503,2018
Santa Barbara,CA,33.8,459,2018
Santa Clara,CA,51.3,504,2018
Santa Cruz,CA,40.0,484,2018
Shasta,CA,22.2,327,2018
Sierra,CA,18.7,240,2018
Siskiyou,CA,22.5,334,2018
Solano,CA,26.2,392,2018
Sonoma,CA,34.9,466,2018
Stanislaus,CA,16.9,186,2018
Sutter,CA,17.7,210,2018
Tehama,CA,15.5,143,2018
Trinity,CA,19.7,266,2018
Tulare,CA,14.3,106,2018
Tuolumne,CA,20.0,275,2018
Ventura,CA,33.1,455,2018
Yolo,CA,41.6,489,2018
Yuba,CA,16.7,179,2018
Adams,CO,23.6,358,2018
Alamosa,CO,26.1,390,2018
Arapahoe,CO,42.2,491,2018
Archuleta,CO,38.9,481,2018
Baca,CO,22.1,325,2018
Bent,CO,12.4,54,2018
Boulder,CO,60.8,510,2018
Broomfield,CO,55.5,508,2018
Chaffee,CO,33.5,457,2018
Cheyenne,CO,20.0,275,2018
Clear Creek,CO,46.5,499,2018
Conejos,CO,20.2,282,2018
Costilla,CO,19.1,252,2018
Crowley,CO,9.6,10,2018
Custer,CO,36.9,475,2018
Delta,CO,21.2,308,2018
Denver,CO,47.9,500,2018
Dolores,CO,21.3,310,2018
Douglas,CO,57.9,509,2018
Eagle,CO,48.1,500,2018
Elbert,CO,35.9,472,2018
El Paso,CO,37.9,478,2018
Fremont,CO,18.2,225,2018
Garfield,CO,30.0,431,2018
Gilpin,CO,38.7,480,2018
Grand,CO,37.8,478,2018
Gunnison,CO,55.3,508,2018
Hinsdale,CO,43.9,494,2018
Huerfano,CO,21.4,313,2018
Jackson,CO,16.8,182,2018
Jefferson,CO,44.1,494,2018
Kiowa,CO,21.5,315,2018
Kit Carson,CO,18.9,245,2018
Lake,CO,34.0,460,2018
La Plata,CO,43.9,494,2018
Larimer,CO,46.3,498,2018
Las Animas,CO,19.7,266,2018
Lincoln,CO,12.8,66,2018
Logan,CO,20.5,291,2018
Mesa,CO,27.4,405,2018
Mineral,CO,39.9,484,2018
Moffat,CO,17.1,191,2018
Montezuma,CO,28.6,418,2018
Montrose,CO,23.9,363,2018
Morgan,CO,17.6,207,2018
Otero,CO,17.7,210,2018
Ouray,CO,48.6,502,2018
Park,CO,30.2,432,2018
Phillips,CO,25.5,384,2018
Pitkin,CO,63.1,511,2018
Prowers,CO,17.4,200,2018
Pueblo,CO,22.0,323,2018
Rio Blanco,CO,20.2,282,2018
Rio Grande,CO,23.7,359,2018
Routt,CO,50.4,503,2018
Saguache,CO,22.9,343,2018
San Juan,CO,34.5,463,2018
San Miguel,CO,56.7,508,2018
Sedgwick,CO,20.8,299,2018
Summit,CO,51.0,504,2018
Teller,CO,34.0,460,2018
Washington,CO,16.2,163,2018
Weld,CO,26.7,397,2018
Yuma,CO,22.1,325,2018
Fairfield,CT,47.4,499,2018
Hartford,CT,37.8,478,2018
Litchfield,CT,35.1,467,2018
Middlesex,CT,41.5,489,2018
New Haven,CT,34.9,466,2018
New London,CT,33.3,456,2018
Tolland,CT,41.2,487,2018
Windham,CT,24.1,366,2018
Kent,DE,23.6,358,2018
New Castle,DE,35.9,472,2018
Sussex,DE,26.5,396,2018
District of,,57.6,509,2018
Alachua,FL,42.5,491,2018
Baker,FL,13.4,80,2018
Bay,FL,22.8,341,2018
Bradford,FL,10.6,22,2018
Brevard,FL,29.3,425,2018
Broward,FL,31.9,447,2018
Calhoun,FL,9.9,14,2018
Charlotte,FL,23.2,350,2018
Citrus,FL,17.6,207,2018
Clay,FL,24.1,366,2018
Collier,FL,36.2,472,2018
Columbia,FL,15.6,145,2018
DeSoto,FL,11.4,34,2018
Dixie,FL,9.4,9,2018
Duval,FL,29.2,424,2018
Escambia,FL,26.4,395,2018
Flagler,FL,24.4,371,2018
Franklin,FL,17.1,191,2018
Gadsden,FL,16.7,179,2018
Gilchrist,FL,14.2,103,2018
Glades,FL,9.9,14,2018
Gulf,FL,17.7,210,2018
Hamilton,FL,9.3,7,2018
Hardee,FL,10.4,20,2018
Hendry,FL,8.2,2,2018
Hernando,FL,17.5,204,2018
Highlands,FL,17.0,187,2018
Hillsborough,FL,32.7,453,2018
Holmes,FL,10.3,18,2018
Indian River,FL,28.3,415,2018
Jackson,FL,13.4,80,2018
Jefferson,FL,22.0,323,2018
Lafayette,FL,15.8,151,2018
Lake,FL,22.7,339,2018
Lee,FL,27.8,408,2018
Leon,FL,45.7,497,2018
Levy,FL,12.6,60,2018
Liberty,FL,12.7,63,2018
Madison,FL,13.8,91,2018
Manatee,FL,29.3,425,2018
Marion,FL,19.4,259,2018
Martin,FL,33.0,455,2018
Miami-Dade,FL,28.8,419,2018
Monroe,FL,33.3,456,2018
Nassau,FL,28.2,414,2018
Okaloosa,FL,30.6,437,2018
Okeechobee,FL,11.4,34,2018
Orange,FL,33.8,459,2018
Osceola,FL,20.5,291,2018
Palm Beach,FL,35.7,471,2018
Pasco,FL,23.4,353,2018
Pinellas,FL,31.0,440,2018
Polk,FL,20.0,275,2018
Putnam,FL,12.4,54,2018
St. Johns,FL,43.7,494,2018
St. Lucie,FL,20.3,284,2018
Santa Rosa,FL,28.1,413,2018
Sarasota,FL,34.7,464,2018
Seminole,FL,38.2,479,2018
Sumter,FL,31.1,440,2018
Suwannee,FL,14.7,118,2018
Taylor,FL,7.4,1,2018
Union,FL,8.3,2,2018
Volusia,FL,23.6,358,2018
Wakulla,FL,18.4,232,2018
Walton,FL,28.4,416,2018
Washington,FL,11.7,40,2018
Appling,GA,9.7,11,2018
Atkinson,GA,9.9,14,2018
Bacon,GA,10.1,16,2018
Baker,GA,12.3,51,2018
Baldwin,GA,20.9,302,2018
Banks,GA,12.8,66,2018
Barrow,GA,17.6,207,2018
Bartow,GA,19.5,262,2018
Ben Hill,GA,12.0,45,2018
Berrien,GA,11.8,42,2018
Bibb,GA,25.7,386,2018
Bleckley,GA,17.2,195,2018
Brantley,GA,8.2,2,2018
Brooks,GA,15.2,132,2018
Bryan,GA,32.6,452,2018
Bulloch,GA,27.4,405,2018
Burke,GA,12.6,60,2018
Butts,GA,11.4,34,2018
Calhoun,GA,9.4,9,2018
Camden,GA,24.5,373,2018
Candler,GA,14.1,100,2018
Carroll,GA,20.6,294,2018
Catoosa,GA,20.8,299,2018
Charlton,GA,10.5,21,2018
Chatham,GA,33.2,455,2018
Chattahoochee,GA,33.4,456,2018
Chattooga,GA,9.8,12,2018
Cherokee,GA,37.0,475,2018
Clarke,GA,42.7,492,2018
Clay,GA,7.9,2,2018
Clayton,GA,19.5,262,2018
Clinch,GA,11.1,28,2018
Cobb,GA,46.5,499,2018
Coffee,GA,13.2,75,2018
Colquitt,GA,12.5,57,2018
Columbia,GA,35.1,467,2018
Cook,GA,15.5,143,2018
Coweta,GA,29.8,429,2018
Crawford,GA,10.3,18,2018
Crisp,GA,13.7,89,2018
Dade,GA,13.9,94,2018
Dawson,GA,30.4,434,2018
Decatur,GA,14.6,115,2018
DeKalb,GA,43.4,493,2018
Dodge,GA,13.7,89,2018
Dooly,GA,11.3,32,2018
Dougherty,GA,21.4,313,2018
Douglas,GA,27.1,401,2018
Early,GA,15.6,145,2018
Echols,GA,8.8,5,2018
Effingham,GA,20.1,279,2018
Elbert,GA,10.8,24,2018
Emanuel,GA,12.4,54,2018
Evans,GA,15.5,143,2018
Fannin,GA,21.3,310,2018
Fayette,GA,46.5,499,2018
Floyd,GA,20.4,286,2018
Forsyth,GA,51.7,505,2018
Franklin,GA,13.5,83,2018
Fulton,GA,51.4,505,2018
Gilmer,GA,20.0,275,2018
Glascock,GA,9.0,6,2018
Glynn,GA,29.6,427,2018
Gordon,GA,14.4,110,2018
Grady,GA,14.1,100,2018
Greene,GA,25.8,387,2018
Gwinnett,GA,36.1,472,2018
Habersham,GA,18.7,240,2018
Hall,GA,24.0,365,2018
Hancock,GA,8.8,5,2018
Haralson,GA,14.0,97,2018
Harris,GA,29.9,429,2018
Hart,GA,15.1,129,2018
Heard,GA,9.8,12,2018
Henry,GA,28.3,415,2018
Houston,GA,27.3,403,2018
Irwin,GA,14.3,106,2018
Jackson,GA,21.0,305,2018
Jasper,GA,10.8,24,2018
Jeff Davis,GA,10.0,15,2018
Jefferson,GA,11.0,27,2018
Jenkins,GA,9.3,7,2018
Johnson,GA,10.4,20,2018
Jones,GA,20.1,279,2018
Lamar,GA,17.1,191,2018
Lanier,GA,16.4,169,2018
Laurens,GA,15.6,145,2018
Lee,GA,25.6,385,2018
Liberty,GA,18.3,228,2018
Lincoln,GA,13.5,83,2018
Long,GA,15.5,143,2018
Lowndes,GA,25.6,385,2018
Lumpkin,GA,26.2,392,2018
McDuffie,GA,13.7,89,2018
McIntosh,GA,15.6,145,2018
Macon,GA,8.6,4,2018
Madison,GA,18.0,218,2018
Marion,GA,13.1,73,2018
Meriwether,GA,11.5,36,2018
Miller,GA,12.3,51,2018
Mitchell,GA,11.1,28,2018
Monroe,GA,26.3,393,2018
Montgomery,GA,14.1,100,2018
Morgan,GA,20.8,299,2018
Murray,GA,9.4,9,2018
Muscogee,GA,26.2,392,2018
Newton,GA,19.6,264,2018
Oconee,GA,51.1,504,2018
Oglethorpe,GA,16.9,186,2018
Paulding,GA,24.1,366,2018
Peach,GA,19.4,259,2018
Pickens,GA,23.7,359,2018
Pierce,GA,11.9,43,2018
Pike,GA,15.9,155,2018
Polk,GA,12.2,49,2018
Pulaski,GA,12.4,54,2018
Putnam,GA,22.2,327,2018
Quitman,GA,9.1,7,2018
Rabun,GA,24.8,376,2018
Randolph,GA,11.7,40,2018
Richmond,GA,21.3,310,2018
Rockdale,GA,26.5,396,2018
Schley,GA,12.9,69,2018
Screven,GA,14.2,103,2018
Seminole,GA,14.4,110,2018
Spalding,GA,16.4,169,2018
Stephens,GA,22.1,325,2018
Stewart,GA,11.2,30,2018
Sumter,GA,18.6,238,2018
Talbot,GA,12.0,45,2018
Taliaferro,GA,7.0,1,2018
Tattnall,GA,13.2,75,2018
Taylor,GA,11.2,30,2018
Telfair,GA,8.4,3,2018
Terrell,GA,12.3,51,2018
Thomas,GA,23.1,347,2018
Tift,GA,16.5,172,2018
Toombs,GA,15.8,151,2018
Towns,GA,26.2,392,2018
Treutlen,GA,13.6,86,2018
Troup,GA,18.5,235,2018
Turner,GA,12.5,57,2018
Twiggs,GA,9.4,9,2018
Union,GA,22.4,332,2018
Upson,GA,13.7,89,2018
Walker,GA,15.9,155,2018
Walton,GA,19.9,272,2018
Ware,GA,13.9,94,2018
Warren,GA,13.4,80,2018
Washington,GA,14.0,97,2018
Wayne,GA,12.9,69,2018
Webster,GA,11.7,40,2018
Wheeler,GA,12.8,66,2018
White,GA,21.4,313,2018
Whitfield,GA,15.7,147,2018
Wilcox,GA,11.4,34,2018
Wilkes,GA,12.6,60,2018
Wilkinson,GA,10.6,22,2018
Worth,GA,10.4,20,2018
Hawaii,HI,29.5,426,2018
Honolulu,HI,34.3,462,2018
Kalawao,HI,24.6,374,2018
Kauai,HI,29.5,426,2018
Maui,HI,26.6,397,2018
Ada,ID,37.8,478,2018
Adams,ID,19.1,252,2018
Bannock,ID,27.2,402,2018
Bear Lake,ID,20.3,284,2018
Benewah,ID,15.1,129,2018
Bingham,ID,20.7,297,2018
Blaine,ID,38.2,479,2018
Boise,ID,27.2,402,2018
Bonner,ID,23.1,347,2018
Bonneville,ID,30.1,432,2018
Boundary,ID,19.0,248,2018
Butte,ID,18.2,225,2018
Camas,ID,19.5,262,2018
Canyon,ID,18.3,228,2018
Caribou,ID,19.9,272,2018
Cassia,ID,18.6,238,2018
Clark,ID,15.5,143,2018
Clearwater,ID,16.9,186,2018
Custer,ID,23.0,345,2018
Elmore,ID,16.4,169,2018
Franklin,ID,18.1,221,2018
Fremont,ID,20.9,302,2018
Gem,ID,14.8,121,2018
Gooding,ID,15.2,132,2018
Idaho,ID,20.2,282,2018
Jefferson,ID,22.6,336,2018
Jerome,ID,14.9,124,2018
Kootenai,ID,24.9,378,2018
Latah,ID,45.1,496,2018
Lemhi,ID,21.1,306,2018
Lewis,ID,17.3,197,2018
Lincoln,ID,10.1,16,2018
Madison,ID,36.4,473,2018
Minidoka,ID,13.4,80,2018
Nez Perce,ID,21.9,322,2018
Oneida,ID,15.5,143,2018
Owyhee,ID,11.2,30,2018
Payette,ID,14.2,103,2018
Power,ID,15.9,155,2018
Shoshone,ID,11.6,38,2018
Teton,ID,41.5,489,2018
Twin Falls,ID,20.6,294,2018
Valley,ID,30.1,432,2018
Washington,ID,14.8,121,2018
Adams,IL,24.8,376,2018
Alexander,IL,11.3,32,2018
Bond,IL,21.8,320,2018
Boone,IL,23.2,350,2018
Brown,IL,13.7,89,2018
Bureau,IL,19.7,266,2018
Calhoun,IL,13.6,86,2018
Carroll,IL,18.1,221,2018
Cass,IL,14.6,115,2018
Champaign,IL,44.4,495,2018
Christian,IL,16.6,176,2018
Clark,IL,17.6,207,2018
Clay,IL,15.2,132,2018
Clinton,IL,22.5,334,2018
Coles,IL,25.6,385,2018
Cook,IL,38.0,478,2018
Crawford,IL,16.6,176,2018
Cumberland,IL,15.8,151,2018
DeKalb,IL,31.4,442,2018
De Witt,IL,21.3,310,2018
Douglas,IL,19.0,248,2018
DuPage,IL,48.8,502,2018
Edgar,IL,16.7,179,2018
Edwards,IL,13.9,94,2018
Effingham,IL,22.5,334,2018
Fayette,IL,11.7,40,2018
Ford,IL,20.2,282,2018
Franklin,IL,15.9,155,2018
Fulton,IL,17.6,207,2018
Gallatin,IL,9.9,14,2018
Greene,IL,12.4,54,2018
Grundy,IL,23.6,358,2018
Hamilton,IL,18.3,228,2018
Hancock,IL,21.3,310,2018
Hardin,IL,11.2,30,2018
Henderson,IL,15.4,138,2018
Henry,IL,22.6,336,2018
Iroquois,IL,15.4,138,2018
Jackson,IL,36.0,472,2018
Jasper,IL,17.5,204,2018
Jefferson,IL,17.4,200,2018
Jersey,IL,20.5,291,2018
Jo Daviess,IL,23.8,361,2018
Johnson,IL,16.5,172,2018
Kane,IL,33.1,455,2018
Kankakee,IL,21.0,305,2018
Kendall,IL,35.4,469,2018
Knox,IL,18.5,235,2018
Lake,IL,45.0,496,2018
LaSalle,IL,17.9,216,2018
Lawrence,IL,13.5,83,2018
Lee,IL,17.7,210,2018
Livingston,IL,15.7,147,2018
Logan,IL,20.4,286,2018
McDonough,IL,32.4,451,2018
McHenry,IL,33.7,458,2018
McLean,IL,44.8,496,2018
Macon,IL,22.5,334,2018
Macoupin,IL,19.4,259,2018
Madison,IL,25.8,387,2018
Marion,IL,15.0,126,2018
Marshall,IL,16.8,182,2018
Mason,IL,15.4,138,2018
Massac,IL,13.2,75,2018
Menard,IL,23.1,347,2018
Mercer,IL,17.8,213,2018
Monroe,IL,32.5,451,2018
Montgomery,IL,15.6,145,2018
Morgan,IL,19.9,272,2018
Moultrie,IL,19.5,262,2018
Ogle,IL,20.0,275,2018
Peoria,IL,30.4,434,2018
Perry,IL,11.7,40,2018
Piatt,IL,27.9,409,2018
Pike,IL,15.1,129,2018
Pope,IL,13.4,80,2018
Pulaski,IL,12.3,51,2018
Putnam,IL,14.6,115,2018
Randolph,IL,12.8,66,2018
Richland,IL,21.3,310,2018
Rock Island,IL,23.2,350,2018
St. Clair,IL,27.3,403,2018
Saline,IL,17.8,213,2018
Sangamon,IL,34.2,461,2018
Schuyler,IL,18.2,225,2018
Scott,IL,15.0,126,2018
Shelby,IL,16.9,186,2018
Stark,IL,17.5,204,2018
Stephenson,IL,19.3,256,2018
Tazewell,IL,26.4,395,2018
Union,IL,22.8,341,2018
Vermilion,IL,15.1,129,2018
Wabash,IL,17.2,195,2018
Warren,IL,23.0,345,2018
Washington,IL,20.6,294,2018
Wayne,IL,14.6,115,2018
White,IL,15.2,132,2018
Whiteside,IL,18.5,235,2018
Will,IL,34.0,460,2018
Williamson,IL,22.6,336,2018
Winnebago,IL,22.6,336,2018
Woodford,IL,31.6,444,2018
Adams,IN,15.3,136,2018
Allen,IN,28.2,414,2018
Bartholomew,IN,32.3,450,2018
Benton,IN,16.9,186,2018
Blackford,IN,13.6,86,2018
Boone,IN,48.3,501,2018
Brown,IN,27.4,405,2018
Carroll,IN,17.2,195,2018
Cass,IN,13.9,94,2018
Clark,IN,20.9,302,2018
Clay,IN,16.8,182,2018
Clinton,IN,16.6,176,2018
Crawford,IN,11.4,34,2018
Daviess,IN,13.8,91,2018
Dearborn,IN,21.6,316,2018
Decatur,IN,19.6,264,2018
DeKalb,IN,17.7,210,2018
Delaware,IN,24.3,369,2018
Dubois,IN,22.2,327,2018
Elkhart,IN,19.2,254,2018
Fayette,IN,11.6,38,2018
Floyd,IN,29.5,426,2018
Fountain,IN,15.0,126,2018
Franklin,IN,19.8,270,2018
Fulton,IN,14.4,110,2018
Gibson,IN,17.4,200,2018
Grant,IN,17.1,191,2018
Greene,IN,14.8,121,2018
Hamilton,IN,57.8,509,2018
Hancock,IN,30.3,433,2018
Harrison,IN,17.4,200,2018
Hendricks,IN,36.3,473,2018
Henry,IN,16.6,176,2018
Howard,IN,21.2,308,2018
Huntington,IN,19.0,248,2018
Jackson,IN,15.5,143,2018
Jasper,IN,14.9,124,2018
Jay,IN,10.6,22,2018
Jefferson,IN,17.9,216,2018
Jennings,IN,11.1,28,2018
Johnson,IN,31.8,446,2018
Knox,IN,16.4,169,2018
Kosciusko,IN,22.7,339,2018
LaGrange,IN,10.4,20,2018
Lake,IN,22.1,325,2018
LaPorte,IN,17.9,216,2018
Lawrence,IN,15.5,143,2018
Madison,IN,18.0,218,2018
Marion,IN,30.4,434,2018
Marshall,IN,20.5,291,2018
Martin,IN,13.4,80,2018
Miami,IN,12.7,63,2018
Monroe,IN,45.6,497,2018
Montgomery,IN,18.1,221,2018
Morgan,IN,16.9,186,2018
Newton,IN,11.2,30,2018
Noble,IN,14.3,106,2018
Ohio,IN,13.7,89,2018
Orange,IN,12.3,51,2018
Owen,IN,12.6,60,2018
Parke,IN,12.2,49,2018
Perry,IN,14.9,124,2018
Pike,IN,13.7,89,2018
Porter,IN,28.2,414,2018
Posey,IN,20.7,297,2018
Pulaski,IN,12.5,57,2018
Putnam,IN,16.1,161,2018
Randolph,IN,14.3,106,2018
Ripley,IN,18.1,221,2018
Rush,IN,13.0,70,2018
St. Joseph,IN,29.2,424,2018
Scott,IN,11.9,43,2018
Shelby,IN,19.4,259,2018
Spencer,IN,14.9,124,2018
Starke,IN,10.8,24,2018
Steuben,IN,20.6,294,2018
Sullivan,IN,10.8,24,2018
Switzerland,IN,9.9,14,2018
Tippecanoe,IN,37.7,477,2018
Tipton,IN,23.0,345,2018
Union,IN,16.9,186,2018
Vanderburgh,IN,26.3,393,2018
Vermillion,IN,13.4,80,2018
Vigo,IN,24.5,373,2018
Wabash,IN,18.4,232,2018
Warren,IN,18.9,245,2018
Warrick,IN,29.6,427,2018
Washington,IN,13.2,75,2018
Wayne,IN,18.2,225,2018
Wells,IN,18.1,221,2018
White,IN,16.8,182,2018
Whitley,IN,20.9,302,2018
Adair,IA,15.4,138,2018
Adams,IA,17.7,210,2018
Allamakee,IA,18.5,235,2018
Appanoose,IA,17.1,191,2018
Audubon,IA,14.6,115,2018
Benton,IA,22.6,336,2018
Black Hawk,IA,28.6,418,2018
Boone,IA,24.8,376,2018
Bremer,IA,30.3,433,2018
Buchanan,IA,20.6,294,2018
Buena Vista,IA,19.6,264,2018
Butler,IA,17.5,204,2018
Calhoun,IA,19.5,262,2018
Carroll,IA,22.2,327,2018
Cass,IA,19.6,264,2018
Cedar,IA,23.0,345,2018
Cerro Gordo,IA,22.7,339,2018
Cherokee,IA,21.4,313,2018
Chickasaw,IA,16.9,186,2018
Clarke,IA,16.9,186,2018
Clay,IA,22.6,336,2018
Clayton,IA,17.2,195,2018
Clinton,IA,19.1,252,2018
Crawford,IA,12.8,66,2018
Dallas,IA,49.4,502,2018
