county,state,percentCollege,percentCollegeBucket,year
Davis,IA,20.5,291,2018
Decatur,IA,23.5,355,2018
Delaware,IA,16.6,176,2018
Des Moines,IA,20.5,291,2018
Dickinson,IA,31.3,441,2018
Dubuque,IA,30.5,436,2018
Emmet,IA,20.2,282,2018
Fayette,IA,19.8,270,2018
Floyd,IA,19.9,272,2018
Franklin,IA,17.7,210,2018
Fremont,IA,19.3,256,2018
Greene,IA,20.1,279,2018
Grundy,IA,28.0,411,2018
Guthrie,IA,19.8,270,2018
Hamilton,IA,24.3,369,2018
Hancock,IA,23.1,347,2018
Hardin,IA,19.8,270,2018
Harrison,IA,18.8,243,2018
Henry,IA,20.1,279,2018
Howard,IA,14.9,124,2018
Humboldt,IA,20.8,299,2018
Ida,IA,19.0,248,2018
Iowa,IA,19.1,252,2018
Jackson,IA,18.8,243,2018
Jasper,IA,17.9,216,2018
Jefferson,IA,31.6,444,2018
Johnson,IA,53.0,506,2018
Jones,IA,18.4,232,2018
Keokuk,IA,18.2,225,2018
Kossuth,IA,18.3,228,2018
Lee,IA,15.7,147,2018
Linn,IA,33.0,455,2018
Louisa,IA,14.2,103,2018
Lucas,IA,17.0,187,2018
Lyon,IA,21.4,313,2018
Madison,IA,23.9,363,2018
Mahaska,IA,22.3,330,2018
Marion,IA,26.4,395,2018
Marshall,IA,19.0,248,2018
Mills,IA,23.7,359,2018
Mitchell,IA,17.7,210,2018
Monona,IA,16.7,179,2018
Monroe,IA,16.6,176,2018
Montgomery,IA,17.5,204,2018
Muscatine,IA,22.0,323,2018
O'Brien,IA,19.9,272,2018
Osceola,IA,18.1,221,2018
Page,IA,21.3,310,2018
Palo Alto,IA,25.0,379,2018
Plymouth,IA,21.0,305,2018
Pocahontas,IA,14.7,118,2018
Polk,IA,36.1,472,2018
Pottawattamie,IA,21.2,308,2018
Poweshiek,IA,25.1,380,2018
Ringgold,IA,20.6,294,2018
Sac,IA,20.6,294,2018
Scott,IA,31.9,447,2018
Shelby,IA,20.8,299,2018
Sioux,IA,28.1,413,2018
Story,IA,51.1,504,2018
Tama,IA,16.1,161,2018
Taylor,IA,14.9,124,2018
Union,IA,17.2,195,2018
Van Buren,IA,14.1,100,2018
Wapello,IA,18.0,218,2018
Warren,IA,31.7,444,2018
Washington,IA,21.5,315,2018
Wayne,IA,13.0,70,2018
Webster,IA,19.6,264,2018
Winnebago,IA,22.4,332,2018
Winneshiek,IA,29.7,428,2018
Woodbury,IA,23.0,345,2018
Worth,IA,15.5,143,2018
Wright,IA,17.7,210,2018
Allen,KS,20.4,286,2018
Anderson,KS,17.5,204,2018
Atchison,KS,21.9,322,2018
Barber,KS,18.3,228,2018
Barton,KS,18.4,232,2018
Bourbon,KS,20.6,294,2018
Brown,KS,21.8,320,2018
Butler,KS,29.0,422,2018
Chase,KS,21.6,316,2018
Chautauqua,KS,16.8,182,2018
Cherokee,KS,19.1,252,2018
Cheyenne,KS,26.3,393,2018
Clark,KS,31.5,443,2018
Clay,KS,27.2,402,2018
Cloud,KS,22.5,334,2018
Coffey,KS,22.9,343,2018
Comanche,KS,18.6,238,2018
Cowley,KS,20.1,279,2018
Crawford,KS,29.5,426,2018
Decatur,KS,23.5,355,2018
Dickinson,KS,22.1,325,2018
Doniphan,KS,19.3,256,2018
Douglas,KS,50.4,503,2018
Edwards,KS,17.9,216,2018
Elk,KS,15.0,126,2018
Ellis,KS,34.8,465,2018
Ellsworth,KS,20.4,286,2018
Finney,KS,17.1,191,2018
Ford,KS,17.6,207,2018
Franklin,KS,19.5,262,2018
Geary,KS,21.9,322,2018
Gove,KS,22.7,339,2018
Graham,KS,26.2,392,2018
Grant,KS,15.4,138,2018
Gray,KS,21.0,305,2018
Greeley,KS,29.0,422,2018
Greenwood,KS,19.6,264,2018
Hamilton,KS,18.2,225,2018
Harper,KS,17.1,191,2018
Harvey,KS,31.0,440,2018
Haskell,KS,16.3,166,2018
Hodgeman,KS,28.4,416,2018
Jackson,KS,21.3,310,2018
Jefferson,KS,21.9,322,2018
Jewell,KS,16.9,186,2018
Johnson,KS,55.3,508,2018
Kearny,KS,15.9,155,2018
Kingman,KS,24.2,368,2018
Kiowa,KS,27.9,409,2018
Labette,KS,17.8,213,2018
Lane,KS,21.6,316,2018
Leavenworth,KS,31.7,444,2018
Lincoln,KS,22.6,336,2018
Linn,KS,16.0,158,2018
Logan,KS,17.6,207,2018
Lyon,KS,27.3,403,2018
McPherson,KS,29.0,422,2018
Marion,KS,25.1,380,2018
Marshall,KS,18.6,238,2018
Meade,KS,20.1,279,2018
Miami,KS,27.7,408,2018
Mitchell,KS,25.3,381,2018
Montgomery,KS,18.2,225,2018
Morris,KS,20.1,279,2018
Morton,KS,17.1,191,2018
Nemaha,KS,24.5,373,2018
Neosho,KS,20.6,294,2018
Ness,KS,18.9,245,2018
Norton,KS,15.9,155,2018
Osage,KS,18.6,238,2018
Osborne,KS,23.0,345,2018
Ottawa,KS,23.5,355,2018
Pawnee,KS,18.8,243,2018
Phillips,KS,22.3,330,2018
Pottawatomie,KS,34.5,463,2018
Pratt,KS,28.1,413,2018
Rawlins,KS,25.1,380,2018
Reno,KS,20.5,291,2018
Republic,KS,24.5,373,2018
Rice,KS,23.2,350,2018
Riley,KS,46.0,498,2018
Rooks,KS,24.0,365,2018
Rush,KS,23.1,347,2018
Russell,KS,25.9,388,2018
Saline,KS,26.2,392,2018
Scott,KS,24.9,378,2018
Sedgwick,KS,30.9,439,2018
Seward,KS,11.1,28,2018
Shawnee,KS,30.8,438,2018
Sheridan,KS,21.4,313,2018
Sherman,KS,19.1,252,2018
Smith,KS,19.1,252,2018
Stafford,KS,23.9,363,2018
Stanton,KS,19.3,256,2018
Stevens,KS,12.2,49,2018
Sumner,KS,22.2,327,2018
Thomas,KS,25.5,384,2018
Trego,KS,22.8,341,2018
Wabaunsee,KS,23.3,351,2018
Wallace,KS,30.9,439,2018
Washington,KS,20.3,284,2018
Wichita,KS,21.1,306,2018
Wilson,KS,14.4,110,2018
Woodson,KS,13.5,83,2018
Wyandotte,KS,17.4,200,2018
Adair,KY,16.3,166,2018
Allen,KY,14.6,115,2018
Anderson,KY,20.3,284,2018
Ballard,KY,13.3,77,2018
Barren,KY,16.0,158,2018
Bath,KY,12.4,54,2018
Bell,KY,8.9,6,2018
Boone,KY,31.6,444,2018
Bourbon,KY,18.9,245,2018
Boyd,KY,20.2,282,2018
Boyle,KY,23.4,353,2018
Bracken,KY,13.7,89,2018
Breathitt,KY,14.3,106,2018
Breckinridge,KY,11.1,28,2018
Bullitt,KY,14.2,103,2018
Butler,KY,12.6,60,2018
Caldwell,KY,15.3,136,2018
Calloway,KY,29.0,422,2018
Campbell,KY,33.5,457,2018
Carlisle,KY,14.8,121,2018
Carroll,KY,8.8,5,2018
Carter,KY,13.7,89,2018
Casey,KY,13.3,77,2018
Christian,KY,17.3,197,2018
Clark,KY,20.1,279,2018
Clay,KY,9.5,10,2018
Clinton,KY,10.1,16,2018
Crittenden,KY,13.1,73,2018
Cumberland,KY,13.1,73,2018
Daviess,KY,22.9,343,2018
Edmonson,KY,10.8,24,2018
Elliott,KY,8.3,2,2018
Estill,KY,9.9,14,2018
Fayette,KY,42.9,493,2018
Fleming,KY,12.7,63,2018
Floyd,KY,11.2,30,2018
Franklin,KY,29.8,429,2018
Fulton,KY,13.3,77,2018
Gallatin,KY,11.6,38,2018
Garrard,KY,16.8,182,2018
Grant,KY,13.6,86,2018
Graves,KY,16.3,166,2018
Grayson,KY,10.4,20,2018
Green,KY,12.0,45,2018
Greenup,KY,17.2,195,2018
Hancock,KY,11.0,27,2018
Hardin,KY,23.0,345,2018
Harlan,KY,10.8,24,2018
Harrison,KY,14.8,121,2018
Hart,KY,11.8,42,2018
Henderson,KY,17.9,216,2018
Henry,KY,12.2,49,2018
Hickman,KY,17.6,207,2018
Hopkins,KY,16.0,158,2018
Jackson,KY,12.2,49,2018
Jefferson,KY,32.7,453,2018
Jessamine,KY,29.5,426,2018
Johnson,KY,14.9,124,2018
Kenton,KY,30.4,434,2018
Knott,KY,12.9,69,2018
Knox,KY,13.1,73,2018
Larue,KY,10.1,16,2018
Laurel,KY,13.4,80,2018
Lawrence,KY,10.0,15,2018
Lee,KY,10.3,18,2018
Leslie,KY,9.7,11,2018
Letcher,KY,11.7,40,2018
Lewis,KY,11.0,27,2018
Lincoln,KY,11.1,28,2018
Livingston,KY,11.4,34,2018
Logan,KY,15.0,126,2018
Lyon,KY,15.9,155,2018
McCracken,KY,24.6,374,2018
McCreary,KY,6.9,0,2018
McLean,KY,12.0,45,2018
Madison,KY,30.5,436,2018
Magoffin,KY,9.7,11,2018
Marion,KY,13.2,75,2018
Marshall,KY,18.8,243,2018
Martin,KY,8.5,3,2018
Mason,KY,18.9,245,2018
Meade,KY,18.2,225,2018
Menifee,KY,11.3,32,2018
Mercer,KY,17.5,204,2018
Metcalfe,KY,13.1,73,2018
Monroe,KY,12.9,69,2018
Montgomery,KY,16.3,166,2018
Morgan,KY,13.6,86,2018
Muhlenberg,KY,11.1,28,2018
Nelson,KY,17.2,195,2018
Nicholas,KY,10.2,17,2018
Ohio,KY,13.3,77,2018
Oldham,KY,42.2,491,2018
Owen,KY,9.9,14,2018
Owsley,KY,16.2,163,2018
Pendleton,KY,11.3,32,2018
Perry,KY,12.3,51,2018
Pike,KY,13.0,70,2018
Powell,KY,14.7,118,2018
Pulaski,KY,15.3,136,2018
Robertson,KY,16.0,158,2018
Rockcastle,KY,10.6,22,2018
Rowan,KY,26.6,397,2018
Russell,KY,12.9,69,2018
Scott,KY,28.6,418,2018
Shelby,KY,24.2,368,2018
Simpson,KY,14.2,103,2018
Spencer,KY,20.2,282,2018
Taylor,KY,19.2,254,2018
Todd,KY,12.9,69,2018
Trigg,KY,16.9,186,2018
Trimble,KY,12.0,45,2018
Union,KY,11.0,27,2018
Warren,KY,30.6,437,2018
Washington,KY,17.7,210,2018
Wayne,KY,12.8,66,2018
Webster,KY,9.8,12,2018
Whitley,KY,19.2,254,2018
Wolfe,KY,7.6,1,2018
Woodford,KY,32.9,454,2018
Acadia,LA,13.4,80,2018
Allen,LA,12.7,63,2018
Ascension,LA,26.8,399,2018
Assumption,LA,10.2,17,2018
Avoyelles,LA,12.1,46,2018
Beauregard,LA,17.5,204,2018
Bienville,LA,12.4,54,2018
Bossier,LA,25.6,385,2018
Caddo,LA,23.5,355,2018
Calcasieu,LA,21.9,322,2018
Caldwell,LA,14.2,103,2018
Cameron,LA,11.6,38,2018
Catahoula,LA,11.7,40,2018
Claiborne,LA,14.7,118,2018
Concordia,LA,12.8,66,2018
De Soto,LA,14.2,103,2018
East Baton Rouge,LA,34.7,464,2018
East Carroll,LA,8.5,3,2018
East Feliciana,LA,12.6,60,2018
Evangeline,LA,12.8,66,2018
Franklin,LA,11.9,43,2018
Grant,LA,8.4,3,2018
Iberia,LA,12.7,63,2018
Iberville,LA,14.5,113,2018
Jackson,LA,13.5,83,2018
Jefferson,LA,26.1,390,2018
Jefferson Davis,LA,15.9,155,2018
Lafayette,LA,32.1,449,2018
Lafourche,LA,16.6,176,2018
LaSalle,LA,12.2,49,2018
Lincoln,LA,36.5,473,2018
Livingston,LA,18.3,228,2018
Madison,LA,12.6,60,2018
Morehouse,LA,13.0,70,2018
Natchitoches,LA,17.8,213,2018
Orleans,LA,36.8,474,2018
Ouachita,LA,24.3,369,2018
Plaquemines,LA,19.6,264,2018
Pointe Coupee,LA,15.2,132,2018
Rapides,LA,20.5,291,2018
Red River,LA,13.9,94,2018
Richland,LA,13.5,83,2018
Sabine,LA,13.1,73,2018
St. Bernard,LA,12.3,51,2018
St. Charles,LA,24.2,368,2018
St. Helena,LA,13.9,94,2018
St. James,LA,14.3,106,2018
St. John the Baptist,LA,16.3,166,2018
St. Landry,LA,14.2,103,2018
St. Martin,LA,14.4,110,2018
St. Mary,LA,10.6,22,2018
St. Tammany,LA,33.5,457,2018
Tangipahoa,LA,19.4,259,2018
Tensas,LA,10.5,21,2018
Terrebonne,LA,15.8,151,2018
Union,LA,14.6,115,2018
Vermilion,LA,14.2,103,2018
Vernon,LA,16.8,182,2018
Washington,LA,11.7,40,2018
Webster,LA,15.1,129,2018
West Baton Rouge,LA,20.6,294,2018
West Carroll,LA,12.6,60,2018
West Feliciana,LA,22.2,327,2018
Winn,LA,14.4,110,2018
Androscoggin,ME,22.2,327,2018
Aroostook,ME,18.9,245,2018
Cumberland,ME,46.7,499,2018
Franklin,ME,25.4,382,2018
Hancock,ME,32.3,450,2018
Kennebec,ME,27.1,401,2018
Knox,ME,31.0,440,2018
Lincoln,ME,32.7,453,2018
Oxford,ME,19.0,248,2018
Penobscot,ME,27.1,401,2018
Piscataquis,ME,18.3,228,2018
Sagadahoc,ME,35.5,469,2018
Somerset,ME,16.5,172,2018
Waldo,ME,29.6,427,2018
Washington,ME,20.8,299,2018
York,ME,31.4,442,2018
Allegany,MD,18.3,228,2018
Anne Arundel,MD,40.9,487,2018
Baltimore,MD,38.6,480,2018
Calvert,MD,31.1,440,2018
Caroline,MD,16.9,186,2018
Carroll,MD,35.6,470,2018
Cecil,MD,22.8,341,2018
Charles,MD,28.9,421,2018
Dorchester,MD,20.8,299,2018
Frederick,MD,40.6,486,2018
Garrett,MD,20.1,279,2018
Harford,MD,35.8,471,2018
Howard,MD,61.4,511,2018
Kent,MD,34.2,461,2018
Montgomery,MD,59.0,510,2018
Prince George's,MD,32.7,453,2018
Queen Anne's,MD,34.9,466,2018
St. Mary's,MD,31.5,443,2018
Somerset,MD,15.7,147,2018
Talbot,MD,38.6,480,2018
Washington,MD,21.4,313,2018
Wicomico,MD,26.8,399,2018
Worcester,MD,30.4,434,2018
Baltimore City,MD,31.2,441,2018
Barnstable,MA,42.8,492,2018
Berkshire,MA,33.4,456,2018
Bristol,MA,28.0,411,2018
Dukes,MA,44.2,495,2018
Essex,MA,39.4,483,2018
Franklin,MA,37.2,475,2018
Hampden,MA,27.2,402,2018
Hampshire,MA,46.5,499,2018
Middlesex,MA,55.2,507,2018
Nantucket,MA,51.7,505,2018
Norfolk,MA,53.0,506,2018
Plymouth,MA,36.7,474,2018
Suffolk,MA,44.8,496,2018
Worcester,MA,35.9,472,2018
Alcona,MI,15.7,147,2018
Alger,MI,17.4,200,2018
Allegan,MI,22.7,339,2018
Alpena,MI,17.5,204,2018
Antrim,MI,28.2,414,2018
Arenac,MI,11.8,42,2018
Baraga,MI,14.5,113,2018
Barry,MI,20.1,279,2018
Bay,MI,18.9,245,2018
Benzie,MI,29.3,425,2018
Berrien,MI,27.7,408,2018
Branch,MI,14.2,103,2018
Calhoun,MI,21.2,308,2018
Cass,MI,19.1,252,2018
Charlevoix,MI,31.0,440,2018
Cheboygan,MI,20.5,291,2018
Chippewa,MI,21.0,305,2018
Clare,MI,12.1,46,2018
Clinton,MI,31.4,442,2018
Crawford,MI,18.8,243,2018
Delta,MI,21.5,315,2018
Dickinson,MI,26.5,396,2018
Eaton,MI,26.8,399,2018
Emmet,MI,33.7,458,2018
Genesee,MI,20.9,302,2018
Gladwin,MI,13.8,91,2018
Gogebic,MI,19.8,270,2018
Grand Traverse,MI,35.1,467,2018
Gratiot,MI,14.0,97,2018
Hillsdale,MI,17.0,187,2018
Houghton,MI,33.2,455,2018
Huron,MI,15.5,143,2018
Ingham,MI,38.5,479,2018
Ionia,MI,16.1,161,2018
Iosco,MI,16.3,166,2018
Iron,MI,18.8,243,2018
Isabella,MI,29.2,424,2018
Jackson,MI,21.4,313,2018
Kalamazoo,MI,38.1,478,2018
Kalkaska,MI,11.9,43,2018
Kent,MI,35.2,468,2018
Keweenaw,MI,30.4,434,2018
Lake,MI,11.3,32,2018
Lapeer,MI,17.8,213,2018
Leelanau,MI,42.8,492,2018
Lenawee,MI,20.9,302,2018
Livingston,MI,34.8,465,2018
Luce,MI,16.3,166,2018
Mackinac,MI,21.8,320,2018
Macomb,MI,24.5,373,2018
Manistee,MI,20.0,275,2018
Marquette,MI,31.5,443,2018
Mason,MI,23.2,350,2018
Mecosta,MI,21.9,322,2018
Menominee,MI,16.7,179,2018
Midland,MI,34.0,460,2018
Missaukee,MI,13.2,75,2018
Monroe,MI,19.1,252,2018
Montcalm,MI,13.0,70,2018
Montmorency,MI,12.8,66,2018
Muskegon,MI,19.1,252,2018
Newaygo,MI,15.9,155,2018
Oakland,MI,46.4,498,2018
Oceana,MI,18.8,243,2018
Ogemaw,MI,12.1,46,2018
Ontonagon,MI,17.5,204,2018
Osceola,MI,13.8,91,2018
Oscoda,MI,10.7,23,2018
Otsego,MI,24.2,368,2018
Ottawa,MI,33.5,457,2018
Presque Isle,MI,17.3,197,2018
Roscommon,MI,14.9,124,2018
Saginaw,MI,21.1,306,2018
St. Clair,MI,18.3,228,2018
St. Joseph,MI,15.7,147,2018
Sanilac,MI,14.2,103,2018
Schoolcraft,MI,15.8,151,2018
Shiawassee,MI,17.2,195,2018
Tuscola,MI,13.6,86,2018
Van Buren,MI,20.9,302,2018
Washtenaw,MI,55.2,507,2018
Wayne,MI,23.3,351,2018
Wexford,MI,17.9,216,2018
Aitkin,MN,17.4,200,2018
Anoka,MN,29.7,428,2018
Becker,MN,24.5,373,2018
Beltrami,MN,28.1,413,2018
Benton,MN,22.6,336,2018
Big Stone,MN,15.0,126,2018
Blue Earth,MN,33.6,457,2018
Brown,MN,20.4,286,2018
Carlton,MN,22.5,334,2018
Carver,MN,48.1,500,2018
Cass,MN,22.4,332,2018
Chippewa,MN,19.1,252,2018
Chisago,MN,20.5,291,2018
Clay,MN,33.5,457,2018
Clearwater,MN,16.1,161,2018
Cook,MN,42.4,491,2018
Cottonwood,MN,21.2,308,2018
Crow Wing,MN,24.3,369,2018
Dakota,MN,41.8,490,2018
Dodge,MN,24.4,371,2018
Douglas,MN,25.4,382,2018
Faribault,MN,17.8,213,2018
Fillmore,MN,21.1,306,2018
Freeborn,MN,16.7,179,2018
Goodhue,MN,25.0,379,2018
Grant,MN,19.4,259,2018
Hennepin,MN,49.2,502,2018
Houston,MN,24.0,365,2018
Hubbard,MN,27.2,402,2018
Isanti,MN,17.7,210,2018
Itasca,MN,22.7,339,2018
Jackson,MN,22.0,323,2018
Kanabec,MN,14.6,115,2018
Kandiyohi,MN,23.4,353,2018
Kittson,MN,23.9,363,2018
Koochiching,MN,17.6,207,2018
Lac qui Parle,MN,19.1,252,2018
Lake,MN,29.8,429,2018
Lake of the Woods,MN,19.3,256,2018
Le Sueur,MN,22.4,332,2018
Lincoln,MN,18.4,232,2018
Lyon,MN,25.4,382,2018
McLeod,MN,17.9,216,2018
Mahnomen,MN,12.2,49,2018
Marshall,MN,19.0,248,2018
Martin,MN,20.1,279,2018
Meeker,MN,18.8,243,2018
Mille Lacs,MN,15.3,136,2018
Morrison,MN,17.1,191,2018
Mower,MN,21.7,318,2018
Murray,MN,18.9,245,2018
Nicollet,MN,32.6,452,2018
Nobles,MN,15.3,136,2018
Norman,MN,18.4,232,2018
Olmsted,MN,44.0,494,2018
Otter Tail,MN,25.1,380,2018
Pennington,MN,20.1,279,2018
Pine,MN,14.5,113,2018
Pipestone,MN,21.4,313,2018
Polk,MN,24.1,366,2018
Pope,MN,21.9,322,2018
Ramsey,MN,41.9,490,2018
Red Lake,MN,16.9,186,2018
Redwood,MN,18.6,238,2018
Renville,MN,14.4,110,2018
Rice,MN,27.5,406,2018
Rock,MN,23.0,345,2018
Roseau,MN,19.3,256,2018
St. Louis,MN,28.7,419,2018
Scott,MN,39.3,482,2018
Sherburne,MN,27.4,405,2018
Sibley,MN,16.7,179,2018
Stearns,MN,27.8,408,2018
Steele,MN,25.0,379,2018
Stevens,MN,29.3,425,2018
Swift,MN,18.0,218,2018
Todd,MN,15.5,143,2018
Traverse,MN,17.0,187,2018
Wabasha,MN,21.9,322,2018
Wadena,MN,13.6,86,2018
Waseca,MN,20.5,291,2018
Washington,MN,43.2,493,2018
Watonwan,MN,15.3,136,2018
Wilkin,MN,23.5,355,2018
Winona,MN,29.8,429,2018
Wright,MN,28.4,416,2018
Yellow Medicine,MN,16.1,161,2018
Adams,MS,17.8,213,2018
Alcorn,MS,16.4,169,2018
Amite,MS,13.1,73,2018
Attala,MS,13.6,86,2018
Benton,MS,10.3,18,2018
Bolivar,MS,23.8,361,2018
Calhoun,MS,11.3,32,2018
Carroll,MS,14.5,113,2018
Chickasaw,MS,12.4,54,2018
Choctaw,MS,17.7,210,2018
Claiborne,MS,19.1,252,2018
Clarke,MS,11.7,40,2018
Clay,MS,20.1,279,2018
Coahoma,MS,17.1,191,2018
Copiah,MS,14.2,103,2018
Covington,MS,17.4,200,2018
DeSoto,MS,24.1,366,2018
Forrest,MS,27.6,407,2018
Franklin,MS,15.3,136,2018
George,MS,12.6,60,2018
Greene,MS,8.6,4,2018
Grenada,MS,19.7,266,2018
Hancock,MS,23.2,350,2018
Harrison,MS,22.3,330,2018
Hinds,MS,29.1,422,2018
Holmes,MS,9.9,14,2018
Humphreys,MS,14.4,110,2018
Issaquena,MS,6.7,0,2018
Itawamba,MS,13.4,80,2018
Jackson,MS,20.8,299,2018
Jasper,MS,14.5,113,2018
Jefferson,MS,15.0,126,2018
Jefferson Davis,MS,13.9,94,2018
Jones,MS,20.5,291,2018
Kemper,MS,11.0,27,2018
Lafayette,MS,43.9,494,2018
Lamar,MS,35.2,468,2018
Lauderdale,MS,20.0,275,2018
Lawrence,MS,15.6,145,2018
Leake,MS,12.8,66,2018
Lee,MS,23.9,363,2018
Leflore,MS,17.5,204,2018
Lincoln,MS,16.0,158,2018
Lowndes,MS,23.7,359,2018
Madison,MS,47.7,500,2018
Marion,MS,12.1,46,2018
Marshall,MS,13.7,89,2018
Monroe,MS,17.2,195,2018
Montgomery,MS,20.4,286,2018
Neshoba,MS,12.2,49,2018
Newton,MS,16.6,176,2018
Noxubee,MS,13.5,83,2018
Oktibbeha,MS,43.5,493,2018
Panola,MS,14.9,124,2018
Pearl River,MS,16.4,169,2018
Perry,MS,11.0,27,2018
Pike,MS,15.5,143,2018
Pontotoc,MS,15.9,155,2018
Prentiss,MS,12.2,49,2018
Quitman,MS,11.4,34,2018
Rankin,MS,29.2,424,2018
Scott,MS,12.7,63,2018
Sharkey,MS,18.7,240,2018
Simpson,MS,12.6,60,2018
Smith,MS,12.5,57,2018
Stone,MS,14.5,113,2018
Sunflower,MS,15.4,138,2018
Tallahatchie,MS,11.4,34,2018
Tate,MS,17.4,200,2018
Tippah,MS,15.5,143,2018
Tishomingo,MS,10.0,15,2018
Tunica,MS,16.8,182,2018
Union,MS,14.8,121,2018
Walthall,MS,13.4,80,2018
Warren,MS,23.3,351,2018
Washington,MS,18.8,243,2018
Wayne,MS,16.0,158,2018
Webster,MS,17.3,197,2018
Wilkinson,MS,13.8,91,2018
Winston,MS,16.6,176,2018
Yalobusha,MS,14.2,103,2018
Yazoo,MS,14.6,115,2018
Adair,MO,30.0,431,2018
Andrew,MO,23.8,361,2018
Atchison,MO,22.5,334,2018
Audrain,MO,14.5,113,2018
Barry,MO,14.5,113,2018
Barton,MO,18.1,221,2018
Bates,MO,14.9,124,2018
Benton,MO,13.4,80,2018
Bollinger,MO,9.4,9,2018
Boone,MO,46.0,498,2018
Buchanan,MO,20.7,297,2018
Butler,MO,13.8,91,2018
Caldwell,MO,18.3,228,2018
Callaway,MO,22.2,327,2018
Camden,MO,21.8,320,2018
Cape Girardeau,MO,30.5,436,2018
Carroll,MO,17.0,187,2018
Carter,MO,16.5,172,2018
Cass,MO,26.1,390,2018
Cedar,MO,15.3,136,2018
Chariton,MO,18.4,232,2018
Christian,MO,28.2,414,2018
Clark,MO,13.5,83,2018
Clay,MO,32.7,453,2018
Clinton,MO,19.4,259,2018
Cole,MO,32.9,454,2018
Cooper,MO,21.4,313,2018
Crawford,MO,11.2,30,2018
Dade,MO,13.6,86,2018
Dallas,MO,12.4,54,2018
Daviess,MO,18.1,221,2018
DeKalb,MO,15.3,136,2018
Dent,MO,14.6,115,2018
Douglas,MO,10.5,21,2018
Dunklin,MO,13.1,73,2018
Franklin,MO,20.1,279,2018
Gasconade,MO,18.9,245,2018
Gentry,MO,18.0,218,2018
Greene,MO,30.2,432,2018
Grundy,MO,18.8,243,2018
Harrison,MO,16.2,163,2018
Henry,MO,15.5,143,2018
Hickory,MO,10.0,15,2018
Holt,MO,19.8,270,2018
Howard,MO,24.4,371,2018
Howell,MO,16.5,172,2018
Iron,MO,10.9,25,2018
Jackson,MO,30.9,439,2018
Jasper,MO,22.9,343,2018
Jefferson,MO,20.2,282,2018
Johnson,MO,28.4,416,2018
Knox,MO,15.8,151,2018
Laclede,MO,14.7,118,2018
Lafayette,MO,20.1,279,2018
Lawrence,MO,15.3,136,2018
Lewis,MO,14.0,97,2018
Lincoln,MO,15.9,155,2018
Linn,MO,15.4,138,2018
Livingston,MO,19.3,256,2018
McDonald,MO,11.8,42,2018
Macon,MO,15.7,147,2018
Madison,MO,15.1,129,2018
Maries,MO,14.1,100,2018
Marion,MO,20.9,302,2018
Mercer,MO,18.0,218,2018
Miller,MO,16.6,176,2018
Mississippi,MO,12.4,54,2018
Moniteau,MO,19.0,248,2018
Monroe,MO,12.8,66,2018
Montgomery,MO,13.7,89,2018
Morgan,MO,12.9,69,2018
New Madrid,MO,12.7,63,2018
Newton,MO,19.7,266,2018
Nodaway,MO,27.8,408,2018
Oregon,MO,12.2,49,2018
Osage,MO,18.9,245,2018
Ozark,MO,12.2,49,2018
Pemiscot,MO,12.1,46,2018
Perry,MO,16.0,158,2018
Pettis,MO,18.4,232,2018
Phelps,MO,29.5,426,2018
Pike,MO,16.1,161,2018
Platte,MO,41.8,490,2018
Polk,MO,20.3,284,2018
Pulaski,MO,25.9,388,2018
Putnam,MO,18.9,245,2018
Ralls,MO,13.6,86,2018
Randolph,MO,15.3,136,2018
Ray,MO,13.9,94,2018
Reynolds,MO,11.1,28,2018
Ripley,MO,10.9,25,2018
St. Charles,MO,37.8,478,2018
St. Clair,MO,13.4,80,2018
Ste. Genevieve,MO,17.7,210,2018
St. Francois,MO,14.0,97,2018
St. Louis,MO,35.0,466,2018
Saline,MO,18.0,218,2018
Schuyler,MO,11.6,38,2018
Scotland,MO,12.0,45,2018
Scott,MO,14.5,113,2018
Shannon,MO,15.8,151,2018
Shelby,MO,17.0,187,2018
Stoddard,MO,13.2,75,2018
Stone,MO,18.4,232,2018
Sullivan,MO,12.2,49,2018
Taney,MO,18.4,232,2018
Texas,MO,14.1,100,2018
Vernon,MO,17.7,210,2018
Warren,MO,18.6,238,2018
Washington,MO,9.4,9,2018
Wayne,MO,10.3,18,2018
Webster,MO,16.9,186,2018
Worth,MO,17.5,204,2018
Wright,MO,11.4,34,2018
Beaverhead,MT,35.5,469,2018
Big Horn,MT,17.4,200,2018
Blaine,MT,21.8,320,2018
Broadwater,MT,27.0,400,2018
Carbon,MT,32.0,448,2018
Carter,MT,17.5,204,2018
Cascade,MT,26.0,389,2018
Chouteau,MT,27.3,403,2018
Custer,MT,22.5,334,2018
Daniels,MT,21.9,322,2018
Dawson,MT,21.0,305,2018
Deer Lodge,MT,17.4,200,2018
Fallon,MT,17.3,197,2018
Fergus,MT,28.9,421,2018
Flathead,MT,29.9,429,2018
Gallatin,MT,49.0,502,2018
Garfield,MT,16.8,182,2018
Glacier,MT,19.0,248,2018
Golden Valley,MT,25.9,388,2018
Granite,MT,26.6,397,2018
Hill,MT,24.5,373,2018
Jefferson,MT,34.0,460,2018
Judith Basin,MT,28.6,418,2018
Lake,MT,28.0,411,2018
Lewis and Clark,MT,38.6,480,2018
Liberty,MT,16.6,176,2018
Lincoln,MT,20.2,282,2018
McCone,MT,16.1,161,2018
Madison,MT,28.9,421,2018
Meagher,MT,26.1,390,2018
