county,state,population,populationBucket,year
Washington,GA,16439,217,2018
Wayne,GA,23173,273,2018
Webster,GA,2043,22,2018
Wheeler,GA,6739,92,2018
White,GA,23985,277,2018
Whitfield,GA,79887,416,2018
Wilcox,GA,7322,103,2018
Wilkes,GA,8063,116,2018
Wilkinson,GA,7196,100,2018
Worth,GA,16426,217,2018
Hawaii,HI,159370,459,2018
Honolulu,HI,798404,504,2018
Kalawao,HI,71,0,2018
Kauai,HI,57366,390,2018
Maui,HI,132234,449,2018
Ada,ID,350351,486,2018
Adams,ID,3387,40,2018
Bannock,ID,64963,400,2018
Bear Lake,ID,4551,57,2018
Benewah,ID,7206,100,2018
Bingham,ID,32779,324,2018
Blaine,ID,17744,229,2018
Boise,ID,6106,83,2018
Bonner,ID,35274,335,2018
Bonneville,ID,81028,417,2018
Boundary,ID,9200,129,2018
Butte,ID,2076,22,2018
Camas,ID,681,4,2018
Canyon,ID,156717,459,2018
Caribou,ID,5094,66,2018
Cassia,ID,16792,220,2018
Clark,ID,790,5,2018
Clearwater,ID,7419,104,2018
Custer,ID,3575,43,2018
Elmore,ID,20375,251,2018
Franklin,ID,9424,133,2018
Fremont,ID,9917,139,2018
Gem,ID,13580,185,2018
Gooding,ID,11463,159,2018
Idaho,ID,13491,183,2018
Jefferson,ID,19525,244,2018
Jerome,ID,16823,221,2018
Kootenai,ID,121743,443,2018
Latah,ID,32698,324,2018
Lemhi,ID,6530,88,2018
Lewis,ID,3057,36,2018
Lincoln,ID,3890,48,2018
Madison,ID,29165,306,2018
Minidoka,ID,15331,205,2018
Nez Perce,ID,32420,323,2018
Oneida,ID,3219,38,2018
Owyhee,ID,8753,125,2018
Payette,ID,17452,226,2018
Power,ID,5670,75,2018
Shoshone,ID,10352,146,2018
Teton,ID,8382,119,2018
Twin Falls,ID,62934,397,2018
Valley,ID,8695,125,2018
Washington,ID,7915,113,2018
Adams,IL,53065,383,2018
Alexander,IL,5077,66,2018
Bond,IL,13997,191,2018
Boone,IL,41526,356,2018
Brown,IL,5736,76,2018
Bureau,IL,26980,294,2018
Calhoun,IL,3970,49,2018
Carroll,IL,12057,167,2018
Cass,IL,10007,141,2018
Champaign,IL,174427,464,2018
Christian,IL,27144,295,2018
Clark,IL,12575,172,2018
Clay,IL,10640,147,2018
Clinton,IL,30668,314,2018
Coles,IL,43535,362,2018
Cook,IL,4192372,511,2018
Crawford,IL,15653,208,2018
Cumberland,IL,8665,124,2018
DeKalb,IL,84076,420,2018
De Witt,IL,13024,178,2018
Douglas,IL,15303,205,2018
DuPage,IL,742562,503,2018
Edgar,IL,14381,195,2018
Edwards,IL,5228,68,2018
Effingham,IL,26964,294,2018
Fayette,IL,17712,229,2018
Ford,IL,10736,148,2018
Franklin,IL,31363,317,2018
Fulton,IL,29199,306,2018
Gallatin,IL,4209,53,2018
Greene,IL,10840,150,2018
Grundy,IL,39016,349,2018
Hamilton,IL,6595,89,2018
Hancock,IL,14781,199,2018
Hardin,IL,3399,41,2018
Henderson,IL,5780,77,2018
Henry,IL,39649,351,2018
Iroquois,IL,22790,271,2018
Jackson,IL,49055,374,2018
Jasper,IL,7648,108,2018
Jefferson,IL,30543,313,2018
Jersey,IL,18079,231,2018
Jo Daviess,IL,18178,233,2018
Johnson,IL,10603,147,2018
Kane,IL,408624,490,2018
Kankakee,IL,88188,423,2018
Kendall,IL,92166,426,2018
Knox,IL,42036,357,2018
Lake,IL,551056,497,2018
LaSalle,IL,89496,425,2018
Lawrence,IL,13388,182,2018
Lee,IL,28503,302,2018
Livingston,IL,29585,308,2018
Logan,IL,24259,279,2018
McDonough,IL,26296,290,2018
McHenry,IL,243163,476,2018
McLean,IL,139889,453,2018
Macon,IL,85368,421,2018
Macoupin,IL,37154,344,2018
Madison,IL,213951,471,2018
Marion,IL,30162,311,2018
Marshall,IL,9733,137,2018
Mason,IL,11283,156,2018
Massac,IL,11555,160,2018
Menard,IL,9948,140,2018
Mercer,IL,12685,174,2018
Monroe,IL,27189,295,2018
Montgomery,IL,23989,277,2018
Morgan,IL,28668,303,2018
Moultrie,IL,11385,158,2018
Ogle,IL,41113,355,2018
Peoria,IL,145286,454,2018
Perry,IL,17790,230,2018
Piatt,IL,13213,180,2018
Pike,IL,12592,172,2018
Pope,IL,3669,44,2018
Pulaski,IL,4545,57,2018
Putnam,IL,4777,61,2018
Randolph,IL,26834,293,2018
Richland,IL,12683,174,2018
Rock Island,IL,116359,440,2018
St. Clair,IL,208285,470,2018
Saline,IL,19586,245,2018
Sangamon,IL,158347,459,2018
Schuyler,IL,5893,79,2018
Scott,IL,4067,50,2018
Shelby,IL,17765,230,2018
Stark,IL,4453,56,2018
Stephenson,IL,36751,341,2018
Tazewell,IL,106491,435,2018
Union,IL,13956,190,2018
Vermilion,IL,61864,396,2018
Wabash,IL,9292,131,2018
Warren,IL,13924,190,2018
Washington,IL,11410,159,2018
Wayne,IL,13140,180,2018
White,IL,11254,156,2018
Whiteside,IL,45354,366,2018
Will,IL,533442,496,2018
Williamson,IL,54017,384,2018
Winnebago,IL,226507,473,2018
Woodford,IL,30489,312,2018
Adams,IN,25271,283,2018
Allen,IN,284667,481,2018
Bartholomew,IN,64387,400,2018
Benton,IN,6789,93,2018
Blackford,IN,9878,139,2018
Boone,IN,48990,374,2018
Brown,IN,12713,174,2018
Carroll,IN,15989,212,2018
Cass,IN,30358,312,2018
Clark,IN,92307,427,2018
Clay,IN,20823,254,2018
Clinton,IN,24742,281,2018
Crawford,IN,8543,122,2018
Daviess,IN,24279,279,2018
Dearborn,IN,39589,351,2018
Decatur,IN,20928,255,2018
DeKalb,IN,33598,329,2018
Delaware,IN,96784,429,2018
Dubois,IN,33040,326,2018
Elkhart,IN,153098,457,2018
Fayette,IN,18729,237,2018
Floyd,IN,61143,394,2018
Fountain,IN,13266,180,2018
Franklin,IN,18118,232,2018
Fulton,IN,15981,211,2018
Gibson,IN,26741,293,2018
Grant,IN,54539,386,2018
Greene,IN,26158,288,2018
Hamilton,IN,237540,475,2018
Hancock,IN,58689,391,2018
Harrison,IN,31793,320,2018
Hendricks,IN,124765,445,2018
Henry,IN,39753,352,2018
Howard,IN,66064,402,2018
Huntington,IN,29367,306,2018
Jackson,IN,34317,331,2018
Jasper,IN,26504,291,2018
Jay,IN,16188,214,2018
Jefferson,IN,26640,292,2018
Jennings,IN,21970,264,2018
Johnson,IN,117868,441,2018
Knox,IN,30348,311,2018
Kosciusko,IN,61734,395,2018
LaGrange,IN,27517,297,2018
Lake,IN,385159,489,2018
LaPorte,IN,89337,424,2018
Lawrence,IN,36711,341,2018
Madison,IN,104561,433,2018
Marion,IN,733798,503,2018
Marshall,IN,36171,338,2018
Martin,IN,8254,118,2018
Miami,IN,29163,306,2018
Monroe,IN,124908,446,2018
Montgomery,IN,30466,312,2018
Morgan,IN,55617,387,2018
Newton,IN,11388,158,2018
Noble,IN,36961,343,2018
Ohio,IN,4848,62,2018
Orange,IN,15570,207,2018
Owen,IN,16946,222,2018
Parke,IN,13625,186,2018
Perry,IN,15452,206,2018
Pike,IN,9928,140,2018
Porter,IN,134986,450,2018
Posey,IN,20689,253,2018
Pulaski,IN,10112,143,2018
Putnam,IN,31227,317,2018
Randolph,IN,20007,247,2018
Ripley,IN,22634,270,2018
Rush,IN,13372,182,2018
St. Joseph,IN,212043,471,2018
Scott,IN,18974,239,2018
Shelby,IN,35369,335,2018
Spencer,IN,16466,217,2018
Starke,IN,18282,233,2018
Steuben,IN,28127,300,2018
Sullivan,IN,17119,223,2018
Switzerland,IN,8280,119,2018
Tippecanoe,IN,154524,458,2018
Tipton,IN,12584,172,2018
Union,IN,5825,78,2018
Vanderburgh,IN,146139,455,2018
Vermillion,IN,12541,171,2018
Vigo,IN,88237,423,2018
Wabash,IN,25812,286,2018
Warren,IN,6594,89,2018
Warrick,IN,48769,373,2018
Washington,IN,22116,265,2018
Wayne,IN,53623,383,2018
Wells,IN,21765,263,2018
White,IN,19198,241,2018
Whitley,IN,26736,292,2018
Adair,IA,5725,76,2018
Adams,IA,3020,36,2018
Allamakee,IA,11091,154,2018
Appanoose,IA,10059,142,2018
Audubon,IA,4699,60,2018
Benton,IA,20326,250,2018
Black Hawk,IA,107262,436,2018
Boone,IA,21482,260,2018
Bremer,IA,20007,247,2018
Buchanan,IA,15984,211,2018
Buena Vista,IA,15640,208,2018
Butler,IA,11688,162,2018
Calhoun,IA,7939,113,2018
Carroll,IA,15870,210,2018
Cass,IA,10670,148,2018
Cedar,IA,14731,199,2018
Cerro Gordo,IA,35271,335,2018
Cherokee,IA,9298,131,2018
Chickasaw,IA,9639,135,2018
Clarke,IA,7216,101,2018
Clay,IA,13003,178,2018
Clayton,IA,14243,194,2018
Clinton,IA,37636,345,2018
Crawford,IA,13354,181,2018
Dallas,IA,62881,397,2018
Davis,IA,6553,89,2018
Decatur,IA,6480,87,2018
Delaware,IA,13640,186,2018
Des Moines,IA,31589,319,2018
Dickinson,IA,14263,194,2018
Dubuque,IA,77130,413,2018
Emmet,IA,7810,111,2018
Fayette,IA,16235,215,2018
Floyd,IA,12658,173,2018
Franklin,IA,8059,115,2018
Fremont,IA,5623,74,2018
Greene,IA,7198,100,2018
Grundy,IA,9809,138,2018
Guthrie,IA,8530,122,2018
Hamilton,IA,11965,166,2018
Hancock,IA,8790,126,2018
Hardin,IA,14027,191,2018
Harrison,IA,11315,157,2018
Henry,IA,15997,212,2018
Howard,IA,7189,100,2018
Humboldt,IA,7572,107,2018
Ida,IA,5497,72,2018
Iowa,IA,12897,177,2018
Jackson,IA,15697,208,2018
Jasper,IA,29537,308,2018
Jefferson,IA,15045,203,2018
Johnson,IA,120265,442,2018
Jones,IA,16646,219,2018
Keokuk,IA,8158,117,2018
Kossuth,IA,12140,168,2018
Lee,IA,27909,298,2018
Linn,IA,175742,464,2018
Louisa,IA,8959,127,2018
Lucas,IA,6861,94,2018
Lyon,IA,8786,125,2018
Madison,IA,12347,169,2018
Mahaska,IA,17498,227,2018
Marion,IA,26171,289,2018
Marshall,IA,31188,317,2018
Mills,IA,11826,163,2018
Mitchell,IA,8431,120,2018
Monona,IA,7188,100,2018
Monroe,IA,6040,82,2018
Montgomery,IA,8126,116,2018
Muscatine,IA,33407,328,2018
O'Brien,IA,11027,153,2018
Osceola,IA,4815,61,2018
Page,IA,12729,175,2018
Palo Alto,IA,7242,101,2018
Plymouth,IA,19540,244,2018
Pocahontas,IA,5584,73,2018
