county,state,percentHighSchool,percentHighSchoolBucket,year
Juneau City,AK,96.1,506,2018
Kenai Peninsula,AK,92.8,444,2018
Ketchikan Gateway,AK,92.7,439,2018
Kodiak,AK,89.9,334,2018
Kusilvak,AK,77.7,55,2018
Lake and Peninsula,AK,85.5,196,2018
Matanuska-Susitna,AK,92.4,427,2018
Nome,AK,84.1,162,2018
North Slope,AK,89.8,330,2018
Northwest Arctic,AK,81.9,122,2018
Petersburg,AK,89.7,326,2018
Prince of Wales-Hyder,AK,90.2,346,2018
Sitka City,AK,94.0,476,2018
Skagway,AK,93.7,470,2018
Southeast Fairbanks,AK,90.2,346,2018
Valdez-Cordova,AK,96.0,505,2018
Wrangell City,AK,88.3,276,2018
Yakutat City,AK,91.8,407,2018
Yukon-Koyukuk,AK,85.7,202,2018
Apache,AZ,79.6,80,2018
Cochise,AZ,87.2,242,2018
Coconino,AZ,89.6,322,2018
Gila,AZ,85.3,191,2018
Graham,AZ,85.6,200,2018
Greenlee,AZ,89.0,300,2018
La Paz,AZ,77.3,51,2018
Maricopa,AZ,87.4,248,2018
Mohave,AZ,85.3,191,2018
Navajo,AZ,82.8,137,2018
Pima,AZ,88.3,276,2018
Pinal,AZ,85.4,193,2018
Santa Cruz,AZ,75.6,36,2018
Yavapai,AZ,90.3,351,2018
Yuma,AZ,72.1,18,2018
Arkansas,AR,83.0,140,2018
Ashley,AR,82.3,128,2018
Baxter,AR,88.2,274,2018
Benton,AR,88.1,269,2018
Boone,AR,87.0,237,2018
Bradley,AR,82.0,123,2018
Calhoun,AR,82.7,135,2018
Carroll,AR,85.8,205,2018
Chicot,AR,80.7,98,2018
Clark,AR,89.2,307,2018
Clay,AR,80.7,98,2018
Cleburne,AR,84.7,176,2018
Cleveland,AR,88.6,288,2018
Columbia,AR,85.0,183,2018
Conway,AR,85.9,208,2018
Craighead,AR,89.1,304,2018
Crawford,AR,85.2,188,2018
Crittenden,AR,82.4,130,2018
Cross,AR,82.8,137,2018
Dallas,AR,83.6,152,2018
Desha,AR,78.8,70,2018
Drew,AR,85.1,186,2018
Faulkner,AR,91.3,391,2018
Franklin,AR,82.6,134,2018
Fulton,AR,84.6,174,2018
Garland,AR,88.4,280,2018
Grant,AR,91.5,397,2018
Greene,AR,87.3,245,2018
Hempstead,AR,81.0,106,2018
Hot Spring,AR,85.4,193,2018
Howard,AR,82.9,138,2018
Independence,AR,85.8,205,2018
Izard,AR,85.1,186,2018
Jackson,AR,78.9,70,2018
Jefferson,AR,86.0,212,2018
Johnson,AR,79.4,78,2018
Lafayette,AR,81.7,119,2018
Lawrence,AR,85.5,196,2018
Lee,AR,73.0,21,2018
Lincoln,AR,81.3,111,2018
Little River,AR,88.2,274,2018
Logan,AR,85.1,186,2018
Lonoke,AR,88.7,292,2018
Madison,AR,79.7,82,2018
Marion,AR,86.9,234,2018
Miller,AR,86.0,212,2018
Mississippi,AR,80.7,98,2018
Monroe,AR,77.1,49,2018
Montgomery,AR,78.2,61,2018
Nevada,AR,86.8,231,2018
Newton,AR,82.6,134,2018
Ouachita,AR,85.6,200,2018
Perry,AR,83.4,148,2018
Phillips,AR,78.4,64,2018
Pike,AR,84.8,179,2018
Poinsett,AR,80.6,96,2018
Polk,AR,84.6,174,2018
Pope,AR,84.8,179,2018
Prairie,AR,82.2,127,2018
Pulaski,AR,90.4,356,2018
Randolph,AR,82.7,135,2018
St. Francis,AR,80.6,96,2018
Saline,AR,90.4,356,2018
Scott,AR,78.9,70,2018
Searcy,AR,84.5,172,2018
Sebastian,AR,83.2,144,2018
Sevier,AR,74.3,28,2018
Sharp,AR,83.6,152,2018
Stone,AR,79.6,80,2018
Union,AR,84.8,179,2018
Van Buren,AR,85.8,205,2018
Washington,AR,85.0,183,2018
White,AR,85.4,193,2018
Woodruff,AR,80.0,87,2018
Yell,AR,80.1,89,2018
Alameda,CA,88.0,265,2018
Alpine,CA,88.9,298,2018
Amador,CA,90.3,351,2018
Butte,CA,89.3,312,2018
Calaveras,CA,90.4,356,2018
Colusa,CA,69.4,10,2018
Contra Costa,CA,89.4,315,2018
Del Norte,CA,81.0,106,2018
El Dorado,CA,93.1,453,2018
Fresno,CA,75.3,34,2018
Glenn,CA,75.3,34,2018
Humboldt,CA,90.3,351,2018
Imperial,CA,69.0,9,2018
Inyo,CA,88.8,295,2018
Kern,CA,73.8,25,2018
Kings,CA,73.7,25,2018
Lake,CA,85.2,188,2018
Lassen,CA,82.8,137,2018
Los Angeles,CA,78.7,68,2018
Madera,CA,71.9,17,2018
Marin,CA,93.2,457,2018
Mariposa,CA,90.4,356,2018
Mendocino,CA,86.9,234,2018
Merced,CA,69.4,10,2018
Modoc,CA,85.6,200,2018
Mono,CA,88.7,292,2018
Monterey,CA,71.3,15,2018
Napa,CA,85.1,186,2018
Nevada,CA,94.2,481,2018
Orange,CA,85.1,186,2018
Placer,CA,94.6,487,2018
Plumas,CA,93.9,474,2018
Riverside,CA,81.7,119,2018
Sacramento,CA,87.4,248,2018
San Benito,CA,79.9,85,2018
San Bernardino,CA,79.5,79,2018
San Diego,CA,87.1,240,2018
San Francisco,CA,88.5,284,2018
San Joaquin,CA,78.9,70,2018
San Luis Obispo,CA,90.9,375,2018
San Mateo,CA,89.2,307,2018
Santa Barbara,CA,81.0,106,2018
Santa Clara,CA,88.1,269,2018
Santa Cruz,CA,86.4,220,2018
Shasta,CA,90.8,369,2018
Sierra,CA,93.3,459,2018
Siskiyou,CA,90.0,338,2018
Solano,CA,88.0,265,2018
Sonoma,CA,88.0,265,2018
Stanislaus,CA,78.3,63,2018
Sutter,CA,78.0,58,2018
Tehama,CA,84.4,169,2018
Trinity,CA,90.6,364,2018
Tulare,CA,69.8,11,2018
Tuolumne,CA,90.4,356,2018
Ventura,CA,84.4,169,2018
Yolo,CA,86.4,220,2018
Yuba,CA,82.0,123,2018
Adams,CO,83.0,140,2018
Alamosa,CO,86.5,223,2018
Arapahoe,CO,92.4,427,2018
Archuleta,CO,92.0,413,2018
Baca,CO,84.8,179,2018
Bent,CO,85.8,205,2018
Boulder,CO,95.1,495,2018
Broomfield,CO,96.8,509,2018
Chaffee,CO,92.9,447,2018
Cheyenne,CO,90.1,343,2018
Clear Creek,CO,98.3,511,2018
Conejos,CO,86.6,226,2018
Costilla,CO,78.5,66,2018
Crowley,CO,84.8,179,2018
Custer,CO,93.0,450,2018
Delta,CO,90.4,356,2018
Denver,CO,87.1,240,2018
Dolores,CO,91.8,407,2018
Douglas,CO,98.0,510,2018
Eagle,CO,89.3,312,2018
Elbert,CO,96.7,508,2018
El Paso,CO,93.7,470,2018
Fremont,CO,90.3,351,2018
Garfield,CO,87.8,259,2018
Gilpin,CO,97.6,510,2018
Grand,CO,95.5,501,2018
Gunnison,CO,97.2,510,2018
Hinsdale,CO,93.8,471,2018
Huerfano,CO,91.5,397,2018
Jackson,CO,87.6,253,2018
Jefferson,CO,94.4,484,2018
Kiowa,CO,95.9,504,2018
Kit Carson,CO,88.5,284,2018
Lake,CO,85.5,196,2018
La Plata,CO,95.0,494,2018
Larimer,CO,95.8,503,2018
Las Animas,CO,87.8,259,2018
Lincoln,CO,90.3,351,2018
Logan,CO,89.5,318,2018
Mesa,CO,90.1,343,2018
Mineral,CO,96.8,509,2018
Moffat,CO,90.9,375,2018
Montezuma,CO,89.5,318,2018
Montrose,CO,88.8,295,2018
Morgan,CO,80.1,89,2018
Otero,CO,85.4,193,2018
Ouray,CO,98.4,511,2018
Park,CO,97.0,509,2018
Phillips,CO,88.2,274,2018
Pitkin,CO,96.3,507,2018
Prowers,CO,82.1,124,2018
Pueblo,CO,89.4,315,2018
Rio Blanco,CO,92.8,444,2018
Rio Grande,CO,84.3,168,2018
Routt,CO,96.8,509,2018
Saguache,CO,80.4,93,2018
San Juan,CO,92.9,447,2018
San Miguel,CO,95.0,494,2018
Sedgwick,CO,90.1,343,2018
Summit,CO,93.3,459,2018
Teller,CO,95.8,503,2018
Washington,CO,92.5,431,2018
Weld,CO,88.1,269,2018
Yuma,CO,88.1,269,2018
Fairfield,CT,89.9,334,2018
Hartford,CT,89.5,318,2018
Litchfield,CT,92.6,435,2018
Middlesex,CT,94.2,481,2018
New Haven,CT,90.1,343,2018
New London,CT,91.9,410,2018
Tolland,CT,94.6,487,2018
Windham,CT,88.6,288,2018
Kent,DE,87.1,240,2018
New Castle,DE,91.5,397,2018
Sussex,DE,87.7,256,2018
District of,,90.6,364,2018
Alachua,FL,92.4,427,2018
Baker,FL,84.5,172,2018
Bay,FL,90.3,351,2018
Bradford,FL,78.3,63,2018
Brevard,FL,92.0,413,2018
Broward,FL,88.8,295,2018
Calhoun,FL,78.1,59,2018
Charlotte,FL,90.3,351,2018
Citrus,FL,88.1,269,2018
Clay,FL,91.1,381,2018
Collier,FL,86.4,220,2018
Columbia,FL,86.7,229,2018
DeSoto,FL,72.7,19,2018
Dixie,FL,79.3,76,2018
Duval,FL,89.5,318,2018
Escambia,FL,90.8,369,2018
Flagler,FL,92.0,413,2018
Franklin,FL,80.3,92,2018
Gadsden,FL,79.3,76,2018
Gilchrist,FL,85.9,208,2018
Glades,FL,75.6,36,2018
Gulf,FL,84.9,181,2018
Hamilton,FL,76.1,42,2018
Hardee,FL,75.8,38,2018
Hendry,FL,65.7,3,2018
Hernando,FL,87.4,248,2018
Highlands,FL,84.7,176,2018
Hillsborough,FL,88.4,280,2018
Holmes,FL,77.4,52,2018
Indian River,FL,88.7,292,2018
Jackson,FL,80.7,98,2018
Jefferson,FL,82.1,124,2018
Lafayette,FL,76.1,42,2018
Lake,FL,89.3,312,2018
Lee,FL,88.0,265,2018
Leon,FL,93.6,466,2018
Levy,FL,84.3,168,2018
Liberty,FL,81.4,113,2018
Madison,FL,80.7,98,2018
Manatee,FL,89.2,307,2018
Marion,FL,87.3,245,2018
Martin,FL,90.5,358,2018
Miami-Dade,FL,81.5,115,2018
Monroe,FL,91.3,391,2018
Nassau,FL,91.4,394,2018
Okaloosa,FL,91.8,407,2018
Okeechobee,FL,75.0,32,2018
Orange,FL,88.5,284,2018
Osceola,FL,86.8,231,2018
Palm Beach,FL,88.2,274,2018
Pasco,FL,89.0,300,2018
Pinellas,FL,91.1,381,2018
Polk,FL,84.8,179,2018
Putnam,FL,80.9,103,2018
St. Johns,FL,94.6,487,2018
St. Lucie,FL,86.1,213,2018
Santa Rosa,FL,91.6,400,2018
Sarasota,FL,92.8,444,2018
Seminole,FL,94.3,482,2018
Sumter,FL,91.6,400,2018
Suwannee,FL,81.5,115,2018
Taylor,FL,77.4,52,2018
Union,FL,76.9,47,2018
Volusia,FL,90.0,338,2018
Wakulla,FL,87.9,262,2018
Walton,FL,88.5,284,2018
Washington,FL,81.2,109,2018
Appling,GA,74.5,29,2018
Atkinson,GA,69.1,9,2018
Bacon,GA,81.5,115,2018
Baker,GA,78.3,63,2018
Baldwin,GA,84.4,169,2018
Banks,GA,77.1,49,2018
Barrow,GA,83.0,140,2018
Bartow,GA,83.0,140,2018
Ben Hill,GA,82.7,135,2018
Berrien,GA,78.1,59,2018
Bibb,GA,85.7,202,2018
Bleckley,GA,87.6,253,2018
Brantley,GA,80.0,87,2018
Brooks,GA,82.8,137,2018
Bryan,GA,91.9,410,2018
Bulloch,GA,86.9,234,2018
Burke,GA,79.2,75,2018
Butts,GA,79.2,75,2018
Calhoun,GA,74.3,28,2018
Camden,GA,91.8,407,2018
Candler,GA,76.6,45,2018
Carroll,GA,83.7,154,2018
Catoosa,GA,87.4,248,2018
Charlton,GA,73.3,23,2018
Chatham,GA,89.6,322,2018
Chattahoochee,GA,92.8,444,2018
Chattooga,GA,73.1,22,2018
Cherokee,GA,91.4,394,2018
Clarke,GA,87.1,240,2018
Clay,GA,79.8,83,2018
Clayton,GA,84.7,176,2018
Clinch,GA,70.8,14,2018
Cobb,GA,91.8,407,2018
Coffee,GA,77.4,52,2018
Colquitt,GA,73.8,25,2018
Columbia,GA,92.6,435,2018
Cook,GA,79.9,85,2018
Coweta,GA,88.8,295,2018
Crawford,GA,83.5,150,2018
Crisp,GA,80.1,89,2018
Dade,GA,79.1,73,2018
Dawson,GA,86.0,212,2018
Decatur,GA,81.6,117,2018
DeKalb,GA,89.0,300,2018
Dodge,GA,83.2,144,2018
Dooly,GA,75.2,33,2018
Dougherty,GA,82.5,132,2018
Douglas,GA,88.0,265,2018
Early,GA,80.1,89,2018
Echols,GA,71.5,16,2018
Effingham,GA,88.0,265,2018
Elbert,GA,77.4,52,2018
Emanuel,GA,79.2,75,2018
Evans,GA,74.3,28,2018
Fannin,GA,86.7,229,2018
Fayette,GA,94.8,490,2018
Floyd,GA,81.0,106,2018
Forsyth,GA,92.8,444,2018
Franklin,GA,80.0,87,2018
Fulton,GA,92.1,416,2018
Gilmer,GA,81.9,122,2018
Glascock,GA,77.4,52,2018
Glynn,GA,87.9,262,2018
Gordon,GA,77.7,55,2018
Grady,GA,80.3,92,2018
Greene,GA,83.2,144,2018
Gwinnett,GA,87.7,256,2018
Habersham,GA,78.2,61,2018
Hall,GA,78.4,64,2018
Hancock,GA,71.5,16,2018
Haralson,GA,80.7,98,2018
Harris,GA,90.8,369,2018
Hart,GA,80.4,93,2018
Heard,GA,79.3,76,2018
Henry,GA,90.4,356,2018
Houston,GA,90.9,375,2018
Irwin,GA,81.6,117,2018
Jackson,GA,83.7,154,2018
Jasper,GA,78.6,67,2018
Jeff Davis,GA,77.7,55,2018
Jefferson,GA,75.1,32,2018
Jenkins,GA,79.3,76,2018
Johnson,GA,77.2,49,2018
Jones,GA,87.4,248,2018
Lamar,GA,86.7,229,2018
Lanier,GA,79.4,78,2018
Laurens,GA,85.1,186,2018
Lee,GA,90.6,364,2018
Liberty,GA,90.9,375,2018
Lincoln,GA,82.4,130,2018
Long,GA,85.2,188,2018
Lowndes,GA,85.1,186,2018
Lumpkin,GA,83.7,154,2018
McDuffie,GA,82.2,127,2018
McIntosh,GA,86.3,218,2018
Macon,GA,72.8,20,2018
Madison,GA,83.3,146,2018
Marion,GA,76.9,47,2018
Meriwether,GA,79.1,73,2018
Miller,GA,82.3,128,2018
Mitchell,GA,74.7,30,2018
Monroe,GA,85.0,183,2018
Montgomery,GA,81.7,119,2018
Morgan,GA,86.5,223,2018
Murray,GA,69.3,10,2018
Muscogee,GA,87.3,245,2018
Newton,GA,85.8,205,2018
Oconee,GA,94.5,485,2018
Oglethorpe,GA,79.4,78,2018
Paulding,GA,90.1,343,2018
Peach,GA,84.0,160,2018
Pickens,GA,84.9,181,2018
Pierce,GA,83.7,154,2018
Pike,GA,87.0,237,2018
Polk,GA,79.1,73,2018
Pulaski,GA,80.4,93,2018
Putnam,GA,85.4,193,2018
Quitman,GA,67.6,6,2018
Rabun,GA,84.2,165,2018
Randolph,GA,75.8,38,2018
Richmond,GA,83.4,148,2018
Rockdale,GA,88.2,274,2018
Schley,GA,84.3,168,2018
Screven,GA,83.1,142,2018
Seminole,GA,85.5,196,2018
Spalding,GA,81.9,122,2018
Stephens,GA,83.5,150,2018
Stewart,GA,71.6,16,2018
Sumter,GA,80.7,98,2018
Talbot,GA,80.5,95,2018
Taliaferro,GA,71.2,14,2018
Tattnall,GA,75.4,34,2018
Taylor,GA,78.2,61,2018
Telfair,GA,70.3,13,2018
Terrell,GA,76.6,45,2018
Thomas,GA,82.6,134,2018
Tift,GA,81.8,120,2018
Toombs,GA,80.9,103,2018
Towns,GA,89.2,307,2018
Treutlen,GA,74.5,29,2018
Troup,GA,82.9,138,2018
Turner,GA,82.4,130,2018
Twiggs,GA,70.8,14,2018
Union,GA,88.9,298,2018
Upson,GA,79.9,85,2018
Walker,GA,81.9,122,2018
Walton,GA,87.3,245,2018
Ware,GA,82.9,138,2018
Warren,GA,73.5,24,2018
Washington,GA,80.2,91,2018
Wayne,GA,81.9,122,2018
Webster,GA,77.5,53,2018
Wheeler,GA,78.0,58,2018
White,GA,85.1,186,2018
Whitfield,GA,69.4,10,2018
Wilcox,GA,82.3,128,2018
Wilkes,GA,80.5,95,2018
Wilkinson,GA,84.5,172,2018
Worth,GA,81.3,111,2018
Hawaii,HI,92.4,427,2018
Honolulu,HI,91.7,404,2018
Kalawao,HI,87.0,237,2018
Kauai,HI,91.8,407,2018
Maui,HI,92.0,413,2018
Ada,ID,95.1,495,2018
Adams,ID,89.6,322,2018
Bannock,ID,91.9,410,2018
Bear Lake,ID,93.8,471,2018
Benewah,ID,88.3,276,2018
Bingham,ID,87.5,250,2018
Blaine,ID,88.4,280,2018
Boise,ID,93.7,470,2018
Bonner,ID,90.8,369,2018
Bonneville,ID,91.7,404,2018
Boundary,ID,92.0,413,2018
Butte,ID,95.0,494,2018
Camas,ID,93.6,466,2018
Canyon,ID,84.6,174,2018
Caribou,ID,92.2,420,2018
Cassia,ID,82.5,132,2018
Clark,ID,60.8,1,2018
Clearwater,ID,89.5,318,2018
Custer,ID,89.4,315,2018
Elmore,ID,89.4,315,2018
Franklin,ID,91.2,387,2018
Fremont,ID,87.7,256,2018
Gem,ID,87.9,262,2018
Gooding,ID,79.8,83,2018
Idaho,ID,90.6,364,2018
Jefferson,ID,89.1,304,2018
Jerome,ID,77.7,55,2018
Kootenai,ID,92.5,431,2018
Latah,ID,96.3,507,2018
Lemhi,ID,92.2,420,2018
Lewis,ID,88.5,284,2018
Lincoln,ID,79.4,78,2018
Madison,ID,95.9,504,2018
Minidoka,ID,78.4,64,2018
Nez Perce,ID,92.3,424,2018
Oneida,ID,91.0,378,2018
Owyhee,ID,75.0,32,2018
Payette,ID,85.0,183,2018
Power,ID,80.9,103,2018
Shoshone,ID,85.6,200,2018
Teton,ID,92.9,447,2018
Twin Falls,ID,87.8,259,2018
Valley,ID,94.6,487,2018
Washington,ID,85.9,208,2018
Adams,IL,92.6,435,2018
Alexander,IL,80.9,103,2018
Bond,IL,89.7,326,2018
Boone,IL,86.2,216,2018
Brown,IL,84.3,168,2018
Bureau,IL,91.6,400,2018
Calhoun,IL,90.6,364,2018
Carroll,IL,91.4,394,2018
Cass,IL,84.0,160,2018
Champaign,IL,95.1,495,2018
Christian,IL,88.8,295,2018
Clark,IL,90.9,375,2018
Clay,IL,89.9,334,2018
Clinton,IL,89.9,334,2018
Coles,IL,90.5,358,2018
Cook,IL,86.7,229,2018
Crawford,IL,86.9,234,2018
Cumberland,IL,89.6,322,2018
DeKalb,IL,92.4,427,2018
De Witt,IL,91.1,381,2018
Douglas,IL,82.3,128,2018
DuPage,IL,92.6,435,2018
Edgar,IL,89.2,307,2018
Edwards,IL,91.5,397,2018
Effingham,IL,92.6,435,2018
Fayette,IL,83.0,140,2018
Ford,IL,90.0,338,2018
Franklin,IL,87.7,256,2018
Fulton,IL,88.1,269,2018
Gallatin,IL,88.0,265,2018
Greene,IL,87.9,262,2018
Grundy,IL,93.1,453,2018
Hamilton,IL,88.5,284,2018
Hancock,IL,93.2,457,2018
Hardin,IL,81.1,108,2018
Henderson,IL,90.1,343,2018
Henry,IL,90.2,346,2018
Iroquois,IL,89.2,307,2018
Jackson,IL,92.2,420,2018
Jasper,IL,89.3,312,2018
Jefferson,IL,86.0,212,2018
Jersey,IL,91.7,404,2018
Jo Daviess,IL,91.8,407,2018
Johnson,IL,82.2,127,2018
Kane,IL,84.1,162,2018
Kankakee,IL,87.9,262,2018
Kendall,IL,92.1,416,2018
Knox,IL,88.8,295,2018
Lake,IL,90.6,364,2018
LaSalle,IL,88.7,292,2018
Lawrence,IL,84.7,176,2018
Lee,IL,88.8,295,2018
Livingston,IL,89.3,312,2018
Logan,IL,88.9,298,2018
McDonough,IL,93.5,464,2018
McHenry,IL,92.8,444,2018
McLean,IL,95.9,504,2018
Macon,IL,90.3,351,2018
Macoupin,IL,91.0,378,2018
Madison,IL,92.1,416,2018
Marion,IL,88.8,295,2018
Marshall,IL,92.8,444,2018
Mason,IL,88.8,295,2018
Massac,IL,86.2,216,2018
Menard,IL,93.4,461,2018
Mercer,IL,91.4,394,2018
Monroe,IL,96.0,505,2018
Montgomery,IL,86.6,226,2018
Morgan,IL,91.7,404,2018
Moultrie,IL,85.3,191,2018
Ogle,IL,89.9,334,2018
Peoria,IL,90.4,356,2018
Perry,IL,84.4,169,2018
Piatt,IL,93.6,466,2018
Pike,IL,88.7,292,2018
Pope,IL,86.0,212,2018
Pulaski,IL,85.7,202,2018
Putnam,IL,92.3,424,2018
Randolph,IL,83.4,148,2018
Richland,IL,87.8,259,2018
Rock Island,IL,88.9,298,2018
St. Clair,IL,90.8,369,2018
Saline,IL,86.4,220,2018
Sangamon,IL,92.4,427,2018
Schuyler,IL,89.8,330,2018
Scott,IL,92.6,435,2018
Shelby,IL,92.2,420,2018
Stark,IL,90.9,375,2018
Stephenson,IL,92.9,447,2018
Tazewell,IL,92.6,435,2018
Union,IL,87.7,256,2018
Vermilion,IL,88.1,269,2018
Wabash,IL,90.5,358,2018
Warren,IL,87.7,256,2018
Washington,IL,92.1,416,2018
Wayne,IL,88.4,280,2018
White,IL,91.3,391,2018
Whiteside,IL,90.3,351,2018
Will,IL,90.9,375,2018
Williamson,IL,91.2,387,2018
Winnebago,IL,87.7,256,2018
Woodford,IL,94.5,485,2018
Adams,IN,84.1,162,2018
Allen,IN,89.3,312,2018
Bartholomew,IN,90.9,375,2018
Benton,IN,89.5,318,2018
Blackford,IN,89.4,315,2018
Boone,IN,93.6,466,2018
Brown,IN,91.2,387,2018
Carroll,IN,89.2,307,2018
Cass,IN,84.2,165,2018
Clark,IN,89.2,307,2018
Clay,IN,91.6,400,2018
Clinton,IN,86.2,216,2018
Crawford,IN,82.2,127,2018
Daviess,IN,73.2,22,2018
Dearborn,IN,90.6,364,2018
Decatur,IN,90.9,375,2018
DeKalb,IN,90.2,346,2018
Delaware,IN,89.3,312,2018
Dubois,IN,90.0,338,2018
Elkhart,IN,81.2,109,2018
Fayette,IN,82.6,134,2018
Floyd,IN,90.3,351,2018
Fountain,IN,88.7,292,2018
Franklin,IN,88.2,274,2018
Fulton,IN,87.4,248,2018
Gibson,IN,90.9,375,2018
Grant,IN,87.0,237,2018
Greene,IN,87.7,256,2018
Hamilton,IN,96.4,507,2018
Hancock,IN,93.8,471,2018
Harrison,IN,89.0,300,2018
Hendricks,IN,93.4,461,2018
Henry,IN,89.6,322,2018
Howard,IN,88.9,298,2018
Huntington,IN,91.0,378,2018
Jackson,IN,86.6,226,2018
Jasper,IN,88.2,274,2018
Jay,IN,84.8,179,2018
Jefferson,IN,90.1,343,2018
Jennings,IN,85.4,193,2018
Johnson,IN,92.0,413,2018
Knox,IN,88.3,276,2018
Kosciusko,IN,85.5,196,2018
LaGrange,IN,63.7,2,2018
Lake,IN,88.1,269,2018
LaPorte,IN,88.3,276,2018
Lawrence,IN,88.5,284,2018
Madison,IN,88.1,269,2018
Marion,IN,85.7,202,2018
Marshall,IN,84.8,179,2018
Martin,IN,85.5,196,2018
Miami,IN,85.5,196,2018
Monroe,IN,92.2,420,2018
Montgomery,IN,89.5,318,2018
Morgan,IN,87.7,256,2018
Newton,IN,85.5,196,2018
Noble,IN,84.1,162,2018
Ohio,IN,87.7,256,2018
Orange,IN,83.3,146,2018
Owen,IN,85.2,188,2018
Parke,IN,86.9,234,2018
Perry,IN,89.4,315,2018
Pike,IN,87.2,242,2018
Porter,IN,93.1,453,2018
Posey,IN,93.3,459,2018
Pulaski,IN,88.2,274,2018
Putnam,IN,89.2,307,2018
Randolph,IN,86.8,231,2018
Ripley,IN,89.4,315,2018
Rush,IN,84.6,174,2018
St. Joseph,IN,88.4,280,2018
Scott,IN,83.9,158,2018
Shelby,IN,88.0,265,2018
Spencer,IN,90.1,343,2018
Starke,IN,84.1,162,2018
Steuben,IN,90.1,343,2018
Sullivan,IN,88.7,292,2018
Switzerland,IN,83.1,142,2018
Tippecanoe,IN,91.7,404,2018
Tipton,IN,88.4,280,2018
Union,IN,88.6,288,2018
Vanderburgh,IN,89.7,326,2018
Vermillion,IN,90.3,351,2018
Vigo,IN,88.1,269,2018
Wabash,IN,88.3,276,2018
Warren,IN,91.5,397,2018
Warrick,IN,93.0,450,2018
Washington,IN,84.6,174,2018
Wayne,IN,86.8,231,2018
Wells,IN,91.1,381,2018
White,IN,88.6,288,2018
Whitley,IN,92.7,439,2018
Adair,IA,94.2,481,2018
Adams,IA,94.1,478,2018
Allamakee,IA,87.7,256,2018
Appanoose,IA,90.9,375,2018
Audubon,IA,89.8,330,2018
Benton,IA,93.9,474,2018
Black Hawk,IA,91.3,391,2018
Boone,IA,94.3,482,2018
Bremer,IA,96.2,506,2018
Buchanan,IA,94.1,478,2018
Buena Vista,IA,77.8,57,2018
Butler,IA,92.7,439,2018
Calhoun,IA,94.0,476,2018
Carroll,IA,93.5,464,2018
Cass,IA,88.2,274,2018
Cedar,IA,94.9,492,2018
Cerro Gordo,IA,93.1,453,2018
Cherokee,IA,92.6,435,2018
Chickasaw,IA,92.3,424,2018
Clarke,IA,89.1,304,2018
Clay,IA,93.5,464,2018
Clayton,IA,91.2,387,2018
Clinton,IA,91.1,381,2018
Crawford,IA,77.8,57,2018
