county,state,percentHighSchool,percentHighSchoolBucket,year
Dallas,IA,95.3,498,2018
Davis,IA,83.2,144,2018
Decatur,IA,88.7,292,2018
Delaware,IA,91.3,391,2018
Des Moines,IA,91.6,400,2018
Dickinson,IA,95.8,503,2018
Dubuque,IA,92.4,427,2018
Emmet,IA,90.5,358,2018
Fayette,IA,92.1,416,2018
Floyd,IA,89.3,312,2018
Franklin,IA,90.6,364,2018
Fremont,IA,92.5,431,2018
Greene,IA,93.7,470,2018
Grundy,IA,94.2,481,2018
Guthrie,IA,92.8,444,2018
Hamilton,IA,93.5,464,2018
Hancock,IA,93.4,461,2018
Hardin,IA,91.6,400,2018
Harrison,IA,91.8,407,2018
Henry,IA,92.9,447,2018
Howard,IA,90.3,351,2018
Humboldt,IA,92.2,420,2018
Ida,IA,93.5,464,2018
Iowa,IA,93.8,471,2018
Jackson,IA,92.3,424,2018
Jasper,IA,93.7,470,2018
Jefferson,IA,92.7,439,2018
Johnson,IA,95.3,498,2018
Jones,IA,91.7,404,2018
Keokuk,IA,92.5,431,2018
Kossuth,IA,94.4,484,2018
Lee,IA,92.2,420,2018
Linn,IA,94.7,488,2018
Louisa,IA,81.9,122,2018
Lucas,IA,92.8,444,2018
Lyon,IA,90.6,364,2018
Madison,IA,94.9,492,2018
Mahaska,IA,91.2,387,2018
Marion,IA,93.4,461,2018
Marshall,IA,83.6,152,2018
Mills,IA,93.4,461,2018
Mitchell,IA,89.9,334,2018
Monona,IA,92.4,427,2018
Monroe,IA,88.0,265,2018
Montgomery,IA,90.1,343,2018
Muscatine,IA,87.6,253,2018
O'Brien,IA,92.3,424,2018
Osceola,IA,89.1,304,2018
Page,IA,90.9,375,2018
Palo Alto,IA,93.5,464,2018
Plymouth,IA,93.0,450,2018
Pocahontas,IA,91.4,394,2018
Polk,IA,91.5,397,2018
Pottawattamie,IA,89.5,318,2018
Poweshiek,IA,93.0,450,2018
Ringgold,IA,92.3,424,2018
Sac,IA,92.6,435,2018
Scott,IA,92.9,447,2018
Shelby,IA,91.9,410,2018
Sioux,IA,90.8,369,2018
Story,IA,97.1,509,2018
Tama,IA,90.9,375,2018
Taylor,IA,90.2,346,2018
Union,IA,90.2,346,2018
Van Buren,IA,89.9,334,2018
Wapello,IA,87.9,262,2018
Warren,IA,95.7,502,2018
Washington,IA,91.1,381,2018
Wayne,IA,88.9,298,2018
Webster,IA,90.8,369,2018
Winnebago,IA,91.8,407,2018
Winneshiek,IA,94.7,488,2018
Woodbury,IA,86.7,229,2018
Worth,IA,92.8,444,2018
Wright,IA,91.8,407,2018
Allen,KS,91.9,410,2018
Anderson,KS,91.3,391,2018
Atchison,KS,92.4,427,2018
Barber,KS,91.5,397,2018
Barton,KS,88.6,288,2018
Bourbon,KS,91.2,387,2018
Brown,KS,92.6,435,2018
Butler,KS,92.5,431,2018
Chase,KS,89.9,334,2018
Chautauqua,KS,87.3,245,2018
Cherokee,KS,89.0,300,2018
Cheyenne,KS,93.5,464,2018
Clark,KS,93.6,466,2018
Clay,KS,93.0,450,2018
Cloud,KS,91.4,394,2018
Coffey,KS,93.3,459,2018
Comanche,KS,92.8,444,2018
Cowley,KS,89.9,334,2018
Crawford,KS,90.9,375,2018
Decatur,KS,91.3,391,2018
Dickinson,KS,90.6,364,2018
Doniphan,KS,90.0,338,2018
Douglas,KS,95.5,501,2018
Edwards,KS,84.3,168,2018
Elk,KS,86.8,231,2018
Ellis,KS,92.7,439,2018
Ellsworth,KS,91.2,387,2018
Finney,KS,70.9,14,2018
Ford,KS,71.5,16,2018
Franklin,KS,92.6,435,2018
Geary,KS,94.0,476,2018
Gove,KS,91.3,391,2018
Graham,KS,91.2,387,2018
Grant,KS,73.5,24,2018
Gray,KS,77.1,49,2018
Greeley,KS,87.2,242,2018
Greenwood,KS,91.6,400,2018
Hamilton,KS,77.6,54,2018
Harper,KS,90.4,356,2018
Harvey,KS,91.0,378,2018
Haskell,KS,69.1,9,2018
Hodgeman,KS,90.6,364,2018
Jackson,KS,94.5,485,2018
Jefferson,KS,93.5,464,2018
Jewell,KS,94.0,476,2018
Johnson,KS,95.9,504,2018
Kearny,KS,74.1,26,2018
Kingman,KS,94.0,476,2018
Kiowa,KS,89.7,326,2018
Labette,KS,88.0,265,2018
Lane,KS,95.5,501,2018
Leavenworth,KS,91.9,410,2018
Lincoln,KS,93.7,470,2018
Linn,KS,89.0,300,2018
Logan,KS,91.7,404,2018
Lyon,KS,88.4,280,2018
McPherson,KS,91.3,391,2018
Marion,KS,90.9,375,2018
Marshall,KS,92.7,439,2018
Meade,KS,82.5,132,2018
Miami,KS,95.7,502,2018
Mitchell,KS,95.7,502,2018
Montgomery,KS,88.7,292,2018
Morris,KS,90.0,338,2018
Morton,KS,85.9,208,2018
Nemaha,KS,93.4,461,2018
Neosho,KS,91.5,397,2018
Ness,KS,90.9,375,2018
Norton,KS,89.4,315,2018
Osage,KS,91.2,387,2018
Osborne,KS,92.6,435,2018
Ottawa,KS,94.2,481,2018
Pawnee,KS,87.7,256,2018
Phillips,KS,92.6,435,2018
Pottawatomie,KS,94.7,488,2018
Pratt,KS,92.2,420,2018
Rawlins,KS,94.8,490,2018
Reno,KS,87.9,262,2018
Republic,KS,95.2,496,2018
Rice,KS,90.9,375,2018
Riley,KS,95.8,503,2018
Rooks,KS,90.0,338,2018
Rush,KS,88.9,298,2018
Russell,KS,89.7,326,2018
Saline,KS,90.8,369,2018
Scott,KS,84.2,165,2018
Sedgwick,KS,89.3,312,2018
Seward,KS,68.2,7,2018
Shawnee,KS,92.0,413,2018
Sheridan,KS,94.6,487,2018
Sherman,KS,92.7,439,2018
Smith,KS,93.3,459,2018
Stafford,KS,90.4,356,2018
Stanton,KS,81.8,120,2018
Stevens,KS,80.0,87,2018
Sumner,KS,92.3,424,2018
Thomas,KS,95.1,495,2018
Trego,KS,93.3,459,2018
Wabaunsee,KS,95.2,496,2018
Wallace,KS,93.4,461,2018
Washington,KS,90.7,366,2018
Wichita,KS,86.0,212,2018
Wilson,KS,87.3,245,2018
Woodson,KS,88.2,274,2018
Wyandotte,KS,79.1,73,2018
Adair,KY,78.5,66,2018
Allen,KY,81.0,106,2018
Anderson,KY,88.7,292,2018
Ballard,KY,85.2,188,2018
Barren,KY,82.9,138,2018
Bath,KY,77.1,49,2018
Bell,KY,69.5,11,2018
Boone,KY,92.8,444,2018
Bourbon,KY,85.0,183,2018
Boyd,KY,88.5,284,2018
Boyle,KY,87.2,242,2018
Bracken,KY,84.9,181,2018
Breathitt,KY,73.9,25,2018
Breckinridge,KY,82.2,127,2018
Bullitt,KY,88.0,265,2018
Butler,KY,78.1,59,2018
Caldwell,KY,87.9,262,2018
Calloway,KY,89.1,304,2018
Campbell,KY,90.8,369,2018
Carlisle,KY,81.4,113,2018
Carroll,KY,77.8,57,2018
Carter,KY,78.1,59,2018
Casey,KY,75.0,32,2018
Christian,KY,86.0,212,2018
Clark,KY,85.4,193,2018
Clay,KY,64.3,3,2018
Clinton,KY,73.1,22,2018
Crittenden,KY,83.0,140,2018
Cumberland,KY,81.1,108,2018
Daviess,KY,90.0,338,2018
Edmonson,KY,79.0,71,2018
Elliott,KY,78.0,58,2018
Estill,KY,74.7,30,2018
Fayette,KY,90.9,375,2018
Fleming,KY,78.5,66,2018
Floyd,KY,73.8,25,2018
Franklin,KY,89.0,300,2018
Fulton,KY,78.2,61,2018
Gallatin,KY,81.1,108,2018
Garrard,KY,79.9,85,2018
Grant,KY,86.5,223,2018
Graves,KY,85.3,191,2018
Grayson,KY,80.1,89,2018
Green,KY,75.8,38,2018
Greenup,KY,88.4,280,2018
Hancock,KY,84.9,181,2018
Hardin,KY,90.5,358,2018
Harlan,KY,71.6,16,2018
Harrison,KY,83.4,148,2018
Hart,KY,75.6,36,2018
Henderson,KY,86.8,231,2018
Henry,KY,84.2,165,2018
Hickman,KY,78.3,63,2018
Hopkins,KY,86.5,223,2018
Jackson,KY,74.3,28,2018
Jefferson,KY,90.0,338,2018
Jessamine,KY,86.7,229,2018
Johnson,KY,80.5,95,2018
Kenton,KY,89.7,326,2018
Knott,KY,73.1,22,2018
Knox,KY,72.3,19,2018
Larue,KY,82.4,130,2018
Laurel,KY,81.1,108,2018
Lawrence,KY,75.1,32,2018
Lee,KY,70.4,13,2018
Leslie,KY,70.2,12,2018
Letcher,KY,75.2,33,2018
Lewis,KY,73.7,25,2018
Lincoln,KY,78.2,61,2018
Livingston,KY,83.6,152,2018
Logan,KY,84.3,168,2018
Lyon,KY,87.9,262,2018
McCracken,KY,89.8,330,2018
McCreary,KY,74.6,29,2018
McLean,KY,87.2,242,2018
Madison,KY,87.0,237,2018
Magoffin,KY,69.1,9,2018
Marion,KY,80.4,93,2018
Marshall,KY,87.8,259,2018
Martin,KY,72.8,20,2018
Mason,KY,85.6,200,2018
Meade,KY,88.2,274,2018
Menifee,KY,76.3,43,2018
Mercer,KY,85.2,188,2018
Metcalfe,KY,76.9,47,2018
Monroe,KY,74.5,29,2018
Montgomery,KY,84.6,174,2018
Morgan,KY,73.4,23,2018
Muhlenberg,KY,80.6,96,2018
Nelson,KY,89.2,307,2018
Nicholas,KY,77.4,52,2018
Ohio,KY,82.1,124,2018
Oldham,KY,93.9,474,2018
Owen,KY,82.6,134,2018
Owsley,KY,69.1,9,2018
Pendleton,KY,82.8,137,2018
Perry,KY,76.8,45,2018
Pike,KY,76.1,42,2018
Powell,KY,80.5,95,2018
Pulaski,KY,81.9,122,2018
Robertson,KY,78.0,58,2018
Rockcastle,KY,77.6,54,2018
Rowan,KY,83.6,152,2018
Russell,KY,75.5,36,2018
Scott,KY,90.4,356,2018
Shelby,KY,85.3,191,2018
Simpson,KY,85.9,208,2018
Spencer,KY,89.8,330,2018
Taylor,KY,85.8,205,2018
Todd,KY,77.8,57,2018
Trigg,KY,87.4,248,2018
Trimble,KY,84.1,162,2018
Union,KY,87.4,248,2018
Warren,KY,87.7,256,2018
Washington,KY,83.3,146,2018
Wayne,KY,71.9,17,2018
Webster,KY,81.4,113,2018
Whitley,KY,79.7,82,2018
Wolfe,KY,69.9,12,2018
Woodford,KY,89.1,304,2018
Acadia,LA,78.2,61,2018
Allen,LA,79.9,85,2018
Ascension,LA,88.4,280,2018
Assumption,LA,73.6,24,2018
Avoyelles,LA,75.8,38,2018
Beauregard,LA,84.7,176,2018
Bienville,LA,82.9,138,2018
Bossier,LA,89.3,312,2018
Caddo,LA,86.6,226,2018
Calcasieu,LA,86.5,223,2018
Caldwell,LA,76.4,43,2018
Cameron,LA,81.9,122,2018
Catahoula,LA,76.1,42,2018
Claiborne,LA,81.2,109,2018
Concordia,LA,77.1,49,2018
De Soto,LA,82.4,130,2018
East Baton Rouge,LA,90.3,351,2018
East Carroll,LA,68.5,7,2018
East Feliciana,LA,79.8,83,2018
Evangeline,LA,74.7,30,2018
Franklin,LA,76.3,43,2018
Grant,LA,81.7,119,2018
Iberia,LA,78.7,68,2018
Iberville,LA,79.0,71,2018
Jackson,LA,79.7,82,2018
Jefferson,LA,85.4,193,2018
Jefferson Davis,LA,81.1,108,2018
Lafayette,LA,87.5,250,2018
Lafourche,LA,77.3,51,2018
LaSalle,LA,77.2,49,2018
Lincoln,LA,88.4,280,2018
Livingston,LA,85.6,200,2018
Madison,LA,74.8,31,2018
Morehouse,LA,79.7,82,2018
Natchitoches,LA,86.5,223,2018
Orleans,LA,86.2,216,2018
Ouachita,LA,86.3,218,2018
Plaquemines,LA,82.9,138,2018
Pointe Coupee,LA,80.3,92,2018
Rapides,LA,85.3,191,2018
Red River,LA,79.4,78,2018
Richland,LA,79.5,79,2018
Sabine,LA,85.3,191,2018
St. Bernard,LA,82.4,130,2018
St. Charles,LA,89.5,318,2018
St. Helena,LA,75.7,37,2018
St. James,LA,85.3,191,2018
St. John the Baptist,LA,86.2,216,2018
St. Landry,LA,76.1,42,2018
St. Martin,LA,80.9,103,2018
St. Mary,LA,81.3,111,2018
St. Tammany,LA,90.2,346,2018
Tangipahoa,LA,83.3,146,2018
Tensas,LA,77.7,55,2018
Terrebonne,LA,78.5,66,2018
Union,LA,85.6,200,2018
Vermilion,LA,78.4,64,2018
Vernon,LA,87.2,242,2018
Washington,LA,77.3,51,2018
Webster,LA,83.2,144,2018
West Baton Rouge,LA,85.0,183,2018
West Carroll,LA,78.2,61,2018
West Feliciana,LA,82.0,123,2018
Winn,LA,81.3,111,2018
Androscoggin,ME,90.3,351,2018
Aroostook,ME,87.5,250,2018
Cumberland,ME,95.0,494,2018
Franklin,ME,92.6,435,2018
Hancock,ME,94.1,478,2018
Kennebec,ME,91.7,404,2018
Knox,ME,93.7,470,2018
Lincoln,ME,92.8,444,2018
Oxford,ME,91.1,381,2018
Penobscot,ME,91.6,400,2018
Piscataquis,ME,90.0,338,2018
Sagadahoc,ME,94.1,478,2018
Somerset,ME,87.9,262,2018
Waldo,ME,92.4,427,2018
Washington,ME,88.4,280,2018
York,ME,93.0,450,2018
Allegany,MD,90.0,338,2018
Anne Arundel,MD,92.1,416,2018
Baltimore,MD,91.1,381,2018
Calvert,MD,93.9,474,2018
Caroline,MD,83.9,158,2018
Carroll,MD,92.2,420,2018
Cecil,MD,89.0,300,2018
Charles,MD,93.1,453,2018
Dorchester,MD,86.9,234,2018
Frederick,MD,92.4,427,2018
Garrett,MD,89.3,312,2018
Harford,MD,92.8,444,2018
Howard,MD,95.5,501,2018
Kent,MD,88.0,265,2018
Montgomery,MD,91.3,391,2018
Prince George's,MD,86.5,223,2018
Queen Anne's,MD,92.1,416,2018
St. Mary's,MD,89.8,330,2018
Somerset,MD,81.9,122,2018
Talbot,MD,90.6,364,2018
Washington,MD,86.9,234,2018
Wicomico,MD,88.1,269,2018
Worcester,MD,90.9,375,2018
Baltimore City,MD,84.9,181,2018
Barnstable,MA,95.5,501,2018
Berkshire,MA,91.1,381,2018
Bristol,MA,84.9,181,2018
Dukes,MA,95.5,501,2018
Essex,MA,89.3,312,2018
Franklin,MA,93.1,453,2018
Hampden,MA,85.3,191,2018
Hampshire,MA,94.4,484,2018
Middlesex,MA,93.1,453,2018
Nantucket,MA,95.3,498,2018
Norfolk,MA,93.9,474,2018
Plymouth,MA,92.9,447,2018
Suffolk,MA,85.5,196,2018
Worcester,MA,90.4,356,2018
Alcona,MI,88.6,288,2018
Alger,MI,89.2,307,2018
Allegan,MI,90.7,366,2018
Alpena,MI,91.6,400,2018
Antrim,MI,91.5,397,2018
Arenac,MI,87.4,248,2018
Baraga,MI,88.8,295,2018
Barry,MI,92.7,439,2018
Bay,MI,89.6,322,2018
Benzie,MI,93.5,464,2018
Berrien,MI,89.6,322,2018
Branch,MI,89.1,304,2018
Calhoun,MI,91.1,381,2018
Cass,MI,87.9,262,2018
Charlevoix,MI,93.6,466,2018
Cheboygan,MI,90.6,364,2018
Chippewa,MI,89.8,330,2018
Clare,MI,84.7,176,2018
Clinton,MI,94.2,481,2018
Crawford,MI,89.0,300,2018
Delta,MI,93.9,474,2018
Dickinson,MI,94.8,490,2018
Eaton,MI,93.9,474,2018
Emmet,MI,93.8,471,2018
Genesee,MI,90.4,356,2018
Gladwin,MI,86.7,229,2018
Gogebic,MI,93.3,459,2018
Grand Traverse,MI,95.2,496,2018
Gratiot,MI,90.6,364,2018
Hillsdale,MI,88.3,276,2018
Houghton,MI,92.8,444,2018
Huron,MI,88.9,298,2018
Ingham,MI,92.7,439,2018
Ionia,MI,90.1,343,2018
Iosco,MI,88.9,298,2018
Iron,MI,92.0,413,2018
Isabella,MI,91.6,400,2018
Jackson,MI,90.6,364,2018
Kalamazoo,MI,93.6,466,2018
Kalkaska,MI,86.7,229,2018
Kent,MI,90.3,351,2018
Keweenaw,MI,96.1,506,2018
Lake,MI,83.0,140,2018
Lapeer,MI,90.7,366,2018
Leelanau,MI,95.2,496,2018
Lenawee,MI,90.8,369,2018
Livingston,MI,95.4,499,2018
Luce,MI,88.0,265,2018
Mackinac,MI,90.2,346,2018
Macomb,MI,89.7,326,2018
Manistee,MI,90.6,364,2018
Marquette,MI,95.3,498,2018
Mason,MI,92.4,427,2018
Mecosta,MI,89.5,318,2018
Menominee,MI,92.4,427,2018
Midland,MI,94.3,482,2018
Missaukee,MI,88.8,295,2018
Monroe,MI,91.2,387,2018
Montcalm,MI,87.9,262,2018
Montmorency,MI,86.8,231,2018
Muskegon,MI,90.8,369,2018
Newaygo,MI,86.8,231,2018
Oakland,MI,93.9,474,2018
Oceana,MI,85.9,208,2018
Ogemaw,MI,85.5,196,2018
Ontonagon,MI,92.6,435,2018
Osceola,MI,88.2,274,2018
Oscoda,MI,83.3,146,2018
Otsego,MI,92.1,416,2018
Ottawa,MI,92.6,435,2018
Presque Isle,MI,89.1,304,2018
Roscommon,MI,89.9,334,2018
Saginaw,MI,89.5,318,2018
St. Clair,MI,90.5,358,2018
St. Joseph,MI,87.1,240,2018
Sanilac,MI,87.9,262,2018
Schoolcraft,MI,90.1,343,2018
Shiawassee,MI,92.4,427,2018
Tuscola,MI,89.3,312,2018
Van Buren,MI,87.2,242,2018
Washtenaw,MI,95.2,496,2018
Wayne,MI,85.9,208,2018
Wexford,MI,89.5,318,2018
Aitkin,MN,91.0,378,2018
Anoka,MN,93.9,474,2018
Becker,MN,92.6,435,2018
Beltrami,MN,91.3,391,2018
Benton,MN,92.4,427,2018
Big Stone,MN,90.2,346,2018
Blue Earth,MN,94.1,478,2018
Brown,MN,92.6,435,2018
Carlton,MN,94.1,478,2018
Carver,MN,96.4,507,2018
Cass,MN,91.7,404,2018
Chippewa,MN,90.7,366,2018
Chisago,MN,94.3,482,2018
Clay,MN,94.9,492,2018
Clearwater,MN,85.7,202,2018
Cook,MN,96.6,508,2018
Cottonwood,MN,90.4,356,2018
Crow Wing,MN,93.7,470,2018
Dakota,MN,94.9,492,2018
Dodge,MN,94.8,490,2018
Douglas,MN,95.0,494,2018
Faribault,MN,91.6,400,2018
Fillmore,MN,91.3,391,2018
Freeborn,MN,89.9,334,2018
Goodhue,MN,94.3,482,2018
Grant,MN,93.6,466,2018
Hennepin,MN,93.2,457,2018
Houston,MN,94.6,487,2018
Hubbard,MN,92.9,447,2018
Isanti,MN,91.7,404,2018
Itasca,MN,93.6,466,2018
Jackson,MN,93.1,453,2018
Kanabec,MN,90.4,356,2018
Kandiyohi,MN,88.5,284,2018
Kittson,MN,94.0,476,2018
Koochiching,MN,92.3,424,2018
Lac qui Parle,MN,92.7,439,2018
Lake,MN,96.0,505,2018
Lake of the Woods,MN,91.6,400,2018
Le Sueur,MN,92.8,444,2018
Lincoln,MN,91.3,391,2018
Lyon,MN,92.0,413,2018
McLeod,MN,93.0,450,2018
Mahnomen,MN,86.9,234,2018
Marshall,MN,88.6,288,2018
Martin,MN,92.7,439,2018
Meeker,MN,92.6,435,2018
Mille Lacs,MN,89.8,330,2018
Morrison,MN,90.1,343,2018
Mower,MN,86.9,234,2018
Murray,MN,90.4,356,2018
Nicollet,MN,94.2,481,2018
Nobles,MN,77.8,57,2018
Norman,MN,91.3,391,2018
Olmsted,MN,94.4,484,2018
Otter Tail,MN,92.3,424,2018
Pennington,MN,92.5,431,2018
Pine,MN,89.6,322,2018
Pipestone,MN,87.6,253,2018
Polk,MN,91.9,410,2018
Pope,MN,93.5,464,2018
Ramsey,MN,90.1,343,2018
Red Lake,MN,93.4,461,2018
Redwood,MN,90.8,369,2018
Renville,MN,89.2,307,2018
Rice,MN,90.5,358,2018
Rock,MN,91.8,407,2018
Roseau,MN,92.7,439,2018
St. Louis,MN,94.2,481,2018
Scott,MN,94.8,490,2018
Sherburne,MN,94.5,485,2018
Sibley,MN,90.9,375,2018
Stearns,MN,92.0,413,2018
Steele,MN,91.6,400,2018
Stevens,MN,93.2,457,2018
Swift,MN,89.7,326,2018
Todd,MN,87.0,237,2018
Traverse,MN,92.0,413,2018
Wabasha,MN,92.2,420,2018
Wadena,MN,90.4,356,2018
Waseca,MN,93.1,453,2018
Washington,MN,96.0,505,2018
Watonwan,MN,83.4,148,2018
Wilkin,MN,93.9,474,2018
Winona,MN,93.0,450,2018
Wright,MN,94.5,485,2018
Yellow Medicine,MN,91.3,391,2018
Adams,MS,78.4,64,2018
Alcorn,MS,81.5,115,2018
Amite,MS,79.7,82,2018
Attala,MS,76.6,45,2018
Benton,MS,69.9,12,2018
Bolivar,MS,76.9,47,2018
Calhoun,MS,77.1,49,2018
Carroll,MS,81.7,119,2018
Chickasaw,MS,72.3,19,2018
Choctaw,MS,80.4,93,2018
Claiborne,MS,77.4,52,2018
Clarke,MS,81.0,106,2018
Clay,MS,81.6,117,2018
Coahoma,MS,78.7,68,2018
Copiah,MS,79.9,85,2018
Covington,MS,83.1,142,2018
DeSoto,MS,89.7,326,2018
Forrest,MS,87.0,237,2018
Franklin,MS,84.3,168,2018
George,MS,81.7,119,2018
Greene,MS,77.1,49,2018
Grenada,MS,80.0,87,2018
Hancock,MS,86.6,226,2018
Harrison,MS,87.1,240,2018
Hinds,MS,87.0,237,2018
Holmes,MS,75.1,32,2018
Humphreys,MS,71.2,14,2018
Issaquena,MS,70.2,12,2018
Itawamba,MS,78.5,66,2018
Jackson,MS,88.9,298,2018
Jasper,MS,83.1,142,2018
Jefferson,MS,74.8,31,2018
Jefferson Davis,MS,78.8,70,2018
Jones,MS,83.3,146,2018
Kemper,MS,83.3,146,2018
Lafayette,MS,89.5,318,2018
Lamar,MS,90.8,369,2018
Lauderdale,MS,85.5,196,2018
Lawrence,MS,83.2,144,2018
Leake,MS,77.3,51,2018
Lee,MS,83.8,156,2018
Leflore,MS,78.8,70,2018
Lincoln,MS,86.6,226,2018
Lowndes,MS,85.8,205,2018
Madison,MS,91.8,407,2018
Marion,MS,79.3,76,2018
Marshall,MS,81.3,111,2018
Monroe,MS,81.1,108,2018
Montgomery,MS,79.5,79,2018
Neshoba,MS,78.2,61,2018
Newton,MS,84.7,176,2018
Noxubee,MS,72.2,18,2018
Oktibbeha,MS,90.5,358,2018
Panola,MS,78.4,64,2018
Pearl River,MS,84.0,160,2018
Perry,MS,81.3,111,2018
Pike,MS,81.7,119,2018
Pontotoc,MS,76.6,45,2018
Prentiss,MS,78.7,68,2018
Quitman,MS,70.6,13,2018
Rankin,MS,89.5,318,2018
Scott,MS,74.3,28,2018
Sharkey,MS,73.7,25,2018
Simpson,MS,78.0,58,2018
Smith,MS,81.6,117,2018
Stone,MS,80.3,92,2018
Sunflower,MS,72.9,21,2018
Tallahatchie,MS,68.9,8,2018
Tate,MS,81.6,117,2018
Tippah,MS,77.6,54,2018
Tishomingo,MS,79.1,73,2018
Tunica,MS,81.5,115,2018
Union,MS,77.8,57,2018
Walthall,MS,80.5,95,2018
Warren,MS,87.2,242,2018
Washington,MS,78.5,66,2018
Wayne,MS,78.7,68,2018
Webster,MS,84.6,174,2018
Wilkinson,MS,72.0,17,2018
Winston,MS,79.8,83,2018
Yalobusha,MS,83.1,142,2018
Yazoo,MS,77.3,51,2018
Adair,MO,90.6,364,2018
Andrew,MO,92.0,413,2018
Atchison,MO,90.6,364,2018
Audrain,MO,85.5,196,2018
Barry,MO,82.2,127,2018
Barton,MO,87.2,242,2018
Bates,MO,86.7,229,2018
Benton,MO,85.9,208,2018
Bollinger,MO,79.4,78,2018
Boone,MO,94.2,481,2018
Buchanan,MO,88.2,274,2018
Butler,MO,82.6,134,2018
Caldwell,MO,90.2,346,2018
Callaway,MO,85.9,208,2018
Camden,MO,89.1,304,2018
Cape Girardeau,MO,90.7,366,2018
Carroll,MO,86.5,223,2018
Carter,MO,83.1,142,2018
Cass,MO,92.4,427,2018
Cedar,MO,84.4,169,2018
Chariton,MO,90.0,338,2018
Christian,MO,91.9,410,2018
Clark,MO,85.1,186,2018
Clay,MO,93.2,457,2018
Clinton,MO,91.6,400,2018
Cole,MO,91.9,410,2018
Cooper,MO,89.0,300,2018
Crawford,MO,77.1,49,2018
Dade,MO,86.2,216,2018
Dallas,MO,82.0,123,2018
Daviess,MO,84.7,176,2018
DeKalb,MO,87.1,240,2018
Dent,MO,80.9,103,2018
Douglas,MO,81.4,113,2018
Dunklin,MO,75.5,36,2018
Franklin,MO,88.0,265,2018
Gasconade,MO,87.3,245,2018
Gentry,MO,89.2,307,2018
Greene,MO,91.6,400,2018
Grundy,MO,87.9,262,2018
Harrison,MO,87.2,242,2018
Henry,MO,87.9,262,2018
Hickory,MO,84.9,181,2018
Holt,MO,90.9,375,2018
Howard,MO,88.4,280,2018
Howell,MO,87.3,245,2018
Iron,MO,80.8,101,2018
Jackson,MO,90.3,351,2018
Jasper,MO,87.0,237,2018
Jefferson,MO,88.8,295,2018
Johnson,MO,92.0,413,2018
Knox,MO,88.0,265,2018
Laclede,MO,83.6,152,2018
Lafayette,MO,90.6,364,2018
Lawrence,MO,83.2,144,2018
Lewis,MO,87.0,237,2018
Lincoln,MO,88.3,276,2018
Linn,MO,89.0,300,2018
Livingston,MO,86.0,212,2018
McDonald,MO,76.5,44,2018
Macon,MO,87.6,253,2018
Madison,MO,82.2,127,2018
Maries,MO,86.4,220,2018
Marion,MO,88.4,280,2018
Mercer,MO,89.8,330,2018
Miller,MO,86.6,226,2018
Mississippi,MO,74.5,29,2018
Moniteau,MO,84.2,165,2018
Monroe,MO,89.5,318,2018
Montgomery,MO,84.2,165,2018
Morgan,MO,79.3,76,2018
New Madrid,MO,78.0,58,2018
Newton,MO,86.7,229,2018
Nodaway,MO,92.5,431,2018
Oregon,MO,81.8,120,2018
Osage,MO,89.9,334,2018
Ozark,MO,82.9,138,2018
Pemiscot,MO,77.1,49,2018
Perry,MO,87.5,250,2018
Pettis,MO,85.1,186,2018
Phelps,MO,87.8,259,2018
Pike,MO,84.0,160,2018
Platte,MO,95.4,499,2018
Polk,MO,87.5,250,2018
Pulaski,MO,91.4,394,2018
Putnam,MO,89.3,312,2018
Ralls,MO,88.6,288,2018
Randolph,MO,86.3,218,2018
Ray,MO,87.1,240,2018
Reynolds,MO,78.6,67,2018
Ripley,MO,80.0,87,2018
St. Charles,MO,94.7,488,2018
St. Clair,MO,84.1,162,2018
Ste. Genevieve,MO,88.7,292,2018
St. Francois,MO,84.4,169,2018
St. Louis,MO,86.9,234,2018
Saline,MO,84.1,162,2018
Schuyler,MO,85.6,200,2018
Scotland,MO,77.1,49,2018
Scott,MO,84.6,174,2018
Shannon,MO,80.8,101,2018
Shelby,MO,90.1,343,2018
Stoddard,MO,80.7,98,2018
Stone,MO,86.5,223,2018
Sullivan,MO,84.5,172,2018
Taney,MO,88.7,292,2018
Texas,MO,83.4,148,2018
Vernon,MO,88.5,284,2018
Warren,MO,87.9,262,2018
Washington,MO,76.7,45,2018
Wayne,MO,75.3,34,2018
Webster,MO,86.8,231,2018
Worth,MO,87.1,240,2018
Wright,MO,80.8,101,2018
Beaverhead,MT,95.4,499,2018
Big Horn,MT,88.2,274,2018
Blaine,MT,89.1,304,2018
Broadwater,MT,94.4,484,2018
Carbon,MT,94.1,478,2018
Carter,MT,92.9,447,2018
Cascade,MT,91.7,404,2018
Chouteau,MT,93.0,450,2018
Custer,MT,92.6,435,2018
Daniels,MT,95.3,498,2018
Dawson,MT,94.1,478,2018
Deer Lodge,MT,89.8,330,2018
Fallon,MT,95.2,496,2018
Fergus,MT,93.2,457,2018
Flathead,MT,93.9,474,2018
Gallatin,MT,96.7,508,2018
Garfield,MT,95.4,499,2018
Glacier,MT,88.9,298,2018
Golden Valley,MT,94.8,490,2018
Granite,MT,91.4,394,2018
Hill,MT,89.6,322,2018
Jefferson,MT,94.8,490,2018
Judith Basin,MT,95.3,498,2018
Lake,MT,91.2,387,2018
Lewis and Clark,MT,95.0,494,2018
Liberty,MT,75.0,32,2018
Lincoln,MT,87.8,259,2018
McCone,MT,93.2,457,2018
Madison,MT,95.3,498,2018
