county,state,medianHomeValue,medianHomeValueBucket,year
Bacon,GA,73000,32,2018
Baker,GA,75500,42,2018
Baldwin,GA,112500,217,2018
Banks,GA,142800,322,2018
Barrow,GA,146500,332,2018
Bartow,GA,151700,343,2018
Ben Hill,GA,80100,60,2018
Berrien,GA,85300,84,2018
Bibb,GA,116500,236,2018
Bleckley,GA,97900,151,2018
Brantley,GA,68200,22,2018
Brooks,GA,96900,144,2018
Bryan,GA,211800,441,2018
Bulloch,GA,135200,301,2018
Burke,GA,87900,98,2018
Butts,GA,121800,258,2018
Calhoun,GA,49000,2,2018
Camden,GA,159800,365,2018
Candler,GA,91200,116,2018
Carroll,GA,130200,287,2018
Catoosa,GA,140000,314,2018
Charlton,GA,82600,70,2018
Chatham,GA,184900,413,2018
Chattahoochee,GA,69000,24,2018
Chattooga,GA,69600,24,2018
Cherokee,GA,234300,458,2018
Clarke,GA,163700,374,2018
Clay,GA,65900,17,2018
Clayton,GA,97800,150,2018
Clinch,GA,57100,6,2018
Cobb,GA,237800,461,2018
Coffee,GA,92600,123,2018
Colquitt,GA,83200,73,2018
Columbia,GA,192200,422,2018
Cook,GA,88100,99,2018
Coweta,GA,201500,431,2018
Crawford,GA,92900,125,2018
Crisp,GA,85200,83,2018
Dade,GA,126700,277,2018
Dawson,GA,215500,444,2018
Decatur,GA,109700,204,2018
DeKalb,GA,192400,423,2018
Dodge,GA,75800,43,2018
Dooly,GA,83700,76,2018
Dougherty,GA,103900,180,2018
Douglas,GA,153100,348,2018
Early,GA,81700,66,2018
Echols,GA,58900,7,2018
Effingham,GA,159100,364,2018
Elbert,GA,80600,61,2018
Emanuel,GA,74100,36,2018
Evans,GA,86200,89,2018
Fannin,GA,185600,414,2018
Fayette,GA,269900,477,2018
Floyd,GA,129600,286,2018
Forsyth,GA,321000,490,2018
Franklin,GA,106200,191,2018
Fulton,GA,290400,485,2018
Gilmer,GA,171000,392,2018
Glascock,GA,63800,13,2018
Glynn,GA,168700,388,2018
Gordon,GA,127400,280,2018
Grady,GA,112500,217,2018
Greene,GA,207700,436,2018
Gwinnett,GA,200400,430,2018
Habersham,GA,146000,330,2018
Hall,GA,183200,411,2018
Hancock,GA,79800,58,2018
Haralson,GA,116900,237,2018
Harris,GA,210100,439,2018
Hart,GA,126900,278,2018
Heard,GA,96900,144,2018
Henry,GA,165900,381,2018
Houston,GA,138600,310,2018
Irwin,GA,74300,36,2018
Jackson,GA,174000,399,2018
Jasper,GA,122300,260,2018
Jeff Davis,GA,76500,45,2018
Jefferson,GA,74300,36,2018
Jenkins,GA,66500,18,2018
Johnson,GA,66700,18,2018
Jones,GA,123400,264,2018
Lamar,GA,134500,299,2018
Lanier,GA,105000,185,2018
Laurens,GA,88800,104,2018
Lee,GA,153000,348,2018
Liberty,GA,121500,257,2018
Lincoln,GA,117500,240,2018
Long,GA,116700,237,2018
Lowndes,GA,135100,301,2018
Lumpkin,GA,181600,410,2018
McDuffie,GA,105300,187,2018
McIntosh,GA,120300,252,2018
Macon,GA,63700,13,2018
Madison,GA,126800,278,2018
Marion,GA,89500,107,2018
Meriwether,GA,98000,152,2018
Miller,GA,93300,127,2018
Mitchell,GA,86200,89,2018
Monroe,GA,163800,375,2018
Montgomery,GA,79400,55,2018
Morgan,GA,224800,452,2018
Murray,GA,100200,164,2018
Muscogee,GA,141700,319,2018
Newton,GA,139900,314,2018
Oconee,GA,268100,476,2018
Oglethorpe,GA,117000,238,2018
Paulding,GA,161400,369,2018
Peach,GA,128600,283,2018
Pickens,GA,185700,414,2018
Pierce,GA,98800,156,2018
Pike,GA,165800,381,2018
Polk,GA,105400,187,2018
Pulaski,GA,113500,223,2018
Putnam,GA,165300,379,2018
Quitman,GA,65900,17,2018
Rabun,GA,164900,377,2018
Randolph,GA,77300,47,2018
Richmond,GA,104700,183,2018
Rockdale,GA,157100,358,2018
Schley,GA,111600,213,2018
Screven,GA,77000,46,2018
Seminole,GA,89500,107,2018
Spalding,GA,122300,260,2018
Stephens,GA,94300,133,2018
Stewart,GA,50900,3,2018
Sumter,GA,90300,113,2018
Talbot,GA,80000,59,2018
Taliaferro,GA,67100,20,2018
Tattnall,GA,88500,101,2018
Taylor,GA,82700,70,2018
Telfair,GA,64000,14,2018
Terrell,GA,103300,178,2018
Thomas,GA,133800,297,2018
Tift,GA,118900,246,2018
Toombs,GA,95500,139,2018
Towns,GA,205600,434,2018
Treutlen,GA,70900,27,2018
Troup,GA,129200,285,2018
Turner,GA,74000,35,2018
Twiggs,GA,63200,11,2018
Union,GA,197200,426,2018
Upson,GA,87200,95,2018
Walker,GA,114000,226,2018
Walton,GA,175500,401,2018
Ware,GA,82000,67,2018
Warren,GA,61300,9,2018
Washington,GA,83300,74,2018
Wayne,GA,107900,198,2018
Webster,GA,60800,9,2018
Wheeler,GA,63300,12,2018
White,GA,166100,382,2018
Whitfield,GA,126900,278,2018
Wilcox,GA,68200,22,2018
Wilkes,GA,81200,63,2018
Wilkinson,GA,70300,26,2018
Worth,GA,85600,86,2018
Hawaii,HI,333600,493,2018
Honolulu,HI,649800,509,2018
Kauai,HI,546000,507,2018
Maui,HI,599500,509,2018
Ada,ID,242300,464,2018
Adams,ID,173100,396,2018
Bannock,ID,152500,347,2018
Bear Lake,ID,147600,333,2018
Benewah,ID,154000,351,2018
Bingham,ID,152600,347,2018
Blaine,ID,395800,501,2018
Boise,ID,199300,428,2018
Bonner,ID,233900,458,2018
Bonneville,ID,168100,386,2018
Boundary,ID,179100,405,2018
Butte,ID,117600,241,2018
Camas,ID,174200,399,2018
Canyon,ID,159600,365,2018
Caribou,ID,137200,307,2018
Cassia,ID,151800,344,2018
Clark,ID,92900,125,2018
Clearwater,ID,142300,321,2018
Custer,ID,177300,403,2018
Elmore,ID,145600,329,2018
Franklin,ID,198000,428,2018
Fremont,ID,162400,372,2018
Gem,ID,159300,364,2018
Gooding,ID,143600,324,2018
Idaho,ID,166100,382,2018
Jefferson,ID,184100,413,2018
Jerome,ID,154600,353,2018
Kootenai,ID,237400,460,2018
Latah,ID,213600,443,2018
Lemhi,ID,171000,392,2018
Lewis,ID,123000,263,2018
Lincoln,ID,137000,306,2018
Madison,ID,207500,436,2018
Minidoka,ID,136800,305,2018
Nez Perce,ID,181200,409,2018
Oneida,ID,155800,356,2018
Owyhee,ID,130300,287,2018
Payette,ID,148400,335,2018
Power,ID,139800,313,2018
Shoshone,ID,124600,269,2018
Teton,ID,317700,490,2018
Twin Falls,ID,160200,366,2018
Valley,ID,283000,482,2018
Washington,ID,152200,345,2018
Adams,IL,126100,275,2018
Alexander,IL,53500,4,2018
Bond,IL,122500,260,2018
Boone,IL,152600,347,2018
Brown,IL,89600,108,2018
Bureau,IL,109700,204,2018
Calhoun,IL,114300,227,2018
Carroll,IL,101600,170,2018
Cass,IL,78100,50,2018
Champaign,IL,157800,360,2018
Christian,IL,90000,111,2018
Clark,IL,87800,97,2018
Clay,IL,81700,66,2018
Clinton,IL,148100,334,2018
Coles,IL,97600,148,2018
Cook,IL,237200,460,2018
Crawford,IL,87000,93,2018
Cumberland,IL,100700,165,2018
DeKalb,IL,169800,390,2018
De Witt,IL,100900,166,2018
Douglas,IL,106500,193,2018
DuPage,IL,299000,487,2018
Edgar,IL,80100,60,2018
Edwards,IL,76500,45,2018
Effingham,IL,140300,315,2018
Fayette,IL,84700,81,2018
Ford,IL,98400,154,2018
Franklin,IL,74500,37,2018
Fulton,IL,86700,91,2018
Gallatin,IL,75300,40,2018
Greene,IL,77400,47,2018
Grundy,IL,191300,421,2018
Hamilton,IL,98100,152,2018
Hancock,IL,86700,91,2018
Hardin,IL,71500,28,2018
Henderson,IL,91300,117,2018
Henry,IL,118800,246,2018
Iroquois,IL,99500,159,2018
Jackson,IL,106400,192,2018
Jasper,IL,99400,159,2018
Jefferson,IL,94400,133,2018
Jersey,IL,144800,328,2018
Jo Daviess,IL,144600,327,2018
Johnson,IL,99400,159,2018
Kane,IL,232000,456,2018
Kankakee,IL,144200,326,2018
Kendall,IL,224200,452,2018
Knox,IL,83100,73,2018
Lake,IL,259900,472,2018
LaSalle,IL,126000,275,2018
Lawrence,IL,73800,34,2018
Lee,IL,117600,241,2018
Livingston,IL,109700,204,2018
Logan,IL,102900,176,2018
McDonough,IL,94200,132,2018
McHenry,IL,219600,448,2018
McLean,IL,166700,383,2018
Macon,IL,96800,144,2018
Macoupin,IL,99600,160,2018
Madison,IL,132300,294,2018
Marion,IL,74900,38,2018
Marshall,IL,104800,184,2018
Mason,IL,79600,57,2018
Massac,IL,83700,76,2018
Menard,IL,137400,307,2018
Mercer,IL,106000,190,2018
Monroe,IL,209100,438,2018
Montgomery,IL,82200,68,2018
Morgan,IL,104800,184,2018
Moultrie,IL,109000,202,2018
Ogle,IL,143100,323,2018
Peoria,IL,129900,286,2018
Perry,IL,85400,85,2018
Piatt,IL,130300,287,2018
Pike,IL,78800,54,2018
Pope,IL,87200,95,2018
Pulaski,IL,63600,13,2018
Putnam,IL,124500,269,2018
Randolph,IL,104700,183,2018
Richland,IL,87700,96,2018
Rock Island,IL,117000,238,2018
St. Clair,IL,124700,270,2018
Saline,IL,73100,32,2018
Sangamon,IL,138100,309,2018
Schuyler,IL,85900,88,2018
Scott,IL,85000,82,2018
Shelby,IL,90100,112,2018
Stark,IL,85400,85,2018
Stephenson,IL,97000,145,2018
Tazewell,IL,139700,313,2018
Union,IL,101500,169,2018
Vermilion,IL,78900,54,2018
Wabash,IL,80500,61,2018
Warren,IL,84300,79,2018
Washington,IL,109400,203,2018
Wayne,IL,82000,67,2018
White,IL,69700,24,2018
Whiteside,IL,103400,178,2018
Will,IL,224800,452,2018
Williamson,IL,111800,213,2018
Winnebago,IL,117000,238,2018
Woodford,IL,162700,373,2018
Adams,IN,122400,260,2018
Allen,IN,123800,266,2018
Bartholomew,IN,143800,325,2018
Benton,IN,87900,98,2018
Blackford,IN,71300,27,2018
Boone,IN,222500,450,2018
Brown,IN,186000,415,2018
Carroll,IN,131600,292,2018
Cass,IN,85500,85,2018
Clark,IN,137800,308,2018
Clay,IN,102000,172,2018
Clinton,IN,104000,180,2018
Crawford,IN,89700,109,2018
Daviess,IN,121500,257,2018
Dearborn,IN,165400,379,2018
Decatur,IN,124700,270,2018
DeKalb,IN,118100,243,2018
Delaware,IN,90900,116,2018
Dubois,IN,149500,339,2018
Elkhart,IN,137900,308,2018
Fayette,IN,82400,69,2018
Floyd,IN,165700,380,2018
Fountain,IN,94900,136,2018
Franklin,IN,151900,344,2018
Fulton,IN,97200,146,2018
Gibson,IN,110300,208,2018
Grant,IN,89500,107,2018
Greene,IN,95600,140,2018
Hamilton,IN,249400,467,2018
Hancock,IN,165200,378,2018
Harrison,IN,143500,324,2018
Hendricks,IN,179600,406,2018
Henry,IN,96200,142,2018
Howard,IN,106300,191,2018
Huntington,IN,105000,185,2018
Jackson,IN,116700,237,2018
Jasper,IN,158300,363,2018
Jay,IN,85400,85,2018
Jefferson,IN,123700,266,2018
Jennings,IN,103900,180,2018
Johnson,IN,158200,362,2018
Knox,IN,88700,102,2018
Kosciusko,IN,146000,330,2018
LaGrange,IN,179200,405,2018
Lake,IN,143500,324,2018
LaPorte,IN,127700,281,2018
Lawrence,IN,115700,232,2018
Madison,IN,93700,130,2018
Marion,IN,129200,285,2018
Marshall,IN,134500,299,2018
Martin,IN,111100,211,2018
Miami,IN,87200,95,2018
Monroe,IN,167900,386,2018
Montgomery,IN,120500,252,2018
Morgan,IN,154300,351,2018
Newton,IN,115300,231,2018
Noble,IN,118100,243,2018
Ohio,IN,148100,334,2018
Orange,IN,92200,121,2018
Owen,IN,113500,223,2018
Parke,IN,91300,117,2018
Perry,IN,108800,201,2018
Pike,IN,96700,144,2018
Porter,IN,178100,404,2018
Posey,IN,141000,317,2018
Pulaski,IN,98700,155,2018
Putnam,IN,121300,256,2018
Randolph,IN,79600,57,2018
Ripley,IN,149800,339,2018
Rush,IN,104300,181,2018
St. Joseph,IN,123900,267,2018
Scott,IN,99600,160,2018
Shelby,IN,130100,286,2018
Spencer,IN,121000,255,2018
Starke,IN,108000,199,2018
Steuben,IN,140600,316,2018
Sullivan,IN,85500,85,2018
Switzerland,IN,110800,210,2018
Tippecanoe,IN,148800,336,2018
Tipton,IN,106200,191,2018
Union,IN,112100,215,2018
Vanderburgh,IN,126400,276,2018
Vermillion,IN,77400,47,2018
Vigo,IN,92400,122,2018
Wabash,IN,97200,146,2018
Warren,IN,115400,232,2018
Warrick,IN,162700,373,2018
Washington,IN,113200,221,2018
Wayne,IN,97400,148,2018
Wells,IN,120700,253,2018
White,IN,110300,208,2018
Whitley,IN,138700,310,2018
Adair,IA,100100,163,2018
Adams,IA,86100,88,2018
Allamakee,IA,124900,271,2018
Appanoose,IA,78000,50,2018
Audubon,IA,71100,27,2018
Benton,IA,157800,360,2018
Black Hawk,IA,143100,323,2018
Boone,IA,131900,293,2018
Bremer,IA,162100,371,2018
Buchanan,IA,138000,309,2018
Buena Vista,IA,112700,218,2018
Butler,IA,115800,233,2018
Calhoun,IA,80000,59,2018
Carroll,IA,132700,295,2018
Cass,IA,97800,150,2018
Cedar,IA,150700,341,2018
Cerro Gordo,IA,124400,268,2018
Cherokee,IA,95200,137,2018
Chickasaw,IA,112000,215,2018
Clarke,IA,104700,183,2018
Clay,IA,120600,253,2018
Clayton,IA,121000,255,2018
Clinton,IA,114900,229,2018
Crawford,IA,90700,114,2018
Dallas,IA,231000,455,2018
Davis,IA,114000,226,2018
Decatur,IA,76800,46,2018
Delaware,IA,134200,298,2018
Des Moines,IA,103600,179,2018
Dickinson,IA,179300,406,2018
Dubuque,IA,160900,368,2018
Emmet,IA,86400,90,2018
Fayette,IA,94800,135,2018
Floyd,IA,104700,183,2018
Franklin,IA,88500,101,2018
Fremont,IA,102700,175,2018
Greene,IA,94300,133,2018
Grundy,IA,131200,290,2018
Guthrie,IA,115900,234,2018
Hamilton,IA,101600,170,2018
Hancock,IA,102900,176,2018
Hardin,IA,92900,125,2018
Harrison,IA,115200,231,2018
Henry,IA,108700,201,2018
Howard,IA,107600,197,2018
Humboldt,IA,102300,173,2018
Ida,IA,96200,142,2018
Iowa,IA,146400,331,2018
Jackson,IA,123500,265,2018
Jasper,IA,128000,282,2018
Jefferson,IA,109400,203,2018
Johnson,IA,216900,446,2018
Jones,IA,133000,295,2018
Keokuk,IA,88800,104,2018
Kossuth,IA,103600,179,2018
Lee,IA,93300,127,2018
Linn,IA,153700,349,2018
Louisa,IA,108500,201,2018
Lucas,IA,87600,96,2018
Lyon,IA,132400,294,2018
Madison,IA,166500,383,2018
Mahaska,IA,114000,226,2018
Marion,IA,152400,346,2018
Marshall,IA,105500,188,2018
Mills,IA,165200,378,2018
Mitchell,IA,114400,227,2018
Monona,IA,86700,91,2018
Monroe,IA,92500,123,2018
Montgomery,IA,83400,75,2018
Muscatine,IA,127100,279,2018
O'Brien,IA,111400,212,2018
Osceola,IA,91900,120,2018
Page,IA,91400,118,2018
Palo Alto,IA,100000,162,2018
Plymouth,IA,155900,356,2018
Pocahontas,IA,75400,41,2018
