county,state,sexRatio,sexRatioBucket,year
Davis,IA,98.0,240,2018
Decatur,IA,99.8,313,2018
Delaware,IA,101.4,364,2018
Des Moines,IA,95.2,118,2018
Dickinson,IA,99.7,309,2018
Dubuque,IA,97.3,207,2018
Emmet,IA,99.8,313,2018
Fayette,IA,100.7,344,2018
Floyd,IA,96.0,149,2018
Franklin,IA,99.8,313,2018
Fremont,IA,99.2,289,2018
Greene,IA,94.7,103,2018
Grundy,IA,98.0,240,2018
Guthrie,IA,99.9,317,2018
Hamilton,IA,95.4,125,2018
Hancock,IA,101.9,376,2018
Hardin,IA,100.0,321,2018
Harrison,IA,97.7,226,2018
Henry,IA,103.3,403,2018
Howard,IA,97.8,231,2018
Humboldt,IA,94.6,100,2018
Ida,IA,99.9,317,2018
Iowa,IA,98.7,269,2018
Jackson,IA,100.3,331,2018
Jasper,IA,102.5,388,2018
Jefferson,IA,101.6,370,2018
Johnson,IA,98.0,240,2018
Jones,IA,106.0,435,2018
Keokuk,IA,104.1,414,2018
Kossuth,IA,100.3,331,2018
Lee,IA,101.2,359,2018
Linn,IA,97.3,207,2018
Louisa,IA,104.1,414,2018
Lucas,IA,100.9,350,2018
Lyon,IA,104.5,420,2018
Madison,IA,102.1,381,2018
Mahaska,IA,102.7,392,2018
Marion,IA,97.3,207,2018
Marshall,IA,102.7,392,2018
Mills,IA,101.0,354,2018
Mitchell,IA,98.7,269,2018
Monona,IA,94.9,110,2018
Monroe,IA,107.0,443,2018
Montgomery,IA,92.1,42,2018
Muscatine,IA,100.0,321,2018
O'Brien,IA,100.2,328,2018
Osceola,IA,102.2,383,2018
Page,IA,106.5,440,2018
Palo Alto,IA,99.3,293,2018
Plymouth,IA,96.4,166,2018
Pocahontas,IA,96.3,161,2018
Polk,IA,97.1,197,2018
Pottawattamie,IA,96.5,170,2018
Poweshiek,IA,93.5,67,2018
Ringgold,IA,95.3,122,2018
Sac,IA,95.4,125,2018
Scott,IA,96.3,161,2018
Shelby,IA,96.2,156,2018
Sioux,IA,100.9,350,2018
Story,IA,108.7,455,2018
Tama,IA,98.4,259,2018
Taylor,IA,104.5,420,2018
Union,IA,94.9,110,2018
Van Buren,IA,104.9,425,2018
Wapello,IA,97.2,203,2018
Warren,IA,95.5,130,2018
Washington,IA,100.1,324,2018
Wayne,IA,97.0,192,2018
Webster,IA,106.7,441,2018
Winnebago,IA,96.5,170,2018
Winneshiek,IA,99.1,287,2018
Woodbury,IA,97.3,207,2018
Worth,IA,100.5,337,2018
Wright,IA,99.4,297,2018
Allen,KS,98.9,278,2018
Anderson,KS,100.3,331,2018
Atchison,KS,94.5,97,2018
Barber,KS,99.1,287,2018
Barton,KS,99.5,301,2018
Bourbon,KS,97.1,197,2018
Brown,KS,94.1,84,2018
Butler,KS,101.9,376,2018
Chase,KS,102.7,392,2018
Chautauqua,KS,109.1,457,2018
Cherokee,KS,96.8,183,2018
Cheyenne,KS,97.3,207,2018
Clark,KS,102.1,381,2018
Clay,KS,100.3,331,2018
Cloud,KS,99.7,309,2018
Coffey,KS,102.3,384,2018
Comanche,KS,105.1,427,2018
Cowley,KS,101.4,364,2018
Crawford,KS,99.7,309,2018
Decatur,KS,97.1,197,2018
Dickinson,KS,101.1,356,2018
Doniphan,KS,104.9,425,2018
Douglas,KS,98.0,240,2018
Edwards,KS,104.4,418,2018
Elk,KS,96.5,170,2018
Ellis,KS,99.4,297,2018
Ellsworth,KS,138.5,503,2018
Finney,KS,105.1,427,2018
Ford,KS,107.9,450,2018
Franklin,KS,96.7,179,2018
Geary,KS,113.4,475,2018
Gove,KS,98.3,255,2018
Graham,KS,102.8,395,2018
Grant,KS,109.9,461,2018
Gray,KS,100.4,335,2018
Greeley,KS,93.9,78,2018
Greenwood,KS,101.8,374,2018
Hamilton,KS,107.1,444,2018
Harper,KS,103.4,404,2018
Harvey,KS,99.1,287,2018
Haskell,KS,98.3,255,2018
Hodgeman,KS,104.4,418,2018
Jackson,KS,99.5,301,2018
Jefferson,KS,102.9,398,2018
Jewell,KS,103.3,403,2018
Johnson,KS,96.1,151,2018
Kearny,KS,96.8,183,2018
Kingman,KS,100.8,347,2018
Kiowa,KS,95.5,130,2018
Labette,KS,97.8,231,2018
Lane,KS,107.3,446,2018
Leavenworth,KS,115.7,481,2018
Lincoln,KS,104.8,423,2018
Linn,KS,99.3,293,2018
Logan,KS,99.0,282,2018
Lyon,KS,95.4,125,2018
McPherson,KS,97.8,231,2018
Marion,KS,98.5,263,2018
Marshall,KS,101.0,354,2018
Meade,KS,99.9,317,2018
Miami,KS,97.9,236,2018
Mitchell,KS,103.4,404,2018
Montgomery,KS,99.1,287,2018
Morris,KS,97.9,236,2018
Morton,KS,104.3,417,2018
Nemaha,KS,102.7,392,2018
Neosho,KS,96.6,174,2018
Ness,KS,102.1,381,2018
Norton,KS,123.9,496,2018
Osage,KS,100.7,344,2018
Osborne,KS,100.6,341,2018
Ottawa,KS,106.4,439,2018
Pawnee,KS,128.2,498,2018
Phillips,KS,95.9,145,2018
Pottawatomie,KS,99.6,304,2018
Pratt,KS,99.7,309,2018
Rawlins,KS,105.2,429,2018
Reno,KS,101.4,364,2018
Republic,KS,94.0,81,2018
Rice,KS,98.5,263,2018
Riley,KS,112.8,473,2018
Rooks,KS,93.2,60,2018
Rush,KS,96.2,156,2018
Russell,KS,97.9,236,2018
Saline,KS,99.2,289,2018
Scott,KS,98.8,274,2018
Sedgwick,KS,97.8,231,2018
Seward,KS,104.6,421,2018
Shawnee,KS,93.9,78,2018
Sheridan,KS,103.6,407,2018
Sherman,KS,101.3,361,2018
Smith,KS,97.6,221,2018
Stafford,KS,104.9,425,2018
Stanton,KS,104.7,422,2018
Stevens,KS,102.8,395,2018
Sumner,KS,99.6,304,2018
Thomas,KS,95.2,118,2018
Trego,KS,103.0,399,2018
Wabaunsee,KS,103.1,400,2018
Wallace,KS,100.6,341,2018
Washington,KS,106.1,436,2018
Wichita,KS,90.7,27,2018
Wilson,KS,96.8,183,2018
Woodson,KS,99.7,309,2018
Wyandotte,KS,97.9,236,2018
Adair,KY,98.0,240,2018
Allen,KY,98.9,278,2018
Anderson,KY,95.9,145,2018
Ballard,KY,97.4,212,2018
Barren,KY,94.0,81,2018
Bath,KY,98.8,274,2018
Bell,KY,96.1,151,2018
Boone,KY,98.5,263,2018
Bourbon,KY,92.3,45,2018
Boyd,KY,99.3,293,2018
Boyle,KY,99.3,293,2018
Bracken,KY,101.5,367,2018
Breathitt,KY,100.6,341,2018
Breckinridge,KY,101.0,354,2018
Bullitt,KY,99.5,301,2018
Butler,KY,101.2,359,2018
Caldwell,KY,94.0,81,2018
Calloway,KY,94.3,90,2018
Campbell,KY,95.7,137,2018
Carlisle,KY,93.9,78,2018
Carroll,KY,103.8,410,2018
Carter,KY,97.0,192,2018
Casey,KY,96.0,149,2018
Christian,KY,113.5,476,2018
Clark,KY,96.0,149,2018
Clay,KY,110.5,465,2018
Clinton,KY,99.2,289,2018
Crittenden,KY,102.3,384,2018
Cumberland,KY,96.1,151,2018
Daviess,KY,95.2,118,2018
Edmonson,KY,101.1,356,2018
Elliott,KY,132.6,500,2018
Estill,KY,98.5,263,2018
Fayette,KY,96.4,166,2018
Fleming,KY,97.4,212,2018
Floyd,KY,95.8,142,2018
Franklin,KY,94.1,84,2018
Fulton,KY,99.8,313,2018
Gallatin,KY,105.7,433,2018
Garrard,KY,95.7,137,2018
Grant,KY,97.8,231,2018
Graves,KY,96.8,183,2018
Grayson,KY,99.8,313,2018
Green,KY,95.8,142,2018
Greenup,KY,94.9,110,2018
Hancock,KY,106.4,439,2018
Hardin,KY,98.8,274,2018
Harlan,KY,93.8,75,2018
Harrison,KY,96.1,151,2018
Hart,KY,96.9,188,2018
Henderson,KY,93.8,75,2018
Henry,KY,97.7,226,2018
Hickman,KY,87.6,8,2018
Hopkins,KY,94.8,105,2018
Jackson,KY,99.1,287,2018
Jefferson,KY,93.6,70,2018
Jessamine,KY,94.6,100,2018
Johnson,KY,96.2,156,2018
Kenton,KY,97.8,231,2018
Knott,KY,98.4,259,2018
Knox,KY,95.0,113,2018
Larue,KY,98.6,266,2018
Laurel,KY,95.6,134,2018
Lawrence,KY,100.2,328,2018
Lee,KY,107.7,448,2018
Leslie,KY,93.7,72,2018
Letcher,KY,95.7,137,2018
Lewis,KY,99.1,287,2018
Lincoln,KY,96.0,149,2018
Livingston,KY,99.8,313,2018
Logan,KY,96.0,149,2018
Lyon,KY,121.8,492,2018
McCracken,KY,91.5,35,2018
McCreary,KY,119.8,489,2018
McLean,KY,97.3,207,2018
Madison,KY,95.2,118,2018
Magoffin,KY,100.5,337,2018
Marion,KY,102.8,395,2018
Marshall,KY,96.9,188,2018
Martin,KY,123.4,495,2018
Mason,KY,97.9,236,2018
Meade,KY,102.7,392,2018
Menifee,KY,114.6,478,2018
Mercer,KY,97.1,197,2018
Metcalfe,KY,96.9,188,2018
Monroe,KY,102.0,379,2018
Montgomery,KY,95.2,118,2018
Morgan,KY,126.7,498,2018
Muhlenberg,KY,96.8,183,2018
Nelson,KY,98.2,251,2018
Nicholas,KY,90.3,23,2018
Ohio,KY,98.8,274,2018
Oldham,KY,110.6,466,2018
Owen,KY,97.6,221,2018
Owsley,KY,77.4,0,2018
Pendleton,KY,102.8,395,2018
Perry,KY,97.3,207,2018
Pike,KY,95.3,122,2018
Powell,KY,96.4,166,2018
Pulaski,KY,96.6,174,2018
Robertson,KY,115.2,480,2018
Rockcastle,KY,94.4,93,2018
Rowan,KY,92.4,46,2018
Russell,KY,95.8,142,2018
Scott,KY,98.2,251,2018
Shelby,KY,93.5,67,2018
Simpson,KY,97.7,226,2018
Spencer,KY,103.4,404,2018
Taylor,KY,96.5,170,2018
Todd,KY,96.0,149,2018
Trigg,KY,97.4,212,2018
Trimble,KY,96.3,161,2018
Union,KY,105.4,430,2018
Warren,KY,95.8,142,2018
Washington,KY,95.3,122,2018
Wayne,KY,97.1,197,2018
Webster,KY,96.4,166,2018
Whitley,KY,95.9,145,2018
Wolfe,KY,99.1,287,2018
Woodford,KY,92.8,51,2018
Acadia,LA,95.1,116,2018
Allen,LA,132.8,500,2018
Ascension,LA,98.1,245,2018
Assumption,LA,94.0,81,2018
Avoyelles,LA,101.6,370,2018
Beauregard,LA,103.6,407,2018
Bienville,LA,91.3,32,2018
Bossier,LA,97.8,231,2018
Caddo,LA,90.3,23,2018
Calcasieu,LA,95.1,116,2018
Caldwell,LA,111.8,470,2018
Cameron,LA,95.6,134,2018
Catahoula,LA,111.4,469,2018
Claiborne,LA,132.5,500,2018
Concordia,LA,104.1,414,2018
De Soto,LA,93.8,75,2018
East Baton Rouge,LA,92.0,41,2018
East Carroll,LA,153.3,507,2018
East Feliciana,LA,122.0,492,2018
Evangeline,LA,103.9,411,2018
Franklin,LA,96.5,170,2018
Grant,LA,130.6,499,2018
Iberia,LA,95.5,130,2018
Iberville,LA,102.2,383,2018
Jackson,LA,103.0,399,2018
Jefferson,LA,94.2,86,2018
Jefferson Davis,LA,98.2,251,2018
Lafayette,LA,95.3,122,2018
Lafourche,LA,96.6,174,2018
LaSalle,LA,107.1,444,2018
Lincoln,LA,94.8,105,2018
Livingston,LA,96.5,170,2018
Madison,LA,99.0,282,2018
Morehouse,LA,91.9,40,2018
Natchitoches,LA,91.5,35,2018
Orleans,LA,90.8,28,2018
Ouachita,LA,92.2,43,2018
Plaquemines,LA,98.8,274,2018
Pointe Coupee,LA,91.9,40,2018
Rapides,LA,93.8,75,2018
Red River,LA,89.4,17,2018
Richland,LA,94.6,100,2018
Sabine,LA,98.1,245,2018
St. Bernard,LA,96.2,156,2018
St. Charles,LA,98.2,251,2018
St. Helena,LA,93.8,75,2018
St. James,LA,92.6,48,2018
St. John the Baptist,LA,96.3,161,2018
St. Landry,LA,92.7,50,2018
St. Martin,LA,96.9,188,2018
St. Mary,LA,98.0,240,2018
St. Tammany,LA,94.3,90,2018
Tangipahoa,LA,94.0,81,2018
Tensas,LA,96.9,188,2018
Terrebonne,LA,96.5,170,2018
Union,LA,98.1,245,2018
Vermilion,LA,94.7,103,2018
Vernon,LA,113.6,476,2018
Washington,LA,97.7,226,2018
Webster,LA,94.4,93,2018
West Baton Rouge,LA,99.0,282,2018
West Carroll,LA,104.2,416,2018
West Feliciana,LA,175.8,510,2018
Winn,LA,114.4,478,2018
Androscoggin,ME,95.6,134,2018
Aroostook,ME,97.7,226,2018
Cumberland,ME,94.4,93,2018
Franklin,ME,95.3,122,2018
Hancock,ME,93.6,70,2018
Kennebec,ME,94.8,105,2018
Knox,ME,97.9,236,2018
Lincoln,ME,95.3,122,2018
Oxford,ME,97.6,221,2018
Penobscot,ME,98.2,251,2018
Piscataquis,ME,99.9,317,2018
Sagadahoc,ME,95.5,130,2018
Somerset,ME,97.9,236,2018
Waldo,ME,96.4,166,2018
Washington,ME,97.1,197,2018
York,ME,95.2,118,2018
Allegany,MD,109.7,460,2018
Anne Arundel,MD,98.1,245,2018
Baltimore,MD,90.2,22,2018
Calvert,MD,99.0,282,2018
Caroline,MD,95.1,116,2018
Carroll,MD,97.8,231,2018
Cecil,MD,99.6,304,2018
Charles,MD,93.2,60,2018
Dorchester,MD,90.6,26,2018
Frederick,MD,97.3,207,2018
Garrett,MD,98.3,255,2018
Harford,MD,95.7,137,2018
Howard,MD,95.8,142,2018
Kent,MD,91.2,31,2018
Montgomery,MD,93.4,64,2018
Prince George's,MD,92.9,53,2018
Queen Anne's,MD,98.0,240,2018
St. Mary's,MD,99.2,289,2018
Somerset,MD,116.2,483,2018
Talbot,MD,90.0,21,2018
Washington,MD,103.2,402,2018
Wicomico,MD,90.5,26,2018
Worcester,MD,96.2,156,2018
Baltimore City,MD,88.6,13,2018
Barnstable,MA,91.6,36,2018
Berkshire,MA,93.7,72,2018
Bristol,MA,93.9,78,2018
Dukes,MA,95.9,145,2018
Essex,MA,93.1,57,2018
Franklin,MA,95.2,118,2018
Hampden,MA,93.4,64,2018
Hampshire,MA,88.0,10,2018
Middlesex,MA,95.6,134,2018
Nantucket,MA,103.7,409,2018
Norfolk,MA,92.4,46,2018
Plymouth,MA,94.7,103,2018
Suffolk,MA,93.6,70,2018
Worcester,MA,97.3,207,2018
Alcona,MI,101.6,370,2018
Alger,MI,124.8,497,2018
Allegan,MI,99.9,317,2018
Alpena,MI,97.1,197,2018
Antrim,MI,98.7,269,2018
Arenac,MI,102.6,390,2018
Baraga,MI,124.6,496,2018
Barry,MI,101.5,367,2018
Bay,MI,96.6,174,2018
Benzie,MI,99.3,293,2018
Berrien,MI,95.8,142,2018
Branch,MI,106.6,440,2018
Calhoun,MI,95.8,142,2018
Cass,MI,100.5,337,2018
Charlevoix,MI,97.0,192,2018
Cheboygan,MI,99.9,317,2018
Chippewa,MI,122.0,492,2018
Clare,MI,98.1,245,2018
Clinton,MI,97.9,236,2018
Crawford,MI,104.2,416,2018
Delta,MI,98.9,278,2018
Dickinson,MI,99.5,301,2018
Eaton,MI,95.6,134,2018
Emmet,MI,97.5,216,2018
Genesee,MI,93.1,57,2018
Gladwin,MI,101.5,367,2018
Gogebic,MI,117.4,485,2018
Grand Traverse,MI,97.8,231,2018
Gratiot,MI,114.9,479,2018
Hillsdale,MI,99.0,282,2018
Houghton,MI,117.8,486,2018
Huron,MI,99.0,282,2018
Ingham,MI,94.9,110,2018
Ionia,MI,113.0,473,2018
Iosco,MI,99.3,293,2018
Iron,MI,99.6,304,2018
Isabella,MI,94.4,93,2018
Jackson,MI,104.5,420,2018
Kalamazoo,MI,95.9,145,2018
Kalkaska,MI,104.1,414,2018
Kent,MI,97.0,192,2018
Keweenaw,MI,109.0,456,2018
Lake,MI,104.1,414,2018
Lapeer,MI,103.4,404,2018
Leelanau,MI,98.6,266,2018
Lenawee,MI,102.4,386,2018
Livingston,MI,100.7,344,2018
Luce,MI,142.8,504,2018
Mackinac,MI,102.0,379,2018
Macomb,MI,94.8,105,2018
Manistee,MI,107.4,447,2018
Marquette,MI,101.4,364,2018
Mason,MI,98.2,251,2018
Mecosta,MI,102.0,379,2018
Menominee,MI,102.9,398,2018
Midland,MI,96.6,174,2018
Missaukee,MI,104.5,420,2018
Monroe,MI,97.5,216,2018
Montcalm,MI,106.5,440,2018
Montmorency,MI,101.5,367,2018
Muskegon,MI,99.0,282,2018
Newaygo,MI,100.7,344,2018
Oakland,MI,95.4,125,2018
Oceana,MI,103.1,400,2018
Ogemaw,MI,100.3,331,2018
Ontonagon,MI,104.8,423,2018
Osceola,MI,102.1,381,2018
Oscoda,MI,105.6,432,2018
Otsego,MI,97.8,231,2018
Ottawa,MI,97.6,221,2018
Presque Isle,MI,99.6,304,2018
Roscommon,MI,98.6,266,2018
Saginaw,MI,94.3,90,2018
St. Clair,MI,98.8,274,2018
St. Joseph,MI,98.8,274,2018
Sanilac,MI,98.5,263,2018
Schoolcraft,MI,97.5,216,2018
Shiawassee,MI,97.4,212,2018
Tuscola,MI,100.8,347,2018
Van Buren,MI,98.9,278,2018
Washtenaw,MI,98.3,255,2018
Wayne,MI,92.8,51,2018
Wexford,MI,100.1,324,2018
Aitkin,MN,103.5,406,2018
Anoka,MN,100.1,324,2018
Becker,MN,98.8,274,2018
Beltrami,MN,98.7,269,2018
Benton,MN,100.0,321,2018
Big Stone,MN,97.6,221,2018
Blue Earth,MN,101.0,354,2018
Brown,MN,100.8,347,2018
Carlton,MN,109.4,459,2018
Carver,MN,98.4,259,2018
Cass,MN,104.0,412,2018
Chippewa,MN,98.5,263,2018
Chisago,MN,107.3,446,2018
Clay,MN,97.5,216,2018
Clearwater,MN,104.5,420,2018
Cook,MN,98.2,251,2018
Cottonwood,MN,99.2,289,2018
Crow Wing,MN,100.2,328,2018
Dakota,MN,97.0,192,2018
Dodge,MN,100.8,347,2018
Douglas,MN,100.1,324,2018
Faribault,MN,100.0,321,2018
Fillmore,MN,100.9,350,2018
Freeborn,MN,99.4,297,2018
Goodhue,MN,99.9,317,2018
Grant,MN,103.5,406,2018
Hennepin,MN,97.7,226,2018
Houston,MN,100.4,335,2018
Hubbard,MN,102.3,384,2018
Isanti,MN,102.4,386,2018
Itasca,MN,102.8,395,2018
Jackson,MN,101.8,374,2018
Kanabec,MN,103.3,403,2018
Kandiyohi,MN,101.0,354,2018
Kittson,MN,102.9,398,2018
Koochiching,MN,100.2,328,2018
Lac qui Parle,MN,99.4,297,2018
Lake,MN,105.6,432,2018
Lake of the Woods,MN,115.0,479,2018
Le Sueur,MN,101.7,373,2018
Lincoln,MN,100.1,324,2018
Lyon,MN,98.0,240,2018
McLeod,MN,100.1,324,2018
Mahnomen,MN,98.2,251,2018
Marshall,MN,102.8,395,2018
Martin,MN,101.7,373,2018
Meeker,MN,103.3,403,2018
Mille Lacs,MN,100.0,321,2018
Morrison,MN,102.0,379,2018
Mower,MN,102.5,388,2018
Murray,MN,99.7,309,2018
Nicollet,MN,100.5,337,2018
Nobles,MN,106.0,435,2018
Norman,MN,102.8,395,2018
Olmsted,MN,95.7,137,2018
Otter Tail,MN,101.9,376,2018
Pennington,MN,98.9,278,2018
Pine,MN,116.1,482,2018
Pipestone,MN,93.6,70,2018
Polk,MN,102.2,383,2018
Pope,MN,102.7,392,2018
Ramsey,MN,95.0,113,2018
Red Lake,MN,103.0,399,2018
Redwood,MN,101.4,364,2018
Renville,MN,103.7,409,2018
Rice,MN,104.3,417,2018
Rock,MN,96.6,174,2018
Roseau,MN,107.3,446,2018
St. Louis,MN,100.9,350,2018
Scott,MN,99.2,289,2018
Sherburne,MN,104.6,421,2018
Sibley,MN,103.1,400,2018
Stearns,MN,101.3,361,2018
Steele,MN,98.2,251,2018
Stevens,MN,100.7,344,2018
Swift,MN,100.9,350,2018
Todd,MN,105.8,434,2018
Traverse,MN,97.1,197,2018
Wabasha,MN,100.5,337,2018
Wadena,MN,97.2,203,2018
Waseca,MN,91.8,39,2018
Washington,MN,97.9,236,2018
Watonwan,MN,97.2,203,2018
Wilkin,MN,102.8,395,2018
Winona,MN,98.2,251,2018
Wright,MN,101.6,370,2018
Yellow Medicine,MN,105.1,427,2018
Adams,MS,105.8,434,2018
Alcorn,MS,96.8,183,2018
Amite,MS,93.0,55,2018
Attala,MS,90.5,26,2018
Benton,MS,99.8,313,2018
Bolivar,MS,89.2,15,2018
Calhoun,MS,92.2,43,2018
Carroll,MS,102.1,381,2018
Chickasaw,MS,93.1,57,2018
Choctaw,MS,100.7,344,2018
Claiborne,MS,89.7,18,2018
Clarke,MS,87.7,9,2018
Clay,MS,86.3,6,2018
Coahoma,MS,86.0,5,2018
Copiah,MS,91.3,32,2018
Covington,MS,94.0,81,2018
DeSoto,MS,93.6,70,2018
Forrest,MS,90.8,28,2018
Franklin,MS,91.5,35,2018
George,MS,102.6,390,2018
Greene,MS,153.0,507,2018
Grenada,MS,90.4,24,2018
Hancock,MS,95.4,125,2018
Harrison,MS,97.0,192,2018
Hinds,MS,87.6,8,2018
Holmes,MS,91.5,35,2018
Humphreys,MS,87.7,9,2018
Issaquena,MS,154.9,507,2018
Itawamba,MS,101.4,364,2018
Jackson,MS,97.4,212,2018
Jasper,MS,94.9,110,2018
Jefferson,MS,98.3,255,2018
Jefferson Davis,MS,93.1,57,2018
Jones,MS,95.0,113,2018
Kemper,MS,104.7,422,2018
Lafayette,MS,94.5,97,2018
Lamar,MS,91.4,33,2018
Lauderdale,MS,94.7,103,2018
Lawrence,MS,94.3,90,2018
Leake,MS,101.7,373,2018
Lee,MS,91.3,32,2018
Leflore,MS,87.6,8,2018
Lincoln,MS,89.4,17,2018
Lowndes,MS,91.3,32,2018
Madison,MS,91.8,39,2018
Marion,MS,94.3,90,2018
Marshall,MS,98.3,255,2018
Monroe,MS,91.3,32,2018
Montgomery,MS,87.8,10,2018
Neshoba,MS,90.9,28,2018
Newton,MS,89.1,14,2018
Noxubee,MS,89.9,20,2018
Oktibbeha,MS,101.0,354,2018
Panola,MS,93.5,67,2018
Pearl River,MS,97.8,231,2018
Perry,MS,94.5,97,2018
Pike,MS,90.1,22,2018
Pontotoc,MS,95.6,134,2018
Prentiss,MS,94.2,86,2018
Quitman,MS,89.2,15,2018
Rankin,MS,93.4,64,2018
Scott,MS,95.4,125,2018
Sharkey,MS,90.8,28,2018
Simpson,MS,94.0,81,2018
Smith,MS,95.5,130,2018
Stone,MS,104.0,412,2018
Sunflower,MS,110.5,465,2018
Tallahatchie,MS,126.2,498,2018
Tate,MS,94.3,90,2018
Tippah,MS,94.3,90,2018
Tishomingo,MS,95.0,113,2018
Tunica,MS,84.5,3,2018
Union,MS,96.7,179,2018
Walthall,MS,94.9,110,2018
Warren,MS,91.0,29,2018
Washington,MS,87.8,10,2018
Wayne,MS,97.3,207,2018
Webster,MS,95.0,113,2018
Wilkinson,MS,115.4,481,2018
Winston,MS,95.0,113,2018
Yalobusha,MS,96.0,149,2018
Yazoo,MS,125.0,497,2018
Adair,MO,93.2,60,2018
Andrew,MO,100.4,335,2018
Atchison,MO,98.5,263,2018
Audrain,MO,84.3,2,2018
Barry,MO,100.9,350,2018
Barton,MO,98.0,240,2018
Bates,MO,95.9,145,2018
Benton,MO,97.1,197,2018
Bollinger,MO,100.0,321,2018
Boone,MO,94.6,100,2018
Buchanan,MO,100.7,344,2018
Butler,MO,95.0,113,2018
Caldwell,MO,102.7,392,2018
Callaway,MO,104.1,414,2018
Camden,MO,98.1,245,2018
Cape Girardeau,MO,93.9,78,2018
Carroll,MO,95.9,145,2018
Carter,MO,94.4,93,2018
Cass,MO,96.3,161,2018
Cedar,MO,99.8,313,2018
Chariton,MO,99.5,301,2018
Christian,MO,94.7,103,2018
Clark,MO,102.8,395,2018
Clay,MO,96.2,156,2018
Clinton,MO,100.6,341,2018
Cole,MO,101.9,376,2018
Cooper,MO,109.6,460,2018
Crawford,MO,97.2,203,2018
Dade,MO,104.8,423,2018
Dallas,MO,99.1,287,2018
Daviess,MO,101.7,373,2018
DeKalb,MO,172.1,510,2018
Dent,MO,98.5,263,2018
Douglas,MO,100.4,335,2018
Dunklin,MO,92.5,47,2018
Franklin,MO,99.8,313,2018
Gasconade,MO,100.0,321,2018
Gentry,MO,93.4,64,2018
Greene,MO,94.8,105,2018
Grundy,MO,95.6,134,2018
Harrison,MO,99.3,293,2018
Henry,MO,95.7,137,2018
Hickory,MO,94.5,97,2018
Holt,MO,97.3,207,2018
Howard,MO,99.4,297,2018
Howell,MO,96.0,149,2018
Iron,MO,96.9,188,2018
Jackson,MO,93.6,70,2018
Jasper,MO,95.4,125,2018
Jefferson,MO,98.6,266,2018
Johnson,MO,106.7,441,2018
Knox,MO,101.4,364,2018
Laclede,MO,98.0,240,2018
Lafayette,MO,97.7,226,2018
Lawrence,MO,99.3,293,2018
Lewis,MO,103.5,406,2018
Lincoln,MO,98.2,251,2018
Linn,MO,92.7,50,2018
Livingston,MO,82.5,2,2018
McDonald,MO,104.0,412,2018
Macon,MO,101.5,367,2018
Madison,MO,98.3,255,2018
Maries,MO,100.3,331,2018
Marion,MO,92.1,42,2018
Mercer,MO,100.2,328,2018
Miller,MO,96.7,179,2018
Mississippi,MO,122.7,494,2018
Moniteau,MO,111.5,469,2018
Monroe,MO,103.5,406,2018
Montgomery,MO,99.7,309,2018
Morgan,MO,97.6,221,2018
New Madrid,MO,92.5,47,2018
Newton,MO,99.1,287,2018
Nodaway,MO,99.1,287,2018
Oregon,MO,101.0,354,2018
Osage,MO,108.1,451,2018
Ozark,MO,98.9,278,2018
Pemiscot,MO,89.0,14,2018
Perry,MO,97.6,221,2018
Pettis,MO,97.5,216,2018
Phelps,MO,110.8,467,2018
Pike,MO,123.5,495,2018
Platte,MO,97.2,203,2018
Polk,MO,95.8,142,2018
Pulaski,MO,133.1,500,2018
Putnam,MO,98.5,263,2018
Ralls,MO,102.8,395,2018
Randolph,MO,110.6,466,2018
Ray,MO,99.0,282,2018
Reynolds,MO,105.2,429,2018
Ripley,MO,99.1,287,2018
St. Charles,MO,96.6,174,2018
St. Clair,MO,98.8,274,2018
Ste. Genevieve,MO,101.0,354,2018
St. Francois,MO,117.9,486,2018
St. Louis,MO,93.6,70,2018
Saline,MO,100.1,324,2018
Schuyler,MO,97.2,203,2018
Scotland,MO,96.0,149,2018
Scott,MO,93.5,67,2018
Shannon,MO,94.8,105,2018
Shelby,MO,101.1,356,2018
Stoddard,MO,94.8,105,2018
Stone,MO,95.6,134,2018
Sullivan,MO,93.5,67,2018
Taney,MO,93.9,78,2018
Texas,MO,109.1,457,2018
Vernon,MO,95.1,116,2018
Warren,MO,97.2,203,2018
Washington,MO,106.1,436,2018
Wayne,MO,96.7,179,2018
Webster,MO,104.2,416,2018
Worth,MO,92.6,48,2018
Wright,MO,97.5,216,2018
Beaverhead,MT,102.2,383,2018
Big Horn,MT,96.6,174,2018
Blaine,MT,100.3,331,2018
Broadwater,MT,104.1,414,2018
Carbon,MT,101.7,373,2018
Carter,MT,97.0,192,2018
Cascade,MT,102.0,379,2018
Chouteau,MT,96.2,156,2018
Custer,MT,101.1,356,2018
Daniels,MT,101.7,373,2018
Dawson,MT,113.1,474,2018
Deer Lodge,MT,113.4,475,2018
Fallon,MT,107.8,449,2018
Fergus,MT,101.6,370,2018
Flathead,MT,99.1,287,2018
Gallatin,MT,107.5,447,2018
Garfield,MT,112.9,473,2018
Glacier,MT,100.2,328,2018
Golden Valley,MT,96.2,156,2018
Granite,MT,107.8,449,2018
Hill,MT,101.8,374,2018
Jefferson,MT,103.1,400,2018
Judith Basin,MT,118.5,487,2018
Lake,MT,98.1,245,2018
Lewis and Clark,MT,97.9,236,2018
Liberty,MT,101.1,356,2018
Lincoln,MT,100.0,321,2018
McCone,MT,103.2,402,2018
Madison,MT,107.7,448,2018
Meagher,MT,96.4,166,2018
