county,state,population,populationBucket,year
Sarpy,NE,143191,453,2021
Saunders,NE,17256,225,2021
Scotts Bluff,NE,28204,300,2021
Seward,NE,13966,190,2021
Sheridan,NE,4131,53,2021
Sherman,NE,2432,30,2021
Sioux,NE,837,6,2021
Stanton,NE,4545,60,2021
Thayer,NE,4004,51,2021
Thomas,NE,469,2,2021
Thurston,NE,4615,60,2021
Valley,NE,3241,41,2021
Washington,NE,16388,217,2021
Wayne,NE,7954,116,2021
Webster,NE,2750,34,2021
Wheeler,NE,621,3,2021
York,NE,11208,157,2021
Churchill,NV,19963,247,2021
Clark,NV,1771486,509,2021
Douglas,NV,42321,357,2021
Elko,NV,40715,353,2021
Esmeralda,NV,902,6,2021
Eureka,NV,1174,9,2021
Humboldt,NV,13169,181,2021
Lander,NV,4368,57,2021
Lincoln,NV,3813,48,2021
Lyon,NV,46914,368,2021
Mineral,NV,3743,46,2021
Nye,NV,42725,359,2021
Pershing,NV,5620,77,2021
Storey,NV,3429,43,2021
Washoe,NV,387681,489,2021
White Pine,NV,7651,110,2021
Carson,NV,47434,370,2021
Belknap,NH,53322,381,2021
Carroll,NH,43119,359,2021
Cheshire,NH,64242,398,2021
Coos,NH,26975,293,2021
Grafton,NH,78270,413,2021
Hillsborough,NH,345509,486,2021
Merrimack,NH,127662,444,2021
Rockingham,NH,260031,477,2021
Strafford,NH,109387,435,2021
Sullivan,NH,36251,338,2021
Atlantic,NJ,223171,472,2021
Bergen,NJ,775305,504,2021
Burlington,NJ,376021,487,2021
Camden,NJ,415630,490,2021
Cape May,NJ,80625,415,2021
Cumberland,NJ,121610,441,2021
Essex,NJ,671036,500,2021
Gloucester,NJ,243346,475,2021
Hudson,NJ,580934,497,2021
Hunterdon,NJ,108127,434,2021
Mercer,NJ,312266,483,2021
Middlesex,NJ,692993,501,2021
Monmouth,NJ,524449,495,2021
Morris,NJ,415377,490,2021
Ocean,NJ,491970,494,2021
Passaic,NJ,409899,490,2021
Salem,NJ,52504,379,2021
Somerset,NJ,278372,479,2021
Sussex,NJ,119838,441,2021
Union,NJ,451954,492,2021
Warren,NJ,90866,424,2021
Bernalillo,NM,546413,496,2021
Catron,NM,3227,41,2021
Chaves,NM,49944,375,2021
Cibola,NM,21529,260,2021
Colfax,NM,10459,148,2021
Curry,NM,37136,343,2021
De Baca,NM,1209,10,2021
Dona Ana,NM,170943,461,2021
Eddy,NM,46630,367,2021
Grant,NM,23388,273,2021
Guadalupe,NM,3643,45,2021
Harding,NM,468,1,2021
Hidalgo,NM,3326,42,2021
Lea,NM,53156,381,2021
Lincoln,NM,17007,224,2021
Los Alamos,NM,15546,208,2021
Luna,NM,19200,242,2021
McKinley,NM,54692,385,2021
Mora,NM,3795,48,2021
Otero,NM,53609,382,2021
Quay,NM,6876,96,2021
Rio Arriba,NM,32248,321,2021
Roosevelt,NM,14970,201,2021
Sandoval,NM,117441,440,2021
San Juan,NM,94424,427,2021
San Miguel,NM,23248,272,2021
Santa Fe,NM,129914,445,2021
Sierra,NM,9819,140,2021
Socorro,NM,13170,181,2021
Taos,NM,29016,304,2021
Torrance,NM,12418,171,2021
Union,NM,3342,42,2021
Valencia,NM,60362,393,2021
Albany,NY,263640,478,2021
Allegany,NY,38262,346,2021
Bronx,NY,1143223,507,2021
Broome,NY,164707,459,2021
Cattaraugus,NY,62002,394,2021
Cayuga,NY,63381,396,2021
Chautauqua,NY,105099,432,2021
Chemung,NY,68659,403,2021
Chenango,NY,38681,347,2021
Clinton,NY,67272,402,2021
Columbia,NY,52544,380,2021
Cortland,NY,39188,348,2021
Delaware,NY,38310,346,2021
Dutchess,NY,247366,475,2021
Erie,NY,779417,504,2021
Essex,NY,32320,322,2021
Franklin,NY,39950,351,2021
Fulton,NY,43910,362,2021
Genesee,NY,47679,370,2021
Greene,NY,40996,354,2021
Hamilton,NY,4461,58,2021
Herkimer,NY,49673,374,2021
Jefferson,NY,91862,424,2021
Kings,NY,2151134,510,2021
Lewis,NY,21192,257,2021
Livingston,NY,52568,380,2021
Madison,NY,56956,389,2021
Monroe,NY,618573,499,2021
Montgomery,NY,39374,349,2021
Nassau,NY,1126547,507,2021
New York,NY,1450951,508,2021
Niagara,NY,175239,461,2021
Oneida,NY,188064,465,2021
Onondaga,NY,384967,488,2021
Ontario,NY,92328,425,2021
Orange,NY,308212,482,2021
Orleans,NY,33760,328,2021
Oswego,NY,96071,428,2021
Otsego,NY,50598,376,2021
Putnam,NY,81276,416,2021
Queens,NY,1961678,510,2021
Rensselaer,NY,133502,447,2021
Richmond,NY,398114,489,2021
Rockland,NY,250450,475,2021
St. Lawrence,NY,89538,423,2021
Saratoga,NY,194402,467,2021
Schenectady,NY,127230,444,2021
Schoharie,NY,25239,284,2021
Schuyler,NY,14899,200,2021
Seneca,NY,27797,297,2021
Steuben,NY,76148,411,2021
Suffolk,NY,1243326,508,2021
Sullivan,NY,63516,396,2021
Tioga,NY,39741,350,2021
Tompkins,NY,92253,425,2021
Ulster,NY,153723,455,2021
Warren,NY,55400,386,2021
Washington,NY,51336,377,2021
Wayne,NY,73932,408,2021
Westchester,NY,807531,504,2021
Wyoming,NY,33464,326,2021
Yates,NY,19796,246,2021
Alamance,NC,135622,448,2021
Alexander,NC,30186,311,2021
Alleghany,NC,9291,132,2021
Anson,NC,18408,235,2021
Ashe,NC,22622,269,2021
Avery,NC,15564,208,2021
Beaufort,NC,36946,342,2021
Bertie,NC,15441,207,2021
Bladen,NC,24679,280,2021
Brunswick,NC,116190,439,2021
Buncombe,NC,223496,472,2021
Burke,NC,73496,408,2021
Cabarrus,NC,171792,461,2021
Caldwell,NC,66312,400,2021
Camden,NC,8200,119,2021
Carteret,NC,57614,390,2021
Caswell,NC,19044,240,2021
Catawba,NC,128954,445,2021
Chatham,NC,62132,394,2021
Cherokee,NC,24407,279,2021
Chowan,NC,11310,159,2021
Clay,NC,9455,135,2021
Cleveland,NC,79621,414,2021
Columbus,NC,42070,357,2021
Craven,NC,81654,417,2021
Cumberland,NC,258508,477,2021
Currituck,NC,22058,265,2021
Dare,NC,30669,313,2021
Davidson,NC,135754,449,2021
Davie,NC,34892,333,2021
Duplin,NC,39331,349,2021
Durham,NC,260662,477,2021
Edgecombe,NC,39865,351,2021
Forsyth,NC,303584,481,2021
Franklin,NC,54476,384,2021
Gaston,NC,181085,463,2021
Gates,NC,8622,125,2021
Graham,NC,6742,94,2021
Granville,NC,50111,375,2021
Greene,NC,16769,222,2021
Guilford,NC,430748,491,2021
Halifax,NC,39912,351,2021
Harnett,NC,102068,431,2021
Haywood,NC,51831,378,2021
Henderson,NC,96649,429,2021
Hertford,NC,18317,234,2021
Hoke,NC,39233,349,2021
Hyde,NC,3875,49,2021
Iredell,NC,146984,454,2021
Jackson,NC,36711,341,2021
Johnston,NC,163564,459,2021
Jones,NC,7792,113,2021
Lee,NC,49249,373,2021
Lenoir,NC,44299,362,2021
Lincoln,NC,69967,405,2021
McDowell,NC,36667,341,2021
Macon,NC,30788,313,2021
Madison,NC,17972,231,2021
Martin,NC,18132,232,2021
Mecklenburg,NC,870283,505,2021
Mitchell,NC,12601,173,2021
Montgomery,NC,20892,255,2021
Moore,NC,79513,414,2021
Nash,NC,76465,411,2021
New Hanover,NC,188333,465,2021
Northampton,NC,15117,203,2021
Onslow,NC,156734,456,2021
Orange,NC,122539,441,2021
Pamlico,NC,10762,152,2021
Pasquotank,NC,32177,321,2021
Pender,NC,48338,372,2021
Perquimans,NC,10845,152,2021
Person,NC,31938,319,2021
Pitt,NC,138477,450,2021
Polk,NC,16655,220,2021
Randolph,NC,115544,438,2021
Richmond,NC,34322,331,2021
Robeson,NC,92327,425,2021
Rockingham,NC,74934,409,2021
Rowan,NC,117148,439,2021
Rutherford,NC,52878,380,2021
Sampson,NC,46595,367,2021
Scotland,NC,27075,293,2021
Stanly,NC,50210,375,2021
Stokes,NC,37391,344,2021
Surry,NC,57933,390,2021
Swain,NC,11218,157,2021
Transylvania,NC,28306,301,2021
Tyrrell,NC,2977,37,2021
Union,NC,181721,464,2021
Vance,NC,33707,327,2021
Wake,NC,878890,505,2021
Warren,NC,16018,213,2021
Washington,NC,9392,134,2021
Watauga,NC,48149,371,2021
Wayne,NC,92998,425,2021
Wilkes,NC,54192,384,2021
Wilson,NC,62717,395,2021
Yadkin,NC,30425,311,2021
Yancey,NC,15403,206,2021
Adams,ND,1799,19,2021
Barnes,ND,8970,128,2021
Benson,ND,4099,53,2021
Billings,ND,662,3,2021
Bottineau,ND,5227,70,2021
Bowman,ND,2347,28,2021
Burke,ND,1648,16,2021
Burleigh,ND,77349,412,2021
Cass,ND,145338,453,2021
Cavalier,ND,2971,36,2021
Dickey,ND,3939,50,2021
Divide,ND,1745,18,2021
Dunn,ND,3194,40,2021
Eddy,ND,1931,21,2021
Emmons,ND,2734,34,2021
Foster,ND,2686,32,2021
Golden Valley,ND,1497,13,2021
Grand Forks,ND,59171,391,2021
Grant,ND,1889,20,2021
Griggs,ND,1843,19,2021
Hettinger,ND,2032,23,2021
Kidder,ND,1868,20,2021
LaMoure,ND,3304,42,2021
Logan,ND,1510,14,2021
McHenry,ND,4260,55,2021
McIntosh,ND,2152,25,2021
McKenzie,ND,9639,137,2021
McLean,ND,7775,113,2021
Mercer,ND,6763,94,2021
Morton,ND,26127,289,2021
Mountrail,ND,7214,103,2021
Nelson,ND,2493,30,2021
Oliver,ND,1411,12,2021
Pembina,ND,5617,77,2021
Pierce,ND,3215,40,2021
Ramsey,ND,9099,129,2021
Ransom,ND,4497,59,2021
Renville,ND,1795,18,2021
Richland,ND,13266,182,2021
Rolette,ND,8746,126,2021
Sargent,ND,3137,39,2021
Sheridan,ND,1147,9,2021
Sioux,ND,2709,33,2021
Slope,ND,644,3,2021
Stark,ND,24859,282,2021
Steele,ND,1461,13,2021
Stutsman,ND,17789,230,2021
Towner,ND,1750,18,2021
Traill,ND,6434,88,2021
Walsh,ND,8432,123,2021
Ward,ND,54683,385,2021
Wells,ND,3224,40,2021
Williams,ND,27880,298,2021
Adams,OH,21802,262,2021
Allen,OH,81228,416,2021
Ashland,OH,42093,357,2021
Ashtabula,OH,78701,413,2021
Athens,OH,54985,386,2021
Auglaize,OH,36410,340,2021
Belmont,OH,55990,387,2021
Brown,OH,34871,333,2021
Butler,OH,307309,482,2021
Carroll,OH,22099,265,2021
Champaign,OH,31291,316,2021
Clark,OH,108859,435,2021
Clermont,OH,165592,460,2021
Clinton,OH,33356,325,2021
Columbiana,OH,84047,418,2021
Coshocton,OH,28893,303,2021
Crawford,OH,33731,328,2021
Cuyahoga,OH,1030944,506,2021
Darke,OH,40686,353,2021
Defiance,OH,30617,313,2021
Delaware,OH,162563,458,2021
Erie,OH,61870,394,2021
Fairfield,OH,124259,442,2021
Fayette,OH,22860,270,2021
Franklin,OH,1037453,506,2021
Fulton,OH,33752,328,2021
Gallia,OH,23409,273,2021
Geauga,OH,76688,411,2021
Greene,OH,136503,449,2021
Guernsey,OH,31247,316,2021
Hamilton,OH,655851,500,2021
Hancock,OH,60219,392,2021
Hardin,OH,24734,281,2021
Harrison,OH,11927,167,2021
Henry,OH,21973,263,2021
Highland,OH,34069,330,2021
Hocking,OH,22721,270,2021
Holmes,OH,32093,320,2021
Huron,OH,46104,366,2021
Jackson,OH,25645,286,2021
Jefferson,OH,54238,384,2021
Knox,OH,49743,374,2021
Lake,OH,192030,467,2021
Lawrence,OH,47142,369,2021
Licking,OH,140973,451,2021
Logan,OH,36858,342,2021
Lorain,OH,251434,476,2021
Lucas,OH,342387,486,2021
Madison,OH,36085,337,2021
Mahoning,OH,188375,466,2021
Marion,OH,52998,380,2021
Medina,OH,146284,454,2021
Meigs,OH,17942,231,2021
Mercer,OH,32373,322,2021
Miami,OH,86069,420,2021
Monroe,OH,11088,155,2021
Montgomery,OH,429841,491,2021
Morgan,OH,11376,160,2021
Morrow,OH,28051,299,2021
Muskingum,OH,68693,404,2021
Noble,OH,11659,164,2021
Ottawa,OH,33979,329,2021
Paulding,OH,14934,200,2021
Perry,OH,28162,300,2021
Pickaway,OH,47441,370,2021
Pike,OH,21593,260,2021
Portage,OH,135714,449,2021
Preble,OH,32960,324,2021
Putnam,OH,26543,291,2021
Richland,OH,100445,430,2021
Ross,OH,62684,395,2021
Sandusky,OH,47683,370,2021
Scioto,OH,60109,392,2021
Seneca,OH,44662,362,2021
Shelby,OH,37706,345,2021
Stark,OH,302969,481,2021
Summit,OH,440508,492,2021
Trumbull,OH,165668,460,2021
Tuscarawas,OH,74024,408,2021
Union,OH,48304,372,2021
Van Wert,OH,22983,271,2021
Vinton,OH,10365,147,2021
Warren,OH,188422,466,2021
Washington,OH,49509,373,2021
Wayne,OH,91424,424,2021
Williams,OH,29552,307,2021
Wood,OH,108386,434,2021
Wyandot,OH,17670,228,2021
Adair,OK,15083,203,2021
Alfalfa,OK,4686,61,2021
Atoka,OK,11338,159,2021
Beaver,OK,3972,50,2021
Beckham,OK,17652,228,2021
Blaine,OK,6985,99,2021
Bryan,OK,36256,339,2021
Caddo,OK,21232,257,2021
Canadian,OK,116101,439,2021
Carter,OK,37176,343,2021
Cherokee,OK,37860,345,2021
Choctaw,OK,11198,157,2021
Cimarron,OK,1773,18,2021
Cleveland,OK,236904,474,2021
Coal,OK,4201,54,2021
Comanche,OK,95524,427,2021
Cotton,OK,4464,59,2021
Craig,OK,11451,160,2021
Creek,OK,56860,388,2021
Custer,OK,22136,266,2021
Delaware,OK,33444,326,2021
Dewey,OK,3441,44,2021
Ellis,OK,3057,38,2021
Garfield,OK,48591,372,2021
Garvin,OK,20224,249,2021
Grady,OK,43137,360,2021
Grant,OK,3264,41,2021
Greer,OK,4566,60,2021
Harmon,OK,2024,23,2021
Harper,OK,2562,31,2021
Haskell,OK,9241,131,2021
Hughes,OK,10497,149,2021
Jackson,OK,19337,243,2021
Jefferson,OK,4231,54,2021
Johnston,OK,8209,119,2021
Kay,OK,34214,330,2021
Kingfisher,OK,11461,161,2021
Kiowa,OK,6654,92,2021
Latimer,OK,7712,112,2021
Le Flore,OK,37963,345,2021
Lincoln,OK,26653,291,2021
Logan,OK,39078,348,2021
Love,OK,7904,115,2021
McClain,OK,32023,320,2021
McCurtain,OK,23905,276,2021
McIntosh,OK,15682,210,2021
Major,OK,5933,81,2021
Marshall,OK,12212,170,2021
Mayes,OK,31142,315,2021
Murray,OK,10917,153,2021
Muskogee,OK,52165,378,2021
Noble,OK,8604,124,2021
Nowata,OK,7588,109,2021
Okfuskee,OK,9080,129,2021
Oklahoma,OK,609930,498,2021
Okmulgee,OK,29280,305,2021
Osage,OK,37354,344,2021
Ottawa,OK,23750,275,2021
Pawnee,OK,12372,171,2021
Payne,OK,67551,402,2021
Pittsburg,OK,35002,333,2021
Pontotoc,OK,29846,308,2021
Pottawatomie,OK,57394,389,2021
Pushmataha,OK,8750,126,2021
Roger Mills,OK,2643,32,2021
Rogers,OK,75083,410,2021
Seminole,OK,18600,237,2021
Sequoyah,OK,31320,317,2021
Stephens,OK,34096,330,2021
Texas,OK,16148,215,2021
Tillman,OK,5609,77,2021
Tulsa,OK,513981,495,2021
Wagoner,OK,63119,396,2021
Washington,OK,41097,354,2021
Washita,OK,8497,123,2021
Woods,OK,7050,100,2021
Woodward,OK,16187,216,2021
Baker,OR,13577,185,2021
Benton,OR,81254,416,2021
Clackamas,OR,339354,485,2021
Clatsop,OR,33995,329,2021
Columbia,OR,42720,359,2021
Coos,OR,54133,383,2021
Crook,OR,19920,247,2021
Curry,OR,20394,251,2021
Deschutes,OR,160193,458,2021
Douglas,OR,91863,425,2021
Gilliam,OR,1651,16,2021
Grant,OR,6130,84,2021
Harney,OR,6070,83,2021
Hood River,OR,18978,239,2021
Jackson,OR,180974,463,2021
Jefferson,OR,19205,242,2021
Josephine,OR,72757,407,2021
Klamath,OR,55521,387,2021
Lake,OR,6762,94,2021
Lane,OR,318901,483,2021
Lincoln,OR,42409,358,2021
Linn,OR,101505,431,2021
Malheur,OR,24198,278,2021
Marion,OR,269012,478,2021
Morrow,OR,9139,130,2021
Multnomah,OR,675875,501,2021
Polk,OR,69317,404,2021
Sherman,OR,1469,13,2021
Tillamook,OR,22513,268,2021
Umatilla,OR,61773,394,2021
Union,OR,21093,256,2021
Wallowa,OR,6129,84,2021
Wasco,OR,21282,258,2021
Washington,OR,476778,494,2021
Wheeler,OR,1234,11,2021
Yamhill,OR,86184,421,2021
Adams,PA,85357,420,2021
Allegheny,PA,1037970,506,2021
Armstrong,PA,54898,386,2021
Beaver,PA,139400,451,2021
Bedford,PA,39643,350,2021
Berks,PA,342555,486,2021
Blair,PA,101027,430,2021
Bradford,PA,48593,372,2021
Bucks,PA,529467,495,2021
Butler,PA,158697,458,2021
Cambria,PA,111277,437,2021
Cameron,PA,3909,49,2021
Carbon,PA,53860,383,2021
Centre,PA,137688,450,2021
Chester,PA,425977,491,2021
Clarion,PA,31270,316,2021
Clearfield,PA,67634,402,2021
Clinton,PA,31071,315,2021
Columbia,PA,54830,385,2021
Crawford,PA,68975,404,2021
Cumberland,PA,210420,470,2021
Dauphin,PA,227225,472,2021
Delaware,PA,460750,493,2021
Elk,PA,25745,287,2021
Erie,PA,220378,471,2021
Fayette,PA,107462,433,2021
Forest,PA,6708,93,2021
Franklin,PA,124875,443,2021
Fulton,PA,11953,167,2021
Greene,PA,30067,310,2021
Huntingdon,PA,37468,344,2021
Indiana,PA,70320,405,2021
Jefferson,PA,36034,337,2021
Juniata,PA,19014,240,2021
Lackawanna,PA,176714,462,2021
Lancaster,PA,434544,492,2021
Lawrence,PA,71211,405,2021
Lebanon,PA,113363,437,2021
Lehigh,PA,297520,481,2021
Luzerne,PA,267491,478,2021
Lycoming,PA,93454,426,2021
McKean,PA,33524,327,2021
Mercer,PA,92872,425,2021
Mifflin,PA,36899,342,2021
Monroe,PA,139425,451,2021
Montgomery,PA,688113,501,2021
Montour,PA,14960,201,2021
Northampton,PA,257106,476,2021
Northumberland,PA,75849,410,2021
Perry,PA,37189,343,2021
Philadelphia,PA,1283084,508,2021
Pike,PA,49595,374,2021
Potter,PA,13501,185,2021
Schuylkill,PA,118215,440,2021
Snyder,PA,32563,323,2021
Somerset,PA,62347,395,2021
Sullivan,PA,5419,74,2021
Susquehanna,PA,32399,322,2021
Tioga,PA,34029,330,2021
Union,PA,36478,340,2021
Venango,PA,42358,358,2021
Warren,PA,32131,321,2021
Washington,PA,172628,461,2021
Wayne,PA,43736,361,2021
Westmoreland,PA,297611,481,2021
Wyoming,PA,21960,263,2021
York,PA,366232,487,2021
Bristol,RI,42472,358,2021
Kent,RI,141412,452,2021
Newport,RI,73077,407,2021
Providence,RI,537867,496,2021
Washington,RI,111476,437,2021
Abbeville,SC,19970,248,2021
Aiken,SC,135280,448,2021
Allendale,SC,6894,97,2021
Anderson,SC,161190,458,2021
Bamberg,SC,11139,156,2021
Barnwell,SC,16504,218,2021
Beaufort,SC,155896,456,2021
Berkeley,SC,176416,462,2021
Calhoun,SC,11810,165,2021
Charleston,SC,333316,485,2021
Cherokee,SC,44659,362,2021
Chester,SC,26111,288,2021
Chesterfield,SC,35266,334,2021
Clarendon,SC,26307,290,2021
Colleton,SC,30814,314,2021
Darlington,SC,51002,376,2021
Dillon,SC,22035,264,2021
Dorchester,SC,126140,444,2021
Edgefield,SC,21936,263,2021
Fairfield,SC,17734,229,2021
Florence,SC,108611,435,2021
Georgetown,SC,52962,380,2021
Greenville,SC,412963,490,2021
Greenwood,SC,55464,387,2021
Hampton,SC,15438,207,2021
Horry,SC,290507,480,2021
Jasper,SC,23186,272,2021
Kershaw,SC,51873,378,2021
Lancaster,SC,76479,411,2021
Laurens,SC,53718,382,2021
Lee,SC,13872,189,2021
Lexington,SC,231415,473,2021
McCormick,SC,8610,124,2021
Marion,SC,23564,274,2021
Marlboro,SC,22230,266,2021
Newberry,SC,30532,312,2021
Oconee,SC,64270,398,2021
Orangeburg,SC,67919,402,2021
Pickens,SC,107945,434,2021
Richland,SC,335483,485,2021
Saluda,SC,15372,206,2021
Spartanburg,SC,256313,476,2021
Sumter,SC,83030,417,2021
Union,SC,22024,264,2021
Williamsburg,SC,25647,286,2021
York,SC,217519,471,2021
Aurora,SD,2008,22,2021
Beadle,SD,14237,193,2021
Bennett,SD,2177,26,2021
Bon Homme,SD,5810,79,2021
Brookings,SD,27849,298,2021
Brown,SD,30507,312,2021
Brule,SD,4040,51,2021
Buffalo,SD,1315,11,2021
Butte,SD,8021,117,2021
Campbell,SD,1201,10,2021
Charles Mix,SD,6868,96,2021
Clark,SD,2761,34,2021
Clay,SD,12321,170,2021
Codington,SD,22460,267,2021
Corson,SD,2672,32,2021
Custer,SD,7148,102,2021
Davison,SD,15601,209,2021
Day,SD,4410,58,2021
Deuel,SD,3370,42,2021
Dewey,SD,3525,45,2021
Douglas,SD,2166,26,2021
Edmunds,SD,3147,39,2021
Fall River,SD,5832,80,2021
Faulk,SD,1639,16,2021
Grant,SD,6078,83,2021
Gregory,SD,3125,39,2021
Haakon,SD,1415,12,2021
Hamlin,SD,4386,57,2021
Hand,SD,2449,30,2021
Hanson,SD,2508,31,2021
Harding,SD,986,7,2021
Hughes,SD,13878,189,2021
Hutchinson,SD,5640,77,2021
Hyde,SD,1122,8,2021
Jackson,SD,2074,25,2021
Jerauld,SD,1461,13,2021
Jones,SD,724,4,2021
Kingsbury,SD,4023,51,2021
Lake,SD,9314,133,2021
Lawrence,SD,21885,262,2021
Lincoln,SD,47334,369,2021
Lyman,SD,2763,34,2021
McCook,SD,4236,54,2021
McPherson,SD,1848,19,2021
Marshall,SD,3460,44,2021
Meade,SD,23578,274,2021
Mellette,SD,1394,11,2021
Miner,SD,1849,19,2021
Minnehaha,SD,150332,455,2021
Moody,SD,4802,64,2021
Oglala Lakota,SD,9266,131,2021
Pennington,SD,86266,421,2021
Perkins,SD,2380,29,2021
Potter,SD,2064,24,2021
Roberts,SD,7682,111,2021
Sanborn,SD,1803,19,2021
Spink,SD,5159,69,2021
Stanley,SD,2372,29,2021
Sully,SD,1067,8,2021
Todd,SD,5918,80,2021
Tripp,SD,4428,58,2021
Turner,SD,6698,93,2021
Union,SD,12794,175,2021
Walworth,SD,4239,55,2021
Yankton,SD,18854,238,2021
Ziebach,SD,1886,20,2021
Anderson,TN,62205,395,2021
Bedford,TN,38478,347,2021
Benton,TN,13144,180,2021
Bledsoe,TN,12896,176,2021
Blount,TN,110435,436,2021
Bradley,TN,86989,422,2021
Campbell,TN,32059,320,2021
Cannon,TN,11614,163,2021
Carroll,TN,22824,270,2021
Carter,TN,47239,369,2021
Cheatham,TN,32958,323,2021
Chester,TN,13985,191,2021
Claiborne,TN,26535,290,2021
Clay,TN,6181,85,2021
Cocke,TN,29450,306,2021
Coffee,TN,45008,364,2021
Crockett,TN,11001,154,2021
Cumberland,TN,51308,377,2021
Davidson,TN,576595,497,2021
Decatur,TN,9329,133,2021
DeKalb,TN,16048,214,2021
Dickson,TN,43027,359,2021
Dyer,TN,28958,304,2021
Fayette,TN,34734,332,2021
Fentress,TN,15097,203,2021
Franklin,TN,35050,334,2021
Gibson,TN,39327,349,2021
Giles,TN,24629,280,2021
Grainger,TN,19389,243,2021
Greene,TN,57908,390,2021
Grundy,TN,10979,154,2021
Hamblen,TN,50938,376,2021
Hamilton,TN,296223,481,2021
Hancock,TN,5411,73,2021
Hardeman,TN,21374,259,2021
Hardin,TN,21935,263,2021
Hawkins,TN,47068,368,2021
Haywood,TN,14397,195,2021
Henderson,TN,22101,265,2021
Henry,TN,26391,290,2021
Hickman,TN,20268,249,2021
Houston,TN,6734,93,2021
Humphreys,TN,15378,206,2021
Jackson,TN,9881,141,2021
Jefferson,TN,45177,364,2021
Johnson,TN,15279,205,2021
Knox,TN,386535,488,2021
Lake,TN,6303,87,2021
Lauderdale,TN,20345,250,2021
Lawrence,TN,34031,330,2021
Lewis,TN,10150,144,2021
Lincoln,TN,28232,301,2021
Loudon,TN,44905,363,2021
McMinn,TN,43328,360,2021
McNairy,TN,21098,256,2021
Macon,TN,19429,244,2021
Madison,TN,78887,413,2021
Marion,TN,23426,273,2021
Marshall,TN,26849,292,2021
Maury,TN,78389,413,2021
Meigs,TN,10411,148,2021
Monroe,TN,37476,344,2021
Montgomery,TN,163379,459,2021
Moore,TN,5320,72,2021
Morgan,TN,17742,230,2021
Obion,TN,24727,281,2021
Overton,TN,18040,232,2021
Perry,TN,6672,92,2021
Pickett,TN,4127,53,2021
Polk,TN,14512,197,2021
Putnam,TN,64226,397,2021
Rhea,TN,26269,289,2021
Roane,TN,44777,363,2021
Robertson,TN,57070,389,2021
Rutherford,TN,261940,478,2021
Scott,TN,17293,226,2021
Sequatchie,TN,13053,179,2021
Sevier,TN,80102,415,2021
Shelby,TN,721541,502,2021
Smith,TN,15987,213,2021
Stewart,TN,11001,154,2021
Sullivan,TN,131059,446,2021
Sumner,TN,152852,455,2021
Tipton,TN,47742,371,2021
Trousdale,TN,9587,137,2021
Unicoi,TN,15253,204,2021
Union,TN,15850,212,2021
Van Buren,TN,5062,68,2021
Warren,TN,32197,321,2021
Washington,TN,110021,436,2021
Wayne,TN,13871,189,2021
Weakley,TN,27411,295,2021
White,TN,21737,261,2021
Williamson,TN,185970,465,2021
Wilson,TN,114665,438,2021
Anderson,TX,48229,371,2021
Andrews,TX,13270,182,2021
Angelina,TX,66918,401,2021
Aransas,TX,20318,250,2021
Archer,TX,6946,98,2021
Armstrong,TX,1512,14,2021
Atascosa,TX,37075,343,2021
Austin,TX,23751,275,2021
Bailey,TX,5237,70,2021
Bandera,TX,17745,230,2021
Bastrop,TX,73281,407,2021
Baylor,TX,2792,35,2021
Bee,TX,25510,286,2021
Bell,TX,273939,479,2021
Bexar,TX,1539033,509,2021
Blanco,TX,9549,136,2021
Borden,TX,388,1,2021
Bosque,TX,14764,198,2021
Bowie,TX,73223,407,2021
Brazoria,TX,283016,480,2021
Brazos,TX,188101,465,2021
Brewster,TX,7898,115,2021
Briscoe,TX,1079,8,2021
Brooks,TX,5599,76,2021
Brown,TX,30986,315,2021
Burleson,TX,14272,194,2021
Burnet,TX,39487,350,2021
Caldwell,TX,36139,338,2021
Calhoun,TX,16114,214,2021
Callahan,TX,11182,156,2021
Cameron,TX,308504,482,2021
Camp,TX,9534,136,2021
Carson,TX,4656,61,2021
Cass,TX,22972,271,2021
Castro,TX,5482,75,2021
Chambers,TX,33649,327,2021
Cherokee,TX,39054,348,2021
Childress,TX,5728,79,2021
Clay,TX,8404,122,2021
Cochran,TX,1953,21,2021
Coke,TX,2663,32,2021
Coleman,TX,6473,89,2021
Collin,TX,803135,504,2021
Collingsworth,TX,2256,27,2021
Colorado,TX,16130,215,2021
Comal,TX,125299,443,2021
Comanche,TX,10815,152,2021
Concho,TX,2691,33,2021
Cooke,TX,32518,322,2021
Coryell,TX,64870,398,2021
Cottle,TX,1177,9,2021
Crane,TX,3436,43,2021
Crockett,TX,2422,29,2021
Crosby,TX,4090,52,2021
Culberson,TX,1692,17,2021
Dallam,TX,5015,67,2021
Dallas,TX,2000186,510,2021
Dawson,TX,9559,136,2021
Deaf Smith,TX,13352,184,2021
Delta,TX,4081,52,2021
Denton,TX,694682,501,2021
DeWitt,TX,15842,212,2021
Dickens,TX,1310,11,2021
Dimmit,TX,6597,91,2021
Donley,TX,2663,32,2021
Duval,TX,7683,111,2021
Eastland,TX,14352,194,2021
Ector,TX,117245,439,2021
Edwards,TX,1145,9,2021
Ellis,TX,143583,453,2021
El Paso,TX,653722,499,2021
Erath,TX,34297,331,2021
Falls,TX,13810,188,2021
Fannin,TX,28768,303,2021
Fayette,TX,20113,248,2021
Fisher,TX,2988,37,2021
Floyd,TX,4120,53,2021
Foard,TX,926,6,2021
Fort Bend,TX,610143,498,2021
