county,state,percentCollege,percentCollegeBucket,year
Apache,AZ,12.8,47,2021
Cochise,AZ,25.8,364,2021
Coconino,AZ,38.7,473,2021
Gila,AZ,18.8,204,2021
Graham,AZ,14.7,87,2021
Greenlee,AZ,16,123,2021
La Paz,AZ,11.8,31,2021
Maricopa,AZ,34.4,450,2021
Mohave,AZ,14.6,82,2021
Navajo,AZ,16.7,144,2021
Pima,AZ,34.4,450,2021
Pinal,AZ,20.9,262,2021
Santa Cruz,AZ,23,312,2021
Yavapai,AZ,27.8,390,2021
Yuma,AZ,15.7,113,2021
Arkansas,AR,16.6,140,2021
Ashley,AR,12,33,2021
Baxter,AR,18.6,197,2021
Benton,AR,34.6,452,2021
Boone,AR,17.8,171,2021
Bradley,AR,12.5,41,2021
Calhoun,AR,12.2,37,2021
Carroll,AR,22,289,2021
Chicot,AR,14.8,90,2021
Clark,AR,27.9,391,2021
Clay,AR,14,70,2021
Cleburne,AR,17,151,2021
Cleveland,AR,16.7,144,2021
Columbia,AR,20.2,245,2021
Conway,AR,18.7,200,2021
Craighead,AR,28.9,402,2021
Crawford,AR,19.1,212,2021
Crittenden,AR,17.5,164,2021
Cross,AR,14.1,71,2021
Dallas,AR,11.5,26,2021
Desha,AR,13.7,64,2021
Drew,AR,23.7,326,2021
Faulkner,AR,32.9,438,2021
Franklin,AR,10.6,15,2021
Fulton,AR,11.4,25,2021
Garland,AR,23.8,327,2021
Grant,AR,18,178,2021
Greene,AR,16.3,133,2021
Hempstead,AR,16,123,2021
Hot Spring,AR,16.4,135,2021
Howard,AR,14.3,76,2021
Independence,AR,16.5,138,2021
Izard,AR,17,151,2021
Jackson,AR,12.7,45,2021
Jefferson,AR,19.5,227,2021
Johnson,AR,16,123,2021
Lafayette,AR,10.7,16,2021
Lawrence,AR,14.9,93,2021
Lee,AR,9.8,8,2021
Lincoln,AR,8.7,3,2021
Little River,AR,14.9,93,2021
Logan,AR,12.6,43,2021
Lonoke,AR,20.3,248,2021
Madison,AR,13.5,60,2021
Marion,AR,15.1,98,2021
Miller,AR,16.9,149,2021
Mississippi,AR,14.2,74,2021
Monroe,AR,13.5,60,2021
Montgomery,AR,15.3,104,2021
Nevada,AR,11.1,21,2021
Newton,AR,16.4,135,2021
Ouachita,AR,13.3,56,2021
Perry,AR,17.5,164,2021
Phillips,AR,14.3,76,2021
Pike,AR,19.5,227,2021
Poinsett,AR,11.5,26,2021
Polk,AR,15.5,109,2021
Pope,AR,23.2,316,2021
Prairie,AR,15.3,104,2021
Pulaski,AR,36.3,461,2021
Randolph,AR,16.1,126,2021
St. Francis,AR,11.4,25,2021
Saline,AR,27.9,391,2021
Scott,AR,10.9,19,2021
Searcy,AR,15.3,104,2021
Sebastian,AR,24,332,2021
Sevier,AR,11.6,27,2021
Sharp,AR,11.1,21,2021
Stone,AR,14.4,78,2021
Union,AR,18.4,192,2021
Van Buren,AR,16.3,133,2021
Washington,AR,33.7,446,2021
White,AR,20.3,248,2021
Woodruff,AR,16.1,126,2021
Yell,AR,14,70,2021
Alameda,CA,49.6,499,2021
Alpine,CA,39.3,475,2021
Amador,CA,19.5,227,2021
Butte,CA,29.8,411,2021
Calaveras,CA,19.9,238,2021
Colusa,CA,14.7,87,2021
Contra Costa,CA,44.1,488,2021
Del Norte,CA,16.1,126,2021
El Dorado,CA,36.8,463,2021
Fresno,CA,22.6,304,2021
Glenn,CA,14.9,93,2021
Humboldt,CA,31.2,423,2021
Imperial,CA,15.2,101,2021
Inyo,CA,27.3,385,2021
Kern,CA,17.6,166,2021
Kings,CA,14.3,76,2021
Lake,CA,17.5,164,2021
Lassen,CA,11.8,31,2021
Los Angeles,CA,34,447,2021
Madera,CA,16.4,135,2021
Marin,CA,60.1,509,2021
Mariposa,CA,28.9,402,2021
Mendocino,CA,24.5,342,2021
Merced,CA,14.1,71,2021
Modoc,CA,19.7,233,2021
Mono,CA,29.5,408,2021
Monterey,CA,26.5,376,2021
Napa,CA,37,464,2021
Nevada,CA,38.7,473,2021
Orange,CA,42.1,482,2021
Placer,CA,41.6,481,2021
Plumas,CA,23,312,2021
Riverside,CA,23.5,322,2021
Sacramento,CA,32,429,2021
San Benito,CA,20.5,253,2021
San Bernardino,CA,21.9,288,2021
San Diego,CA,40.3,478,2021
San Francisco,CA,59.5,508,2021
San Joaquin,CA,19.5,227,2021
San Luis Obispo,CA,36.7,463,2021
San Mateo,CA,52.5,503,2021
Santa Barbara,CA,35.1,454,2021
Santa Clara,CA,54.4,505,2021
Santa Cruz,CA,41.9,482,2021
Shasta,CA,22.6,304,2021
Sierra,CA,22.3,296,2021
Siskiyou,CA,21.5,278,2021
Solano,CA,27.8,390,2021
Sonoma,CA,37.1,465,2021
Stanislaus,CA,17.9,174,2021
Sutter,CA,20,240,2021
Tehama,CA,17,151,2021
Trinity,CA,18.6,197,2021
Tulare,CA,15.2,101,2021
Tuolumne,CA,24.6,344,2021
Ventura,CA,34,447,2021
Yolo,CA,43.1,487,2021
Yuba,CA,17.7,169,2021
Adams,CO,26.4,374,2021
Alamosa,CO,25.6,360,2021
Arapahoe,CO,44.5,490,2021
Archuleta,CO,39.9,476,2021
Baca,CO,23.8,327,2021
Bent,CO,14.2,74,2021
Boulder,CO,62.9,510,2021
Broomfield,CO,57.8,508,2021
Chaffee,CO,39.4,475,2021
Cheyenne,CO,22.2,294,2021
Clear Creek,CO,53.6,504,2021
Conejos,CO,24.5,342,2021
Costilla,CO,24.4,340,2021
Crowley,CO,9.2,6,2021
Custer,CO,38.7,473,2021
Delta,CO,22.9,309,2021
Denver,CO,52.5,503,2021
Dolores,CO,26.5,376,2021
Douglas,CO,59.2,508,2021
Eagle,CO,50.9,502,2021
Elbert,CO,35.3,456,2021
El Paso,CO,39.5,475,2021
Fremont,CO,18.6,197,2021
Garfield,CO,32.9,438,2021
Gilpin,CO,48.8,498,2021
Grand,CO,37.7,468,2021
Gunnison,CO,56.7,507,2021
Hinsdale,CO,46.8,495,2021
Huerfano,CO,25.3,356,2021
Jackson,CO,27.2,384,2021
Jefferson,CO,47.9,497,2021
Kiowa,CO,20.3,248,2021
Kit Carson,CO,18.2,186,2021
Lake,CO,36,459,2021
La Plata,CO,47,495,2021
Larimer,CO,49.4,499,2021
Las Animas,CO,18.7,200,2021
Lincoln,CO,16.7,144,2021
Logan,CO,20.3,248,2021
Mesa,CO,29.3,406,2021
Mineral,CO,56.3,507,2021
Moffat,CO,18.8,204,2021
Montezuma,CO,30,414,2021
Montrose,CO,26.5,376,2021
Morgan,CO,17.5,164,2021
Otero,CO,19,209,2021
Ouray,CO,46.2,494,2021
Park,CO,33.1,440,2021
Phillips,CO,26,368,2021
Pitkin,CO,62.3,510,2021
Prowers,CO,16.9,149,2021
Pueblo,CO,23.7,326,2021
Rio Blanco,CO,23.9,330,2021
Rio Grande,CO,28.9,402,2021
Routt,CO,50.8,502,2021
Saguache,CO,25.5,359,2021
San Juan,CO,42.2,483,2021
San Miguel,CO,59.9,509,2021
Sedgwick,CO,22.4,300,2021
Summit,CO,52.8,504,2021
Teller,CO,37,464,2021
Washington,CO,22.1,292,2021
Weld,CO,29.5,408,2021
Yuma,CO,23.5,322,2021
Fairfield,CT,49.2,499,2021
Hartford,CT,39.2,474,2021
Litchfield,CT,36.2,460,2021
Middlesex,CT,43.6,487,2021
New Haven,CT,36.6,462,2021
New London,CT,34.6,452,2021
Tolland,CT,42.8,486,2021
Windham,CT,24.4,340,2021
Kent,DE,25.7,362,2021
New Castle,DE,37.5,466,2021
Sussex,DE,30.4,417,2021
District of,,61.4,510,2021
Alachua,FL,45.2,491,2021
Baker,FL,15.2,101,2021
Bay,FL,25.6,360,2021
Bradford,FL,11.8,31,2021
Brevard,FL,31.7,427,2021
Broward,FL,34.3,449,2021
Calhoun,FL,10,10,2021
Charlotte,FL,24.5,342,2021
Citrus,FL,19.4,223,2021
Clay,FL,26.8,380,2021
Collier,FL,37.9,468,2021
Columbia,FL,15.4,107,2021
DeSoto,FL,12.7,45,2021
Dixie,FL,10.8,17,2021
Duval,FL,31.5,426,2021
Escambia,FL,27.4,386,2021
Flagler,FL,27.2,384,2021
Franklin,FL,21.1,268,2021
Gadsden,FL,19.6,231,2021
Gilchrist,FL,12.5,41,2021
Glades,FL,13.4,58,2021
Gulf,FL,23.1,315,2021
Hamilton,FL,9,4,2021
Hardee,FL,10.2,11,2021
Hendry,FL,8.5,3,2021
Hernando,FL,19.4,223,2021
Highlands,FL,18.8,204,2021
Hillsborough,FL,35.5,457,2021
Holmes,FL,9.5,7,2021
Indian River,FL,32,429,2021
Jackson,FL,13.2,54,2021
Jefferson,FL,21.5,278,2021
Lafayette,FL,7.3,1,2021
Lake,FL,25.3,356,2021
Lee,FL,29,403,2021
Leon,FL,47.1,496,2021
Levy,FL,15.1,98,2021
Liberty,FL,13.5,60,2021
Madison,FL,13.1,52,2021
Manatee,FL,32.2,431,2021
Marion,FL,21.4,275,2021
Martin,FL,34.2,449,2021
Miami-Dade,FL,31.7,427,2021
Monroe,FL,35.7,458,2021
Nassau,FL,31.8,428,2021
Okaloosa,FL,33.2,441,2021
Okeechobee,FL,16.6,140,2021
Orange,FL,35.7,458,2021
Osceola,FL,24.3,338,2021
Palm Beach,FL,38,469,2021
Pasco,FL,26.1,370,2021
Pinellas,FL,34.1,448,2021
Polk,FL,21,265,2021
Putnam,FL,12.7,45,2021
St. Johns,FL,46,493,2021
St. Lucie,FL,24.2,335,2021
Santa Rosa,FL,29.1,404,2021
Sarasota,FL,37.3,465,2021
Seminole,FL,41.9,482,2021
Sumter,FL,32.8,437,2021
Suwannee,FL,16,123,2021
Taylor,FL,11.9,32,2021
Union,FL,11,20,2021
Volusia,FL,25.4,357,2021
Wakulla,FL,20,240,2021
Walton,FL,32.5,434,2021
Washington,FL,12.5,41,2021
Appling,GA,9.7,8,2021
Atkinson,GA,10.9,19,2021
Bacon,GA,11.1,21,2021
Baker,GA,18.2,186,2021
Baldwin,GA,25.3,356,2021
Banks,GA,16.5,138,2021
Barrow,GA,20.9,262,2021
Bartow,GA,19.8,236,2021
Ben Hill,GA,10.9,19,2021
Berrien,GA,13,50,2021
Bibb,GA,25.5,359,2021
Bleckley,GA,16,123,2021
Brantley,GA,6.5,0,2021
Brooks,GA,16.8,146,2021
Bryan,GA,33.5,444,2021
Bulloch,GA,28.3,396,2021
Burke,GA,15.1,98,2021
Butts,GA,12.2,37,2021
Calhoun,GA,11.5,26,2021
Camden,GA,21.8,285,2021
Candler,GA,12.6,43,2021
Carroll,GA,21.5,278,2021
Catoosa,GA,22.1,292,2021
Charlton,GA,12.1,35,2021
Chatham,GA,35.5,457,2021
Chattahoochee,GA,24.7,347,2021
Chattooga,GA,10.9,19,2021
Cherokee,GA,38.4,472,2021
Clarke,GA,47,495,2021
Clay,GA,18.1,182,2021
Clayton,GA,20.2,245,2021
Clinch,GA,11,20,2021
Cobb,GA,49,498,2021
Coffee,GA,14,70,2021
Colquitt,GA,14.4,78,2021
Columbia,GA,37.5,466,2021
Cook,GA,16.6,140,2021
Coweta,GA,33.7,446,2021
Crawford,GA,11.3,23,2021
Crisp,GA,13.7,64,2021
Dade,GA,16.4,135,2021
Dawson,GA,32.8,437,2021
Decatur,GA,14.6,82,2021
DeKalb,GA,46.1,493,2021
Dodge,GA,15.6,111,2021
Dooly,GA,13.6,62,2021
Dougherty,GA,22.6,304,2021
Douglas,GA,29.4,407,2021
Early,GA,14.4,78,2021
Echols,GA,10.2,11,2021
Effingham,GA,24.1,334,2021
Elbert,GA,12.6,43,2021
Emanuel,GA,12.8,47,2021
Evans,GA,15.8,116,2021
Fannin,GA,23.5,322,2021
Fayette,GA,46.2,494,2021
Floyd,GA,20.9,262,2021
Forsyth,GA,55.9,506,2021
Franklin,GA,16.6,140,2021
Fulton,GA,55.9,506,2021
Gilmer,GA,22,289,2021
Glascock,GA,11.6,27,2021
Glynn,GA,30.4,417,2021
Gordon,GA,16.1,126,2021
Grady,GA,15.3,104,2021
Greene,GA,31.9,428,2021
Gwinnett,GA,38.5,472,2021
Habersham,GA,23.3,318,2021
Hall,GA,25.1,352,2021
Hancock,GA,9.2,6,2021
Haralson,GA,16.9,149,2021
Harris,GA,32.4,433,2021
Hart,GA,16.6,140,2021
Heard,GA,10.5,14,2021
Henry,GA,28.2,394,2021
Houston,GA,31.2,423,2021
Irwin,GA,17.1,153,2021
Jackson,GA,25,351,2021
Jasper,GA,16.1,126,2021
Jeff Davis,GA,12.8,47,2021
Jefferson,GA,11.1,21,2021
Jenkins,GA,8,2,2021
Johnson,GA,9.1,5,2021
Jones,GA,17.7,169,2021
Lamar,GA,18.2,186,2021
Lanier,GA,17.3,159,2021
Laurens,GA,16.7,144,2021
Lee,GA,30.7,419,2021
Liberty,GA,19.7,233,2021
Lincoln,GA,13.3,56,2021
Long,GA,14.7,87,2021
Lowndes,GA,26.4,374,2021
Lumpkin,GA,32.5,434,2021
McDuffie,GA,16,123,2021
McIntosh,GA,18.1,182,2021
Macon,GA,10.1,10,2021
Madison,GA,20.4,251,2021
Marion,GA,14.3,76,2021
Meriwether,GA,11.8,31,2021
Miller,GA,19.8,236,2021
Mitchell,GA,11.7,29,2021
Monroe,GA,28.8,400,2021
Montgomery,GA,17.8,171,2021
Morgan,GA,27.2,384,2021
Murray,GA,10.2,11,2021
Muscogee,GA,27.6,387,2021
Newton,GA,21.7,283,2021
Oconee,GA,51.6,502,2021
Oglethorpe,GA,21.3,272,2021
Paulding,GA,25.9,367,2021
Peach,GA,21.7,283,2021
Pickens,GA,24.5,342,2021
Pierce,GA,15.5,109,2021
Pike,GA,20.4,251,2021
Polk,GA,13.2,54,2021
Pulaski,GA,12.5,41,2021
Putnam,GA,25.9,367,2021
Quitman,GA,9.1,5,2021
Rabun,GA,26.1,370,2021
Randolph,GA,12.4,39,2021
Richmond,GA,22.6,304,2021
Rockdale,GA,27.9,391,2021
Schley,GA,15.3,104,2021
Screven,GA,14.7,87,2021
Seminole,GA,15.8,116,2021
Spalding,GA,18.6,197,2021
Stephens,GA,16.3,133,2021
Stewart,GA,15.4,107,2021
Sumter,GA,19.4,223,2021
Talbot,GA,14.1,71,2021
Taliaferro,GA,8.6,3,2021
Tattnall,GA,14.5,80,2021
Taylor,GA,15.5,109,2021
Telfair,GA,7.1,1,2021
Terrell,GA,10.7,16,2021
Thomas,GA,25.4,357,2021
Tift,GA,17.8,171,2021
Toombs,GA,16.8,146,2021
Towns,GA,31.5,426,2021
Treutlen,GA,14.2,74,2021
Troup,GA,19.7,233,2021
Turner,GA,10.9,19,2021
Twiggs,GA,11.2,22,2021
Union,GA,24.9,350,2021
Upson,GA,14.6,82,2021
Walker,GA,19.5,227,2021
Walton,GA,23.2,316,2021
Ware,GA,14.3,76,2021
Warren,GA,9.2,6,2021
Washington,GA,16.2,129,2021
Wayne,GA,13.5,60,2021
Webster,GA,13.6,62,2021
Wheeler,GA,9.1,5,2021
White,GA,21.8,285,2021
Whitfield,GA,17.6,166,2021
Wilcox,GA,12.6,43,2021
Wilkes,GA,12.1,35,2021
Wilkinson,GA,10,10,2021
Worth,GA,10.8,17,2021
Hawaii,HI,30.2,415,2021
Honolulu,HI,36.2,460,2021
Kalawao,HI,36.2,460,2021
Kauai,HI,30.1,414,2021
Maui,HI,30,414,2021
Ada,ID,40.7,480,2021
Adams,ID,18.5,194,2021
Bannock,ID,29,403,2021
Bear Lake,ID,19.1,212,2021
Benewah,ID,18.2,186,2021
Bingham,ID,19.6,231,2021
Blaine,ID,42.4,484,2021
Boise,ID,27.8,390,2021
Bonner,ID,26.6,377,2021
Bonneville,ID,31.3,424,2021
Boundary,ID,16.3,133,2021
Butte,ID,14.7,87,2021
Camas,ID,23.4,320,2021
Canyon,ID,20.7,258,2021
Caribou,ID,18.9,206,2021
Cassia,ID,18.7,200,2021
Clark,ID,19.2,216,2021
Clearwater,ID,18.1,182,2021
Custer,ID,27.5,387,2021
Elmore,ID,19.5,227,2021
Franklin,ID,15.5,109,2021
Fremont,ID,21.3,272,2021
Gem,ID,21.3,272,2021
Gooding,ID,15.5,109,2021
Idaho,ID,22,289,2021
Jefferson,ID,25.2,354,2021
Jerome,ID,13.6,62,2021
Kootenai,ID,26.5,376,2021
Latah,ID,43.9,488,2021
Lemhi,ID,21.9,288,2021
Lewis,ID,18.9,206,2021
Lincoln,ID,11.8,31,2021
Madison,ID,36.3,461,2021
Minidoka,ID,12.9,49,2021
Nez Perce,ID,25.4,357,2021
Oneida,ID,22.5,301,2021
Owyhee,ID,13.3,56,2021
Payette,ID,18.5,194,2021
Power,ID,13.8,66,2021
Shoshone,ID,11.3,23,2021
Teton,ID,46.6,494,2021
Twin Falls,ID,23.5,322,2021
Valley,ID,29.5,408,2021
Washington,ID,17.5,164,2021
Adams,IL,25.7,362,2021
Alexander,IL,12.3,38,2021
Bond,IL,21.2,270,2021
Boone,IL,24.8,348,2021
Brown,IL,13,50,2021
Bureau,IL,20.4,251,2021
Calhoun,IL,17.3,159,2021
Carroll,IL,19.9,238,2021
Cass,IL,18.2,186,2021
Champaign,IL,45.5,491,2021
Christian,IL,18.2,186,2021
Clark,IL,23.4,320,2021
Clay,IL,14.8,90,2021
Clinton,IL,23.1,315,2021
Coles,IL,25.7,362,2021
Cook,IL,40.7,480,2021
Crawford,IL,17.3,159,2021
Cumberland,IL,19.2,216,2021
DeKalb,IL,33.2,441,2021
De Witt,IL,20.9,262,2021
Douglas,IL,19.1,212,2021
DuPage,IL,50.7,501,2021
Edgar,IL,18.2,186,2021
Edwards,IL,13.3,56,2021
Effingham,IL,23.1,315,2021
Fayette,IL,12.6,43,2021
Ford,IL,21.7,283,2021
Franklin,IL,17.7,169,2021
Fulton,IL,18.3,189,2021
Gallatin,IL,11,20,2021
Greene,IL,16.5,138,2021
Grundy,IL,26.6,377,2021
Hamilton,IL,18.7,200,2021
Hancock,IL,24.5,342,2021
Hardin,IL,13.4,58,2021
Henderson,IL,18.6,197,2021
Henry,IL,23.9,330,2021
Iroquois,IL,15.9,118,2021
Jackson,IL,34.2,449,2021
Jasper,IL,19.8,236,2021
Jefferson,IL,18.2,186,2021
Jersey,IL,22.4,300,2021
Jo Daviess,IL,25.1,352,2021
Johnson,IL,17.3,159,2021
Kane,IL,36,459,2021
Kankakee,IL,20.7,258,2021
Kendall,IL,35.3,456,2021
Knox,IL,19.7,233,2021
Lake,IL,46.3,494,2021
LaSalle,IL,18.5,194,2021
Lawrence,IL,13.3,56,2021
Lee,IL,18.6,197,2021
Livingston,IL,16.8,146,2021
Logan,IL,21.1,268,2021
McDonough,IL,32.2,431,2021
McHenry,IL,35.2,455,2021
McLean,IL,45.6,492,2021
Macon,IL,23.5,322,2021
Macoupin,IL,18.5,194,2021
Madison,IL,28.5,397,2021
Marion,IL,16.2,129,2021
Marshall,IL,18,178,2021
Mason,IL,16.7,144,2021
Massac,IL,13.1,52,2021
Menard,IL,24.4,340,2021
Mercer,IL,18.7,200,2021
Monroe,IL,37.1,465,2021
Montgomery,IL,17.9,174,2021
Morgan,IL,21.1,268,2021
Moultrie,IL,19.8,236,2021
Ogle,IL,21.6,280,2021
Peoria,IL,32.9,438,2021
Perry,IL,11.6,27,2021
Piatt,IL,31.1,422,2021
Pike,IL,17.6,166,2021
Pope,IL,14.5,80,2021
Pulaski,IL,14.7,87,2021
Putnam,IL,20,240,2021
Randolph,IL,13.2,54,2021
Richland,IL,19.4,223,2021
Rock Island,IL,23.6,324,2021
St. Clair,IL,29.6,410,2021
Saline,IL,19.2,216,2021
Sangamon,IL,34,447,2021
Schuyler,IL,17.4,161,2021
Scott,IL,22.1,292,2021
Shelby,IL,17.4,161,2021
Stark,IL,19.5,227,2021
Stephenson,IL,21.3,272,2021
Tazewell,IL,27.7,388,2021
Union,IL,22.7,306,2021
Vermilion,IL,16.3,133,2021
Wabash,IL,18.5,194,2021
Warren,IL,22.4,300,2021
Washington,IL,22.6,304,2021
Wayne,IL,15.2,101,2021
White,IL,16.2,129,2021
Whiteside,IL,18.8,204,2021
Will,IL,35.4,456,2021
Williamson,IL,26.6,377,2021
Winnebago,IL,23.3,318,2021
Woodford,IL,34.9,453,2021
Adams,IN,14.4,78,2021
Allen,IN,29.9,412,2021
Bartholomew,IN,35.2,455,2021
Benton,IN,17.5,164,2021
Blackford,IN,14.2,74,2021
Boone,IN,49.4,499,2021
Brown,IN,27.7,388,2021
Carroll,IN,14.7,87,2021
Cass,IN,13.6,62,2021
Clark,IN,22.8,308,2021
Clay,IN,16.3,133,2021
Clinton,IN,14.9,93,2021
Crawford,IN,11.7,29,2021
Daviess,IN,13.7,64,2021
Dearborn,IN,24.9,350,2021
Decatur,IN,20.8,259,2021
DeKalb,IN,18.7,200,2021
Delaware,IN,25.4,357,2021
Dubois,IN,24.6,344,2021
Elkhart,IN,20,240,2021
Fayette,IN,15.1,98,2021
Floyd,IN,30.3,416,2021
Fountain,IN,13,50,2021
Franklin,IN,21.4,275,2021
Fulton,IN,16.3,133,2021
Gibson,IN,18.2,186,2021
Grant,IN,19.6,231,2021
Greene,IN,15.7,113,2021
Hamilton,IN,60.5,509,2021
Hancock,IN,32.6,435,2021
Harrison,IN,18.8,204,2021
Hendricks,IN,39.5,475,2021
Henry,IN,17.5,164,2021
Howard,IN,20.8,259,2021
Huntington,IN,20.9,262,2021
Jackson,IN,17.5,164,2021
Jasper,IN,17.4,161,2021
Jay,IN,12.9,49,2021
Jefferson,IN,18.4,192,2021
Jennings,IN,15.4,107,2021
Johnson,IN,32.8,437,2021
Knox,IN,18.6,197,2021
Kosciusko,IN,24.3,338,2021
LaGrange,IN,10.4,13,2021
Lake,IN,23.7,326,2021
LaPorte,IN,19.7,233,2021
Lawrence,IN,19.8,236,2021
Madison,IN,19,209,2021
Marion,IN,32.8,437,2021
Marshall,IN,20.5,253,2021
Martin,IN,14.4,78,2021
Miami,IN,14.7,87,2021
Monroe,IN,47.4,496,2021
Montgomery,IN,20.2,245,2021
Morgan,IN,19.1,212,2021
Newton,IN,11.7,29,2021
Noble,IN,16.3,133,2021
Ohio,IN,15.7,113,2021
Orange,IN,13.3,56,2021
Owen,IN,14,70,2021
Parke,IN,13,50,2021
Perry,IN,15.6,111,2021
Pike,IN,14.2,74,2021
Porter,IN,30.3,416,2021
Posey,IN,24.2,335,2021
Pulaski,IN,13.1,52,2021
Putnam,IN,17.7,169,2021
Randolph,IN,16.2,129,2021
Ripley,IN,19.2,216,2021
Rush,IN,16.3,133,2021
St. Joseph,IN,32.1,430,2021
Scott,IN,13.3,56,2021
Shelby,IN,18.7,200,2021
Spencer,IN,19.2,216,2021
Starke,IN,11.9,32,2021
Steuben,IN,22.9,309,2021
Sullivan,IN,12.6,43,2021
Switzerland,IN,9.2,6,2021
Tippecanoe,IN,40.6,479,2021
Tipton,IN,24.8,348,2021
Union,IN,19.9,238,2021
Vanderburgh,IN,27.2,384,2021
Vermillion,IN,16.5,138,2021
Vigo,IN,25.1,352,2021
Wabash,IN,19.9,238,2021
Warren,IN,18,178,2021
Warrick,IN,32.8,437,2021
Washington,IN,12.8,47,2021
Wayne,IN,19.4,223,2021
Wells,IN,18,178,2021
White,IN,17.6,166,2021
Whitley,IN,23.1,315,2021
Adair,IA,19.5,227,2021
Adams,IA,22.3,296,2021
Allamakee,IA,17.3,159,2021
Appanoose,IA,18.9,206,2021
Audubon,IA,21.5,278,2021
Benton,IA,21.6,280,2021
Black Hawk,IA,29.5,408,2021
Boone,IA,25.6,360,2021
Bremer,IA,33.7,446,2021
Buchanan,IA,21.4,275,2021
Buena Vista,IA,21.7,283,2021
Butler,IA,19.1,212,2021
Calhoun,IA,20.9,262,2021
Carroll,IA,22.1,292,2021
Cass,IA,21,265,2021
Cedar,IA,21.8,285,2021
Cerro Gordo,IA,23.9,330,2021
Cherokee,IA,21.4,275,2021
Chickasaw,IA,18.4,192,2021
Clarke,IA,14.7,87,2021
Clay,IA,23.9,330,2021
Clayton,IA,17.4,161,2021
Clinton,IA,21.3,272,2021
Crawford,IA,16.8,146,2021
Dallas,IA,50.4,500,2021
Davis,IA,19.1,212,2021
Decatur,IA,26.4,374,2021
Delaware,IA,18.8,204,2021
Des Moines,IA,21.9,288,2021
Dickinson,IA,31.5,426,2021
Dubuque,IA,32.1,430,2021
Emmet,IA,16.3,133,2021
