county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Crawford,IA,89.9,194,2021
Dallas,IA,95.6,462,2021
Davis,IA,70.6,2,2021
Decatur,IA,92.3,290,2021
Delaware,IA,97.0,503,2021
Des Moines,IA,96.0,479,2021
Dickinson,IA,95.0,435,2021
Dubuque,IA,96.6,496,2021
Emmet,IA,95.5,459,2021
Fayette,IA,95.0,435,2021
Floyd,IA,93.9,370,2021
Franklin,IA,88.5,147,2021
Fremont,IA,96.3,488,2021
Greene,IA,96.8,500,2021
Grundy,IA,97.1,505,2021
Guthrie,IA,96.2,485,2021
Hamilton,IA,96.3,488,2021
Hancock,IA,95.8,471,2021
Hardin,IA,95.7,467,2021
Harrison,IA,96.3,488,2021
Henry,IA,96.4,491,2021
Howard,IA,91.5,255,2021
Humboldt,IA,94.6,412,2021
Ida,IA,94.8,425,2021
Iowa,IA,97.3,507,2021
Jackson,IA,95.6,462,2021
Jasper,IA,97.0,503,2021
Jefferson,IA,94.5,405,2021
Johnson,IA,94.9,430,2021
Jones,IA,97.5,509,2021
Keokuk,IA,97.2,506,2021
Kossuth,IA,95.7,467,2021
Lee,IA,95.4,454,2021
Linn,IA,96.0,479,2021
Louisa,IA,94.1,382,2021
Lucas,IA,92.6,305,2021
Lyon,IA,95.4,454,2021
Madison,IA,96.9,501,2021
Mahaska,IA,94.9,430,2021
Marion,IA,96.0,479,2021
Marshall,IA,93.8,365,2021
Mills,IA,96.8,500,2021
Mitchell,IA,93.5,350,2021
Monona,IA,95.0,435,2021
Monroe,IA,95.8,471,2021
Montgomery,IA,96.5,493,2021
Muscatine,IA,96.3,488,2021
O'Brien,IA,96.6,496,2021
Osceola,IA,94.2,387,2021
Page,IA,95.7,467,2021
Palo Alto,IA,95.9,474,2021
Plymouth,IA,94.4,398,2021
Pocahontas,IA,95.2,445,2021
Polk,IA,95.3,451,2021
Pottawattamie,IA,94.6,412,2021
Poweshiek,IA,95.9,474,2021
Ringgold,IA,93.3,338,2021
Sac,IA,95.4,454,2021
Scott,IA,94.9,430,2021
Shelby,IA,94.9,430,2021
Sioux,IA,94.5,405,2021
Story,IA,94.6,412,2021
Tama,IA,92.4,297,2021
Taylor,IA,93.6,355,2021
Union,IA,91.8,269,2021
Van Buren,IA,86.5,97,2021
Wapello,IA,93.5,350,2021
Warren,IA,97.9,510,2021
Washington,IA,93.3,338,2021
Wayne,IA,90.3,209,2021
Webster,IA,93.3,338,2021
Winnebago,IA,96.5,493,2021
Winneshiek,IA,97.5,509,2021
Woodbury,IA,93.4,345,2021
Worth,IA,94.1,382,2021
Wright,IA,96.0,479,2021
Allen,KS,93.0,324,2021
Anderson,KS,86.7,101,2021
Atchison,KS,91.8,269,2021
Barber,KS,89.7,186,2021
Barton,KS,87.2,111,2021
Bourbon,KS,89.6,182,2021
Brown,KS,90.8,229,2021
Butler,KS,92.9,319,2021
Chase,KS,90.4,215,2021
Chautauqua,KS,86.8,103,2021
Cherokee,KS,90.2,204,2021
Cheyenne,KS,87.2,111,2021
Clark,KS,94.9,430,2021
Clay,KS,94.8,425,2021
Cloud,KS,90.6,220,2021
Coffey,KS,90.7,223,2021
Comanche,KS,92.4,297,2021
Cowley,KS,90.5,217,2021
Crawford,KS,88.4,145,2021
Decatur,KS,90.2,204,2021
Dickinson,KS,90.4,215,2021
Doniphan,KS,90.8,229,2021
Douglas,KS,92.9,319,2021
Edwards,KS,91.6,259,2021
Elk,KS,89.1,164,2021
Ellis,KS,94.2,387,2021
Ellsworth,KS,94.5,405,2021
Finney,KS,87.1,109,2021
Ford,KS,86.1,88,2021
Franklin,KS,92.4,297,2021
Geary,KS,92.0,277,2021
Gove,KS,87.4,116,2021
Graham,KS,93.0,324,2021
Grant,KS,85.0,69,2021
Gray,KS,86.4,95,2021
Greeley,KS,91.1,239,2021
Greenwood,KS,90.9,233,2021
Hamilton,KS,76.9,9,2021
Harper,KS,89.9,194,2021
Harvey,KS,91.6,259,2021
Haskell,KS,82.6,40,2021
Hodgeman,KS,89.8,189,2021
Jackson,KS,91.4,251,2021
Jefferson,KS,95.1,441,2021
Jewell,KS,92.9,319,2021
Johnson,KS,94.2,387,2021
Kearny,KS,86.1,88,2021
Kingman,KS,90.8,229,2021
Kiowa,KS,87.8,127,2021
Labette,KS,89.8,189,2021
Lane,KS,85.1,71,2021
Leavenworth,KS,94.0,377,2021
Lincoln,KS,93.4,345,2021
Linn,KS,90.1,200,2021
Logan,KS,91.2,243,2021
Lyon,KS,90.5,217,2021
McPherson,KS,93.8,365,2021
Marion,KS,93.5,350,2021
Marshall,KS,93.6,355,2021
Meade,KS,87.6,122,2021
Miami,KS,93.0,324,2021
Mitchell,KS,93.6,355,2021
Montgomery,KS,87.5,119,2021
Morris,KS,91.7,263,2021
Morton,KS,86.1,88,2021
Nemaha,KS,94.9,430,2021
Neosho,KS,88.5,147,2021
Ness,KS,92.5,301,2021
Norton,KS,90.4,215,2021
Osage,KS,90.7,223,2021
Osborne,KS,94.2,387,2021
Ottawa,KS,91.5,255,2021
Pawnee,KS,89.7,186,2021
Phillips,KS,93.1,328,2021
Pottawatomie,KS,95.4,454,2021
Pratt,KS,91.8,269,2021
Rawlins,KS,92.4,297,2021
Reno,KS,90.8,229,2021
Republic,KS,95.4,454,2021
Rice,KS,92.6,305,2021
Riley,KS,93.9,370,2021
Rooks,KS,93.8,365,2021
Rush,KS,95.3,451,2021
Russell,KS,88.9,159,2021
Saline,KS,91.1,239,2021
Scott,KS,93.8,365,2021
Sedgwick,KS,89.3,170,2021
Seward,KS,85.5,76,2021
Shawnee,KS,92.3,290,2021
Sheridan,KS,94.0,377,2021
Sherman,KS,92.1,282,2021
Smith,KS,92.2,287,2021
Stafford,KS,89.6,182,2021
Stanton,KS,84.0,57,2021
Stevens,KS,83.4,49,2021
Sumner,KS,90.9,233,2021
Thomas,KS,91.6,259,2021
Trego,KS,92.6,305,2021
Wabaunsee,KS,91.7,263,2021
Wallace,KS,95.8,471,2021
Washington,KS,94.2,387,2021
Wichita,KS,89.4,174,2021
Wilson,KS,94.1,382,2021
Woodson,KS,90.7,223,2021
Wyandotte,KS,82.7,42,2021
Adair,KY,94.0,377,2021
Allen,KY,91.8,269,2021
Anderson,KY,96.9,501,2021
Ballard,KY,95.0,435,2021
Barren,KY,91.1,239,2021
Bath,KY,93.0,324,2021
Bell,KY,94.3,393,2021
Boone,KY,94.8,425,2021
Bourbon,KY,96.3,488,2021
Boyd,KY,94.2,387,2021
Boyle,KY,94.0,377,2021
Bracken,KY,96.2,485,2021
Breathitt,KY,96.5,493,2021
Breckinridge,KY,94.7,418,2021
Bullitt,KY,96.5,493,2021
Butler,KY,90.3,209,2021
Caldwell,KY,90.4,215,2021
Calloway,KY,93.4,345,2021
Campbell,KY,96.2,485,2021
Carlisle,KY,92.6,305,2021
Carroll,KY,90.4,215,2021
Carter,KY,90.5,217,2021
Casey,KY,88.8,155,2021
Christian,KY,91.6,259,2021
Clark,KY,95.5,459,2021
Clay,KY,94.5,405,2021
Clinton,KY,93.4,345,2021
Crittenden,KY,89.5,178,2021
Cumberland,KY,89.1,164,2021
Daviess,KY,95.0,435,2021
Edmonson,KY,91.3,246,2021
Elliott,KY,91.4,251,2021
Estill,KY,94.0,377,2021
Fayette,KY,93.2,333,2021
Fleming,KY,90.7,223,2021
Floyd,KY,95.7,467,2021
Franklin,KY,92.9,319,2021
Fulton,KY,93.8,365,2021
Gallatin,KY,89.3,170,2021
Garrard,KY,92.7,309,2021
Grant,KY,95.5,459,2021
Graves,KY,93.4,345,2021
Grayson,KY,94.4,398,2021
Green,KY,91.9,274,2021
Greenup,KY,94.6,412,2021
Hancock,KY,95.3,451,2021
Hardin,KY,94.8,425,2021
Harlan,KY,94.6,412,2021
Harrison,KY,95.1,441,2021
Hart,KY,89.9,194,2021
Henderson,KY,96.4,491,2021
Henry,KY,89.9,194,2021
Hickman,KY,95.3,451,2021
Hopkins,KY,94.3,393,2021
Jackson,KY,93.0,324,2021
Jefferson,KY,94.7,418,2021
Jessamine,KY,93.8,365,2021
Johnson,KY,95.2,445,2021
Kenton,KY,94.6,412,2021
Knott,KY,93.5,350,2021
Knox,KY,94.0,377,2021
Larue,KY,94.3,393,2021
Laurel,KY,92.1,282,2021
Lawrence,KY,93.3,338,2021
Lee,KY,97.4,507,2021
Leslie,KY,97.2,506,2021
Letcher,KY,96.3,488,2021
Lewis,KY,94.8,425,2021
Lincoln,KY,92.4,297,2021
Livingston,KY,95.0,435,2021
Logan,KY,91.3,246,2021
Lyon,KY,94.7,418,2021
McCracken,KY,94.5,405,2021
McCreary,KY,96.4,491,2021
McLean,KY,96.2,485,2021
Madison,KY,94.5,405,2021
Magoffin,KY,94.9,430,2021
Marion,KY,97.1,505,2021
Marshall,KY,93.5,350,2021
Martin,KY,94.5,405,2021
Mason,KY,92.4,297,2021
Meade,KY,95.8,471,2021
Menifee,KY,93.4,345,2021
Mercer,KY,94.0,377,2021
Metcalfe,KY,95.8,471,2021
Monroe,KY,93.7,360,2021
Montgomery,KY,94.0,377,2021
Morgan,KY,91.9,274,2021
Muhlenberg,KY,95.1,441,2021
Nelson,KY,94.3,393,2021
Nicholas,KY,95.2,445,2021
Ohio,KY,94.2,387,2021
Oldham,KY,97.0,503,2021
Owen,KY,91.9,274,2021
Owsley,KY,96.4,491,2021
Pendleton,KY,95.6,462,2021
Perry,KY,95.2,445,2021
Pike,KY,94.7,418,2021
Powell,KY,93.9,370,2021
Pulaski,KY,93.6,355,2021
Robertson,KY,93.0,324,2021
Rockcastle,KY,94.9,430,2021
Rowan,KY,94.5,405,2021
Russell,KY,94.3,393,2021
Scott,KY,95.0,435,2021
Shelby,KY,92.3,290,2021
Simpson,KY,93.0,324,2021
Spencer,KY,96.1,482,2021
Taylor,KY,96.7,498,2021
Todd,KY,79.3,18,2021
Trigg,KY,89.1,164,2021
Trimble,KY,94.6,412,2021
Union,KY,94.5,405,2021
Warren,KY,94.3,393,2021
Washington,KY,89.6,182,2021
Wayne,KY,92.2,287,2021
Webster,KY,94.1,382,2021
Whitley,KY,92.4,297,2021
Wolfe,KY,98.8,511,2021
Woodford,KY,96.0,479,2021
Acadia,LA,92.5,301,2021
Allen,LA,92.8,313,2021
Ascension,LA,94.2,387,2021
Assumption,LA,90.9,233,2021
Avoyelles,LA,92.2,287,2021
Beauregard,LA,93.2,333,2021
Bienville,LA,89.4,174,2021
Bossier,LA,90.8,229,2021
Caddo,LA,92.5,301,2021
Calcasieu,LA,92.3,290,2021
Caldwell,LA,92.7,309,2021
Cameron,LA,90.4,215,2021
Catahoula,LA,90.0,197,2021
Claiborne,LA,91.5,255,2021
Concordia,LA,90.7,223,2021
De Soto,LA,92.4,297,2021
East Baton Rouge,LA,91.5,255,2021
East Carroll,LA,95.1,441,2021
East Feliciana,LA,91.8,269,2021
Evangeline,LA,89.8,189,2021
Franklin,LA,92.6,305,2021
Grant,LA,89.4,174,2021
Iberia,LA,91.4,251,2021
Iberville,LA,91.6,259,2021
Jackson,LA,93.0,324,2021
Jefferson,LA,89.5,178,2021
Jefferson Davis,LA,92.1,282,2021
Lafayette,LA,92.0,277,2021
Lafourche,LA,93.3,338,2021
LaSalle,LA,94.6,412,2021
Lincoln,LA,92.7,309,2021
Livingston,LA,91.4,251,2021
Madison,LA,91.6,259,2021
Morehouse,LA,91.8,269,2021
Natchitoches,LA,92.1,282,2021
Orleans,LA,91.2,243,2021
Ouachita,LA,91.9,274,2021
Plaquemines,LA,94.6,412,2021
Pointe Coupee,LA,90.9,233,2021
Rapides,LA,90.9,233,2021
Red River,LA,89.0,161,2021
Richland,LA,90.4,215,2021
Sabine,LA,90.4,215,2021
St. Bernard,LA,91.2,243,2021
St. Charles,LA,93.4,345,2021
St. Helena,LA,89.5,178,2021
St. James,LA,92.4,297,2021
St. John the Baptist,LA,93.0,324,2021
St. Landry,LA,91.1,239,2021
St. Martin,LA,91.2,243,2021
St. Mary,LA,94.3,393,2021
St. Tammany,LA,93.0,324,2021
Tangipahoa,LA,91.5,255,2021
Tensas,LA,88.7,153,2021
Terrebonne,LA,92.8,313,2021
Union,LA,90.8,229,2021
Vermilion,LA,92.1,282,2021
Vernon,LA,91.9,274,2021
Washington,LA,90.9,233,2021
Webster,LA,92.4,297,2021
West Baton Rouge,LA,93.3,338,2021
West Carroll,LA,92.5,301,2021
West Feliciana,LA,93.4,345,2021
Winn,LA,90.7,223,2021
Androscoggin,ME,92.3,290,2021
Aroostook,ME,91.4,251,2021
Cumberland,ME,94.5,405,2021
Franklin,ME,89.8,189,2021
Hancock,ME,90.1,200,2021
Kennebec,ME,92.4,297,2021
Knox,ME,92.4,297,2021
Lincoln,ME,90.4,215,2021
Oxford,ME,91.6,259,2021
Penobscot,ME,91.9,274,2021
Piscataquis,ME,88.1,135,2021
Sagadahoc,ME,93.1,328,2021
Somerset,ME,91.4,251,2021
Waldo,ME,88.6,150,2021
Washington,ME,88.9,159,2021
York,ME,94.7,418,2021
Allegany,MD,95.8,471,2021
Anne Arundel,MD,95.5,459,2021
Baltimore,MD,94.8,425,2021
Calvert,MD,97.1,505,2021
Caroline,MD,93.3,338,2021
Carroll,MD,96.9,501,2021
Cecil,MD,95.9,474,2021
Charles,MD,95.5,459,2021
Dorchester,MD,94.7,418,2021
Frederick,MD,95.4,454,2021
Garrett,MD,94.5,405,2021
Harford,MD,96.5,493,2021
Howard,MD,96.1,482,2021
Kent,MD,96.0,479,2021
Montgomery,MD,93.3,338,2021
Prince George's,MD,89.7,186,2021
Queen Anne's,MD,95.5,459,2021
St. Mary's,MD,95.7,467,2021
Somerset,MD,95.0,435,2021
Talbot,MD,95.7,467,2021
Washington,MD,95.1,441,2021
Wicomico,MD,93.3,338,2021
Worcester,MD,93.7,360,2021
Baltimore City,MD,94.1,382,2021
Barnstable,MA,96.7,498,2021
Berkshire,MA,97.6,509,2021
Bristol,MA,96.9,501,2021
Dukes,MA,93.8,365,2021
Essex,MA,97.0,503,2021
Franklin,MA,97.7,510,2021
Hampden,MA,96.9,501,2021
Hampshire,MA,97.6,509,2021
Middlesex,MA,97.3,507,2021
Nantucket,MA,93.9,370,2021
Norfolk,MA,98.0,510,2021
Plymouth,MA,97.5,509,2021
Suffolk,MA,96.4,491,2021
Worcester,MA,97.6,509,2021
Alcona,MI,95.1,441,2021
Alger,MI,95.0,435,2021
Allegan,MI,95.1,441,2021
Alpena,MI,94.7,418,2021
Antrim,MI,93.8,365,2021
Arenac,MI,93.7,360,2021
Baraga,MI,94.7,418,2021
Barry,MI,95.3,451,2021
Bay,MI,94.1,382,2021
Benzie,MI,93.7,360,2021
Berrien,MI,93.6,355,2021
Branch,MI,89.1,164,2021
Calhoun,MI,94.5,405,2021
Cass,MI,94.3,393,2021
Charlevoix,MI,93.1,328,2021
Cheboygan,MI,93.5,350,2021
Chippewa,MI,93.6,355,2021
Clare,MI,88.3,141,2021
Clinton,MI,96.3,488,2021
Crawford,MI,94.8,425,2021
Delta,MI,94.5,405,2021
Dickinson,MI,95.0,435,2021
Eaton,MI,95.6,462,2021
Emmet,MI,93.2,333,2021
Genesee,MI,94.6,412,2021
Gladwin,MI,92.1,282,2021
Gogebic,MI,93.2,333,2021
Grand Traverse,MI,94.3,393,2021
Gratiot,MI,95.0,435,2021
Hillsdale,MI,92.8,313,2021
Houghton,MI,92.4,297,2021
Huron,MI,93.9,370,2021
Ingham,MI,95.2,445,2021
Ionia,MI,93.8,365,2021
Iosco,MI,93.2,333,2021
Iron,MI,92.9,319,2021
Isabella,MI,91.9,274,2021
Jackson,MI,94.4,398,2021
Kalamazoo,MI,94.8,425,2021
Kalkaska,MI,91.3,246,2021
Kent,MI,94.8,425,2021
Keweenaw,MI,92.0,277,2021
Lake,MI,93.3,338,2021
Lapeer,MI,92.7,309,2021
Leelanau,MI,94.8,425,2021
Lenawee,MI,94.3,393,2021
Livingston,MI,96.6,496,2021
Luce,MI,96.2,485,2021
Mackinac,MI,89.3,170,2021
Macomb,MI,94.7,418,2021
Manistee,MI,94.9,430,2021
Marquette,MI,95.7,467,2021
Mason,MI,94.0,377,2021
Mecosta,MI,93.1,328,2021
Menominee,MI,95.2,445,2021
Midland,MI,96.3,488,2021
Missaukee,MI,90.9,233,2021
Monroe,MI,96.2,485,2021
Montcalm,MI,92.6,305,2021
Montmorency,MI,92.8,313,2021
Muskegon,MI,95.1,441,2021
Newaygo,MI,92.9,319,2021
Oakland,MI,95.9,474,2021
Oceana,MI,90.3,209,2021
Ogemaw,MI,94.9,430,2021
Ontonagon,MI,94.7,418,2021
Osceola,MI,89.3,170,2021
Oscoda,MI,84.5,62,2021
Otsego,MI,92.5,301,2021
Ottawa,MI,96.5,493,2021
Presque Isle,MI,93.4,345,2021
Roscommon,MI,94.0,377,2021
Saginaw,MI,95.7,467,2021
St. Clair,MI,94.9,430,2021
St. Joseph,MI,90.9,233,2021
Sanilac,MI,91.9,274,2021
Schoolcraft,MI,92.8,313,2021
Shiawassee,MI,95.3,451,2021
Tuscola,MI,94.9,430,2021
Van Buren,MI,92.0,277,2021
Washtenaw,MI,96.6,496,2021
Wayne,MI,94.0,377,2021
Wexford,MI,93.4,345,2021
Aitkin,MN,94.5,405,2021
Anoka,MN,95.7,467,2021
Becker,MN,93.5,350,2021
Beltrami,MN,91.3,246,2021
Benton,MN,96.3,488,2021
Big Stone,MN,94.1,382,2021
Blue Earth,MN,96.3,488,2021
Brown,MN,95.9,474,2021
Carlton,MN,95.5,459,2021
Carver,MN,97.2,506,2021
Cass,MN,92.4,297,2021
Chippewa,MN,92.0,277,2021
Chisago,MN,96.4,491,2021
Clay,MN,95.7,467,2021
Clearwater,MN,88.9,159,2021
Cook,MN,94.3,393,2021
Cottonwood,MN,95.7,467,2021
Crow Wing,MN,94.1,382,2021
Dakota,MN,96.4,491,2021
Dodge,MN,95.7,467,2021
Douglas,MN,96.8,500,2021
Faribault,MN,94.7,418,2021
Fillmore,MN,91.5,255,2021
Freeborn,MN,94.6,412,2021
Goodhue,MN,94.2,387,2021
Grant,MN,94.7,418,2021
Hennepin,MN,95.2,445,2021
Houston,MN,95.3,451,2021
Hubbard,MN,94.1,382,2021
Isanti,MN,95.1,441,2021
Itasca,MN,95.1,441,2021
Jackson,MN,96.2,485,2021
Kanabec,MN,94.0,377,2021
Kandiyohi,MN,93.7,360,2021
Kittson,MN,93.8,365,2021
Koochiching,MN,93.9,370,2021
Lac qui Parle,MN,97.5,509,2021
Lake,MN,95.1,441,2021
Lake of the Woods,MN,93.8,365,2021
Le Sueur,MN,94.6,412,2021
Lincoln,MN,94.8,425,2021
Lyon,MN,93.9,370,2021
McLeod,MN,94.8,425,2021
Mahnomen,MN,85.8,82,2021
Marshall,MN,96.0,479,2021
Martin,MN,93.8,365,2021
Meeker,MN,95.8,471,2021
Mille Lacs,MN,94.1,382,2021
Morrison,MN,95.3,451,2021
Mower,MN,94.8,425,2021
Murray,MN,95.5,459,2021
Nicollet,MN,96.6,496,2021
Nobles,MN,88.9,159,2021
Norman,MN,93.5,350,2021
Olmsted,MN,96.4,491,2021
Otter Tail,MN,94.8,425,2021
Pennington,MN,97.2,506,2021
Pine,MN,93.6,355,2021
Pipestone,MN,92.7,309,2021
Polk,MN,94.7,418,2021
Pope,MN,97.0,503,2021
Ramsey,MN,95.0,435,2021
Red Lake,MN,97.1,505,2021
Redwood,MN,93.2,333,2021
Renville,MN,95.1,441,2021
Rice,MN,94.4,398,2021
Rock,MN,96.1,482,2021
Roseau,MN,95.0,435,2021
St. Louis,MN,96.3,488,2021
Scott,MN,96.6,496,2021
Sherburne,MN,96.9,501,2021
Sibley,MN,94.5,405,2021
Stearns,MN,96.1,482,2021
Steele,MN,96.2,485,2021
Stevens,MN,96.0,479,2021
Swift,MN,94.5,405,2021
Todd,MN,89.6,182,2021
Traverse,MN,97.5,509,2021
Wabasha,MN,95.2,445,2021
Wadena,MN,94.4,398,2021
Waseca,MN,96.0,479,2021
Washington,MN,96.6,496,2021
Watonwan,MN,90.2,204,2021
Wilkin,MN,97.1,505,2021
Winona,MN,94.4,398,2021
Wright,MN,95.5,459,2021
Yellow Medicine,MN,96.5,493,2021
Adams,MS,85.5,76,2021
Alcorn,MS,87.4,116,2021
Amite,MS,88.4,145,2021
Attala,MS,90.8,229,2021
Benton,MS,86.9,105,2021
Bolivar,MS,84.3,61,2021
Calhoun,MS,88.4,145,2021
Carroll,MS,92.5,301,2021
Chickasaw,MS,87.7,124,2021
Choctaw,MS,89.9,194,2021
Claiborne,MS,81.2,27,2021
Clarke,MS,85.1,71,2021
Clay,MS,88.7,153,2021
Coahoma,MS,87.0,107,2021
Copiah,MS,86.2,91,2021
Covington,MS,89.8,189,2021
DeSoto,MS,91.6,259,2021
Forrest,MS,87.4,116,2021
Franklin,MS,88.9,159,2021
George,MS,85.9,84,2021
Greene,MS,85.6,78,2021
Grenada,MS,87.6,122,2021
Hancock,MS,88.4,145,2021
Harrison,MS,85.7,80,2021
Hinds,MS,86.9,105,2021
Holmes,MS,86.3,93,2021
Humphreys,MS,85.1,71,2021
Issaquena,MS,86.6,99,2021
Itawamba,MS,89.4,174,2021
Jackson,MS,86.7,101,2021
Jasper,MS,88.0,131,2021
Jefferson,MS,86.2,91,2021
Jefferson Davis,MS,86.9,105,2021
Jones,MS,89.0,161,2021
Kemper,MS,85.8,82,2021
Lafayette,MS,90.2,204,2021
Lamar,MS,87.1,109,2021
Lauderdale,MS,90.4,215,2021
Lawrence,MS,84.9,68,2021
Leake,MS,85.4,75,2021
Lee,MS,88.4,145,2021
Leflore,MS,83.9,56,2021
Lincoln,MS,85.8,82,2021
Lowndes,MS,88.2,138,2021
Madison,MS,92.5,301,2021
Marion,MS,85.6,78,2021
Marshall,MS,87.3,113,2021
Monroe,MS,90.5,217,2021
Montgomery,MS,92.2,287,2021
Neshoba,MS,87.7,124,2021
Newton,MS,86.4,95,2021
Noxubee,MS,83.6,51,2021
Oktibbeha,MS,91.2,243,2021
Panola,MS,86.2,91,2021
Pearl River,MS,87.2,111,2021
Perry,MS,86.0,85,2021
Pike,MS,88.2,138,2021
Pontotoc,MS,87.2,111,2021
Prentiss,MS,91.5,255,2021
Quitman,MS,83.4,49,2021
Rankin,MS,90.7,223,2021
Scott,MS,86.2,91,2021
Sharkey,MS,81.7,32,2021
Simpson,MS,85.5,76,2021
Smith,MS,85.2,72,2021
Stone,MS,86.3,93,2021
Sunflower,MS,88.3,141,2021
Tallahatchie,MS,85.7,80,2021
Tate,MS,87.6,122,2021
Tippah,MS,87.0,107,2021
Tishomingo,MS,84.7,65,2021
Tunica,MS,82.7,42,2021
Union,MS,88.7,153,2021
Walthall,MS,88.8,155,2021
Warren,MS,87.6,122,2021
Washington,MS,85.1,71,2021
Wayne,MS,83.8,54,2021
Webster,MS,87.3,113,2021
Wilkinson,MS,90.1,200,2021
Winston,MS,87.4,116,2021
Yalobusha,MS,87.2,111,2021
Yazoo,MS,87.0,107,2021
Adair,MO,91.6,259,2021
Andrew,MO,94.1,382,2021
Atchison,MO,89.0,161,2021
Audrain,MO,87.2,111,2021
Barry,MO,87.3,113,2021
Barton,MO,87.3,113,2021
Bates,MO,90.1,200,2021
Benton,MO,88.5,147,2021
Bollinger,MO,90.7,223,2021
Boone,MO,92.7,309,2021
Buchanan,MO,87.7,124,2021
Butler,MO,86.4,95,2021
Caldwell,MO,88.4,145,2021
Callaway,MO,89.8,189,2021
Camden,MO,87.5,119,2021
Cape Girardeau,MO,92.7,309,2021
Carroll,MO,91.8,269,2021
Carter,MO,81.7,32,2021
Cass,MO,91.9,274,2021
Cedar,MO,83.9,56,2021
Chariton,MO,91.4,251,2021
Christian,MO,91.3,246,2021
Clark,MO,85.8,82,2021
Clay,MO,92.3,290,2021
Clinton,MO,91.2,243,2021
Cole,MO,92.9,319,2021
Cooper,MO,89.5,178,2021
Crawford,MO,85.5,76,2021
Dade,MO,88.7,153,2021
Dallas,MO,82.1,35,2021
Daviess,MO,85.6,78,2021
DeKalb,MO,92.0,277,2021
Dent,MO,85.2,72,2021
Douglas,MO,86.1,88,2021
Dunklin,MO,83.0,45,2021
Franklin,MO,92.3,290,2021
Gasconade,MO,92.5,301,2021
Gentry,MO,87.2,111,2021
Greene,MO,88.4,145,2021
Grundy,MO,82.6,40,2021
Harrison,MO,92.0,277,2021
Henry,MO,89.4,174,2021
Hickory,MO,83.7,53,2021
Holt,MO,90.5,217,2021
Howard,MO,90.2,204,2021
Howell,MO,84.8,66,2021
Iron,MO,88.5,147,2021
Jackson,MO,88.4,145,2021
Jasper,MO,86.5,97,2021
Jefferson,MO,91.8,269,2021
Johnson,MO,90.8,229,2021
Knox,MO,75.8,7,2021
Laclede,MO,88.2,138,2021
Lafayette,MO,92.9,319,2021
Lawrence,MO,86.4,95,2021
Lewis,MO,90.9,233,2021
Lincoln,MO,91.9,274,2021
Linn,MO,90.4,215,2021
Livingston,MO,89.5,178,2021
McDonald,MO,79.2,17,2021
Macon,MO,89.1,164,2021
Madison,MO,85.2,72,2021
Maries,MO,89.2,167,2021
Marion,MO,91.8,269,2021
Mercer,MO,86.3,93,2021
Miller,MO,88.0,131,2021
Mississippi,MO,87.7,124,2021
Moniteau,MO,84.6,63,2021
Monroe,MO,89.8,189,2021
Montgomery,MO,89.7,186,2021
Morgan,MO,76.3,8,2021
New Madrid,MO,85.8,82,2021
Newton,MO,86.3,93,2021
Nodaway,MO,91.3,246,2021
Oregon,MO,82.2,36,2021
Osage,MO,95.1,441,2021
Ozark,MO,85.7,80,2021
Pemiscot,MO,87.1,109,2021
Perry,MO,93.3,338,2021
Pettis,MO,86.0,85,2021
Phelps,MO,91.4,251,2021
Pike,MO,92.2,287,2021
Platte,MO,94.3,393,2021
Polk,MO,87.3,113,2021
Pulaski,MO,89.0,161,2021
Putnam,MO,87.6,122,2021
Ralls,MO,91.3,246,2021
Randolph,MO,89.6,182,2021
Ray,MO,89.5,178,2021
Reynolds,MO,86.7,101,2021
Ripley,MO,84.9,68,2021
St. Charles,MO,95.7,467,2021
St. Clair,MO,84.7,65,2021
Ste. Genevieve,MO,95.1,441,2021
St. Francois,MO,89.1,164,2021
St. Louis,MO,89.5,178,2021
Saline,MO,93.9,370,2021
Schuyler,MO,84.5,62,2021
Scotland,MO,65.3,1,2021
Scott,MO,88.1,135,2021
Shannon,MO,82.5,38,2021
Shelby,MO,88.4,145,2021
Stoddard,MO,86.1,88,2021
Stone,MO,90.4,215,2021
Sullivan,MO,88.8,155,2021
Taney,MO,84.3,61,2021
Texas,MO,81.4,29,2021
Vernon,MO,83.8,54,2021
Warren,MO,92.7,309,2021
Washington,MO,87.3,113,2021
Wayne,MO,85.9,84,2021
Webster,MO,84.6,63,2021
Worth,MO,92.4,297,2021
Wright,MO,83.2,48,2021
Beaverhead,MT,93.3,338,2021
Big Horn,MT,73.6,4,2021
Blaine,MT,84.1,59,2021
Broadwater,MT,90.0,197,2021
Carbon,MT,92.9,319,2021
Carter,MT,87.0,107,2021
Cascade,MT,92.6,305,2021
Chouteau,MT,93.1,328,2021
Custer,MT,93.7,360,2021
Daniels,MT,95.6,462,2021
Dawson,MT,96.7,498,2021
Deer Lodge,MT,92.3,290,2021
Fallon,MT,91.8,269,2021
Fergus,MT,87.5,119,2021
Flathead,MT,90.9,233,2021
Gallatin,MT,92.6,305,2021
Garfield,MT,79.9,20,2021
Glacier,MT,63.0,0,2021
Golden Valley,MT,88.9,159,2021
Granite,MT,92.9,319,2021
Hill,MT,94.7,418,2021
Jefferson,MT,94.0,377,2021
Judith Basin,MT,93.2,333,2021
Lake,MT,86.0,85,2021
Lewis and Clark,MT,95.0,435,2021
Liberty,MT,93.7,360,2021
Lincoln,MT,89.7,186,2021
McCone,MT,90.5,217,2021
