county,state,percentHealthInsurance,percentHealthInsuranceBucket,year
Siskiyou,CA,93.5,350,2021
Solano,CA,95.2,445,2021
Sonoma,CA,94.1,382,2021
Stanislaus,CA,93.9,370,2021
Sutter,CA,93.4,345,2021
Tehama,CA,93.5,350,2021
Trinity,CA,89.5,178,2021
Tulare,CA,92.3,290,2021
Tuolumne,CA,93.5,350,2021
Ventura,CA,91.6,259,2021
Yolo,CA,95.5,459,2021
Yuba,CA,92.9,319,2021
Adams,CO,89.5,178,2021
Alamosa,CO,89.7,186,2021
Arapahoe,CO,91.7,263,2021
Archuleta,CO,88.2,138,2021
Baca,CO,92.5,301,2021
Bent,CO,90.2,204,2021
Boulder,CO,95.4,454,2021
Broomfield,CO,94.2,387,2021
Chaffee,CO,91.5,255,2021
Cheyenne,CO,93.3,338,2021
Clear Creek,CO,90.3,209,2021
Conejos,CO,86.1,88,2021
Costilla,CO,91.1,239,2021
Crowley,CO,91.6,259,2021
Custer,CO,88.4,145,2021
Delta,CO,90.0,197,2021
Denver,CO,90.4,215,2021
Dolores,CO,92.7,309,2021
Douglas,CO,96.4,491,2021
Eagle,CO,89.9,194,2021
Elbert,CO,93.7,360,2021
El Paso,CO,92.7,309,2021
Fremont,CO,92.2,287,2021
Garfield,CO,83.2,48,2021
Gilpin,CO,93.4,345,2021
Grand,CO,85.7,80,2021
Gunnison,CO,90.5,217,2021
Hinsdale,CO,87.8,127,2021
Huerfano,CO,92.9,319,2021
Jackson,CO,90.7,223,2021
Jefferson,CO,94.7,418,2021
Kiowa,CO,94.2,387,2021
Kit Carson,CO,90.3,209,2021
Lake,CO,84.0,57,2021
La Plata,CO,90.0,197,2021
Larimer,CO,94.0,377,2021
Las Animas,CO,89.8,189,2021
Lincoln,CO,91.9,274,2021
Logan,CO,91.9,274,2021
Mesa,CO,90.5,217,2021
Mineral,CO,84.1,59,2021
Moffat,CO,88.2,138,2021
Montezuma,CO,87.8,127,2021
Montrose,CO,86.7,101,2021
Morgan,CO,88.8,155,2021
Otero,CO,91.7,263,2021
Ouray,CO,86.0,85,2021
Park,CO,91.7,263,2021
Phillips,CO,89.0,161,2021
Pitkin,CO,93.7,360,2021
Prowers,CO,88.8,155,2021
Pueblo,CO,93.4,345,2021
Rio Blanco,CO,88.2,138,2021
Rio Grande,CO,85.6,78,2021
Routt,CO,92.3,290,2021
Saguache,CO,89.9,194,2021
San Juan,CO,85.5,76,2021
San Miguel,CO,90.2,204,2021
Sedgwick,CO,91.4,251,2021
Summit,CO,87.0,107,2021
Teller,CO,91.4,251,2021
Washington,CO,95.8,471,2021
Weld,CO,91.2,243,2021
Yuma,CO,87.7,124,2021
Fairfield,CT,92.3,290,2021
Hartford,CT,95.9,474,2021
Litchfield,CT,96.4,491,2021
Middlesex,CT,96.8,500,2021
New Haven,CT,94.9,430,2021
New London,CT,95.8,471,2021
Tolland,CT,96.9,501,2021
Windham,CT,95.7,467,2021
Kent,DE,92.9,319,2021
New Castle,DE,94.8,425,2021
Sussex,DE,93.6,355,2021
District of,,96.6,496,2021
Alachua,FL,91.8,269,2021
Baker,FL,88.9,159,2021
Bay,FL,86.0,85,2021
Bradford,FL,88.1,135,2021
Brevard,FL,89.8,189,2021
Broward,FL,85.8,82,2021
Calhoun,FL,81.6,31,2021
Charlotte,FL,89.6,182,2021
Citrus,FL,88.7,153,2021
Clay,FL,90.8,229,2021
Collier,FL,87.9,129,2021
Columbia,FL,86.0,85,2021
DeSoto,FL,82.1,35,2021
Dixie,FL,85.1,71,2021
Duval,FL,88.1,135,2021
Escambia,FL,88.4,145,2021
Flagler,FL,87.8,127,2021
Franklin,FL,81.6,31,2021
Gadsden,FL,85.5,76,2021
Gilchrist,FL,84.4,61,2021
Glades,FL,79.1,17,2021
Gulf,FL,91.8,269,2021
Hamilton,FL,81.8,33,2021
Hardee,FL,86.8,103,2021
Hendry,FL,76.2,8,2021
Hernando,FL,87.1,109,2021
Highlands,FL,87.6,122,2021
Hillsborough,FL,87.9,129,2021
Holmes,FL,81.4,29,2021
Indian River,FL,88.5,147,2021
Jackson,FL,88.3,141,2021
Jefferson,FL,91.8,269,2021
Lafayette,FL,87.1,109,2021
Lake,FL,89.4,174,2021
Lee,FL,86.9,105,2021
Leon,FL,91.7,263,2021
Levy,FL,83.8,54,2021
Liberty,FL,86.2,91,2021
Madison,FL,87.8,127,2021
Manatee,FL,88.0,131,2021
Marion,FL,88.1,135,2021
Martin,FL,90.0,197,2021
Miami-Dade,FL,84.4,61,2021
Monroe,FL,83.0,45,2021
Nassau,FL,90.3,209,2021
Okaloosa,FL,88.0,131,2021
Okeechobee,FL,83.4,49,2021
Orange,FL,86.7,101,2021
Osceola,FL,86.8,103,2021
Palm Beach,FL,86.2,91,2021
Pasco,FL,88.6,150,2021
Pinellas,FL,89.0,161,2021
Polk,FL,86.9,105,2021
Putnam,FL,82.9,44,2021
St. Johns,FL,92.1,282,2021
St. Lucie,FL,87.2,111,2021
Santa Rosa,FL,88.5,147,2021
Sarasota,FL,89.3,170,2021
Seminole,FL,90.4,215,2021
Sumter,FL,94.3,393,2021
Suwannee,FL,87.0,107,2021
Taylor,FL,91.7,263,2021
Union,FL,90.0,197,2021
Volusia,FL,88.4,145,2021
Wakulla,FL,93.3,338,2021
Walton,FL,86.8,103,2021
Washington,FL,84.7,65,2021
Appling,GA,86.1,88,2021
Atkinson,GA,80.2,21,2021
Bacon,GA,80.8,25,2021
Baker,GA,83.1,46,2021
Baldwin,GA,87.4,116,2021
Banks,GA,87.2,111,2021
Barrow,GA,84.8,66,2021
Bartow,GA,85.1,71,2021
Ben Hill,GA,80.8,25,2021
Berrien,GA,78.3,13,2021
Bibb,GA,86.7,101,2021
Bleckley,GA,89.9,194,2021
Brantley,GA,84.2,59,2021
Brooks,GA,81.5,30,2021
Bryan,GA,90.6,220,2021
Bulloch,GA,88.0,131,2021
Burke,GA,87.3,113,2021
Butts,GA,89.4,174,2021
Calhoun,GA,86.3,93,2021
Camden,GA,89.6,182,2021
Candler,GA,82.3,36,2021
Carroll,GA,87.8,127,2021
Catoosa,GA,88.7,153,2021
Charlton,GA,82.9,44,2021
Chatham,GA,86.2,91,2021
Chattahoochee,GA,94.8,425,2021
Chattooga,GA,87.6,122,2021
Cherokee,GA,89.2,167,2021
Clarke,GA,87.6,122,2021
Clay,GA,86.2,91,2021
Clayton,GA,81.7,32,2021
Clinch,GA,78.4,14,2021
Cobb,GA,87.4,116,2021
Coffee,GA,82.6,40,2021
Colquitt,GA,78.1,12,2021
Columbia,GA,91.5,255,2021
Cook,GA,81.2,27,2021
Coweta,GA,90.3,209,2021
Crawford,GA,87.6,122,2021
Crisp,GA,82.5,38,2021
Dade,GA,87.6,122,2021
Dawson,GA,85.6,78,2021
Decatur,GA,83.9,56,2021
DeKalb,GA,86.6,99,2021
Dodge,GA,87.1,109,2021
Dooly,GA,81.8,33,2021
Dougherty,GA,85.1,71,2021
Douglas,GA,87.8,127,2021
Early,GA,84.3,61,2021
Echols,GA,74.1,5,2021
Effingham,GA,90.0,197,2021
Elbert,GA,87.0,107,2021
Emanuel,GA,83.4,49,2021
Evans,GA,81.8,33,2021
Fannin,GA,86.3,93,2021
Fayette,GA,92.3,290,2021
Floyd,GA,84.9,68,2021
Forsyth,GA,91.3,246,2021
Franklin,GA,83.2,48,2021
Fulton,GA,90.0,197,2021
Gilmer,GA,82.6,40,2021
Glascock,GA,89.9,194,2021
Glynn,GA,86.3,93,2021
Gordon,GA,82.7,42,2021
Grady,GA,79.6,19,2021
Greene,GA,81.5,30,2021
Gwinnett,GA,84.1,59,2021
Habersham,GA,85.1,71,2021
Hall,GA,82.7,42,2021
Hancock,GA,86.9,105,2021
Haralson,GA,88.3,141,2021
Harris,GA,94.0,377,2021
Hart,GA,86.5,97,2021
Heard,GA,85.8,82,2021
Henry,GA,89.5,178,2021
Houston,GA,89.5,178,2021
Irwin,GA,82.6,40,2021
Jackson,GA,88.1,135,2021
Jasper,GA,86.7,101,2021
Jeff Davis,GA,79.9,20,2021
Jefferson,GA,84.8,66,2021
Jenkins,GA,81.0,26,2021
Johnson,GA,86.4,95,2021
Jones,GA,91.6,259,2021
Lamar,GA,88.6,150,2021
Lanier,GA,82.7,42,2021
Laurens,GA,86.7,101,2021
Lee,GA,91.8,269,2021
Liberty,GA,88.4,145,2021
Lincoln,GA,85.4,75,2021
Long,GA,86.4,95,2021
Lowndes,GA,83.8,54,2021
Lumpkin,GA,89.8,189,2021
McDuffie,GA,86.2,91,2021
McIntosh,GA,85.4,75,2021
Macon,GA,79.4,18,2021
Madison,GA,83.6,51,2021
Marion,GA,83.6,51,2021
Meriwether,GA,85.6,78,2021
Miller,GA,82.6,40,2021
Mitchell,GA,78.4,14,2021
Monroe,GA,88.7,153,2021
Montgomery,GA,85.4,75,2021
Morgan,GA,89.1,164,2021
Murray,GA,86.2,91,2021
Muscogee,GA,88.0,131,2021
Newton,GA,86.6,99,2021
Oconee,GA,92.9,319,2021
Oglethorpe,GA,87.8,127,2021
Paulding,GA,89.1,164,2021
Peach,GA,87.7,124,2021
Pickens,GA,88.2,138,2021
Pierce,GA,84.9,68,2021
Pike,GA,86.1,88,2021
Polk,GA,84.1,59,2021
Pulaski,GA,90.8,229,2021
Putnam,GA,88.2,138,2021
Quitman,GA,77.0,10,2021
Rabun,GA,86.2,91,2021
Randolph,GA,88.3,141,2021
Richmond,GA,87.1,109,2021
Rockdale,GA,85.6,78,2021
Schley,GA,85.9,84,2021
Screven,GA,88.1,135,2021
Seminole,GA,81.4,29,2021
Spalding,GA,86.6,99,2021
Stephens,GA,83.8,54,2021
Stewart,GA,86.9,105,2021
Sumter,GA,88.0,131,2021
Talbot,GA,84.1,59,2021
Taliaferro,GA,87.9,129,2021
Tattnall,GA,83.1,46,2021
Taylor,GA,85.6,78,2021
Telfair,GA,88.9,159,2021
Terrell,GA,81.1,27,2021
Thomas,GA,86.6,99,2021
Tift,GA,82.6,40,2021
Toombs,GA,83.0,45,2021
Towns,GA,85.7,80,2021
Treutlen,GA,81.1,27,2021
Troup,GA,89.3,170,2021
Turner,GA,85.0,69,2021
Twiggs,GA,88.5,147,2021
Union,GA,87.5,119,2021
Upson,GA,88.2,138,2021
Walker,GA,85.3,73,2021
Walton,GA,88.0,131,2021
Ware,GA,83.0,45,2021
Warren,GA,90.3,209,2021
Washington,GA,87.5,119,2021
Wayne,GA,83.5,50,2021
Webster,GA,78.7,15,2021
Wheeler,GA,75.3,6,2021
White,GA,86.8,103,2021
Whitfield,GA,82.0,34,2021
Wilcox,GA,82.2,36,2021
Wilkes,GA,85.1,71,2021
Wilkinson,GA,88.1,135,2021
Worth,GA,84.3,61,2021
Hawaii,HI,94.9,430,2021
Honolulu,HI,96.5,493,2021
Kalawao,HI,100.0,511,2021
Kauai,HI,94.9,430,2021
Maui,HI,94.8,425,2021
Ada,ID,92.6,305,2021
Adams,ID,88.4,145,2021
Bannock,ID,91.6,259,2021
Bear Lake,ID,92.4,297,2021
Benewah,ID,87.3,113,2021
Bingham,ID,89.3,170,2021
Blaine,ID,87.8,127,2021
Boise,ID,84.3,61,2021
Bonner,ID,89.7,186,2021
Bonneville,ID,91.3,246,2021
Boundary,ID,83.1,46,2021
Butte,ID,91.5,255,2021
Camas,ID,86.2,91,2021
Canyon,ID,87.4,116,2021
Caribou,ID,88.2,138,2021
Cassia,ID,88.4,145,2021
Clark,ID,77.4,10,2021
Clearwater,ID,86.1,88,2021
Custer,ID,91.3,246,2021
Elmore,ID,85.3,73,2021
Franklin,ID,89.9,194,2021
Fremont,ID,87.8,127,2021
Gem,ID,86.2,91,2021
Gooding,ID,81.8,33,2021
Idaho,ID,84.0,57,2021
Jefferson,ID,90.7,223,2021
Jerome,ID,83.6,51,2021
Kootenai,ID,90.1,200,2021
Latah,ID,92.5,301,2021
Lemhi,ID,90.9,233,2021
Lewis,ID,87.6,122,2021
Lincoln,ID,82.8,43,2021
Madison,ID,93.4,345,2021
Minidoka,ID,82.6,40,2021
Nez Perce,ID,90.0,197,2021
Oneida,ID,95.3,451,2021
Owyhee,ID,78.5,14,2021
Payette,ID,89.7,186,2021
Power,ID,86.3,93,2021
Shoshone,ID,84.2,59,2021
Teton,ID,86.7,101,2021
Twin Falls,ID,88.8,155,2021
Valley,ID,88.4,145,2021
Washington,ID,84.9,68,2021
Adams,IL,95.5,459,2021
Alexander,IL,89.7,186,2021
Bond,IL,93.9,370,2021
Boone,IL,94.0,377,2021
Brown,IL,94.2,387,2021
Bureau,IL,94.5,405,2021
Calhoun,IL,98.7,511,2021
Carroll,IL,93.7,360,2021
Cass,IL,94.9,430,2021
Champaign,IL,95.3,451,2021
Christian,IL,95.8,471,2021
Clark,IL,95.7,467,2021
Clay,IL,94.1,382,2021
Clinton,IL,95.0,435,2021
Coles,IL,92.8,313,2021
Cook,IL,91.0,235,2021
Crawford,IL,94.2,387,2021
Cumberland,IL,93.7,360,2021
DeKalb,IL,95.1,441,2021
De Witt,IL,96.4,491,2021
Douglas,IL,83.5,50,2021
DuPage,IL,94.7,418,2021
Edgar,IL,95.3,451,2021
Edwards,IL,93.1,328,2021
Effingham,IL,94.9,430,2021
Fayette,IL,92.0,277,2021
Ford,IL,93.6,355,2021
Franklin,IL,94.1,382,2021
Fulton,IL,95.0,435,2021
Gallatin,IL,96.8,500,2021
Greene,IL,94.2,387,2021
Grundy,IL,96.1,482,2021
Hamilton,IL,95.0,435,2021
Hancock,IL,96.0,479,2021
Hardin,IL,92.5,301,2021
Henderson,IL,95.9,474,2021
Henry,IL,95.5,459,2021
Iroquois,IL,94.0,377,2021
Jackson,IL,92.9,319,2021
Jasper,IL,93.2,333,2021
Jefferson,IL,92.9,319,2021
Jersey,IL,94.9,430,2021
Jo Daviess,IL,94.7,418,2021
Johnson,IL,94.6,412,2021
Kane,IL,92.1,282,2021
Kankakee,IL,94.6,412,2021
Kendall,IL,95.9,474,2021
Knox,IL,94.4,398,2021
Lake,IL,93.4,345,2021
LaSalle,IL,95.9,474,2021
Lawrence,IL,91.5,255,2021
Lee,IL,96.2,485,2021
Livingston,IL,95.1,441,2021
Logan,IL,96.6,496,2021
McDonough,IL,93.3,338,2021
McHenry,IL,95.1,441,2021
McLean,IL,95.6,462,2021
Macon,IL,95.3,451,2021
Macoupin,IL,96.0,479,2021
Madison,IL,95.0,435,2021
Marion,IL,93.1,328,2021
Marshall,IL,95.8,471,2021
Mason,IL,94.6,412,2021
Massac,IL,93.3,338,2021
Menard,IL,97.5,509,2021
Mercer,IL,94.4,398,2021
Monroe,IL,97.3,507,2021
Montgomery,IL,96.1,482,2021
Morgan,IL,95.6,462,2021
Moultrie,IL,86.0,85,2021
Ogle,IL,94.8,425,2021
Peoria,IL,93.4,345,2021
Perry,IL,96.3,488,2021
Piatt,IL,96.1,482,2021
Pike,IL,94.3,393,2021
Pope,IL,96.3,488,2021
Pulaski,IL,92.7,309,2021
Putnam,IL,96.4,491,2021
Randolph,IL,94.4,398,2021
Richland,IL,95.7,467,2021
Rock Island,IL,93.8,365,2021
St. Clair,IL,93.9,370,2021
Saline,IL,93.6,355,2021
Sangamon,IL,96.1,482,2021
Schuyler,IL,93.7,360,2021
Scott,IL,95.8,471,2021
Shelby,IL,96.3,488,2021
Stark,IL,94.7,418,2021
Stephenson,IL,93.9,370,2021
Tazewell,IL,95.1,441,2021
Union,IL,94.5,405,2021
Vermilion,IL,94.2,387,2021
Wabash,IL,94.2,387,2021
Warren,IL,94.3,393,2021
Washington,IL,97.3,507,2021
Wayne,IL,88.6,150,2021
White,IL,93.1,328,2021
Whiteside,IL,94.3,393,2021
Will,IL,94.6,412,2021
Williamson,IL,94.3,393,2021
Winnebago,IL,93.5,350,2021
Woodford,IL,95.7,467,2021
Adams,IN,80.5,23,2021
Allen,IN,91.8,269,2021
Bartholomew,IN,93.4,345,2021
Benton,IN,92.2,287,2021
Blackford,IN,94.7,418,2021
Boone,IN,95.2,445,2021
Brown,IN,91.8,269,2021
Carroll,IN,89.9,194,2021
Cass,IN,91.4,251,2021
Clark,IN,93.5,350,2021
Clay,IN,95.2,445,2021
Clinton,IN,89.6,182,2021
Crawford,IN,92.2,287,2021
Daviess,IN,74.3,5,2021
Dearborn,IN,95.4,454,2021
Decatur,IN,94.8,425,2021
DeKalb,IN,92.5,301,2021
Delaware,IN,92.8,313,2021
Dubois,IN,95.5,459,2021
Elkhart,IN,85.2,72,2021
Fayette,IN,91.6,259,2021
Floyd,IN,94.9,430,2021
Fountain,IN,90.4,215,2021
Franklin,IN,93.7,360,2021
Fulton,IN,89.7,186,2021
Gibson,IN,94.8,425,2021
Grant,IN,92.7,309,2021
Greene,IN,93.6,355,2021
Hamilton,IN,95.5,459,2021
Hancock,IN,94.2,387,2021
Harrison,IN,94.1,382,2021
Hendricks,IN,94.4,398,2021
Henry,IN,93.7,360,2021
Howard,IN,93.3,338,2021
Huntington,IN,93.8,365,2021
Jackson,IN,90.3,209,2021
Jasper,IN,94.5,405,2021
Jay,IN,90.2,204,2021
Jefferson,IN,92.4,297,2021
Jennings,IN,89.2,167,2021
Johnson,IN,94.2,387,2021
Knox,IN,92.1,282,2021
Kosciusko,IN,88.9,159,2021
LaGrange,IN,55.1,0,2021
Lake,IN,92.9,319,2021
LaPorte,IN,92.9,319,2021
Lawrence,IN,92.7,309,2021
Madison,IN,91.8,269,2021
Marion,IN,90.2,204,2021
Marshall,IN,88.2,138,2021
Martin,IN,92.4,297,2021
Miami,IN,90.7,223,2021
Monroe,IN,93.9,370,2021
Montgomery,IN,92.6,305,2021
Morgan,IN,94.1,382,2021
Newton,IN,93.7,360,2021
Noble,IN,89.3,170,2021
Ohio,IN,92.5,301,2021
Orange,IN,92.3,290,2021
Owen,IN,88.8,155,2021
Parke,IN,86.7,101,2021
Perry,IN,95.0,435,2021
Pike,IN,95.9,474,2021
Porter,IN,95.1,441,2021
Posey,IN,95.2,445,2021
Pulaski,IN,91.7,263,2021
Putnam,IN,94.4,398,2021
Randolph,IN,92.5,301,2021
Ripley,IN,91.4,251,2021
Rush,IN,92.1,282,2021
St. Joseph,IN,92.5,301,2021
Scott,IN,94.4,398,2021
Shelby,IN,94.3,393,2021
Spencer,IN,96.1,482,2021
Starke,IN,94.1,382,2021
Steuben,IN,93.9,370,2021
Sullivan,IN,89.6,182,2021
Switzerland,IN,87.2,111,2021
Tippecanoe,IN,93.9,370,2021
Tipton,IN,90.8,229,2021
Union,IN,91.3,246,2021
Vanderburgh,IN,92.4,297,2021
Vermillion,IN,95.3,451,2021
Vigo,IN,92.8,313,2021
Wabash,IN,92.3,290,2021
Warren,IN,95.3,451,2021
Warrick,IN,96.2,485,2021
Washington,IN,90.5,217,2021
Wayne,IN,89.4,174,2021
Wells,IN,93.1,328,2021
White,IN,91.9,274,2021
Whitley,IN,93.1,328,2021
Adair,IA,94.8,425,2021
Adams,IA,94.0,377,2021
Allamakee,IA,93.2,333,2021
Appanoose,IA,91.4,251,2021
Audubon,IA,95.5,459,2021
Benton,IA,97.0,503,2021
Black Hawk,IA,95.5,459,2021
Boone,IA,96.4,491,2021
Bremer,IA,97.5,509,2021
Buchanan,IA,93.9,370,2021
Buena Vista,IA,93.0,324,2021
Butler,IA,95.9,474,2021
Calhoun,IA,96.4,491,2021
Carroll,IA,96.9,501,2021
Cass,IA,95.2,445,2021
Cedar,IA,97.2,506,2021
Cerro Gordo,IA,96.0,479,2021
Cherokee,IA,94.2,387,2021
Chickasaw,IA,92.2,287,2021
Clarke,IA,94.1,382,2021
Clay,IA,94.8,425,2021
Clayton,IA,93.3,338,2021
Clinton,IA,94.9,430,2021
