county,state,percentNeedOpioidTreatment,percentNeedOpioidTreatmentBucket,year
Dallas,IA,88.63,251,2021
Davis,IA,93.15,468,2021
Decatur,IA,88.63,251,2021
Delaware,IA,87.23,176,2021
Des Moines,IA,93.15,468,2021
Dickinson,IA,88.32,237,2021
Dubuque,IA,87.23,176,2021
Emmet,IA,88.32,237,2021
Fayette,IA,87.23,176,2021
Floyd,IA,91.2,398,2021
Franklin,IA,91.2,398,2021
Fremont,IA,88.63,251,2021
Greene,IA,88.32,237,2021
Grundy,IA,87.23,176,2021
Guthrie,IA,88.32,237,2021
Hamilton,IA,88.32,237,2021
Hancock,IA,91.2,398,2021
Hardin,IA,91.2,398,2021
Harrison,IA,88.63,251,2021
Henry,IA,93.15,468,2021
Howard,IA,87.23,176,2021
Humboldt,IA,88.32,237,2021
Ida,IA,88.32,237,2021
Iowa,IA,93.15,468,2021
Jackson,IA,87.23,176,2021
Jasper,IA,93,462,2021
Jefferson,IA,93.15,468,2021
Johnson,IA,93.15,468,2021
Jones,IA,87.23,176,2021
Keokuk,IA,93.15,468,2021
Kossuth,IA,91.2,398,2021
Lee,IA,93.15,468,2021
Linn,IA,87.23,176,2021
Louisa,IA,93.15,468,2021
Lucas,IA,93.15,468,2021
Lyon,IA,88.32,237,2021
Madison,IA,88.63,251,2021
Mahaska,IA,93.15,468,2021
Marion,IA,93,462,2021
Marshall,IA,91.2,398,2021
Mills,IA,88.63,251,2021
Mitchell,IA,91.2,398,2021
Monona,IA,88.32,237,2021
Monroe,IA,93.15,468,2021
Montgomery,IA,88.63,251,2021
Muscatine,IA,93.15,468,2021
O'Brien,IA,88.32,237,2021
Osceola,IA,88.32,237,2021
Page,IA,88.63,251,2021
Palo Alto,IA,88.32,237,2021
Plymouth,IA,88.32,237,2021
Pocahontas,IA,88.32,237,2021
Polk,IA,93,462,2021
Pottawattamie,IA,88.63,251,2021
Poweshiek,IA,91.2,398,2021
Ringgold,IA,88.63,251,2021
Sac,IA,88.32,237,2021
Scott,IA,93.15,468,2021
Shelby,IA,88.32,237,2021
Sioux,IA,88.32,237,2021
Story,IA,91.2,398,2021
Tama,IA,91.2,398,2021
Taylor,IA,88.63,251,2021
Union,IA,88.63,251,2021
Van Buren,IA,93.15,468,2021
Wapello,IA,93.15,468,2021
Warren,IA,93,462,2021
Washington,IA,93.15,468,2021
Wayne,IA,93.15,468,2021
Webster,IA,88.32,237,2021
Winnebago,IA,91.2,398,2021
Winneshiek,IA,87.23,176,2021
Woodbury,IA,88.32,237,2021
Worth,IA,91.2,398,2021
Wright,IA,88.32,237,2021
Allen,KS,89.83,343,2021
Anderson,KS,89.83,343,2021
Atchison,KS,88.79,264,2021
Barber,KS,89.1,290,2021
Barton,KS,89.1,290,2021
Bourbon,KS,89.83,343,2021
Brown,KS,88.79,264,2021
Butler,KS,87.85,209,2021
Chase,KS,87.85,209,2021
Chautauqua,KS,87.85,209,2021
Cherokee,KS,89.83,343,2021
Cheyenne,KS,89.1,290,2021
Clark,KS,89.1,290,2021
Clay,KS,88.79,264,2021
Cloud,KS,88.79,264,2021
Coffey,KS,87.85,209,2021
Comanche,KS,89.1,290,2021
Cowley,KS,87.85,209,2021
Crawford,KS,89.83,343,2021
Decatur,KS,89.1,290,2021
Dickinson,KS,88.79,264,2021
Doniphan,KS,88.79,264,2021
Douglas,KS,90.05,352,2021
Edwards,KS,89.1,290,2021
Elk,KS,87.85,209,2021
Ellis,KS,89.1,290,2021
Ellsworth,KS,88.79,264,2021
Finney,KS,89.1,290,2021
Ford,KS,89.1,290,2021
Franklin,KS,90.05,352,2021
Geary,KS,88.79,264,2021
Gove,KS,89.1,290,2021
Graham,KS,89.1,290,2021
Grant,KS,89.1,290,2021
Gray,KS,89.1,290,2021
Greeley,KS,89.1,290,2021
Greenwood,KS,87.85,209,2021
Hamilton,KS,89.1,290,2021
Harper,KS,87.85,209,2021
Harvey,KS,87.85,209,2021
Haskell,KS,89.1,290,2021
Hodgeman,KS,89.1,290,2021
Jackson,KS,88.79,264,2021
Jefferson,KS,88.79,264,2021
Jewell,KS,88.79,264,2021
Johnson,KS,90.05,352,2021
Kearny,KS,89.1,290,2021
Kingman,KS,87.85,209,2021
Kiowa,KS,89.1,290,2021
Labette,KS,89.83,343,2021
Lane,KS,89.1,290,2021
Leavenworth,KS,90.05,352,2021
Lincoln,KS,88.79,264,2021
Linn,KS,89.83,343,2021
Logan,KS,89.1,290,2021
Lyon,KS,87.85,209,2021
McPherson,KS,87.85,209,2021
Marion,KS,87.85,209,2021
Marshall,KS,88.79,264,2021
Meade,KS,89.1,290,2021
Miami,KS,90.05,352,2021
Mitchell,KS,88.79,264,2021
Montgomery,KS,89.83,343,2021
Morris,KS,87.85,209,2021
Morton,KS,89.1,290,2021
Nemaha,KS,88.79,264,2021
Neosho,KS,89.83,343,2021
Ness,KS,89.1,290,2021
Norton,KS,89.1,290,2021
Osage,KS,88.79,264,2021
Osborne,KS,89.1,290,2021
Ottawa,KS,88.79,264,2021
Pawnee,KS,89.1,290,2021
Phillips,KS,89.1,290,2021
Pottawatomie,KS,88.79,264,2021
Pratt,KS,89.1,290,2021
Rawlins,KS,89.1,290,2021
Reno,KS,87.85,209,2021
Republic,KS,88.79,264,2021
Rice,KS,87.85,209,2021
Riley,KS,88.79,264,2021
Rooks,KS,89.1,290,2021
Rush,KS,89.1,290,2021
Russell,KS,89.1,290,2021
Saline,KS,88.79,264,2021
Scott,KS,89.1,290,2021
Sedgwick,KS,84.88,73,2021
Seward,KS,89.1,290,2021
Shawnee,KS,88.79,264,2021
Sheridan,KS,89.1,290,2021
Sherman,KS,89.1,290,2021
Smith,KS,89.1,290,2021
Stafford,KS,89.1,290,2021
Stanton,KS,89.1,290,2021
Stevens,KS,89.1,290,2021
Sumner,KS,87.85,209,2021
Thomas,KS,89.1,290,2021
Trego,KS,89.1,290,2021
Wabaunsee,KS,88.79,264,2021
Wallace,KS,89.1,290,2021
Washington,KS,88.79,264,2021
Wichita,KS,89.1,290,2021
Wilson,KS,89.83,343,2021
Woodson,KS,89.83,343,2021
Wyandotte,KS,90.05,352,2021
Adair,KY,93.25,473,2021
Allen,KY,93.25,473,2021
Anderson,KY,88.89,273,2021
Ballard,KY,88.93,277,2021
Barren,KY,93.25,473,2021
Bath,KY,93.73,489,2021
Bell,KY,93.25,473,2021
Boone,KY,88.89,273,2021
Bourbon,KY,88.89,273,2021
Boyd,KY,93.73,489,2021
Boyle,KY,88.89,273,2021
Bracken,KY,88.89,273,2021
Breathitt,KY,93.73,489,2021
Breckinridge,KY,89.32,312,2021
Bullitt,KY,83.7,42,2021
Butler,KY,93.25,473,2021
Caldwell,KY,88.93,277,2021
Calloway,KY,88.93,277,2021
Campbell,KY,88.89,273,2021
Carlisle,KY,88.93,277,2021
Carroll,KY,88.89,273,2021
Carter,KY,93.73,489,2021
Casey,KY,93.25,473,2021
Christian,KY,88.93,277,2021
Clark,KY,88.89,273,2021
Clay,KY,93.25,473,2021
Clinton,KY,93.25,473,2021
Crittenden,KY,88.93,277,2021
Cumberland,KY,93.25,473,2021
Daviess,KY,89.32,312,2021
Edmonson,KY,93.25,473,2021
Elliott,KY,93.73,489,2021
Estill,KY,88.89,273,2021
Fayette,KY,88.89,273,2021
Fleming,KY,88.89,273,2021
Floyd,KY,93.73,489,2021
Franklin,KY,88.89,273,2021
Fulton,KY,88.93,277,2021
Gallatin,KY,88.89,273,2021
Garrard,KY,88.89,273,2021
Grant,KY,88.89,273,2021
Graves,KY,88.93,277,2021
Grayson,KY,89.32,312,2021
Green,KY,93.25,473,2021
Greenup,KY,93.73,489,2021
Hancock,KY,89.32,312,2021
Hardin,KY,89.32,312,2021
Harlan,KY,93.25,473,2021
Harrison,KY,88.89,273,2021
Hart,KY,93.25,473,2021
Henderson,KY,89.32,312,2021
Henry,KY,83.7,42,2021
Hickman,KY,88.93,277,2021
Hopkins,KY,88.93,277,2021
Jackson,KY,93.25,473,2021
Jefferson,KY,83.7,42,2021
Jessamine,KY,88.89,273,2021
Johnson,KY,93.73,489,2021
Kenton,KY,88.89,273,2021
Knott,KY,93.73,489,2021
Knox,KY,93.25,473,2021
Larue,KY,89.32,312,2021
Laurel,KY,93.25,473,2021
Lawrence,KY,93.73,489,2021
Lee,KY,93.73,489,2021
Leslie,KY,93.73,489,2021
Letcher,KY,93.73,489,2021
Lewis,KY,88.89,273,2021
Lincoln,KY,88.89,273,2021
Livingston,KY,88.93,277,2021
Logan,KY,93.25,473,2021
Lyon,KY,88.93,277,2021
McCracken,KY,88.93,277,2021
McCreary,KY,93.25,473,2021
McLean,KY,89.32,312,2021
Madison,KY,88.89,273,2021
Magoffin,KY,93.73,489,2021
Marion,KY,89.32,312,2021
Marshall,KY,88.93,277,2021
Martin,KY,93.73,489,2021
Mason,KY,88.89,273,2021
Meade,KY,89.32,312,2021
Menifee,KY,93.73,489,2021
Mercer,KY,88.89,273,2021
Metcalfe,KY,93.25,473,2021
Monroe,KY,93.25,473,2021
Montgomery,KY,93.73,489,2021
Morgan,KY,93.73,489,2021
Muhlenberg,KY,88.93,277,2021
Nelson,KY,89.32,312,2021
Nicholas,KY,88.89,273,2021
Ohio,KY,89.32,312,2021
Oldham,KY,83.7,42,2021
Owen,KY,88.89,273,2021
Owsley,KY,93.73,489,2021
Pendleton,KY,88.89,273,2021
Perry,KY,93.73,489,2021
Pike,KY,93.73,489,2021
Powell,KY,88.89,273,2021
Pulaski,KY,93.25,473,2021
Robertson,KY,88.89,273,2021
Rockcastle,KY,93.25,473,2021
Rowan,KY,93.73,489,2021
Russell,KY,93.25,473,2021
Scott,KY,88.89,273,2021
Shelby,KY,83.7,42,2021
Simpson,KY,93.25,473,2021
Spencer,KY,83.7,42,2021
Taylor,KY,93.25,473,2021
Todd,KY,88.93,277,2021
Trigg,KY,88.93,277,2021
Trimble,KY,83.7,42,2021
Union,KY,89.32,312,2021
Warren,KY,93.25,473,2021
Washington,KY,89.32,312,2021
Wayne,KY,93.25,473,2021
Webster,KY,89.32,312,2021
Whitley,KY,93.25,473,2021
Wolfe,KY,93.73,489,2021
Woodford,KY,88.89,273,2021
Acadia,LA,88.32,237,2021
Allen,LA,88.32,237,2021
Ascension,LA,83.87,46,2021
Assumption,LA,90.33,358,2021
Avoyelles,LA,88.32,237,2021
Beauregard,LA,88.32,237,2021
Bienville,LA,91.7,420,2021
Bossier,LA,91.7,420,2021
Caddo,LA,91.7,420,2021
Calcasieu,LA,88.32,237,2021
Caldwell,LA,91.7,420,2021
Cameron,LA,88.32,237,2021
Catahoula,LA,88.32,237,2021
Claiborne,LA,91.7,420,2021
Concordia,LA,88.32,237,2021
De Soto,LA,91.7,420,2021
East Baton Rouge,LA,83.87,46,2021
East Carroll,LA,91.7,420,2021
East Feliciana,LA,83.87,46,2021
Evangeline,LA,88.32,237,2021
Franklin,LA,91.7,420,2021
Grant,LA,88.32,237,2021
Iberia,LA,88.32,237,2021
Iberville,LA,83.87,46,2021
Jackson,LA,91.7,420,2021
Jefferson,LA,88.93,277,2021
Jefferson Davis,LA,88.32,237,2021
Lafayette,LA,88.32,237,2021
Lafourche,LA,90.33,358,2021
LaSalle,LA,88.32,237,2021
Lincoln,LA,91.7,420,2021
Livingston,LA,83.87,46,2021
Madison,LA,91.7,420,2021
Morehouse,LA,91.7,420,2021
Natchitoches,LA,91.7,420,2021
Orleans,LA,91.64,416,2021
Ouachita,LA,91.7,420,2021
Plaquemines,LA,91.64,416,2021
Pointe Coupee,LA,83.87,46,2021
Rapides,LA,88.32,237,2021
Red River,LA,91.7,420,2021
Richland,LA,91.7,420,2021
Sabine,LA,91.7,420,2021
St. Bernard,LA,91.64,416,2021
St. Charles,LA,90.33,358,2021
St. Helena,LA,83.87,46,2021
St. James,LA,90.33,358,2021
St. John the Baptist,LA,90.33,358,2021
St. Landry,LA,88.32,237,2021
St. Martin,LA,88.32,237,2021
St. Mary,LA,90.33,358,2021
St. Tammany,LA,83.87,46,2021
Tangipahoa,LA,83.87,46,2021
Tensas,LA,91.7,420,2021
Terrebonne,LA,90.33,358,2021
Union,LA,91.7,420,2021
Vermilion,LA,88.32,237,2021
Vernon,LA,88.32,237,2021
Washington,LA,83.87,46,2021
Webster,LA,91.7,420,2021
West Baton Rouge,LA,83.87,46,2021
West Carroll,LA,91.7,420,2021
West Feliciana,LA,83.87,46,2021
Winn,LA,88.32,237,2021
Androscoggin,ME,85.95,105,2021
Aroostook,ME,85.13,79,2021
Cumberland,ME,87.2,172,2021
Franklin,ME,85.95,105,2021
Hancock,ME,81.51,18,2021
Kennebec,ME,83.4,38,2021
Knox,ME,85.51,90,2021
Lincoln,ME,85.51,90,2021
Oxford,ME,85.95,105,2021
Penobscot,ME,85.53,90,2021
Piscataquis,ME,85.53,90,2021
Sagadahoc,ME,85.51,90,2021
Somerset,ME,83.4,38,2021
Waldo,ME,85.51,90,2021
Washington,ME,81.51,18,2021
York,ME,85.71,91,2021
Allegany,MD,87.32,179,2021
Anne Arundel,MD,85.39,85,2021
Baltimore,MD,86.83,160,2021
Calvert,MD,86.59,146,2021
Caroline,MD,81.04,15,2021
Carroll,MD,85.2,81,2021
Cecil,MD,81.04,15,2021
Charles,MD,86.59,146,2021
Dorchester,MD,86.59,146,2021
Frederick,MD,87.32,179,2021
Garrett,MD,87.32,179,2021
Harford,MD,81.04,15,2021
Howard,MD,85.2,81,2021
Kent,MD,81.04,15,2021
Montgomery,MD,87.97,213,2021
Prince George's,MD,92.9,458,2021
Queen Anne's,MD,81.04,15,2021
St. Mary's,MD,86.59,146,2021
Somerset,MD,86.59,146,2021
Talbot,MD,81.04,15,2021
Washington,MD,87.32,179,2021
Wicomico,MD,86.59,146,2021
Worcester,MD,86.59,146,2021
Baltimore City,MD,92.7,458,2021
Barnstable,MA,89.51,322,2021
Berkshire,MA,89.51,322,2021
Bristol,MA,89.51,322,2021
Dukes,MA,89.51,322,2021
Essex,MA,89.51,322,2021
Franklin,MA,89.51,322,2021
Hampden,MA,89.51,322,2021
Hampshire,MA,89.51,322,2021
Middlesex,MA,89.51,322,2021
Nantucket,MA,89.51,322,2021
Norfolk,MA,89.51,322,2021
Plymouth,MA,89.51,322,2021
Suffolk,MA,89.51,322,2021
Worcester,MA,89.51,322,2021
Alcona,MI,85.99,108,2021
Alger,MI,85.45,89,2021
Allegan,MI,88.93,277,2021
Alpena,MI,85.99,108,2021
Antrim,MI,85.99,108,2021
Arenac,MI,86.67,151,2021
Baraga,MI,85.45,89,2021
Barry,MI,87.88,212,2021
Bay,MI,86.67,151,2021
Benzie,MI,85.99,108,2021
Berrien,MI,87.88,212,2021
Branch,MI,87.88,212,2021
Calhoun,MI,87.88,212,2021
Cass,MI,87.88,212,2021
Charlevoix,MI,85.99,108,2021
Cheboygan,MI,85.99,108,2021
Chippewa,MI,85.45,89,2021
Clare,MI,86.67,151,2021
Clinton,MI,86.67,151,2021
Crawford,MI,85.99,108,2021
Delta,MI,85.45,89,2021
Dickinson,MI,85.45,89,2021
Eaton,MI,86.67,151,2021
Emmet,MI,85.99,108,2021
Genesee,MI,86.25,122,2021
Gladwin,MI,86.67,151,2021
Gogebic,MI,85.45,89,2021
Grand Traverse,MI,85.99,108,2021
Gratiot,MI,86.67,151,2021
Hillsdale,MI,86.67,151,2021
Houghton,MI,85.45,89,2021
Huron,MI,86.67,151,2021
Ingham,MI,86.67,151,2021
Ionia,MI,86.67,151,2021
Iosco,MI,85.99,108,2021
Iron,MI,85.45,89,2021
Isabella,MI,86.67,151,2021
Jackson,MI,86.67,151,2021
Kalamazoo,MI,87.88,212,2021
Kalkaska,MI,85.99,108,2021
Kent,MI,88.93,277,2021
Keweenaw,MI,85.45,89,2021
Lake,MI,88.93,277,2021
Lapeer,MI,86.25,122,2021
Leelanau,MI,85.99,108,2021
Lenawee,MI,84.89,73,2021
Livingston,MI,84.89,73,2021
Luce,MI,85.45,89,2021
Mackinac,MI,85.45,89,2021
Macomb,MI,87.6,190,2021
Manistee,MI,85.99,108,2021
Marquette,MI,85.45,89,2021
Mason,MI,88.93,277,2021
Mecosta,MI,86.67,151,2021
Menominee,MI,85.45,89,2021
Midland,MI,86.67,151,2021
Missaukee,MI,85.99,108,2021
Monroe,MI,84.89,73,2021
Montcalm,MI,86.67,151,2021
Montmorency,MI,85.99,108,2021
Muskegon,MI,88.93,277,2021
Newaygo,MI,86.67,151,2021
Oakland,MI,89.55,327,2021
Oceana,MI,88.93,277,2021
Ogemaw,MI,85.99,108,2021
Ontonagon,MI,85.45,89,2021
Osceola,MI,86.67,151,2021
Oscoda,MI,85.99,108,2021
Otsego,MI,85.99,108,2021
Ottawa,MI,88.93,277,2021
Presque Isle,MI,85.99,108,2021
Roscommon,MI,85.99,108,2021
Saginaw,MI,86.67,151,2021
St. Clair,MI,86.25,122,2021
St. Joseph,MI,87.88,212,2021
Sanilac,MI,86.25,122,2021
Schoolcraft,MI,85.45,89,2021
Shiawassee,MI,86.67,151,2021
Tuscola,MI,86.67,151,2021
Van Buren,MI,87.88,212,2021
Washtenaw,MI,84.89,73,2021
Wayne,MI,85.71,91,2021
Wexford,MI,85.99,108,2021
Aitkin,MN,81.85,21,2021
Anoka,MN,86.26,126,2021
Becker,MN,81.85,21,2021
Beltrami,MN,81.85,21,2021
Benton,MN,83.9,50,2021
Big Stone,MN,87.16,172,2021
Blue Earth,MN,87.16,172,2021
Brown,MN,87.16,172,2021
Carlton,MN,81.85,21,2021
Carver,MN,86.26,126,2021
Cass,MN,83.9,50,2021
Chippewa,MN,87.16,172,2021
Chisago,MN,83.9,50,2021
Clay,MN,83.9,50,2021
Clearwater,MN,81.85,21,2021
Cook,MN,81.85,21,2021
Cottonwood,MN,87.16,172,2021
Crow Wing,MN,83.9,50,2021
Dakota,MN,86.26,126,2021
Dodge,MN,87.16,172,2021
Douglas,MN,83.9,50,2021
Faribault,MN,87.16,172,2021
Fillmore,MN,87.16,172,2021
Freeborn,MN,87.16,172,2021
Goodhue,MN,87.16,172,2021
Grant,MN,83.9,50,2021
Hennepin,MN,87.15,166,2021
Houston,MN,87.16,172,2021
Hubbard,MN,81.85,21,2021
Isanti,MN,83.9,50,2021
Itasca,MN,81.85,21,2021
Jackson,MN,87.16,172,2021
Kanabec,MN,83.9,50,2021
Kandiyohi,MN,87.16,172,2021
Kittson,MN,81.85,21,2021
Koochiching,MN,81.85,21,2021
Lac qui Parle,MN,87.16,172,2021
Lake,MN,81.85,21,2021
Lake of the Woods,MN,81.85,21,2021
Le Sueur,MN,87.16,172,2021
Lincoln,MN,87.16,172,2021
Lyon,MN,87.16,172,2021
McLeod,MN,87.16,172,2021
Mahnomen,MN,81.85,21,2021
Marshall,MN,81.85,21,2021
Martin,MN,87.16,172,2021
Meeker,MN,87.16,172,2021
Mille Lacs,MN,83.9,50,2021
Morrison,MN,83.9,50,2021
Mower,MN,87.16,172,2021
Murray,MN,87.16,172,2021
Nicollet,MN,87.16,172,2021
Nobles,MN,87.16,172,2021
Norman,MN,81.85,21,2021
Olmsted,MN,87.16,172,2021
Otter Tail,MN,83.9,50,2021
Pennington,MN,81.85,21,2021
Pine,MN,83.9,50,2021
Pipestone,MN,87.16,172,2021
Polk,MN,81.85,21,2021
Pope,MN,83.9,50,2021
Ramsey,MN,83.16,37,2021
Red Lake,MN,81.85,21,2021
Redwood,MN,87.16,172,2021
Renville,MN,87.16,172,2021
Rice,MN,87.16,172,2021
Rock,MN,87.16,172,2021
Roseau,MN,81.85,21,2021
St. Louis,MN,81.85,21,2021
Scott,MN,86.26,126,2021
Sherburne,MN,83.9,50,2021
Sibley,MN,87.16,172,2021
Stearns,MN,83.9,50,2021
Steele,MN,87.16,172,2021
Stevens,MN,83.9,50,2021
Swift,MN,87.16,172,2021
Todd,MN,83.9,50,2021
Traverse,MN,83.9,50,2021
Wabasha,MN,87.16,172,2021
Wadena,MN,83.9,50,2021
Waseca,MN,87.16,172,2021
Washington,MN,86.26,126,2021
Watonwan,MN,87.16,172,2021
Wilkin,MN,83.9,50,2021
Winona,MN,87.16,172,2021
Wright,MN,83.9,50,2021
Yellow Medicine,MN,87.16,172,2021
Adams,MS,96.28,508,2021
Alcorn,MS,92.13,434,2021
Amite,MS,96.28,508,2021
Attala,MS,97.69,511,2021
Benton,MS,92.13,434,2021
Bolivar,MS,97.69,511,2021
Calhoun,MS,92.13,434,2021
Carroll,MS,97.69,511,2021
Chickasaw,MS,92.13,434,2021
Choctaw,MS,94.68,494,2021
Claiborne,MS,96.28,508,2021
Clarke,MS,94.68,494,2021
Clay,MS,94.68,494,2021
Coahoma,MS,97.69,511,2021
Copiah,MS,90.69,378,2021
Covington,MS,91.37,411,2021
DeSoto,MS,92.13,434,2021
Forrest,MS,91.37,411,2021
Franklin,MS,96.28,508,2021
George,MS,90.61,369,2021
Greene,MS,91.37,411,2021
Grenada,MS,97.69,511,2021
Hancock,MS,90.61,369,2021
Harrison,MS,90.61,369,2021
Hinds,MS,90.69,378,2021
Holmes,MS,97.69,511,2021
Humphreys,MS,97.69,511,2021
Issaquena,MS,97.69,511,2021
Itawamba,MS,92.13,434,2021
Jackson,MS,90.61,369,2021
Jasper,MS,94.68,494,2021
Jefferson,MS,96.28,508,2021
Jefferson Davis,MS,91.37,411,2021
Jones,MS,91.37,411,2021
Kemper,MS,94.68,494,2021
Lafayette,MS,92.13,434,2021
Lamar,MS,91.37,411,2021
Lauderdale,MS,94.68,494,2021
Lawrence,MS,96.28,508,2021
Leake,MS,94.68,494,2021
Lee,MS,92.13,434,2021
Leflore,MS,97.69,511,2021
Lincoln,MS,96.28,508,2021
Lowndes,MS,94.68,494,2021
Madison,MS,90.69,378,2021
Marion,MS,91.37,411,2021
Marshall,MS,92.13,434,2021
Monroe,MS,92.13,434,2021
Montgomery,MS,97.69,511,2021
Neshoba,MS,94.68,494,2021
Newton,MS,94.68,494,2021
Noxubee,MS,94.68,494,2021
Oktibbeha,MS,94.68,494,2021
Panola,MS,92.13,434,2021
Pearl River,MS,90.61,369,2021
Perry,MS,91.37,411,2021
Pike,MS,96.28,508,2021
Pontotoc,MS,92.13,434,2021
Prentiss,MS,92.13,434,2021
Quitman,MS,97.69,511,2021
Rankin,MS,90.69,378,2021
Scott,MS,94.68,494,2021
Sharkey,MS,97.69,511,2021
Simpson,MS,90.69,378,2021
Smith,MS,94.68,494,2021
Stone,MS,90.61,369,2021
Sunflower,MS,97.69,511,2021
Tallahatchie,MS,97.69,511,2021
Tate,MS,92.13,434,2021
Tippah,MS,92.13,434,2021
Tishomingo,MS,92.13,434,2021
Tunica,MS,97.69,511,2021
Union,MS,92.13,434,2021
Walthall,MS,96.28,508,2021
Warren,MS,97.69,511,2021
Washington,MS,97.69,511,2021
Wayne,MS,91.37,411,2021
Webster,MS,94.68,494,2021
Wilkinson,MS,96.28,508,2021
Winston,MS,94.68,494,2021
Yalobusha,MS,92.13,434,2021
Yazoo,MS,97.69,511,2021
Adair,MO,85.77,97,2021
Andrew,MO,82.63,25,2021
Atchison,MO,82.63,25,2021
Audrain,MO,85.77,97,2021
Barry,MO,85.84,102,2021
Barton,MO,85.84,102,2021
Bates,MO,85.84,102,2021
Benton,MO,85.84,102,2021
Bollinger,MO,87.82,205,2021
Boone,MO,85.77,97,2021
Buchanan,MO,82.63,25,2021
Butler,MO,87.82,205,2021
Caldwell,MO,82.63,25,2021
Callaway,MO,85.77,97,2021
Camden,MO,85.77,97,2021
Cape Girardeau,MO,87.82,205,2021
Carroll,MO,85.77,97,2021
Carter,MO,87.82,205,2021
Cass,MO,82.63,25,2021
Cedar,MO,85.84,102,2021
Chariton,MO,85.77,97,2021
Christian,MO,85.84,102,2021
Clark,MO,85.77,97,2021
Clay,MO,82.63,25,2021
Clinton,MO,82.63,25,2021
Cole,MO,85.77,97,2021
Cooper,MO,85.77,97,2021
Crawford,MO,87.82,205,2021
Dade,MO,85.84,102,2021
Dallas,MO,85.84,102,2021
Daviess,MO,82.63,25,2021
DeKalb,MO,82.63,25,2021
Dent,MO,87.82,205,2021
Douglas,MO,87.82,205,2021
Dunklin,MO,87.82,205,2021
Franklin,MO,84,56,2021
Gasconade,MO,87.82,205,2021
Gentry,MO,82.63,25,2021
Greene,MO,85.84,102,2021
Grundy,MO,82.63,25,2021
Harrison,MO,82.63,25,2021
Henry,MO,85.84,102,2021
Hickory,MO,85.84,102,2021
Holt,MO,82.63,25,2021
Howard,MO,85.77,97,2021
Howell,MO,87.82,205,2021
Iron,MO,87.82,205,2021
Jackson,MO,86.42,133,2021
Jasper,MO,85.84,102,2021
Jefferson,MO,84,56,2021
Johnson,MO,82.63,25,2021
Knox,MO,85.77,97,2021
Laclede,MO,85.77,97,2021
Lafayette,MO,82.63,25,2021
Lawrence,MO,85.84,102,2021
Lewis,MO,85.77,97,2021
Lincoln,MO,84,56,2021
Linn,MO,82.63,25,2021
Livingston,MO,82.63,25,2021
McDonald,MO,85.84,102,2021
Macon,MO,85.77,97,2021
Madison,MO,87.82,205,2021
Maries,MO,87.82,205,2021
Marion,MO,85.77,97,2021
Mercer,MO,82.63,25,2021
Miller,MO,85.77,97,2021
Mississippi,MO,87.82,205,2021
Moniteau,MO,85.77,97,2021
Monroe,MO,85.77,97,2021
Montgomery,MO,85.77,97,2021
Morgan,MO,85.77,97,2021
New Madrid,MO,87.82,205,2021
Newton,MO,85.84,102,2021
Nodaway,MO,82.63,25,2021
Oregon,MO,87.82,205,2021
Osage,MO,85.77,97,2021
Ozark,MO,87.82,205,2021
Pemiscot,MO,87.82,205,2021
Perry,MO,87.82,205,2021
Pettis,MO,85.77,97,2021
Phelps,MO,87.82,205,2021
Pike,MO,85.77,97,2021
Platte,MO,82.63,25,2021
Polk,MO,85.84,102,2021
Pulaski,MO,85.77,97,2021
Putnam,MO,82.63,25,2021
Ralls,MO,85.77,97,2021
Randolph,MO,85.77,97,2021
Ray,MO,82.63,25,2021
Reynolds,MO,87.82,205,2021
Ripley,MO,87.82,205,2021
St. Charles,MO,84,56,2021
St. Clair,MO,85.84,102,2021
Ste. Genevieve,MO,87.82,205,2021
St. Francois,MO,87.82,205,2021
St. Louis,MO,89.31,310,2021
Saline,MO,85.77,97,2021
Schuyler,MO,85.77,97,2021
Scotland,MO,85.77,97,2021
Scott,MO,87.82,205,2021
Shannon,MO,87.82,205,2021
Shelby,MO,85.77,97,2021
Stoddard,MO,87.82,205,2021
Stone,MO,85.84,102,2021
Sullivan,MO,82.63,25,2021
Taney,MO,85.84,102,2021
Texas,MO,87.82,205,2021
Vernon,MO,85.84,102,2021
Warren,MO,84,56,2021
Washington,MO,87.82,205,2021
Wayne,MO,87.82,205,2021
Webster,MO,85.84,102,2021
Worth,MO,82.63,25,2021
Wright,MO,87.82,205,2021
Beaverhead,MT,90.8,383,2021
Big Horn,MT,89.52,323,2021
Blaine,MT,93.33,485,2021
Broadwater,MT,90.8,383,2021
Carbon,MT,89.52,323,2021
Carter,MT,86.4,130,2021
Cascade,MT,93.33,485,2021
Chouteau,MT,93.33,485,2021
Custer,MT,86.4,130,2021
Daniels,MT,86.4,130,2021
Dawson,MT,86.4,130,2021
Deer Lodge,MT,90.8,383,2021
Fallon,MT,86.4,130,2021
Fergus,MT,89.52,323,2021
Flathead,MT,89.83,343,2021
Gallatin,MT,90.8,383,2021
Garfield,MT,86.4,130,2021
Glacier,MT,93.33,485,2021
Golden Valley,MT,89.52,323,2021
Granite,MT,90.8,383,2021
Hill,MT,93.33,485,2021
Jefferson,MT,90.8,383,2021
Judith Basin,MT,89.52,323,2021
Lake,MT,89.83,343,2021
Lewis and Clark,MT,90.8,383,2021
Liberty,MT,93.33,485,2021
Lincoln,MT,89.83,343,2021
McCone,MT,86.4,130,2021
Madison,MT,90.8,383,2021
