county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Plymouth,IA,74239,452,2021
Pocahontas,IA,56350,269,2021
Polk,IA,73015,446,2021
Pottawattamie,IA,63840,374,2021
Poweshiek,IA,56080,264,2021
Ringgold,IA,57700,288,2021
Sac,IA,61040,337,2021
Scott,IA,67675,411,2021
Shelby,IA,62222,352,2021
Sioux,IA,78179,467,2021
Story,IA,62578,357,2021
Tama,IA,59794,321,2021
Taylor,IA,59528,317,2021
Union,IA,52321,194,2021
Van Buren,IA,53218,212,2021
Wapello,IA,51222,177,2021
Warren,IA,85189,482,2021
Washington,IA,66908,404,2021
Wayne,IA,53039,207,2021
Webster,IA,56934,278,2021
Winnebago,IA,56578,273,2021
Winneshiek,IA,65330,391,2021
Woodbury,IA,63061,363,2021
Worth,IA,63795,373,2021
Wright,IA,55395,252,2021
Allen,KS,51840,185,2021
Anderson,KS,56315,268,2021
Atchison,KS,52243,193,2021
Barber,KS,52984,206,2021
Barton,KS,50077,160,2021
Bourbon,KS,49951,158,2021
Brown,KS,52314,194,2021
Butler,KS,71651,438,2021
Chase,KS,49453,151,2021
Chautauqua,KS,46170,113,2021
Cherokee,KS,47298,128,2021
Cheyenne,KS,45039,98,2021
Clark,KS,55556,255,2021
Clay,KS,52716,201,2021
Cloud,KS,53110,209,2021
Coffey,KS,63167,365,2021
Comanche,KS,49333,150,2021
Cowley,KS,51732,183,2021
Crawford,KS,45191,101,2021
Decatur,KS,46733,121,2021
Dickinson,KS,59400,315,2021
Doniphan,KS,54792,240,2021
Douglas,KS,62594,357,2021
Edwards,KS,49679,155,2021
Elk,KS,45660,106,2021
Ellis,KS,54858,242,2021
Ellsworth,KS,55318,251,2021
Finney,KS,61374,342,2021
Ford,KS,59578,318,2021
Franklin,KS,63996,376,2021
Geary,KS,54664,238,2021
Gove,KS,53226,212,2021
Graham,KS,44091,88,2021
Grant,KS,60417,330,2021
Gray,KS,70321,431,2021
Greeley,KS,57281,282,2021
Greenwood,KS,46783,121,2021
Hamilton,KS,48333,138,2021
Harper,KS,52188,192,2021
Harvey,KS,60653,332,2021
Haskell,KS,58841,307,2021
Hodgeman,KS,62902,361,2021
Jackson,KS,62023,349,2021
Jefferson,KS,72270,441,2021
Jewell,KS,45655,105,2021
Johnson,KS,96059,498,2021
Kearny,KS,61406,343,2021
Kingman,KS,54852,241,2021
Kiowa,KS,61406,343,2021
Labette,KS,51425,179,2021
Lane,KS,44219,90,2021
Leavenworth,KS,80853,474,2021
Lincoln,KS,48457,140,2021
Linn,KS,52339,195,2021
Logan,KS,62202,352,2021
Lyon,KS,52591,199,2021
McPherson,KS,63816,374,2021
Marion,KS,54679,238,2021
Marshall,KS,58750,306,2021
Meade,KS,66042,397,2021
Miami,KS,79211,470,2021
Mitchell,KS,49250,149,2021
Montgomery,KS,47697,133,2021
Morris,KS,50242,161,2021
Morton,KS,51447,180,2021
Nemaha,KS,65177,390,2021
Neosho,KS,54479,235,2021
Ness,KS,63241,365,2021
Norton,KS,49326,150,2021
Osage,KS,61702,347,2021
Osborne,KS,55551,254,2021
Ottawa,KS,57455,284,2021
Pawnee,KS,50988,174,2021
Phillips,KS,53919,225,2021
Pottawatomie,KS,76089,458,2021
Pratt,KS,57109,280,2021
Rawlins,KS,58590,304,2021
Reno,KS,53359,214,2021
Republic,KS,50268,162,2021
Rice,KS,56379,269,2021
Riley,KS,53296,213,2021
Rooks,KS,55000,245,2021
Rush,KS,50714,168,2021
Russell,KS,52108,191,2021
Saline,KS,55175,249,2021
Scott,KS,46583,118,2021
Sedgwick,KS,60593,331,2021
Seward,KS,51809,185,2021
Shawnee,KS,59848,322,2021
Sheridan,KS,68952,422,2021
Sherman,KS,58830,307,2021
Smith,KS,48051,136,2021
Stafford,KS,54188,229,2021
Stanton,KS,60607,332,2021
Stevens,KS,61267,340,2021
Sumner,KS,54854,242,2021
Thomas,KS,69844,427,2021
Trego,KS,78529,469,2021
Wabaunsee,KS,66589,402,2021
Wallace,KS,56538,272,2021
Washington,KS,53491,217,2021
Wichita,KS,63306,366,2021
Wilson,KS,52514,198,2021
Woodson,KS,45234,101,2021
Wyandotte,KS,52366,195,2021
Adair,KY,46652,119,2021
Allen,KY,47495,130,2021
Anderson,KY,59887,323,2021
Ballard,KY,52695,201,2021
Barren,KY,44254,90,2021
Bath,KY,46375,115,2021
Bell,KY,32123,18,2021
Boone,KY,87034,485,2021
Bourbon,KY,53277,213,2021
Boyd,KY,53077,208,2021
Boyle,KY,54234,230,2021
Bracken,KY,63277,366,2021
Breathitt,KY,32259,18,2021
Breckinridge,KY,49919,157,2021
Bullitt,KY,67892,413,2021
Butler,KY,48355,139,2021
Caldwell,KY,48280,138,2021
Calloway,KY,44534,93,2021
Campbell,KY,65580,393,2021
Carlisle,KY,42386,69,2021
Carroll,KY,42433,70,2021
Carter,KY,40092,52,2021
Casey,KY,37694,36,2021
Christian,KY,45913,110,2021
Clark,KY,59294,313,2021
Clay,KY,33399,21,2021
Clinton,KY,35042,27,2021
Crittenden,KY,45000,97,2021
Cumberland,KY,34563,25,2021
Daviess,KY,57660,288,2021
Edmonson,KY,41533,62,2021
Elliott,KY,36455,32,2021
Estill,KY,36336,31,2021
Fayette,KY,61526,343,2021
Fleming,KY,48315,138,2021
Floyd,KY,37360,34,2021
Franklin,KY,59498,316,2021
Fulton,KY,33567,21,2021
Gallatin,KY,54978,244,2021
Garrard,KY,58137,296,2021
Grant,KY,60040,325,2021
Graves,KY,48187,137,2021
Grayson,KY,40839,57,2021
Green,KY,34363,24,2021
Greenup,KY,55431,253,2021
Hancock,KY,61622,345,2021
Hardin,KY,59863,322,2021
Harlan,KY,30210,16,2021
Harrison,KY,53862,224,2021
Hart,KY,45342,103,2021
Henderson,KY,53635,220,2021
Henry,KY,52301,193,2021
Hickman,KY,46321,115,2021
Hopkins,KY,49495,152,2021
Jackson,KY,33699,22,2021
Jefferson,KY,61633,345,2021
Jessamine,KY,65196,390,2021
Johnson,KY,41489,62,2021
Kenton,KY,68503,418,2021
Knott,KY,35583,28,2021
Knox,KY,29206,14,2021
Larue,KY,53555,218,2021
Laurel,KY,46604,118,2021
Lawrence,KY,37014,33,2021
Lee,KY,29817,15,2021
Leslie,KY,34528,25,2021
Letcher,KY,35278,27,2021
Lewis,KY,32402,19,2021
Lincoln,KY,45856,109,2021
Livingston,KY,51081,175,2021
Logan,KY,53133,210,2021
Lyon,KY,55203,249,2021
McCracken,KY,53366,215,2021
McCreary,KY,33939,23,2021
McLean,KY,57027,279,2021
Madison,KY,55002,245,2021
Magoffin,KY,29615,15,2021
Marion,KY,48791,145,2021
Marshall,KY,58989,309,2021
Martin,KY,40826,57,2021
Mason,KY,48106,136,2021
Meade,KY,63944,375,2021
Menifee,KY,43313,78,2021
Mercer,KY,53750,222,2021
Metcalfe,KY,43196,77,2021
Monroe,KY,39334,45,2021
Montgomery,KY,49313,149,2021
Morgan,KY,41664,63,2021
Muhlenberg,KY,46124,112,2021
Nelson,KY,64354,381,2021
Nicholas,KY,44306,90,2021
Ohio,KY,48481,140,2021
Oldham,KY,109815,505,2021
Owen,KY,52450,196,2021
Owsley,KY,29340,14,2021
Pendleton,KY,57619,287,2021
Perry,KY,40577,54,2021
Pike,KY,36910,33,2021
Powell,KY,39493,46,2021
Pulaski,KY,42652,71,2021
Robertson,KY,53833,224,2021
Rockcastle,KY,40406,54,2021
Rowan,KY,45681,106,2021
Russell,KY,41851,65,2021
Scott,KY,73113,447,2021
Shelby,KY,73974,451,2021
Simpson,KY,53420,216,2021
Spencer,KY,92973,494,2021
Taylor,KY,56890,278,2021
Todd,KY,54823,241,2021
Trigg,KY,53693,221,2021
Trimble,KY,62125,350,2021
Union,KY,50533,165,2021
Warren,KY,57625,287,2021
Washington,KY,59049,310,2021
Wayne,KY,41237,60,2021
Webster,KY,47051,125,2021
Whitley,KY,41817,64,2021
Wolfe,KY,24349,10,2021
Woodford,KY,72765,444,2021
Acadia,LA,42368,69,2021
Allen,LA,47660,132,2021
Ascension,LA,86256,484,2021
Assumption,LA,42831,73,2021
Avoyelles,LA,37903,37,2021
Beauregard,LA,57130,280,2021
Bienville,LA,32328,19,2021
Bossier,LA,58289,299,2021
Caddo,LA,43153,77,2021
Calcasieu,LA,59470,316,2021
Caldwell,LA,41861,65,2021
Cameron,LA,64525,383,2021
Catahoula,LA,42232,68,2021
Claiborne,LA,29574,14,2021
Concordia,LA,36157,30,2021
De Soto,LA,45364,103,2021
East Baton Rouge,LA,58167,296,2021
East Carroll,LA,25049,11,2021
East Feliciana,LA,58125,296,2021
Evangeline,LA,32465,19,2021
Franklin,LA,38250,39,2021
Grant,LA,52779,203,2021
Iberia,LA,52278,193,2021
Iberville,LA,52994,207,2021
Jackson,LA,41298,60,2021
Jefferson,LA,58638,305,2021
Jefferson Davis,LA,45578,105,2021
Lafayette,LA,63311,366,2021
Lafourche,LA,58747,306,2021
LaSalle,LA,52205,192,2021
Lincoln,LA,38458,40,2021
Livingston,LA,71547,438,2021
Madison,LA,36875,33,2021
Morehouse,LA,33758,22,2021
Natchitoches,LA,33965,24,2021
Orleans,LA,45594,105,2021
Ouachita,LA,46021,110,2021
Plaquemines,LA,69970,429,2021
Pointe Coupee,LA,50431,164,2021
Rapides,LA,49639,154,2021
Red River,LA,41227,60,2021
Richland,LA,42956,74,2021
Sabine,LA,39975,51,2021
St. Bernard,LA,52538,198,2021
St. Charles,LA,72088,440,2021
St. Helena,LA,40857,57,2021
St. James,LA,56207,266,2021
St. John the Baptist,LA,60743,334,2021
St. Landry,LA,41068,58,2021
St. Martin,LA,46711,120,2021
St. Mary,LA,43097,76,2021
St. Tammany,LA,70986,434,2021
Tangipahoa,LA,50659,167,2021
Tensas,LA,32962,20,2021
Terrebonne,LA,57940,293,2021
Union,LA,44192,89,2021
Vermilion,LA,56347,268,2021
Vernon,LA,53215,212,2021
Washington,LA,39168,44,2021
Webster,LA,31197,16,2021
West Baton Rouge,LA,72391,442,2021
West Carroll,LA,42050,66,2021
West Feliciana,LA,63450,369,2021
Winn,LA,43710,84,2021
Androscoggin,ME,59287,312,2021
Aroostook,ME,47278,127,2021
Cumberland,ME,80679,473,2021
Franklin,ME,53607,219,2021
Hancock,ME,60354,329,2021
Kennebec,ME,58097,296,2021
Knox,ME,63399,369,2021
Lincoln,ME,62121,350,2021
Oxford,ME,51384,179,2021
Penobscot,ME,55125,248,2021
Piscataquis,ME,46948,123,2021
Sagadahoc,ME,73343,448,2021
Somerset,ME,47488,130,2021
Waldo,ME,59880,323,2021
Washington,ME,46689,120,2021
York,ME,73856,450,2021
Allegany,MD,51090,176,2021
Anne Arundel,MD,108048,505,2021
Baltimore,MD,81846,475,2021
Calvert,MD,120295,509,2021
Caroline,MD,63027,362,2021
Carroll,MD,104708,503,2021
Cecil,MD,81817,475,2021
Charles,MD,107808,505,2021
Dorchester,MD,55652,256,2021
Frederick,MD,106129,504,2021
Garrett,MD,58011,294,2021
Harford,MD,98495,500,2021
Howard,MD,129549,511,2021
Kent,MD,64451,382,2021
Montgomery,MD,117345,508,2021
Prince George's,MD,91124,491,2021
Queen Anne's,MD,99597,500,2021
St. Mary's,MD,102859,503,2021
Somerset,MD,48661,143,2021
Talbot,MD,79349,471,2021
Washington,MD,67349,407,2021
Wicomico,MD,63610,371,2021
Worcester,MD,71262,436,2021
Baltimore City,MD,54124,228,2021
Barnstable,MA,82619,477,2021
Berkshire,MA,63159,365,2021
Bristol,MA,74290,452,2021
Dukes,MA,77392,465,2021
Essex,MA,86684,484,2021
Franklin,MA,64949,387,2021
Hampden,MA,61310,341,2021
Hampshire,MA,76959,463,2021
Middlesex,MA,111790,507,2021
Nantucket,MA,116571,508,2021
Norfolk,MA,112089,507,2021
Plymouth,MA,98190,500,2021
Suffolk,MA,80260,472,2021
Worcester,MA,81660,475,2021
Alcona,MI,46187,113,2021
Alger,MI,48822,145,2021
Allegan,MI,70269,430,2021
Alpena,MI,44864,96,2021
Antrim,MI,60378,329,2021
Arenac,MI,48989,146,2021
Baraga,MI,45792,108,2021
Barry,MI,68779,420,2021
Bay,MI,52510,198,2021
Benzie,MI,68875,421,2021
Berrien,MI,55893,261,2021
Branch,MI,56077,264,2021
Calhoun,MI,53286,213,2021
Cass,MI,60725,334,2021
Charlevoix,MI,63508,370,2021
Cheboygan,MI,53482,217,2021
Chippewa,MI,53079,208,2021
Clare,MI,43069,76,2021
Clinton,MI,76161,459,2021
Crawford,MI,54240,230,2021
Delta,MI,51117,176,2021
Dickinson,MI,54775,240,2021
Eaton,MI,72173,440,2021
Emmet,MI,63488,369,2021
Genesee,MI,54052,227,2021
Gladwin,MI,48279,138,2021
Gogebic,MI,41948,66,2021
Grand Traverse,MI,69393,425,2021
Gratiot,MI,53347,214,2021
Hillsdale,MI,54110,227,2021
Houghton,MI,48623,142,2021
Huron,MI,51924,186,2021
Ingham,MI,58226,297,2021
Ionia,MI,64436,381,2021
Iosco,MI,44334,91,2021
Iron,MI,45792,108,2021
Isabella,MI,48840,145,2021
Jackson,MI,57746,289,2021
Kalamazoo,MI,61739,347,2021
Kalkaska,MI,50363,163,2021
Kent,MI,69786,427,2021
Keweenaw,MI,54010,226,2021
Lake,MI,40753,56,2021
Lapeer,MI,69194,423,2021
Leelanau,MI,72709,444,2021
Lenawee,MI,60656,332,2021
Livingston,MI,88908,489,2021
Luce,MI,49667,154,2021
Mackinac,MI,52989,207,2021
Macomb,MI,67828,413,2021
Manistee,MI,54428,234,2021
Marquette,MI,57981,293,2021
Mason,MI,55035,246,2021
Mecosta,MI,48440,139,2021
Menominee,MI,52457,196,2021
Midland,MI,67642,411,2021
Missaukee,MI,50695,168,2021
Monroe,MI,68006,415,2021
Montcalm,MI,54803,241,2021
Montmorency,MI,43913,86,2021
Muskegon,MI,57047,279,2021
Newaygo,MI,54235,230,2021
Oakland,MI,86275,484,2021
Oceana,MI,56454,271,2021
Ogemaw,MI,44165,89,2021
Ontonagon,MI,44605,94,2021
Osceola,MI,50722,168,2021
Oscoda,MI,45659,106,2021
Otsego,MI,59330,313,2021
Ottawa,MI,77288,464,2021
Presque Isle,MI,52181,192,2021
Roscommon,MI,46218,114,2021
Saginaw,MI,52749,202,2021
St. Clair,MI,62847,360,2021
St. Joseph,MI,57080,279,2021
Sanilac,MI,52459,197,2021
Schoolcraft,MI,54163,229,2021
Shiawassee,MI,58004,294,2021
Tuscola,MI,55174,248,2021
Van Buren,MI,61549,344,2021
Washtenaw,MI,79198,470,2021
Wayne,MI,52830,204,2021
Wexford,MI,54114,228,2021
Aitkin,MN,50900,172,2021
Anoka,MN,88680,488,2021
Becker,MN,64296,380,2021
Beltrami,MN,55910,262,2021
Benton,MN,65529,393,2021
Big Stone,MN,58095,296,2021
Blue Earth,MN,65000,388,2021
Brown,MN,62999,362,2021
Carlton,MN,68579,418,2021
Carver,MN,107890,505,2021
Cass,MN,56487,272,2021
Chippewa,MN,59051,310,2021
Chisago,MN,90870,491,2021
Clay,MN,67984,414,2021
Clearwater,MN,56605,273,2021
Cook,MN,65045,389,2021
Cottonwood,MN,56297,267,2021
Crow Wing,MN,60810,335,2021
Dakota,MN,93892,495,2021
Dodge,MN,84568,480,2021
Douglas,MN,69069,422,2021
Faribault,MN,55186,249,2021
Fillmore,MN,67195,407,2021
Freeborn,MN,59862,322,2021
Goodhue,MN,71414,437,2021
Grant,MN,60781,335,2021
Hennepin,MN,85438,482,2021
Houston,MN,62397,354,2021
Hubbard,MN,63122,364,2021
Isanti,MN,78687,469,2021
Itasca,MN,58393,301,2021
Jackson,MN,64134,378,2021
Kanabec,MN,60982,337,2021
Kandiyohi,MN,67798,412,2021
Kittson,MN,60676,333,2021
Koochiching,MN,54708,239,2021
Lac qui Parle,MN,60718,333,2021
Lake,MN,66828,404,2021
Lake of the Woods,MN,55913,262,2021
Le Sueur,MN,80425,473,2021
Lincoln,MN,58621,305,2021
Lyon,MN,62388,354,2021
McLeod,MN,67067,405,2021
Mahnomen,MN,48021,136,2021
Marshall,MN,64239,380,2021
Martin,MN,57002,279,2021
Meeker,MN,67099,406,2021
Mille Lacs,MN,61995,349,2021
Morrison,MN,61873,348,2021
Mower,MN,60386,329,2021
Murray,MN,69250,424,2021
Nicollet,MN,74317,452,2021
Nobles,MN,57101,280,2021
Norman,MN,58846,308,2021
Olmsted,MN,84656,480,2021
Otter Tail,MN,63587,370,2021
Pennington,MN,64268,380,2021
Pine,MN,59840,322,2021
Pipestone,MN,58288,299,2021
Polk,MN,61643,345,2021
Pope,MN,67040,405,2021
Ramsey,MN,71494,438,2021
Red Lake,MN,62417,355,2021
Redwood,MN,59638,318,2021
Renville,MN,61233,340,2021
Rice,MN,71384,437,2021
Rock,MN,68638,419,2021
Roseau,MN,65651,394,2021
St. Louis,MN,61213,340,2021
Scott,MN,109031,505,2021
Sherburne,MN,92374,493,2021
Sibley,MN,67412,408,2021
Stearns,MN,68212,416,2021
Steele,MN,73468,448,2021
Stevens,MN,65750,395,2021
Swift,MN,53664,220,2021
Todd,MN,58021,294,2021
Traverse,MN,56667,274,2021
Wabasha,MN,70603,432,2021
Wadena,MN,50100,160,2021
Waseca,MN,66502,402,2021
Washington,MN,102258,503,2021
Watonwan,MN,59494,316,2021
Wilkin,MN,57907,292,2021
Winona,MN,61753,347,2021
Wright,MN,94276,496,2021
Yellow Medicine,MN,65014,389,2021
Adams,MS,33860,22,2021
Alcorn,MS,44068,88,2021
Amite,MS,31367,17,2021
Attala,MS,36196,31,2021
Benton,MS,39311,44,2021
Bolivar,MS,33729,22,2021
Calhoun,MS,41142,59,2021
Carroll,MS,46147,112,2021
Chickasaw,MS,38620,41,2021
Choctaw,MS,37859,37,2021
Claiborne,MS,31305,16,2021
Clarke,MS,40838,57,2021
Clay,MS,35638,28,2021
Coahoma,MS,31312,16,2021
Copiah,MS,46530,117,2021
Covington,MS,40233,53,2021
DeSoto,MS,73460,448,2021
Forrest,MS,45780,108,2021
Franklin,MS,40479,54,2021
George,MS,47385,129,2021
Greene,MS,49581,153,2021
Grenada,MS,40808,56,2021
Hancock,MS,58196,297,2021
Harrison,MS,51590,181,2021
Hinds,MS,46179,113,2021
Holmes,MS,24958,11,2021
Humphreys,MS,30327,16,2021
Issaquena,MS,17109,2,2021
Itawamba,MS,53510,218,2021
Jackson,MS,55107,247,2021
Jasper,MS,39992,51,2021
Jefferson,MS,29205,14,2021
Jefferson Davis,MS,34771,26,2021
Jones,MS,43659,83,2021
Kemper,MS,37667,36,2021
Lafayette,MS,54720,239,2021
Lamar,MS,63925,375,2021
Lauderdale,MS,43301,78,2021
Lawrence,MS,39443,46,2021
Leake,MS,39660,47,2021
Lee,MS,60708,333,2021
Leflore,MS,30182,15,2021
Lincoln,MS,43926,86,2021
Lowndes,MS,49660,154,2021
Madison,MS,74688,453,2021
Marion,MS,34286,24,2021
Marshall,MS,42968,74,2021
Monroe,MS,47353,129,2021
Montgomery,MS,35903,29,2021
Neshoba,MS,43416,79,2021
Newton,MS,44530,93,2021
Noxubee,MS,38999,43,2021
Oktibbeha,MS,41094,58,2021
Panola,MS,39673,48,2021
Pearl River,MS,53855,224,2021
Perry,MS,47368,129,2021
Pike,MS,36308,31,2021
Pontotoc,MS,52150,192,2021
Prentiss,MS,46417,116,2021
Quitman,MS,25783,11,2021
Rankin,MS,72326,442,2021
Scott,MS,43022,75,2021
Sharkey,MS,38977,43,2021
Simpson,MS,43842,85,2021
Smith,MS,51792,185,2021
Stone,MS,50807,170,2021
Sunflower,MS,32608,19,2021
Tallahatchie,MS,31484,17,2021
Tate,MS,54839,241,2021
Tippah,MS,41506,62,2021
Tishomingo,MS,40394,54,2021
Tunica,MS,41176,60,2021
Union,MS,50543,165,2021
Walthall,MS,34605,25,2021
Warren,MS,50686,168,2021
Washington,MS,34399,24,2021
Wayne,MS,34766,26,2021
Webster,MS,53363,215,2021
Wilkinson,MS,31412,17,2021
Winston,MS,39725,48,2021
Yalobusha,MS,44348,91,2021
Yazoo,MS,40037,52,2021
Adair,MO,46639,119,2021
Andrew,MO,63769,373,2021
Atchison,MO,53867,224,2021
Audrain,MO,47178,125,2021
Barry,MO,49574,153,2021
Barton,MO,45113,99,2021
Bates,MO,52093,190,2021
Benton,MO,45533,104,2021
Bollinger,MO,51250,177,2021
Boone,MO,62653,358,2021
Buchanan,MO,54073,227,2021
Butler,MO,44842,95,2021
Caldwell,MO,54321,232,2021
Callaway,MO,63791,373,2021
Camden,MO,55717,257,2021
Cape Girardeau,MO,59252,312,2021
Carroll,MO,54967,244,2021
Carter,MO,42378,69,2021
Cass,MO,76924,463,2021
Cedar,MO,41211,60,2021
Chariton,MO,56758,276,2021
Christian,MO,69212,424,2021
Clark,MO,45965,110,2021
Clay,MO,75596,456,2021
Clinton,MO,63876,375,2021
Cole,MO,64715,384,2021
Cooper,MO,55711,257,2021
Crawford,MO,46643,119,2021
Dade,MO,43661,83,2021
Dallas,MO,44948,97,2021
Daviess,MO,55750,258,2021
DeKalb,MO,59462,316,2021
Dent,MO,45700,106,2021
Douglas,MO,45125,99,2021
Dunklin,MO,42194,67,2021
Franklin,MO,65263,390,2021
Gasconade,MO,58956,309,2021
Gentry,MO,47746,133,2021
Greene,MO,50682,168,2021
Grundy,MO,49621,153,2021
Harrison,MO,45313,102,2021
Henry,MO,49682,155,2021
Hickory,MO,32132,18,2021
Holt,MO,52500,197,2021
Howard,MO,58596,304,2021
Howell,MO,43200,77,2021
Iron,MO,44717,95,2021
Jackson,MO,60800,335,2021
Jasper,MO,51876,186,2021
Jefferson,MO,71285,437,2021
Johnson,MO,59952,323,2021
Knox,MO,40814,57,2021
Laclede,MO,46968,124,2021
Lafayette,MO,70969,434,2021
Lawrence,MO,46923,123,2021
Lewis,MO,46250,114,2021
Lincoln,MO,76622,461,2021
Linn,MO,54245,230,2021
Livingston,MO,54309,231,2021
McDonald,MO,43086,76,2021
Macon,MO,48583,142,2021
Madison,MO,50529,165,2021
Maries,MO,50434,164,2021
Marion,MO,56213,266,2021
Mercer,MO,52105,190,2021
Miller,MO,47288,127,2021
Mississippi,MO,39127,43,2021
Moniteau,MO,58900,308,2021
Monroe,MO,46441,116,2021
Montgomery,MO,54390,234,2021
Morgan,MO,46078,111,2021
New Madrid,MO,42370,69,2021
Newton,MO,55820,260,2021
Nodaway,MO,47669,132,2021
Oregon,MO,35972,30,2021
Osage,MO,67088,406,2021
Ozark,MO,36402,32,2021
Pemiscot,MO,35865,29,2021
Perry,MO,56832,277,2021
Pettis,MO,51936,187,2021
Phelps,MO,48124,136,2021
Pike,MO,47382,129,2021
Platte,MO,85031,481,2021
Polk,MO,50890,172,2021
Pulaski,MO,59252,312,2021
Putnam,MO,46161,113,2021
Ralls,MO,58829,307,2021
Randolph,MO,51403,179,2021
Ray,MO,67643,411,2021
Reynolds,MO,41925,65,2021
Ripley,MO,36089,30,2021
St. Charles,MO,91792,492,2021
St. Clair,MO,40470,54,2021
Ste. Genevieve,MO,62607,357,2021
St. Francois,MO,50015,159,2021
St. Louis,MO,48751,144,2021
Saline,MO,49705,156,2021
Schuyler,MO,49746,156,2021
Scotland,MO,48705,144,2021
Scott,MO,50556,165,2021
Shannon,MO,41176,60,2021
Shelby,MO,46178,113,2021
Stoddard,MO,46052,110,2021
Stone,MO,54320,231,2021
Sullivan,MO,46964,123,2021
Taney,MO,51031,175,2021
Texas,MO,37994,38,2021
Vernon,MO,49494,152,2021
Warren,MO,68350,416,2021
Washington,MO,44955,97,2021
Wayne,MO,42257,68,2021
Webster,MO,59325,313,2021
Worth,MO,41847,64,2021
Wright,MO,40179,52,2021
Beaverhead,MT,51048,175,2021
Big Horn,MT,49640,154,2021
Blaine,MT,50847,171,2021
Broadwater,MT,60244,327,2021
Carbon,MT,63178,365,2021
Carter,MT,41447,62,2021
Cascade,MT,56377,269,2021
Chouteau,MT,48237,137,2021
Custer,MT,55426,252,2021
Daniels,MT,54722,239,2021
Dawson,MT,57684,288,2021
Deer Lodge,MT,44809,95,2021
Fallon,MT,83750,479,2021
Fergus,MT,52941,206,2021
Flathead,MT,63582,370,2021
Gallatin,MT,76208,459,2021
Garfield,MT,55000,245,2021
Glacier,MT,39441,46,2021
Golden Valley,MT,46607,118,2021
Granite,MT,49077,147,2021
Hill,MT,56840,277,2021
Jefferson,MT,72500,443,2021
Judith Basin,MT,51691,182,2021
Lake,MT,53154,211,2021
Lewis and Clark,MT,66486,401,2021
Liberty,MT,46507,117,2021
Lincoln,MT,41922,65,2021
McCone,MT,63365,368,2021
Madison,MT,56410,270,2021
Meagher,MT,51709,183,2021
Mineral,MT,50750,169,2021
Missoula,MT,61423,343,2021
Musselshell,MT,51153,176,2021
Park,MT,58510,303,2021
Petroleum,MT,54375,233,2021
Phillips,MT,50789,170,2021
Pondera,MT,55865,261,2021
Powder River,MT,55833,260,2021
Powell,MT,53111,210,2021
Prairie,MT,44500,92,2021
Ravalli,MT,59640,319,2021
Richland,MT,62530,356,2021
Roosevelt,MT,47182,126,2021
Rosebud,MT,59339,314,2021
Sanders,MT,46848,122,2021
Sheridan,MT,58786,307,2021
Silver Bow,MT,50331,162,2021
Stillwater,MT,72906,445,2021
Sweet Grass,MT,59238,312,2021
Teton,MT,60431,330,2021
Toole,MT,54137,228,2021
Treasure,MT,55313,251,2021
Valley,MT,53667,221,2021
Wheatland,MT,38893,42,2021
Wibaux,MT,49000,146,2021
Yellowstone,MT,65656,394,2021
Adams,NE,57783,289,2021
Antelope,NE,55802,259,2021
Arthur,NE,59375,314,2021
Banner,NE,57917,292,2021
Blaine,NE,49464,151,2021
Boone,NE,63668,372,2021
Box Butte,NE,63366,368,2021
Boyd,NE,54464,235,2021
Brown,NE,43942,86,2021
Buffalo,NE,65810,396,2021
Burt,NE,55769,259,2021
Butler,NE,64837,386,2021
Cass,NE,78251,467,2021
Cedar,NE,69490,426,2021
Chase,NE,55690,257,2021
Cherry,NE,57719,288,2021
Cheyenne,NE,53674,221,2021
Clay,NE,70690,432,2021
Colfax,NE,70381,431,2021
Cuming,NE,63125,364,2021
Custer,NE,57715,288,2021
Dakota,NE,63053,363,2021
Dawes,NE,51925,187,2021
Dawson,NE,58402,302,2021
Deuel,NE,50924,172,2021
Dixon,NE,58849,308,2021
Dodge,NE,60962,336,2021
Douglas,NE,70683,432,2021
Dundy,NE,53696,221,2021
Fillmore,NE,66410,400,2021
Franklin,NE,52400,196,2021
Frontier,NE,59573,318,2021
Furnas,NE,57284,283,2021
Gage,NE,55000,245,2021
Garden,NE,43478,81,2021
Garfield,NE,57888,291,2021
Gosper,NE,69886,428,2021
Grant,NE,56806,276,2021
Greeley,NE,48472,140,2021
Hall,NE,60720,333,2021
Hamilton,NE,71211,436,2021
Harlan,NE,59432,315,2021
Hayes,NE,51389,179,2021
Hitchcock,NE,47025,125,2021
Holt,NE,60592,331,2021
Hooker,NE,51333,178,2021
Howard,NE,64167,378,2021
Jefferson,NE,51587,181,2021
Johnson,NE,53696,221,2021
Kearney,NE,68606,418,2021
Keith,NE,54303,231,2021
Keya Paha,NE,54583,236,2021
Kimball,NE,55428,253,2021
Knox,NE,58043,295,2021
Lancaster,NE,65086,390,2021
Lincoln,NE,61309,341,2021
Logan,NE,60250,327,2021
Loup,NE,46667,120,2021
McPherson,NE,53750,222,2021
Madison,NE,55375,251,2021
Merrick,NE,57778,289,2021
Morrill,NE,50859,171,2021
Nance,NE,55473,253,2021
Nemaha,NE,53081,208,2021
Nuckolls,NE,61667,346,2021
Otoe,NE,70072,429,2021
Pawnee,NE,51354,178,2021
Perkins,NE,57250,282,2021
Phelps,NE,61606,344,2021
Pierce,NE,62299,353,2021
Platte,NE,64105,377,2021
Polk,NE,66486,401,2021
Red Willow,NE,53387,215,2021
