county,state,medianHouseholdIncome,medianHouseholdIncomeBucket,year
Schuyler,IL,58447,303,2021
Scott,IL,63555,370,2021
Shelby,IL,60103,326,2021
Stark,IL,55109,248,2021
Stephenson,IL,53806,223,2021
Tazewell,IL,68860,421,2021
Union,IL,53363,215,2021
Vermilion,IL,49063,147,2021
Wabash,IL,49680,155,2021
Warren,IL,59673,319,2021
Washington,IL,67030,405,2021
Wayne,IL,51540,181,2021
White,IL,51351,178,2021
Whiteside,IL,59812,321,2021
Will,IL,95751,497,2021
Williamson,IL,54682,238,2021
Winnebago,IL,57779,289,2021
Woodford,IL,76486,461,2021
Adams,IN,56037,264,2021
Allen,IN,61456,343,2021
Bartholomew,IN,71183,436,2021
Benton,IN,56155,266,2021
Blackford,IN,45080,98,2021
Boone,IN,94843,496,2021
Brown,IN,67737,412,2021
Carroll,IN,56929,278,2021
Cass,IN,51776,184,2021
Clark,IN,62296,353,2021
Clay,IN,63361,368,2021
Clinton,IN,55582,255,2021
Crawford,IN,42465,70,2021
Daviess,IN,57083,280,2021
Dearborn,IN,72674,443,2021
Decatur,IN,65000,388,2021
DeKalb,IN,60757,334,2021
Delaware,IN,49321,149,2021
Dubois,IN,65389,391,2021
Elkhart,IN,61182,339,2021
Fayette,IN,48101,136,2021
Floyd,IN,69858,428,2021
Fountain,IN,54475,235,2021
Franklin,IN,69440,426,2021
Fulton,IN,56885,277,2021
Gibson,IN,59697,320,2021
Grant,IN,50009,159,2021
Greene,IN,55470,253,2021
Hamilton,IN,104858,504,2021
Hancock,IN,79126,470,2021
Harrison,IN,63586,370,2021
Hendricks,IN,87961,486,2021
Henry,IN,54154,229,2021
Howard,IN,59238,312,2021
Huntington,IN,56705,275,2021
Jackson,IN,59504,317,2021
Jasper,IN,69632,427,2021
Jay,IN,48904,146,2021
Jefferson,IN,53784,222,2021
Jennings,IN,63612,371,2021
Johnson,IN,77977,466,2021
Knox,IN,51784,184,2021
Kosciusko,IN,66764,403,2021
LaGrange,IN,75624,457,2021
Lake,IN,62052,350,2021
LaPorte,IN,60226,327,2021
Lawrence,IN,60041,325,2021
Madison,IN,54491,235,2021
Marion,IN,54601,237,2021
Marshall,IN,58296,299,2021
Martin,IN,57199,281,2021
Miami,IN,53762,222,2021
Monroe,IN,54096,227,2021
Montgomery,IN,58311,300,2021
Morgan,IN,71882,439,2021
Newton,IN,62306,354,2021
Noble,IN,63292,366,2021
Ohio,IN,63036,363,2021
Orange,IN,56572,273,2021
Owen,IN,53831,223,2021
Parke,IN,57156,280,2021
Perry,IN,54387,233,2021
Pike,IN,57283,282,2021
Porter,IN,76736,462,2021
Posey,IN,69323,425,2021
Pulaski,IN,52098,190,2021
Putnam,IN,64993,388,2021
Randolph,IN,54912,243,2021
Ripley,IN,64221,379,2021
Rush,IN,58887,308,2021
St. Joseph,IN,58599,304,2021
Scott,IN,45794,108,2021
Shelby,IN,64070,376,2021
Spencer,IN,59624,318,2021
Starke,IN,52802,203,2021
Steuben,IN,61698,346,2021
Sullivan,IN,49393,150,2021
Switzerland,IN,56268,267,2021
Tippecanoe,IN,53468,217,2021
Tipton,IN,65983,396,2021
Union,IN,60750,334,2021
Vanderburgh,IN,54044,226,2021
Vermillion,IN,53396,216,2021
Vigo,IN,48552,141,2021
Wabash,IN,59611,318,2021
Warren,IN,68136,415,2021
Warrick,IN,85613,483,2021
Washington,IN,53932,225,2021
Wayne,IN,49952,158,2021
Wells,IN,62802,359,2021
White,IN,60327,328,2021
Whitley,IN,67716,411,2021
Adair,IA,57944,293,2021
Adams,IA,57981,293,2021
Allamakee,IA,59461,316,2021
Appanoose,IA,46900,122,2021
Audubon,IA,54643,237,2021
Benton,IA,72334,442,2021
Black Hawk,IA,57191,281,2021
Boone,IA,70984,434,2021
Bremer,IA,76782,462,2021
Buchanan,IA,71024,435,2021
Buena Vista,IA,53645,220,2021
Butler,IA,61109,338,2021
Calhoun,IA,60434,330,2021
Carroll,IA,61157,339,2021
Cass,IA,55395,252,2021
Cedar,IA,72714,444,2021
Cerro Gordo,IA,58271,298,2021
Cherokee,IA,59881,323,2021
Chickasaw,IA,67146,406,2021
Clarke,IA,58617,305,2021
Clay,IA,52307,193,2021
Clayton,IA,58148,296,2021
Clinton,IA,56345,268,2021
Crawford,IA,55552,254,2021
Dallas,IA,93492,494,2021
Davis,IA,76755,462,2021
Decatur,IA,52753,202,2021
Delaware,IA,69319,424,2021
Des Moines,IA,54318,231,2021
Dickinson,IA,65215,390,2021
Dubuque,IA,68198,416,2021
Emmet,IA,58357,300,2021
Fayette,IA,50973,173,2021
Floyd,IA,55827,260,2021
Franklin,IA,59019,309,2021
Fremont,IA,63611,371,2021
Greene,IA,52768,202,2021
Grundy,IA,74552,452,2021
Guthrie,IA,67625,410,2021
Hamilton,IA,62183,351,2021
Hancock,IA,64730,385,2021
Hardin,IA,58845,307,2021
Harrison,IA,67950,414,2021
Henry,IA,58767,306,2021
Howard,IA,60387,329,2021
Humboldt,IA,60008,325,2021
Ida,IA,57266,282,2021
Iowa,IA,64720,384,2021
Jackson,IA,65541,393,2021
Jasper,IA,63182,365,2021
Jefferson,IA,47950,135,2021
Johnson,IA,67414,408,2021
Jones,IA,63279,366,2021
Keokuk,IA,54233,230,2021
Kossuth,IA,59878,322,2021
Lee,IA,54258,231,2021
Linn,IA,70360,431,2021
Louisa,IA,65867,396,2021
Lucas,IA,55297,251,2021
Lyon,IA,69113,423,2021
Madison,IA,79306,471,2021
Mahaska,IA,60617,332,2021
Marion,IA,66822,404,2021
Marshall,IA,63591,371,2021
Mills,IA,77926,466,2021
Mitchell,IA,60991,337,2021
Monona,IA,56107,265,2021
Monroe,IA,69929,428,2021
Montgomery,IA,56971,279,2021
Muscatine,IA,61547,344,2021
O'Brien,IA,62292,353,2021
Osceola,IA,65242,390,2021
Page,IA,52108,191,2021
Palo Alto,IA,59988,324,2021
